image_id,condition,view,context,point_count,n_workers,n_pairs,median_d_mask
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,reviewed,pooled_unique_workers,8,1,0,
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,reviewed,pooled_unique_workers,12,1,0,
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,reviewed,pooled_unique_workers,8,3,3,0.125805411163
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,reviewed,pooled_unique_workers,8,5,10,0.0126505084587
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,reviewed,pooled_unique_workers,8,2,1,0.0627597208637
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,reviewed,pooled_unique_workers,8,13,78,0.493807408109
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,reviewed,pooled_unique_workers,10,1,0,
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,reviewed,pooled_unique_workers,16,2,1,0.171509476031
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,reviewed,pooled_unique_workers,18,2,1,0.512422331318
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,reviewed,pooled_unique_workers,20,1,0,
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,reviewed,pooled_unique_workers,12,2,1,0.0737170388594
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,reviewed,pooled_unique_workers,8,2,1,0.249191203571
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,reviewed,pooled_unique_workers,18,1,0,
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,reviewed,pooled_unique_workers,20,1,0,
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,reviewed,pooled_unique_workers,8,2,1,0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,reviewed,pooled_unique_workers,8,1,0,
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,reviewed,pooled_unique_workers,8,2,1,0.0565099131575
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,reviewed,pooled_unique_workers,12,2,1,0.0676850255907
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,reviewed,pooled_unique_workers,16,1,0,
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,reviewed,pooled_unique_workers,16,1,0,
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,reviewed,pooled_unique_workers,6,1,0,
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,reviewed,pooled_unique_workers,8,3,3,0.176820810761
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,reviewed,pooled_unique_workers,12,1,0,
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,reviewed,pooled_unique_workers,18,1,0,
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,reviewed,pooled_unique_workers,8,2,1,0.0429611475528
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,reviewed,pooled_unique_workers,16,1,0,
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,reviewed,pooled_unique_workers,20,1,0,
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,reviewed,pooled_unique_workers,8,1,0,
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,reviewed,pooled_unique_workers,8,1,0,
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,reviewed,pooled_unique_workers,8,1,0,
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,reviewed,pooled_unique_workers,8,5,10,0.0650386102865
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,reviewed,pooled_unique_workers,8,1,0,
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,reviewed,pooled_unique_workers,12,1,0,
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,reviewed,pooled_unique_workers,14,1,0,
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,reviewed,pooled_unique_workers,20,1,0,
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,reviewed,pooled_unique_workers,8,24,276,0.0336899296955
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,reviewed,pooled_unique_workers,8,4,6,0.21965072902
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,reviewed,pooled_unique_workers,12,1,0,
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,reviewed,pooled_unique_workers,10,1,0,
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,reviewed,pooled_unique_workers,16,1,0,
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,reviewed,pooled_unique_workers,20,1,0,
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos,reviewed,pooled_unique_workers,8,18,153,0.13644028537
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos,reviewed,pooled_unique_workers,10,1,0,
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos,reviewed,pooled_unique_workers,12,2,1,0.10674065047
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos,reviewed,pooled_unique_workers,14,1,0,
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos,reviewed,pooled_unique_workers,16,1,0,
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos,reviewed,pooled_unique_workers,28,1,0,
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,reviewed,pooled_unique_workers,8,5,10,0.0366647143508
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,reviewed,pooled_unique_workers,8,6,15,0.0410235926583
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,reviewed,pooled_unique_workers,8,3,3,0.056516606274
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,reviewed,pooled_unique_workers,14,1,0,
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,reviewed,pooled_unique_workers,8,6,15,0.101672789661
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,reviewed,pooled_unique_workers,10,4,6,0.0955232253863
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,reviewed,pooled_unique_workers,12,1,0,
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,reviewed,pooled_unique_workers,14,5,10,0.128894492612
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,reviewed,pooled_unique_workers,16,2,1,0.179007041814
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,reviewed,pooled_unique_workers,20,3,3,0.178182051993
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,reviewed,pooled_unique_workers,22,2,1,0.134275985648
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,reviewed,pooled_unique_workers,24,1,0,
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,reviewed,pooled_unique_workers,8,22,231,0.0294070021629
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,reviewed,pooled_unique_workers,10,2,1,0
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,reviewed,pooled_unique_workers,8,4,6,0.0548308668382
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,reviewed,pooled_unique_workers,10,1,0,
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,reviewed,pooled_unique_workers,8,3,3,0.0178172259405
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,reviewed,pooled_unique_workers,8,24,276,0.0437324790207
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,reviewed,pooled_unique_workers,8,6,15,0.0771836616959
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,reviewed,pooled_unique_workers,8,4,6,0.0210876417382
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,reviewed,pooled_unique_workers,10,1,0,
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,reviewed,pooled_unique_workers,8,1,0,
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,reviewed,pooled_unique_workers,12,1,0,
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,reviewed,pooled_unique_workers,14,1,0,
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,reviewed,pooled_unique_workers,22,1,0,
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,reviewed,pooled_unique_workers,36,1,0,
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,reviewed,pooled_unique_workers,8,22,231,0.0540764384556
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,reviewed,pooled_unique_workers,10,1,0,
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,reviewed,pooled_unique_workers,16,1,0,
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,reviewed,pooled_unique_workers,8,4,6,0.0396132353585
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,reviewed,pooled_unique_workers,12,1,0,
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,reviewed,pooled_unique_workers,8,21,210,0.0211484783824
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,reviewed,pooled_unique_workers,10,2,1,0.0432772986405
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,reviewed,pooled_unique_workers,10,1,0,
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,reviewed,pooled_unique_workers,12,2,1,0.069048027704
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,reviewed,pooled_unique_workers,28,2,1,0.0687651006067
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,reviewed,pooled_unique_workers,12,3,3,0.151011726585
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,reviewed,pooled_unique_workers,14,1,0,
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,reviewed,pooled_unique_workers,16,2,1,0.125067118599
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,reviewed,pooled_unique_workers,18,4,6,0.0634973652807
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,reviewed,pooled_unique_workers,20,11,55,0.049070778639
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,reviewed,pooled_unique_workers,24,2,1,0.0717836868317
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,reviewed,pooled_unique_workers,26,1,0,
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,reviewed,pooled_unique_workers,6,3,3,0.0277776000102
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,reviewed,pooled_unique_workers,8,20,190,0.0276600046382
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,reviewed,pooled_unique_workers,10,1,0,
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,reviewed,pooled_unique_workers,8,5,10,0.0258667891908
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,reviewed,pooled_unique_workers,8,22,231,0.0548746518106
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,reviewed,pooled_unique_workers,12,1,0,
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,reviewed,pooled_unique_workers,10,1,0,
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,reviewed,pooled_unique_workers,12,2,1,0.0286026287575
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,reviewed,pooled_unique_workers,14,3,3,0.0055548579153
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,reviewed,pooled_unique_workers,12,6,15,0.104283459763
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,reviewed,pooled_unique_workers,14,10,45,0.044418673728
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,reviewed,pooled_unique_workers,16,2,1,0.185994687508
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,reviewed,pooled_unique_workers,18,1,0,
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,reviewed,pooled_unique_workers,20,3,3,0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,reviewed,pooled_unique_workers,8,22,231,0.0386724799763
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,reviewed,pooled_unique_workers,12,2,1,0.0591996017842
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,reviewed,pooled_unique_workers,8,8,28,0.0900553936954
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,reviewed,pooled_unique_workers,12,1,0,
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,reviewed,pooled_unique_workers,14,2,1,0.204911331746
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,reviewed,pooled_unique_workers,16,2,1,0.241387159115
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,reviewed,pooled_unique_workers,20,5,10,0.193066931447
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,reviewed,pooled_unique_workers,24,1,0,
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,reviewed,pooled_unique_workers,26,2,1,0.191488229582
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,reviewed,pooled_unique_workers,28,1,0,
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,reviewed,pooled_unique_workers,8,22,231,0.0884254912035
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,reviewed,pooled_unique_workers,12,1,0,
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,reviewed,pooled_unique_workers,16,1,0,
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,reviewed,pooled_unique_workers,8,23,253,0.0401137607692
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,reviewed,pooled_unique_workers,10,4,6,0.117610115598
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,reviewed,pooled_unique_workers,12,11,55,0.140090614349
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,reviewed,pooled_unique_workers,14,3,3,0.157251146044
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,reviewed,pooled_unique_workers,16,5,10,0.169021943507
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,reviewed,pooled_unique_workers,18,1,0,
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,reviewed,pooled_unique_workers,8,1,0,
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,reviewed,pooled_unique_workers,10,2,1,0.179824068408
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,reviewed,pooled_unique_workers,12,3,3,0.184977030054
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,reviewed,pooled_unique_workers,14,7,21,0.130426057712
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,reviewed,pooled_unique_workers,16,9,36,0.133259877748
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,reviewed,pooled_unique_workers,22,1,0,
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,reviewed,pooled_unique_workers,8,1,0,
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,reviewed,pooled_unique_workers,10,1,0,
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,reviewed,pooled_unique_workers,16,3,3,0.0726186934161
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,reviewed,pooled_unique_workers,8,1,0,
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,reviewed,pooled_unique_workers,12,3,3,0.117986875228
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,reviewed,pooled_unique_workers,14,1,0,
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,reviewed,pooled_unique_workers,8,3,3,0.186246489165
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,reviewed,pooled_unique_workers,16,2,1,0.0688188096166
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,reviewed,pooled_unique_workers,8,6,15,0.121583853278
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,reviewed,pooled_unique_workers,8,3,3,0.160983992041
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,reviewed,pooled_unique_workers,12,1,0,
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,reviewed,pooled_unique_workers,8,4,6,0.0312724166825
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,reviewed,pooled_unique_workers,10,1,0,
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,reviewed,pooled_unique_workers,8,1,0,
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,reviewed,pooled_unique_workers,12,3,3,0
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,reviewed,pooled_unique_workers,8,5,10,0.0464576800103
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,reviewed,pooled_unique_workers,8,4,6,0.0305659695118
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,reviewed,pooled_unique_workers,12,1,0,
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,reviewed,pooled_unique_workers,8,12,66,0.0478708857219
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,reviewed,pooled_unique_workers,10,1,0,
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,reviewed,pooled_unique_workers,12,8,28,0.0538396479083
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,manual,reviewed,pooled_unique_workers,14,2,1,0.0538553302245
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,reviewed,pooled_unique_workers,12,2,1,0.162636766785
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,reviewed,pooled_unique_workers,14,12,66,0.0899718342019
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,reviewed,pooled_unique_workers,16,8,28,0.0820680448539
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,reviewed,pooled_unique_workers,18,1,0,
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,reviewed,pooled_unique_workers,8,5,10,0.0433113198573
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,reviewed,pooled_unique_workers,10,1,0,
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,reviewed,pooled_unique_workers,12,4,6,0.0808143454295
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,reviewed,pooled_unique_workers,14,5,10,0.0677815479021
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,reviewed,pooled_unique_workers,16,5,10,0.0351909372251
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,reviewed,pooled_unique_workers,18,3,3,0.0609034783485
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,reviewed,pooled_unique_workers,8,5,10,0.0367669139924
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,manual,reviewed,pooled_unique_workers,16,1,0,
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,reviewed,pooled_unique_workers,8,3,3,0.141517851256
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,reviewed,pooled_unique_workers,12,1,0,
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,reviewed,pooled_unique_workers,14,2,1,0.0160767409945
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,reviewed,pooled_unique_workers,16,15,105,0.0677015747203
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,oos,reviewed,pooled_unique_workers,20,2,1,0.0502451038101
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,manual,reviewed,pooled_unique_workers,8,6,15,0.0201068604403
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,semi,reviewed,pooled_unique_workers,16,4,6,0.11324321723
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,reviewed,pooled_unique_workers,8,22,231,0.0225465088186
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,reviewed,pooled_unique_workers,10,1,0,
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,semi,reviewed,pooled_unique_workers,12,1,0,
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,reviewed,pooled_unique_workers,10,3,3,0.0772493444338
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,reviewed,pooled_unique_workers,12,3,3,0.0762738228199
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,reviewed,pooled_unique_workers,14,1,0,
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,reviewed,pooled_unique_workers,16,6,15,0.174100494663
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,reviewed,pooled_unique_workers,18,5,10,0.0417502589066
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,reviewed,pooled_unique_workers,20,5,10,0.0630638370994
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,reviewed,pooled_unique_workers,8,23,253,0.0511936888724
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,manual,reviewed,pooled_unique_workers,10,1,0,
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,reviewed,pooled_unique_workers,6,1,0,
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,reviewed,pooled_unique_workers,8,22,231,0.0662756023464
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,reviewed,pooled_unique_workers,12,1,0,
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,reviewed,pooled_unique_workers,8,1,0,
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,reviewed,pooled_unique_workers,12,2,1,0.0572893267935
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,reviewed,pooled_unique_workers,14,1,0,
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,manual,reviewed,pooled_unique_workers,20,1,0,
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,reviewed,pooled_unique_workers,8,4,6,0.0290902680518
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,manual,reviewed,pooled_unique_workers,10,1,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,reviewed,pooled_unique_workers,4,1,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,manual,reviewed,pooled_unique_workers,8,4,6,0.0358869478805
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,reviewed,pooled_unique_workers,8,1,0,
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,semi,reviewed,pooled_unique_workers,12,4,6,0.0747627967428
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,reviewed,pooled_unique_workers,8,2,1,0.231760705048
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,reviewed,pooled_unique_workers,10,2,1,0.140113767951
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,manual,reviewed,pooled_unique_workers,12,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,semi,reviewed,pooled_unique_workers,8,4,6,0.183514681666
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,reviewed,pooled_unique_workers,8,23,253,0.0435481868864
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,reviewed,pooled_unique_workers,14,1,0,
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,manual,reviewed,pooled_unique_workers,8,5,10,0.0198905077281
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,reviewed,pooled_unique_workers,8,2,1,0.128291794139
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,reviewed,pooled_unique_workers,12,2,1,0.164429482687
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,manual,reviewed,pooled_unique_workers,14,1,0,
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,reviewed,pooled_unique_workers,12,2,1,0.212839083002
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,reviewed,pooled_unique_workers,16,1,0,
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,reviewed,pooled_unique_workers,18,1,0,
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,manual,reviewed,pooled_unique_workers,20,1,0,
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,reviewed,pooled_unique_workers,8,4,6,0.0501821771156
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,manual,reviewed,pooled_unique_workers,12,1,0,
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,reviewed,pooled_unique_workers,8,3,3,0.180448725339
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,reviewed,pooled_unique_workers,10,1,0,
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,manual,reviewed,pooled_unique_workers,16,1,0,
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,reviewed,pooled_unique_workers,8,24,276,0.0357936424309
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,semi,reviewed,pooled_unique_workers,8,24,276,0.0333776225288
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,semi,reviewed,pooled_unique_workers,8,24,276,0.0316644495505
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,reviewed,pooled_unique_workers,10,1,0,
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,reviewed,pooled_unique_workers,12,2,1,0.240226311595
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,reviewed,pooled_unique_workers,16,1,0,
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,reviewed,pooled_unique_workers,20,2,1,0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,reviewed,pooled_unique_workers,8,1,0,
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,reviewed,pooled_unique_workers,12,1,0,
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,manual,reviewed,pooled_unique_workers,14,1,0,
