image_id,building,condition,view,context,n_responses,n_workers,n_geometry,n_geometry_failed,n_quality,n_time,n_scope_known,n_scope_unknown,n_distinct_point_counts,n_structural_pairs,n_same_topology_pairs,reference_geometry_error,owner_valid_active_seconds,point_count_disagreement,within_topology_geometry_dispersion,scope_non_normal_rate,scope_entropy,geometry_failure_rate,stage_count,stages,reference_status,imputed_responses,scope_p_normal,scope_p_oos_open_boundary,scope_p_oos_geometry,scope_p_oos_split_level,scope_p_oos_insufficient,scope_p_unknown
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,reviewed,pooled_unique_workers,5,5,5,0,5,4,5,0,4,10,1,0.185224875825,136.5,0.9,0.212839083002,0.2,0.721928094887,0,1,C1,adjudicated_reference,0,0.8,0.2,0,0,0,0
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual,reviewed,pooled_unique_workers,5,5,5,0,5,4,5,0,2,10,6,0.0724988294053,146,0.4,0.0501821771156,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual,reviewed,pooled_unique_workers,5,5,5,0,5,5,5,0,3,10,3,0.200541976808,200,0.7,0.180448725339,0.2,0.721928094887,0,1,C1,adjudicated_reference,0,0.8,0,0,0,0.2,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,reviewed,pooled_unique_workers,24,24,24,0,24,19,24,0,1,276,276,0.0310903720101,66,0,0.0357936424309,0.0416666666667,0.249882292833,0,1,P1,adjudicated_reference,0,0.958333333333,0.0416666666667,0,0,0,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,reviewed,pooled_unique_workers,24,24,24,0,24,18,24,0,1,276,276,0.0483386446447,56,0,0.0333776225288,0.0416666666667,0.249882292833,0,1,P1,adjudicated_reference,0,0.958333333333,0,0.0416666666667,0,0,0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,reviewed,pooled_unique_workers,24,24,24,0,24,18,24,0,1,276,276,0.0278250988884,51,0,0.0316644495505,0.125,0.5435644432,0,1,P1,adjudicated_reference,0,0.875,0.125,0,0,0,0
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,reviewed,pooled_unique_workers,6,6,6,0,6,5,6,0,4,15,2,0.288310973512,258,0.866666666667,0.120113155797,0.333333333333,1.25162916739,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.666666666667,0.166666666667,0.166666666667,0,0,0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,reviewed,pooled_unique_workers,6,6,6,0,6,5,6,0,5,15,1,0.0593812267561,227,0.933333333333,0.0176256974993,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,semi,reviewed,pooled_unique_workers,4,4,4,0,4,3,4,0,1,6,6,0.0241183371215,59,0,0.048236674243,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,reviewed,pooled_unique_workers,24,24,24,0,24,18,24,0,1,276,276,0.00920764907456,73.5,0,0.0220440202873,0,-0,0,1,P1,adjudicated_reference,0,1,0,0,0,0,0
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,reviewed,pooled_unique_workers,7,7,7,0,7,5,7,0,2,21,11,0.0338144406894,86,0.47619047619,0.048613116923,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,semi,reviewed,pooled_unique_workers,5,5,5,0,5,3,5,0,2,10,6,0.00753350063923,72,0.4,0.0212795173415,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,reviewed,pooled_unique_workers,23,23,23,0,23,20,23,0,5,253,48,0.231777864933,160,0.810276679842,0.104060511475,0.260869565217,0.997626791896,0,1,C1,adjudicated_reference,0,0.739130434783,0.217391304348,0.0434782608696,0,0,0
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,reviewed,pooled_unique_workers,5,5,5,0,5,5,5,0,1,10,10,0.0836102345251,137,0,0.0694818849504,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,semi,reviewed,pooled_unique_workers,4,4,4,0,4,4,4,0,2,6,3,0.0538593108652,99,0.5,0.0901545259312,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,reviewed,pooled_unique_workers,24,24,23,1,23,18,24,0,5,253,90,0.0533793017766,111.5,0.644268774704,0.035496312588,0.166666666667,0.785235442392,0.0416666666667,1,P1,adjudicated_reference,0,0.833333333333,0.0416666666667,0.125,0,0,0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,reviewed,pooled_unique_workers,24,24,24,0,24,19,24,0,2,276,253,0.0643380924002,109,0.0833333333333,0.0633503539289,0.0416666666667,0.249882292833,0,1,P1,adjudicated_reference,0,0.958333333333,0.0416666666667,0,0,0,0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,reviewed,pooled_unique_workers,23,23,23,0,23,18,23,0,2,253,231,0.05204209352,102.5,0.0869565217391,0.0513473651451,0.130434782609,0.678407090938,0,1,C1,adjudicated_reference,0,0.869565217391,0.0869565217391,0.0434782608696,0,0,0
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,reviewed,pooled_unique_workers,5,5,5,0,5,4,5,0,3,10,3,0.0342992207461,88.5,0.7,0.0420061446832,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,semi,reviewed,pooled_unique_workers,4,4,4,0,4,4,4,0,1,6,6,0,77.5,0,0.0372028502284,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,manual,reviewed,pooled_unique_workers,5,5,5,0,5,5,5,0,5,10,0,0.062175245834,240,1,,0.8,1.92192809489,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.2,0.4,0.2,0.2,0,0
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,reviewed,pooled_unique_workers,5,5,5,0,5,4,5,0,1,10,10,0.0533923953117,155.5,0,0.0571450026793,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,reviewed,pooled_unique_workers,5,5,5,0,5,5,5,0,2,10,4,0.0689471242037,74,0.6,0.068378949442,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,reviewed,pooled_unique_workers,24,24,24,0,24,19,24,0,4,276,210,0.0496813711129,102,0.239130434783,0.0528297254816,0.0416666666667,0.249882292833,0,1,P1,adjudicated_reference,0,0.958333333333,0.0416666666667,0,0,0,0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,5,5,5,0,5,5,5,0,1,10,10,0.15613282307,116,0,0.0400614968018,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,semi,reviewed,pooled_unique_workers,5,5,5,0,5,4,5,0,2,10,6,0.00538866140497,75,0.4,0.00680768136704,0.2,0.721928094887,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.8,0,0,0,0.2,0
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,23,23,23,0,23,19,23,0,4,253,172,0.0427976416621,108,0.320158102767,0.0420133613513,0.217391304348,0.966451628747,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.782608695652,0.130434782609,0,0.0869565217391,0,0
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,6,6,6,0,6,5,6,0,1,15,15,0.0497583827471,74,0,0.0618473109561,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,6,6,6,0,6,5,6,0,2,15,6,0.11845175145,86,0.6,0.0088476368924,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,5,5,5,0,5,5,5,0,3,10,2,0.0849635398376,80,0.8,0.0321426068445,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,6,6,6,0,6,5,6,0,5,15,1,0.11565116635,108,0.933333333333,0,0.333333333333,1.25162916739,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.666666666667,0.166666666667,0,0.166666666667,0,0
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,oos,reviewed,pooled_unique_workers,24,24,24,0,0,19,24,0,5,276,140,,252,0.492753623188,0.0655272433977,0.833333333333,1.52836889921,0,1,P1,reference_not_geometry_ready,0,0.166666666667,0.125,0.0833333333333,0.625,0,0
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,5,5,5,0,5,5,5,0,2,10,4,0.165258940084,118,0.6,0.0233200922082,0.4,0.970950594455,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.6,0.4,0,0,0,0
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,23,23,23,0,23,20,23,0,3,253,98,0.0739457771014,192.5,0.612648221344,0.0788975643436,0.478260869565,1.68511793366,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.521739130435,0.260869565217,0.0869565217391,0,0.130434782609,0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,24,24,24,0,24,19,24,0,1,276,276,0.0414778907922,117,0,0.0651492581779,0.0833333333333,0.497150183637,0,1,P1,adjudicated_reference,0,0.916666666667,0.0416666666667,0.0416666666667,0,0,0
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,5,5,5,0,5,4,5,0,2,10,4,0.0930126217178,120.5,0.6,0.0392821437139,0.2,0.721928094887,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.8,0,0.2,0,0,0
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,semi,reviewed,pooled_unique_workers,4,4,4,0,4,4,4,0,1,6,6,0,67.5,0,0.0353760932945,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,5,5,5,0,5,5,5,0,3,10,3,0.0761503746714,316,0.7,0.0844010701439,0.6,1.92192809489,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.4,0.2,0.2,0.2,0,0
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,24,24,23,1,23,19,24,0,7,253,44,0.20497416166,289,0.826086956522,0.123682529476,0.5,1.70914791703,0.0416666666667,1,P1,adjudicated_reference,0,0.5,0.333333333333,0.0416666666667,0.0833333333333,0.0416666666667,0
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,24,24,24,0,24,19,24,0,10,276,46,0.126661621917,144,0.833333333333,0.12539681599,0.375,1.61170223254,0,1,P1,adjudicated_reference,0,0.625,0.166666666667,0.0416666666667,0.125,0.0416666666667,0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,reviewed,pooled_unique_workers,24,24,24,0,24,19,24,0,1,276,276,0.0661048343322,86,0,0.0476076450622,0.0416666666667,0.249882292833,0,1,P1,adjudicated_reference,0,0.958333333333,0.0416666666667,0,0,0,0
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,zsNo4HB9uLZ,manual,reviewed,pooled_unique_workers,1,1,1,0,1,1,1,0,1,0,0,0.052721216075,140,,,0,-0,0,1,C2-A-RP,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ,manual,reviewed,pooled_unique_workers,4,4,4,0,0,4,4,0,1,6,6,,233,0,0.0856348202505,0.25,0.811278124459,0,2,C2-A-RP;C2-B,not_evaluable_bad_gt,0,0.75,0.25,0,0,0,0
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ,manual,reviewed,pooled_unique_workers,4,4,4,0,4,4,4,0,2,6,3,0.0638876095199,243.5,0.5,0.0876507381437,0.5,1,0,2,C2-A-RP;C2-B,public_dataset_reference_not_quality_assumed,0,0.5,0.5,0,0,0,0
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,zsNo4HB9uLZ,manual,reviewed,pooled_unique_workers,2,2,2,0,2,2,2,0,1,1,1,0.0253982115513,178.5,0,0.0129472911952,0,-0,0,1,C2-A-RP,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,manual,reviewed,pooled_unique_workers,4,4,4,0,0,4,4,0,2,6,3,,172.5,0.5,0.0226984433182,0,-0,0,1,C2-A-RP,missing,0,1,0,0,0,0,0
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,zsNo4HB9uLZ,manual,reviewed,pooled_unique_workers,2,2,2,0,0,2,2,0,1,1,1,,282.5,0,0.0947293110381,0,-0,0,1,C2-B,missing,0,1,0,0,0,0,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,manual,no_imputed,pooled_unique_workers,3,3,3,0,3,3,3,0,1,3,3,0.0374970252261,151,0,0.0179958424951,0,-0,0,1,C2-A-RP,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,no_imputed,pooled_unique_workers,3,3,3,0,3,3,3,0,1,3,3,0.0425574671959,237,0,0.065568976242,0,-0,0,1,C2-A-RP,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,no_imputed,pooled_unique_workers,1,1,1,0,1,1,1,0,1,0,0,0.044126875587,137,,,0,-0,0,1,C2-A-RP,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,no_imputed,pooled_unique_workers,5,5,5,0,5,5,5,0,2,10,6,0.165170960042,81,0.4,0.0626401137484,0.4,1.37095059445,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.6,0.2,0.2,0,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,no_imputed,pooled_unique_workers,24,24,24,0,24,19,24,0,1,276,276,0.0137944452385,47,0,0.022511757592,0,-0,0,1,P1,adjudicated_reference,0,1,0,0,0,0,0
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,no_imputed,pooled_unique_workers,24,24,24,0,0,19,24,0,7,276,86,,277,0.688405797101,0.110721760296,0.541666666667,1.20690842515,0,1,P1,reference_not_geometry_ready,0,0.458333333333,0,0.0416666666667,0.5,0,0
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,oos,no_imputed,pooled_unique_workers,24,24,23,1,0,19,24,0,5,253,86,,231,0.660079051383,0.0656236589395,0.458333333333,1.30850244452,0.0416666666667,1,P1,reference_not_geometry_ready,0,0.541666666667,0.0833333333333,0,0.375,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,no_imputed,pooled_unique_workers,24,24,24,0,24,18,24,0,3,276,211,0.034661936041,119.5,0.235507246377,0.0495689986325,0.208333333333,1.05535321924,0,1,P1,public_dataset_reference_not_quality_assumed,0,0.791666666667,0.0833333333333,0.0833333333333,0,0.0416666666667,0
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,manual,no_imputed,pooled_unique_workers,5,5,5,0,5,5,5,0,2,10,6,0.170542389057,79,0.4,0.340566354372,0.6,1.52192809489,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.4,0.4,0.2,0,0,0
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,no_imputed,pooled_unique_workers,6,6,6,0,6,5,6,0,2,15,6,0.271584581168,122,0.6,0.29368440964,0.333333333333,1.25162916739,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.666666666667,0.166666666667,0.166666666667,0,0,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,no_imputed,pooled_unique_workers,6,6,6,0,6,5,6,0,3,15,6,0.181316303182,90,0.6,0.0177253478985,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,semi,no_imputed,pooled_unique_workers,4,4,4,0,4,4,4,0,1,6,6,0,92,0,0,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,no_imputed,pooled_unique_workers,5,5,5,0,5,4,5,0,3,10,3,0.0790185295057,296,0.7,0.059708590451,0.4,1.37095059445,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.6,0.2,0,0,0.2,0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,semi,no_imputed,pooled_unique_workers,4,4,4,0,4,4,4,0,3,6,1,0.0197431687581,349.5,0.833333333333,0,0.25,0.811278124459,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.75,0.25,0,0,0,0
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,manual,no_imputed,pooled_unique_workers,5,5,5,0,5,5,5,0,2,10,6,0.14958282604,191,0.4,0.171666556658,0.4,0.970950594455,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.6,0,0,0.4,0,0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,no_imputed,pooled_unique_workers,5,5,5,0,5,5,5,0,1,10,10,0.0668537514732,48,0,0.0910591231823,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,no_imputed,pooled_unique_workers,5,5,5,0,5,4,5,0,2,10,6,0.0668997523701,139.5,0.4,0.0499534341062,0.2,0.721928094887,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.8,0,0.2,0,0,0
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,no_imputed,pooled_unique_workers,24,24,24,0,24,18,24,0,3,276,175,0.101249351375,123,0.365942028986,0.0907383953165,0,-0,0,1,P1,adjudicated_reference,0,1,0,0,0,0,0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,no_imputed,pooled_unique_workers,24,24,24,0,24,19,24,0,2,276,253,0.120791586108,110,0.0833333333333,0.117198373746,0.208333333333,1.02389957332,0,1,P1,adjudicated_reference,0,0.791666666667,0.125,0.0416666666667,0.0416666666667,0,0
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,no_imputed,pooled_unique_workers,5,5,5,0,5,4,5,0,2,10,6,0.266063052253,232,0.4,0.106489725455,0.2,0.721928094887,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.8,0.2,0,0,0,0
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,semi,no_imputed,pooled_unique_workers,4,4,4,0,4,4,4,0,1,6,6,0.000397072563064,24,0,0.126378464749,0.25,0.811278124459,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.75,0,0.25,0,0,0
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,no_imputed,pooled_unique_workers,5,5,5,0,5,5,5,0,1,10,10,0.0404898119122,364,0,0.0481958237761,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,no_imputed,pooled_unique_workers,4,4,4,0,4,4,4,0,2,6,3,0.0513075779432,61.5,0.5,0.0428401304102,0.25,0.811278124459,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.75,0.25,0,0,0,0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,no_imputed,pooled_unique_workers,24,24,24,0,24,19,24,0,1,276,276,0.0163374999793,65,0,0.235693693691,0.208333333333,1.05535321924,0,1,P1,public_dataset_reference_not_quality_assumed,0,0.791666666667,0.0833333333333,0.0833333333333,0,0.0416666666667,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,no_imputed,pooled_unique_workers,24,24,23,1,23,18,24,0,2,253,231,0.200336528656,102.5,0.0869565217391,0.209626699836,0.208333333333,0.940566239988,0.0416666666667,1,P1,adjudicated_reference,0,0.791666666667,0.125,0.0833333333333,0,0,0
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,no_imputed,pooled_unique_workers,6,6,6,0,6,5,6,0,2,15,10,0.238625419501,180,0.333333333333,0.26286352262,0.333333333333,1.25162916739,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.666666666667,0.166666666667,0.166666666667,0,0,0
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,no_imputed,pooled_unique_workers,4,4,4,0,4,4,4,0,2,6,3,0.0828536306153,115,0.5,0.104944865922,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,no_imputed,pooled_unique_workers,24,24,24,0,24,19,24,0,2,276,232,0.314744058749,117,0.159420289855,0.346355599574,0.291666666667,1.04343569632,0,1,P1,adjudicated_reference,0,0.708333333333,0.25,0.0416666666667,0,0,0
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,no_imputed,pooled_unique_workers,5,5,5,0,5,5,5,0,3,10,3,0.0907535700853,161,0.7,0.0812562313061,0.2,0.721928094887,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.8,0.2,0,0,0,0
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,no_imputed,pooled_unique_workers,6,6,6,0,6,5,6,0,1,15,15,0.403809440406,150,0,0.262841002007,0.166666666667,0.650022421648,0,1,C1,public_dataset_reference_not_quality_assumed,0,0.833333333333,0.166666666667,0,0,0,0
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,no_imputed,pooled_unique_workers,5,5,5,0,5,5,5,0,1,10,10,0.217624483965,29,0,0.171176560432,0,-0,0,1,C1,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,no_imputed,pooled_unique_workers,20,20,19,1,19,20,20,0,2,171,153,0.142566264681,225.5,0.105263157895,0.108076976833,0.35,1.23616025437,0.05,1,C2-B,public_dataset_reference_not_quality_assumed,0,0.65,0.1,0.25,0,0,0
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,manual,no_imputed,pooled_unique_workers,1,1,1,0,1,1,1,0,1,0,0,0.152559008432,179,,,0,-0,0,1,C2-A-RP,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,manual,no_imputed,pooled_unique_workers,2,2,2,0,2,2,2,0,2,1,0,0.26795063,688.5,1,,0,-0,0,1,C2-B,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,manual,no_imputed,pooled_unique_workers,4,4,3,1,3,4,4,0,2,3,1,0.30773024288,130.5,0.666666666667,0.0243538101763,0.25,0.811278124459,0.25,1,C2-A-RP,public_dataset_reference_not_quality_assumed,0,0.75,0.25,0,0,0,0
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,manual,no_imputed,pooled_unique_workers,1,1,1,0,0,1,1,0,1,0,0,,148,,,0,-0,0,1,C2-B,missing,0,1,0,0,0,0,0
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,manual,no_imputed,pooled_unique_workers,2,2,2,0,0,2,2,0,1,1,1,,104,0,0.0676319616488,0,-0,0,1,C2-B,missing,0,1,0,0,0,0,0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,no_imputed,pooled_unique_workers,20,20,20,0,20,20,20,0,1,190,190,0.0323313815376,162,0,0.0376011871379,0,-0,0,1,C2-B,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,manual,no_imputed,pooled_unique_workers,2,2,2,0,2,2,2,0,1,1,1,0.0605096802881,55,0,0.0686243012273,0,-0,0,1,C2-B,public_dataset_reference_not_quality_assumed,0,1,0,0,0,0,0
