image_id,building_id,left,right,linear_mask_difference,left_corner_pairs,right_corner_pairs
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,X7HyMhZNoso,hohonet,bilayout_extended,0.02011912468122634,4,4
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.003427270842614627,4,4
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso,reference,hohonet,0.02000464324407991,4,4
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso,reference,bilayout_enclosed,0.022091954466277097,4,4
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso,reference,bilayout_extended,0.022091954466277097,4,4
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso,hohonet,bilayout_enclosed,0.009012312323902871,4,4
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso,hohonet,bilayout_extended,0.009012312323902871,4,4
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.0,4,4
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso,reference,hohonet,0.023738645069497633,4,4
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso,reference,bilayout_enclosed,0.022108240988548022,4,4
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso,reference,bilayout_extended,0.02016221342839386,4,4
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso,hohonet,bilayout_enclosed,0.024973242953977848,4,4
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso,hohonet,bilayout_extended,0.0248132834691438,4,4
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.0021362921255279055,4,4
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,reference,hohonet,0.013216689231745793,6,4
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,reference,bilayout_enclosed,0.020340741683348096,6,4
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,reference,bilayout_extended,0.020340741683348096,6,4
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,hohonet,bilayout_enclosed,0.020258888199308434,4,4
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,hohonet,bilayout_extended,0.020258888199308434,4,4
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.0,4,4
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,reference,hohonet,0.01409672232859438,4,4
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,reference,bilayout_enclosed,0.028157635467980335,4,4
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,reference,bilayout_extended,0.028157635467980335,4,4
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,hohonet,bilayout_enclosed,0.018857634713817295,4,4
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,hohonet,bilayout_extended,0.018857634713817295,4,4
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.0,4,4
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,reference,hohonet,0.038853013823012095,6,6
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,reference,bilayout_enclosed,0.0160778681985001,6,6
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,reference,bilayout_extended,0.017800713557594272,6,6
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,hohonet,bilayout_enclosed,0.029340350609562305,6,6
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,hohonet,bilayout_extended,0.027590634057049868,6,6
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,bilayout_enclosed,bilayout_extended,0.0019257837492002716,6,6
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,reference,hohonet,0.06174130772400244,4,4
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,reference,bilayout_enclosed,0.12232796703133797,4,4
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,reference,bilayout_extended,0.12232796703133797,4,4
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,hohonet,bilayout_enclosed,0.06457351240772036,4,4
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,hohonet,bilayout_extended,0.06457351240772036,4,4
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,bilayout_enclosed,bilayout_extended,0.0,4,4
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,reference,hohonet,0.07234953494857366,4,4
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,reference,bilayout_enclosed,0.09120228487075399,4,4
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,reference,bilayout_extended,0.0933190327925274,4,4
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,hohonet,bilayout_enclosed,0.08034197359602224,4,4
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,hohonet,bilayout_extended,0.08242292290346409,4,4
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,bilayout_enclosed,bilayout_extended,0.0023298452374280743,4,4
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG,reference,hohonet,0.03668393474449516,4,4
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG,reference,bilayout_enclosed,0.01846196626395946,4,4
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG,reference,bilayout_extended,0.02014032683341027,4,4
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG,hohonet,bilayout_enclosed,0.03434935871903133,4,4
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG,hohonet,bilayout_extended,0.033555173359256174,4,4
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG,bilayout_enclosed,bilayout_extended,0.0017009199057952396,4,4
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG,reference,hohonet,0.07831865758431633,4,6
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG,reference,bilayout_enclosed,0.05914856358559328,4,4
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG,reference,bilayout_extended,0.06155587787879857,4,4
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG,hohonet,bilayout_enclosed,0.10602836085037748,6,4
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG,hohonet,bilayout_extended,0.10211922310087596,6,4
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG,bilayout_enclosed,bilayout_extended,0.004353738102069626,4,4
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG,reference,hohonet,0.12708143415099227,4,4
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG,reference,bilayout_enclosed,0.10495195242914135,4,4
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG,reference,bilayout_extended,0.10495195242914135,4,4
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG,hohonet,bilayout_enclosed,0.03193311734256876,4,4
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG,hohonet,bilayout_extended,0.03193311734256876,4,4
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG,bilayout_enclosed,bilayout_extended,0.0,4,4
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,reference,hohonet,0.19884464617289044,10,6
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,reference,bilayout_enclosed,0.15841338832651086,10,6
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,reference,bilayout_extended,0.14204548293765207,10,11
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,hohonet,bilayout_enclosed,0.20128484052378803,6,6
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,hohonet,bilayout_extended,0.25017828169944334,6,11
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,bilayout_enclosed,bilayout_extended,0.08760627911624974,6,11
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG,reference,hohonet,0.1180962318290687,8,10
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG,reference,bilayout_enclosed,0.21758290405666447,8,14
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG,reference,bilayout_extended,0.16223631264479943,8,11
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG,hohonet,bilayout_enclosed,0.24028147775823072,10,14
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG,hohonet,bilayout_extended,0.11081730463635098,10,11
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG,bilayout_enclosed,bilayout_extended,0.275483657836599,14,11
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,reference,hohonet,0.06397089844844828,4,4
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,reference,bilayout_enclosed,0.06192029113939013,4,4
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,reference,bilayout_extended,0.050039136920145943,4,8
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,hohonet,bilayout_enclosed,0.011241195805290372,4,4
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,hohonet,bilayout_extended,0.02219775052895978,4,8
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,bilayout_enclosed,bilayout_extended,0.016399190745705505,4,8
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,reference,hohonet,0.10586323688443144,4,4
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,reference,bilayout_enclosed,0.06283502772643257,4,4
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,reference,bilayout_extended,0.03456031007381,4,4
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,hohonet,bilayout_enclosed,0.08719735500817116,4,4
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,hohonet,bilayout_extended,0.09599417653208109,4,4
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,bilayout_enclosed,bilayout_extended,0.039239787103282686,4,4
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,reference,hohonet,0.06474843729509994,4,4
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,reference,bilayout_enclosed,0.04076390062531687,4,4
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,reference,bilayout_extended,0.03867581010142784,4,4
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,hohonet,bilayout_enclosed,0.05667367686959934,4,4
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,hohonet,bilayout_extended,0.06989093312768535,4,4
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,bilayout_enclosed,bilayout_extended,0.03591371572780944,4,4
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,reference,hohonet,0.05684953387738512,4,4
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,reference,bilayout_enclosed,0.040196716569031565,4,4
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,reference,bilayout_extended,0.04126454623461018,4,4
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,hohonet,bilayout_enclosed,0.03198851285323978,4,4
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,hohonet,bilayout_extended,0.03384889827890336,4,4
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,bilayout_enclosed,bilayout_extended,0.004170454204916685,4,4
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7,reference,hohonet,0.07396313229515183,12,4
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7,reference,bilayout_enclosed,0.06654287682911164,12,4
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7,reference,bilayout_extended,0.06654287682911164,12,4
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.014698715918228134,4,4
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7,hohonet,bilayout_extended,0.014698715918228134,4,4
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.0,4,4
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7,reference,hohonet,0.19594198114937467,12,8
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7,reference,bilayout_enclosed,0.1916456895510742,12,6
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7,reference,bilayout_extended,0.19297379839475592,12,6
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.047949558638083256,8,6
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7,hohonet,bilayout_extended,0.04858160333454742,8,6
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.006509042658781938,6,6
e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,e9zR4mvMWw7,reference,hohonet,0.08200973520679034,8,6
e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,e9zR4mvMWw7,reference,bilayout_enclosed,0.027525517659410914,8,8
e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,e9zR4mvMWw7,reference,bilayout_extended,0.02247730971286277,8,8
e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.0944451091508316,6,8
e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,e9zR4mvMWw7,hohonet,bilayout_extended,0.0846825230857281,6,8
e9zR4mvMWw7_511976eee78f42e6858dcb7845a44777,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.013703997997191686,8,8
e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,e9zR4mvMWw7,reference,hohonet,0.10962989451099592,6,8
e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,e9zR4mvMWw7,reference,bilayout_enclosed,0.10313596491228072,6,8
e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,e9zR4mvMWw7,reference,bilayout_extended,0.10609881795653409,6,8
e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.06709636276675701,8,8
e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,e9zR4mvMWw7,hohonet,bilayout_extended,0.07012868693770646,8,8
e9zR4mvMWw7_5d711de78dbd400aa4cfd51fc05dfbee,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.003418871852356009,8,8
e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7,reference,hohonet,0.028100263852242735,4,4
e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7,reference,bilayout_enclosed,0.022817106219842676,4,4
e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7,reference,bilayout_extended,0.022817106219842676,4,4
e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.011787026197876749,4,4
e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7,hohonet,bilayout_extended,0.011787026197876749,4,4
e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.0,4,4
e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,e9zR4mvMWw7,reference,hohonet,0.09058677890566968,8,6
e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,e9zR4mvMWw7,reference,bilayout_enclosed,0.11552136719014905,8,13
e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,e9zR4mvMWw7,reference,bilayout_extended,0.1160604743273922,8,12
e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.1277747050147493,6,13
e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,e9zR4mvMWw7,hohonet,bilayout_extended,0.12613549556846104,6,12
e9zR4mvMWw7_6a856f5cb71645558f9f9ee069f37f1b,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.006795720637632785,13,12
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,e9zR4mvMWw7,reference,hohonet,0.025909362369967104,4,4
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,e9zR4mvMWw7,reference,bilayout_enclosed,0.021142181520530046,4,4
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,e9zR4mvMWw7,reference,bilayout_extended,0.023619631901840465,4,4
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.014899630106811834,4,4
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,e9zR4mvMWw7,hohonet,bilayout_extended,0.014331441371062015,4,4
e9zR4mvMWw7_83347153d2184d33869626c6c83318f9,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.00446864962993998,4,4
e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,e9zR4mvMWw7,reference,hohonet,0.032562424186940664,4,4
e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,e9zR4mvMWw7,reference,bilayout_enclosed,0.020280935692509328,4,4
e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,e9zR4mvMWw7,reference,bilayout_extended,0.020280935692509328,4,4
e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.02468611807351917,4,4
e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,e9zR4mvMWw7,hohonet,bilayout_extended,0.02468611807351917,4,4
e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.0,4,4
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,e9zR4mvMWw7,reference,hohonet,0.03684681140241064,4,4
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,e9zR4mvMWw7,reference,bilayout_enclosed,0.03850638434851028,4,4
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,e9zR4mvMWw7,reference,bilayout_extended,0.04000143066633288,4,4
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.01010272832831649,4,4
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,e9zR4mvMWw7,hohonet,bilayout_extended,0.011369015918101688,4,4
e9zR4mvMWw7_891cb55a08dd4aea9ee76656f6b4850d,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.0015549206916048997,4,4
e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,e9zR4mvMWw7,reference,hohonet,0.02842054647759007,4,4
e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,e9zR4mvMWw7,reference,bilayout_enclosed,0.02116907133908863,4,4
e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,e9zR4mvMWw7,reference,bilayout_extended,0.01897863835529856,4,4
e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.030125726148025334,4,4
e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,e9zR4mvMWw7,hohonet,bilayout_extended,0.027994027046072234,4,4
e9zR4mvMWw7_979426d6a1ea42e29cf5c3bd62eba342,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.0022410592854271716,4,4
e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,e9zR4mvMWw7,reference,hohonet,0.06541308182010008,6,4
e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,e9zR4mvMWw7,reference,bilayout_enclosed,0.011904145542019018,6,6
e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,e9zR4mvMWw7,reference,bilayout_extended,0.012159978346879763,6,6
e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.056792626653954015,4,6
e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,e9zR4mvMWw7,hohonet,bilayout_extended,0.0576418336381358,4,6
e9zR4mvMWw7_b0a7188b1afc4f648bd497af5202d978,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.0009018693658328081,6,6
e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,e9zR4mvMWw7,reference,hohonet,0.026897405903805183,6,6
e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,e9zR4mvMWw7,reference,bilayout_enclosed,0.04216397561834284,6,6
e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,e9zR4mvMWw7,reference,bilayout_extended,0.03709431330990631,6,6
e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.026900763147132856,6,6
e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,e9zR4mvMWw7,hohonet,bilayout_extended,0.022356977026230962,6,6
e9zR4mvMWw7_c904c55a5d0e420bbd6e4e030b9fe5b4,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.005871505182610148,6,6
e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,e9zR4mvMWw7,reference,hohonet,0.017072902942468104,4,4
e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,e9zR4mvMWw7,reference,bilayout_enclosed,0.024169684656832446,4,4
e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,e9zR4mvMWw7,reference,bilayout_extended,0.024169684656832446,4,4
e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.02127164040059004,4,4
e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,e9zR4mvMWw7,hohonet,bilayout_extended,0.02127164040059004,4,4
e9zR4mvMWw7_cd47116ee6264bc691811409bf779f34,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.0,4,4
e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,e9zR4mvMWw7,reference,hohonet,0.021643999186463758,4,4
e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,e9zR4mvMWw7,reference,bilayout_enclosed,0.011593557388109077,4,4
e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,e9zR4mvMWw7,reference,bilayout_extended,0.01294941409959982,4,4
e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.02003054279282246,4,4
e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,e9zR4mvMWw7,hohonet,bilayout_extended,0.02012896766586969,4,4
e9zR4mvMWw7_d88c41884dc24efbb5c1b7dcf97998e9,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.001367139771879189,4,4
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,e9zR4mvMWw7,reference,hohonet,0.03161631723491187,6,6
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,e9zR4mvMWw7,reference,bilayout_enclosed,0.03611148331770064,6,9
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,e9zR4mvMWw7,reference,bilayout_extended,0.03526290238880425,6,9
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.015891051884033724,6,9
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,e9zR4mvMWw7,hohonet,bilayout_extended,0.013961066087392449,6,9
e9zR4mvMWw7_f624a40d100144e696a39abe258ee090,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.0020137847356802574,9,9
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7,reference,hohonet,0.047051190043158164,8,8
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7,reference,bilayout_enclosed,0.05230642504118621,8,10
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7,reference,bilayout_extended,0.05230642504118621,8,10
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7,hohonet,bilayout_enclosed,0.033077353811695076,8,10
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7,hohonet,bilayout_extended,0.033077353811695076,8,10
e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,e9zR4mvMWw7,bilayout_enclosed,bilayout_extended,0.0,10,10
e9zR4mvMWw7_f8d915e2d06a4ff8ab6f4cdaf3e42295,e9zR4mvMWw7,reference,hohonet,0.11737887860642349,6,4
