source_path,snapshot_path,exists,bytes,sha256,source_kind,data_complete,completion_basis
C:\Users\ASUS\Downloads\project-65-at-2026-07-02-16-49-f641e0f6.json,D:\Work\HOHONET\analysis_results\calibration_rebuild_20260702\manual_zh_analysis_chain_precheck_v3_1\snapshots\project-65-at-2026-07-02-16-49-f641e0f6.json,true,17449,183a053c82c43e4ae2a350ab7b3f4f70ee67315fe033847f952a12d33ffd5f60,manual_zh_label_studio_export,false,manual_zh_smoke_fixture_only
active_logs\new_server\active_times_2026-07-03.jsonl,D:\Work\HOHONET\analysis_results\calibration_rebuild_20260702\manual_zh_analysis_chain_precheck_v3_1\snapshots\active_times_2026-07-03.jsonl,true,156472,9f59d9441b425e21ba1409f7de882b4f0098bc004cc1112d5e6425cd7f7a316d,active_log,false,manual_zh_smoke_fixture_only
