autonomous_non_delivery_probability,base_task_id,building_id,candidate_n,corner_count_change_probability,expert_escalation_probability,incremental_stop_at_4_probability,instability_probability,mean_continuous_geometry_delta,mean_k,mean_mitt_delta_vs_f0,mean_public_gt_quality,mean_quality_delta_vs_f0,mean_savings_vs_f0,policy,reach5_probability,replicate_support,selected_formal_replacement_probability,selected_output_probability,selected_repair_probability,selected_structural_invalidity_probability,stop_at_3_probability,supported_multimodality_probability
0.0,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,,0.0,0.0,,,5.0,,0.8795517226896639,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,0.0,0.0,0.596,0.519,0.0028002796411901397,3.596,2.8984109349416975e-05,0.8795807067990132,2.8984109349416975e-05,1.404,TG_EF5,0.0,1000,0.0,1.0,0.0,0.0,0.404,0.0
0.0,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,5,,0.0,0.0,,,5.0,,0.9872787248141325,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,5,0.0,0.0,0.0,0.506,0.0007177937654809974,3.0,-0.0021908850924148376,0.9850878397217177,-0.0021908850924148376,2.0,TG_EF5,0.0,1000,0.0,1.0,0.0,0.0,1.0,0.0
0.0,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,5,,0.0,0.0,,,5.0,,0.6907871302535029,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6907871302535029,0.0,0.0,TG_EF5,1.0,1000,0.0,1.0,0.0,0.0,0.0,0.0
0.0,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,,0.0,0.0,,,5.0,,,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,0.0,0.0,0.0,0.0,0.0,5.0,,,,0.0,TG_EF5,1.0,1000,0.0,1.0,0.0,0.0,0.0,0.0
0.0,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,,0.0,0.0,,,5.0,,0.9275011705946621,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,0.0,0.0,0.603,0.257,0.0013745788705053384,3.603,0.0014336557526303704,0.9289348263472924,0.0014336557526303704,1.397,TG_EF5,0.0,1000,0.0,1.0,0.0,0.0,0.397,0.0
0.0,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,5,,0.0,0.0,,,5.0,,0.8803978622560973,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8803978622560973,0.0,0.0,TG_EF5,1.0,1000,0.0,1.0,0.0,0.0,0.0,0.0
0.0,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,5,,0.0,0.0,,,5.0,,0.5936427398895687,,,F0_FROZEN_BOUND,1.0,1000,1.0,1.0,0.0,0.0,0.0,
0.0,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5936427398895687,0.0,0.0,TG_EF5,1.0,1000,1.0,1.0,0.0,0.0,0.0,0.0
0.0,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,5,,0.0,0.0,,,5.0,,0.9444492609129135,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9444492609129135,0.0,0.0,TG_EF5,1.0,1000,0.0,1.0,0.0,0.0,0.0,0.0
0.0,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,5,,0.0,0.0,,,5.0,,0.9753253732738276,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,5,0.0,0.0,0.0,0.605,0.0032013316799902056,3.0,-0.00332354160363461,0.972001831670193,-0.00332354160363461,2.0,TG_EF5,0.0,1000,0.0,1.0,0.0,0.0,1.0,0.0
0.02,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,22,,0.0,0.0,,,5.0,,0.7761188225830339,,,F0_FROZEN_BOUND,1.0,1000,0.0,0.98,0.0,0.0,0.0,
0.02,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,22,0.0,0.0,0.043,0.0,0.0,4.929,0.0,0.7761188225830339,0.0,0.071,TG_EF5,0.943,1000,0.0,0.98,0.0,0.0,0.014,0.212
0.0,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,,0.0,0.0,,,5.0,,0.9163814119950369,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,0.0,0.0,0.0,0.483,0.003280610576216184,3.0,-0.00010826121621900764,0.9162731507788179,-0.00010826121621900764,2.0,TG_EF5,0.0,1000,0.0,1.0,0.094,0.094,1.0,0.0
0.313,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,22,,0.0,0.0,,,5.0,,0.9568689385874901,,,F0_FROZEN_BOUND,1.0,1000,0.0,0.687,0.0,0.0,0.0,
0.15,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,22,0.0,0.0,0.325,0.34497816593886466,0.005893301761268654,3.963,0.15401485659244835,0.954569196943593,-0.00022412365412198968,1.037,TG_EF5,0.319,1000,0.0,0.85,0.0,0.0,0.356,0.098
0.0,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,5,,0.0,0.0,,,5.0,,0.9709950282253635,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,5,0.0,0.0,0.302,0.0,0.0,4.526,0.0,0.9709950282253635,0.0,0.474,TG_EF5,0.612,1000,0.0,1.0,0.0,0.0,0.086,0.0
0.0,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,5,,0.0,0.0,,,5.0,,0.9517636183411853,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,5,0.0,0.0,0.0,0.518,0.0022221986362568787,3.0,-0.007550757396056489,0.9442128609451288,-0.007550757396056489,2.0,TG_EF5,0.0,1000,0.0,1.0,0.0,0.0,1.0,0.0
0.0,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,5,,0.0,0.0,,,5.0,,0.9525457683811364,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,5,0.0,0.0,0.315,0.0,0.0,4.499,0.0,0.9525457683811364,0.0,0.501,TG_EF5,0.592,1000,0.0,1.0,0.0,0.0,0.093,0.592
0.0,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,5,,0.0,0.0,,,5.0,,0.8461372249185559,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,5,0.0,0.0,0.0,0.503,0.0019076049009460441,3.0,-0.009801870074119423,0.8363353548444366,-0.009801870074119423,2.0,TG_EF5,0.0,1000,0.0,1.0,0.0,0.0,1.0,0.0
0.034,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,22,,0.0,0.0,,,5.0,,0.9649860679294142,,,F0_FROZEN_BOUND,1.0,1000,0.0,0.966,0.0,0.0,0.0,
0.03,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,22,0.0,0.0,0.307,0.22981366459627328,0.0017932883396245658,4.079,0.0036097650887246422,0.9647281512459163,-7.528421211730261e-05,0.921,TG_EF5,0.386,1000,0.0,0.97,0.0,0.0,0.307,0.077
0.0,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,5,,0.0,0.0,,,5.0,,0.950241617252949,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,5,0.0,0.0,0.0,0.468,0.0008701606283850831,3.0,-0.003409868355373856,0.9468317488975752,-0.003409868355373856,2.0,TG_EF5,0.0,1000,0.0,1.0,0.0,0.0,1.0,0.0
0.0,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,5,,0.0,0.0,,,5.0,,0.8259252357882063,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,5,0.0,0.0,0.317,0.0,0.0,4.475,0.0,0.8259252357882063,0.0,0.525,TG_EF5,0.579,1000,0.0,1.0,0.0,0.0,0.104,0.579
0.0,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,5,,0.0,0.0,,,5.0,,0.9392927930407973,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9392927930407973,0.0,0.0,TG_EF5,1.0,1000,0.0,1.0,0.0,0.0,0.0,1.0
0.0,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,5,,0.0,0.0,,,5.0,,0.9134234623295442,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9134234623295442,0.0,0.0,TG_EF5,1.0,1000,0.0,1.0,0.0,0.0,0.0,0.0
0.0,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,5,,0.0,0.0,,,5.0,,0.8308755476028876,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,5,0.0,0.0,0.277,0.0,0.0,4.495,0.0,0.8308755476028876,0.0,0.505,TG_EF5,0.609,1000,0.0,1.0,0.0,0.0,0.114,0.609
0.08,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,22,,0.0,0.0,,,5.0,,0.9376075149070501,,,F0_FROZEN_BOUND,1.0,1000,0.0,0.92,0.0,0.0,0.0,
0.067,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,22,0.0,0.0,0.24,0.13260869565217392,0.0015096109040750767,4.428,0.01020718205009288,0.9354834895654651,-0.0018378493036571388,0.572,TG_EF5,0.594,1000,0.0,0.933,0.0,0.0,0.166,0.318
0.0,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,5,,0.0,0.0,,,5.0,,0.9069873782822035,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,5,0.0,0.0,0.306,0.0,0.0,4.458,0.0,0.9069873782822035,0.0,0.542,TG_EF5,0.576,1000,0.0,1.0,0.0,0.0,0.118,0.576
0.0,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,5,,0.0,0.0,,,5.0,,0.9564454449485804,,,F0_FROZEN_BOUND,1.0,1000,0.0,1.0,0.0,0.0,0.0,
0.0,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,5,0.0,0.0,0.294,0.0,0.0,4.48,0.0,0.9564454449485804,0.0,0.52,TG_EF5,0.593,1000,0.0,1.0,0.0,0.0,0.113,0.0
