condition,k,method,image_id,building,count_brier,count_tv,unseen_train_count
manual,0,image,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,0.1180819244435318,0.3043124748470334,0.0
manual,0,image,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,0.8583862768500351,0.4848873945634628,0.0
manual,0,image,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,0.134140697494297,0.3286091894530352,0.0
manual,0,image,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,0.1383752212850127,0.3337607677853451,0.0
manual,0,image,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,0.3260034004241401,0.526388832580028,0.0
manual,0,image,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,0.7937355096446312,0.3666176677107809,0.0
manual,0,image,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,0.9825702620654808,0.6576747715752227,0.0
manual,0,image,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,0.2367600769578852,0.4448177062925897,0.0
manual,0,image,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,0.0886751736261611,0.2623641492629692,0.0
manual,0,image,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,0.1540530954253763,0.3551391351553492,0.0
manual,0,image,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,0.1033762222994589,0.2867766279794513,0.0
manual,0,image,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,0.9544810164091644,0.5678040675001185,0.0
manual,0,image,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,0.4387949688829623,0.2151468195305299,0.0
manual,0,image,jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,1.1432731750862068,0.847833061565613,0.0
manual,0,image,jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,0.7599293316281233,0.476390447040084,0.0
manual,0,image,jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,1.0798287787967025,0.8024848375674092,0.0
manual,0,image,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,1.2953218794403691,0.880287203542807,0.0
manual,0,image,jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,jh4fc5c5qoQ,0.7629358964176703,0.4741178331905855,0.0
manual,0,image,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,0.1066566025922231,0.2877257420963721,0.0
manual,0,image,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,0.1207287352955713,0.3079452775910936,0.0
manual,0,image,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,0.0889729094068241,0.262472542246829,0.0
manual,0,image,jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,jtcxE69GiFV,0.6297404299378188,0.3310744077732395,0.0
manual,0,image,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,0.6660513468581926,0.3664440613702118,0.0
manual,0,image,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,0.5118617963532336,0.4244076486524579,0.0
manual,0,image,jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,jtcxE69GiFV,0.2215016984218388,0.4292162306862239,0.0
manual,0,image,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,1.2004356829434752,0.8908612894401529,0.0
manual,0,image,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,0.9517055062212756,0.6279614397088021,0.0
manual,0,image,pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,pRbA3pwrgk9,0.8416402352928074,0.5082212333705589,0.0
manual,0,image,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,0.2795464905604717,0.4887559702017129,0.0
manual,0,image,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,0.0898711279433664,0.2639118565601596,0.0
manual,0,image,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,0.0985446420858529,0.2771191295336692,0.0
manual,0,image,pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,pRbA3pwrgk9,0.0898711279433664,0.2639118565601595,0.0
manual,0,image,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,0.6009816573045503,0.317379913220331,0.0
manual,0,image,pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,pRbA3pwrgk9,1.107710090465895,0.8528111461856019,0.0
manual,0,image,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,pRbA3pwrgk9,0.1196453098073901,0.3057181370138027,0.0
manual,0,image,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,pRbA3pwrgk9,1.2676656563820492,0.9326078771106344,0.0
manual,0,image,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,pa4otMbVnkk,0.1735967554489576,0.3740296617885159,0.0
manual,0,image,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,pa4otMbVnkk,0.0871167797970151,0.2597591560740527,0.0
manual,0,image,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,1.0824200859466944,0.7577770024122127,0.0
manual,0,image,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,0.7276138282800525,0.3125358842602489,0.0
manual,0,image,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,0.5509857540751372,0.2912548707559849,0.0
manual,0,image,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,0.1565464937102632,0.3549430049886976,0.0
manual,0,image,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,0.1010315541164994,0.2801313413810256,0.0
manual,0,image,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,0.4870210629095111,0.4139575404572365,0.0
manual,0,image,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,1.0924929216228028,0.7803544361605852,0.0
manual,0,image,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,0.0952461286984786,0.2714184936455754,0.0
manual,0,image,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,0.1001299158922584,0.2775362881465444,0.0
manual,0,image,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,0.953807505139077,0.4407366951918873,0.0
manual,0,image,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,0.3720053938489542,0.2347612711848285,0.0
manual,0,image,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,0.1146284752049378,0.297953875187103,0.0
manual,0,image,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,0.3329725325979939,0.5311326802612364,0.0
manual,0,image,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,0.4141333584562572,0.3442629975400426,0.0
manual,0,image,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,1.1025257486540312,0.6072535574293251,0.2
manual,0,image,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,0.2767341846647737,0.3075872038589941,0.0
manual,0,image,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,0.3344834344132795,0.1409563725956419,0.0
manual,0,image,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,0.2249421187089801,0.2450475128021339,0.0
manual,0,image,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,1.104923979629367,0.7864176995384649,0.0
manual,0,image,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,1.139118514413246,0.603756016786515,0.0
manual,0,image,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,0.3734446923650958,0.3292703512412489,0.0
manual,0,image,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,0.0983967394169741,0.276864378179898,0.0
manual,0,image,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,0.1378583853080819,0.2107313049474404,0.0
manual,0,image,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,1.2350620602132107,0.7343207560909618,0.0
manual,0,image,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,0.1973111539431501,0.1935310448465645,0.0
manual,0,image,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,0.850471357606505,0.3293577365751273,0.0
manual,0,image,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,0.3497703019639531,0.4070379242599112,0.0
manual,0,image,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,0.0841146814465123,0.253941592500027,0.0
manual,0,image,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,1.0600745735942425,0.5967472984102876,0.0
manual,0,image,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,1.09842563533091,0.624414023665174,0.0
manual,0,image,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,1.0034136712258723,0.6466652776510385,0.0
manual,0,image,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,1.0159420607685774,0.6251706325670221,0.0
manual,0,image,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,0.631205724110038,0.3927169868015834,0.0
manual,0,image,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,0.1367797322374824,0.330481845994915,0.0
manual,0,image,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,0.3936011784276374,0.3026207818437947,0.0
manual,0,image,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,0.0841146814465123,0.2539415925000268,0.0
manual,0,image,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,0.6623303235154638,0.259328111290091,0.0
manual,0,image,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,1.2244137908539887,0.7858200619474146,0.0
manual,0,image,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,0.9264101513705096,0.4031458591218631,0.0
manual,0,image,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,0.4321588896510644,0.4136921767431665,0.0
manual,0,image,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,0.2250229505400087,0.4212778394816259,0.0
manual,0,image,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,1.1309243780890956,0.5751401477779519,0.0
manual,0,image,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,0.2801740338034121,0.3994387420702286,0.0
manual,0,image,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,0.2389882875618474,0.2854759987199697,0.0
manual,0,image,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,0.9296176103877248,0.5390042746577164,0.0
manual,0,image,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,0.4281856318955772,0.3678878353042781,0.0
manual,0,image,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,0.4087070516334454,0.3302344056457391,0.2
manual,0,image,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,0.8293366893877179,0.3844931370566594,0.0
manual,0,image,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,0.1591622698454747,0.2649130549020267,0.0
manual,0,image,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,0.1039912137471218,0.2819840786274341,0.0
manual,0,image,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,0.745275803741215,0.38466841670095,0.0
manual,0,image,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,1.0483282792108686,0.6376598521397362,0.0
manual,0,image,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,0.3328122968698428,0.1321036088808286,0.0
manual,0,image,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,0.6272658635781093,0.2804179160680648,0.0
manual,0,image,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,0.0980298479282846,0.2787433678093639,0.0
manual,0,image,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,1.149935568590215,0.6740787306387739,0.0
manual,0,image,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,1.1665672132658562,0.5961815648329704,0.0
manual,0,image,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,0.8141073735016552,0.5461929158773576,0.0
manual,0,image,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,0.8549653884741752,0.361027958006278,0.0
manual,0,image,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,0.0845064315119797,0.2556694727430854,0.0
manual,0,image,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,0.1968930053042241,0.3056798138403919,0.0
manual,0,image,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,0.2475014230958105,0.3603924754906407,0.0
manual,0,image,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,0.6489255331066994,0.3380697423101534,0.0
manual,0,image,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,1.0752016655380203,0.5185734383207723,0.0
manual,0,image,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,0.095074427069102,0.2742785942039056,0.0
manual,0,image,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,0.8187865856833827,0.477372059715806,0.0
manual,0,image,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,1.077282484341299,0.7208751519580596,0.0
manual,0,image,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,0.1459351239234173,0.3380198135831232,0.0
manual,0,image,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,0.4055713628123934,0.3247691531370665,0.0
manual,0,image,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,0.1116369646614466,0.2994857164506186,0.0
manual,0,image,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,0.6928427895510585,0.3962182271590292,0.0
manual,0,image,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,0.857366157108254,0.4361727957154602,0.0
manual,0,image,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,1.1234096447704247,0.6937445369833009,0.0
manual,0,image,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,0.5691709537869141,0.2703449340027229,0.0
manual,0,image,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,0.9654836415044264,0.5724916019629732,0.0
manual,0,image,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,0.0900550598451067,0.2657135504210043,0.0
manual,0,image,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,1.1779727672960472,0.7586320902512643,0.0
manual,0,image,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,1.2273678322018904,0.952875790188135,0.0
manual,0,image,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,0.9947543878826216,0.4419042299544647,0.0
manual,0,image,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,1.1930162520876235,0.6166706069181251,0.0
manual,0,image,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,0.0847777477127774,0.2577185755115938,0.0
manual,0,image,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ,0.2054707811449464,0.409073371160115,0.0
manual,0,image,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ,0.4588591160902555,0.2781712459756105,0.0
manual,0,image,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,zsNo4HB9uLZ,0.0979751969292102,0.2768325563157444,0.0
manual,0,image,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,0.4598642874518412,0.3380686062169696,0.0
manual,0,image,zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,zsNo4HB9uLZ,1.1984029409629144,0.859094038457751,0.0
manual,0,image_type2,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,0.1006176026464821,0.280186582868971,0.0
manual,0,image_type2,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,0.0860129363938042,0.2589907382047671,0.0
manual,0,image_type2,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,0.3360508832630744,0.150005769358634,0.0
manual,0,image_type2,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,0.0935535657057988,0.2722101363177198,0.0
manual,0,image_type2,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,0.3529622515179482,0.1986636311809591,0.0
manual,0,image_type2,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,0.6325608624417325,0.3341186813179775,0.0
manual,0,image_type2,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,0.5201163170564896,0.1723471099328592,0.0
manual,0,image_type2,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,1.262298641952269,0.72128748648259,0.0
manual,0,image_type2,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,0.4436157506416217,0.3765528799737136,0.0
manual,0,image_type2,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,0.1128636642967766,0.2979514086205991,0.0
manual,0,image_type2,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,1.1857298619880212,0.8006533966059302,0.0
manual,0,image_type2,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,0.2087585479208671,0.3180916059543994,0.0
manual,0,image_type2,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,0.331880772820064,0.1587306904443119,0.0
manual,0,image_type2,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,0.1031992710625027,0.2866134189231683,0.0
manual,0,image_type2,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,0.1995416960110789,0.3305253874632603,0.0
manual,0,image_type2,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,0.3466630150259533,0.2843812044541671,0.0
manual,0,image_type2,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,0.2002502188818179,0.1997828083134632,0.0
manual,0,image_type2,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,1.0941377672345305,0.7579230115127549,0.0
manual,0,image_type2,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,0.1536635774885271,0.350472069241551,0.0
manual,0,image_type2,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,0.1036578982771951,0.2855673829521025,0.0
manual,0,image_type2,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,0.1625144537814844,0.2219858131850108,0.0
