condition,k,method,baseline,metric,images,buildings,delta,ci_low,ci_high,building_macro_delta
manual,0,cold_context_personal,cold_uniform,kernel_score,166,22,-0.00819037818663055,-0.012401012353859438,-0.004650941016591252,-0.007993799744888409
manual,0,cold_context_personal,cold_uniform,count_brier,166,22,-0.00536369468901407,-0.010679113930994553,-4.815189141390304e-05,-0.0056597307993883255
manual,0,cold_context_personal,cold_uniform,count_tv,166,22,-0.002393581938979537,-0.005408589213765932,0.0007368011465151092,-0.0029221447914674864
manual,0,cold_context_personal,cold_uniform,uncovered_count,166,22,0.0,0.0,0.0,0.0
manual,0,cold_context_personal,cold_uniform,abs_pair_disagreement_error,166,22,0.0006139362419647797,-0.0007545577345804982,0.002283839332377512,0.0007340776345925965
manual,0,cold_context_population,cold_uniform,kernel_score,166,22,-0.008044337357963432,-0.012191056266182275,-0.004531678088904497,-0.007726252324994452
manual,0,cold_context_population,cold_uniform,count_brier,166,22,-0.005194368340989375,-0.010599076299898862,-9.565710214150764e-05,-0.0053686001650843414
manual,0,cold_context_population,cold_uniform,count_tv,166,22,-0.0021457277101634225,-0.0047894143041473485,0.000871887120944681,-0.0027243896152047715
manual,0,cold_context_population,cold_uniform,uncovered_count,166,22,0.0,0.0,0.0,0.0
manual,0,cold_context_population,cold_uniform,abs_pair_disagreement_error,166,22,0.00043861149415690457,-0.0008315079718749808,0.002093850536027704,0.0002796014032695769
manual,0,cold_personal,cold_uniform,kernel_score,166,22,-0.007508583839860284,-0.011839837699417852,-0.003810506359033394,-0.0075610038479082126
manual,0,cold_personal,cold_uniform,count_brier,166,22,-0.0056798861310114294,-0.0122007357337991,9.000226731277353e-05,-0.0069542089965282305
manual,0,cold_personal,cold_uniform,count_tv,166,22,-0.00233779484180897,-0.006004484498841941,0.0011940021745881482,-0.0035021484578458776
manual,0,cold_personal,cold_uniform,uncovered_count,166,22,0.0,0.0,0.0,0.0
manual,0,cold_personal,cold_uniform,abs_pair_disagreement_error,166,22,0.00042679273492966053,-0.0010075554062743072,0.0023190989408627977,0.0003293908083895966
manual,0,cold_population,cold_uniform,kernel_score,166,22,-0.007189966060789969,-0.011047345535185485,-0.003671244065116367,-0.007242547973549406
manual,0,cold_population,cold_uniform,count_brier,166,22,-0.005243850581172556,-0.011612291676601194,0.0005103552511507543,-0.0066182664447445435
manual,0,cold_population,cold_uniform,count_tv,166,22,-0.001899449971989741,-0.005172743097210135,0.0017823181196193157,-0.003194232060674344
manual,0,cold_population,cold_uniform,uncovered_count,166,22,0.0,0.0,0.0,0.0
manual,0,cold_population,cold_uniform,abs_pair_disagreement_error,166,22,0.00027150398380530586,-0.0013567557252622394,0.0020283930863234803,-7.729112027780905e-05
manual,0,cold_type2,cold_uniform,kernel_score,166,22,-0.007205439138399125,-0.01152988070704757,-0.003320619253822825,-0.007259402546896821
manual,0,cold_type2,cold_uniform,count_brier,166,22,-0.005242205547889629,-0.011393243358287796,0.0003643654414806645,-0.00663126761203476
manual,0,cold_type2,cold_uniform,count_tv,166,22,-0.0019063206568029276,-0.0054183123361219825,0.001280868132629948,-0.0032053027410917936
manual,0,cold_type2,cold_uniform,uncovered_count,166,22,0.0,0.0,0.0,0.0
manual,0,cold_type2,cold_uniform,abs_pair_disagreement_error,166,22,0.000263860651937483,-0.0013566969743403993,0.00205485408712508,-8.116456694646022e-05
manual,0,cold_type3,cold_uniform,kernel_score,166,22,-0.007243616696163374,-0.011210498689805339,-0.003678155427128779,-0.0073430135779549285
manual,0,cold_type3,cold_uniform,count_brier,166,22,-0.005315121120887363,-0.011320081821549614,0.0003930461220783076,-0.006782989419695123
manual,0,cold_type3,cold_uniform,count_tv,166,22,-0.0019948943837722424,-0.005440598278687801,0.001383134562099018,-0.0033102246338063855
