condition,k,cut,method,metric,images,real,predicted,mae,interval_coverage,mc_se
manual,4,0.05,seed_context_t025,diagnostic_stable100,46,0.021739130434782608,0.9011548913043478,0.8794157608695652,0.391304347826087,0.03242323968572646
manual,4,0.05,seed_context_t025,diagnostic_stable80,46,0.10869565217391304,0.9116847826086957,0.8125,0.44565217391304346,0.027866357435303017
manual,4,0.05,seed_context_t025,diagnostic_stable_multimode80,46,0.09782608695652174,0.7907608695652174,0.7860054347826086,0.4782608695652174,0.02873173147051961
manual,4,0.05,seed_context_t025,half_count_tv,46,0.16756148440931048,0.07528614953886693,0.10789381587615283,0.5543478260869565,0.008064566568654194
manual,4,0.05,seed_context_t025,half_output_mmd,46,0.13745568762426866,0.07688000992351379,0.06365915771221207,0.7934782608695652,0.011637392049973955
manual,4,0.05,seed_context_t025,invalid_generated,46,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_context_t025,late_half_new,46,0.3122859025032938,0.0,0.3122859025032938,0.17391304347826086,0.0
manual,4,0.05,seed_context_t025,late_quarter_new,46,0.29130434782608694,0.0,0.29130434782608694,0.29347826086956524,0.0
manual,4,0.05,seed_context_t025,late_repartition,46,0.01154600906883018,0.0,0.01154600906883018,0.45652173913043476,0.0
manual,4,0.05,seed_context_t025,terminal_modes,46,10.91304347826087,2.782608695652174,8.130434782608695,0.0,0.0
manual,4,0.05,seed_context_t025,terminal_point_disagreement,46,0.3504479607106212,0.22956193979113806,0.16374922099807218,0.2608695652173913,0.0044073327738254646
manual,4,0.05,seed_context_t025,terminal_singleton_fraction,46,0.3089763795551777,0.0005061897391485244,0.3084701898160292,0.043478260869565216,0.0004356256417678553
manual,4,0.05,seed_context_t025,terminal_supported,46,3.8043478260869565,2.7713994565217392,1.4826766304347827,0.11956521739130435,0.00972531595392349
manual,4,0.05,seed_context_t025,terminal_within,46,0.023066218912807804,0.00960201090306348,0.013725552102342992,0.10869565217391304,0.00025058369594494314
manual,4,0.05,seed_equal,diagnostic_stable100,46,0.021739130434782608,0.9011548913043478,0.8794157608695652,0.41304347826086957,0.03336061055791434
manual,4,0.05,seed_equal,diagnostic_stable80,46,0.10869565217391304,0.9120244565217391,0.8135190217391305,0.43478260869565216,0.027839430596846876
manual,4,0.05,seed_equal,diagnostic_stable_multimode80,46,0.09782608695652174,0.7907608695652174,0.7866847826086957,0.4673913043478261,0.029044478545106944
manual,4,0.05,seed_equal,half_count_tv,46,0.16756148440931048,0.07729588685770751,0.10863303551822572,0.532608695652174,0.008076420903177003
manual,4,0.05,seed_equal,half_output_mmd,46,0.13745568762426866,0.07901706947022823,0.062290538450999675,0.8043478260869565,0.011735014362592437
manual,4,0.05,seed_equal,invalid_generated,46,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_equal,late_half_new,46,0.3122859025032938,0.0,0.3122859025032938,0.17391304347826086,0.0
manual,4,0.05,seed_equal,late_quarter_new,46,0.29130434782608694,0.0,0.29130434782608694,0.29347826086956524,0.0
manual,4,0.05,seed_equal,late_repartition,46,0.01154600906883018,0.0,0.01154600906883018,0.45652173913043476,0.0
manual,4,0.05,seed_equal,terminal_modes,46,10.91304347826087,2.782608695652174,8.130434782608695,0.0,0.0
manual,4,0.05,seed_equal,terminal_point_disagreement,46,0.3504479607106212,0.2333485763797813,0.16363389780077953,0.2608695652173913,0.004391513661175544
manual,4,0.05,seed_equal,terminal_singleton_fraction,46,0.3089763795551777,0.0005214940262992073,0.30845488552887845,0.043478260869565216,0.00041708147252266946
manual,4,0.05,seed_equal,terminal_supported,46,3.8043478260869565,2.771059782608696,1.483695652173913,0.11956521739130435,0.00937180942424141
manual,4,0.05,seed_equal,terminal_within,46,0.023066218912807804,0.009687354276305361,0.01362892839857477,0.10869565217391304,0.0002467445999254198
manual,4,0.05,seed_person_t025,diagnostic_stable100,46,0.021739130434782608,0.9025135869565217,0.8807744565217391,0.3804347826086957,0.03288606565304532
manual,4,0.05,seed_person_t025,diagnostic_stable80,46,0.10869565217391304,0.9177989130434783,0.8172554347826086,0.40217391304347827,0.02684077719801428
manual,4,0.05,seed_person_t025,diagnostic_stable_multimode80,46,0.09782608695652174,0.7965353260869565,0.7924592391304348,0.43478260869565216,0.02782609100686141
manual,4,0.05,seed_person_t025,half_count_tv,46,0.16756148440931048,0.07497426712779974,0.1073764135924462,0.5434782608695652,0.007901577709867467
manual,4,0.05,seed_person_t025,half_output_mmd,46,0.13745568762426866,0.07582118174677,0.06489030896980723,0.7608695652173914,0.01131756211429304
manual,4,0.05,seed_person_t025,invalid_generated,46,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_person_t025,late_half_new,46,0.3122859025032938,0.0,0.3122859025032938,0.17391304347826086,0.0
manual,4,0.05,seed_person_t025,late_quarter_new,46,0.29130434782608694,0.0,0.29130434782608694,0.29347826086956524,0.0
manual,4,0.05,seed_person_t025,late_repartition,46,0.01154600906883018,0.0,0.01154600906883018,0.45652173913043476,0.0
manual,4,0.05,seed_person_t025,terminal_modes,46,10.91304347826087,2.782608695652174,8.130434782608695,0.0,0.0
manual,4,0.05,seed_person_t025,terminal_point_disagreement,46,0.3504479607106212,0.22666667340763044,0.16380323675598243,0.2717391304347826,0.004499837415434512
manual,4,0.05,seed_person_t025,terminal_singleton_fraction,46,0.3089763795551777,0.0007413422605318933,0.3082350372946458,0.043478260869565216,0.000580140683378142
manual,4,0.05,seed_person_t025,terminal_supported,46,3.8043478260869565,2.7659646739130435,1.4853940217391304,0.11956521739130435,0.013100221465034393
manual,4,0.05,seed_person_t025,terminal_within,46,0.023066218912807804,0.009535625579885534,0.013815664362373274,0.10869565217391304,0.00025335082853177715
manual,4,0.05,seed_type4,diagnostic_stable100,46,0.021739130434782608,0.8868885869565217,0.8651494565217391,0.4673913043478261,0.036317292446442086
manual,4,0.05,seed_type4,diagnostic_stable80,46,0.10869565217391304,0.9161005434782609,0.8141983695652174,0.40217391304347827,0.02629843164228759
manual,4,0.05,seed_type4,diagnostic_stable_multimode80,46,0.09782608695652174,0.7934782608695652,0.7887228260869565,0.43478260869565216,0.028159179508524427
manual,4,0.05,seed_type4,half_count_tv,46,0.16756148440931048,0.07355672897452789,0.10792040651075978,0.5108695652173914,0.0077207844081704
manual,4,0.05,seed_type4,half_output_mmd,46,0.13745568762426866,0.07573692732194602,0.06517326390504218,0.7608695652173914,0.011502679084534635
manual,4,0.05,seed_type4,invalid_generated,46,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,seed_type4,late_half_new,46,0.3122859025032938,0.0,0.3122859025032938,0.17391304347826086,0.0
manual,4,0.05,seed_type4,late_quarter_new,46,0.29130434782608694,0.0,0.29130434782608694,0.29347826086956524,0.0
manual,4,0.05,seed_type4,late_repartition,46,0.01154600906883018,0.0,0.01154600906883018,0.45652173913043476,0.0
manual,4,0.05,seed_type4,terminal_modes,46,10.91304347826087,2.782608695652174,8.130434782608695,0.0,0.0
manual,4,0.05,seed_type4,terminal_point_disagreement,46,0.3504479607106212,0.22231639045808657,0.1642120484500907,0.2717391304347826,0.004394499640684586
manual,4,0.05,seed_type4,terminal_singleton_fraction,46,0.3089763795551777,0.0014617301902343503,0.3075146493649433,0.043478260869565216,0.0008444261150064353
manual,4,0.05,seed_type4,terminal_supported,46,3.8043478260869565,2.7496603260869565,1.4935461956521738,0.13043478260869565,0.019165794797771894
manual,4,0.05,seed_type4,terminal_within,46,0.023066218912807804,0.00935420494004074,0.013951991486599447,0.09782608695652174,0.0002474950562174478
manual,4,0.05,selected_mixture,diagnostic_stable100,46,0.021739130434782608,0.5526494565217391,0.5309103260869565,0.8369565217391305,0.06298599546890159
manual,4,0.05,selected_mixture,diagnostic_stable80,46,0.10869565217391304,0.7224864130434783,0.631453804347826,0.782608695652174,0.05871542267193964
manual,4,0.05,selected_mixture,diagnostic_stable_multimode80,46,0.09782608695652174,0.6317934782608695,0.6195652173913043,0.8152173913043478,0.06042630810466758
manual,4,0.05,selected_mixture,half_count_tv,46,0.16756148440931048,0.13438340607158542,0.07444537082784365,0.8369565217391305,0.012499510358141478
manual,4,0.05,selected_mixture,half_output_mmd,46,0.13745568762426866,0.09560133386931986,0.04815175434279053,0.9021739130434783,0.011581957472934879
manual,4,0.05,selected_mixture,invalid_generated,46,0.0,0.0,0.0,1.0,0.0
manual,4,0.05,selected_mixture,late_half_new,46,0.3122859025032938,0.03575119400527009,0.27879920125164687,0.2608695652173913,0.006447114892778269
manual,4,0.05,selected_mixture,late_quarter_new,46,0.29130434782608694,0.02477355072463768,0.27232789855072465,0.43478260869565216,0.00807294360602556
manual,4,0.05,selected_mixture,late_repartition,46,0.01154600906883018,0.000878997620184719,0.011114728606268479,0.5108695652173914,0.0002578003978422535
manual,4,0.05,selected_mixture,terminal_modes,46,10.91304347826087,4.048573369565218,6.864470108695652,0.0,0.055540580589473684
manual,4,0.05,selected_mixture,terminal_point_disagreement,46,0.3504479607106212,0.3259836473258568,0.11541980197753722,0.532608695652174,0.009457645705885014
manual,4,0.05,selected_mixture,terminal_singleton_fraction,46,0.3089763795551777,0.018474213094656643,0.290502166460521,0.08695652173913043,0.0034162534338848974
manual,4,0.05,selected_mixture,terminal_supported,46,3.8043478260869565,3.625,1.2764945652173914,0.42391304347826086,0.08334608444710652
manual,4,0.05,selected_mixture,terminal_within,46,0.023066218912807804,0.01091878480706701,0.012461677922624828,0.18478260869565216,0.0003216189588200728
manual,4,0.1,seed_context_t025,diagnostic_stable100,46,0.13043478260869565,0.9055706521739131,0.78125,0.4782608695652174,0.02996013735153196
manual,4,0.1,seed_context_t025,diagnostic_stable80,46,0.29347826086956524,0.9116847826086957,0.6297554347826086,0.6195652173913043,0.027866357435303017
manual,4,0.1,seed_context_t025,diagnostic_stable_multimode80,46,0.17391304347826086,0.5835597826086957,0.6141304347826086,0.6413043478260869,0.028941219856585584
manual,4,0.1,seed_context_t025,half_count_tv,46,0.16756148440931048,0.07528614953886693,0.10789381587615283,0.5543478260869565,0.008064566568654194
manual,4,0.1,seed_context_t025,half_output_mmd,46,0.13745568762426866,0.07688000992351379,0.06365915771221207,0.7934782608695652,0.011637392049973955
manual,4,0.1,seed_context_t025,invalid_generated,46,0.0,0.0,0.0,1.0,0.0
manual,4,0.1,seed_context_t025,late_half_new,46,0.1741600790513834,0.0,0.1741600790513834,0.30434782608695654,0.0
manual,4,0.1,seed_context_t025,late_quarter_new,46,0.15579710144927536,0.0,0.15579710144927536,0.45652173913043476,0.0
manual,4,0.1,seed_context_t025,late_repartition,46,0.008164563856169023,0.0,0.008164563856169023,0.6086956521739131,0.0
manual,4,0.1,seed_context_t025,terminal_modes,46,7.239130434782608,2.2065217391304346,5.032608695652174,0.09782608695652174,0.0
manual,4,0.1,seed_context_t025,terminal_point_disagreement,46,0.3504479607106212,0.22956193979113806,0.16374922099807218,0.2608695652173913,0.0044073327738254646
manual,4,0.1,seed_context_t025,terminal_singleton_fraction,46,0.17800682428704515,0.00029312509044780705,0.17774200535601764,0.15217391304347827,0.00026463458839889225
manual,4,0.1,seed_context_t025,terminal_supported,46,3.152173913043478,2.200067934782609,1.1246603260869565,0.29347826086956524,0.005833440917745079
manual,4,0.1,seed_context_t025,terminal_within,46,0.04125359313810401,0.021542976559538296,0.019933450560102758,0.13043478260869565,0.0005113345602757274
manual,4,0.1,seed_equal,diagnostic_stable100,46,0.13043478260869565,0.9072690217391305,0.7836277173913043,0.4782608695652174,0.02958519812148613
manual,4,0.1,seed_equal,diagnostic_stable80,46,0.29347826086956524,0.9120244565217391,0.6307744565217391,0.6086956521739131,0.027839430596846876
manual,4,0.1,seed_equal,diagnostic_stable_multimode80,46,0.17391304347826086,0.584578804347826,0.615828804347826,0.6304347826086957,0.02844173300206949
manual,4,0.1,seed_equal,half_count_tv,46,0.16756148440931048,0.07729588685770751,0.10863303551822572,0.532608695652174,0.008076420903177003
manual,4,0.1,seed_equal,half_output_mmd,46,0.13745568762426866,0.07901706947022823,0.062290538450999675,0.8043478260869565,0.011735014362592437
manual,4,0.1,seed_equal,invalid_generated,46,0.0,0.0,0.0,1.0,0.0
manual,4,0.1,seed_equal,late_half_new,46,0.1741600790513834,0.0,0.1741600790513834,0.30434782608695654,0.0
manual,4,0.1,seed_equal,late_quarter_new,46,0.15579710144927536,0.0,0.15579710144927536,0.45652173913043476,0.0
manual,4,0.1,seed_equal,late_repartition,46,0.008164563856169023,0.0,0.008164563856169023,0.6086956521739131,0.0
manual,4,0.1,seed_equal,terminal_modes,46,7.239130434782608,2.2065217391304346,5.032608695652174,0.09782608695652174,0.0
manual,4,0.1,seed_equal,terminal_point_disagreement,46,0.3504479607106212,0.2333485763797813,0.16363389780077953,0.2608695652173913,0.004391513661175544
manual,4,0.1,seed_equal,terminal_singleton_fraction,46,0.17800682428704515,0.0002518729997844327,0.17778325744668103,0.15217391304347827,0.00019969912266308207
manual,4,0.1,seed_equal,terminal_supported,46,3.152173913043478,2.2010869565217392,1.124320652173913,0.29347826086956524,0.0043644350522383645
manual,4,0.1,seed_equal,terminal_within,46,0.04125359313810401,0.021549438164481575,0.019962777220935403,0.14130434782608695,0.0005221394165502436
manual,4,0.1,seed_person_t025,diagnostic_stable100,46,0.13043478260869565,0.907608695652174,0.7819293478260869,0.4782608695652174,0.03009427276864835
