image_id,building,condition,k,repeat,method,cut,hidden_geometry_outside_candidate_support,hidden_counts_outside_support,n_hidden
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,4,1,selected_mixture,0.1,0.0,0.0,19
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,4,1,selected_mixture,0.2,0.0,0.0,19
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,0,seed_equal,0.05,0.13333333333333333,0.13333333333333333,15
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,0,seed_equal,0.1,0.13333333333333333,0.13333333333333333,15
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,0,seed_equal,0.2,0.13333333333333333,0.13333333333333333,15
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,0,selected_mixture,0.05,0.13333333333333333,0.13333333333333333,15
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,0,selected_mixture,0.1,0.13333333333333333,0.13333333333333333,15
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,0,selected_mixture,0.2,0.13333333333333333,0.13333333333333333,15
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,1,seed_equal,0.05,0.0,0.0,15
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,1,seed_equal,0.1,0.0,0.0,15
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,1,seed_equal,0.2,0.0,0.0,15
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,1,selected_mixture,0.05,0.0,0.0,15
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,1,selected_mixture,0.1,0.0,0.0,15
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,8,1,selected_mixture,0.2,0.0,0.0,15
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,0,seed_equal,0.05,0.6,0.5,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,0,seed_equal,0.1,0.55,0.5,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,0,seed_equal,0.2,0.5,0.5,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,0,selected_mixture,0.05,0.6,0.4,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,0,selected_mixture,0.1,0.55,0.4,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,0,selected_mixture,0.2,0.4,0.4,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,1,seed_equal,0.05,0.5,0.3,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,1,seed_equal,0.1,0.4,0.3,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,1,seed_equal,0.2,0.3,0.3,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,1,selected_mixture,0.05,0.5,0.1,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,1,selected_mixture,0.1,0.35,0.1,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,4,1,selected_mixture,0.2,0.1,0.1,20
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,0,seed_equal,0.05,0.5,0.375,16
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,0,seed_equal,0.1,0.5,0.375,16
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,0,seed_equal,0.2,0.375,0.375,16
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,0,selected_mixture,0.05,0.5,0.25,16
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,0,selected_mixture,0.1,0.5,0.25,16
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,0,selected_mixture,0.2,0.25,0.25,16
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,1,seed_equal,0.05,0.5,0.375,16
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,1,seed_equal,0.1,0.5,0.375,16
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,1,seed_equal,0.2,0.375,0.375,16
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,1,selected_mixture,0.05,0.5,0.125,16
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,1,selected_mixture,0.1,0.4375,0.125,16
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,8,1,selected_mixture,0.2,0.125,0.125,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,0,seed_equal,0.05,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,0,seed_equal,0.1,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,0,seed_equal,0.2,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,0,selected_mixture,0.05,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,0,selected_mixture,0.1,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,0,selected_mixture,0.2,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,1,seed_equal,0.05,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,1,seed_equal,0.1,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,1,seed_equal,0.2,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,1,selected_mixture,0.05,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,1,selected_mixture,0.1,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,4,1,selected_mixture,0.2,0.2,0.2,20
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,0,seed_equal,0.05,0.25,0.25,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,0,seed_equal,0.1,0.25,0.25,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,0,seed_equal,0.2,0.25,0.25,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,0,selected_mixture,0.05,0.25,0.25,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,0,selected_mixture,0.1,0.25,0.25,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,0,selected_mixture,0.2,0.25,0.25,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,1,seed_equal,0.05,0.0625,0.0625,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,1,seed_equal,0.1,0.0625,0.0625,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,1,seed_equal,0.2,0.0625,0.0625,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,1,selected_mixture,0.05,0.0625,0.0625,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,1,selected_mixture,0.1,0.0625,0.0625,16
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,8,1,selected_mixture,0.2,0.0625,0.0625,16
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,0,seed_equal,0.05,0.2631578947368421,0.05263157894736842,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,0,seed_equal,0.1,0.05263157894736842,0.05263157894736842,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,0,seed_equal,0.2,0.05263157894736842,0.05263157894736842,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,0,selected_mixture,0.05,0.15789473684210525,0.05263157894736842,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,0,selected_mixture,0.1,0.05263157894736842,0.05263157894736842,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,0,selected_mixture,0.2,0.05263157894736842,0.05263157894736842,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,1,seed_equal,0.05,0.631578947368421,0.0,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,1,seed_equal,0.1,0.0,0.0,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,1,seed_equal,0.2,0.0,0.0,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,1,selected_mixture,0.05,0.05263157894736842,0.0,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,1,selected_mixture,0.1,0.0,0.0,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,4,1,selected_mixture,0.2,0.0,0.0,19
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,0,seed_equal,0.05,0.13333333333333333,0.0,15
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,0,seed_equal,0.1,0.0,0.0,15
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,0,seed_equal,0.2,0.0,0.0,15
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,0,selected_mixture,0.05,0.13333333333333333,0.0,15
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,0,selected_mixture,0.1,0.0,0.0,15
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,0,selected_mixture,0.2,0.0,0.0,15
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,1,seed_equal,0.05,0.26666666666666666,0.0,15
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,1,seed_equal,0.1,0.0,0.0,15
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,1,seed_equal,0.2,0.0,0.0,15
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,1,selected_mixture,0.05,0.06666666666666667,0.0,15
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,1,selected_mixture,0.1,0.0,0.0,15
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,8,1,selected_mixture,0.2,0.0,0.0,15
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,0,seed_equal,0.05,0.05,0.0,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,0,seed_equal,0.1,0.0,0.0,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,0,seed_equal,0.2,0.0,0.0,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,0,selected_mixture,0.05,0.05,0.0,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,0,selected_mixture,0.1,0.0,0.0,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,0,selected_mixture,0.2,0.0,0.0,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,1,seed_equal,0.05,0.1,0.1,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,1,seed_equal,0.1,0.1,0.1,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,1,seed_equal,0.2,0.1,0.1,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,1,selected_mixture,0.05,0.1,0.1,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,1,selected_mixture,0.1,0.1,0.1,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,4,1,selected_mixture,0.2,0.1,0.1,20
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,0,seed_equal,0.05,0.0625,0.0,16
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,0,seed_equal,0.1,0.0,0.0,16
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,0,seed_equal,0.2,0.0,0.0,16
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,0,selected_mixture,0.05,0.0625,0.0,16
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,0,selected_mixture,0.1,0.0,0.0,16
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,0,selected_mixture,0.2,0.0,0.0,16
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,1,seed_equal,0.05,0.125,0.125,16
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,1,seed_equal,0.1,0.125,0.125,16
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,1,seed_equal,0.2,0.125,0.125,16
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,1,selected_mixture,0.05,0.125,0.125,16
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,1,selected_mixture,0.1,0.125,0.125,16
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,8,1,selected_mixture,0.2,0.125,0.125,16
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,0,seed_equal,0.05,0.9444444444444444,0.6666666666666666,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,0,seed_equal,0.1,0.7222222222222222,0.6666666666666666,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,0,seed_equal,0.2,0.7222222222222222,0.6666666666666666,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,0,selected_mixture,0.05,0.9444444444444444,0.6111111111111112,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,0,selected_mixture,0.1,0.6666666666666666,0.6111111111111112,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,0,selected_mixture,0.2,0.6666666666666666,0.6111111111111112,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,1,seed_equal,0.05,0.7777777777777778,0.4444444444444444,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,1,seed_equal,0.1,0.7777777777777778,0.4444444444444444,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,1,seed_equal,0.2,0.5,0.4444444444444444,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,1,selected_mixture,0.05,0.7777777777777778,0.3888888888888889,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,1,selected_mixture,0.1,0.7222222222222222,0.3888888888888889,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,4,1,selected_mixture,0.2,0.4444444444444444,0.3888888888888889,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,0,seed_equal,0.05,0.9285714285714286,0.2857142857142857,14
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,0,seed_equal,0.1,0.6428571428571429,0.2857142857142857,14
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,0,seed_equal,0.2,0.5,0.2857142857142857,14
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,0,selected_mixture,0.05,0.9285714285714286,0.21428571428571427,14
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,0,selected_mixture,0.1,0.5714285714285714,0.21428571428571427,14
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,0,selected_mixture,0.2,0.42857142857142855,0.21428571428571427,14
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,1,seed_equal,0.05,0.7142857142857143,0.35714285714285715,14
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,1,seed_equal,0.1,0.7142857142857143,0.35714285714285715,14
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,1,seed_equal,0.2,0.42857142857142855,0.35714285714285715,14
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,1,selected_mixture,0.05,0.7142857142857143,0.35714285714285715,14
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,1,selected_mixture,0.1,0.7142857142857143,0.35714285714285715,14
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,8,1,selected_mixture,0.2,0.42857142857142855,0.35714285714285715,14
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,0,seed_equal,0.05,0.35,0.05,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,0,seed_equal,0.1,0.05,0.05,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,0,seed_equal,0.2,0.05,0.05,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,0,selected_mixture,0.05,0.35,0.0,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,0,selected_mixture,0.1,0.05,0.0,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,0,selected_mixture,0.2,0.05,0.0,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,1,seed_equal,0.05,0.75,0.1,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,1,seed_equal,0.1,0.1,0.1,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,1,seed_equal,0.2,0.1,0.1,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,1,selected_mixture,0.05,0.75,0.0,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,1,selected_mixture,0.1,0.05,0.0,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,4,1,selected_mixture,0.2,0.05,0.0,20
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,0,seed_equal,0.05,0.25,0.0625,16
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,0,seed_equal,0.1,0.0625,0.0625,16
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,0,seed_equal,0.2,0.0625,0.0625,16
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,0,selected_mixture,0.05,0.25,0.0,16
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,0,selected_mixture,0.1,0.0625,0.0,16
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,0,selected_mixture,0.2,0.0625,0.0,16
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,1,seed_equal,0.05,0.375,0.125,16
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,1,seed_equal,0.1,0.125,0.125,16
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,1,seed_equal,0.2,0.125,0.125,16
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,1,selected_mixture,0.05,0.375,0.0,16
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,1,selected_mixture,0.1,0.0625,0.0,16
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,8,1,selected_mixture,0.2,0.0625,0.0,16
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,0,seed_equal,0.05,0.15789473684210525,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,0,seed_equal,0.1,0.05263157894736842,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,0,seed_equal,0.2,0.0,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,0,selected_mixture,0.05,0.15789473684210525,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,0,selected_mixture,0.1,0.05263157894736842,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,0,selected_mixture,0.2,0.0,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,1,seed_equal,0.05,0.21052631578947367,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,1,seed_equal,0.1,0.0,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,1,seed_equal,0.2,0.0,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,1,selected_mixture,0.05,0.21052631578947367,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,1,selected_mixture,0.1,0.0,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,4,1,selected_mixture,0.2,0.0,0.0,19
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,0,seed_equal,0.05,0.06666666666666667,0.0,15
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,0,seed_equal,0.1,0.06666666666666667,0.0,15
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,0,seed_equal,0.2,0.0,0.0,15
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,0,selected_mixture,0.05,0.06666666666666667,0.0,15
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,0,selected_mixture,0.1,0.06666666666666667,0.0,15
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,0,selected_mixture,0.2,0.0,0.0,15
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,1,seed_equal,0.05,0.13333333333333333,0.0,15
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,1,seed_equal,0.1,0.0,0.0,15
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,1,seed_equal,0.2,0.0,0.0,15
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,1,selected_mixture,0.05,0.13333333333333333,0.0,15
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,1,selected_mixture,0.1,0.0,0.0,15
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,8,1,selected_mixture,0.2,0.0,0.0,15
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,4,0,seed_equal,0.05,0.95,0.25,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,4,0,seed_equal,0.1,0.95,0.25,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,4,0,seed_equal,0.2,0.5,0.25,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,4,0,selected_mixture,0.05,0.85,0.2,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,4,0,selected_mixture,0.1,0.85,0.2,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,4,0,selected_mixture,0.2,0.45,0.2,20
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,4,1,seed_equal,0.05,0.9,0.4,20
