condition,k,cut,method,image_id,building,metric,real,prediction,abs_error,in_predictive_interval,mc_se
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,diagnostic_stable_multimode80,0.0,0.734375,0.734375,0.5,0.06655130253390956
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,half_count_tv,0.45833333333333337,0.20963541666666669,0.24869791666666669,0.0,0.01680778625208291
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,half_output_mmd,0.1317289127394697,0.09389607012415525,0.0392713664113717,1.0,0.011930390392923831
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,late_half_new,0.29166666666666663,0.0,0.29166666666666663,0.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,late_quarter_new,0.5,0.0,0.5,0.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,late_repartition,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,terminal_modes,13.0,3.0,10.0,0.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,terminal_point_disagreement,0.8333333333333334,0.5572916666666667,0.27604166666666663,0.0,0.010003910092308721
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,terminal_singleton_fraction,0.4166666666666667,0.0006510416666666666,0.416015625,0.0,0.0006510416666666665
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,terminal_supported,3.0,2.984375,0.984375,0.0,0.015625
manual,4,0.2,seed_type4,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,terminal_within,0.059931916577315614,0.03168452728529425,0.03168452728529424,0.5,0.0006941011247852234
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,diagnostic_stable100,1.0,1.0,0.0,1.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,diagnostic_stable80,1.0,1.0,0.0,1.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,diagnostic_stable_multimode80,1.0,0.0,1.0,0.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,half_count_tv,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,half_output_mmd,0.07352739406134434,0.017515101633857624,0.05601229242748672,0.5,0.0033435027765041808
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,late_half_new,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,late_quarter_new,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,late_repartition,0.010416666666666666,0.0,0.010416666666666666,0.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,terminal_modes,2.0,1.0,1.0,0.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,terminal_point_disagreement,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,terminal_singleton_fraction,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,terminal_supported,2.0,1.0,1.0,0.0,0.0
manual,4,0.2,seed_type4,yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,terminal_within,0.0405854978054143,0.018593478017004148,0.021992019788410155,0.0,0.00021845543437342812
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,diagnostic_stable100,1.0,1.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,diagnostic_stable80,1.0,1.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,diagnostic_stable_multimode80,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,half_count_tv,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,half_output_mmd,0.03892648219319461,0.01965060345478295,0.01927587873841166,1.0,0.0028871851340313637
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,late_half_new,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,late_quarter_new,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,late_repartition,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,terminal_modes,1.0,1.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,terminal_point_disagreement,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,terminal_singleton_fraction,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,terminal_supported,1.0,1.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,terminal_within,0.023753240330698096,0.016997121459714663,0.006756118870983431,0.0,0.0001934211152383379
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,diagnostic_stable100,0.0,0.515625,0.515625,1.0,0.0897148673018454
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,diagnostic_stable80,0.5,0.875,0.375,1.0,0.03888568855239094
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,diagnostic_stable_multimode80,0.5,0.875,0.375,1.0,0.03888568855239094
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,half_count_tv,0.08333333333333334,0.08203125,0.009114583333333336,1.0,0.011863486407668065
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,half_output_mmd,0.09896118141957821,0.12057961475448122,0.022859530236375394,1.0,0.012650933057579994
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,late_half_new,0.041666666666666664,0.024739583333333332,0.03255208333333333,1.0,0.00659633905461145
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,late_quarter_new,0.08333333333333333,0.018229166666666668,0.06510416666666666,1.0,0.006187382334785044
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,late_repartition,0.0,0.005404024590605473,0.005404024590605473,1.0,0.0013850511329402593
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,terminal_modes,3.0,3.34375,0.40625,1.0,0.06062344929114882
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,terminal_point_disagreement,0.08333333333333333,0.14000226449275363,0.0566689311594203,1.0,0.01708086968567295
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,terminal_singleton_fraction,0.041666666666666664,0.018880208333333332,0.022786458333333332,1.0,0.0037234456085668334
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,terminal_supported,2.0,2.890625,0.890625,1.0,0.10095778016510899
manual,4,0.2,selected_mixture,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,terminal_within,0.057884977726441675,0.04399366569812673,0.013891312028314947,0.0,0.0012183162031760154
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,diagnostic_stable100,0.0,0.578125,0.578125,1.0,0.08643818458156817
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,diagnostic_stable80,0.5,0.90625,0.5,1.0,0.0523514603733822
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,diagnostic_stable_multimode80,0.5,0.75,0.34375,1.0,0.07028071285268636
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,half_count_tv,0.08333333333333334,0.09434185606060605,0.011008522727272707,1.0,0.012973595030701002
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,half_output_mmd,0.13756801493559387,0.09297190589023743,0.044596109045356436,1.0,0.013045052124616006
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,late_half_new,0.125,0.03255208333333333,0.09244791666666666,0.5,0.008045471600344228
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,late_quarter_new,0.08333333333333333,0.010416666666666666,0.08333333333333333,0.5,0.007245920246252629
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,late_repartition,0.006161236424394319,0.0,0.006161236424394319,0.0,0.0
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,terminal_modes,7.0,2.890625,4.109375,0.0,0.05587516539365932
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,terminal_point_disagreement,0.08695652173913043,0.1636610671936759,0.07670454545454546,1.0,0.017276938241425864
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,terminal_singleton_fraction,0.08695652173913043,0.015625,0.07133152173913043,0.0,0.0036924022333636383
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,terminal_supported,5.0,2.53125,2.46875,0.0,0.09336198531484892
manual,4,0.2,selected_mixture,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,terminal_within,0.0682867444214999,0.05323972914697046,0.03015984323244099,0.5,0.0012545905554620246
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,diagnostic_stable100,0.0,0.6875,0.6875,1.0,0.08122927667470553
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,diagnostic_stable80,0.0,0.953125,0.953125,0.0,0.03736276073875788
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,diagnostic_stable_multimode80,0.0,0.953125,0.953125,0.0,0.03736276073875788
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,half_count_tv,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,half_output_mmd,0.11541675636547649,0.06890826486567411,0.04650849149980237,0.5,0.008597329898896413
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,late_half_new,0.25,0.020833333333333332,0.22916666666666669,0.0,0.007283545530227029
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,late_quarter_new,0.25,0.0078125,0.2421875,0.0,0.0062271267897929805
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,late_repartition,0.002050800077115867,6.0644847373272296e-05,0.0019901552297425947,0.5,3.549668547841481e-05
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,terminal_modes,12.0,4.265625,7.734375,0.0,0.07510581526536689
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,terminal_point_disagreement,0.15942028985507245,0.0,0.15942028985507245,0.0,0.0
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,terminal_singleton_fraction,0.2916666666666667,0.013020833333333332,0.27864583333333337,0.0,0.0036089380325009003
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,terminal_supported,5.0,3.953125,1.046875,0.5,0.101054764927895
manual,4,0.2,selected_mixture,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,terminal_within,0.06913420235299914,0.039515473351076955,0.03228292539703061,0.5,0.0028098153423494515
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,diagnostic_stable100,0.0,0.859375,0.859375,1.0,0.061226816176033254
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,diagnostic_stable80,0.5,0.921875,0.453125,1.0,0.04532443520696822
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,diagnostic_stable_multimode80,0.5,0.859375,0.453125,1.0,0.061226816176033254
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,half_count_tv,0.11111111111111113,0.13506944444444446,0.02395833333333333,1.0,0.015028293443751723
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,half_output_mmd,0.21597043170532731,0.14542980448371517,0.07054062722161217,1.0,0.01763987047751791
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,late_half_new,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,late_quarter_new,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,late_repartition,0.013241758241758241,0.0,0.013241758241758241,0.5,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,terminal_modes,3.0,2.0,1.0,0.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,terminal_point_disagreement,0.10526315789473684,0.32913011695906436,0.2238669590643275,0.0,0.01720680546388982
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,terminal_singleton_fraction,0.05263157894736842,0.003289473684210526,0.049342105263157895,0.0,0.002288185340921883
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,terminal_supported,2.0,1.9375,0.0625,1.0,0.04347552147751577
manual,4,0.2,selected_mixture,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,terminal_within,0.08916943320630878,0.06554573943341047,0.023623693772898312,0.5,0.0016614601040894857
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,diagnostic_stable100,1.0,1.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,diagnostic_stable80,1.0,1.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,diagnostic_stable_multimode80,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,half_count_tv,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,half_output_mmd,0.036539003384480906,0.035892832116503445,0.00102141120205676,1.0,0.005813695923474605
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,late_half_new,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,late_quarter_new,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,late_repartition,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,terminal_modes,1.0,1.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,terminal_point_disagreement,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,terminal_singleton_fraction,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,terminal_supported,1.0,1.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,terminal_within,0.04099945953283166,0.03526387891939596,0.005735580613435702,0.0,0.00038095842421754334
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,diagnostic_stable100,0.0,0.5625,0.5625,1.0,0.08746610832345819
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,diagnostic_stable80,0.0,0.609375,0.609375,1.0,0.08643818458156817
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,diagnostic_stable_multimode80,0.0,0.609375,0.609375,1.0,0.08643818458156817
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,half_count_tv,0.2916666666666667,0.265625,0.13541666666666666,1.0,0.020882625120340673
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,half_output_mmd,0.16946729701504887,0.11622431028068729,0.05884496679167353,1.0,0.012488300007811265
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,late_half_new,0.16666666666666666,0.006510416666666666,0.16015625,0.0,0.0039927909104540815
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,late_quarter_new,0.25,0.0,0.25,0.0,0.0
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,late_repartition,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,terminal_modes,8.0,4.5,3.5,0.0,0.0
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,terminal_point_disagreement,0.6630434782608695,0.7359035326086957,0.07286005434782616,0.5,0.005112661929583331
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,terminal_singleton_fraction,0.125,0.001953125,0.123046875,0.0,0.0015567816974482451
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,terminal_supported,5.0,4.453125,0.546875,0.5,0.03736276073875788
manual,4,0.2,selected_mixture,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,terminal_within,0.03932180130626038,0.018566621799711962,0.02075517950654842,1.0,0.0023269417125716067
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,diagnostic_stable100,0.0,0.625,0.625,1.0,0.08675754919430176
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,diagnostic_stable80,0.5,0.875,0.46875,1.0,0.05878237129482793
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,diagnostic_stable_multimode80,0.5,0.546875,0.515625,1.0,0.089362694605604
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,half_count_tv,0.16666666666666663,0.07421875,0.09244791666666663,1.0,0.010876294241256055
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,half_output_mmd,0.117544285983827,0.09910111721099815,0.01844316877282886,1.0,0.010517967753915745
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,invalid_generated,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,late_half_new,0.08333333333333333,0.026041666666666664,0.057291666666666664,1.0,0.006937440464402748
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,late_quarter_new,0.08333333333333333,0.020833333333333332,0.078125,1.0,0.009797061882471321
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,late_repartition,0.0,0.0,0.0,1.0,0.0
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,terminal_modes,4.0,1.921875,2.078125,0.0,0.047913490925448984
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,terminal_point_disagreement,0.23550724637681159,0.1441915760869565,0.09131567028985507,1.0,0.014907885304688458
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,terminal_singleton_fraction,0.08333333333333333,0.015625,0.06770833333333333,0.0,0.003614897883095907
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,terminal_supported,2.0,1.546875,0.453125,1.0,0.089362694605604
manual,4,0.2,selected_mixture,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,terminal_within,0.07802378120065798,0.06023761032564835,0.017786170875009635,0.5,0.0011435943761189046
manual,4,0.2,selected_mixture,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,diagnostic_stable100,0.0,0.9375,0.9375,0.5,0.029699435206968213
manual,4,0.2,selected_mixture,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,diagnostic_stable80,1.0,0.96875,0.03125,1.0,0.021737760738757887
manual,4,0.2,selected_mixture,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,diagnostic_stable_multimode80,0.0,0.4375,0.4375,1.0,0.029699435206968213
manual,4,0.2,selected_mixture,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,half_count_tv,0.09090909090909093,0.05267518939393939,0.05267518939393939,0.5,0.007561155922679104
