condition,outer_building,k,family,selected,status,validation_images,inner_losses
manual,jtcxE69GiFV,8,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_type2"": 0.8496600442365431, ""seed_type3"": 0.8497316926773111, ""seed_type4"": 0.8511251634981685}"
manual,jtcxE69GiFV,8,selected_mixture,joint_model10,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_model_uniform10"": 0.8357013300374213, ""seed_model_uniform25"": 0.8372233582539432, ""joint_model10"": 0.8316330466978906, ""joint_model25"": 0.8333761905220544}"
manual,pRbA3pwrgk9,2,selected_person,seed_person_t05,training_inner_building_selected,130,"{""seed_equal"": 1.1447625101797387, ""seed_person_t01"": 1.1637698881261642, ""seed_person_t025"": 1.1413083165786087, ""seed_person_t05"": 1.140305185728546}"
manual,pRbA3pwrgk9,2,selected_context,seed_context_t025,training_inner_building_selected,130,"{""seed_equal"": 1.1447625101797387, ""seed_person_t025"": 1.1413083165786087, ""seed_context_t01"": 1.1484012072203074, ""seed_context_t025"": 1.1408734578155846, ""seed_context_t05"": 1.1417676497132296}"
manual,pRbA3pwrgk9,2,selected_type,seed_equal,training_inner_building_selected,130,"{""seed_equal"": 1.1447625101797387, ""seed_type2"": 1.1500276017000024, ""seed_type3"": 1.1502965325528312, ""seed_type4"": 1.1569621329023951}"
manual,pRbA3pwrgk9,2,selected_mixture,joint_model25,training_inner_building_selected,130,"{""seed_equal"": 1.1447625101797387, ""seed_model_uniform10"": 1.0763936635256015, ""seed_model_uniform25"": 1.0090410833778505, ""joint_model10"": 1.0727602178525222, ""joint_model25"": 1.0055856616899033}"
manual,pRbA3pwrgk9,4,selected_person,seed_person_t025,training_inner_building_selected,69,"{""seed_equal"": 0.9302498853258149, ""seed_person_t01"": 0.9410181633590955, ""seed_person_t025"": 0.9253638070582769, ""seed_person_t05"": 0.9259687583651875}"
manual,pRbA3pwrgk9,4,selected_context,seed_person_t025,training_inner_building_selected,69,"{""seed_equal"": 0.9302498853258149, ""seed_person_t025"": 0.9253638070582769, ""seed_context_t01"": 0.9352990311210454, ""seed_context_t025"": 0.928142984740658, ""seed_context_t05"": 0.928447459162613}"
manual,pRbA3pwrgk9,4,selected_type,seed_equal,training_inner_building_selected,69,"{""seed_equal"": 0.9302498853258149, ""seed_type2"": 0.9320674694566077, ""seed_type3"": 0.9347836894208382, ""seed_type4"": 0.9367628656047948}"
manual,pRbA3pwrgk9,4,selected_mixture,joint_model25,training_inner_building_selected,69,"{""seed_equal"": 0.9302498853258149, ""seed_model_uniform10"": 0.9008183165084288, ""seed_model_uniform25"": 0.8830969842546839, ""joint_model10"": 0.8981995219969051, ""joint_model25"": 0.8797755698297341}"
manual,pRbA3pwrgk9,6,selected_person,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8816139334651912, ""seed_person_t01"": 0.889069533980469, ""seed_person_t025"": 0.8776714368222422, ""seed_person_t05"": 0.8782711258935195}"
manual,pRbA3pwrgk9,6,selected_context,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8816139334651912, ""seed_person_t025"": 0.8776714368222422, ""seed_context_t01"": 0.8807170115396146, ""seed_context_t025"": 0.8782749650058559, ""seed_context_t05"": 0.879407650894514}"
manual,pRbA3pwrgk9,6,selected_type,seed_equal,training_inner_building_selected,45,"{""seed_equal"": 0.8816139334651912, ""seed_type2"": 0.882446179729339, ""seed_type3"": 0.8845936058536198, ""seed_type4"": 0.8890989410973656}"
manual,pRbA3pwrgk9,6,selected_mixture,joint_model25,training_inner_building_selected,45,"{""seed_equal"": 0.8816139334651912, ""seed_model_uniform10"": 0.8612784340842399, ""seed_model_uniform25"": 0.8534981368829886, ""joint_model10"": 0.8577901816689089, ""joint_model25"": 0.8498213427409977}"
manual,pRbA3pwrgk9,8,selected_person,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8434566600661207, ""seed_person_t01"": 0.8427045269057054, ""seed_person_t025"": 0.837965369863871, ""seed_person_t05"": 0.8397405879221176}"
manual,pRbA3pwrgk9,8,selected_context,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8434566600661207, ""seed_person_t025"": 0.837965369863871, ""seed_context_t01"": 0.8391537224054014, ""seed_context_t025"": 0.8394809717973158, ""seed_context_t05"": 0.841072832365029}"
manual,pRbA3pwrgk9,8,selected_type,seed_equal,training_inner_building_selected,45,"{""seed_equal"": 0.8434566600661207, ""seed_type2"": 0.8444512619257982, ""seed_type3"": 0.8444949312667812, ""seed_type4"": 0.8458725296943835}"
manual,pRbA3pwrgk9,8,selected_mixture,joint_model10,training_inner_building_selected,45,"{""seed_equal"": 0.8434566600661207, ""seed_model_uniform10"": 0.830518551985794, ""seed_model_uniform25"": 0.8323355558702434, ""joint_model10"": 0.8266791000558297, ""joint_model25"": 0.8286602984135284}"
manual,pa4otMbVnkk,2,selected_person,seed_person_t05,training_inner_building_selected,132,"{""seed_equal"": 1.133017174381923, ""seed_person_t01"": 1.1508594703866897, ""seed_person_t025"": 1.1293076683586143, ""seed_person_t05"": 1.1284897616433665}"
manual,pa4otMbVnkk,2,selected_context,seed_context_t025,training_inner_building_selected,132,"{""seed_equal"": 1.133017174381923, ""seed_person_t025"": 1.1293076683586143, ""seed_context_t01"": 1.1359986595106917, ""seed_context_t025"": 1.1289558018977168, ""seed_context_t05"": 1.129953273635107}"
manual,pa4otMbVnkk,2,selected_type,seed_equal,training_inner_building_selected,132,"{""seed_equal"": 1.133017174381923, ""seed_type2"": 1.1378475112539732, ""seed_type3"": 1.1380919675933292, ""seed_type4"": 1.146696888126394}"
manual,pa4otMbVnkk,2,selected_mixture,joint_model25,training_inner_building_selected,132,"{""seed_equal"": 1.133017174381923, ""seed_model_uniform10"": 1.0654177173189687, ""seed_model_uniform25"": 0.9993091784056876, ""joint_model10"": 1.0616402090292243, ""joint_model25"": 0.9957324824450103}"
manual,pa4otMbVnkk,4,selected_person,seed_person_t025,training_inner_building_selected,70,"{""seed_equal"": 0.9199018776865927, ""seed_person_t01"": 0.930602153407196, ""seed_person_t025"": 0.9150623689368219, ""seed_person_t05"": 0.9156553467516756}"
manual,pa4otMbVnkk,4,selected_context,seed_person_t025,training_inner_building_selected,70,"{""seed_equal"": 0.9199018776865927, ""seed_person_t025"": 0.9150623689368219, ""seed_context_t01"": 0.9244945146804505, ""seed_context_t025"": 0.9175962100953455, ""seed_context_t05"": 0.9180017817119936}"
manual,pa4otMbVnkk,4,selected_type,seed_equal,training_inner_building_selected,70,"{""seed_equal"": 0.9199018776865927, ""seed_type2"": 0.9216522605670059, ""seed_type3"": 0.9246493697711996, ""seed_type4"": 0.9270860689398901}"
manual,pa4otMbVnkk,4,selected_mixture,joint_model25,training_inner_building_selected,70,"{""seed_equal"": 0.9199018776865927, ""seed_model_uniform10"": 0.8911827593668131, ""seed_model_uniform25"": 0.8747489849375614, ""joint_model10"": 0.8884075854977614, ""joint_model25"": 0.8713311312972648}"
manual,pa4otMbVnkk,6,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t01"": 0.8946950626437516, ""seed_person_t025"": 0.8831741127820136, ""seed_person_t05"": 0.8837961888413577}"
manual,pa4otMbVnkk,6,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t025"": 0.8831741127820136, ""seed_context_t01"": 0.8865177321314393, ""seed_context_t025"": 0.8838353191022508, ""seed_context_t05"": 0.8849501716427303}"
manual,pa4otMbVnkk,6,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_type2"": 0.8879744848489224, ""seed_type3"": 0.8900752277965884, ""seed_type4"": 0.8940228298325859}"
manual,pa4otMbVnkk,6,selected_mixture,joint_model25,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_model_uniform10"": 0.8666743533677839, ""seed_model_uniform25"": 0.8585993749564113, ""joint_model10"": 0.8632007365660097, ""joint_model25"": 0.8549427564900193}"
manual,pa4otMbVnkk,8,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t01"": 0.8479706882849586, ""seed_person_t025"": 0.8431019344086369, ""seed_person_t05"": 0.8449541385355746}"
manual,pa4otMbVnkk,8,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t025"": 0.8431019344086369, ""seed_context_t01"": 0.8444975752354936, ""seed_context_t025"": 0.8447086088310296, ""seed_context_t05"": 0.8463433249599059}"
manual,pa4otMbVnkk,8,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_type2"": 0.8498288197123528, ""seed_type3"": 0.8497316926773111, ""seed_type4"": 0.8509716226869944}"
manual,pa4otMbVnkk,8,selected_mixture,joint_model10,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_model_uniform10"": 0.8357013300374213, ""seed_model_uniform25"": 0.8372233582539432, ""joint_model10"": 0.831767487307879, ""joint_model25"": 0.8334836963342189}"
manual,q9vSo1VnCiC,2,selected_person,seed_person_t05,training_inner_building_selected,120,"{""seed_equal"": 1.1462795851491059, ""seed_person_t01"": 1.1672140972869551, ""seed_person_t025"": 1.1433788317404994, ""seed_person_t05"": 1.1419320376605264}"
manual,q9vSo1VnCiC,2,selected_context,seed_context_t025,training_inner_building_selected,120,"{""seed_equal"": 1.1462795851491059, ""seed_person_t025"": 1.1433788317404994, ""seed_context_t01"": 1.1504661457236707, ""seed_context_t025"": 1.142745178557022, ""seed_context_t05"": 1.143483242365101}"
manual,q9vSo1VnCiC,2,selected_type,seed_equal,training_inner_building_selected,120,"{""seed_equal"": 1.1462795851491059, ""seed_type2"": 1.1511925190351286, ""seed_type3"": 1.1546234150389683, ""seed_type4"": 1.1587492354350544}"
manual,q9vSo1VnCiC,2,selected_mixture,joint_model25,training_inner_building_selected,120,"{""seed_equal"": 1.1462795851491059, ""seed_model_uniform10"": 1.0778625147209908, ""seed_model_uniform25"": 1.010618170756574, ""joint_model10"": 1.0745546960036896, ""joint_model25"": 1.0073993324770143}"
manual,q9vSo1VnCiC,4,selected_person,seed_person_t05,training_inner_building_selected,65,"{""seed_equal"": 0.9354930336724614, ""seed_person_t01"": 0.952003336475912, ""seed_person_t025"": 0.9327418534292989, ""seed_person_t05"": 0.9320801132130425}"
manual,q9vSo1VnCiC,4,selected_context,seed_person_t025,training_inner_building_selected,65,"{""seed_equal"": 0.9354930336724614, ""seed_person_t025"": 0.9327418534292989, ""seed_context_t01"": 0.9433525384087954, ""seed_context_t025"": 0.9345946092677, ""seed_context_t05"": 0.934292164144998}"
manual,q9vSo1VnCiC,4,selected_type,seed_equal,training_inner_building_selected,65,"{""seed_equal"": 0.9354930336724614, ""seed_type2"": 0.9377025001311394, ""seed_type3"": 0.9446902190967883, ""seed_type4"": 0.9452954498829335}"
manual,q9vSo1VnCiC,4,selected_mixture,joint_model25,training_inner_building_selected,65,"{""seed_equal"": 0.9354930336724614, ""seed_model_uniform10"": 0.9058521974252783, ""seed_model_uniform25"": 0.8879238836555039, ""joint_model10"": 0.9043102587367696, ""joint_model25"": 0.8854815624626423}"
manual,q9vSo1VnCiC,6,selected_person,seed_person_t025,training_inner_building_selected,42,"{""seed_equal"": 0.8918464313751965, ""seed_person_t01"": 0.90178153259985, ""seed_person_t025"": 0.8882054378957017, ""seed_person_t05"": 0.888461895321016}"
manual,q9vSo1VnCiC,6,selected_context,seed_person_t025,training_inner_building_selected,42,"{""seed_equal"": 0.8918464313751965, ""seed_person_t025"": 0.8882054378957017, ""seed_context_t01"": 0.8918462853530963, ""seed_context_t025"": 0.8887438040869109, ""seed_context_t05"": 0.8897425521197995}"
manual,q9vSo1VnCiC,6,selected_type,seed_equal,training_inner_building_selected,42,"{""seed_equal"": 0.8918464313751965, ""seed_type2"": 0.8928458466842736, ""seed_type3"": 0.8987178555334887, ""seed_type4"": 0.9011962380930221}"
manual,q9vSo1VnCiC,6,selected_mixture,joint_model25,training_inner_building_selected,42,"{""seed_equal"": 0.8918464313751965, ""seed_model_uniform10"": 0.871274116973508, ""seed_model_uniform25"": 0.8631271340266238, ""joint_model10"": 0.8679125418981171, ""joint_model25"": 0.8594471082690744}"
manual,q9vSo1VnCiC,8,selected_person,seed_person_t025,training_inner_building_selected,42,"{""seed_equal"": 0.8509336309138323, ""seed_person_t01"": 0.8536645375078439, ""seed_person_t025"": 0.8458832338037148, ""seed_person_t05"": 0.8471916458449223}"
manual,q9vSo1VnCiC,8,selected_context,seed_person_t025,training_inner_building_selected,42,"{""seed_equal"": 0.8509336309138323, ""seed_person_t025"": 0.8458832338037148, ""seed_context_t01"": 0.8480307760216563, ""seed_context_t025"": 0.8472965606170897, ""seed_context_t05"": 0.8486786463479342}"
manual,q9vSo1VnCiC,8,selected_type,seed_equal,training_inner_building_selected,42,"{""seed_equal"": 0.8509336309138323, ""seed_type2"": 0.8520965113142881, ""seed_type3"": 0.8534555008023009, ""seed_type4"": 0.8549124235236055}"
manual,q9vSo1VnCiC,8,selected_mixture,joint_model10,training_inner_building_selected,42,"{""seed_equal"": 0.8509336309138323, ""seed_model_uniform10"": 0.8381954577262621, ""seed_model_uniform25"": 0.8401924974653606, ""joint_model10"": 0.8345555350679942, ""joint_model25"": 0.8365469804459241}"
manual,rPc6DW4iMge,2,selected_person,seed_person_t05,training_inner_building_selected,124,"{""seed_equal"": 1.1356068134129216, ""seed_person_t01"": 1.1501558330700552, ""seed_person_t025"": 1.1322233166702957, ""seed_person_t05"": 1.1318637844103825}"
manual,rPc6DW4iMge,2,selected_context,seed_context_t025,training_inner_building_selected,124,"{""seed_equal"": 1.1356068134129216, ""seed_person_t025"": 1.1322233166702957, ""seed_context_t01"": 1.136250680228189, ""seed_context_t025"": 1.1319337231883269, ""seed_context_t05"": 1.1330398966665682}"
manual,rPc6DW4iMge,2,selected_type,seed_equal,training_inner_building_selected,124,"{""seed_equal"": 1.1356068134129216, ""seed_type2"": 1.1413638300792102, ""seed_type3"": 1.1453337420676755, ""seed_type4"": 1.1531358081499088}"
manual,rPc6DW4iMge,2,selected_mixture,joint_model25,training_inner_building_selected,124,"{""seed_equal"": 1.1356068134129216, ""seed_model_uniform10"": 1.0684415720818832, ""seed_model_uniform25"": 1.0031921600759992, ""joint_model10"": 1.0650388182388282, ""joint_model25"": 0.9999079315853001}"
manual,rPc6DW4iMge,4,selected_person,seed_person_t025,training_inner_building_selected,64,"{""seed_equal"": 0.9256907587640573, ""seed_person_t01"": 0.9379431868272226, ""seed_person_t025"": 0.9226959769582346, ""seed_person_t05"": 0.922757980231548}"
manual,rPc6DW4iMge,4,selected_context,seed_person_t025,training_inner_building_selected,64,"{""seed_equal"": 0.9256907587640573, ""seed_person_t025"": 0.9226959769582346, ""seed_context_t01"": 0.9299042888216078, ""seed_context_t025"": 0.9244283782038929, ""seed_context_t05"": 0.9245596062115258}"
manual,rPc6DW4iMge,4,selected_type,seed_equal,training_inner_building_selected,64,"{""seed_equal"": 0.9256907587640573, ""seed_type2"": 0.9273500968954514, ""seed_type3"": 0.9328729167671934, ""seed_type4"": 0.935573662853816}"
manual,rPc6DW4iMge,4,selected_mixture,joint_model25,training_inner_building_selected,64,"{""seed_equal"": 0.9256907587640573, ""seed_model_uniform10"": 0.8954415048375282, ""seed_model_uniform25"": 0.8772736744093519, ""joint_model10"": 0.8937705613339242, ""joint_model25"": 0.8749275221895572}"
manual,rPc6DW4iMge,6,selected_person,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8944676611308873, ""seed_person_t01"": 0.9001449129828643, ""seed_person_t025"": 0.89100155457797, ""seed_person_t05"": 0.8917378592709249}"
manual,rPc6DW4iMge,6,selected_context,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8944676611308873, ""seed_person_t025"": 0.89100155457797, ""seed_context_t01"": 0.8931653579882297, ""seed_context_t025"": 0.8919298006151097, ""seed_context_t05"": 0.8928589139503131}"
manual,rPc6DW4iMge,6,selected_type,seed_equal,training_inner_building_selected,40,"{""seed_equal"": 0.8944676611308873, ""seed_type2"": 0.8955637058171337, ""seed_type3"": 0.8994136135991267, ""seed_type4"": 0.904511678219101}"
manual,rPc6DW4iMge,6,selected_mixture,joint_model25,training_inner_building_selected,40,"{""seed_equal"": 0.8944676611308873, ""seed_model_uniform10"": 0.8732655803642269, ""seed_model_uniform25"": 0.8648312810416868, ""joint_model10"": 0.8706278370012106, ""joint_model25"": 0.8619768360803832}"
manual,rPc6DW4iMge,8,selected_person,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8575943097777705, ""seed_person_t01"": 0.8570182043420527, ""seed_person_t025"": 0.8531991504656424, ""seed_person_t05"": 0.8547133462268117}"
manual,rPc6DW4iMge,8,selected_context,seed_person_t025,training_inner_building_selected,40,"{""seed_equal"": 0.8575943097777705, ""seed_person_t025"": 0.8531991504656424, ""seed_context_t01"": 0.8555699499805328, ""seed_context_t025"": 0.8551777826728457, ""seed_context_t05"": 0.856125601608821}"
manual,rPc6DW4iMge,8,selected_type,seed_equal,training_inner_building_selected,40,"{""seed_equal"": 0.8575943097777705, ""seed_type2"": 0.8585602641481962, ""seed_type3"": 0.8594403784278309, ""seed_type4"": 0.8606695599472263}"
manual,rPc6DW4iMge,8,selected_mixture,joint_model10,training_inner_building_selected,40,"{""seed_equal"": 0.8575943097777705, ""seed_model_uniform10"": 0.8443817694383291, ""seed_model_uniform25"": 0.8463670981432179, ""joint_model10"": 0.8419993868601121, ""joint_model25"": 0.8439263059025481}"
manual,uNb9QFRL6hY,2,selected_person,seed_person_t05,training_inner_building_selected,107,"{""seed_equal"": 1.1349584801052592, ""seed_person_t01"": 1.1550259555106617, ""seed_person_t025"": 1.132926060805187, ""seed_person_t05"": 1.1315192717665548}"
manual,uNb9QFRL6hY,2,selected_context,seed_context_t025,training_inner_building_selected,107,"{""seed_equal"": 1.1349584801052592, ""seed_person_t025"": 1.132926060805187, ""seed_context_t01"": 1.137197146060309, ""seed_context_t025"": 1.1315338732173417, ""seed_context_t05"": 1.1324160624170698}"
manual,uNb9QFRL6hY,2,selected_type,seed_equal,training_inner_building_selected,107,"{""seed_equal"": 1.1349584801052592, ""seed_type2"": 1.1384724625047151, ""seed_type3"": 1.141027138123111, ""seed_type4"": 1.1472634706477856}"
manual,uNb9QFRL6hY,2,selected_mixture,joint_model25,training_inner_building_selected,107,"{""seed_equal"": 1.1349584801052592, ""seed_model_uniform10"": 1.066968909034202, ""seed_model_uniform25"": 0.9998496618264495, ""joint_model10"": 1.0638084231797755, ""joint_model25"": 0.9968091919269697}"
manual,uNb9QFRL6hY,4,selected_person,seed_person_t025,training_inner_building_selected,57,"{""seed_equal"": 0.9068187590079265, ""seed_person_t01"": 0.9143763922513348, ""seed_person_t025"": 0.9013469209904127, ""seed_person_t05"": 0.9025313745964759}"
manual,uNb9QFRL6hY,4,selected_context,seed_person_t025,training_inner_building_selected,57,"{""seed_equal"": 0.9068187590079265, ""seed_person_t025"": 0.9013469209904127, ""seed_context_t01"": 0.9071819857655911, ""seed_context_t025"": 0.9037771672662105, ""seed_context_t05"": 0.9047431425838935}"
manual,uNb9QFRL6hY,4,selected_type,seed_equal,training_inner_building_selected,57,"{""seed_equal"": 0.9068187590079265, ""seed_type2"": 0.9079524169122329, ""seed_type3"": 0.9097055569203568, ""seed_type4"": 0.9106148917643305}"
manual,uNb9QFRL6hY,4,selected_mixture,joint_model25,training_inner_building_selected,57,"{""seed_equal"": 0.9068187590079265, ""seed_model_uniform10"": 0.8785991519581057, ""seed_model_uniform25"": 0.8620007564710361, ""joint_model10"": 0.8753997877431717, ""joint_model25"": 0.8585468224768349}"
manual,uNb9QFRL6hY,6,selected_person,seed_person_t025,training_inner_building_selected,35,"{""seed_equal"": 0.855228537294711, ""seed_person_t01"": 0.8574975086506315, ""seed_person_t025"": 0.850416889718329, ""seed_person_t05"": 0.8517326886763358}"
manual,uNb9QFRL6hY,6,selected_context,seed_person_t025,training_inner_building_selected,35,"{""seed_equal"": 0.855228537294711, ""seed_person_t025"": 0.850416889718329, ""seed_context_t01"": 0.8519230200071198, ""seed_context_t025"": 0.8519010834791663, ""seed_context_t05"": 0.8531929977682152}"
manual,uNb9QFRL6hY,6,selected_type,seed_equal,training_inner_building_selected,35,"{""seed_equal"": 0.855228537294711, ""seed_type2"": 0.8558203237929481, ""seed_type3"": 0.857744299401153, ""seed_type4"": 0.859405131730627}"
manual,uNb9QFRL6hY,6,selected_mixture,joint_model25,training_inner_building_selected,35,"{""seed_equal"": 0.855228537294711, ""seed_model_uniform10"": 0.837082672709277, ""seed_model_uniform25"": 0.831084492768482, ""joint_model10"": 0.8338907817831255, ""joint_model25"": 0.8280934457014127}"
manual,uNb9QFRL6hY,8,selected_person,seed_person_t025,training_inner_building_selected,35,"{""seed_equal"": 0.8226910604773551, ""seed_person_t01"": 0.8187963258167923, ""seed_person_t025"": 0.8169160371463413, ""seed_person_t05"": 0.8190459941894592}"
manual,uNb9QFRL6hY,8,selected_context,seed_person_t025,training_inner_building_selected,35,"{""seed_equal"": 0.8226910604773551, ""seed_person_t025"": 0.8169160371463413, ""seed_context_t01"": 0.8175307513564528, ""seed_context_t025"": 0.8191349714798404, ""seed_context_t05"": 0.8206335169699371}"
manual,uNb9QFRL6hY,8,selected_type,seed_equal,training_inner_building_selected,35,"{""seed_equal"": 0.8226910604773551, ""seed_type2"": 0.8228197272395344, ""seed_type3"": 0.8226966791262988, ""seed_type4"": 0.8230951747130447}"
manual,uNb9QFRL6hY,8,selected_mixture,joint_model10,training_inner_building_selected,35,"{""seed_equal"": 0.8226910604773551, ""seed_model_uniform10"": 0.8092573638160139, ""seed_model_uniform25"": 0.8094921760733316, ""joint_model10"": 0.8059897371206495, ""joint_model25"": 0.8065967582835769}"
manual,wc2JMjhGNzB,2,selected_person,seed_person_t05,training_inner_building_selected,122,"{""seed_equal"": 1.1334213525754613, ""seed_person_t01"": 1.153453485338471, ""seed_person_t025"": 1.1307997316878162, ""seed_person_t05"": 1.1295644775653726}"
manual,wc2JMjhGNzB,2,selected_context,seed_context_t025,training_inner_building_selected,122,"{""seed_equal"": 1.1334213525754613, ""seed_person_t025"": 1.1307997316878162, ""seed_context_t01"": 1.1384722933687215, ""seed_context_t025"": 1.1305791526919997, ""seed_context_t05"": 1.1310530240705172}"
manual,wc2JMjhGNzB,2,selected_type,seed_equal,training_inner_building_selected,122,"{""seed_equal"": 1.1334213525754613, ""seed_type2"": 1.14248909676135, ""seed_type3"": 1.1401516291346758, ""seed_type4"": 1.149564601334953}"
manual,wc2JMjhGNzB,2,selected_mixture,joint_model25,training_inner_building_selected,122,"{""seed_equal"": 1.1334213525754613, ""seed_model_uniform10"": 1.0657610405066882, ""seed_model_uniform25"": 0.9996933822315781, ""joint_model10"": 1.0630765610709667, ""joint_model25"": 0.9970333816187424}"
manual,wc2JMjhGNzB,4,selected_person,seed_person_t025,training_inner_building_selected,64,"{""seed_equal"": 0.916638632442504, ""seed_person_t01"": 0.9246176117985676, ""seed_person_t025"": 0.9109143656346397, ""seed_person_t05"": 0.9121250688247919}"
manual,wc2JMjhGNzB,4,selected_context,seed_person_t025,training_inner_building_selected,64,"{""seed_equal"": 0.916638632442504, ""seed_person_t025"": 0.9109143656346397, ""seed_context_t01"": 0.9187593009300007, ""seed_context_t025"": 0.9135983369717877, ""seed_context_t05"": 0.9144581616029457}"
manual,wc2JMjhGNzB,4,selected_type,seed_equal,training_inner_building_selected,64,"{""seed_equal"": 0.916638632442504, ""seed_type2"": 0.9193994904310359, ""seed_type3"": 0.9221864922416146, ""seed_type4"": 0.9242330964762044}"
manual,wc2JMjhGNzB,4,selected_mixture,joint_model25,training_inner_building_selected,64,"{""seed_equal"": 0.916638632442504, ""seed_model_uniform10"": 0.8885610895006082, ""seed_model_uniform25"": 0.8730700283161026, ""joint_model10"": 0.8852717365271721, ""joint_model25"": 0.8694787932030092}"
manual,wc2JMjhGNzB,6,selected_person,seed_person_t025,training_inner_building_selected,42,"{""seed_equal"": 0.8869705498137422, ""seed_person_t01"": 0.8934857987161187, ""seed_person_t025"": 0.8825073051197918, ""seed_person_t05"": 0.8834933228514149}"
manual,wc2JMjhGNzB,6,selected_context,seed_person_t025,training_inner_building_selected,42,"{""seed_equal"": 0.8869705498137422, ""seed_person_t025"": 0.8825073051197918, ""seed_context_t01"": 0.8866682241701775, ""seed_context_t025"": 0.8840139832648917, ""seed_context_t05"": 0.8849943131126464}"
manual,wc2JMjhGNzB,6,selected_type,seed_equal,training_inner_building_selected,42,"{""seed_equal"": 0.8869705498137422, ""seed_type2"": 0.8896500243986697, ""seed_type3"": 0.8900424854686318, ""seed_type4"": 0.895608598147331}"
manual,wc2JMjhGNzB,6,selected_mixture,joint_model25,training_inner_building_selected,42,"{""seed_equal"": 0.8869705498137422, ""seed_model_uniform10"": 0.8663548306489266, ""seed_model_uniform25"": 0.8583028386128297, ""joint_model10"": 0.8631724806790609, ""joint_model25"": 0.854838760735454}"
manual,wc2JMjhGNzB,8,selected_person,seed_person_t025,training_inner_building_selected,42,"{""seed_equal"": 0.848406984085356, ""seed_person_t01"": 0.8439883895968036, ""seed_person_t025"": 0.8415351496379847, ""seed_person_t05"": 0.8441502322473807}"
manual,wc2JMjhGNzB,8,selected_context,seed_person_t025,training_inner_building_selected,42,"{""seed_equal"": 0.848406984085356, ""seed_person_t025"": 0.8415351496379847, ""seed_context_t01"": 0.8437340363128738, ""seed_context_t025"": 0.8445208950941614, ""seed_context_t05"": 0.8461205390137702}"
manual,wc2JMjhGNzB,8,selected_type,seed_equal,training_inner_building_selected,42,"{""seed_equal"": 0.848406984085356, ""seed_type2"": 0.8492550843294369, ""seed_type3"": 0.8495177720971069, ""seed_type4"": 0.8518958433828919}"
manual,wc2JMjhGNzB,8,selected_mixture,joint_model10,training_inner_building_selected,42,"{""seed_equal"": 0.848406984085356, ""seed_model_uniform10"": 0.8352115038488881, ""seed_model_uniform25"": 0.8367622593374554, ""joint_model10"": 0.8314226694678479, ""joint_model25"": 0.8330914258132364}"
manual,x8F5xyUWy9e,2,selected_person,seed_person_t05,training_inner_building_selected,129,"{""seed_equal"": 1.1349748868111704, ""seed_person_t01"": 1.1531696676458387, ""seed_person_t025"": 1.1317411020674464, ""seed_person_t05"": 1.1307926038379126}"
manual,x8F5xyUWy9e,2,selected_context,seed_context_t025,training_inner_building_selected,129,"{""seed_equal"": 1.1349748868111704, ""seed_person_t025"": 1.1317411020674464, ""seed_context_t01"": 1.1390670965046255, ""seed_context_t025"": 1.1314441187769826, ""seed_context_t05"": 1.1321875655637137}"
manual,x8F5xyUWy9e,2,selected_type,seed_equal,training_inner_building_selected,129,"{""seed_equal"": 1.1349748868111704, ""seed_type2"": 1.1433759662393297, ""seed_type3"": 1.144476565214154, ""seed_type4"": 1.149935218576803}"
manual,x8F5xyUWy9e,2,selected_mixture,joint_model25,training_inner_building_selected,129,"{""seed_equal"": 1.1349748868111704, ""seed_model_uniform10"": 1.0673018666736827, ""seed_model_uniform25"": 1.0007294337542665, ""joint_model10"": 1.063904591552874, ""joint_model25"": 0.9972997685510644}"
manual,x8F5xyUWy9e,4,selected_person,seed_person_t025,training_inner_building_selected,70,"{""seed_equal"": 0.9263779923586617, ""seed_person_t01"": 0.9332661182314439, ""seed_person_t025"": 0.920278292995145, ""seed_person_t05"": 0.9216327663624276}"
