condition,k,cut,endpoint,method,baseline,metric,images,buildings,delta,ci_low,ci_high,building_macro_delta
manual,8,0.05,half_output_mmd,seed_context_t025,seed_equal,abs_error,46,15,0.00013766783648505045,-0.00115079586193264,0.0012817373063316881,0.0001266628422336727
manual,8,0.05,half_output_mmd,seed_person_t025,seed_equal,abs_error,46,15,-0.0006218354556165363,-0.0024666852457478038,0.0009719943463593856,-0.0015851130635169467
manual,8,0.05,half_output_mmd,seed_type4,seed_equal,abs_error,46,15,-0.0012500091164029722,-0.0033145051234770156,0.00019496356413394028,-0.0027964527633133674
manual,8,0.05,half_output_mmd,selected_mixture,seed_equal,abs_error,46,15,-0.006138296180264116,-0.007888594083606322,-0.0048246669330306,-0.007487490194805482
manual,8,0.05,invalid_generated,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,invalid_generated,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,invalid_generated,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,invalid_generated,selected_mixture,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,late_half_new,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,late_half_new,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,late_half_new,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,late_half_new,selected_mixture,seed_equal,abs_error,46,15,-0.035396080368906464,-0.04362794206502561,-0.026794507575757586,-0.03777738320707071
manual,8,0.05,late_quarter_new,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,late_quarter_new,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,late_quarter_new,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,late_quarter_new,selected_mixture,seed_equal,abs_error,46,15,-0.025713315217391307,-0.03233837182971015,-0.01821477521929825,-0.024170875420875423
manual,8,0.05,late_repartition,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,late_repartition,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,late_repartition,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,late_repartition,selected_mixture,seed_equal,abs_error,46,15,-0.0004017256796741233,-0.0007230791845827683,-0.00011891476389180316,-0.00042875779321272726
manual,8,0.05,terminal_modes,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,terminal_modes,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
