condition,k,cut,endpoint,method,baseline,metric,images,buildings,delta,ci_low,ci_high,building_macro_delta
manual,8,0.05,terminal_modes,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.05,terminal_modes,selected_mixture,seed_equal,abs_error,46,15,-0.7041440217391305,-0.824872295673077,-0.5690151515151518,-0.6943418560606062
manual,8,0.05,terminal_point_disagreement,seed_context_t025,seed_equal,abs_error,46,15,-0.0006953901422191245,-0.002471719825081957,0.0012882618626348112,0.0002343369957900242
manual,8,0.05,terminal_point_disagreement,seed_person_t025,seed_equal,abs_error,46,15,-0.001525606850947611,-0.004798675402445783,0.0013553814049484115,-4.155785572372093e-05
manual,8,0.05,terminal_point_disagreement,seed_type4,seed_equal,abs_error,46,15,-0.003226675886151625,-0.009248689768502596,0.0024518374554450334,-0.0014324880588841382
manual,8,0.05,terminal_point_disagreement,selected_mixture,seed_equal,abs_error,46,15,-0.021650813714414352,-0.02977019707040578,-0.012603749592236814,-0.022324850631064225
manual,8,0.05,terminal_singleton_fraction,seed_context_t025,seed_equal,abs_error,46,15,-0.0016885062789621446,-0.002337729350444101,-0.0009323005707266368,-0.0016328620997349578
manual,8,0.05,terminal_singleton_fraction,seed_person_t025,seed_equal,abs_error,46,15,-0.003156198604917954,-0.003988274920555566,-0.0024176496483740827,-0.0033310706463953034
manual,8,0.05,terminal_singleton_fraction,seed_type4,seed_equal,abs_error,46,15,-0.005948771704647209,-0.007742401368897805,-0.004097741682201665,-0.004725538000620237
manual,8,0.05,terminal_singleton_fraction,selected_mixture,seed_equal,abs_error,46,15,-0.026068279873968515,-0.030584500916063358,-0.0220459208726722,-0.027700287220989456
manual,8,0.05,terminal_supported,seed_context_t025,seed_equal,abs_error,46,15,-0.022078804347826088,-0.042240864071038255,0.009791100543478188,0.0037326388888888886
manual,8,0.05,terminal_supported,seed_person_t025,seed_equal,abs_error,46,15,-0.029551630434782608,-0.05774681645199063,0.005109374999999972,-0.014101957070707072
manual,8,0.05,terminal_supported,seed_type4,seed_equal,abs_error,46,15,-0.06997282608695653,-0.12009128736413044,-0.0203125,-0.054198232323232315
manual,8,0.05,terminal_supported,selected_mixture,seed_equal,abs_error,46,15,-0.026154891304347828,-0.07698177549194991,0.02213445037105748,-0.020415088383838383
manual,8,0.05,terminal_within,seed_context_t025,seed_equal,abs_error,46,15,1.9666741150087375e-05,-6.362214631227735e-05,0.00014761007199321811,0.0001012514767724936
manual,8,0.05,terminal_within,seed_person_t025,seed_equal,abs_error,46,15,3.780138481483627e-05,-6.432376695780975e-05,0.0002020397598990609,0.000167946605481351
manual,8,0.05,terminal_within,seed_type4,seed_equal,abs_error,46,15,0.00014967048663616636,-4.240430126231961e-06,0.0003658446142232587,0.0002717382713275884
manual,8,0.05,terminal_within,selected_mixture,seed_equal,abs_error,46,15,-0.00039332904785598777,-0.0006791130856364364,0.0001084284507431775,-0.0001133774455147117
manual,8,0.1,diagnostic_stable100,seed_context_t025,seed_equal,abs_error,46,15,-0.013926630434782608,-0.027919541396103895,0.002684589460784293,-0.009272411616161618
manual,8,0.1,diagnostic_stable100,seed_person_t025,seed_equal,abs_error,46,15,-0.028192934782608696,-0.03888888888888889,-0.016146414620535725,-0.026309974747474745
manual,8,0.1,diagnostic_stable100,seed_type4,seed_equal,abs_error,46,15,-0.0625,-0.083125,-0.03895164695945949,-0.03952809343434343
manual,8,0.1,diagnostic_stable100,selected_mixture,seed_equal,abs_error,46,15,-0.2340353260869565,-0.2792626689189189,-0.17800033244680857,-0.21607481060606062
manual,8,0.1,diagnostic_stable80,seed_context_t025,seed_equal,abs_error,46,15,-0.0020380434782608695,-0.00924676452020202,0.0028274147727272688,-0.004237689393939394
manual,8,0.1,diagnostic_stable80,seed_person_t025,seed_equal,abs_error,46,15,-0.002377717391304348,-0.008658854166666667,0.0018200399709302317,-0.005531881313131313
manual,8,0.1,diagnostic_stable80,seed_type4,seed_equal,abs_error,46,15,-0.006793478260869565,-0.016983695652173912,0.0,-0.013439078282828282
manual,8,0.1,diagnostic_stable80,selected_mixture,seed_equal,abs_error,46,15,-0.12432065217391304,-0.17337239583333333,-0.06576503537735849,-0.1410195707070707
manual,8,0.1,diagnostic_stable_multimode80,seed_context_t025,seed_equal,abs_error,46,15,0.0,-0.008413461538461538,0.004866817079741375,-0.004048295454545455
manual,8,0.1,diagnostic_stable_multimode80,seed_person_t025,seed_equal,abs_error,46,15,0.003736413043478261,-0.007306164653361345,0.01146687825520833,-0.003969381313131313
manual,8,0.1,diagnostic_stable_multimode80,seed_type4,seed_equal,abs_error,46,15,0.00033967391304347825,-0.01995105962643678,0.013298375069367362,-0.012705176767676768
manual,8,0.1,diagnostic_stable_multimode80,selected_mixture,seed_equal,abs_error,46,15,-0.10665760869565218,-0.15128892795637197,-0.05902510480182928,-0.12280618686868687
manual,8,0.1,half_count_tv,seed_context_t025,seed_equal,abs_error,46,15,-0.0002152983640755352,-0.0014427069727446825,0.0011683313397129185,0.00010596016988062656
manual,8,0.1,half_count_tv,seed_person_t025,seed_equal,abs_error,46,15,-0.0009274127140974938,-0.002759870208656166,0.000997692857090525,-0.0015182004706152396
manual,8,0.1,half_count_tv,seed_type4,seed_equal,abs_error,46,15,-0.001590977711901622,-0.0037791982323232324,0.00040660557783719415,-0.003561610422405875
manual,8,0.1,half_count_tv,selected_mixture,seed_equal,abs_error,46,15,-0.01939812527448397,-0.025506437087030875,-0.011762680806224012,-0.020052788777930815
manual,8,0.1,half_output_mmd,seed_context_t025,seed_equal,abs_error,46,15,0.00013766783648505045,-0.00115079586193264,0.0012817373063316881,0.0001266628422336727
manual,8,0.1,half_output_mmd,seed_person_t025,seed_equal,abs_error,46,15,-0.0006218354556165363,-0.0024666852457478038,0.0009719943463593856,-0.0015851130635169467
manual,8,0.1,half_output_mmd,seed_type4,seed_equal,abs_error,46,15,-0.0012500091164029722,-0.0033145051234770156,0.00019496356413394028,-0.0027964527633133674
manual,8,0.1,half_output_mmd,selected_mixture,seed_equal,abs_error,46,15,-0.006138296180264116,-0.007888594083606322,-0.0048246669330306,-0.007487490194805482
manual,8,0.1,invalid_generated,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,invalid_generated,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,invalid_generated,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,invalid_generated,selected_mixture,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,late_half_new,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,late_half_new,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,late_half_new,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,late_half_new,selected_mixture,seed_equal,abs_error,46,15,-0.025953145586297764,-0.03380558224710338,-0.015421969506048391,-0.026125973274410776
manual,8,0.1,late_quarter_new,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,late_quarter_new,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,late_quarter_new,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,late_quarter_new,selected_mixture,seed_equal,abs_error,46,15,-0.0166893115942029,-0.024405554451510342,-0.004660958142784562,-0.014937920875420875
manual,8,0.1,late_repartition,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,late_repartition,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,late_repartition,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,late_repartition,selected_mixture,seed_equal,abs_error,46,15,0.00042213476671431363,6.1463556914174335e-06,0.001008787776376947,0.00034084223767055153
manual,8,0.1,terminal_modes,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,terminal_modes,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,terminal_modes,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.1,terminal_modes,selected_mixture,seed_equal,abs_error,46,15,-0.5101902173913043,-0.6133538394050803,-0.3856009376772547,-0.5068260732323232
manual,8,0.1,terminal_point_disagreement,seed_context_t025,seed_equal,abs_error,46,15,-0.0006953901422191245,-0.002471719825081957,0.0012882618626348112,0.0002343369957900242
manual,8,0.1,terminal_point_disagreement,seed_person_t025,seed_equal,abs_error,46,15,-0.001525606850947611,-0.004798675402445783,0.0013553814049484115,-4.155785572372093e-05
manual,8,0.1,terminal_point_disagreement,seed_type4,seed_equal,abs_error,46,15,-0.003226675886151625,-0.009248689768502596,0.0024518374554450334,-0.0014324880588841382
manual,8,0.1,terminal_point_disagreement,selected_mixture,seed_equal,abs_error,46,15,-0.021650813714414352,-0.02977019707040578,-0.012603749592236814,-0.022324850631064225
manual,8,0.1,terminal_singleton_fraction,seed_context_t025,seed_equal,abs_error,46,15,-0.0011565336151159395,-0.0017363881034465065,-0.0003700347332076033,-0.0007433211007385021
manual,8,0.1,terminal_singleton_fraction,seed_person_t025,seed_equal,abs_error,46,15,-0.0021275402879029114,-0.002916538553671497,-0.0013859369659830994,-0.002123794136540849
manual,8,0.1,terminal_singleton_fraction,seed_type4,seed_equal,abs_error,46,15,-0.0043995203062864256,-0.0062762529340683396,-0.0024235476327559248,-0.0027894448513548897
manual,8,0.1,terminal_singleton_fraction,selected_mixture,seed_equal,abs_error,46,15,-0.02137760713448534,-0.024287986822500246,-0.01789773769903336,-0.021200760374771744
manual,8,0.1,terminal_supported,seed_context_t025,seed_equal,abs_error,46,15,-0.00033967391304347825,-0.024551282051282052,0.019275733646953373,-0.008514835858585859
manual,8,0.1,terminal_supported,seed_person_t025,seed_equal,abs_error,46,15,-0.006453804347826087,-0.03159868258287976,0.015092525399129158,-0.018647411616161617
manual,8,0.1,terminal_supported,seed_type4,seed_equal,abs_error,46,15,-0.021739130434782608,-0.08708286830357143,0.030271132172131135,-0.039820075757575756
manual,8,0.1,terminal_supported,selected_mixture,seed_equal,abs_error,46,15,-0.03192934782608696,-0.06797510162601626,0.013151881720430095,-0.025023674242424247
manual,8,0.1,terminal_within,seed_context_t025,seed_equal,abs_error,46,15,8.82351896839615e-05,-2.697389036715362e-05,0.00021309066103952735,0.00013752613192452256
manual,8,0.1,terminal_within,seed_person_t025,seed_equal,abs_error,46,15,0.00010654097760384642,-7.92989350676637e-05,0.00028206813872579925,0.00014322771910540137
manual,8,0.1,terminal_within,seed_type4,seed_equal,abs_error,46,15,0.0004409671817096828,5.9020931814425554e-05,0.0008249530654260296,0.00045329570562691816
manual,8,0.1,terminal_within,selected_mixture,seed_equal,abs_error,46,15,-0.0007017646233035992,-0.000977538785955562,-0.00041075787173824283,-0.0006375686121037737
manual,8,0.2,diagnostic_stable100,seed_context_t025,seed_equal,abs_error,46,15,-0.013247282608695652,-0.024088541666666668,-0.0014994959677419387,-0.010290404040404039
manual,8,0.2,diagnostic_stable100,seed_person_t025,seed_equal,abs_error,46,15,-0.021399456521739132,-0.03564116379310345,-0.010229145986954073,-0.024242424242424246
manual,8,0.2,diagnostic_stable100,seed_type4,seed_equal,abs_error,46,15,-0.058423913043478264,-0.0876728549651568,-0.030346458144283217,-0.039496527777777776
manual,8,0.2,diagnostic_stable100,selected_mixture,seed_equal,abs_error,46,15,-0.23675271739130435,-0.2917350260416667,-0.17766624273255824,-0.22235637626262628
manual,8,0.2,diagnostic_stable80,seed_context_t025,seed_equal,abs_error,46,15,-0.0020380434782608695,-0.008957868303571427,0.005751189217758967,0.0002446338383838384
manual,8,0.2,diagnostic_stable80,seed_person_t025,seed_equal,abs_error,46,15,-0.002377717391304348,-0.008491847826086956,0.005450581395348837,0.0006865530303030303
manual,8,0.2,diagnostic_stable80,seed_type4,seed_equal,abs_error,46,15,-0.006114130434782609,-0.014188854386892177,0.0028044871794871795,-0.004821654040404041
manual,8,0.2,diagnostic_stable80,selected_mixture,seed_equal,abs_error,46,15,-0.08186141304347826,-0.10980769442973164,-0.04267578125000008,-0.08672664141414142
manual,8,0.2,diagnostic_stable_multimode80,seed_context_t025,seed_equal,abs_error,46,15,-0.005095108695652174,-0.014049920550847458,0.0034557291666666616,-0.0035353535353535356
manual,8,0.2,diagnostic_stable_multimode80,seed_person_t025,seed_equal,abs_error,46,15,-0.008491847826086956,-0.018131545231729055,0.0014842577831957909,-0.00422979797979798
manual,8,0.2,diagnostic_stable_multimode80,seed_type4,seed_equal,abs_error,46,15,-0.03872282608695652,-0.06542025862068966,-0.015200320512820518,-0.029561237373737375
manual,8,0.2,diagnostic_stable_multimode80,selected_mixture,seed_equal,abs_error,46,15,-0.08457880434782608,-0.11525099734042553,-0.061197916666666664,-0.09214804292929293
manual,8,0.2,half_count_tv,seed_context_t025,seed_equal,abs_error,46,15,-0.0002152983640755352,-0.0014427069727446825,0.0011683313397129185,0.00010596016988062656
manual,8,0.2,half_count_tv,seed_person_t025,seed_equal,abs_error,46,15,-0.0009274127140974938,-0.002759870208656166,0.000997692857090525,-0.0015182004706152396
manual,8,0.2,half_count_tv,seed_type4,seed_equal,abs_error,46,15,-0.001590977711901622,-0.0037791982323232324,0.00040660557783719415,-0.003561610422405875
manual,8,0.2,half_count_tv,selected_mixture,seed_equal,abs_error,46,15,-0.01939812527448397,-0.025506437087030875,-0.011762680806224012,-0.020052788777930815
manual,8,0.2,half_output_mmd,seed_context_t025,seed_equal,abs_error,46,15,0.00013766783648505045,-0.00115079586193264,0.0012817373063316881,0.0001266628422336727
manual,8,0.2,half_output_mmd,seed_person_t025,seed_equal,abs_error,46,15,-0.0006218354556165363,-0.0024666852457478038,0.0009719943463593856,-0.0015851130635169467
manual,8,0.2,half_output_mmd,seed_type4,seed_equal,abs_error,46,15,-0.0012500091164029722,-0.0033145051234770156,0.00019496356413394028,-0.0027964527633133674
manual,8,0.2,half_output_mmd,selected_mixture,seed_equal,abs_error,46,15,-0.006138296180264116,-0.007888594083606322,-0.0048246669330306,-0.007487490194805482
manual,8,0.2,invalid_generated,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,invalid_generated,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,invalid_generated,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,invalid_generated,selected_mixture,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,late_half_new,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,late_half_new,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,late_half_new,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,late_half_new,selected_mixture,seed_equal,abs_error,46,15,-0.01968204463109354,-0.025598775554255788,-0.011761295426002042,-0.02200139414983165
manual,8,0.2,late_quarter_new,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,late_quarter_new,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,late_quarter_new,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,late_quarter_new,selected_mixture,seed_equal,abs_error,46,15,-0.0031023550724637704,-0.0119253162202381,0.006288060897435887,-0.00585621843434344
manual,8,0.2,late_repartition,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,late_repartition,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,late_repartition,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,late_repartition,selected_mixture,seed_equal,abs_error,46,15,6.39898012104904e-05,0.0,0.00023548246845460466,6.541179679294574e-05
manual,8,0.2,terminal_modes,seed_context_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,terminal_modes,seed_person_t025,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,terminal_modes,seed_type4,seed_equal,abs_error,46,15,0.0,0.0,0.0,0.0
manual,8,0.2,terminal_modes,selected_mixture,seed_equal,abs_error,46,15,-0.42629076086956524,-0.5090883725649351,-0.31380718954248377,-0.4363241792929294
manual,8,0.2,terminal_point_disagreement,seed_context_t025,seed_equal,abs_error,46,15,-0.0006953901422191245,-0.002471719825081957,0.0012882618626348112,0.0002343369957900242
manual,8,0.2,terminal_point_disagreement,seed_person_t025,seed_equal,abs_error,46,15,-0.001525606850947611,-0.004798675402445783,0.0013553814049484115,-4.155785572372093e-05
manual,8,0.2,terminal_point_disagreement,seed_type4,seed_equal,abs_error,46,15,-0.003226675886151625,-0.009248689768502596,0.0024518374554450334,-0.0014324880588841382
manual,8,0.2,terminal_point_disagreement,selected_mixture,seed_equal,abs_error,46,15,-0.021650813714414352,-0.02977019707040578,-0.012603749592236814,-0.022324850631064225
manual,8,0.2,terminal_singleton_fraction,seed_context_t025,seed_equal,abs_error,46,15,-0.0006571215729702773,-0.0013471418196493304,0.00020788749533495927,-0.00046830516742559387
manual,8,0.2,terminal_singleton_fraction,seed_person_t025,seed_equal,abs_error,46,15,-0.0011300823423645457,-0.0018366629254072044,-0.0004220521211293377,-0.001202552044809264
manual,8,0.2,terminal_singleton_fraction,seed_type4,seed_equal,abs_error,46,15,-0.002913788471409447,-0.004372328025608952,-0.0015100673387104689,-0.002068792755693855
manual,8,0.2,terminal_singleton_fraction,selected_mixture,seed_equal,abs_error,46,15,-0.01413550833928781,-0.01777043466767384,-0.008515868474730504,-0.014285586696243517
manual,8,0.2,terminal_supported,seed_context_t025,seed_equal,abs_error,46,15,-0.003736413043478261,-0.022326594172297296,0.009103338068181815,-0.009169823232323232
manual,8,0.2,terminal_supported,seed_person_t025,seed_equal,abs_error,46,15,-0.010869565217391304,-0.02759308510638298,0.008413199491279055,-0.009319760101010101
manual,8,0.2,terminal_supported,seed_type4,seed_equal,abs_error,46,15,-0.036684782608695655,-0.061197916666666664,-0.009401633522727321,-0.02848800505050505
manual,8,0.2,terminal_supported,selected_mixture,seed_equal,abs_error,46,15,0.012228260869565218,-0.028303690159574464,0.0546085438829787,0.009943181818181818
manual,8,0.2,terminal_within,seed_context_t025,seed_equal,abs_error,46,15,0.0001894154940471084,-0.00011755021498488894,0.0004347986979368731,0.00011338132487084563
manual,8,0.2,terminal_within,seed_person_t025,seed_equal,abs_error,46,15,0.00027258400034921684,-0.0002073722091866513,0.0007098422216401916,0.00018657084355211938
manual,8,0.2,terminal_within,seed_type4,seed_equal,abs_error,46,15,0.0005745522695349649,-7.148860853504859e-06,0.0009808168511006746,0.00019784657030427367
manual,8,0.2,terminal_within,selected_mixture,seed_equal,abs_error,46,15,-0.0010986965737423652,-0.0016532793422400138,-0.0005796549309054409,-0.0012048753690376242
oos_geometry,4,0.05,diagnostic_stable100,seed_context_t025,seed_equal,abs_error,9,6,0.010416666666666666,-0.006696428571428571,0.018465909090909092,0.006076388888888888
oos_geometry,4,0.05,diagnostic_stable100,seed_person_t025,seed_equal,abs_error,9,6,0.008680555555555556,-0.013020833333333334,0.02734375,0.0030381944444444428
oos_geometry,4,0.05,diagnostic_stable100,seed_type4,seed_equal,abs_error,9,6,0.001736111111111111,-0.04095982142857143,0.021875,-0.0078125
oos_geometry,4,0.05,diagnostic_stable100,selected_mixture,seed_equal,abs_error,9,6,-0.3958333333333333,-0.46875,-0.24794921875000053,-0.36111111111111116
oos_geometry,4,0.05,diagnostic_stable80,seed_context_t025,seed_equal,abs_error,9,6,0.010416666666666666,-0.006696428571428571,0.018465909090909092,0.006076388888888888
oos_geometry,4,0.05,diagnostic_stable80,seed_person_t025,seed_equal,abs_error,9,6,0.008680555555555556,-0.010416666666666666,0.027571614583333272,0.004774305555555557
oos_geometry,4,0.05,diagnostic_stable80,seed_type4,seed_equal,abs_error,9,6,0.026041666666666668,0.006696428571428571,0.038461538461538464,0.01953125
oos_geometry,4,0.05,diagnostic_stable80,selected_mixture,seed_equal,abs_error,9,6,-0.2465277777777778,-0.32211538461538464,-0.12760416666666666,-0.21310763888888887
oos_geometry,4,0.05,diagnostic_stable_multimode80,seed_context_t025,seed_equal,abs_error,9,6,0.010416666666666666,-0.006696428571428571,0.018465909090909092,0.006076388888888888
oos_geometry,4,0.05,diagnostic_stable_multimode80,seed_person_t025,seed_equal,abs_error,9,6,0.008680555555555556,-0.010416666666666666,0.027571614583333272,0.004774305555555557
oos_geometry,4,0.05,diagnostic_stable_multimode80,seed_type4,seed_equal,abs_error,9,6,0.026041666666666668,0.006696428571428571,0.038461538461538464,0.01953125
oos_geometry,4,0.05,diagnostic_stable_multimode80,selected_mixture,seed_equal,abs_error,9,6,-0.2465277777777778,-0.32211538461538464,-0.12760416666666666,-0.21310763888888887
oos_geometry,4,0.05,half_count_tv,seed_context_t025,seed_equal,abs_error,9,6,-0.00011837121212121394,-0.0028113162878787845,0.002530184659090901,-0.0002794875841750863
oos_geometry,4,0.05,half_count_tv,seed_person_t025,seed_equal,abs_error,9,6,-0.005905408249158255,-0.011324179292929289,0.00021701388888889042,-0.0037813026094276176
oos_geometry,4,0.05,half_count_tv,seed_type4,seed_equal,abs_error,9,6,0.001157407407407408,-0.004817708333333332,0.011837121212121215,0.003288089225589226
oos_geometry,4,0.05,half_count_tv,selected_mixture,seed_equal,abs_error,9,6,-0.05680502946127946,-0.07486979166666666,-0.035523200757575764,-0.056555134680134685
oos_geometry,4,0.05,half_output_mmd,seed_context_t025,seed_equal,abs_error,9,6,-0.0015891045389727354,-0.0064078619140107386,0.0008714048396782128,-0.00313480313171746
oos_geometry,4,0.05,half_output_mmd,seed_person_t025,seed_equal,abs_error,9,6,-0.0035056175681385704,-0.00966344199013164,0.0003249516833055373,-0.005394752293897663
oos_geometry,4,0.05,half_output_mmd,seed_type4,seed_equal,abs_error,9,6,0.002101294346428068,-0.006646749055843945,0.008530589536191773,-0.0009509404962625952
oos_geometry,4,0.05,half_output_mmd,selected_mixture,seed_equal,abs_error,9,6,-0.015898815577433823,-0.02295736739731715,-0.01042243198175484,-0.016266135073584247
oos_geometry,4,0.05,invalid_generated,seed_context_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,invalid_generated,seed_person_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,invalid_generated,seed_type4,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,invalid_generated,selected_mixture,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,late_half_new,seed_context_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,late_half_new,seed_person_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,late_half_new,seed_type4,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,late_half_new,selected_mixture,seed_equal,abs_error,9,6,-0.040798611111111105,-0.053156550480769206,-0.018663194444444437,-0.033383969907407406
oos_geometry,4,0.05,late_quarter_new,seed_context_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,late_quarter_new,seed_person_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,late_quarter_new,seed_type4,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,late_quarter_new,selected_mixture,seed_equal,abs_error,9,6,-0.027199074074074046,-0.036858974358974325,-0.011718749999999972,-0.021918402777777752
oos_geometry,4,0.05,late_repartition,seed_context_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,late_repartition,seed_person_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,late_repartition,seed_type4,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,late_repartition,selected_mixture,seed_equal,abs_error,9,6,-8.614409199204525e-06,-2.5843227597613573e-05,0.0,-6.460806899403393e-06
oos_geometry,4,0.05,terminal_modes,seed_context_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,terminal_modes,seed_person_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,terminal_modes,seed_type4,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,terminal_modes,selected_mixture,seed_equal,abs_error,9,6,-1.6319444444444444,-1.8701923076923077,-1.1822916666666667,-1.4817708333333333
oos_geometry,4,0.05,terminal_point_disagreement,seed_context_t025,seed_equal,abs_error,9,6,0.0003922833406529004,-0.0014308549146354837,0.0012954663090532503,-0.00019699943273312876
oos_geometry,4,0.05,terminal_point_disagreement,seed_person_t025,seed_equal,abs_error,9,6,0.003096522288098381,-0.0027227694746376828,0.009509582921607383,0.002662208589518378
oos_geometry,4,0.05,terminal_point_disagreement,seed_type4,seed_equal,abs_error,9,6,0.0083105740374762,-0.0044035806433904345,0.020322535820158083,0.007227363078246227
oos_geometry,4,0.05,terminal_point_disagreement,selected_mixture,seed_equal,abs_error,9,6,-0.0863583754208754,-0.12248847167325427,-0.049019467285431974,-0.08449274218635631
oos_geometry,4,0.05,terminal_singleton_fraction,seed_context_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,terminal_singleton_fraction,seed_person_t025,seed_equal,abs_error,9,6,-7.862822061190562e-05,-0.00045289855072461194,0.00012094449934123664,-0.00019106657608694103
oos_geometry,4,0.05,terminal_singleton_fraction,seed_type4,seed_equal,abs_error,9,6,-0.0012643417874396096,-0.0025947312801932187,-0.0005767379981884077,-0.0013791389895329992
oos_geometry,4,0.05,terminal_singleton_fraction,selected_mixture,seed_equal,abs_error,9,6,-0.016691198671497584,-0.021164373867753637,-0.008652249396135264,-0.014248219857085345
oos_geometry,4,0.05,terminal_supported,seed_context_t025,seed_equal,abs_error,9,6,0.0,0.0,0.0,0.0
oos_geometry,4,0.05,terminal_supported,seed_person_t025,seed_equal,abs_error,9,6,0.008680555555555556,0.00390625,0.013888888888888888,0.008680555555555554
oos_geometry,4,0.05,terminal_supported,seed_type4,seed_equal,abs_error,9,6,0.015625,0.0012494991987179488,0.056640625,0.0234375
oos_geometry,4,0.05,terminal_supported,selected_mixture,seed_equal,abs_error,9,6,0.001736111111111111,-0.6822916666666666,0.5042613636363636,-0.17664930555555558
oos_geometry,4,0.05,terminal_within,seed_context_t025,seed_equal,abs_error,9,6,5.704027167199923e-05,-4.9515805506345625e-06,0.000159294671031206,7.742032046216521e-05
oos_geometry,4,0.05,terminal_within,seed_person_t025,seed_equal,abs_error,9,6,0.00015884335790605832,1.6921048803375254e-05,0.0003684071598974035,0.00021036633377620974
oos_geometry,4,0.05,terminal_within,seed_type4,seed_equal,abs_error,9,6,0.0001245079601777864,-9.739919129620912e-05,0.0006421055677643541,0.00023858990042042744
oos_geometry,4,0.05,terminal_within,selected_mixture,seed_equal,abs_error,9,6,-0.0010230516994814685,-0.0028629682381997447,-9.235543171083207e-05,-0.0015126683628715338
oos_geometry,4,0.1,diagnostic_stable100,seed_context_t025,seed_equal,abs_error,9,6,0.010416666666666666,-0.006696428571428571,0.018465909090909092,0.006076388888888888
