room_id,building,image_a,image_b,condition,worker_id,same_stage,quality_a,quality_b,quality_delta,time_a,time_b,time_delta,scope_non_normal_a,scope_non_normal_b,scope_non_normal_delta,doorway_a,doorway_b,floor_boundary_a,floor_boundary_b,ceiling_boundary_a,ceiling_boundary_b,corner_occlusion_a,corner_occlusion_b,connected_space_a,connected_space_b,reflection_glass_a,reflection_glass_b,low_contrast_a,low_contrast_b
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W014,False,0.11565116635,0.0412566147068,-0.0743945516429,,,,0,0,0,否,否,partial,partial,present,present,present,present,present,present,present,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W018,False,0.116702731154,0.131370640027,0.0146679088732,38,67,29,0,0,0,否,否,partial,partial,present,present,present,present,present,present,present,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W034,False,0.160063775698,0.190480875475,0.0304170997773,108,,,0,0,0,否,否,partial,partial,present,present,present,present,present,present,present,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W035,False,0.0865765376705,0.215839651918,0.129263114248,179,,,1,1,0,否,否,partial,partial,present,present,present,present,present,present,present,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,W011,False,0.0560439635738,0.173209195813,0.117165232239,153,332,179,1,1,0,否,否,partial,partial,present,present,present,present,present,present,present,unknown,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,W015,False,0.0494910000352,0.0697980684811,0.0203070684459,679,1333,654,0,1,1,否,否,partial,partial,present,present,present,present,present,present,present,unknown,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,W028,False,0.0907268831383,0.392360894052,0.301634010913,268,195,-73,1,0,-1,否,否,partial,partial,present,present,present,present,present,present,present,unknown,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,W029,False,0.0761503746714,0.383571618451,0.30742124378,316,174,-142,1,1,0,否,否,partial,partial,present,present,present,present,present,present,present,unknown,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,manual,W036,False,0.0761503746714,0.278540929321,0.202390554649,2244,808,-1436,0,0,0,否,否,partial,partial,present,present,present,present,present,present,present,unknown,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W011,False,0.0560439635738,0.150885814448,0.0948418508747,153,62,-91,1,1,0,否,否,partial,partial,present,present,present,present,present,present,present,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W015,False,0.0494910000352,0.0475213594599,-0.00196964057536,679,468,-211,0,1,1,否,否,partial,partial,present,present,present,present,present,present,present,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W028,False,0.0907268831383,0.0629473024822,-0.0277795806561,268,1180,912,1,1,0,否,否,partial,partial,present,present,present,present,present,present,present,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W029,False,0.0761503746714,0.190981707804,0.114831333133,316,136,-180,1,1,0,否,否,partial,partial,present,present,present,present,present,present,present,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W036,False,0.0761503746714,0.124719869784,0.0485694951123,2244,2240,-4,0,0,0,否,否,partial,partial,present,present,present,present,present,present,present,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W001,True,0.0824722282334,0.168514810055,0.0860425818213,120,94,-26,0,0,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W010,True,0.125071324022,0.128603374051,0.00353205002921,468,115,-353,1,0,-1,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W011,True,0.173209195813,0.150885814448,-0.0223233813645,332,62,-270,1,1,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W012,True,0.222919824189,0.149114989748,-0.0738048344412,,,,0,0,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W013,True,0.217967306011,0.0412566147068,-0.176710691304,100,22,-78,1,0,-1,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W014,True,0.217967306011,0.0412566147068,-0.176710691304,,,,1,0,-1,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W015,True,0.0697980684811,0.0475213594599,-0.0222767090213,1333,468,-865,1,1,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W017,True,0.157595320249,0.0412566147068,-0.116338705542,1938,216,-1722,1,0,-1,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W018,True,0.222486652194,0.131370640027,-0.0911160121672,145,67,-78,0,0,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W002,True,0.103852171521,0.0271810958424,-0.0766710756785,213,146,-67,0,0,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W021,True,0.0697980684811,0.0475213594599,-0.0222767090213,35,16,-19,1,1,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W027,True,0.00578344971806,0.00941747340362,0.00363402368556,831,264,-567,0,0,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W028,True,0.392360894052,0.0629473024822,-0.329413591569,195,1180,985,0,1,1,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W029,True,0.383571618451,0.190981707804,-0.192589910647,174,136,-38,1,1,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W030,True,0.201806715528,0.179771877775,-0.0220348377526,78,52,-26,1,1,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W031,True,,0.121081824502,,,,,0,0,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W032,True,0.196526910356,0.129316927053,-0.0672099833037,427,280,-147,0,1,1,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W033,True,0.20497416166,0.0706059165427,-0.134368245118,701,663,-38,1,0,-1,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W034,True,0.224755521572,0.190480875475,-0.0342746460974,,,,0,0,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W035,True,0.33845194774,0.215839651918,-0.122612295822,,,,1,1,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W036,True,0.278540929321,0.124719869784,-0.153821059537,808,2240,1432,0,0,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W037,True,0.373818413839,0.144461546791,-0.229356867047,289,206,-83,0,1,1,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W006,True,0.136262016078,0.0412566147068,-0.0950054013715,186,100,-86,1,0,-1,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
supported_component:yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,W008,True,0.374839304268,0.215648900813,-0.159190403455,602,144,-458,0,0,0,否,否,partial,partial,present,present,present,present,present,present,unknown,present,absent,absent
