annotator_id,n_total,n_in_scope,n_model_usable,mean_active_time,median_active_time,mean_iou_m,fallback_active_time_share,type4_share,mixed_scope_share,r_u,r_u_lcb,r_u_lcb_rule_version,T_u,C_u,n_model_usable_support,n_prescreen_semi_support,n_scene_eligible_support,worker_group,worker_group_reason,group_rule_version,worker_group_v2,worker_group_reason_v2,worker_group_reason_chain_v2,group_rule_version_v2
1,75,68,62,14.936253333333333,10.002,1.0,1.0,0.08,0.0,1.0,1.0,quantile10_m_tier_v1,0.0,0.0,62,6,4,stable,stable_default,prototype_worker_group_v1,stable,stable_default_v2,n_model_usable:62;n_prescreen_semi:6;n_scene_eligible:4;r_u_lcb:1.0000;T_u:0.0000;C_u:0.0000,stabilized_worker_group_v2
2,14,11,3,138.0,38.5,0.9466575136778514,0.0,0.7142857142857143,0.07142857142857142,0.9681299724752364,0.8911000493417016,quantile10_m_tier_v1,0.3333333333333333,,3,3,0,stable,stable_default,prototype_worker_group_v1,ungrouped,insufficient_model_usable_v2,n_model_usable:3;n_prescreen_semi:3;n_scene_eligible:0;r_u_lcb:0.8911;T_u:0.3333;C_u:na,stabilized_worker_group_v2
3,16,13,7,40.5625,38.5,0.8471584178597892,0.0,0.4375,0.0625,0.8439403608516564,0.6789689219448622,quantile10_m_tier_v1,1.0,0.14616114696572324,7,3,2,vulnerable,vuln_high_trust_risk,prototype_worker_group_v1,vulnerable,vuln_high_trust_risk_v2,n_model_usable:7;n_prescreen_semi:3;n_scene_eligible:2;r_u_lcb:0.6790;T_u:1.0000;C_u:0.1462,stabilized_worker_group_v2
4,9,7,4,42.666666666666664,33.0,0.8209972384700164,0.0,0.2222222222222222,0.1111111111111111,0.8837063939483008,0.6152098062295525,quantile10_m_tier_v1,0.0,,4,1,1,stable,stable_default,prototype_worker_group_v1,ungrouped,insufficient_model_usable_v2,n_model_usable:4;n_prescreen_semi:1;n_scene_eligible:1;r_u_lcb:0.6152;T_u:0.0000;C_u:na,stabilized_worker_group_v2
