image_id,condition,cut,n_valid,requested_h,observed_k,horizon_shorter_than_requested,orders,n_orders_supported_at_k,p_all_modes_seen_twice_exact,p_all_modes_seen_twice_replay,p_stable_core10_unconditional,p_stable_core10_given_support,p_stable_core15_unconditional,p_stable_core15_given_support,p_stable_core20_unconditional,p_stable_core20_given_support
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.05,24,4,4,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.05,24,5,5,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.05,24,6,6,False,100,0,0.00067609735802,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.05,24,7,7,False,100,0,0.00262926750341,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.05,24,8,8,False,100,0,0.00618651177273,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.05,24,10,10,False,100,2,0.0197195062756,0.02,0,0,0,0,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.05,24,12,12,False,100,3,0.0465838509317,0.03,0,0,0,0,0.01,0.333333333333
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.05,24,15,15,False,100,8,0.128458498024,0.08,0.01,0.125,0.06,0.75,0.08,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.05,24,18,18,False,100,23,0.287972896669,0.23,0.2,0.869565217391,0.23,1,0.23,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.05,24,19,19,False,100,27,0.364765669113,0.27,0.27,1,0.27,1,0.27,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,2,2,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,3,3,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,4,4,False,100,0,0.0127987954075,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,5,5,False,100,2,0.0319969885187,0.02,0,0,0,0,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,6,6,False,100,4,0.05304763886,0.04,0,0,0,0,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,7,7,False,100,4,0.0758384762961,0.04,0,0,0,0,0.01,0.25
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,8,8,False,100,6,0.101426160923,0.06,0,0,0.01,0.166666666667,0.02,0.333333333333
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,10,10,False,100,13,0.163043478261,0.13,0.02,0.153846153846,0.08,0.615384615385,0.1,0.769230769231
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,12,12,False,100,19,0.239130434783,0.19,0.07,0.368421052632,0.17,0.894736842105,0.17,0.894736842105
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,15,15,False,100,34,0.380434782609,0.34,0.34,1,0.34,1,0.34,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,18,18,False,100,54,0.554347826087,0.54,0.54,1,0.54,1,0.54,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.075,24,19,19,False,100,66,0.619565217391,0.66,0.66,1,0.66,1,0.66,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,2,2,False,200,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,3,3,False,200,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,4,4,False,200,4,0.0127987954075,0.02,0,0,0,0,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,5,5,False,200,8,0.0319969885187,0.04,0,0,0,0,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,6,6,False,200,13,0.05304763886,0.065,0,0,0,0,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,7,7,False,200,15,0.0758384762961,0.075,0,0,0,0,0.01,0.133333333333
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,8,8,False,200,21,0.101426160923,0.105,0,0,0.01,0.0952380952381,0.035,0.333333333333
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,10,10,False,200,39,0.163043478261,0.195,0.03,0.153846153846,0.135,0.692307692308,0.155,0.794871794872
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,12,12,False,200,49,0.239130434783,0.245,0.155,0.632653061224,0.235,0.959183673469,0.24,0.979591836735
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,15,15,False,200,70,0.380434782609,0.35,0.35,1,0.35,1,0.35,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,18,18,False,200,112,0.554347826087,0.56,0.56,1,0.56,1,0.56,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.1,24,19,19,False,200,122,0.619565217391,0.61,0.61,1,0.61,1,0.61,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,2,2,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,3,3,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,4,4,False,100,0,0.0127987954075,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,5,5,False,100,1,0.0319969885187,0.01,0,0,0,0,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,6,6,False,100,1,0.05304763886,0.01,0,0,0,0,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,7,7,False,100,1,0.0758384762961,0.01,0,0,0,0,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,8,8,False,100,5,0.101426160923,0.05,0,0,0.01,0.2,0.02,0.4
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,10,10,False,100,11,0.163043478261,0.11,0.01,0.0909090909091,0.07,0.636363636364,0.08,0.727272727273
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,12,12,False,100,13,0.239130434783,0.13,0.07,0.538461538462,0.11,0.846153846154,0.12,0.923076923077
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,15,15,False,100,25,0.380434782609,0.25,0.25,1,0.25,1,0.25,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,18,18,False,100,50,0.554347826087,0.5,0.5,1,0.5,1,0.5,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.125,24,19,19,False,100,57,0.619565217391,0.57,0.57,1,0.57,1,0.57,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,2,2,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,3,3,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,4,4,False,100,0,0.0143986448334,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,5,5,False,100,3,0.0335968379447,0.03,0,0,0,0,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,6,6,False,100,4,0.0538054622723,0.04,0,0,0,0,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,7,7,False,100,7,0.0760349490327,0.07,0,0,0,0,0.02,0.285714285714
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,8,8,False,100,9,0.101449275362,0.09,0,0,0.02,0.222222222222,0.04,0.444444444444
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,10,10,False,100,18,0.163043478261,0.18,0.01,0.0555555555556,0.14,0.777777777778,0.15,0.833333333333
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,12,12,False,100,26,0.239130434783,0.26,0.16,0.615384615385,0.2,0.769230769231,0.2,0.769230769231
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,15,15,False,100,39,0.380434782609,0.39,0.34,0.871794871795,0.34,0.871794871795,0.34,0.871794871795
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,18,18,False,100,61,0.554347826087,0.61,0.61,1,0.61,1,0.61,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.15,24,19,19,False,100,67,0.619565217391,0.67,0.67,1,0.67,1,0.67,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,2,2,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,3,3,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,4,4,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,5,5,False,100,0,0,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,6,6,False,100,0,0.00127046866177,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,7,7,False,100,0,0.00329380764163,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,8,8,False,100,0,0.00658761528327,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,10,10,False,100,0,0.0197628458498,0,0,,0,,0,
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,12,12,False,100,3,0.0465838509317,0.03,0,0,0,0,0.02,0.666666666667
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,15,15,False,100,14,0.128458498024,0.14,0.06,0.428571428571,0.11,0.785714285714,0.11,0.785714285714
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,18,18,False,100,30,0.287972896669,0.3,0.3,1,0.3,1,0.3,1
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,0.2,24,19,19,False,100,35,0.364765669113,0.35,0.35,1,0.35,1,0.35,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,2,2,False,200,15,0.1,0.075,0.075,1,0.075,1,0.075,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,3,3,False,200,65,0.3,0.325,0.325,1,0.325,1,0.325,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,4,4,False,200,127,0.6,0.635,0.635,1,0.635,1,0.635,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,5,4,True,200,127,0.6,0.635,0.635,1,0.635,1,0.635,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,6,4,True,200,127,0.6,0.635,0.635,1,0.635,1,0.635,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,7,4,True,200,127,0.6,0.635,0.635,1,0.635,1,0.635,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,8,4,True,200,127,0.6,0.635,0.635,1,0.635,1,0.635,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,10,4,True,200,127,0.6,0.635,0.635,1,0.635,1,0.635,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,12,4,True,200,127,0.6,0.635,0.635,1,0.635,1,0.635,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,15,4,True,200,127,0.6,0.635,0.635,1,0.635,1,0.635,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,18,4,True,200,127,0.6,0.635,0.635,1,0.635,1,0.635,1
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,manual,0.1,5,19,4,True,200,127,0.6,0.635,0.635,1,0.635,1,0.635,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,2,2,False,200,15,0.0666666666667,0.075,0.075,1,0.075,1,0.075,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,3,3,False,200,42,0.2,0.21,0.21,1,0.21,1,0.21,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,4,4,False,200,87,0.4,0.435,0.435,1,0.435,1,0.435,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,5,5,False,200,139,0.666666666667,0.695,0.695,1,0.695,1,0.695,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,6,5,True,200,139,0.666666666667,0.695,0.695,1,0.695,1,0.695,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,7,5,True,200,139,0.666666666667,0.695,0.695,1,0.695,1,0.695,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,8,5,True,200,139,0.666666666667,0.695,0.695,1,0.695,1,0.695,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,10,5,True,200,139,0.666666666667,0.695,0.695,1,0.695,1,0.695,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,12,5,True,200,139,0.666666666667,0.695,0.695,1,0.695,1,0.695,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,15,5,True,200,139,0.666666666667,0.695,0.695,1,0.695,1,0.695,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,18,5,True,200,139,0.666666666667,0.695,0.695,1,0.695,1,0.695,1
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,manual,0.1,6,19,5,True,200,139,0.666666666667,0.695,0.695,1,0.695,1,0.695,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,2,2,False,100,36,0.4,0.36,0.36,1,0.36,1,0.36,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,3,3,False,100,77,0.8,0.77,0.77,1,0.77,1,0.77,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,4,4,False,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,5,5,False,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,6,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,7,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,8,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,10,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,12,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,15,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,18,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.05,6,19,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,2,2,False,100,45,0.4,0.45,0.45,1,0.45,1,0.45,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,3,3,False,100,87,0.8,0.87,0.87,1,0.87,1,0.87,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,4,4,False,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,5,5,False,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,6,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,7,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,8,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,10,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,12,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,15,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,18,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.075,6,19,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,2,2,False,200,86,0.4,0.43,0.43,1,0.43,1,0.43,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,3,3,False,200,172,0.8,0.86,0.86,1,0.86,1,0.86,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,4,4,False,200,200,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,5,5,False,200,200,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,6,5,True,200,200,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,7,5,True,200,200,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,8,5,True,200,200,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,10,5,True,200,200,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,12,5,True,200,200,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,15,5,True,200,200,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,18,5,True,200,200,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.1,6,19,5,True,200,200,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,2,2,False,100,41,0.4,0.41,0.41,1,0.41,1,0.41,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,3,3,False,100,81,0.8,0.81,0.81,1,0.81,1,0.81,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,4,4,False,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,5,5,False,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,6,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,7,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,8,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,10,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,12,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,15,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,18,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.125,6,19,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,2,2,False,100,44,0.4,0.44,0.44,1,0.44,1,0.44,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,3,3,False,100,82,0.8,0.82,0.82,1,0.82,1,0.82,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,4,4,False,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,5,5,False,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,6,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,7,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,8,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,10,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,12,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,15,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,18,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.15,6,19,5,True,100,100,1,1,1,1,1,1,1,1
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,manual,0.2,6,2,2,False,100,38,0.4,0.38,0.38,1,0.38,1,0.38,1
