image_id,condition,building,cut,n_observed,n_excluded,n_reviewed_retained,n_imputed_retained,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts,orders,actual_n,full_p_any,full_onset_median_conditional,full_p_by_2,full_requested_2_exceeds_observation,full_p_by_3,full_requested_3_exceeds_observation,full_p_by_4,full_requested_4_exceeds_observation,full_p_by_5,full_requested_5_exceeds_observation,full_p_by_6,full_requested_6_exceeds_observation,full_p_by_7,full_requested_7_exceeds_observation,full_p_by_8,full_requested_8_exceeds_observation,full_p_by_10,full_requested_10_exceeds_observation,full_p_by_12,full_requested_12_exceeds_observation,full_p_by_15,full_requested_15_exceeds_observation,full_p_by_18,full_requested_18_exceeds_observation,full_p_by_19,full_requested_19_exceeds_observation,core10_p_any,core10_onset_median_conditional,core10_p_by_2,core10_requested_2_exceeds_observation,core10_p_by_3,core10_requested_3_exceeds_observation,core10_p_by_4,core10_requested_4_exceeds_observation,core10_p_by_5,core10_requested_5_exceeds_observation,core10_p_by_6,core10_requested_6_exceeds_observation,core10_p_by_7,core10_requested_7_exceeds_observation,core10_p_by_8,core10_requested_8_exceeds_observation,core10_p_by_10,core10_requested_10_exceeds_observation,core10_p_by_12,core10_requested_12_exceeds_observation,core10_p_by_15,core10_requested_15_exceeds_observation,core10_p_by_18,core10_requested_18_exceeds_observation,core10_p_by_19,core10_requested_19_exceeds_observation,core15_p_any,core15_onset_median_conditional,core15_p_by_2,core15_requested_2_exceeds_observation,core15_p_by_3,core15_requested_3_exceeds_observation,core15_p_by_4,core15_requested_4_exceeds_observation,core15_p_by_5,core15_requested_5_exceeds_observation,core15_p_by_6,core15_requested_6_exceeds_observation,core15_p_by_7,core15_requested_7_exceeds_observation,core15_p_by_8,core15_requested_8_exceeds_observation,core15_p_by_10,core15_requested_10_exceeds_observation,core15_p_by_12,core15_requested_12_exceeds_observation,core15_p_by_15,core15_requested_15_exceeds_observation,core15_p_by_18,core15_requested_18_exceeds_observation,core15_p_by_19,core15_requested_19_exceeds_observation,core20_p_any,core20_onset_median_conditional,core20_p_by_2,core20_requested_2_exceeds_observation,core20_p_by_3,core20_requested_3_exceeds_observation,core20_p_by_4,core20_requested_4_exceeds_observation,core20_p_by_5,core20_requested_5_exceeds_observation,core20_p_by_6,core20_requested_6_exceeds_observation,core20_p_by_7,core20_requested_7_exceeds_observation,core20_p_by_8,core20_requested_8_exceeds_observation,core20_p_by_10,core20_requested_10_exceeds_observation,core20_p_by_12,core20_requested_12_exceeds_observation,core20_p_by_15,core20_requested_15_exceeds_observation,core20_p_by_18,core20_requested_18_exceeds_observation,core20_p_by_19,core20_requested_19_exceeds_observation,full_tail_no_gate,core_tail_10,core_tail_15,core_tail_20,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,expert_tag,comment_json,selection_record_json,display_group,group_comment,source,use,previous_grade,previous_status,previous_cdf_by19,previous_any,scene_category,main_function_primary,room_id,room_status
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,0.15,3,0,0,0,3,1,1,0,0,0,1,1,1,-0,0,0.065568976242,3,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,supported_component
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,0.2,3,0,0,0,3,1,1,0,0,0,1,1,1,-0,0,0.065568976242,3,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,supported_component
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,2t7WUuJeko7,0.05,1,0,0,0,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,supported_component
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,2t7WUuJeko7,0.075,1,0,0,0,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,supported_component
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,2t7WUuJeko7,0.1,1,0,0,0,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,supported_component
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,2t7WUuJeko7,0.125,1,0,0,0,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,supported_component
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,2t7WUuJeko7,0.15,1,0,0,0,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,supported_component
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,manual,2t7WUuJeko7,0.2,1,0,0,0,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,supported_component
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va,0.05,5,0,0,0,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0.4,0.0222040454646,2;2;1,0.2,0.9,1,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited_horizon_or_order_sensitive,0,0,开放复合空间,kitchen,supported_component:7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,overlap_with_pending_or_unsupported
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va,0.075,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0626401137484,4;1,0.2,1,1,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited_horizon_or_order_sensitive,0,0,开放复合空间,kitchen,supported_component:7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,overlap_with_pending_or_unsupported
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va,0.1,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0626401137484,4;1,0.2,1,1,0,1,0,False,1,200,5,0.82,4,0,False,0,False,0.82,False,0.82,True,0.82,True,0.82,True,0.82,True,0.82,True,0.82,True,0.82,True,0.82,True,0.82,True,1,2,0.505,False,0.855,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.505,False,0.855,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,2,0.505,False,0.855,False,1,False,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,1,True,0,0.505,0.505,0.505,0.1775,0.21,0.1775,0,0.237,0,,,,,,,,,limited_horizon_or_order_sensitive,0,0,开放复合空间,kitchen,supported_component:7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,overlap_with_pending_or_unsupported
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va,0.125,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0626401137484,4;1,0.2,1,1,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited_horizon_or_order_sensitive,0,0,开放复合空间,kitchen,supported_component:7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,overlap_with_pending_or_unsupported
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va,0.15,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0626401137484,4;1,0.2,1,1,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited_horizon_or_order_sensitive,0,0,开放复合空间,kitchen,supported_component:7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,overlap_with_pending_or_unsupported
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,manual,7y3sRwLe3Va,0.2,5,0,0,0,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.0626401137484,4;1,0.2,1,1,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited_horizon_or_order_sensitive,0,0,开放复合空间,kitchen,supported_component:7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,overlap_with_pending_or_unsupported
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.05,24,0,0,0,24,2,2,0,0,0,1,0.708333333333,1.70414201183,0.870864469235,0,0.0153390969539,17;7,0,1,0,0,0.961438923395,0.90756302521,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,assigned_observed_early,1,1,复合／待定,unknown,unresolved:7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,not_in_supported_component
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.075,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.022511757592,24,0,1,0,0,1,0,False,1,100,24,1,2,0.75,False,0.88,False,0.99,False,0.99,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,2,0.84,False,0.9,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,2,0.84,False,0.9,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,2,0.84,False,0.9,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,1,1,1,0,0,0,0,0,0,,,,,,,,simple,assigned_observed_early,1,1,复合／待定,unknown,unresolved:7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,not_in_supported_component
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.1,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.022511757592,24,0,1,0,0,1,0,False,1,200,24,1,2,0.825,False,0.895,False,0.99,False,0.995,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,2,0.875,False,0.91,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,2,0.875,False,0.91,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,2,0.875,False,0.91,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,1,1,1,0,0,0,0,0,0,,,,,,,,simple,assigned_observed_early,1,1,复合／待定,unknown,unresolved:7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,not_in_supported_component
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.125,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.022511757592,24,0,1,0,0,1,0,False,1,100,24,1,2,0.8,False,0.89,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,2,0.85,False,0.91,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,2,0.85,False,0.91,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,2,0.85,False,0.91,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,False,1,1,1,1,0,0,0,0,0,0,,,,,,,,simple,assigned_observed_early,1,1,复合／待定,unknown,unresolved:7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,not_in_supported_component
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.15,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.022511757592,24,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,assigned_observed_early,1,1,复合／待定,unknown,unresolved:7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,not_in_supported_component
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,7y3sRwLe3Va,0.2,24,0,0,0,24,1,1,0,0,0,1,1,1,-0,0,0.022511757592,24,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,assigned_observed_early,1,1,复合／待定,unknown,unresolved:7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,not_in_supported_component
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,semi,7y3sRwLe3Va,0.05,24,0,0,0,24,9,3,6,2,0.25,0.75,0.583333333333,2.74285714286,2.19733879619,0.235507246377,0.0128766636541,14;2;2;1;1;1;1;1;1,0.25,0.757042253521,5,1,1,0.535714285714,True,2,100,24,0.56,22,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.81,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.01,False,0.2,False,0.27,False,0.81,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.06,False,0.23,False,0.27,False,0.81,21,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0.01,False,0.08,False,0.23,False,0.27,False,0.21,0.49,0.49,0.49,0.233333333333,0.2425,0.0466666666667,0.00105305997304,0.210416666667,0.101342352092,,,,,,,,difficult_candidate,assigned_observed_fragmentation_and_change,0,0,通行与连接,sleep,supported_component:7y3sRwLe3Va_1679b5de39e548d38ba240f2fd99cae9,supported_component
