image_id,condition,building,cut,n_observed,n_excluded,n_reviewed_retained,n_imputed_retained,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts,orders,actual_n,full_p_any,full_onset_median_conditional,full_p_by_2,full_requested_2_exceeds_observation,full_p_by_3,full_requested_3_exceeds_observation,full_p_by_4,full_requested_4_exceeds_observation,full_p_by_5,full_requested_5_exceeds_observation,full_p_by_6,full_requested_6_exceeds_observation,full_p_by_7,full_requested_7_exceeds_observation,full_p_by_8,full_requested_8_exceeds_observation,full_p_by_10,full_requested_10_exceeds_observation,full_p_by_12,full_requested_12_exceeds_observation,full_p_by_15,full_requested_15_exceeds_observation,full_p_by_18,full_requested_18_exceeds_observation,full_p_by_19,full_requested_19_exceeds_observation,core10_p_any,core10_onset_median_conditional,core10_p_by_2,core10_requested_2_exceeds_observation,core10_p_by_3,core10_requested_3_exceeds_observation,core10_p_by_4,core10_requested_4_exceeds_observation,core10_p_by_5,core10_requested_5_exceeds_observation,core10_p_by_6,core10_requested_6_exceeds_observation,core10_p_by_7,core10_requested_7_exceeds_observation,core10_p_by_8,core10_requested_8_exceeds_observation,core10_p_by_10,core10_requested_10_exceeds_observation,core10_p_by_12,core10_requested_12_exceeds_observation,core10_p_by_15,core10_requested_15_exceeds_observation,core10_p_by_18,core10_requested_18_exceeds_observation,core10_p_by_19,core10_requested_19_exceeds_observation,core15_p_any,core15_onset_median_conditional,core15_p_by_2,core15_requested_2_exceeds_observation,core15_p_by_3,core15_requested_3_exceeds_observation,core15_p_by_4,core15_requested_4_exceeds_observation,core15_p_by_5,core15_requested_5_exceeds_observation,core15_p_by_6,core15_requested_6_exceeds_observation,core15_p_by_7,core15_requested_7_exceeds_observation,core15_p_by_8,core15_requested_8_exceeds_observation,core15_p_by_10,core15_requested_10_exceeds_observation,core15_p_by_12,core15_requested_12_exceeds_observation,core15_p_by_15,core15_requested_15_exceeds_observation,core15_p_by_18,core15_requested_18_exceeds_observation,core15_p_by_19,core15_requested_19_exceeds_observation,core20_p_any,core20_onset_median_conditional,core20_p_by_2,core20_requested_2_exceeds_observation,core20_p_by_3,core20_requested_3_exceeds_observation,core20_p_by_4,core20_requested_4_exceeds_observation,core20_p_by_5,core20_requested_5_exceeds_observation,core20_p_by_6,core20_requested_6_exceeds_observation,core20_p_by_7,core20_requested_7_exceeds_observation,core20_p_by_8,core20_requested_8_exceeds_observation,core20_p_by_10,core20_requested_10_exceeds_observation,core20_p_by_12,core20_requested_12_exceeds_observation,core20_p_by_15,core20_requested_15_exceeds_observation,core20_p_by_18,core20_requested_18_exceeds_observation,core20_p_by_19,core20_requested_19_exceeds_observation,full_tail_no_gate,core_tail_10,core_tail_15,core_tail_20,late_quarter_new,late_half_new,late_quarter_structure,late_quarter_repartition,half_tv_all,half_tv_core,expert_tag,comment_json,selection_record_json,display_group,group_comment,source,use,previous_grade,previous_status,previous_cdf_by19,previous_any,scene_category,main_function_primary,room_id,room_status
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,0.05,3,0,0,0,3,1,1,0,0,0,1,1,1,-0,0,0.0179958424951,3,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,通行与连接,unknown,supported_component:2t7WUuJeko7_27af7fd637014142a4f530cfd4557189,supported_component
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,0.075,3,0,0,0,3,1,1,0,0,0,1,1,1,-0,0,0.0179958424951,3,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,通行与连接,unknown,supported_component:2t7WUuJeko7_27af7fd637014142a4f530cfd4557189,supported_component
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,0.1,3,0,0,0,3,1,1,0,0,0,1,1,1,-0,0,0.0179958424951,3,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,通行与连接,unknown,supported_component:2t7WUuJeko7_27af7fd637014142a4f530cfd4557189,supported_component
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,0.125,3,0,0,0,3,1,1,0,0,0,1,1,1,-0,0,0.0179958424951,3,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,通行与连接,unknown,supported_component:2t7WUuJeko7_27af7fd637014142a4f530cfd4557189,supported_component
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,0.15,3,0,0,0,3,1,1,0,0,0,1,1,1,-0,0,0.0179958424951,3,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,通行与连接,unknown,supported_component:2t7WUuJeko7_27af7fd637014142a4f530cfd4557189,supported_component
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2t7WUuJeko7,0.2,3,0,0,0,3,1,1,0,0,0,1,1,1,-0,0,0.0179958424951,3,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,通行与连接,unknown,supported_component:2t7WUuJeko7_27af7fd637014142a4f530cfd4557189,supported_component
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,0.05,3,0,0,0,3,2,1,1,1,0.333333333333,0.666666666667,0.666666666667,1.8,0.918295834054,0,0.025364286464,2;1,0.333333333333,0.833333333333,1,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,supported_component
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,0.075,3,0,0,0,3,2,1,1,1,0.333333333333,0.666666666667,0.666666666667,1.8,0.918295834054,0,0.025364286464,2;1,0.333333333333,0.833333333333,0,1,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,supported_component
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,0.1,3,0,0,0,3,1,1,0,0,0,1,1,1,-0,0,0.065568976242,3,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,supported_component
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,manual,2t7WUuJeko7,0.125,3,0,0,0,3,1,1,0,0,0,1,1,1,-0,0,0.065568976242,3,0,1,0,0,1,0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_people,0,0,卧室,sleep,supported_component:2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,supported_component
