stage,worker_id_left,worker_id_right,shared_task_count,source_artifact,source_sha256
C1,14,21,0,post_block2_submission_master.csv,bound_after_materialization
C1,14,26,0,post_block2_submission_master.csv,bound_after_materialization
C1,14,27,12,post_block2_submission_master.csv,bound_after_materialization
C1,14,28,15,post_block2_submission_master.csv,bound_after_materialization
C1,14,29,15,post_block2_submission_master.csv,bound_after_materialization
C1,14,30,13,post_block2_submission_master.csv,bound_after_materialization
C1,14,31,17,post_block2_submission_master.csv,bound_after_materialization
C1,14,32,14,post_block2_submission_master.csv,bound_after_materialization
C1,14,33,12,post_block2_submission_master.csv,bound_after_materialization
C1,14,34,29,post_block2_submission_master.csv,bound_after_materialization
C1,14,35,21,post_block2_submission_master.csv,bound_after_materialization
C1,14,36,13,post_block2_submission_master.csv,bound_after_materialization
C1,14,37,12,post_block2_submission_master.csv,bound_after_materialization
C1,14,6,18,post_block2_submission_master.csv,bound_after_materialization
C1,14,8,13,post_block2_submission_master.csv,bound_after_materialization
C1,15,17,12,post_block2_submission_master.csv,bound_after_materialization
C1,15,18,12,post_block2_submission_master.csv,bound_after_materialization
C1,15,19,0,post_block2_submission_master.csv,bound_after_materialization
C1,15,2,18,post_block2_submission_master.csv,bound_after_materialization
C1,15,21,0,post_block2_submission_master.csv,bound_after_materialization
C1,15,26,0,post_block2_submission_master.csv,bound_after_materialization
C1,15,27,14,post_block2_submission_master.csv,bound_after_materialization
C1,15,28,15,post_block2_submission_master.csv,bound_after_materialization
C1,15,29,14,post_block2_submission_master.csv,bound_after_materialization
C1,15,30,14,post_block2_submission_master.csv,bound_after_materialization
C1,15,31,15,post_block2_submission_master.csv,bound_after_materialization
C1,15,32,17,post_block2_submission_master.csv,bound_after_materialization
C1,15,33,18,post_block2_submission_master.csv,bound_after_materialization
C1,15,34,23,post_block2_submission_master.csv,bound_after_materialization
C1,15,35,14,post_block2_submission_master.csv,bound_after_materialization
C1,15,36,15,post_block2_submission_master.csv,bound_after_materialization
C1,15,37,24,post_block2_submission_master.csv,bound_after_materialization
C1,15,6,12,post_block2_submission_master.csv,bound_after_materialization
C1,15,8,15,post_block2_submission_master.csv,bound_after_materialization
C1,17,18,18,post_block2_submission_master.csv,bound_after_materialization
C1,17,19,0,post_block2_submission_master.csv,bound_after_materialization
C1,17,2,14,post_block2_submission_master.csv,bound_after_materialization
C1,17,21,0,post_block2_submission_master.csv,bound_after_materialization
C1,17,26,0,post_block2_submission_master.csv,bound_after_materialization
C1,17,27,12,post_block2_submission_master.csv,bound_after_materialization
C1,17,28,16,post_block2_submission_master.csv,bound_after_materialization
C1,17,29,13,post_block2_submission_master.csv,bound_after_materialization
C1,17,30,14,post_block2_submission_master.csv,bound_after_materialization
C1,17,31,22,post_block2_submission_master.csv,bound_after_materialization
C1,17,32,18,post_block2_submission_master.csv,bound_after_materialization
C1,17,33,16,post_block2_submission_master.csv,bound_after_materialization
C1,17,34,17,post_block2_submission_master.csv,bound_after_materialization
C1,17,35,12,post_block2_submission_master.csv,bound_after_materialization
C1,17,36,13,post_block2_submission_master.csv,bound_after_materialization
C1,17,37,12,post_block2_submission_master.csv,bound_after_materialization
C1,17,6,24,post_block2_submission_master.csv,bound_after_materialization
C1,17,8,25,post_block2_submission_master.csv,bound_after_materialization
C1,18,19,0,post_block2_submission_master.csv,bound_after_materialization
C1,18,2,12,post_block2_submission_master.csv,bound_after_materialization
C1,18,21,0,post_block2_submission_master.csv,bound_after_materialization
C1,18,26,0,post_block2_submission_master.csv,bound_after_materialization
C1,18,27,12,post_block2_submission_master.csv,bound_after_materialization
C1,18,28,14,post_block2_submission_master.csv,bound_after_materialization
C1,18,29,13,post_block2_submission_master.csv,bound_after_materialization
C1,18,30,13,post_block2_submission_master.csv,bound_after_materialization
C1,18,31,17,post_block2_submission_master.csv,bound_after_materialization
C1,18,32,14,post_block2_submission_master.csv,bound_after_materialization
C1,18,33,12,post_block2_submission_master.csv,bound_after_materialization
C1,18,34,28,post_block2_submission_master.csv,bound_after_materialization
C1,18,35,19,post_block2_submission_master.csv,bound_after_materialization
C1,18,36,12,post_block2_submission_master.csv,bound_after_materialization
C1,18,37,12,post_block2_submission_master.csv,bound_after_materialization
C1,18,6,20,post_block2_submission_master.csv,bound_after_materialization
C1,18,8,15,post_block2_submission_master.csv,bound_after_materialization
C1,19,2,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,21,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,26,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,27,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,28,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,29,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,30,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,31,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,32,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,33,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,34,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,35,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,36,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,37,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,6,0,post_block2_submission_master.csv,bound_after_materialization
C1,19,8,0,post_block2_submission_master.csv,bound_after_materialization
C1,2,21,0,post_block2_submission_master.csv,bound_after_materialization
C1,2,26,0,post_block2_submission_master.csv,bound_after_materialization
C1,2,27,14,post_block2_submission_master.csv,bound_after_materialization
C1,2,28,14,post_block2_submission_master.csv,bound_after_materialization
C1,2,29,15,post_block2_submission_master.csv,bound_after_materialization
C1,2,30,17,post_block2_submission_master.csv,bound_after_materialization
C1,2,31,12,post_block2_submission_master.csv,bound_after_materialization
C1,2,32,16,post_block2_submission_master.csv,bound_after_materialization
C1,2,33,13,post_block2_submission_master.csv,bound_after_materialization
C1,2,34,25,post_block2_submission_master.csv,bound_after_materialization
C1,2,35,13,post_block2_submission_master.csv,bound_after_materialization
C1,2,36,15,post_block2_submission_master.csv,bound_after_materialization
C1,2,37,22,post_block2_submission_master.csv,bound_after_materialization
C1,2,6,12,post_block2_submission_master.csv,bound_after_materialization
C1,2,8,13,post_block2_submission_master.csv,bound_after_materialization
C1,21,26,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,27,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,28,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,29,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,30,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,31,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,32,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,33,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,34,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,35,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,36,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,37,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,6,0,post_block2_submission_master.csv,bound_after_materialization
C1,21,8,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,27,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,28,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,29,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,30,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,31,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,32,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,33,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,34,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,35,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,36,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,37,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,6,0,post_block2_submission_master.csv,bound_after_materialization
C1,26,8,0,post_block2_submission_master.csv,bound_after_materialization
C1,27,28,22,post_block2_submission_master.csv,bound_after_materialization
C1,27,29,21,post_block2_submission_master.csv,bound_after_materialization
C1,27,30,23,post_block2_submission_master.csv,bound_after_materialization
C1,27,31,15,post_block2_submission_master.csv,bound_after_materialization
C1,27,32,13,post_block2_submission_master.csv,bound_after_materialization
C1,27,33,13,post_block2_submission_master.csv,bound_after_materialization
C1,27,34,14,post_block2_submission_master.csv,bound_after_materialization
C1,27,35,17,post_block2_submission_master.csv,bound_after_materialization
C1,27,36,22,post_block2_submission_master.csv,bound_after_materialization
C1,27,37,15,post_block2_submission_master.csv,bound_after_materialization
C1,27,6,13,post_block2_submission_master.csv,bound_after_materialization
C1,27,8,13,post_block2_submission_master.csv,bound_after_materialization
C1,28,29,24,post_block2_submission_master.csv,bound_after_materialization
C1,28,30,18,post_block2_submission_master.csv,bound_after_materialization
C1,28,31,14,post_block2_submission_master.csv,bound_after_materialization
C1,28,32,13,post_block2_submission_master.csv,bound_after_materialization
C1,28,33,12,post_block2_submission_master.csv,bound_after_materialization
C1,28,34,16,post_block2_submission_master.csv,bound_after_materialization
C1,28,35,18,post_block2_submission_master.csv,bound_after_materialization
C1,28,36,24,post_block2_submission_master.csv,bound_after_materialization
C1,28,37,13,post_block2_submission_master.csv,bound_after_materialization
C1,28,6,14,post_block2_submission_master.csv,bound_after_materialization
C1,28,8,12,post_block2_submission_master.csv,bound_after_materialization
C1,29,30,15,post_block2_submission_master.csv,bound_after_materialization
C1,29,31,14,post_block2_submission_master.csv,bound_after_materialization
C1,29,32,14,post_block2_submission_master.csv,bound_after_materialization
C1,29,33,13,post_block2_submission_master.csv,bound_after_materialization
C1,29,34,16,post_block2_submission_master.csv,bound_after_materialization
C1,29,35,22,post_block2_submission_master.csv,bound_after_materialization
C1,29,36,23,post_block2_submission_master.csv,bound_after_materialization
C1,29,37,13,post_block2_submission_master.csv,bound_after_materialization
C1,29,6,13,post_block2_submission_master.csv,bound_after_materialization
C1,29,8,13,post_block2_submission_master.csv,bound_after_materialization
C1,30,31,16,post_block2_submission_master.csv,bound_after_materialization
C1,30,32,18,post_block2_submission_master.csv,bound_after_materialization
C1,30,33,15,post_block2_submission_master.csv,bound_after_materialization
C1,30,34,14,post_block2_submission_master.csv,bound_after_materialization
C1,30,35,15,post_block2_submission_master.csv,bound_after_materialization
C1,30,36,16,post_block2_submission_master.csv,bound_after_materialization
C1,30,37,12,post_block2_submission_master.csv,bound_after_materialization
C1,30,6,14,post_block2_submission_master.csv,bound_after_materialization
C1,30,8,14,post_block2_submission_master.csv,bound_after_materialization
C1,31,32,25,post_block2_submission_master.csv,bound_after_materialization
C1,31,33,22,post_block2_submission_master.csv,bound_after_materialization
C1,31,34,17,post_block2_submission_master.csv,bound_after_materialization
C1,31,35,16,post_block2_submission_master.csv,bound_after_materialization
C1,31,36,17,post_block2_submission_master.csv,bound_after_materialization
C1,31,37,14,post_block2_submission_master.csv,bound_after_materialization
C1,31,6,19,post_block2_submission_master.csv,bound_after_materialization
C1,31,8,25,post_block2_submission_master.csv,bound_after_materialization
C1,32,33,22,post_block2_submission_master.csv,bound_after_materialization
C1,32,34,17,post_block2_submission_master.csv,bound_after_materialization
C1,32,35,12,post_block2_submission_master.csv,bound_after_materialization
C1,32,36,12,post_block2_submission_master.csv,bound_after_materialization
C1,32,37,17,post_block2_submission_master.csv,bound_after_materialization
C1,32,6,15,post_block2_submission_master.csv,bound_after_materialization
C1,32,8,20,post_block2_submission_master.csv,bound_after_materialization
C1,33,34,18,post_block2_submission_master.csv,bound_after_materialization
C1,33,35,14,post_block2_submission_master.csv,bound_after_materialization
C1,33,36,15,post_block2_submission_master.csv,bound_after_materialization
C1,33,37,19,post_block2_submission_master.csv,bound_after_materialization
C1,33,6,16,post_block2_submission_master.csv,bound_after_materialization
C1,33,8,17,post_block2_submission_master.csv,bound_after_materialization
C1,34,35,21,post_block2_submission_master.csv,bound_after_materialization
C1,34,36,13,post_block2_submission_master.csv,bound_after_materialization
C1,34,37,29,post_block2_submission_master.csv,bound_after_materialization
C1,34,6,20,post_block2_submission_master.csv,bound_after_materialization
C1,34,8,15,post_block2_submission_master.csv,bound_after_materialization
C1,35,36,16,post_block2_submission_master.csv,bound_after_materialization
C1,35,37,12,post_block2_submission_master.csv,bound_after_materialization
C1,35,6,13,post_block2_submission_master.csv,bound_after_materialization
C1,35,8,15,post_block2_submission_master.csv,bound_after_materialization
C1,36,37,13,post_block2_submission_master.csv,bound_after_materialization
C1,36,6,15,post_block2_submission_master.csv,bound_after_materialization
C1,36,8,12,post_block2_submission_master.csv,bound_after_materialization
C1,37,6,12,post_block2_submission_master.csv,bound_after_materialization
C1,37,8,14,post_block2_submission_master.csv,bound_after_materialization
C1,6,8,20,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,10,8,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,11,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,12,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,13,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,14,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,15,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,17,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,18,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,19,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,2,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,21,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,28,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,29,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,30,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,31,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,32,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,33,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,34,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,35,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,36,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,37,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,6,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,1,8,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,11,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,12,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,13,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,14,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,15,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,17,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,18,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,19,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,2,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,21,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,28,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,29,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,30,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,31,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,32,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,33,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,34,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,35,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,36,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,37,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,6,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,10,8,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,12,8,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,13,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,14,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,15,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,17,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,18,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,19,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,2,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,21,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,28,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,29,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,30,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,31,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,32,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,33,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,34,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,35,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,36,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,37,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,6,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,11,8,5,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,13,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,14,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,15,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,17,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,18,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,19,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,2,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,21,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,28,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,29,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,30,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,31,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,32,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,33,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,34,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,35,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,36,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,37,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,6,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,12,8,5,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,14,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,15,8,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,17,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,18,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,19,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,2,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,21,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,28,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,29,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,30,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,31,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,32,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,33,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,34,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,35,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,36,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,37,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,6,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,13,8,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,15,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,17,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,18,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,19,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,2,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,21,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,28,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,29,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,30,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,31,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,32,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,33,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,34,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,35,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,36,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,37,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,6,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,14,8,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,17,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,18,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,19,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,2,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,21,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,28,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,29,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,30,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,31,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,32,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,33,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,34,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,35,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,36,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,37,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,6,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,15,8,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,18,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,19,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,2,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,21,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,28,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,29,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,30,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,31,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,32,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,33,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,34,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,35,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,36,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,37,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,6,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,17,8,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,19,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,2,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,21,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,28,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,29,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,30,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,31,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,32,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,33,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,34,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,35,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,36,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,37,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,6,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,18,8,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,2,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,21,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,28,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,29,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,30,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,31,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,32,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,33,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,34,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,35,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,36,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,37,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,6,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,19,8,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,21,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,28,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,29,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,30,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,31,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,32,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,33,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,34,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,35,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,36,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,37,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,6,5,post_block2_submission_master.csv,bound_after_materialization
C2-B,2,8,4,post_block2_submission_master.csv,bound_after_materialization
C2-B,21,26,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,21,27,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,21,28,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,21,29,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,21,30,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,21,31,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,21,32,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,21,33,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,21,34,0,post_block2_submission_master.csv,bound_after_materialization
C2-B,21,35,0,post_block2_submission_master.csv,bound_after_materialization
