analysis_kind,population_or_scenario,base_task_id,building_id,stage,reference_regime,k_total,n_A,n_B,available_population_n,available_A_n,available_B_n,sampling_method,samples_or_replicates,resolved_rate,supported_multimodal_rate,not_evaluable_rate,resolved_only_quality,delivery_adjusted_quality,pooled_full_output_recovery_rate,pooled_full_target_resolved,mechanical_population_full_roster_endpoint
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,public_frozen_GT,6,,,11,,,exact_all_worker_subsets_without_replacement,462,0.5,0.5,0.0,0.8836252011167296,0.4418126005583648,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,public_frozen_GT,3,,,5,,,exact_all_worker_subsets_without_replacement,10,0.3,0.0,0.7,0.86386186506923,0.259158559520769,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,public_frozen_GT,4,,,5,,,exact_all_worker_subsets_without_replacement,5,0.6,0.0,0.4,0.86386186506923,0.518317119041538,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,public_frozen_GT,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.86386186506923,0.86386186506923,,False,True
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,6,,,exact_all_worker_subsets_without_replacement,20,0.8,0.0,0.2,0.923838841875,0.7390710735,,False,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,6,,,exact_all_worker_subsets_without_replacement,15,1.0,0.0,0.0,0.93072764,0.93072764,,False,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,expert_hard_single_reference,5,,,6,,,exact_all_worker_subsets_without_replacement,6,1.0,0.0,0.0,0.940974145,0.940974145,,False,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,expert_hard_single_reference,6,,,6,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.94928172,0.94928172,,False,True
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,10,,,exact_all_worker_subsets_without_replacement,120,0.9333333333333333,0.0,0.06666666666666667,0.8952940827678572,0.8356078105833333,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,10,,,exact_all_worker_subsets_without_replacement,210,1.0,0.0,0.0,0.8989953190952381,0.8989953190952381,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,expert_hard_single_reference,5,,,10,,,exact_all_worker_subsets_without_replacement,252,1.0,0.0,0.0,0.9016057740873016,0.9016057740873016,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,expert_hard_single_reference,6,,,10,,,exact_all_worker_subsets_without_replacement,210,1.0,0.0,0.0,0.9033824608571429,0.9033824608571429,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,4,,,exact_all_worker_subsets_without_replacement,4,1.0,0.0,0.0,0.8856251675,0.8856251675,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,4,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.88754147,0.88754147,,False,True
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,public_frozen_GT,3,,,9,,,exact_all_worker_subsets_without_replacement,84,0.5714285714285714,0.0,0.42857142857142855,0.9133133516665526,0.5218933438094586,,False,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,public_frozen_GT,4,,,9,,,exact_all_worker_subsets_without_replacement,126,0.7698412698412699,0.10317460317460317,0.12698412698412698,0.9152419472915749,0.7045910229149426,,False,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,public_frozen_GT,5,,,9,,,exact_all_worker_subsets_without_replacement,126,0.6111111111111112,0.3888888888888889,0.0,0.9313118768540865,0.569135035855275,,False,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,public_frozen_GT,6,,,9,,,exact_all_worker_subsets_without_replacement,84,0.2857142857142857,0.7142857142857143,0.0,0.9740062446788037,0.2782874984796582,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,public_frozen_GT,3,,,11,,,exact_all_worker_subsets_without_replacement,165,0.3151515151515151,0.0,0.6848484848484848,0.8719668058834077,0.27480166003598305,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,public_frozen_GT,4,,,11,,,exact_all_worker_subsets_without_replacement,330,0.5333333333333333,0.03636363636363636,0.4303030303030303,0.871246660351007,0.46466488552053703,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,public_frozen_GT,5,,,11,,,exact_all_worker_subsets_without_replacement,462,0.6320346320346321,0.16883116883116883,0.19913419913419914,0.8708933717059327,0.5504347717275593,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,public_frozen_GT,6,,,11,,,exact_all_worker_subsets_without_replacement,462,0.5238095238095238,0.42424242424242425,0.05194805194805195,0.8710847032678831,0.4562824636165102,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,public_frozen_GT,3,,,5,,,exact_all_worker_subsets_without_replacement,10,0.3,0.0,0.7,0.8965298437119223,0.2689589531135767,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,public_frozen_GT,4,,,5,,,exact_all_worker_subsets_without_replacement,5,0.6,0.0,0.4,0.8965298437119223,0.5379179062271534,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,public_frozen_GT,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.8965298437119223,0.8965298437119223,,False,True
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,public_frozen_GT,3,,,9,,,exact_all_worker_subsets_without_replacement,84,0.5714285714285714,0.0,0.42857142857142855,0.9383586170878225,0.5362049240501843,,False,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,public_frozen_GT,4,,,9,,,exact_all_worker_subsets_without_replacement,126,0.7698412698412699,0.10317460317460317,0.12698412698412698,0.9346201038866192,0.7195091275952544,,False,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,public_frozen_GT,5,,,9,,,exact_all_worker_subsets_without_replacement,126,0.6111111111111112,0.3888888888888889,0.0,0.9344024739987193,0.5710237341103285,,False,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,public_frozen_GT,6,,,9,,,exact_all_worker_subsets_without_replacement,84,0.2857142857142857,0.7142857142857143,0.0,0.9387246729284003,0.2682070494081144,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,public_frozen_GT,3,,,10,,,exact_all_worker_subsets_without_replacement,120,0.55,0.0,0.45,0.8250338534604031,0.4537686194032217,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,public_frozen_GT,4,,,10,,,exact_all_worker_subsets_without_replacement,210,0.7428571428571429,0.12857142857142856,0.12857142857142856,0.828639160112624,0.6155605189408063,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,public_frozen_GT,5,,,10,,,exact_all_worker_subsets_without_replacement,252,0.5,0.5,0.0,0.8376372783958977,0.41881863919794887,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,public_frozen_GT,6,,,10,,,exact_all_worker_subsets_without_replacement,210,0.12857142857142856,0.8714285714285714,0.0,0.8636318423253553,0.11103837972754568,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,public_frozen_GT,3,,,5,,,exact_all_worker_subsets_without_replacement,10,0.6,0.0,0.4,0.7948614136723096,0.47691684820338576,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,public_frozen_GT,4,,,5,,,exact_all_worker_subsets_without_replacement,5,0.8,0.2,0.0,0.7948614136723096,0.6358891309378477,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,public_frozen_GT,5,,,5,,,exact_all_worker_subsets_without_replacement,1,0.0,1.0,0.0,,0.0,,False,True
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,7,,,exact_all_worker_subsets_without_replacement,35,1.0,0.0,0.0,0.9487134717142857,0.9487134717142857,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,7,,,exact_all_worker_subsets_without_replacement,35,1.0,0.0,0.0,0.9523886094285714,0.9523886094285714,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,expert_hard_single_reference,5,,,7,,,exact_all_worker_subsets_without_replacement,21,1.0,0.0,0.0,0.9522282219047619,0.9522282219047619,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,expert_hard_single_reference,6,,,7,,,exact_all_worker_subsets_without_replacement,7,1.0,0.0,0.0,0.9514379657142857,0.9514379657142857,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,10,,,exact_all_worker_subsets_without_replacement,120,0.9333333333333333,0.0,0.06666666666666667,0.9308683198214286,0.8688104318333333,0.9333333333333333,True,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,10,,,exact_all_worker_subsets_without_replacement,210,1.0,0.0,0.0,0.9344121560952381,0.9344121560952381,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,expert_hard_single_reference,5,,,10,,,exact_all_worker_subsets_without_replacement,252,1.0,0.0,0.0,0.9383045776190476,0.9383045776190476,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,expert_hard_single_reference,6,,,10,,,exact_all_worker_subsets_without_replacement,210,1.0,0.0,0.0,0.9416422306190476,0.9416422306190476,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,5,,,exact_all_worker_subsets_without_replacement,10,0.7,0.0,0.3,0.9199490657142857,0.643964346,0.7,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,5,,,exact_all_worker_subsets_without_replacement,5,1.0,0.0,0.0,0.915845526,0.915845526,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,expert_hard_single_reference,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.9062706,0.9062706,1.0,True,True
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,5,,,exact_all_worker_subsets_without_replacement,10,1.0,0.0,0.0,0.8794613579999999,0.8794613579999999,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,5,,,exact_all_worker_subsets_without_replacement,5,1.0,0.0,0.0,0.871113246,0.871113246,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,expert_hard_single_reference,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.87059068,0.87059068,1.0,True,True
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,9,,,exact_all_worker_subsets_without_replacement,84,1.0,0.0,0.0,0.8836313323809524,0.8836313323809524,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,9,,,exact_all_worker_subsets_without_replacement,126,1.0,0.0,0.0,0.8857575581746032,0.8857575581746032,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,expert_hard_single_reference,5,,,9,,,exact_all_worker_subsets_without_replacement,126,1.0,0.0,0.0,0.8879244792857143,0.8879244792857143,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,expert_hard_single_reference,6,,,9,,,exact_all_worker_subsets_without_replacement,84,1.0,0.0,0.0,0.8848169003571429,0.8848169003571429,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,5,,,exact_all_worker_subsets_without_replacement,10,1.0,0.0,0.0,0.879985743,0.879985743,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,5,,,exact_all_worker_subsets_without_replacement,5,1.0,0.0,0.0,0.87974324,0.87974324,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,expert_hard_single_reference,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.87734357,0.87734357,1.0,True,True
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,6,,,exact_all_worker_subsets_without_replacement,20,1.0,0.0,0.0,0.968988424,0.968988424,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,6,,,exact_all_worker_subsets_without_replacement,15,1.0,0.0,0.0,0.9758657000000001,0.9758657000000001,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,expert_hard_single_reference,5,,,6,,,exact_all_worker_subsets_without_replacement,6,1.0,0.0,0.0,0.9778088233333333,0.9778088233333333,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,expert_hard_single_reference,6,,,6,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.97626766,0.97626766,1.0,True,True
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,10,,,exact_all_worker_subsets_without_replacement,120,1.0,0.0,0.0,0.9544926400833333,0.9544926400833333,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,10,,,exact_all_worker_subsets_without_replacement,210,1.0,0.0,0.0,0.9610282344761905,0.9610282344761905,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,expert_hard_single_reference,5,,,10,,,exact_all_worker_subsets_without_replacement,252,1.0,0.0,0.0,0.9635839950396825,0.9635839950396825,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,expert_hard_single_reference,6,,,10,,,exact_all_worker_subsets_without_replacement,210,1.0,0.0,0.0,0.9653531098571428,0.9653531098571428,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,expert_hard_single_reference,3,,,5,,,exact_all_worker_subsets_without_replacement,10,1.0,0.0,0.0,0.924247044,0.924247044,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,expert_hard_single_reference,4,,,5,,,exact_all_worker_subsets_without_replacement,5,1.0,0.0,0.0,0.925596266,0.925596266,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,expert_hard_single_reference,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.91415429,0.91415429,1.0,True,True
subgroup_curve_exact,A_selective_corrector_u095,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,expert_hard_single_reference,3,,,6,,,exact_all_worker_subsets_without_replacement,20,1.0,0.0,0.0,0.977716771,0.977716771,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,expert_hard_single_reference,4,,,6,,,exact_all_worker_subsets_without_replacement,15,1.0,0.0,0.0,0.9800959446666666,0.9800959446666666,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,expert_hard_single_reference,5,,,6,,,exact_all_worker_subsets_without_replacement,6,1.0,0.0,0.0,0.9778766683333333,0.9778766683333333,1.0,True,False
subgroup_curve_exact,A_selective_corrector_u095,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,expert_hard_single_reference,6,,,6,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.9813386,0.9813386,1.0,True,True
subgroup_curve_exact,B_non_A_comparison_pool,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,expert_hard_single_reference,3,,,10,,,exact_all_worker_subsets_without_replacement,120,1.0,0.0,0.0,0.9626746496666667,0.9626746496666667,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,expert_hard_single_reference,4,,,10,,,exact_all_worker_subsets_without_replacement,210,1.0,0.0,0.0,0.9625747676190476,0.9625747676190476,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,expert_hard_single_reference,5,,,10,,,exact_all_worker_subsets_without_replacement,252,1.0,0.0,0.0,0.9623826159920635,0.9623826159920635,1.0,True,False
subgroup_curve_exact,B_non_A_comparison_pool,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,expert_hard_single_reference,6,,,10,,,exact_all_worker_subsets_without_replacement,210,1.0,0.0,0.0,0.9629380073809524,0.9629380073809524,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,expert_hard_single_reference,3,,,5,,,exact_all_worker_subsets_without_replacement,10,1.0,0.0,0.0,0.9564458849999999,0.9564458849999999,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,expert_hard_single_reference,4,,,5,,,exact_all_worker_subsets_without_replacement,5,1.0,0.0,0.0,0.951971068,0.951971068,1.0,True,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,expert_hard_single_reference,5,,,5,,,exact_all_worker_subsets_without_replacement,1,1.0,0.0,0.0,0.96133486,0.96133486,1.0,True,True
subgroup_curve_exact,A_selective_corrector_u095,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,public_frozen_GT,3,,,9,,,exact_all_worker_subsets_without_replacement,84,0.39285714285714285,0.0,0.6071428571428571,0.7657618196459643,0.30083500057520024,,False,False
subgroup_curve_exact,A_selective_corrector_u095,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,public_frozen_GT,4,,,9,,,exact_all_worker_subsets_without_replacement,126,0.626984126984127,0.05555555555555555,0.31746031746031744,0.7666535560238104,0.48067961052286523,,False,False
subgroup_curve_exact,A_selective_corrector_u095,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,public_frozen_GT,5,,,9,,,exact_all_worker_subsets_without_replacement,126,0.6587301587301587,0.24603174603174602,0.09523809523809523,0.7636399168191618,0.5030326436189717,,False,False
subgroup_curve_exact,A_selective_corrector_u095,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,public_frozen_GT,6,,,9,,,exact_all_worker_subsets_without_replacement,84,0.42857142857142855,0.5714285714285714,0.0,0.7525529745491188,0.3225227033781938,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,public_frozen_GT,3,,,11,,,exact_all_worker_subsets_without_replacement,165,0.3878787878787879,0.0,0.6121212121212121,0.7827481007331104,0.3036113845267822,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,public_frozen_GT,4,,,11,,,exact_all_worker_subsets_without_replacement,330,0.5727272727272728,0.05757575757575758,0.3696969696969697,0.7858898930058246,0.45010057508515405,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,public_frozen_GT,5,,,11,,,exact_all_worker_subsets_without_replacement,462,0.5692640692640693,0.21428571428571427,0.21645021645021645,0.7909342538749021,0.45025045188116725,,False,False
subgroup_curve_exact,B_non_A_comparison_pool,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,public_frozen_GT,6,,,11,,,exact_all_worker_subsets_without_replacement,462,0.4004329004329004,0.42207792207792205,0.1774891774891775,0.7988265051626299,0.3198764144049492,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,public_frozen_GT,3,,,5,,,exact_all_worker_subsets_without_replacement,10,0.6,0.0,0.4,0.7525966385971716,0.45155798315830303,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,public_frozen_GT,4,,,5,,,exact_all_worker_subsets_without_replacement,5,0.8,0.2,0.0,0.7525966385971716,0.6020773108777373,,False,False
subgroup_curve_exact,C_overmodifier_u095_sensitivity,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,public_frozen_GT,5,,,5,,,exact_all_worker_subsets_without_replacement,1,0.0,1.0,0.0,,0.0,,False,True
subgroup_curve_exact,A_selective_corrector_u095,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,P1,expert_hard_single_reference,3,,,7,,,exact_all_worker_subsets_without_replacement,35,1.0,0.0,0.0,0.9589038454285714,0.9589038454285714,1.0,True,False
