image_id,actual_workers,people,orders,unified_fraction,stable_multiple_fraction,undetermined_fraction
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W008;W013;W017;W028;W030;W031;W035;W036,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W002;W010;W015;W028;W029;W030;W034;W037,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W008;W013;W015;W030;W031;W032;W036;W037,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W001;W006;W011;W012;W013;W029;W031;W034,8,30,0.9666666666666667,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W002;W006;W011;W012;W028;W030;W031;W036,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W002;W010;W011;W012;W013;W017;W033;W034,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W002;W006;W008;W010;W011;W028;W033;W036,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W006;W008;W012;W013;W028;W031;W033;W036,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W001;W002;W029;W031;W032;W035;W036;W037,8,30,0.9666666666666667,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W006;W015;W017;W028;W030;W032;W033;W034,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W002;W008;W010;W011;W013;W031;W032;W036,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W002;W008;W010;W012;W017;W031;W032;W036,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W006;W013;W017;W028;W031;W032;W035;W037,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W013;W017;W028;W029;W030;W031;W034;W037,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W001;W008;W010;W013;W028;W032;W033;W037,8,30,0.0,0.0,1.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W006;W008;W011;W015;W029;W033;W034;W036,8,30,1.0,0.0,0.0
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,W006;W011;W012;W013;W017;W028;W031;W033,8,30,1.0,0.0,0.0
