schema_version,active_session_id,raw_source_collections,raw_event_stages,stage,block_index,project_id,runtime_task_id,annotator_id,session_id,event_count,event_fragment_sum_audit_seconds,session_grouping,primary_active_time_status
uncertainty_substrate_v1,|||,P1,OUT_OF_SCOPE,OUT_OF_SCOPE,0,,,,,4,0,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3068|13|1779629913628-c3578af79b8678,P1,P1,P1,0,28,3068,13,1779629913628-c3578af79b8678,3,99,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3068|15|1780299712894-5c9d4b6f3c8748,P1,P1,P1,0,28,3068,15,1780299712894-5c9d4b6f3c8748,2,62,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3068|15|1780305664396-ee3d4daa00436,P1,P1,P1,0,28,3068,15,1780305664396-ee3d4daa00436,4,170,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3068|17|1779355285941-c430c3a6add3e8,P1,P1,P1,0,28,3068,17,1779355285941-c430c3a6add3e8,5,228,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3068|18|1782786852260-3fd887da485738,P1,P1,P1,0,28,3068,18,1782786852260-3fd887da485738,3,68,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3068|19|1782564295485-7ee7e18504d958,P1,P1,P1,0,28,3068,19,1782564295485-7ee7e18504d958,3,28,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3068|2|1782741317604-c7e70e3a0f3c2,P1,P1,P1,0,28,3068,2,1782741317604-c7e70e3a0f3c2,7,208,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3068|21|1780584429316-854db956664b88,P1,P1,P1,0,28,3068,21,1780584429316-854db956664b88,2,27,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3068|6|1779353129956-830c050e9588e,P1,P1,P1,0,28,3068,6,1779353129956-830c050e9588e,3,48,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3068|8|1781253518095-3564995c08794,P1,P1,P1,0,28,3068,8,1781253518095-3564995c08794,6,476,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|1|1782787886183-6211dd23ee3018,P1,P1,P1,0,28,3069,1,1782787886183-6211dd23ee3018,2,58,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|10|1779346785042-5c139b9222add8,P1,P1,P1,0,28,3069,10,1779346785042-5c139b9222add8,2,56,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|11|1780238313429-6915d4e8c220d8,P1,P1,P1,0,28,3069,11,1780238313429-6915d4e8c220d8,4,271,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|13|1779629913628-c3578af79b8678,P1,P1,P1,0,28,3069,13,1779629913628-c3578af79b8678,3,58,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|15|1780299712894-5c9d4b6f3c8748,P1,P1,P1,0,28,3069,15,1780299712894-5c9d4b6f3c8748,5,147,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|15|1780305664396-ee3d4daa00436,P1,P1,P1,0,28,3069,15,1780305664396-ee3d4daa00436,5,218,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|17|1779355285941-c430c3a6add3e8,P1,P1,P1,0,28,3069,17,1779355285941-c430c3a6add3e8,9,1070,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|18|1782786852260-3fd887da485738,P1,P1,P1,0,28,3069,18,1782786852260-3fd887da485738,3,67,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|19|1782564295485-7ee7e18504d958,P1,P1,P1,0,28,3069,19,1782564295485-7ee7e18504d958,1,21,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|2|1782741317604-c7e70e3a0f3c2,P1,P1,P1,0,28,3069,2,1782741317604-c7e70e3a0f3c2,9,79,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|21|1780584429316-854db956664b88,P1,P1,P1,0,28,3069,21,1780584429316-854db956664b88,4,70,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|6|1779353129956-830c050e9588e,P1,P1,P1,0,28,3069,6,1779353129956-830c050e9588e,7,503,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3069|8|1781253518095-3564995c08794,P1,P1,P1,0,28,3069,8,1781253518095-3564995c08794,5,264,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|1|1782787886183-6211dd23ee3018,P1,P1,P1,0,28,3070,1,1782787886183-6211dd23ee3018,1,45,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|10|1779346785042-5c139b9222add8,P1,P1,P1,0,28,3070,10,1779346785042-5c139b9222add8,3,115,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|11|1780238313429-6915d4e8c220d8,P1,P1,P1,0,28,3070,11,1780238313429-6915d4e8c220d8,4,112,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|13|1779629913628-c3578af79b8678,P1,P1,P1,0,28,3070,13,1779629913628-c3578af79b8678,2,9,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|15|1780299712894-5c9d4b6f3c8748,P1,P1,P1,0,28,3070,15,1780299712894-5c9d4b6f3c8748,2,14,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|15|1780305664396-ee3d4daa00436,P1,P1,P1,0,28,3070,15,1780305664396-ee3d4daa00436,2,4,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|17|1779355285941-c430c3a6add3e8,P1,P1,P1,0,28,3070,17,1779355285941-c430c3a6add3e8,4,71,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|18|1782786852260-3fd887da485738,P1,P1,P1,0,28,3070,18,1782786852260-3fd887da485738,2,71,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|19|1782564295485-7ee7e18504d958,P1,P1,P1,0,28,3070,19,1782564295485-7ee7e18504d958,3,26,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|2|1782741317604-c7e70e3a0f3c2,P1,P1,P1,0,28,3070,2,1782741317604-c7e70e3a0f3c2,11,111,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|21|1780584429316-854db956664b88,P1,P1,P1,0,28,3070,21,1780584429316-854db956664b88,2,15,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|6|1779353129956-830c050e9588e,P1,P1,P1,0,28,3070,6,1779353129956-830c050e9588e,3,16,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3070|8|1781253518095-3564995c08794,P1,P1,P1,0,28,3070,8,1781253518095-3564995c08794,6,300,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|1|1782787886183-6211dd23ee3018,P1,P1,P1,0,28,3071,1,1782787886183-6211dd23ee3018,3,50,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|10|1779346785042-5c139b9222add8,P1,P1,P1,0,28,3071,10,1779346785042-5c139b9222add8,2,53,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|11|1780238313429-6915d4e8c220d8,P1,P1,P1,0,28,3071,11,1780238313429-6915d4e8c220d8,4,119,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|13|1779629913628-c3578af79b8678,P1,P1,P1,0,28,3071,13,1779629913628-c3578af79b8678,1,8,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|15|1780299712894-5c9d4b6f3c8748,P1,P1,P1,0,28,3071,15,1780299712894-5c9d4b6f3c8748,1,8,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|15|1780305664396-ee3d4daa00436,P1,P1,P1,0,28,3071,15,1780305664396-ee3d4daa00436,2,6,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|17|1779355285941-c430c3a6add3e8,P1,P1,P1,0,28,3071,17,1779355285941-c430c3a6add3e8,4,49,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|18|1782786852260-3fd887da485738,P1,P1,P1,0,28,3071,18,1782786852260-3fd887da485738,1,43,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|19|1782564295485-7ee7e18504d958,P1,P1,P1,0,28,3071,19,1782564295485-7ee7e18504d958,9,46,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|2|1782741317604-c7e70e3a0f3c2,P1,P1,P1,0,28,3071,2,1782741317604-c7e70e3a0f3c2,4,37,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|21|1780584429316-854db956664b88,P1,P1,P1,0,28,3071,21,1780584429316-854db956664b88,6,31,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|6|1779353129956-830c050e9588e,P1,P1,P1,0,28,3071,6,1779353129956-830c050e9588e,3,40,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3071|8|1781253518095-3564995c08794,P1,P1,P1,0,28,3071,8,1781253518095-3564995c08794,4,139,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|1|1782787886183-6211dd23ee3018,P1,P1,P1,0,28,3072,1,1782787886183-6211dd23ee3018,3,48,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|10|1779346785042-5c139b9222add8,P1,P1,P1,0,28,3072,10,1779346785042-5c139b9222add8,3,101,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|11|1780238313429-6915d4e8c220d8,P1,P1,P1,0,28,3072,11,1780238313429-6915d4e8c220d8,3,87,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|13|1779629913628-c3578af79b8678,P1,P1,P1,0,28,3072,13,1779629913628-c3578af79b8678,3,120,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|15|1780299712894-5c9d4b6f3c8748,P1,P1,P1,0,28,3072,15,1780299712894-5c9d4b6f3c8748,3,20,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|15|1780305664396-ee3d4daa00436,P1,P1,P1,0,28,3072,15,1780305664396-ee3d4daa00436,2,7,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|17|1779172450469-2a665f236b402,P1,P1,P1,0,28,3072,17,1779172450469-2a665f236b402,1,2,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|17|1779355285941-c430c3a6add3e8,P1,P1,P1,0,28,3072,17,1779355285941-c430c3a6add3e8,5,176,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|18|1782786852260-3fd887da485738,P1,P1,P1,0,28,3072,18,1782786852260-3fd887da485738,3,54,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|19|1782564295485-7ee7e18504d958,P1,P1,P1,0,28,3072,19,1782564295485-7ee7e18504d958,4,108,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|2|1782741317604-c7e70e3a0f3c2,P1,P1,P1,0,28,3072,2,1782741317604-c7e70e3a0f3c2,9,64,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|21|1780584429316-854db956664b88,P1,P1,P1,0,28,3072,21,1780584429316-854db956664b88,2,16,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|6|1779353129956-830c050e9588e,P1,P1,P1,0,28,3072,6,1779353129956-830c050e9588e,8,701,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3072|8|1781253518095-3564995c08794,P1,P1,P1,0,28,3072,8,1781253518095-3564995c08794,5,335,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|1|1782787886183-6211dd23ee3018,P1,P1,P1,0,28,3073,1,1782787886183-6211dd23ee3018,2,58,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|10|1779346785042-5c139b9222add8,P1,P1,P1,0,28,3073,10,1779346785042-5c139b9222add8,3,136,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|11|1780238313429-6915d4e8c220d8,P1,P1,P1,0,28,3073,11,1780238313429-6915d4e8c220d8,5,321,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|13|1779629913628-c3578af79b8678,P1,P1,P1,0,28,3073,13,1779629913628-c3578af79b8678,2,19,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|13|1781169983396-8ea14c1594538,P1,P1,P1,0,28,3073,13,1781169983396-8ea14c1594538,1,1,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|15|1780305664396-ee3d4daa00436,P1,P1,P1,0,28,3073,15,1780305664396-ee3d4daa00436,9,305,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|17|1779355285941-c430c3a6add3e8,P1,P1,P1,0,28,3073,17,1779355285941-c430c3a6add3e8,5,236,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|18|1782786852260-3fd887da485738,P1,P1,P1,0,28,3073,18,1782786852260-3fd887da485738,2,74,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|19|1782564295485-7ee7e18504d958,P1,P1,P1,0,28,3073,19,1782564295485-7ee7e18504d958,2,22,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|2|1782741317604-c7e70e3a0f3c2,P1,P1,P1,0,28,3073,2,1782741317604-c7e70e3a0f3c2,5,74,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|21|1780584429316-854db956664b88,P1,P1,P1,0,28,3073,21,1780584429316-854db956664b88,3,63,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|6|1779353129956-830c050e9588e,P1,P1,P1,0,28,3073,6,1779353129956-830c050e9588e,4,93,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3073|8|1781253518095-3564995c08794,P1,P1,P1,0,28,3073,8,1781253518095-3564995c08794,8,751,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|1|1782787886183-6211dd23ee3018,P1,P1,P1,0,28,3074,1,1782787886183-6211dd23ee3018,4,141,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|10|1779346785042-5c139b9222add8,P1,P1,P1,0,28,3074,10,1779346785042-5c139b9222add8,5,378,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|11|1780238313429-6915d4e8c220d8,P1,P1,P1,0,28,3074,11,1780238313429-6915d4e8c220d8,7,590,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|13|1779629913628-c3578af79b8678,P1,P1,P1,0,28,3074,13,1779629913628-c3578af79b8678,9,1076,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|15|1780305664396-ee3d4daa00436,P1,P1,P1,0,28,3074,15,1780305664396-ee3d4daa00436,19,4671,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|17|1779355285941-c430c3a6add3e8,P1,P1,P1,0,28,3074,17,1779355285941-c430c3a6add3e8,10,1152,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|18|1782786852260-3fd887da485738,P1,P1,P1,0,28,3074,18,1782786852260-3fd887da485738,2,101,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|19|1782564295485-7ee7e18504d958,P1,P1,P1,0,28,3074,19,1782564295485-7ee7e18504d958,2,26,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|2|1781663921883-95c7f3b1857e5,P1,P1,P1,0,28,3074,2,1781663921883-95c7f3b1857e5,6,39,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|2|1782741317604-c7e70e3a0f3c2,P1,P1,P1,0,28,3074,2,1782741317604-c7e70e3a0f3c2,45,279,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|21|1780584429316-854db956664b88,P1,P1,P1,0,28,3074,21,1780584429316-854db956664b88,3,43,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|6|1779353129956-830c050e9588e,P1,P1,P1,0,28,3074,6,1779353129956-830c050e9588e,15,3055,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3074|8|1781253518095-3564995c08794,P1,P1,P1,0,28,3074,8,1781253518095-3564995c08794,16,3338,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|1|1782787886183-6211dd23ee3018,P1,P1,P1,0,28,3075,1,1782787886183-6211dd23ee3018,4,110,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|10|1779346785042-5c139b9222add8,P1,P1,P1,0,28,3075,10,1779346785042-5c139b9222add8,2,59,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|11|1780238313429-6915d4e8c220d8,P1,P1,P1,0,28,3075,11,1780238313429-6915d4e8c220d8,3,76,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|13|1779629913628-c3578af79b8678,P1,P1,P1,0,28,3075,13,1779629913628-c3578af79b8678,2,47,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|15|1780305664396-ee3d4daa00436,P1,P1,P1,0,28,3075,15,1780305664396-ee3d4daa00436,4,175,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|17|1779355285941-c430c3a6add3e8,P1,P1,P1,0,28,3075,17,1779355285941-c430c3a6add3e8,5,189,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|18|1782786852260-3fd887da485738,P1,P1,P1,0,28,3075,18,1782786852260-3fd887da485738,1,49,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|19|1782564295485-7ee7e18504d958,P1,P1,P1,0,28,3075,19,1782564295485-7ee7e18504d958,2,31,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|2|1782741317604-c7e70e3a0f3c2,P1,P1,P1,0,28,3075,2,1782741317604-c7e70e3a0f3c2,8,118,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|21|1780584429316-854db956664b88,P1,P1,P1,0,28,3075,21,1780584429316-854db956664b88,2,14,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|6|1779353129956-830c050e9588e,P1,P1,P1,0,28,3075,6,1779353129956-830c050e9588e,3,15,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3075|8|1781253518095-3564995c08794,P1,P1,P1,0,28,3075,8,1781253518095-3564995c08794,7,517,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|1|1782787886183-6211dd23ee3018,P1,P1,P1,0,28,3076,1,1782787886183-6211dd23ee3018,2,45,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|10|1779346785042-5c139b9222add8,P1,P1,P1,0,28,3076,10,1779346785042-5c139b9222add8,3,111,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|11|1780238313429-6915d4e8c220d8,P1,P1,P1,0,28,3076,11,1780238313429-6915d4e8c220d8,7,464,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|13|1779629913628-c3578af79b8678,P1,P1,P1,0,28,3076,13,1779629913628-c3578af79b8678,1,18,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|15|1780305664396-ee3d4daa00436,P1,P1,P1,0,28,3076,15,1780305664396-ee3d4daa00436,5,326,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|17|1779355285941-c430c3a6add3e8,P1,P1,P1,0,28,3076,17,1779355285941-c430c3a6add3e8,10,1301,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|18|1782786852260-3fd887da485738,P1,P1,P1,0,28,3076,18,1782786852260-3fd887da485738,4,90,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|19|1782564295485-7ee7e18504d958,P1,P1,P1,0,28,3076,19,1782564295485-7ee7e18504d958,2,15,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|2|1782741317604-c7e70e3a0f3c2,P1,P1,P1,0,28,3076,2,1782741317604-c7e70e3a0f3c2,3,113,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|21|1780584429316-854db956664b88,P1,P1,P1,0,28,3076,21,1780584429316-854db956664b88,6,180,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|6|1779353129956-830c050e9588e,P1,P1,P1,0,28,3076,6,1779353129956-830c050e9588e,2,14,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3076|8|1781253518095-3564995c08794,P1,P1,P1,0,28,3076,8,1781253518095-3564995c08794,5,342,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|1|1782787886183-6211dd23ee3018,P1,P1,P1,0,28,3077,1,1782787886183-6211dd23ee3018,2,45,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|10|1779346785042-5c139b9222add8,P1,P1,P1,0,28,3077,10,1779346785042-5c139b9222add8,4,263,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|11|1780238313429-6915d4e8c220d8,P1,P1,P1,0,28,3077,11,1780238313429-6915d4e8c220d8,7,582,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|13|1779629913628-c3578af79b8678,P1,P1,P1,0,28,3077,13,1779629913628-c3578af79b8678,8,408,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|15|1780305664396-ee3d4daa00436,P1,P1,P1,0,28,3077,15,1780305664396-ee3d4daa00436,27,3903,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|17|1779355285941-c430c3a6add3e8,P1,P1,P1,0,28,3077,17,1779355285941-c430c3a6add3e8,8,788,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|18|1782786852260-3fd887da485738,P1,P1,P1,0,28,3077,18,1782786852260-3fd887da485738,2,70,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|19|1782564295485-7ee7e18504d958,P1,P1,P1,0,28,3077,19,1782564295485-7ee7e18504d958,2,29,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|2|1782741317604-c7e70e3a0f3c2,P1,P1,P1,0,28,3077,2,1782741317604-c7e70e3a0f3c2,9,136,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|21|1780584429316-854db956664b88,P1,P1,P1,0,28,3077,21,1780584429316-854db956664b88,4,70,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|6|1779353129956-830c050e9588e,P1,P1,P1,0,28,3077,6,1779353129956-830c050e9588e,3,54,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3077|8|1781253518095-3564995c08794,P1,P1,P1,0,28,3077,8,1781253518095-3564995c08794,15,2328,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3078|1|1782787886183-6211dd23ee3018,P1,P1,P1,0,28,3078,1,1782787886183-6211dd23ee3018,3,61,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3078|10|1779346785042-5c139b9222add8,P1,P1,P1,0,28,3078,10,1779346785042-5c139b9222add8,4,215,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3078|11|1780238313429-6915d4e8c220d8,P1,P1,P1,0,28,3078,11,1780238313429-6915d4e8c220d8,6,185,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3078|13|1779629913628-c3578af79b8678,P1,P1,P1,0,28,3078,13,1779629913628-c3578af79b8678,1,8,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3078|15|1780305664396-ee3d4daa00436,P1,P1,P1,0,28,3078,15,1780305664396-ee3d4daa00436,4,159,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3078|17|1779355285941-c430c3a6add3e8,P1,P1,P1,0,28,3078,17,1779355285941-c430c3a6add3e8,8,686,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3078|18|1782786852260-3fd887da485738,P1,P1,P1,0,28,3078,18,1782786852260-3fd887da485738,4,285,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
uncertainty_substrate_v1,28|3078|19|1782564295485-7ee7e18504d958,P1,P1,P1,0,28,3078,19,1782564295485-7ee7e18504d958,2,58,project_id+task_id+annotator_id+session_id,audit_only_not_recomputed
