base_task_id,building_id,condition,condition_zh,cluster_rank,cluster_support,supported_cluster,quality_computable_count,cluster_iou_mean,cluster_iou_median,cluster_iou_min,cluster_iou_max,worker_ids,annotation_ids
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,纯人工,3,1,False,1,0.7763773753530446,0.7763773753530446,0.7763773753530446,0.7763773753530446,34,84ac11f23b306b7457b4
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,semi,模型预标注辅助,1,2,True,2,0.9802568312419374,0.9802568312419374,0.9802568312419374,0.9802568312419374,10;8,2aea8c4c7647e5dcbf4f;aa3b4f3365dda18b56bc
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,semi,模型预标注辅助,2,1,False,1,0.940742270169824,0.940742270169824,0.940742270169824,0.940742270169824,35,8f8a8cc073aa91a7c1c7
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,semi,模型预标注辅助,3,1,False,1,0.9962883914017332,0.9962883914017332,0.9962883914017332,0.9962883914017332,15,e8a846d937e3ed039131
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,纯人工,1,5,True,5,0.9224483930723402,0.9331462485268393,0.8191372692377993,0.9722104498395592,29;36;1;12;2,b81af97c20cfc379eb17;24cb9518cba9fc374e36;c9e40b1fe2b3537ffc79;8cd8fc36522e0668f25d;ca89b9306226c9c332c3
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,纯人工,1,4,True,4,0.9402975303735192,0.9426084442367704,0.920154980277197,0.9558182527433388,31;32;37;15,046e2c37842123ec2f46;27b18dbca838c732fe36;9f3ef0966bba166ccf67;60f051ba3d820f7cf2c1
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,纯人工,2,1,False,1,0.8673913529964642,0.8673913529964642,0.8673913529964642,0.8673913529964642,34,e989d5cbe8078c1ac797
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,纯人工,1,4,True,4,0.7390385181314382,0.7451339431812869,0.6743287257086755,0.7915574604545034,33;34;11;15,9378da78037a5091f22e;260cf962d9bea8512f9e;8a2600447847d5ab7f5f;ad005008336266edcd64
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,纯人工,2,1,False,1,0.5200067101057725,0.5200067101057725,0.5200067101057725,0.5200067101057725,37,ecd4e736ab99493cf8bd
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,semi,模型预标注辅助,1,4,True,4,0.9368107676254904,0.9996029274369356,0.748037215628091,1.0,29;35;13;2,198b56fd7f0946ac5b09;b47f07e34df3a99ff20d;72dc231b20fe4c8a589d;1a60a6ad7849198e802c
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,纯人工,1,5,True,5,0.95838534543939,0.9595101880877744,0.9352763175161916,0.9772891002806026,27;28;29;35;36,ef96b87ef5fb03c9889e;53a1af9cac0415879d2f;04c900e4f73f755265b3;25a1ba6fcd4fbb14c433;cc1c0c89b7e5fdacc836
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,模型预标注辅助,1,3,True,3,0.9657949480378746,0.9571598695898328,0.9402249745237908,1.0,30;32;2,bbb44530a7ff92f92b27;bf6d1e98afbb6306ebff;9b7c8a47533d55322728
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,模型预标注辅助,2,1,False,1,0.9255058562775856,0.9255058562775856,0.9255058562775856,0.9255058562775856,1,456be942f0947a669713
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,纯人工,1,4,True,4,0.8076059143249429,0.820429392311649,0.7280949431058654,0.8614699295706079,28;29;35;13,0d42858d359ebfc9e871;d93ff4eb834a154c4cd4;c7ef5fbf6e03cd67ae11;26a3cf470c4ab78ffaea
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,纯人工,2,1,False,1,0.7163200209434183,0.7163200209434183,0.7163200209434183,0.7163200209434183,34,83822f0c9ce15f483174
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,模型预标注辅助,1,3,True,3,0.8878295624447742,0.9125201918328744,0.8291959485649764,0.9217725469364718,27;37;10,a54fcd23c12204b62cba;bb9ad0084abc09c47837;70e8f5079c7b09c6af6d
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,模型预标注辅助,2,1,False,1,1.0,1.0,1.0,1.0,8,5ba67a30243635c3cbe3
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,纯人工,1,3,True,3,0.9402736546356212,0.9460098627278978,0.915120360323224,0.9596907408557412,27;1;2,c498069d0547cb81a534;79f3478ea5e43fc1f95a;495d562be7d142d5bbc5
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,纯人工,2,1,False,1,0.4151834497064434,0.4151834497064434,0.4151834497064434,0.4151834497064434,36,f4b7f477de2247b38b2d
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,纯人工,3,1,False,1,0.9107464429488952,0.9107464429488952,0.9107464429488952,0.9107464429488952,12,974f94a2b16103ea9324
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,纯人工,1,5,True,5,0.5287047902618444,0.5644452228741571,0.3823276994482879,0.6325072248007706,31;32;34;13;18,22dcfad23c6ac14bd521;381c007b1df27d00b6ab;d102c6b86a1606f32bd3;f8d2cd60e9a8ecf91058;0cb5a7c23d9bc70208b1
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,纯人工,1,5,True,5,0.8341520686618003,0.7823755160349148,0.7510480836320048,0.9328001359289286,30;10;17;6;8,8e4588afd83a55aaaa18;265f63ba09442d63389c;62d758541221214e1490;b3eba7756056bb941dfb;ead3f8ac14ab1a6ddfd9
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,纯人工,1,2,True,2,0.7983412636364637,0.7983412636364637,0.7895818639798489,0.8071006632930787,30;35,df7008318a29295ca160;5265086307bacf7df849
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,纯人工,2,2,True,2,0.9205702887899492,0.9205702887899492,0.8684750978359033,0.9726654797439952,1;18,72eebdfddb78a8d5da2a;6e436e9879b7e6c528d0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,纯人工,3,1,False,1,0.9129878041199946,0.9129878041199946,0.9129878041199946,0.9129878041199946,13,4b06a3805f8a5aeac160
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,模型预标注辅助,1,2,True,2,0.8312987026004602,0.8312987026004602,0.8203601256814459,0.8422372795194746,29;34,e33b39ba56ff49c56427;013253d9bc0db4d66615
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,模型预标注辅助,2,1,False,1,0.9124795991698624,0.9124795991698624,0.9124795991698624,0.9124795991698624,37,fcb7e53adf42c4422ae7
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,模型预标注辅助,3,1,False,1,0.9747291230564662,0.9747291230564662,0.9747291230564662,0.9747291230564662,27,b078bba0e08aacd86658
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,纯人工,1,20,True,20,0.976371128126502,0.9802082384198753,0.925478531908068,0.9997067030913496,27;28;29;30;31;32;33;34;35;1;10;11;12;13;15;17;18;2;6;8,0f006ad814591f20f1d7;a5582527e1e55759fca4;ddc38d03eaf0ed686dbe;762aad63d41c0473582f;944fc693a5243b08b5ee;d37f314fba3b67c55956;9e082eaf47377454a352;779f777343654b55ad95;3e053dc275632e30f220;c71f04cf03f04f83010c;1aa87c4e8b0db18c1ccd;efdd3af8bbe9661a922f;0545d5cfd8fca3b793bc;a899e204555a9b64f4b5;b52612c32e32fb20b8c2;bbe40bd3ad25e4383c92;b26eb0a9d329d8a255fd;6037abe04bcfa1d308ed;432d23215497f235714b;58fcb37f432cd01e22a1
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,纯人工,2,1,False,1,0.8420532582382293,0.8420532582382293,0.8420532582382293,0.8420532582382293,36,beebb1979f052693f701
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,纯人工,3,1,False,1,0.8964294586598613,0.8964294586598613,0.8964294586598613,0.8964294586598613,37,1623fbedf957f0be9421
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,纯人工,1,3,True,3,0.8294103522522548,0.8264746565439073,0.824096525944485,0.837659874268372,30;32;11,3b3f16f395140c417e16;1f0da2ca6730dfb60599;ea1f939ba15f6d10754b
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,纯人工,2,2,True,2,0.9118590498623944,0.9118590498623944,0.9048714949310006,0.918846604793788,31;33,9bc471f05cac744132c6;62b93b940622881f9e7b
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,纯人工,1,4,True,4,0.9198897013582348,0.9350375138201084,0.8660322263248659,0.943451551467856,31;17;6;8,385caf3701dee7042d51;d6077bf8866533197810;bb2170e2f627c3cc30fb;b009f871ba470e85127d
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,纯人工,2,1,False,1,0.5793955633244017,0.5793955633244017,0.5793955633244017,0.5793955633244017,32,11f19b08afaff69c9e6a
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,纯人工,1,3,True,3,0.910436610126916,0.912594599089948,0.9019419704613284,0.9167732608294712,33;11;15,adc213fc12f5f948aa56;c599740d3bc3761f8f39;a68c32790d01e6b27d0d
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,纯人工,2,1,False,1,0.9305233315361922,0.9305233315361922,0.9305233315361922,0.9305233315361922,37,ae929aa9e6dd3cd587ac
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,纯人工,3,1,False,1,0.9653447369080116,0.9653447369080116,0.9653447369080116,0.9653447369080116,34,5f7815f3a489b8007a97
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,模型预标注辅助,1,3,True,2,0.932906597636372,0.932906597636372,0.9295266199721232,0.9362865753006208,1;17;2,fba833f7e946e03406f0;be0ea7a0849f9bf057cb;7fc54cc83e44fb28abe2
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,模型预标注辅助,2,1,False,1,0.9930218068535824,0.9930218068535824,0.9930218068535824,0.9930218068535824,28,4d6cdfa4951e9653e815
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,纯人工,1,5,True,5,0.9386409490575636,0.9455276326943586,0.9031588464306144,0.971907530079762,32;33;37;11;15,093a8b4511bd56f93784;8ad07f7e5b4a42e18f5c;ca1a2d8aefa7219707d8;81236ef5be5b11e8be3e;8bd2b6db1b57ba08a132
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,模型预标注辅助,1,4,True,4,0.9995785662963576,1.0,0.9983142651854308,1.0,28;13;17;18,87dd86ac11a2a77e63bf;98e444841935f5508d75;eda8291573ff053225c7;936511830ce393b70d38
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,纯人工,1,5,True,5,0.9563768944312712,0.9507381372619036,0.9348418548498016,0.9922360167751928,30;34;1;12;2,55c92f0f123df48b05be;d7bf0e74078389ee9bf0;c1c621753a9818e3a816;91d132fab64b21bf307f;8788f7b0921cb90d1098
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,模型预标注辅助,1,4,True,4,0.9808987998506122,1.0,0.9235951994024488,1.0,35;10;15;8,3cbe48827611f20e2b09;4b7562726182b0f76ced;4786ddffd288bc3c1169;1beae202a7ba8f00c6fb
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,纯人工,1,5,True,5,0.918973543563378,0.9148327464788732,0.9102899483653596,0.933937031154383,31;10;17;6;8,19e03d84ac8aea1645d3;f9cafcbd58a63d859d32;f8d8bb7e420a7d6f3d91;480a17d4b8bc43325c2c;9b0c448a433097e9942e
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,纯人工,1,4,True,4,0.9566533420964578,0.9596837318523213,0.9439519402500406,0.9632939644311485,27;28;29;36,bc31ca44876dc589ed4b;7cd383c42cfa1fb813df;23b3ba219c2ea42e2857;07d7b8e9b47e3b57f09b
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,纯人工,2,1,False,1,0.9433631216955972,0.9433631216955972,0.9433631216955972,0.9433631216955972,31,34724d21eb0d44dfc22d
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,纯人工,1,3,True,3,0.690807174927477,0.6935251080396471,0.6610493303554058,0.7178470863873783,10;13;18,d2f9b77e836ea9a23958;dd2eee2e935e77791577;e98d3f5303e6099af208
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,纯人工,2,2,True,2,0.6968033972937847,0.6968033972937847,0.672994963192561,0.7206118313950084,34;35,a47e8b2c8b897117f071;74ff4434b6db6c57c2ee
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,纯人工,1,5,True,5,0.9449632154594289,0.9338308115179088,0.9227444539204228,0.9694125109014508,27;28;29;35;36,3cf29369b9e0b392e769;8527f5df56820c48bf92;1d1795fcc5d614bf0698;143e2ef82609a7f44a09;1dc5dc76fab81c45cd23
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,纯人工,1,5,True,5,0.7586220036462523,0.7268648687618192,0.7100390155245874,0.8251296899505368,34;10;13;18;6,2421466da1f7d0800380;230418a93ba734601d15;a7f130f489209fd66673;d64ce5b326b6015ae8bf;0fe7898050e5c65aa163
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,纯人工,1,5,True,5,0.8729203992384809,0.8631223502044798,0.8274711412939848,0.9324465988476924,30;33;1;11;12,d6bbf7fa428498cad40f;d918bb91e408d8c71ff9;3e0b6e14799743fc990f;190a6d2d9c3e31af294c;69ad0871a13714ff7abc
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,manual,纯人工,1,5,True,5,0.9505062176480426,0.9587371206645184,0.9083347431342694,0.9760386257848188,28;29;35;36;1,fe6d21a2d34b078f5c0d;8d84da8c6f772c4fa07a;03f2a945c924203b75d1;0b2b9f0ed2607655632c;d2fe19a8dc66fd1f3ff5
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,模型预标注辅助,1,1,False,1,0.7300856460470471,0.7300856460470471,0.7300856460470471,0.7300856460470471,27,973098cfe5081c1c74ec
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,模型预标注辅助,2,1,False,1,0.959934937077305,0.959934937077305,0.959934937077305,0.959934937077305,37,66e0b1d35ac694679c09
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,模型预标注辅助,3,1,False,1,0.9407771348456244,0.9407771348456244,0.9407771348456244,0.9407771348456244,34,ac7d30c4e0246e96535a
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,semi,模型预标注辅助,4,1,False,1,0.8765517526895075,0.8765517526895075,0.8765517526895075,0.8765517526895075,12,8f2310bf731d94b43254
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,纯人工,1,3,True,3,0.9394910281157032,0.9423779468227864,0.905259920024608,0.9708352174997148,36;1;2,72c467f3e5b59c7c6fe0;27b7efed178842f2bcae;39b9fade42ec809e239d
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,纯人工,2,1,False,1,0.8062671148377807,0.8062671148377807,0.8062671148377807,0.8062671148377807,37,bf0338ecb3bbe9b3ee92
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,manual,纯人工,3,1,False,1,0.6091437319214439,0.6091437319214439,0.6091437319214439,0.6091437319214439,34,837eb32400b0afd7b92f
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,manual,纯人工,1,1,False,1,0.773839900925087,0.773839900925087,0.773839900925087,0.773839900925087,34,8066ad223dec81c40daa
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,manual,纯人工,2,1,False,1,0.7614632170401178,0.7614632170401178,0.7614632170401178,0.7614632170401178,37,53530603e76707ac6f94
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,manual,纯人工,3,1,False,1,0.764398794618225,0.764398794618225,0.764398794618225,0.764398794618225,11,d78d6ac8c99983d4ff33
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,manual,纯人工,1,5,True,5,0.8402371181248386,0.8388546884635775,0.8352264744344894,0.8453553711870536,31;10;17;6;8,871218ff2db6bdec5ff2;b80833429adcb6be79f8;4fb3839c49c04d3ffcf7;290e3e82f42aa83e4adc;4fd5b259dc13de4a5e96
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,纯人工,1,5,True,5,0.902858423069244,0.8997193310723892,0.8952474327880695,0.9143578495364696,34;10;13;18;6,e8fa392d317f408e138f;399d7b90505e061c62ec;15045b6175a2d31f009a;86103695b3e92be6e929;249972890d1d949f4e0b
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,模型预标注辅助,1,3,True,3,0.9002633563410422,0.8968127463468964,0.8883347454363398,0.9156425772398902,30;1;2,3e8773a02414b6a4b615;149830d59e7e9e39f686;3cf2311bd8da5ee6753a
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,semi,模型预标注辅助,2,1,False,1,0.9453867281543522,0.9453867281543522,0.9453867281543522,0.9453867281543522,32,af75f69b47040e315e88
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,纯人工,1,4,True,4,0.9295962294826596,0.9296001566054672,0.9193371189559094,0.9398474857637948,27;30;32;33,cd8a51a17f5953c4b19c;6fde03b86adc8ddd0722;5010682cb541531f7457;51a6919e74648167a773
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,manual,纯人工,2,1,False,1,0.890931324208118,0.890931324208118,0.890931324208118,0.890931324208118,12,ac643d623a147394d526
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,semi,模型预标注辅助,1,3,True,3,0.9455207880558784,0.946974317712862,0.9426137287419114,0.946974317712862,34;17;18,2ed8f62e5ffefe42fff7;fc425478750be6dafff3;23a4dc31709381a1de36
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual,纯人工,1,4,True,4,0.6646190542485039,0.6714601351444152,0.6409892682474562,0.674566678457729,29;34;35;13,90d428978149e1e537ed;9378f37adf8af804e6b4;d97070648108845c9bde;825bdbff9bff6dbfbe83
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,manual,纯人工,2,1,False,1,0.713259986400014,0.713259986400014,0.713259986400014,0.713259986400014,18,7678a683012ba646c81e
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual,纯人工,1,4,True,4,0.7698538053678126,0.7691912245086019,0.7672546680208118,0.7737781044332342,28;34;37;2,ecd0f4f36d3df460b67c;9520f54bda487c460b18;689396cf3eb03ab9a0cf;ee808cbaf8ffe0de6430
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual,纯人工,2,1,False,1,0.7691933787005101,0.7691933787005101,0.7691933787005101,0.7691933787005101,1,73908ddd5ef005c60f62
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual,纯人工,1,1,False,1,0.673524397272116,0.673524397272116,0.673524397272116,0.673524397272116,31,f5dab722031206b00450
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual,纯人工,2,1,False,1,0.6881615041206739,0.6881615041206739,0.6881615041206739,0.6881615041206739,32,370095f69c5b170678fa
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual,纯人工,3,1,False,1,0.6815329033453374,0.6815329033453374,0.6815329033453374,0.6815329033453374,17,8e9619af766e40a0d49d
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual,纯人工,4,1,False,1,0.5698615110379817,0.5698615110379817,0.5698615110379817,0.5698615110379817,33,2409d4af989a4f9c3d4f
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,manual,纯人工,5,1,False,1,0.9470142352280608,0.9470142352280608,0.9470142352280608,0.9470142352280608,8,93435790a37ab2290bc6
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual,纯人工,1,4,True,4,0.9264446950083084,0.9256432290388314,0.9135976658013876,0.9408946561541832,27;30;11;15,7568b98692b00ff8ff63;6228485ada8f90d32777;30ae9e7207f0bf746fc4;3a163ca0abb6cc5d8ebc
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,manual,纯人工,2,1,False,1,0.8093048802815469,0.8093048802815469,0.8093048802815469,0.8093048802815469,12,497bb847657d8053449f
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,纯人工,1,20,True,20,0.9800491445718078,0.981286772487841,0.9518942317177193,0.9989206153399608,27;28;29;30;31;33;34;35;36;37;10;11;12;13;15;17;18;2;6;8,7392408a228d29c44684;2669e20e43502bcf1419;68b9de98f158c481d82a;2425c99671ebf414b359;bce7044b348685668b71;a9bf98b8cc8fbfa40f5c;bdf544ff5d0a4bfacc09;225002de699658941ca0;1b0b4076d43ab5586a3f;73e2d1fca7e2ec1b2b59;c214f6ddad6c484d9ead;13de41d9ab1a6f93dc75;8775b9adcf68f1324409;75727d4b2511f36fa2ce;775744097a41d254df7f;40b1ddacfbaf05a362ac;0309b9293bdaeefba16c;fcdfb6cd62ff1d9b2b4a;d4f265a1a24e286d2575;6f501a02450b80edfacb
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,纯人工,2,2,True,2,0.9603619800073802,0.9603619800073802,0.9567795301514784,0.9639444298632818,32;1,9a0a83ba9247dbf61861;8cc976464d74ba775b9e
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual,纯人工,1,2,True,2,0.9395375374640632,0.9395375374640632,0.9280722203608188,0.9510028545673076,17;2,488f0c3264bf31aca229;93a6155acf0e8f9b4f11
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual,纯人工,2,2,True,2,0.8649083177183006,0.8649083177183006,0.8639063176870083,0.8659103177495928,30;8,19cb0e844a73d7e77a47;c2fbdf3adfd99918c0e7
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual,纯人工,3,1,False,1,0.8645417242864591,0.8645417242864591,0.8645417242864591,0.8645417242864591,34,3440c00bbde5bf789734
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,manual,纯人工,1,5,True,5,0.9615402525174026,0.96326396658462,0.944717125815682,0.9837667881557024,32;34;37;15;2,db40fd3c634f72f37f1c;a2c57c04a795d6b822a3;a42f40b503c7f449a3f6;dedb80578a581b30950a;94bd3eb39aab32641f9d
