stage,stage_zh,condition,condition_zh,base_task_id,building_id,worker_id_left,worker_id_right,n_corners_left,n_corners_right,same_topology,cyclic_rmse_diagonal_normalized,measurement_note
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,1,31,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,1,32,10,10,True,0.0108501205626546,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,1,33,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,1,34,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,1,35,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,1,36,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,1,37,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,1,6,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,1,8,10,8,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,11,8,8,True,0.1583242242439659,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,12,8,8,True,0.2176545775777466,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,13,8,8,True,0.2693204799186317,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,14,8,8,True,0.1583242242439659,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,15,8,8,True,0.22881433469752,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,17,8,8,True,0.2676023112340384,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,18,8,8,True,0.1982668537984006,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,2,8,8,True,0.1982668537984006,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,27,8,8,True,0.1992388449574158,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,28,8,8,True,0.2004772305948318,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,29,8,8,True,0.1998878390127092,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,30,8,8,True,0.1950855684940596,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,31,8,8,True,0.2224267315136651,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,32,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,33,8,8,True,0.1570116507358707,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,34,8,8,True,0.1594966783941628,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,35,8,8,True,0.1948297113871959,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,36,8,8,True,0.231274570244476,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,37,8,8,True,0.2735880370054772,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,6,8,8,True,0.2693204799186317,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,10,8,8,8,True,0.1987646107915025,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,12,8,8,True,0.1524063776132896,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,13,8,8,True,0.2210705035877322,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,14,8,8,True,0.0,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,15,8,8,True,0.2096408388744841,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,17,8,8,True,0.2188915149592905,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,18,8,8,True,0.2210401042965938,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,2,8,8,True,0.2210401042965938,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,27,8,8,True,0.2204886342431788,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,28,8,8,True,0.2220953364978682,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,29,8,8,True,0.2166749602448928,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,30,8,8,True,0.2123351751412336,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,31,8,8,True,0.2333725683590011,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,32,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,33,8,8,True,0.006561104955966,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,34,8,8,True,0.1779620070195683,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,35,8,8,True,0.2175829196556453,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,36,8,8,True,0.2593252287956651,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,37,8,8,True,0.2277961252495999,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,6,8,8,True,0.2210705035877322,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,11,8,8,8,True,0.2220293703128739,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,13,8,8,True,0.1540010121309356,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,14,8,8,True,0.1524063776132896,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,15,8,8,True,0.2538319990462189,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,17,8,8,True,0.1510115809198358,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,18,8,8,True,0.1616274909342759,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,2,8,8,True,0.1616274909342759,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,27,8,8,True,0.160071382792198,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,28,8,8,True,0.1607466184380911,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,29,8,8,True,0.1542390244210342,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,30,8,8,True,0.1518690654698584,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,31,8,8,True,0.1848460582909408,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,32,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,33,8,8,True,0.1530857973214562,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,34,8,8,True,0.2317017993632031,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,35,8,8,True,0.1594160436480425,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,36,8,8,True,0.2027339387119887,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,37,8,8,True,0.1586628757980108,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,6,8,8,True,0.1540010121309356,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,12,8,8,8,True,0.1616217591695864,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,14,8,8,True,0.2210705035877322,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,15,8,8,True,0.2143811634634095,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,17,8,8,True,0.0043290043290043,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,18,8,8,True,0.2290718318095951,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,2,8,8,True,0.2290718318095951,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,27,8,8,True,0.2287233330153466,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,28,8,8,True,0.2276463506892694,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,29,8,8,True,0.2237312802888068,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,30,8,8,True,0.220540690091774,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,31,8,8,True,0.2298522893941688,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,32,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,33,8,8,True,0.2214419847552063,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,34,8,8,True,0.1897892334955344,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,35,8,8,True,0.2269658500580449,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,36,8,8,True,0.1417182808571349,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,37,8,8,True,0.0087935987929737,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,6,8,8,True,0.0,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,13,8,8,8,True,0.2283155122241187,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,15,8,8,True,0.2096408388744841,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,17,8,8,True,0.2188915149592905,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,18,8,8,True,0.2210401042965938,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,2,8,8,True,0.2210401042965938,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,27,8,8,True,0.2204886342431788,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,28,8,8,True,0.2220953364978682,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,29,8,8,True,0.2166749602448928,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,30,8,8,True,0.2123351751412336,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,31,8,8,True,0.2333725683590011,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,32,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,33,8,8,True,0.006561104955966,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,34,8,8,True,0.1779620070195683,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,35,8,8,True,0.2175829196556453,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,36,8,8,True,0.2593252287956651,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,37,8,8,True,0.2277961252495999,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,6,8,8,True,0.2210705035877322,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,14,8,8,8,True,0.2220293703128739,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,17,8,8,True,0.2150209145247581,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,18,8,8,True,0.2560271224829267,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,2,8,8,True,0.2560271224829267,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,27,8,8,True,0.2571823159494266,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,28,8,8,True,0.2585486683322727,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,29,8,8,True,0.2593576368113953,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,30,8,8,True,0.2586302957493834,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,31,8,8,True,0.2389701779806434,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,32,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,33,8,8,True,0.2063773585849579,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,34,8,8,True,0.2251550473592941,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,35,8,8,True,0.2553411750908167,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,36,8,8,True,0.2134872406245445,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,37,8,8,True,0.2121879329293264,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,6,8,8,True,0.2143811634634095,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,15,8,8,8,True,0.2559197415195035,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,18,8,8,True,0.2265838278427602,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,2,8,8,True,0.2265838278427602,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,27,8,8,True,0.226215162079922,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,28,8,8,True,0.2251834837166881,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,29,8,8,True,0.2211758212860031,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,30,8,8,True,0.2180036472712463,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,31,8,8,True,0.2298494229016411,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,32,8,10,False,,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,33,8,8,True,0.2193093186746834,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,34,8,8,True,0.1897799869156728,descriptive_cyclic_rmse_not_c1_frozen_similarity
C1,校准一阶段,manual,纯人工,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,17,35,8,8,True,0.2244665877985317,descriptive_cyclic_rmse_not_c1_frozen_similarity
