status,status_zh,reason,source_table,source_table_sha256,source_manifest,source_manifest_sha256,task_count,eligible_context_count,manual_eligible_context_count,semi_eligible_context_count,lead_time_used
auxiliary_frozen_active_time,原始码：auxiliary_frozen_active_time,sha_bound_task_worker_table,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_task_worker_active_time.csv,4292a464f879423efc82c3ab213d0e77594bf7a0e4bdda3320416f7195d5cb99,analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_task_worker_active_time.summary.json,ed0d59259d46d4c6e634d8a5b9e52485caa5c75a95e8f5b1c08dd7c062c83cca,22,184,102,82,False
