schema_version,profile_version,cohort_id,enrollment_batch,worker_id,completion_status,administratively_eligible,process_eligible,independence_eligible,Q_GT_estimable,reference_evaluable,Q_GT_raw_median,Q_GT_task_adjusted,Q_GT_EB,Q_GT_EB_LCB,standard_error,CI_lower,CI_upper,LCB,Q_GT_contrast_covariance_row_json,GT_support,task_support,building_support,LOO_support,R_LOO_CI_lower,R_LOO_CI_upper,R_LOO_LCB,R_LOO_bootstrap_replicates,R_peer_all,R_peer_anchor,R_peer_core,R_peer_semi,R_peer_stable,R_peer_CI_lower,R_peer_CI_upper,R_peer_support,peer_task_support,R_LOO_medoid,R_LOO_medoid_CI_lower,R_LOO_medoid_CI_upper,R_LOO_medoid_support,R_LOO_strict,R_LOO_strict_support,Q_GT_profile_status,R_peer_profile_status,F_struct_profile_status,LOO_medoid_status,LOO_strict_status,global_policy_eligible,c2_risk_model_eligible,peer_tiebreak_eligible,structural_gate_eligible,peer_decision_usable,medoid_loo_decision_usable,F_struct_raw,F_struct_EB,F_struct_interval_lower,F_struct_interval_upper,serious_recurrent_failure_flag,F_struct_numerator,F_struct_denominator,process_eligible_support,independence_support,scope_reference_support,T_active_raw_median,T_active_task_adjusted,T_active_CI_lower,T_active_CI_upper,T_active_support,T_active_profile_status,timing_identity_level,timing_rule_version,timing_model_component,timing_interpretation,worker_profile_status,formal_frozen,freeze_owner,Q_GT_raw,Q_GT_task_adjusted_FE,Q_GT_standard_error,Q_GT_FE_standard_error,Q_GT_CI_lower,Q_GT_CI_upper,Q_GT_LCB,Q_GT_FE_CI_lower,Q_GT_FE_CI_upper,Q_GT_FE_LCB,Q_GT_EB_standard_error,Q_GT_EB_CI_lower,Q_GT_EB_CI_upper,Q_GT_shrinkage_factor,Q_GT_support,global_rank,provisional_rank,model_version,evidence_role,profile_scope,S_G,strong_global_score_definition,c2a_rp_terminal_state,c2a_rp_fallback_action,c2a_rp_completion_status,risk_slope,risk_slope_se,risk_slope_ci_half_width,risk_slope_support,ordinary_support_observed,stress_support_observed,risk_slope_status,risk_precision_terminal_state,risk_model_scope,profile_status,final_pooled_profile_status,final_profile_source,final_profile_sha256,observed_submission_count,observed_stage_counts,owner_valid_block2_active_time_count
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,1,completed,True,True,True,True,True,0.8951693167117685,0.8738962842059312,0.8744287485227128,0.8653879785086486,0.0157331686462981,0.8511043788784864,0.9121001790366486,0.8511043788784864,"{""1"":0.0002337873289181953,""10"":7.04599521648428e-05,""11"":0.00013345559645992785,""12"":8.818317832931448e-05,""13"":8.148696281399662e-05,""15"":7.84169385640702e-05,""17"":9.552960233529041e-05,""18"":8.107804304362323e-05,""2"":3.381912039995975e-05,""27"":0.00010558525699595036,""28"":0.00011256837776335517,""29"":0.00010287310136357333,""30"":7.49803474286213e-05,""31"":8.43916933019536e-05,""32"":9.483011989575e-05,""33"":7.919644183649806e-05,""34"":9.430345207702838e-05,""35"":4.910191605512562e-05,""36"":5.126456295380008e-06,""37"":9.730011987021023e-05,""6"":4.701760683929202e-05,""8"":7.559766774491707e-05}",38.0,38.0,17.0,21.0,0.9128622407559056,0.9392183360423416,0.9128622407559056,2000.0,0.9791622856883342,0.968981756791614,0.9822035522539412,0.9872257885885056,0.9849777076845144,0.9736686398361584,0.9848252491380004,35.0,35.0,0.9291036974796546,0.9173754424766768,0.942850726590458,21.0,0.9264172686557284,21.0,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.0138888888888888,1.392961097953252e-05,0.068776536116059,False,0.0,35.0,36.0,36.0,35.0,71.0,74.5491195531411,61.70342511740184,89.37555851701427,33.0,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8774421412398877,0.8738962842059312,0.0152901055888504,0.0152901055888504,0.8467412975669336,0.9050432029948198,0.8467412975669336,0.8467412975669336,0.9050432029948198,0.8467412975669336,0.0046127225221364,0.8653879785086486,0.883469518536777,0.0193918453865006,38.0,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,-0.0448919902349609,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.0227417011914976,0.0034591318045129,0.0161449701711481,11.0,7.0,4.0,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE,estimated,formal_ready,analysis_results/final_calibration_profile_20260817_v1/pooled_worker_profile_v2.csv,11f7e30fd00ec388bc0b5798846002ba7d6c77033011987e0ff4f27d251c8574,105,"{""C1"": 36, ""C2-B"": 8, ""C2A-RP-B1"": 2, ""C2A-RP-B2"": 2, ""P1"": 57}",2
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,2,completed,True,True,True,True,True,0.9494612201047417,0.9242594513399918,0.8749948375246849,0.8658861908593266,0.0198942008407902,0.8915157635878679,0.9662017047546442,0.8915157635878679,"{""1"":3.381912039995975e-05,""10"":0.0002036181632397182,""11"":-5.8557060060717425e-06,""12"":0.00020628536097314616,""13"":0.00013768101954836966,""15"":0.00010816958825312563,""17"":0.00020772973671275854,""18"":9.98128211986777e-05,""2"":0.00040996731395595765,""27"":7.17302408364532e-05,""28"":0.00012664306348621196,""29"":0.00026370791762760006,""30"":3.09064812564885e-05,""31"":0.0002144568572728882,""32"":0.0001363352359050362,""33"":0.00025322319840220467,""34"":9.630412946011085e-05,""35"":0.00019406335727738965,""36"":0.0001115920260687955,""37"":0.00012353064490410704,""6"":0.00013328476063698976,""8"":0.00011086420006633926}",36.0,36.0,14.0,18.0,0.8949436988260151,0.975864827014268,0.8949436988260151,2000.0,0.9855442635816808,0.9781423992041696,0.985236259508538,0.9872257885885056,0.9905379265667232,0.9784339290501268,0.990186604084516,31.0,31.0,0.9691591078414812,0.9487620836920057,0.985596049567954,18.0,0.9459735457810752,18.0,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.03125,0.0454545454545454,0.0033927655909423,0.1369138623518784,False,1.0,32.0,33.0,33.0,32.0,99.0,113.8323425588156,87.71937686886689,140.97587775662103,33.0,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.9373821765727612,0.9242594513399918,0.020247649590902,0.020247649590902,0.886448403863496,0.9657573022131114,0.886448403863496,0.886448403863496,0.9657573022131114,0.886448403863496,0.0046473541030376,0.8658861908593266,0.8841034841900431,0.0111512929715168,36.0,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,2.3685642519851564,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.0224596912604545,0.003412150662737,0.0161065177441422,10.0,6.0,4.0,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE,estimated,formal_ready,analysis_results/final_calibration_profile_20260817_v1/pooled_worker_profile_v2.csv,11f7e30fd00ec388bc0b5798846002ba7d6c77033011987e0ff4f27d251c8574,102,"{""C1"": 33, ""C2-B"": 8, ""C2A-RP-B1"": 2, ""C2A-RP-B2"": 2, ""P1"": 57}",2
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,6,completed,True,True,True,True,True,0.895671364651007,0.8882717840906083,0.8746296900041101,0.865542575817535,0.024974690320326,0.8442244974514846,0.9368022334160608,0.8442244974514846,"{""1"":4.701760683929202e-05,""10"":0.0002096495296589683,""11"":6.17892035577846e-05,""12"":0.00012526573519293783,""13"":0.0002185077460836066,""15"":9.111224983305786e-05,""17"":6.961813354675148e-05,""18"":0.00016430068414213407,""2"":0.00013328476063698976,""27"":4.269165797228888e-05,""28"":0.00016135823347121465,""29"":0.0001838673582622988,""30"":0.00012494849762597737,""31"":0.0001569310810265521,""32"":6.492691160914959e-05,""33"":0.00016786413420658046,""34"":0.00010909119110684998,""35"":0.00017102612704440642,""36"":0.00025875004030341157,""37"":0.0001595455523735213,""6"":0.00033123157560616947,""8"":7.849787115414824e-05}",38.0,38.0,17.0,17.0,0.9287936340019174,0.981561565176822,0.9287936340019174,2000.0,0.9871248754230124,0.9811658297669118,0.9875920258715238,1.0,0.9937279171981778,0.9814632357454144,0.992920434563804,29.0,29.0,0.9758148756811422,0.9349267765376068,1.0,17.0,0.9592830134111546,17.0,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0333333333333333,0.0483870967741935,0.0036204643737916,0.1454177773540201,False,1.0,30.0,32.0,32.0,30.0,11.0,11.048526481439602,6.986918716486609,18.39167119183124,32.0,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8883624031083558,0.8882717840906083,0.0181997685591374,0.0181997685591374,0.8548395954518018,0.9255026736251388,0.8548395954518018,0.8548395954518018,0.9255026736251388,0.8548395954518018,0.0046363679426015,0.865542575817535,0.8837168041906851,0.0137655336964145,38.0,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,0.8117992207048795,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.0225571234163874,0.0034130206185993,0.01610722582315,12.0,7.0,5.0,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE,estimated,formal_ready,analysis_results/final_calibration_profile_20260817_v1/pooled_worker_profile_v2.csv,11f7e30fd00ec388bc0b5798846002ba7d6c77033011987e0ff4f27d251c8574,101,"{""C1"": 32, ""C2-B"": 8, ""C2A-RP-B1"": 2, ""C2A-RP-B2"": 2, ""P1"": 57}",2
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,8,completed,True,True,True,True,True,0.9072554620594856,0.8820784468975338,0.8745170398544796,0.8654003877540197,0.0246290160959413,0.8564969304560771,0.956668628493068,0.8564969304560771,"{""1"":7.559766774491707e-05,""10"":0.00017619905316943404,""11"":-3.6745972178612395e-05,""12"":6.913143543136613e-05,""13"":0.0001773835211313496,""15"":0.00010912407010429095,""17"":0.00028118530306453434,""18"":0.00014357752943877723,""2"":0.00011086420006633926,""27"":3.7273027681048745e-05,""28"":7.777999128493116e-05,""29"":0.00011968636459395772,""30"":4.7521235791606944e-05,""31"":0.00017180628765823964,""32"":7.776662327344895e-05,""33"":0.00010285212456288724,""34"":0.00014748117577628755,""35"":0.00013284175335134617,""36"":0.00014191819962945532,""37"":0.00018852033920513907,""6"":7.849787115414824e-05,""8"":0.00044955373482043865}",37.0,37.0,18.0,15.0,0.9248293044409734,0.967754468399496,0.9248293044409734,2000.0,0.9874725205042972,0.9792626677868376,0.9885577015933682,0.9965628446691176,0.9911790988508484,0.9785074789886388,0.9900502861283056,29.0,29.0,0.9617608516082552,0.9332107642682824,0.979511786315146,15.0,0.9482170594324082,15.0,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.0166666666666666,1.678675212479038e-05,0.0822864829238238,False,0.0,29.0,32.0,32.0,29.0,144.0,162.02244403248167,121.9180371074768,208.2611583738658,32.0,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8802776143183184,0.8820784468975338,0.0212026822553288,0.0212026822553288,0.8384577261925013,0.9234591412037152,0.8384577261925013,0.8384577261925013,0.9234591412037152,0.8384577261925013,0.004651438583755,0.8654003877540197,0.8836336919549395,0.0101793375000433,37.0,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,0.3315280868980995,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.0235723881697973,0.0033910468981682,0.0160893866725746,12.0,7.0,5.0,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE,estimated,formal_ready,analysis_results/final_calibration_profile_20260817_v1/pooled_worker_profile_v2.csv,11f7e30fd00ec388bc0b5798846002ba7d6c77033011987e0ff4f27d251c8574,101,"{""C1"": 32, ""C2-B"": 8, ""C2A-RP-B1"": 2, ""C2A-RP-B2"": 2, ""P1"": 57}",2
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,10,completed,True,True,True,True,True,0.8853929538194936,0.8786927556739339,0.8744949156312042,0.865402158712677,0.0258291978630198,0.8460997176879909,0.9462561828747662,0.8460997176879909,"{""1"":7.04599521648428e-05,""10"":0.0003488215047681174,""11"":3.333229440579595e-05,""12"":0.0002019199493454378,""13"":0.00026197929029934844,""15"":0.00011522579840738772,""17"":0.00017155634304019492,""18"":0.00012348577768881363,""2"":0.0002036181632397182,""27"":4.210750388045474e-05,""28"":0.00023945088448696784,""29"":0.00027672051415146353,""30"":8.518326953697102e-05,""31"":0.00020923578792409337,""32"":7.600457047913183e-05,""33"":0.00023138224104236795,""34"":8.729688643548136e-05,""35"":0.0002207759723138925,""36"":0.00018067739672363096,""37"":0.00011631180331002511,""6"":0.0002096495296589683,""8"":0.00017619905316943404}",36.0,36.0,16.0,15.0,0.905338055222648,0.9781360808320396,0.905338055222648,2000.0,0.986008359925112,0.976401851665761,0.9871248754230124,0.9965628446691176,0.9930350050140362,0.9759983129218954,0.9914936898707551,28.0,28.0,0.9739276238989706,0.9288339234473848,1.0,15.0,0.9451991727545632,15.0,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.0172413793103448,1.7380922536885144e-05,0.0850712000323352,False,0.0,28.0,32.0,32.0,29.0,62.5,71.36001825218594,58.34524549268173,86.97570619436877,32.0,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.881636832977268,0.8786927556739339,0.0186767637659236,0.0186767637659236,0.8456508568562017,0.9165232216144784,0.8456508568562017,0.8456508568562017,0.9165232216144784,0.8456508568562017,0.0046392469403773,0.865402158712677,0.8835876725497314,0.0130804626081313,36.0,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,0.2372039707568283,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.0239869330019756,0.0032888035031373,0.0160076439149147,11.0,7.0,4.0,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE,estimated,formal_ready,analysis_results/final_calibration_profile_20260817_v1/pooled_worker_profile_v2.csv,11f7e30fd00ec388bc0b5798846002ba7d6c77033011987e0ff4f27d251c8574,102,"{""C1"": 33, ""C2-B"": 8, ""C2A-RP-B1"": 2, ""C2A-RP-B2"": 2, ""P1"": 57}",2
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,11,completed,True,True,True,True,True,0.8670923418608736,0.8724899093002816,0.8744258096794005,0.865282223725753,0.0298055518504145,0.7917358928233285,0.9021124339676304,0.7917358928233285,"{""1"":0.00013345559645992785,""10"":3.333229440579595e-05,""11"":0.0006645205751373675,""12"":8.874500066947785e-05,""13"":9.222354757890313e-05,""15"":5.515360285389402e-05,""17"":2.2935380657096362e-05,""18"":6.455583997209e-05,""2"":-5.8557060060717425e-06,""27"":0.0003419119283310786,""28"":0.0001966815041377697,""29"":7.326320448362206e-05,""30"":0.00013156721814022314,""31"":-1.939672966273904e-05,""32"":0.00020032573216486845,""33"":0.00014630521946227225,""34"":0.00029649404700206333,""35"":6.503723115093264e-05,""36"":0.00010930629082532976,""37"":-2.3369839783777988e-05,""6"":6.17892035577846e-05,""8"":-3.6745972178612395e-05}",39.0,39.0,16.0,18.0,0.9526987412094328,0.97483707556467,0.9526987412094328,2000.0,0.988633544855242,0.9715706791835466,0.988633544855242,1.0,0.9923822976581278,0.9752285221507336,0.9913460645244712,31.0,31.0,0.96578577888702,0.9411322888776962,0.979511786315146,18.0,0.9636660731874822,18.0,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.015625,1.571247953700126e-05,0.0772300356534816,False,0.0,31.0,33.0,33.0,31.0,154.0,161.28125708333985,134.5611262186055,202.57916753711092,33.0,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8811030927923915,0.8724899093002816,0.0257782965910738,0.0257782965910738,0.8269262213375096,0.9267239641622296,0.8269262213375096,0.8269262213375096,0.9267239641622296,0.8269262213375096,0.0046651805980982,0.865282223725753,0.883569395633048,0.0069091584546307,39.0,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,-0.0574214153115384,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.0221162210323645,0.0034268898813321,0.0161185345252544,12.0,7.0,5.0,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE,estimated,formal_ready,analysis_results/final_calibration_profile_20260817_v1/pooled_worker_profile_v2.csv,11f7e30fd00ec388bc0b5798846002ba7d6c77033011987e0ff4f27d251c8574,102,"{""C1"": 33, ""C2-B"": 8, ""C2A-RP-B1"": 2, ""C2A-RP-B2"": 2, ""P1"": 57}",2
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,12,completed,True,True,True,True,True,0.8837047985388274,0.8719451347121052,0.8744051576104865,0.8653173411663444,0.0226043869188308,0.8452707235964216,0.936183041794323,0.8452707235964216,"{""1"":8.818317832931448e-05,""10"":0.0002019199493454378,""11"":8.874500066947785e-05,""12"":0.00033332471295684273,""13"":0.00010778474367138776,""15"":7.625159903084851e-05,""17"":0.00014236553291029275,""18"":6.57973813043553e-05,""2"":0.00020628536097314616,""27"":5.869547197558293e-05,""28"":0.00021494679204570489,""29"":0.0002216328839684969,""30"":9.826387927610499e-05,""31"":0.00016228099983245234,""32"":9.692093007705636e-05,""33"":0.00021918090800767412,""34"":3.792806257390176e-05,""35"":0.00011460287150897872,""36"":7.6105585827021e-05,""37"":8.26432442257401e-05,""6"":0.00012526573519293783,""8"":6.913143543136613e-05}",38.0,38.0,17.0,14.0,0.8792169217805174,0.9489154723507156,0.8792169217805174,2000.0,0.9798530199449288,0.9791724022023368,0.9796522026787092,0.9885926396151056,0.9836457930299078,0.9683809424605018,0.9843467243339604,30.0,30.0,0.9328761700549408,0.8974414347050648,0.959159441663247,14.0,0.9194160018320392,14.0,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.0161290322580645,1.6231861223464347e-05,0.0796781738172599,False,0.0,30.0,32.0,32.0,30.0,50.5,47.91854815436137,39.83078860349473,56.63827504432913,32.0,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8805954095779441,0.8719451347121052,0.0182571825032462,0.0182571825032462,0.8407766630665737,0.9116351170036732,0.8407766630665737,0.8407766630665737,0.9116351170036732,0.8407766630665737,0.0046367262438624,0.8653173411663444,0.8834929740546287,0.0136802745488409,38.0,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,-0.1454691683355421,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.0238357886160243,0.0033975985849781,0.0160946956058999,11.0,7.0,4.0,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE,estimated,formal_ready,analysis_results/final_calibration_profile_20260817_v1/pooled_worker_profile_v2.csv,11f7e30fd00ec388bc0b5798846002ba7d6c77033011987e0ff4f27d251c8574,101,"{""C1"": 32, ""C2-B"": 8, ""C2A-RP-B1"": 2, ""C2A-RP-B2"": 2, ""P1"": 57}",2
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,13,completed,True,True,True,True,True,0.8347690474726472,0.8661365915054603,0.8743397305084735,0.865237990335555,0.0295347636311735,0.8113756872732448,0.929050898233743,0.8113756872732448,"{""1"":8.148696281399662e-05,""10"":0.00026197929029934844,""11"":9.222354757890313e-05,""12"":0.00010778474367138776,""13"":0.0003809724601615105,""15"":0.0001239634207179057,""17"":0.00018432000802484977,""18"":0.00019350484379359296,""2"":0.00013768101954836966,""27"":7.084259431051871e-05,""28"":0.00018936407823045523,""29"":0.0002071379512095201,""30"":9.492893321670543e-05,""31"":0.00018179727006933902,""32"":9.955141225412044e-05,""33"":0.00020119695101742708,""34"":0.000166491529413139,""35"":0.0002487294935536386,""36"":0.0002244685985311431,""37"":0.00016279764104288016,""6"":0.0002185077460836066,""8"":0.0001773835211313496}",38.0,38.0,16.0,15.0,0.8945992156031403,0.9796910491356506,0.8945992156031403,2000.0,0.9811658297669118,0.9811658297669118,0.9766105372996255,0.9990421455938698,0.99386794268858,0.9741064872608411,0.991380729365144,30.0,30.0,0.9810372523837644,0.9263147221846696,0.9946302243321232,15.0,0.9410143544459604,15.0,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.0161290322580645,1.6231861223464347e-05,0.0796781738172599,False,0.0,30.0,33.0,33.0,30.0,55.0,37.78394886718438,26.664861441221547,54.13516111642424,33.0,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.8468189130955999,0.8661365915054603,0.0195185158288613,0.0195185158288613,0.8273619259342901,0.903251434879485,0.8273619259342901,0.8273619259342901,0.903251434879485,0.8273619259342901,0.0046438303176547,0.865237990335555,0.8834414706813919,0.0119898140585853,38.0,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,-0.4244101956540828,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.0235905097142786,0.0034248113864304,0.0161168373494129,11.0,7.0,4.0,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE,estimated,formal_ready,analysis_results/final_calibration_profile_20260817_v1/pooled_worker_profile_v2.csv,11f7e30fd00ec388bc0b5798846002ba7d6c77033011987e0ff4f27d251c8574,102,"{""C1"": 33, ""C2-B"": 8, ""C2A-RP-B1"": 2, ""C2A-RP-B2"": 2, ""P1"": 57}",2
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,14,administrative_exclusion,False,False,False,False,True,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,0.0,,0.0,not_evaluable_administrative_exclusion,insufficient_support,not_evaluable,insufficient_support,insufficient_support,False,False,False,False,False,False,,,,,False,0.0,0.0,0.0,0.0,31.0,,,,,0.0,not_evaluable,task_worker,c1_task_worker_active_time_v1,,efficiency_or_work_input_not_capability_rank,administratively_ineligible,False,finalize-c1,,,,,,,,,,,,,,,,,,,,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,,z(Q_GT_EB),not_evaluable,,not_applicable,,,,,,,,,,administratively_ineligible,formal_ready,analysis_results/final_calibration_profile_20260817_v1/pooled_worker_profile_v2.csv,11f7e30fd00ec388bc0b5798846002ba7d6c77033011987e0ff4f27d251c8574,89,"{""C1"": 32, ""P1"": 57}",0
worker_profile_v2,paper_a_worker_profile_v2,paper_a_calibration_pooled,original,15,completed,True,True,True,True,True,0.9204249262460172,0.8832620264422872,0.8746647536369333,0.8656747631285168,0.0193107159234734,0.8447732059238738,0.9228253013503608,0.8447732059238738,"{""1"":7.84169385640702e-05,""10"":0.00011522579840738772,""11"":5.515360285389402e-05,""12"":7.625159903084851e-05,""13"":0.0001239634207179057,""15"":0.00017628121549920559,""17"":0.00014485081085351015,""18"":0.0001333093849519891,""2"":0.00010816958825312563,""27"":2.303284216593414e-05,""28"":8.584566679776737e-05,""29"":0.0001184378444976018,""30"":9.976359903406445e-05,""31"":0.0001307504279796998,""32"":0.00014349578499030824,""33"":0.00014074777314493258,""34"":0.00011132048159385636,""35"":0.00011905218016783742,""36"":0.00013223241234363434,""37"":0.0001337308911990308,""6"":9.111224983305786e-05,""8"":0.00010912407010429095}",37.0,37.0,19.0,18.0,0.9454162340547178,0.9776659366370732,0.9454162340547178,2000.0,0.989097658161836,0.976835325742068,0.9899277950790276,1.0,0.9924518399635568,0.9770541671959349,0.9924518399635568,29.0,29.0,0.9761747050358176,0.950317789269345,0.9827793400122492,18.0,0.9624880885651708,18.0,estimated,estimated,estimated,estimated,estimated,True,True,True,True,True,True,0.0,0.0161290322580645,1.6231861223464347e-05,0.0796781738172599,False,0.0,30.0,33.0,33.0,30.0,212.0,246.0934460636735,196.2262234995707,291.613054617739,33.0,estimated,task_worker,c1_task_worker_active_time_v1,timing_component_2,efficiency_or_work_input_not_capability_rank,estimated,False,finalize-c1,0.9080852139770034,0.8832620264422872,0.0132770936390162,0.0132770936390162,0.8595802697155369,0.9080145625749848,0.8595802697155369,0.8595802697155369,0.9080145625749848,0.8595802697155369,0.004586814135019,0.8656747631285168,0.8836547441453498,0.0255561478479608,37.0,,,paper_a_qgt_profile_purpose_v5,c1_measurement_only,C1_C2B_C2A_RP_TERMINAL_CALIBRATION_ONLY,0.9612890415940984,z(Q_GT_EB),fallback_strong_global,STRONG_GLOBAL,completed,-0.0224916972822438,0.0034149889700403,0.0161088284652943,11.0,6.0,5.0,estimated,fallback_strong_global,C2B_PLUS_C2A_RP_TERMINAL_REESTIMATE,estimated,formal_ready,analysis_results/final_calibration_profile_20260817_v1/pooled_worker_profile_v2.csv,11f7e30fd00ec388bc0b5798846002ba7d6c77033011987e0ff4f27d251c8574,102,"{""C1"": 33, ""C2-B"": 8, ""C2A-RP-B1"": 2, ""C2A-RP-B2"": 2, ""P1"": 57}",2
