fact_type,project_id,task_id,annotator_id,session_id,event_count,raw_event_count,sandbox_event_n,timestamp_ms_n,observed_start_timestamp_ms,observed_end_timestamp_ms,observed_span_seconds,max_gap_seconds,gap_gt_60,max_events_per_60_seconds,multi_session_fact,formal_event_n,outside_or_stage_mismatch_n,observed_outside_or_stage_mismatch_n,clock_offset_median_seconds,clock_offset_p95_seconds,clock_offset_audit_only,observed_behavior_event_fields,coverage_field,field_name,observed_n,coverage_rate,description
session_sequence,29,3098,15,1780299712894-5c9d4b6f3c8748,5.0,5.0,0.0,5.0,1780300794650.0,1780300876652.0,82.002,30.0,False,4.0,False,5.0,0.0,0.0,28800.151345968246,28800.15272221565,True,,,,,,
session_sequence,29,3098,17,1779697072272-26a69fcf1428b8,5.0,5.0,0.0,5.0,1779698221381.0,1779698290361.0,68.98,34.981,False,4.0,False,5.0,0.0,0.0,28799.232823848724,28799.245423030854,True,,,,,,
session_sequence,29,3098,18,1781968137223-ddbbdf3d580ee,4.0,4.0,0.0,4.0,1781969331560.0,1781969381754.0,50.194,29.999,False,4.0,False,4.0,0.0,0.0,28800.35942554474,28803.335094177724,True,,,,,,
session_sequence,29,3098,19,1782564295485-7ee7e18504d958,2.0,2.0,0.0,2.0,1782565479488.0,1782565481494.0,2.006,2.006,False,2.0,False,2.0,0.0,0.0,28802.315534114838,28802.319651627542,True,,,,,,
session_sequence,29,3098,2,1782741317604-c7e70e3a0f3c2,2.0,2.0,0.0,2.0,1782747624971.0,1782747640199.0,15.228,15.228,False,2.0,False,2.0,0.0,0.0,28800.136100530624,28800.136341285706,True,,,,,,
session_sequence,29,3098,21,1780584429316-854db956664b88,5.0,5.0,0.0,5.0,1780587789330.0,1780587878982.0,89.652,44.377,False,4.0,False,5.0,0.0,0.0,28800.77050614357,28800.788352108,True,,,,,,
session_sequence,29,3098,6,1779353129956-830c050e9588e,3.0,3.0,0.0,3.0,1779432741441.0,1779432768876.0,27.435,15.283,False,3.0,False,3.0,0.0,0.0,28800.45206284523,28800.580856728553,True,,,,,,
session_sequence,29,3098,8,1780021165442-f701bd2b095668,7.0,7.0,0.0,7.0,1780024709016.0,1780024886011.0,176.995,30.005,False,3.0,False,7.0,0.0,0.0,28802.200488090515,28802.220034885406,True,,,,,,
session_sequence,29,3099,1,1782787886183-6211dd23ee3018,3.0,3.0,0.0,3.0,1782790635633.0,1782790650674.0,15.041,10.001,False,3.0,False,3.0,0.0,0.0,28800.210093975067,28800.211058712004,True,,,,,,
session_sequence,29,3099,10,1779346785042-5c139b9222add8,3.0,3.0,0.0,3.0,1779349187329.0,1779349200328.0,12.999,10.999,False,3.0,False,3.0,0.0,0.0,28799.56588101387,28799.570583462715,True,,,,,,
session_sequence,29,3099,11,1780238313429-6915d4e8c220d8,2.0,2.0,0.0,2.0,1780242723430.0,1780242730742.0,7.312,7.312,False,2.0,False,2.0,0.0,0.0,28799.386313319206,28799.390602385996,True,,,,,,
session_sequence,29,3099,13,1779629913628-c3578af79b8678,4.0,4.0,0.0,4.0,1779637279469.0,1779637321471.0,42.002,29.999,False,4.0,False,4.0,0.0,0.0,28801.556797027588,28801.585009622573,True,,,,,,
session_sequence,29,3099,15,1780299712894-5c9d4b6f3c8748,7.0,7.0,0.0,7.0,1780300884651.0,1780301083650.0,198.999,73.001,True,3.0,False,7.0,0.0,0.0,28800.15299797058,28800.15485625267,True,,,,,,
session_sequence,29,3099,17,1779697072272-26a69fcf1428b8,2.0,2.0,0.0,2.0,1779698313364.0,1779698316362.0,2.998,2.998,False,2.0,False,2.0,0.0,0.0,28799.086633443832,28799.23561899662,True,,,,,,
session_sequence,29,3099,18,1781968137223-ddbbdf3d580ee,4.0,4.0,0.0,4.0,1781969421585.0,1781969470585.0,49.0,29.975,False,4.0,False,4.0,0.0,0.0,28800.139072418213,28800.342834544183,True,,,,,,
session_sequence,29,3099,19,1782564295485-7ee7e18504d958,1.0,1.0,0.0,1.0,1782565493748.0,1782565493748.0,0.0,0.0,False,1.0,False,1.0,0.0,0.0,28802.32032608986,28802.32032608986,True,,,,,,
session_sequence,29,3099,2,1782741317604-c7e70e3a0f3c2,2.0,2.0,0.0,2.0,1782747654973.0,1782747656986.0,2.013,2.013,False,2.0,False,2.0,0.0,0.0,28800.15302693844,28800.167373001575,True,,,,,,
session_sequence,29,3099,21,1780584429316-854db956664b88,5.0,5.0,0.0,5.0,1780587819332.0,1780587880717.0,61.385,46.888,False,4.0,False,5.0,0.0,0.0,28800.762098789215,28800.774088764192,True,,,,,,
session_sequence,29,3099,6,1779353129956-830c050e9588e,3.0,3.0,0.0,3.0,1779432771442.0,1779432790597.0,19.155,15.69,False,3.0,False,3.0,0.0,0.0,28800.50872707367,28800.510970687865,True,,,,,,
session_sequence,29,3099,8,1780021165442-f701bd2b095668,5.0,5.0,0.0,5.0,1780024889015.0,1780024963016.0,74.001,30.001,False,4.0,False,5.0,0.0,0.0,28802.194144010544,28802.197133731843,True,,,,,,
session_sequence,29,3100,1,1782787886183-6211dd23ee3018,3.0,3.0,0.0,3.0,1782790665634.0,1782790689738.0,24.104,14.997,False,3.0,False,3.0,0.0,0.0,28800.96782708168,28801.10577352047,True,,,,,,
session_sequence,29,3100,10,1779346785042-5c139b9222add8,3.0,3.0,0.0,3.0,1779349217328.0,1779349240328.0,23.0,15.999,False,3.0,False,3.0,0.0,0.0,28799.55962920189,28799.56132457256,True,,,,,,
session_sequence,29,3100,11,1780238313429-6915d4e8c220d8,4.0,4.0,0.0,4.0,1780242734440.0,1780242772432.0,37.992,18.993,False,4.0,False,4.0,0.0,0.0,28799.378430366516,28799.38059747219,True,,,,,,
session_sequence,29,3100,13,1779629913628-c3578af79b8678,2.0,2.0,0.0,2.0,1779637339470.0,1779637365470.0,26.0,26.0,False,2.0,False,2.0,0.0,0.0,28801.560885429382,28801.567588162423,True,,,,,,
session_sequence,29,3100,15,1780299712894-5c9d4b6f3c8748,3.0,3.0,0.0,3.0,1780301034651.0,1780301065846.0,31.195,29.999,False,3.0,False,3.0,0.0,0.0,28800.155052900314,28800.15511598587,True,,,,,,
session_sequence,29,3100,17,1779697072272-26a69fcf1428b8,4.0,4.0,0.0,4.0,1779698346365.0,1779698385376.0,39.011,29.997,False,4.0,False,4.0,0.0,0.0,28799.245190024376,28799.251017332077,True,,,,,,
session_sequence,29,3100,18,1781968137223-ddbbdf3d580ee,4.0,4.0,0.0,4.0,1781969481563.0,1781969568704.0,87.141,30.001,False,3.0,True,4.0,0.0,0.0,28800.18331551552,28800.2035228014,True,,,,,,
session_sequence,29,3100,18,1782638680133-9127d2e8f2a47,1.0,1.0,0.0,1.0,1782638710438.0,1782638710438.0,0.0,0.0,False,1.0,True,1.0,0.0,0.0,28799.91307616234,28799.91307616234,True,,,,,,
session_sequence,29,3100,19,1782564295485-7ee7e18504d958,15.0,15.0,0.0,15.0,1782565495486.0,1782565515496.0,20.01,6.025,False,15.0,False,15.0,0.0,0.0,28802.310173988342,28802.327394557,True,,,,,,
session_sequence,29,3100,2,1782741317604-c7e70e3a0f3c2,7.0,7.0,0.0,7.0,1782747673090.0,1782747679974.0,6.884,1.872,False,7.0,False,7.0,0.0,0.0,28800.122602939606,28800.133371043205,True,,,,,,
session_sequence,29,3100,21,1780584429316-854db956664b88,3.0,3.0,0.0,3.0,1780587849317.0,1780587871451.0,22.134,18.066,False,3.0,False,3.0,0.0,0.0,28800.774479150772,28800.77896745205,True,,,,,,
session_sequence,29,3100,6,1779353129956-830c050e9588e,3.0,3.0,0.0,3.0,1779432801446.0,1779432827439.0,25.993,15.684,False,3.0,False,3.0,0.0,0.0,28800.462769031525,28800.494281339645,True,,,,,,
session_sequence,29,3100,8,1780021165442-f701bd2b095668,3.0,3.0,0.0,3.0,1780024979011.0,1780025034015.0,55.004,30.0,False,3.0,False,3.0,0.0,0.0,28802.202418088913,28802.207582306863,True,,,,,,
session_sequence,29,3101,19,5b921592-c934-41ec-9c7d-f18c3058bbdc,1.0,1.0,0.0,1.0,1782624194730.0,1782624194730.0,0.0,0.0,False,1.0,False,1.0,0.0,0.0,28799.77254796028,28799.77254796028,True,,,,,,
session_sequence,30,3100,19,1782564295485-7ee7e18504d958,2.0,2.0,0.0,2.0,1782565516491.0,1782565517489.0,0.998,0.998,False,2.0,False,2.0,0.0,0.0,28802.31002509594,28802.310037863255,True,,,,,,
session_sequence,30,3100,2,1782741317604-c7e70e3a0f3c2,2.0,2.0,0.0,2.0,1782747680966.0,1782747681970.0,1.004,1.004,False,2.0,False,2.0,0.0,0.0,28800.12281703949,28800.12332816124,True,,,,,,
session_sequence,30,3101,1,1782787886183-6211dd23ee3018,10.0,10.0,0.0,10.0,1782788896784.0,1782789132781.0,235.997,30.646,False,4.0,False,10.0,0.0,0.0,28800.272775053978,28800.28257545233,True,,,,,,
session_sequence,30,3101,10,1779346058282-42efc7a09fa26,17.0,17.0,0.0,17.0,1779346183001.0,1779346614001.0,431.0,30.002,False,4.0,True,17.0,0.0,0.0,28799.61669921875,28799.740482473375,True,,,,,,
session_sequence,30,3101,10,1779346785042-5c139b9222add8,2.0,2.0,0.0,2.0,1779346862378.0,1779347010328.0,147.95,147.95,True,1.0,True,2.0,0.0,0.0,28799.622556447983,28799.624126505852,True,,,,,,
session_sequence,30,3101,11,1780204039040-0265ee83129038,21.0,21.0,0.0,21.0,1780204419318.0,1780204914395.0,495.077,30.005,False,4.0,False,21.0,0.0,0.0,28800.023244142532,28800.117622852325,True,,,,,,
session_sequence,30,3101,13,1779629913628-c3578af79b8678,10.0,10.0,0.0,10.0,1779637429470.0,1779637685471.0,256.001,30.002,False,3.0,False,10.0,0.0,0.0,28801.585270404816,28801.743617641925,True,,,,,,
session_sequence,30,3101,15,1779350093452-23aac295ca062,27.0,27.0,0.0,27.0,1779350731236.0,1779353482663.0,2751.427,2044.429,True,3.0,True,27.0,0.0,0.0,28801.115796089172,28801.135179805755,True,,,,,,
session_sequence,30,3101,15,1780299712894-5c9d4b6f3c8748,2.0,2.0,0.0,2.0,1780299832898.0,1780299840804.0,7.906,7.906,False,2.0,True,2.0,0.0,0.0,28801.889806509018,28801.889845561982,True,,,,,,
session_sequence,30,3101,15,1780472688197-53e517494cfb2,18.0,18.0,0.0,18.0,1780472718205.0,1780474482235.0,1764.03,1342.012,True,4.0,True,18.0,0.0,0.0,28758.256116986275,28758.260047996046,True,,,,,,
session_sequence,30,3101,17,1779697072272-26a69fcf1428b8,5.0,5.0,0.0,5.0,1779698424294.0,1779698496294.0,72.0,30.0,False,4.0,False,5.0,0.0,0.0,28799.245833158493,28799.247086954118,True,,,,,,
session_sequence,30,3101,18,1779280181066-c81ed43fa6f7f,6.0,6.0,0.0,6.0,1779280408549.0,1779280525545.0,116.996,30.0,False,4.0,True,6.0,0.0,0.0,28800.456785559654,28800.49230259657,True,,,,,,
session_sequence,30,3101,18,1779713777254-5b6d47a8f94268,50.0,50.0,0.0,50.0,1779714838849.0,1779719040306.0,4201.457,2237.997,True,4.0,True,50.0,0.0,0.0,28799.97632396221,28800.018667292596,True,,,,,,
session_sequence,30,3101,19,1782564295485-7ee7e18504d958,2.0,2.0,0.0,2.0,1782565525491.0,1782565531537.0,6.046,6.046,False,2.0,True,2.0,0.0,0.0,28802.32163107395,28802.32172731161,True,,,,,,
session_sequence,30,3101,19,5b921592-c934-41ec-9c7d-f18c3058bbdc,1.0,1.0,0.0,1.0,1782624186735.0,1782624186735.0,0.0,0.0,False,1.0,True,1.0,0.0,0.0,28799.77290725708,28799.77290725708,True,,,,,,
session_sequence,30,3101,2,1779505811745-dde44e93c7793,3.0,3.0,0.0,3.0,1779511677049.0,1779511691687.0,14.638,11.996,False,3.0,True,3.0,0.0,0.0,28800.866236925125,28800.876190066338,True,,,,,,
session_sequence,30,3101,2,1782741317604-c7e70e3a0f3c2,5.0,5.0,0.0,5.0,1782747684969.0,1782747746976.0,62.007,47.996,False,4.0,True,5.0,0.0,0.0,28800.13150382042,28800.133609104156,True,,,,,,
session_sequence,30,3101,21,1780584429316-854db956664b88,19.0,19.0,0.0,19.0,1780584819322.0,1780585457715.0,638.393,196.97,True,5.0,False,19.0,0.0,0.0,28800.67643904686,28800.682452702524,True,,,,,,
session_sequence,30,3101,28,a08f8c5a-36ce-4337-97f3-3e24a70a96e4,1.0,1.0,0.0,1.0,1781608483511.0,1781608483511.0,0.0,0.0,False,1.0,False,1.0,0.0,0.0,28799.860962867737,28799.860962867737,True,,,,,,
session_sequence,30,3101,6,1779353129956-830c050e9588e,3.0,3.0,0.0,3.0,1779432861439.0,1779432872759.0,11.32,7.124,False,3.0,False,3.0,0.0,0.0,28800.485042095184,28800.491237568855,True,,,,,,
session_sequence,30,3101,8,1781172839466-8ba4c21d05d83,13.0,13.0,0.0,13.0,1781174611355.0,1781179734127.0,5122.772,2049.985,True,4.0,True,13.0,0.0,0.0,28800.226813793182,28800.27734732628,True,,,,,,
session_sequence,30,3101,8,1781253518095-3564995c08794,1.0,1.0,0.0,1.0,1781253530107.0,1781253530107.0,0.0,0.0,False,1.0,True,1.0,0.0,0.0,28800.049967765808,28800.049967765808,True,,,,,,
session_sequence,30,3101,UNKNOWN,1782787886183-6211dd23ee3018,1.0,1.0,0.0,1.0,1782788865284.0,1782788865284.0,0.0,0.0,False,1.0,False,1.0,0.0,0.0,28800.26737523079,28800.26737523079,True,,,,,,
session_sequence,30,3102,1,1782787886183-6211dd23ee3018,5.0,5.0,0.0,5.0,1782789136783.0,1782789244790.0,108.007,30.001,False,3.0,False,5.0,0.0,0.0,28800.275151252747,28800.286141347886,True,,,,,,
session_sequence,30,3102,10,1779346058282-42efc7a09fa26,5.0,5.0,0.0,5.0,1779346633002.0,1779346740313.0,107.311,38.212,False,3.0,True,5.0,0.0,0.0,28799.621796131134,28799.630796813966,True,,,,,,
session_sequence,30,3102,10,1779346785042-5c139b9222add8,11.0,11.0,0.0,11.0,1779346816954.0,1779347009329.0,192.375,30.373,False,5.0,True,11.0,0.0,0.0,28799.60047507286,28799.619628548622,True,,,,,,
session_sequence,30,3102,11,1780204039040-0265ee83129038,13.0,13.0,0.0,13.0,1780204929337.0,1780205244367.0,315.03,30.004,False,4.0,False,13.0,0.0,0.0,28800.016434669495,28800.02379908562,True,,,,,,
session_sequence,30,3102,13,1779629913628-c3578af79b8678,8.0,8.0,0.0,8.0,1779637699470.0,1779637885471.0,186.001,30.002,False,3.0,False,8.0,0.0,0.0,28801.57439804077,28801.833784592152,True,,,,,,
session_sequence,30,3102,15,1780472688197-53e517494cfb2,13.0,13.0,0.0,13.0,1780474488208.0,1780474833200.0,344.992,30.015,False,3.0,False,13.0,0.0,0.0,28758.25764298439,28758.259878730772,True,,,,,,
session_sequence,30,3102,17,1779697072272-26a69fcf1428b8,8.0,8.0,0.0,8.0,1779698514294.0,1779698691302.0,177.008,30.0,False,4.0,False,8.0,0.0,0.0,28799.241307139397,28799.815582561492,True,,,,,,
session_sequence,30,3102,18,1779713777254-5b6d47a8f94268,12.0,12.0,0.0,12.0,1779716491232.0,1779719044228.0,2552.996,2014.927,True,4.0,False,12.0,0.0,0.0,28799.952345490456,28799.97522982359,True,,,,,,
session_sequence,30,3102,19,1782564295485-7ee7e18504d958,1.0,1.0,0.0,1.0,1782565544592.0,1782565544592.0,0.0,0.0,False,1.0,False,1.0,0.0,0.0,28802.321534872055,28802.321534872055,True,,,,,,
session_sequence,30,3102,2,1782741317604-c7e70e3a0f3c2,2.0,2.0,0.0,2.0,1782747714968.0,1782747735089.0,20.121,20.121,False,2.0,False,2.0,0.0,0.0,28800.13295149803,28800.133134746553,True,,,,,,
session_sequence,30,3102,21,1780584429316-854db956664b88,23.0,23.0,0.0,23.0,1780584830493.0,1780585982352.0,1151.859,613.767,True,4.0,False,23.0,0.0,0.0,28800.70381808281,28800.70971775055,True,,,,,,
session_sequence,30,3102,6,1779353129956-830c050e9588e,13.0,13.0,0.0,13.0,1779432891438.0,1779433221655.0,330.217,30.007,False,3.0,False,13.0,0.0,0.0,28800.444928884506,28800.510331869125,True,,,,,,
session_sequence,30,3102,8,1781172839466-8ba4c21d05d83,23.0,23.0,0.0,23.0,1781174851355.0,1781175944538.0,1093.183,493.124,True,3.0,False,23.0,0.0,0.0,28800.213032722473,28800.30834105015,True,,,,,,
session_sequence,30,3103,1,1782787886183-6211dd23ee3018,3.0,3.0,0.0,3.0,1782789256781.0,1782789292782.0,36.001,30.001,False,3.0,False,3.0,0.0,0.0,28800.279501914978,28800.30678191185,True,,,,,,
session_sequence,30,3103,10,1779346785042-5c139b9222add8,9.0,9.0,0.0,9.0,1779347004333.0,1779347221327.0,216.994,30.001,False,3.0,False,9.0,0.0,0.0,28799.606759786606,28799.65702085495,True,,,,,,
session_sequence,30,3103,11,1780204039040-0265ee83129038,11.0,11.0,0.0,11.0,1780205259319.0,1780205529564.0,270.245,30.005,False,3.0,False,11.0,0.0,0.0,28800.010880947113,28800.018435359,True,,,,,,
session_sequence,30,3103,13,1779629913628-c3578af79b8678,4.0,4.0,0.0,4.0,1779637909480.0,1779637988471.0,78.991,29.998,False,3.0,False,4.0,0.0,0.0,28801.564739465714,28801.783187925816,True,,,,,,
session_sequence,30,3103,15,1780472688197-53e517494cfb2,18.0,18.0,0.0,18.0,1780474848205.0,1780475322298.0,474.093,32.007,False,4.0,False,18.0,0.0,0.0,28758.26026201248,28758.262454867363,True,,,,,,
session_sequence,30,3103,17,1779697072272-26a69fcf1428b8,7.0,7.0,0.0,7.0,1779698694293.0,1779698820340.0,126.047,30.004,False,4.0,False,7.0,0.0,0.0,28799.24012374878,28799.479811644553,True,,,,,,
session_sequence,30,3103,18,1779713777254-5b6d47a8f94268,11.0,11.0,0.0,11.0,1779717012227.0,1779719004456.0,1992.229,1543.965,True,4.0,False,11.0,0.0,0.0,28799.96529197693,28799.999163508415,True,,,,,,
session_sequence,30,3103,19,1782564295485-7ee7e18504d958,4.0,4.0,0.0,4.0,1782565552496.0,1782565569513.0,17.017,12.1,False,4.0,False,4.0,0.0,0.0,28802.317433595657,28802.324936389923,True,,,,,,
session_sequence,30,3103,2,1782741317604-c7e70e3a0f3c2,2.0,2.0,0.0,2.0,1782747765994.0,1782747768012.0,2.018,2.018,False,2.0,False,2.0,0.0,0.0,28800.126962423325,28800.13160071373,True,,,,,,
session_sequence,30,3103,21,1780584429316-854db956664b88,11.0,11.0,0.0,11.0,1780585989319.0,1780586232628.0,243.309,30.013,False,4.0,False,11.0,0.0,0.0,28800.712822914124,28800.73389649391,True,,,,,,
session_sequence,30,3103,6,1779353129956-830c050e9588e,7.0,7.0,0.0,7.0,1779433251439.0,1779433376548.0,125.109,30.01,False,4.0,False,7.0,0.0,0.0,28800.44893503189,28800.53975327015,True,,,,,,
session_sequence,30,3103,8,1781172839466-8ba4c21d05d83,19.0,19.0,0.0,19.0,1781175451349.0,1781175947362.0,496.013,31.994,False,4.0,False,19.0,0.0,0.0,28800.24520421028,28800.3371250391,True,,,,,,
session_sequence,30,3104,1,1782787886183-6211dd23ee3018,2.0,2.0,0.0,2.0,1782789316781.0,1782789336781.0,20.0,20.0,False,2.0,False,2.0,0.0,0.0,28800.273302555084,28800.284072375296,True,,,,,,
session_sequence,30,3104,10,1779346785042-5c139b9222add8,4.0,4.0,0.0,4.0,1779347237327.0,1779347309333.0,72.006,30.001,False,3.0,False,4.0,0.0,0.0,28799.60213947296,28799.60891802311,True,,,,,,
session_sequence,30,3104,11,1780204039040-0265ee83129038,22.0,22.0,0.0,22.0,1780205559316.0,1780208111655.0,2552.339,2065.86,True,4.0,False,22.0,0.0,0.0,28800.006294608116,28800.022833931445,True,,,,,,
session_sequence,30,3104,13,1779629913628-c3578af79b8678,2.0,2.0,0.0,2.0,1779637999473.0,1779638016468.0,16.995,16.995,False,2.0,False,2.0,0.0,0.0,28801.601063489914,28801.61999988556,True,,,,,,
session_sequence,30,3104,15,1780472688197-53e517494cfb2,7.0,7.0,0.0,7.0,1780475178457.0,1780475423521.0,245.064,149.742,True,4.0,False,7.0,0.0,0.0,28758.261646032333,28758.262702083586,True,,,,,,
session_sequence,30,3104,17,1779697072272-26a69fcf1428b8,4.0,4.0,0.0,4.0,1779698844296.0,1779698896293.0,51.997,29.996,False,4.0,False,4.0,0.0,0.0,28799.247587442398,28799.526897752286,True,,,,,,
session_sequence,30,3104,18,1779713777254-5b6d47a8f94268,15.0,15.0,0.0,15.0,1779717162232.0,1779718978253.0,1816.021,1494.923,True,5.0,False,15.0,0.0,0.0,28799.96630215645,28800.03326382637,True,,,,,,
session_sequence,30,3104,19,1782564295485-7ee7e18504d958,3.0,3.0,0.0,3.0,1782565554611.0,1782565585489.0,30.878,29.053,False,3.0,False,3.0,0.0,0.0,28802.310662031174,28802.3224493742,True,,,,,,
session_sequence,30,3104,2,1782741317604-c7e70e3a0f3c2,3.0,3.0,0.0,3.0,1782747774981.0,1782747782966.0,7.985,6.114,False,3.0,False,3.0,0.0,0.0,28800.133750915527,28800.13411719799,True,,,,,,
session_sequence,30,3104,21,1780584429316-854db956664b88,3.0,3.0,0.0,3.0,1780585472624.0,1780586278331.0,805.707,786.698,True,2.0,False,3.0,0.0,0.0,28800.717410087585,28800.72047638893,True,,,,,,
session_sequence,30,3104,6,1779353129956-830c050e9588e,3.0,3.0,0.0,3.0,1779433401450.0,1779433427528.0,26.078,23.455,False,3.0,False,3.0,0.0,0.0,28800.495890140533,28800.499780631064,True,,,,,,
session_sequence,30,3104,8,1781172839466-8ba4c21d05d83,12.0,12.0,0.0,12.0,1781175961357.0,1781176255362.0,294.005,30.013,False,4.0,False,12.0,0.0,0.0,28800.228249430656,28800.3277713418,True,,,,,,
session_sequence,30,3105,1,1782787886183-6211dd23ee3018,3.0,3.0,0.0,3.0,1782789346781.0,1782789394897.0,48.116,30.0,False,3.0,False,3.0,0.0,0.0,28800.29569196701,28800.303622722626,True,,,,,,
session_sequence,30,3105,10,1779346785042-5c139b9222add8,5.0,5.0,0.0,5.0,1779347327328.0,1779347436346.0,109.018,30.0,False,3.0,False,5.0,0.0,0.0,28799.604329109192,28799.621366357802,True,,,,,,
session_sequence,30,3105,11,1780204039040-0265ee83129038,9.0,9.0,0.0,9.0,1780206069317.0,1780208099347.0,2030.03,1846.012,True,3.0,False,9.0,0.0,0.0,28800.00164794922,28800.084118795396,True,,,,,,
session_sequence,30,3105,13,1779629913628-c3578af79b8678,6.0,6.0,0.0,6.0,1779638029470.0,1779638154471.0,125.001,30.0,False,3.0,False,6.0,0.0,0.0,28801.64655649662,28801.837787806988,True,,,,,,
session_sequence,30,3105,15,1780472688197-53e517494cfb2,18.0,18.0,0.0,18.0,1780475418241.0,1780475858210.0,439.969,30.016,False,4.0,False,18.0,0.0,0.0,28758.262072086334,28758.264314174652,True,,,,,,
session_sequence,30,3105,17,1779697072272-26a69fcf1428b8,4.0,4.0,0.0,4.0,1779698904294.0,1779698984293.0,79.999,30.0,False,3.0,False,4.0,0.0,0.0,28799.25109255314,28799.254288232325,True,,,,,,
session_sequence,30,3105,18,1779713777254-5b6d47a8f94268,22.0,22.0,0.0,22.0,1779717492225.0,1779718973437.0,1481.212,967.997,True,4.0,False,22.0,0.0,0.0,28799.95859539509,28799.997344410418,True,,,,,,
session_sequence,30,3105,19,1782564295485-7ee7e18504d958,1.0,1.0,0.0,1.0,1782565598659.0,1782565598659.0,0.0,0.0,False,1.0,False,1.0,0.0,0.0,28802.32285094261,28802.32285094261,True,,,,,,
session_sequence,30,3105,2,1782741317604-c7e70e3a0f3c2,2.0,2.0,0.0,2.0,1782747804963.0,1782747828983.0,24.02,24.02,False,2.0,False,2.0,0.0,0.0,28800.13472211361,28800.135298144818,True,,,,,,
session_sequence,30,3105,21,1780584429316-854db956664b88,10.0,10.0,0.0,10.0,1780586289321.0,1780586507349.0,218.028,30.02,False,4.0,False,10.0,0.0,0.0,28800.726531505585,28800.732026219368,True,,,,,,
session_sequence,30,3105,6,1779353129956-830c050e9588e,8.0,8.0,0.0,8.0,1779433431440.0,1779433590660.0,159.22,30.011,False,4.0,False,8.0,0.0,0.0,28800.463051080704,28800.52813271284,True,,,,,,
session_sequence,30,3105,8,1781172839466-8ba4c21d05d83,24.0,24.0,0.0,24.0,1781176261349.0,1781176913363.0,652.014,30.013,False,4.0,False,24.0,0.0,0.0,28800.252653479576,28800.305982351303,True,,,,,,
session_sequence,30,3106,1,1782787886183-6211dd23ee3018,4.0,4.0,0.0,4.0,1782789406779.0,1782789472809.0,66.03,30.002,False,3.0,False,4.0,0.0,0.0,28800.287927508354,28800.324510800838,True,,,,,,
session_sequence,30,3106,10,1779346785042-5c139b9222add8,5.0,5.0,0.0,5.0,1779347447329.0,1779347553335.0,106.006,30.0,False,3.0,False,5.0,0.0,0.0,28799.59304380417,28799.60909113884,True,,,,,,
session_sequence,30,3106,11,1780204039040-0265ee83129038,31.0,31.0,0.0,31.0,1780206280008.0,1780208103809.0,1823.801,794.329,True,3.0,False,31.0,0.0,0.0,28799.995346069336,28800.160128474236,True,,,,,,
session_sequence,30,3106,13,1779629913628-c3578af79b8678,1.0,1.0,0.0,1.0,1779638172468.0,1779638172468.0,0.0,0.0,False,1.0,False,1.0,0.0,0.0,28801.750695943832,28801.750695943832,True,,,,,,
session_sequence,30,3106,15,1780472688197-53e517494cfb2,5.0,5.0,0.0,5.0,1780475868203.0,1780475987210.0,119.007,30.008,False,3.0,False,5.0,0.0,0.0,28758.26299214363,28758.26543765068,True,,,,,,
session_sequence,30,3106,17,1779697072272-26a69fcf1428b8,9.0,9.0,0.0,9.0,1779698994305.0,1779699183372.0,189.067,30.001,False,4.0,False,9.0,0.0,0.0,28799.254685163498,28799.396675252916,True,,,,,,
session_sequence,30,3106,18,1779713777254-5b6d47a8f94268,9.0,9.0,0.0,9.0,1779718002237.0,1779718960470.0,958.233,826.008,True,4.0,False,9.0,0.0,0.0,28799.950017929077,28800.018009519576,True,,,,,,
session_sequence,30,3106,19,1782564295485-7ee7e18504d958,1.0,1.0,0.0,1.0,1782565609623.0,1782565609623.0,0.0,0.0,False,1.0,False,1.0,0.0,0.0,28802.335968255997,28802.335968255997,True,,,,,,
session_sequence,30,3106,2,1782741317604-c7e70e3a0f3c2,2.0,2.0,0.0,2.0,1782747834966.0,1782747865040.0,30.074,30.074,False,2.0,False,2.0,0.0,0.0,28800.135688066483,28800.135850930215,True,,,,,,
session_sequence,30,3106,21,1780584429316-854db956664b88,4.0,4.0,0.0,4.0,1780586529325.0,1780586663867.0,134.542,111.42,True,3.0,False,4.0,0.0,0.0,28800.72765147686,28800.733426213264,True,,,,,,
session_sequence,30,3106,6,1779353129956-830c050e9588e,3.0,3.0,0.0,3.0,1779433611442.0,1779433627530.0,16.088,12.107,False,3.0,False,3.0,0.0,0.0,28800.434345960617,28800.463047099114,True,,,,,,
session_sequence,30,3106,8,1781172839466-8ba4c21d05d83,19.0,19.0,0.0,19.0,1781176921352.0,1781177434440.0,513.088,30.011,False,3.0,False,19.0,0.0,0.0,28800.248466014862,28800.335818076135,True,,,,,,
session_sequence,30,3107,1,1782787886183-6211dd23ee3018,2.0,2.0,0.0,2.0,1782789496874.0,1782789510885.0,14.011,14.011,False,2.0,False,2.0,0.0,0.0,28800.175706386566,28800.17701637745,True,,,,,,
session_sequence,30,3107,10,1779346785042-5c139b9222add8,6.0,6.0,0.0,6.0,1779347567327.0,1779347706358.0,139.031,30.001,False,3.0,False,6.0,0.0,0.0,28799.60127747059,28799.72365939617,True,,,,,,
session_sequence,30,3107,11,1780204039040-0265ee83129038,23.0,23.0,0.0,23.0,1780207329317.0,1780208095797.0,766.48,60.017,True,4.0,False,23.0,0.0,0.0,28799.979229927063,28800.288113451003,True,,,,,,
