base_task_id,manual_worker_id,semi_worker_id,manual_to_semi_rmse_diagonal_normalized,model_to_manual_rmse_diagonal_normalized,model_to_semi_rmse_diagonal_normalized,model_gt_residual,semi_gt_residual,reference_availability
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,31,33,,,3.7751664318895324e-17,0.0,0.0,operational_gt_available
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,31,36,,,3.7751664318895324e-17,0.0,0.0,operational_gt_available
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,32,6,,,3.7751664318895324e-17,0.0,0.0,operational_gt_available
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,32,11,,,3.7751664318895324e-17,0.0,0.0,operational_gt_available
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,32,33,,,3.7751664318895324e-17,0.0,0.0,operational_gt_available
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,32,36,,,3.7751664318895324e-17,0.0,0.0,operational_gt_available
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,34,6,,,3.7751664318895324e-17,0.0,0.0,operational_gt_available
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,34,11,,,3.7751664318895324e-17,0.0,0.0,operational_gt_available
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,34,33,,,3.7751664318895324e-17,0.0,0.0,operational_gt_available
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,34,36,,,3.7751664318895324e-17,0.0,0.0,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,2,8,,0.15022461427506853,,0.0,0.01974316875806259,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,2,10,,0.15022461427506853,,0.0,0.01974316875806259,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,2,15,0.15673760922233515,0.15022461427506853,0.07416728350665093,0.0,0.0037116085982668023,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,2,35,,0.15022461427506853,,0.0,0.059257729830175965,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,1,8,,0.058559935827316965,,0.0,0.01974316875806259,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,1,10,,0.058559935827316965,,0.0,0.01974316875806259,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,1,15,0.0889097396349946,0.058559935827316965,0.07416728350665093,0.0,0.0037116085982668023,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,1,35,,0.058559935827316965,,0.0,0.059257729830175965,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,33,8,,0.13709638949976158,,0.0,0.01974316875806259,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,33,10,,0.13709638949976158,,0.0,0.01974316875806259,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,33,15,0.12950484368642412,0.13709638949976158,0.07416728350665093,0.0,0.0037116085982668023,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,33,35,,0.13709638949976158,,0.0,0.059257729830175965,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,37,8,0.17924337530781462,,,0.0,0.01974316875806259,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,37,10,0.17924337530781462,,,0.0,0.01974316875806259,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,37,15,,,0.07416728350665093,0.0,0.0037116085982668023,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,37,35,,,,0.0,0.059257729830175965,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,34,8,,,,0.0,0.01974316875806259,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,34,10,,,,0.0,0.01974316875806259,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,34,15,,,0.07416728350665093,0.0,0.0037116085982668023,operational_gt_available
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,34,35,,,,0.0,0.059257729830175965,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,11,2,0.010246358136445246,0.010246358136445246,0.0,0.0,0.0,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,11,13,0.010246358136445246,0.010246358136445246,0.0,0.0,0.0,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,11,35,0.010623968131575467,0.010246358136445246,0.0012116006360798313,0.0,0.0007941451261289645,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,11,29,0.00923041781236602,0.010246358136445246,0.0104883584218783,0.0,0.251962784371909,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,15,2,0.05121917545880945,0.05121917545880945,0.0,0.0,0.0,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,15,13,0.05121917545880945,0.05121917545880945,0.0,0.0,0.0,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,15,35,0.05185506222298271,0.05121917545880945,0.0012116006360798313,0.0,0.0007941451261289645,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,15,29,0.04645795251649601,0.05121917545880945,0.0104883584218783,0.0,0.251962784371909,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,33,2,0.036888810635942355,0.036888810635942355,0.0,0.0,0.0,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,33,13,0.036888810635942355,0.036888810635942355,0.0,0.0,0.0,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,33,35,0.036997035159689405,0.036888810635942355,0.0012116006360798313,0.0,0.0007941451261289645,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,33,29,0.03158511257982218,0.036888810635942355,0.0104883584218783,0.0,0.251962784371909,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,37,2,,,0.0,0.0,0.0,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,37,13,,,0.0,0.0,0.0,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,37,35,,,0.0012116006360798313,0.0,0.0007941451261289645,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,37,29,,,0.0104883584218783,0.0,0.251962784371909,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,34,2,0.020224585228347636,0.020224585228347636,0.0,0.0,0.0,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,34,13,0.020224585228347636,0.020224585228347636,0.0,0.0,0.0,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,34,35,0.020405752735319627,0.020224585228347636,0.0012116006360798313,0.0,0.0007941451261289645,operational_gt_available
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,34,29,0.01945227276325755,0.020224585228347636,0.0104883584218783,0.0,0.251962784371909,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,28,2,0.0160890063047598,0.01608900630475982,5.887846720064156e-17,0.0,0.0,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,28,1,,0.01608900630475982,,0.0,0.07449414372241436,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,28,30,0.012574121977241075,0.01608900630475982,0.011466415419763183,0.0,0.059775025476209165,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,28,32,0.007781992846931752,0.01608900630475982,0.010616730097067982,0.0,0.04284013041016721,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,27,2,0.005840945386268474,0.0058409453862684904,5.887846720064156e-17,0.0,0.0,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,27,1,,0.0058409453862684904,,0.0,0.07449414372241436,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,27,30,0.014065401753553381,0.0058409453862684904,0.011466415419763183,0.0,0.059775025476209165,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,27,32,0.011317714113550065,0.0058409453862684904,0.010616730097067982,0.0,0.04284013041016721,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,35,2,0.17288317608268552,0.17288317608268552,5.887846720064156e-17,0.0,0.0,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,35,1,,0.17288317608268552,,0.0,0.07449414372241436,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,35,30,0.1749376342208571,0.17288317608268552,0.011466415419763183,0.0,0.059775025476209165,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,35,32,0.1724469899452088,0.17288317608268552,0.010616730097067982,0.0,0.04284013041016721,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,36,2,0.17313657061960752,0.17313657061960755,5.887846720064156e-17,0.0,0.0,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,36,1,,0.17313657061960755,,0.0,0.07449414372241436,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,36,30,0.1752900518434347,0.17313657061960755,0.011466415419763183,0.0,0.059775025476209165,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,36,32,0.17283426785740105,0.17313657061960755,0.010616730097067982,0.0,0.04284013041016721,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,29,2,0.007334527271234156,0.007334527271234156,5.887846720064156e-17,0.0,0.0,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,29,1,,0.007334527271234156,,0.0,0.07449414372241436,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,29,30,0.007127693279565914,0.007334527271234156,0.011466415419763183,0.0,0.059775025476209165,operational_gt_available
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,29,32,0.006845380003233292,0.007334527271234156,0.010616730097067982,0.0,0.04284013041016721,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,13,8,,,1.0134903240813529e-17,0.0,0.0,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,13,10,0.08809178153616518,,,0.0,0.07822745306352819,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,13,27,0.032238448349669296,,,0.0,0.17080405143502364,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,13,37,0.035641285677516725,,,0.0,0.08747980816712564,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,14,8,,,1.0134903240813529e-17,0.0,0.0,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,14,10,0.09139002240208324,,,0.0,0.07822745306352819,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,14,27,0.03469417486133818,,,0.0,0.17080405143502364,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,14,37,0.037838527032128165,,,0.0,0.08747980816712564,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,28,8,,,1.0134903240813529e-17,0.0,0.0,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,28,10,0.0698582623861001,,,0.0,0.07822745306352819,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,28,27,0.01035197272819316,,,0.0,0.17080405143502364,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,28,37,0.014539908072929337,,,0.0,0.08747980816712564,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,35,8,,,1.0134903240813529e-17,0.0,0.0,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,35,10,0.08680879448184556,,,0.0,0.07822745306352819,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,35,27,0.08512957103750493,,,0.0,0.17080405143502364,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,35,37,0.08615624256468875,,,0.0,0.08747980816712564,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,29,8,,,1.0134903240813529e-17,0.0,0.0,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,29,10,0.06537802573110703,,,0.0,0.07822745306352819,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,29,27,0.006096653609055148,,,0.0,0.17080405143502364,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,29,37,0.012784462190872559,,,0.0,0.08747980816712564,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,34,8,,,1.0134903240813529e-17,0.0,0.0,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,34,10,,,,0.0,0.07822745306352819,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,34,27,,,,0.0,0.17080405143502364,operational_gt_available
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,34,37,,,,0.0,0.08747980816712564,operational_gt_available
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,2,13,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,2,30,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,2,32,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,2,29,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,1,13,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,1,30,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,1,32,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,1,29,0.07863579518929967,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,15,13,0.15918287407589735,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,15,30,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,15,32,0.15840580683660904,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,15,29,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,37,13,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,37,30,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,37,32,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,37,29,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,34,13,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,34,30,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,34,32,,,,,,not_evaluable
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,34,29,,,,,,not_evaluable
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,13,27,,,0.0045404002181560895,0.0,0.025270876943533804,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,13,37,0.02463001853679737,,,0.0,0.08752040083013757,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,13,34,,,,0.0,0.15776272048052542,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,13,29,,,,0.0,0.1796398743185541,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,14,27,,,0.0045404002181560895,0.0,0.025270876943533804,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,14,37,0.024770348597416256,,,0.0,0.08752040083013757,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,14,34,,,,0.0,0.15776272048052542,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,14,29,,,,0.0,0.1796398743185541,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,18,27,0.14609912490507843,0.1444742866988884,0.0045404002181560895,0.0,0.025270876943533804,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,18,37,,0.1444742866988884,,0.0,0.08752040083013757,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,18,34,,0.1444742866988884,,0.0,0.15776272048052542,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,18,29,,0.1444742866988884,,0.0,0.1796398743185541,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,1,27,0.06153388385083709,0.06154091454357158,0.0045404002181560895,0.0,0.025270876943533804,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,1,37,,0.06154091454357158,,0.0,0.08752040083013757,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,1,34,,0.06154091454357158,,0.0,0.15776272048052542,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,1,29,,0.06154091454357158,,0.0,0.1796398743185541,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,35,27,,,0.0045404002181560895,0.0,0.025270876943533804,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,35,37,,,,0.0,0.08752040083013757,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,35,34,0.088359795876806,,,0.0,0.15776272048052542,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,35,29,0.0041988736058363695,,,0.0,0.1796398743185541,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,31,27,,,0.0045404002181560895,0.0,0.025270876943533804,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,31,37,,,,0.0,0.08752040083013757,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,31,34,,,,0.0,0.15776272048052542,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,31,29,,,,0.0,0.1796398743185541,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,30,27,,,0.0045404002181560895,0.0,0.025270876943533804,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,30,37,,,,0.0,0.08752040083013757,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,30,34,0.08652569576558557,,,0.0,0.15776272048052542,operational_gt_available
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,30,29,0.003497306642037452,,,0.0,0.1796398743185541,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,11,2,0.2015900368722134,,,0.0,0.07047338002787684,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,11,1,0.09790155727238674,,,0.0,,not_evaluable
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,11,17,0.18496964084716436,,,0.0,0.06371342469937924,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,11,28,,,0.0012335111168550966,0.0,0.006978193146417566,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,15,2,0.18056770448254306,,,0.0,0.07047338002787684,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,15,1,0.13858026565407883,,,0.0,,not_evaluable
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,15,17,0.20145556884621693,,,0.0,0.06371342469937924,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,15,28,,,0.0012335111168550966,0.0,0.006978193146417566,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,33,2,0.20550272478378342,,,0.0,0.07047338002787684,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,33,1,0.1452294096798764,,,0.0,,not_evaluable
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,33,17,0.20843544616918272,,,0.0,0.06371342469937924,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,33,28,,,0.0012335111168550966,0.0,0.006978193146417566,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,37,2,,,,0.0,0.07047338002787684,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,37,1,,,,0.0,,not_evaluable
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,37,17,,,,0.0,0.06371342469937924,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,37,28,,,0.0012335111168550966,0.0,0.006978193146417566,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,34,2,,0.003037021242340235,,0.0,0.07047338002787684,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,34,1,,0.003037021242340235,,0.0,,not_evaluable
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,34,17,,0.003037021242340235,,0.0,0.06371342469937924,operational_gt_available
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,34,28,0.003021956129915316,0.003037021242340235,0.0012335111168550966,0.0,0.006978193146417566,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,11,13,0.0036628969623828437,0.0036628969623828437,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,11,17,0.0036628969623828437,0.0036628969623828437,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,11,18,0.0036628969623828437,0.0036628969623828437,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,11,28,0.0034378739569956474,0.0036628969623828437,0.0011805938934973709,0.0,0.0016857348145692397,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,15,13,0.13880194154549558,0.13880194154549558,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,15,17,0.13880194154549558,0.13880194154549558,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,15,18,0.13880194154549558,0.13880194154549558,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,15,28,0.13961021188247663,0.13880194154549558,0.0011805938934973709,0.0,0.0016857348145692397,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,33,13,0.03540277130817073,0.03540277130817073,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,33,17,0.03540277130817073,0.03540277130817073,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,33,18,0.03540277130817073,0.03540277130817073,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,33,28,0.03542438772698018,0.03540277130817073,0.0011805938934973709,0.0,0.0016857348145692397,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,37,13,0.006502064891948954,0.006502064891948954,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,37,17,0.006502064891948954,0.006502064891948954,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,37,18,0.006502064891948954,0.006502064891948954,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,37,28,0.006525559162430922,0.006502064891948954,0.0011805938934973709,0.0,0.0016857348145692397,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,32,13,0.005433741510460762,0.005433741510460762,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,32,17,0.005433741510460762,0.005433741510460762,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,32,18,0.005433741510460762,0.005433741510460762,0.0,0.0,0.0,operational_gt_available
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,32,28,0.005193614961262161,0.005433741510460762,0.0011805938934973709,0.0,0.0016857348145692397,operational_gt_available
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,2,8,0.07607464961506925,0.07607464961506925,1.7554167342883506e-17,0.0,0.0,operational_gt_available
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,2,10,0.07607464961506925,0.07607464961506925,1.7554167342883506e-17,0.0,0.0,operational_gt_available
