source_path,record_type,field_path,observed_count,non_null_count,unique_value_count,role,used_in_current_relations,usage_note
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,active_seconds,442,442,87,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,active_seconds_fragment,442,442,70,timing,True,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,active_time_alias_from,409,4,2,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,active_time_alias_reason,409,4,1,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,active_time_key,409,409,99,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,annotation_id,409,409,68,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,annotation_id_source,409,409,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,annotation_match_status,409,409,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,annotator_id,442,442,4,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,foreign_https_script_version,83,83,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,is_manual_flush,442,442,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,late_binding_status,409,7,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,page_type,442,442,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,project_id,442,442,13,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,project_id_source,409,409,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,project_name,442,442,9,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,script_version,442,442,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,selected_annotation_id,409,159,71,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,selected_annotation_owner_id,409,159,6,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,selected_annotation_owner_source,409,159,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,server_received_at,442,442,442,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,session_id,442,442,7,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,task_id,442,442,35,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,task_id_source,409,409,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-03.jsonl,active_log_event,timestamp,442,442,426,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,active_seconds,951,951,443,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,active_seconds_fragment,951,951,355,timing,True,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,active_time_alias_from,949,7,6,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,active_time_alias_reason,949,7,1,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,active_time_key,949,949,174,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,annotation_id,949,949,141,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,annotation_id_source,949,949,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,annotation_match_status,949,949,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,annotator_id,951,951,4,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,foreign_https_script_version,951,951,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,is_manual_flush,951,951,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,late_binding_status,949,35,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,page_type,951,951,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,project_id,951,951,3,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,project_id_source,949,949,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,project_name,951,951,4,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,script_version,951,951,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,selected_annotation_id,949,900,151,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,selected_annotation_owner_id,949,900,4,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,selected_annotation_owner_source,949,900,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,server_received_at,951,951,951,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,session_id,951,951,11,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,task_id,951,951,41,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,task_id_source,949,949,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-04.jsonl,active_log_event,timestamp,951,951,922,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,active_seconds,1094,1094,478,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,active_seconds_fragment,1094,1094,453,timing,True,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,active_time_alias_from,1085,5,5,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,active_time_alias_reason,1085,5,1,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,active_time_key,1085,1085,206,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,annotation_id,1085,1085,150,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,annotation_id_source,1085,1085,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,annotation_match_status,1085,1085,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,annotator_id,1094,1094,5,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,foreign_https_script_version,1094,1094,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,is_manual_flush,1094,1094,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,late_binding_status,1085,60,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,page_type,1094,1094,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,project_id,1094,1094,3,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,project_id_source,1085,1085,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,project_name,1094,1094,4,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,script_version,1094,1094,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,selected_annotation_id,1085,1020,176,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,selected_annotation_owner_id,1085,1020,4,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,selected_annotation_owner_source,1085,1020,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,server_received_at,1094,1094,1094,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,session_id,1094,1094,8,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,task_id,1094,1094,54,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,task_id_source,1085,1085,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-05.jsonl,active_log_event,timestamp,1094,1094,1061,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,active_seconds,485,485,278,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,active_seconds_fragment,485,485,252,timing,True,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,active_time_alias_from,60,0,0,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,active_time_alias_reason,60,0,0,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,active_time_key,60,60,6,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,annotation_id,60,60,4,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,annotation_id_source,60,60,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,annotation_match_status,60,60,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,annotator_id,485,485,5,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,foreign_https_script_version,485,485,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,is_manual_flush,485,485,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,late_binding_status,60,0,0,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,page_type,485,485,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,project_id,485,485,5,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,project_id_source,60,60,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,project_name,485,485,6,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,script_version,485,485,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,selected_annotation_id,60,48,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,selected_annotation_owner_id,60,48,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,selected_annotation_owner_source,60,48,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,server_received_at,485,485,485,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,session_id,485,485,5,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,task_id,485,485,66,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,task_id_source,60,60,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-06.jsonl,active_log_event,timestamp,485,485,485,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,active_seconds,1711,1711,421,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,active_seconds_fragment,1711,1711,370,timing,True,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,active_time_alias_from,1566,12,12,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,active_time_alias_reason,1566,12,1,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,active_time_key,1566,1566,437,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,annotation_id,1566,1566,317,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,annotation_id_source,1566,1566,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,annotation_match_status,1566,1566,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,annotator_id,1711,1711,6,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,foreign_https_script_version,1711,1711,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,is_manual_flush,1711,1711,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,late_binding_status,1566,237,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,page_type,1711,1711,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,project_id,1711,1711,3,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,project_id_source,1566,1566,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,project_name,1711,1711,4,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,script_version,1711,1711,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,selected_annotation_id,1566,1441,469,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,selected_annotation_owner_id,1566,1441,10,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,selected_annotation_owner_source,1566,1441,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,server_received_at,1711,1711,1711,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,session_id,1711,1711,10,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,task_id,1711,1711,72,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,task_id_source,1566,1566,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-07.jsonl,active_log_event,timestamp,1711,1711,1635,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,active_seconds,101,101,32,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,active_seconds_fragment,101,101,25,timing,True,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,active_time_alias_from,23,1,1,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,active_time_alias_reason,23,1,1,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,active_time_key,23,23,6,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,annotation_id,23,23,6,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,annotation_id_source,23,23,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,annotation_match_status,23,23,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,annotator_id,101,101,2,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,foreign_https_script_version,101,101,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,is_manual_flush,101,101,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,late_binding_status,23,2,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,page_type,101,101,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,project_id,101,101,3,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,project_id_source,23,23,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,project_name,101,101,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,script_version,101,101,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,selected_annotation_id,23,22,6,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,selected_annotation_owner_id,23,22,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,selected_annotation_owner_source,23,22,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,server_received_at,101,101,101,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,session_id,101,101,5,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,task_id,101,101,38,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,task_id_source,23,23,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-08.jsonl,active_log_event,timestamp,101,101,99,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,active_seconds,292,292,260,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,active_seconds_fragment,292,292,251,timing,True,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,active_time_alias_from,292,1,1,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,active_time_alias_reason,292,1,1,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,active_time_key,292,292,27,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,annotation_id,292,292,18,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,annotation_id_source,292,292,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,annotation_match_status,292,292,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,annotator_id,292,292,2,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,foreign_https_script_version,292,292,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,is_manual_flush,292,292,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,late_binding_status,292,14,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,page_type,292,292,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,project_id,292,292,2,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,project_id_source,292,292,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,project_name,292,292,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,script_version,292,292,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,selected_annotation_id,292,285,28,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,selected_annotation_owner_id,292,285,5,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,selected_annotation_owner_source,292,285,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,server_received_at,292,292,292,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,session_id,292,292,2,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,task_id,292,292,8,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,task_id_source,292,292,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-09.jsonl,active_log_event,timestamp,292,292,292,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,active_seconds,981,981,411,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,active_seconds_fragment,981,981,380,timing,True,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,active_time_alias_from,981,2,2,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,active_time_alias_reason,981,2,1,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,active_time_key,981,981,168,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,annotation_id,981,981,114,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,annotation_id_source,981,981,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,annotation_match_status,981,981,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,annotator_id,981,981,3,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,foreign_https_script_version,397,397,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,is_manual_flush,981,981,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,late_binding_status,981,39,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,page_type,981,981,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,project_id,981,981,7,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,project_id_source,981,981,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,project_name,981,981,6,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,script_version,981,981,1,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,selected_annotation_id,981,722,148,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,selected_annotation_owner_id,981,722,10,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,selected_annotation_owner_source,981,722,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,server_received_at,981,981,981,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,session_id,981,981,3,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,task_id,981,981,51,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,task_id_source,981,981,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-10.jsonl,active_log_event,timestamp,981,981,975,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-11.jsonl,active_log_event,active_seconds,136,136,74,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-11.jsonl,active_log_event,active_seconds_fragment,136,136,42,timing,True,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-11.jsonl,active_log_event,active_time_alias_from,136,4,1,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-11.jsonl,active_log_event,active_time_alias_reason,136,4,1,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-11.jsonl,active_log_event,active_time_key,136,136,15,timing,False,raw_preserved_not_primary_active_time
active_logs/c1/active_times_2026-07-11.jsonl,active_log_event,annotation_id,136,136,13,identity,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-11.jsonl,active_log_event,annotation_id_source,136,136,3,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-11.jsonl,active_log_event,annotation_match_status,136,136,2,provenance_or_other,False,raw_preserved_for_objective_scan
active_logs/c1/active_times_2026-07-11.jsonl,active_log_event,annotator_id,136,136,2,identity,False,raw_preserved_for_objective_scan
