cohort,metric,k,method,horizon,images,buildings,supported_image_splits,valid_tv_image_splits,start_n,end_n,start_tv,end_tv,last_step_tv_change,n,tv,medoid_reference_error,prefix_clusters
all26,ospa60,2,ALL,12,71,16,1458,1047,2,12,0.45048813176526764,0.35475951345981127,-0.0007957085392299446,3,0.418703231235838,5.436100616861084,1.816337520876649
all26,ospa60,2,ALL,12,71,16,1458,1047,2,12,0.45048813176526764,0.35475951345981127,-0.0007957085392299446,4,0.4004935551385095,5.127110973800193,2.1184798504191886
all26,ospa60,2,ALL,12,71,16,1458,1047,2,12,0.45048813176526764,0.35475951345981127,-0.0007957085392299446,5,0.3847933806803214,4.796214818640003,2.391115108436537
all26,ospa60,2,ALL,12,71,16,1458,1047,2,12,0.45048813176526764,0.35475951345981127,-0.0007957085392299446,6,0.3769819202636809,4.793535986241877,2.649582594012741
all26,ospa60,2,ALL,12,71,16,1458,1047,2,12,0.45048813176526764,0.35475951345981127,-0.0007957085392299446,7,0.36541410067485336,4.753921888944446,2.9014059667184666
all26,ospa60,2,ALL,12,71,16,1458,1047,2,12,0.45048813176526764,0.35475951345981127,-0.0007957085392299446,8,0.3601911742026772,4.535714158182047,3.1501762721405577
all26,ospa60,2,ALL,12,71,16,1458,1047,2,12,0.45048813176526764,0.35475951345981127,-0.0007957085392299446,9,0.35380568459772277,4.535627904424095,3.361897495485665
all26,ospa60,2,ALL,12,71,16,1458,1047,2,12,0.45048813176526764,0.35475951345981127,-0.0007957085392299446,10,0.35572446652412754,4.5081814844338775,3.6400171848678284
all26,ospa60,2,ALL,12,71,16,1458,1047,2,12,0.45048813176526764,0.35475951345981127,-0.0007957085392299446,11,0.3555552219990412,4.509438084512082,3.824506139528461
all26,ospa60,2,ALL,12,71,16,1458,1047,2,12,0.45048813176526764,0.35475951345981127,-0.0007957085392299446,12,0.35475951345981127,4.529953742599512,4.0097551677892405
all26,ospa60,3,A,4,71,13,1397,1289,2,4,0.33824111418008257,0.32079750194911827,-0.005938710163932104,2,0.33824111418008257,5.38711958606843,1.3281944869436169
all26,ospa60,3,A,4,71,13,1397,1289,2,4,0.33824111418008257,0.32079750194911827,-0.005938710163932104,3,0.3267362121130504,4.318930641504389,1.583164340838748
all26,ospa60,3,A,4,71,13,1397,1289,2,4,0.33824111418008257,0.32079750194911827,-0.005938710163932104,4,0.32079750194911827,3.8607042896182175,1.8072399472471572
all26,ospa60,3,A,6,17,3,340,305,2,6,0.3226890756302521,0.2779036336756925,-0.00327050264550266,2,0.3226890756302521,5.028033713865775,1.349253034547152
all26,ospa60,3,A,6,17,3,340,305,2,6,0.3226890756302521,0.2779036336756925,-0.00327050264550266,3,0.30411434018051664,3.9327440731068504,1.61312024809924
all26,ospa60,3,A,6,17,3,340,305,2,6,0.3226890756302521,0.2779036336756925,-0.00327050264550266,4,0.2909232026143791,4.251818551139658,1.7813308656796052
all26,ospa60,3,A,6,17,3,340,305,2,6,0.3226890756302521,0.2779036336756925,-0.00327050264550266,5,0.28117413632119514,3.825387144632989,1.9135354141656664
all26,ospa60,3,A,6,17,3,340,305,2,6,0.3226890756302521,0.2779036336756925,-0.00327050264550266,6,0.2779036336756925,4.056221339562121,2.10964770523594
all26,ospa60,3,A,8,13,2,253,225,2,8,0.29803658963585433,0.2395325630252101,-0.003628951580632228,2,0.29803658963585433,6.511510128942749,1.2863795518207284
all26,ospa60,3,A,8,13,2,253,225,2,8,0.29803658963585433,0.2395325630252101,-0.003628951580632228,3,0.2751000816993464,5.5480358341548,1.549031279178338
all26,ospa60,3,A,8,13,2,253,225,2,8,0.29803658963585433,0.2395325630252101,-0.003628951580632228,4,0.26282825630252105,5.915090121488771,1.755485527544351
all26,ospa60,3,A,8,13,2,253,225,2,8,0.29803658963585433,0.2395325630252101,-0.003628951580632228,5,0.2488296568627451,5.2851880153632305,1.8570378151260503
all26,ospa60,3,A,8,13,2,253,225,2,8,0.29803658963585433,0.2395325630252101,-0.003628951580632228,6,0.24493580765639586,5.657413107586076,2.06640989729225
all26,ospa60,3,A,8,13,2,253,225,2,8,0.29803658963585433,0.2395325630252101,-0.003628951580632228,7,0.24316151460584232,6.203616090824819,2.1369281045751634
all26,ospa60,3,A,8,13,2,253,225,2,8,0.29803658963585433,0.2395325630252101,-0.003628951580632228,8,0.2395325630252101,6.021318209050044,2.288620448179272
all26,ospa60,3,A,12,6,1,120,109,2,12,0.24797794117647057,0.170812908496732,-0.0019812091503267903,2,0.24797794117647057,4.061538733837562,1.2299019607843136
all26,ospa60,3,A,12,6,1,120,109,2,12,0.24797794117647057,0.170812908496732,-0.0019812091503267903,3,0.22853349673202614,2.9609970182494068,1.421078431372549
all26,ospa60,3,A,12,6,1,120,109,2,12,0.24797794117647057,0.170812908496732,-0.0019812091503267903,4,0.21256127450980392,2.706034952590926,1.5950980392156862
all26,ospa60,3,A,12,6,1,120,109,2,12,0.24797794117647057,0.170812908496732,-0.0019812091503267903,5,0.2009926470588235,2.233877569197772,1.6593137254901962
all26,ospa60,3,A,12,6,1,120,109,2,12,0.24797794117647057,0.170812908496732,-0.0019812091503267903,6,0.1955065359477124,2.370406838565714,1.7931372549019606
all26,ospa60,3,A,12,6,1,120,109,2,12,0.24797794117647057,0.170812908496732,-0.0019812091503267903,7,0.18975840336134453,2.2133101006864666,1.8294117647058823
all26,ospa60,3,A,12,6,1,120,109,2,12,0.24797794117647057,0.170812908496732,-0.0019812091503267903,8,0.17977941176470588,2.1311020768523115,1.9200980392156861
all26,ospa60,3,A,12,6,1,120,109,2,12,0.24797794117647057,0.170812908496732,-0.0019812091503267903,9,0.17772331154684093,1.976006806211071,1.9759803921568626
all26,ospa60,3,A,12,6,1,120,109,2,12,0.24797794117647057,0.170812908496732,-0.0019812091503267903,10,0.17540441176470586,1.8764823723336679,2.0764705882352943
all26,ospa60,3,A,12,6,1,120,109,2,12,0.24797794117647057,0.170812908496732,-0.0019812091503267903,11,0.1727941176470588,2.069616649634572,2.142156862745098
all26,ospa60,3,A,12,6,1,120,109,2,12,0.24797794117647057,0.170812908496732,-0.0019812091503267903,12,0.170812908496732,1.9784643881437747,2.2230392156862746
all26,ospa60,3,ALL,4,113,18,2070,1641,2,4,0.39578348900405974,0.3645099777690048,-0.014138834411178414,2,0.39578348900405974,14.40374263742454,1.451396147753606
all26,ospa60,3,ALL,4,113,18,2070,1641,2,4,0.39578348900405974,0.3645099777690048,-0.014138834411178414,3,0.3786488121801832,13.43760397756177,1.7793520070588764
all26,ospa60,3,ALL,4,113,18,2070,1641,2,4,0.39578348900405974,0.3645099777690048,-0.014138834411178414,4,0.3645099777690048,13.147036751069985,2.035394791723266
all26,ospa60,3,ALL,6,96,16,1782,1356,2,6,0.4313817955835345,0.36409007795158865,-0.008723589557572797,2,0.4313817955835345,8.3833295490797,1.4684153189034261
all26,ospa60,3,ALL,6,96,16,1782,1356,2,6,0.4313817955835345,0.36409007795158865,-0.008723589557572797,3,0.4080718152544972,7.466582082603724,1.8002582524571717
all26,ospa60,3,ALL,6,96,16,1782,1356,2,6,0.4313817955835345,0.36409007795158865,-0.008723589557572797,4,0.39014316769609625,6.9873058919362965,2.0770825888034277
all26,ospa60,3,ALL,6,96,16,1782,1356,2,6,0.4313817955835345,0.36409007795158865,-0.008723589557572797,5,0.37281366750916145,7.10203892999009,2.3461437926170268
all26,ospa60,3,ALL,6,96,16,1782,1356,2,6,0.4313817955835345,0.36409007795158865,-0.008723589557572797,6,0.36409007795158865,7.046104004493729,2.612500399020007
all26,ospa60,3,ALL,8,82,16,1491,1089,2,8,0.4145394230094751,0.33977965002282046,-0.00516995462890435,2,0.4145394230094751,8.058731045070669,1.444155389902173
all26,ospa60,3,ALL,8,82,16,1491,1089,2,8,0.4145394230094751,0.33977965002282046,-0.00516995462890435,3,0.40022123162813267,6.751537582607568,1.7811534968129636
all26,ospa60,3,ALL,8,82,16,1491,1089,2,8,0.4145394230094751,0.33977965002282046,-0.00516995462890435,4,0.38284980486315756,6.982647394663886,2.0629384220422824
all26,ospa60,3,ALL,8,82,16,1491,1089,2,8,0.4145394230094751,0.33977965002282046,-0.00516995462890435,5,0.36211755971510107,6.476371959418043,2.32952467985786
all26,ospa60,3,ALL,8,82,16,1491,1089,2,8,0.4145394230094751,0.33977965002282046,-0.00516995462890435,6,0.35308361662761933,6.202020225309689,2.583981289339745
all26,ospa60,3,ALL,8,82,16,1491,1089,2,8,0.4145394230094751,0.33977965002282046,-0.00516995462890435,7,0.3449496046517248,6.09376757163538,2.830593699686071
all26,ospa60,3,ALL,8,82,16,1491,1089,2,8,0.4145394230094751,0.33977965002282046,-0.00516995462890435,8,0.33977965002282046,5.774910004151663,3.0691122816283665
all26,ospa60,3,ALL,12,70,16,1444,1050,2,12,0.4270177117282152,0.32623660144189653,-0.0003199803266648593,2,0.4270177117282152,6.695971298931728,1.4627776053603259
all26,ospa60,3,ALL,12,70,16,1444,1050,2,12,0.4270177117282152,0.32623660144189653,-0.0003199803266648593,3,0.402550120372169,5.2932720381072,1.8076359452094746
all26,ospa60,3,ALL,12,70,16,1444,1050,2,12,0.4270177117282152,0.32623660144189653,-0.0003199803266648593,4,0.3824050468177051,4.976546251081092,2.100440313751763
all26,ospa60,3,ALL,12,70,16,1444,1050,2,12,0.4270177117282152,0.32623660144189653,-0.0003199803266648593,5,0.36085220473989366,4.6049617116988975,2.3520422938989114
all26,ospa60,3,ALL,12,70,16,1444,1050,2,12,0.4270177117282152,0.32623660144189653,-0.0003199803266648593,6,0.35159318387525085,4.6238401571409105,2.590253693454849
all26,ospa60,3,ALL,12,70,16,1444,1050,2,12,0.4270177117282152,0.32623660144189653,-0.0003199803266648593,7,0.3416113491881903,4.595591081844718,2.852397611919671
all26,ospa60,3,ALL,12,70,16,1444,1050,2,12,0.4270177117282152,0.32623660144189653,-0.0003199803266648593,8,0.334969228633189,4.3683076312610805,3.10418967591893
all26,ospa60,3,ALL,12,70,16,1444,1050,2,12,0.4270177117282152,0.32623660144189653,-0.0003199803266648593,9,0.32720007654288186,4.390650596599333,3.327527686518955
all26,ospa60,3,ALL,12,70,16,1444,1050,2,12,0.4270177117282152,0.32623660144189653,-0.0003199803266648593,10,0.3259076130566888,4.356303140894353,3.5665611892702884
all26,ospa60,3,ALL,12,70,16,1444,1050,2,12,0.4270177117282152,0.32623660144189653,-0.0003199803266648593,11,0.3265565817685614,4.368019290817995,3.76327094712205
all26,ospa60,3,ALL,12,70,16,1444,1050,2,12,0.4270177117282152,0.32623660144189653,-0.0003199803266648593,12,0.32623660144189653,4.386250590184325,3.951416957310799
all26,ospa60,3,B,4,87,15,1623,1344,2,4,0.45023745477132254,0.4000712226687649,-0.0199174025646065,2,0.45023745477132254,8.343593175525431,1.485017133108402
all26,ospa60,3,B,4,87,15,1623,1344,2,4,0.45023745477132254,0.4000712226687649,-0.0199174025646065,3,0.4199886252333714,7.089084486722023,1.8509924626473044
all26,ospa60,3,B,4,87,15,1623,1344,2,4,0.45023745477132254,0.4000712226687649,-0.0199174025646065,4,0.4000712226687649,6.7619594118631365,2.185066876867303
all26,ospa60,3,B,6,76,15,1405,1145,2,6,0.44124606870288474,0.3721696367530868,-0.008587917930705069,2,0.44124606870288474,7.862754819472952,1.4640398353073423
all26,ospa60,3,B,6,76,15,1405,1145,2,6,0.44124606870288474,0.3721696367530868,-0.008587917930705069,3,0.41033750328241453,6.87105358480208,1.8222599595393711
all26,ospa60,3,B,6,76,15,1405,1145,2,6,0.44124606870288474,0.3721696367530868,-0.008587917930705069,4,0.390772337234989,6.706249595409616,2.150296667099888
all26,ospa60,3,B,6,76,15,1405,1145,2,6,0.44124606870288474,0.3721696367530868,-0.008587917930705069,5,0.38075755468379185,6.452129907104596,2.454899703471132
all26,ospa60,3,B,6,76,15,1405,1145,2,6,0.44124606870288474,0.3721696367530868,-0.008587917930705069,6,0.3721696367530868,6.286884206862187,2.738969921301854
all26,ospa60,3,B,8,60,14,1200,952,2,8,0.4444032145884088,0.36469389791701406,-0.0021545069618839063,2,0.4444032145884088,6.873822981526385,1.4644529244848121
all26,ospa60,3,B,8,60,14,1200,952,2,8,0.4444032145884088,0.36469389791701406,-0.0021545069618839063,3,0.409636296098227,5.666510246823577,1.817059739329657
all26,ospa60,3,B,8,60,14,1200,952,2,8,0.4444032145884088,0.36469389791701406,-0.0021545069618839063,4,0.3884547690148897,5.516510948322241,2.1501520513108034
all26,ospa60,3,B,8,60,14,1200,952,2,8,0.4444032145884088,0.36469389791701406,-0.0021545069618839063,5,0.3756584232911254,5.206274149301575,2.453039737168466
all26,ospa60,3,B,8,60,14,1200,952,2,8,0.4444032145884088,0.36469389791701406,-0.0021545069618839063,6,0.3668846815341615,5.05863500587012,2.746882271857743
all26,ospa60,3,B,8,60,14,1200,952,2,8,0.4444032145884088,0.36469389791701406,-0.0021545069618839063,7,0.36684840487889797,4.903389797228805,3.006353966001729
all26,ospa60,3,B,8,60,14,1200,952,2,8,0.4444032145884088,0.36469389791701406,-0.0021545069618839063,8,0.36469389791701406,4.967177227118309,3.229300600629094
all26,ospa60,3,B,12,13,1,190,127,2,12,0.49993660185967875,0.43121419179111486,-0.0032045945507483964,2,0.49993660185967875,9.848155868736333,1.6064102564102565
all26,ospa60,3,B,12,13,1,190,127,2,12,0.49993660185967875,0.43121419179111486,-0.0032045945507483964,3,0.4793815159199774,8.398123155534284,2.052690898844745
all26,ospa60,3,B,12,13,1,190,127,2,12,0.49993660185967875,0.43121419179111486,-0.0032045945507483964,4,0.4745526908988448,7.625539604947903,2.3792617638771487
all26,ospa60,3,B,12,13,1,190,127,2,12,0.49993660185967875,0.43121419179111486,-0.0032045945507483964,5,0.44799098337559873,7.443514033434898,2.734530853761623
all26,ospa60,3,B,12,13,1,190,127,2,12,0.49993660185967875,0.43121419179111486,-0.0032045945507483964,6,0.44660937353245045,7.173370606416943,3.181614539306847
all26,ospa60,3,B,12,13,1,190,127,2,12,0.49993660185967875,0.43121419179111486,-0.0032045945507483964,7,0.44371821706986536,7.70369023945899,3.575288813750352
all26,ospa60,3,B,12,13,1,190,127,2,12,0.49993660185967875,0.43121419179111486,-0.0032045945507483964,8,0.44553512726589645,7.9379678567709595,3.90919977458439
all26,ospa60,3,B,12,13,1,190,127,2,12,0.49993660185967875,0.43121419179111486,-0.0032045945507483964,9,0.4455042108888263,7.776247756100424,4.223584108199493
all26,ospa60,3,B,12,13,1,190,127,2,12,0.49993660185967875,0.43121419179111486,-0.0032045945507483964,10,0.4338785573400958,7.847596085904361,4.433023386869541
all26,ospa60,3,B,12,13,1,190,127,2,12,0.49993660185967875,0.43121419179111486,-0.0032045945507483964,11,0.43441878634186326,7.850334802480883,4.6534516765286
all26,ospa60,3,B,12,13,1,190,127,2,12,0.49993660185967875,0.43121419179111486,-0.0032045945507483964,12,0.43121419179111486,7.462829652316188,4.910932657086503
current20,ospa30,2,A,4,54,11,1068,930,2,4,0.3716398515505658,0.3609886806315378,-0.0036576683898112416,2,0.3716398515505658,4.046316891371655,1.3923002592645448
current20,ospa30,2,A,4,54,11,1068,930,2,4,0.3716398515505658,0.3609886806315378,-0.0036576683898112416,3,0.364646349021349,3.3330885137704245,1.6701402133220318
current20,ospa30,2,A,4,54,11,1068,930,2,4,0.3716398515505658,0.3609886806315378,-0.0036576683898112416,4,0.3609886806315378,3.247507517747887,1.898185841935842
current20,ospa30,2,A,6,13,1,260,206,2,6,0.49772118906734286,0.40907650042265425,-0.010791067906452512,2,0.49772118906734286,6.07291282565841,1.5177373908143137
current20,ospa30,2,A,6,13,1,260,206,2,6,0.49772118906734286,0.40907650042265425,-0.010791067906452512,3,0.46611604207758056,4.908578616927515,1.835691231845078
current20,ospa30,2,A,6,13,1,260,206,2,6,0.49772118906734286,0.40907650042265425,-0.010791067906452512,4,0.4391342631727247,4.84652442004215,2.123668639053254
current20,ospa30,2,A,6,13,1,260,206,2,6,0.49772118906734286,0.40907650042265425,-0.010791067906452512,5,0.41986756832910677,4.298687446192919,2.3346153846153843
current20,ospa30,2,A,6,13,1,260,206,2,6,0.49772118906734286,0.40907650042265425,-0.010791067906452512,6,0.40907650042265425,4.449778031672511,2.4884615384615385
current20,ospa30,2,AAB,6,53,11,1060,840,3,6,0.3979615711485493,0.3857589111186423,-0.012202660029906998,3,0.3979615711485493,3.569171286560091,1.775489935116483
current20,ospa30,2,AAB,6,53,11,1060,840,3,6,0.3979615711485493,0.3857589111186423,-0.012202660029906998,6,0.3857589111186423,3.3087122523004266,2.5551047004589784
current20,ospa30,2,AB,4,86,16,1634,1208,2,4,0.40153244578940805,0.37501691602038323,-0.026515529769024826,2,0.40153244578940805,4.778355997363126,1.3791037417206105
current20,ospa30,2,AB,4,86,16,1634,1208,2,4,0.40153244578940805,0.37501691602038323,-0.026515529769024826,4,0.37501691602038323,3.9799517805403744,1.998057826634213
current20,ospa30,2,AB,6,82,16,1504,1100,2,6,0.4008360866765351,0.36242202655884204,-0.010936540038586295,2,0.4008360866765351,4.750665074075234,1.379819074812786
current20,ospa30,2,AB,6,82,16,1504,1100,2,6,0.4008360866765351,0.36242202655884204,-0.010936540038586295,4,0.37335856659742833,3.9991196551305643,1.9988356156818328
current20,ospa30,2,AB,6,82,16,1504,1100,2,6,0.4008360866765351,0.36242202655884204,-0.010936540038586295,6,0.36242202655884204,3.9803210081045557,2.4642451527535214
current20,ospa30,2,AB,8,54,11,1063,738,2,8,0.4493034508307065,0.3979101438452943,-0.006381678750099762,2,0.4493034508307065,4.800322126473753,1.4175307879255248
current20,ospa30,2,AB,8,54,11,1063,738,2,8,0.4493034508307065,0.3979101438452943,-0.006381678750099762,4,0.41251944414538405,3.772977975832063,2.1598047044544724
current20,ospa30,2,AB,8,54,11,1063,738,2,8,0.4493034508307065,0.3979101438452943,-0.006381678750099762,6,0.40429182259539403,3.614398042778215,2.721208068247542
current20,ospa30,2,AB,8,54,11,1063,738,2,8,0.4493034508307065,0.3979101438452943,-0.006381678750099762,8,0.3979101438452943,3.503778397258202,3.220186295186295
current20,ospa30,2,AB,12,13,1,260,148,2,12,0.5775335775335775,0.45488400488400493,-0.012960927960927904,2,0.5775335775335775,6.965050665583423,1.6245421245421245
current20,ospa30,2,AB,12,13,1,260,148,2,12,0.5775335775335775,0.45488400488400493,-0.012960927960927904,4,0.5284035409035409,5.656552964314681,2.4373626373626376
current20,ospa30,2,AB,12,13,1,260,148,2,12,0.5775335775335775,0.45488400488400493,-0.012960927960927904,6,0.48696581196581196,5.452795773575864,3.0445054945054943
current20,ospa30,2,AB,12,13,1,260,148,2,12,0.5775335775335775,0.45488400488400493,-0.012960927960927904,8,0.4804868742368742,5.205708538132181,3.6816849816849815
current20,ospa30,2,AB,12,13,1,260,148,2,12,0.5775335775335775,0.45488400488400493,-0.012960927960927904,10,0.46784493284493284,4.804576301342139,4.15054945054945
current20,ospa30,2,AB,12,13,1,260,148,2,12,0.5775335775335775,0.45488400488400493,-0.012960927960927904,12,0.45488400488400493,4.674102939778332,4.681684981684982
current20,ospa30,2,ALL,4,101,18,1953,1347,2,4,0.40467700943271506,0.36645985635164824,-0.01239406860253589,2,0.40467700943271506,7.669198240374462,1.4071913416534159
current20,ospa30,2,ALL,4,101,18,1953,1347,2,4,0.40467700943271506,0.36645985635164824,-0.01239406860253589,3,0.37885392495418413,6.913677269662823,1.7144466422894928
current20,ospa30,2,ALL,4,101,18,1953,1347,2,4,0.40467700943271506,0.36645985635164824,-0.01239406860253589,4,0.36645985635164824,6.608306907232168,1.960792992370865
current20,ospa30,2,ALL,6,94,16,1660,1076,2,6,0.4423510004528843,0.37368395653914904,-0.012901472895689048,2,0.4423510004528843,5.47092518160923,1.4196895566438161
current20,ospa30,2,ALL,6,94,16,1660,1076,2,6,0.4423510004528843,0.37368395653914904,-0.012901472895689048,3,0.4119179900594988,4.616646293839791,1.7344181593777896
current20,ospa30,2,ALL,6,94,16,1660,1076,2,6,0.4423510004528843,0.37368395653914904,-0.012901472895689048,4,0.39547870477047453,4.33340816187479,1.996083013980872
current20,ospa30,2,ALL,6,94,16,1660,1076,2,6,0.4423510004528843,0.37368395653914904,-0.012901472895689048,5,0.3865854294348381,4.274124073056329,2.282111942853468
current20,ospa30,2,ALL,6,94,16,1660,1076,2,6,0.4423510004528843,0.37368395653914904,-0.012901472895689048,6,0.37368395653914904,4.377614139008889,2.547550043696833
current20,ospa30,2,ALL,8,72,16,1462,898,2,8,0.42629069476087966,0.3484671695226542,0.0001929118040406852,2,0.42629069476087966,4.8030709324340295,1.4049195521740165
current20,ospa30,2,ALL,8,72,16,1462,898,2,8,0.42629069476087966,0.3484671695226542,0.0001929118040406852,3,0.3957017381475289,3.846850829770774,1.7169110998128856
current20,ospa30,2,ALL,8,72,16,1462,898,2,8,0.42629069476087966,0.3484671695226542,0.0001929118040406852,4,0.3806973994330499,3.5907348133935755,1.9839022510227866
current20,ospa30,2,ALL,8,72,16,1462,898,2,8,0.42629069476087966,0.3484671695226542,0.0001929118040406852,5,0.3707464431295745,3.5191194672132937,2.2732902489375704
current20,ospa30,2,ALL,8,72,16,1462,898,2,8,0.42629069476087966,0.3484671695226542,0.0001929118040406852,6,0.35605228420837476,3.492808134836178,2.542547972860473
current20,ospa30,2,ALL,8,72,16,1462,898,2,8,0.42629069476087966,0.3484671695226542,0.0001929118040406852,7,0.34827425771861353,3.3267714221356535,2.7996710754523253
current20,ospa30,2,ALL,8,72,16,1462,898,2,8,0.42629069476087966,0.3484671695226542,0.0001929118040406852,8,0.3484671695226542,3.3227292084462396,2.966409208351173
current20,ospa30,2,ALL,12,71,15,1460,896,2,12,0.454710074411605,0.36273477058341,-0.001457006400342853,2,0.454710074411605,4.9587419872042355,1.4319141889856177
current20,ospa30,2,ALL,12,71,15,1460,896,2,12,0.454710074411605,0.36273477058341,-0.001457006400342853,3,0.4220818540240308,3.9330089189882975,1.7647051731337446
current20,ospa30,2,ALL,12,71,15,1460,896,2,12,0.454710074411605,0.36273477058341,-0.001457006400342853,4,0.4060772260619199,3.7625290844258847,2.0494957344243057
current20,ospa30,2,ALL,12,71,15,1460,896,2,12,0.454710074411605,0.36273477058341,-0.001457006400342853,5,0.3954628726715461,3.6844835508474385,2.3581762655334084
current20,ospa30,2,ALL,12,71,15,1460,896,2,12,0.454710074411605,0.36273477058341,-0.001457006400342853,6,0.3797891031555997,3.76148568366973,2.6453845043845043
current20,ospa30,2,ALL,12,71,15,1460,896,2,12,0.454710074411605,0.36273477058341,-0.001457006400342853,7,0.3714925415665211,3.5826769161460885,2.919649147149147
current20,ospa30,2,ALL,12,71,15,1460,896,2,12,0.454710074411605,0.36273477058341,-0.001457006400342853,8,0.3716983141574978,3.5783237629421043,3.0975031555745844
current20,ospa30,2,ALL,12,71,15,1460,896,2,12,0.454710074411605,0.36273477058341,-0.001457006400342853,9,0.3696128370244016,3.4684359974863272,3.3769698291126864
current20,ospa30,2,ALL,12,71,15,1460,896,2,12,0.454710074411605,0.36273477058341,-0.001457006400342853,10,0.36438872255862054,3.4325647059764366,3.5435883190883195
current20,ospa30,2,ALL,12,71,15,1460,896,2,12,0.454710074411605,0.36273477058341,-0.001457006400342853,11,0.3641917769837529,3.4482538395106723,3.764204176775605
current20,ospa30,2,ALL,12,71,15,1460,896,2,12,0.454710074411605,0.36273477058341,-0.001457006400342853,12,0.36273477058341,3.4479694850613307,3.9478032602318316
current20,ospa30,2,B,4,86,16,1631,1252,2,4,0.4685446735360568,0.4119889716977263,-0.019754511130889774,2,0.4685446735360568,5.487543913815719,1.4544942700273582
current20,ospa30,2,B,4,86,16,1631,1252,2,4,0.4685446735360568,0.4119889716977263,-0.019754511130889774,3,0.4317434828286161,4.398053288905975,1.815259987791008
current20,ospa30,2,B,4,86,16,1631,1252,2,4,0.4685446735360568,0.4119889716977263,-0.019754511130889774,4,0.4119889716977263,4.259321766098587,2.1491570151577046
current20,ospa30,2,B,6,74,16,1467,1088,2,6,0.46153111038267286,0.38672894611175856,-0.001611414337976902,2,0.46153111038267286,5.238067868824559,1.4390244044150293
current20,ospa30,2,B,6,74,16,1467,1088,2,6,0.46153111038267286,0.38672894611175856,-0.001611414337976902,3,0.42622837925962925,4.198954037726773,1.789974704115329
current20,ospa30,2,B,6,74,16,1467,1088,2,6,0.46153111038267286,0.38672894611175856,-0.001611414337976902,4,0.4068638946412384,4.086385303233409,2.125887989325489
current20,ospa30,2,B,6,74,16,1467,1088,2,6,0.46153111038267286,0.38672894611175856,-0.001611414337976902,5,0.38834036044973547,3.97289604159993,2.4063898196710696
current20,ospa30,2,B,6,74,16,1467,1088,2,6,0.46153111038267286,0.38672894611175856,-0.001611414337976902,6,0.38672894611175856,3.867525430727028,2.653608130873756
current20,ospa30,2,B,8,60,15,1200,870,2,8,0.47108291985791984,0.3743401132817799,-0.003580363155363142,2,0.47108291985791984,5.164502140544895,1.4396563344063342
current20,ospa30,2,B,8,60,15,1200,870,2,8,0.47108291985791984,0.3743401132817799,-0.003580363155363142,3,0.42799796623129954,4.082285038882075,1.8084627502127504
current20,ospa30,2,B,8,60,15,1200,870,2,8,0.47108291985791984,0.3743401132817799,-0.003580363155363142,4,0.4034047870339537,4.023463394410577,2.135772178438845
current20,ospa30,2,B,8,60,15,1200,870,2,8,0.47108291985791984,0.3743401132817799,-0.003580363155363142,5,0.3839218898385565,3.9292408041,2.41065585648919
current20,ospa30,2,B,8,60,15,1200,870,2,8,0.47108291985791984,0.3743401132817799,-0.003580363155363142,6,0.38267302851469515,3.851615961164888,2.6475819766653097
current20,ospa30,2,B,8,60,15,1200,870,2,8,0.47108291985791984,0.3743401132817799,-0.003580363155363142,7,0.37792047643714305,3.608963328960051,2.895965228774753
current20,ospa30,2,B,8,60,15,1200,870,2,8,0.47108291985791984,0.3743401132817799,-0.003580363155363142,8,0.3743401132817799,3.5866799867124466,3.1311851512684843
current20,ospa30,3,A,4,40,10,800,716,2,4,0.35633686914936913,0.3507304385429385,-0.0014435795685796005,2,0.35633686914936913,3.76518013763916,1.3780975274725276
current20,ospa30,3,A,4,40,10,800,716,2,4,0.35633686914936913,0.3507304385429385,-0.0014435795685796005,3,0.3521740181115181,3.0913427423101414,1.648840048840049
current20,ospa30,3,A,4,40,10,800,716,2,4,0.35633686914936913,0.3507304385429385,-0.0014435795685796005,4,0.3507304385429385,3.001350143092257,1.8684851953601953
current20,ospa30,3,ALL,4,101,18,1941,1350,2,4,0.41143409712021545,0.3722836061188388,-0.012194457084249044,2,0.41143409712021545,7.8509752630031455,1.424634648704088
current20,ospa30,3,ALL,4,101,18,1941,1350,2,4,0.41143409712021545,0.3722836061188388,-0.012194457084249044,3,0.38447806320308786,6.877714472746409,1.7205111346605486
current20,ospa30,3,ALL,4,101,18,1941,1350,2,4,0.41143409712021545,0.3722836061188388,-0.012194457084249044,4,0.3722836061188388,6.518191774659911,1.9413447677325202
current20,ospa30,3,ALL,6,94,16,1621,1058,2,6,0.4486432769963251,0.38014113903985064,-0.010718755347812525,2,0.4486432769963251,5.673179350899254,1.4223046352187565
current20,ospa30,3,ALL,6,94,16,1621,1058,2,6,0.4486432769963251,0.38014113903985064,-0.010718755347812525,3,0.4182739721845665,4.685880520578409,1.7323626410646695
current20,ospa30,3,ALL,6,94,16,1621,1058,2,6,0.4486432769963251,0.38014113903985064,-0.010718755347812525,4,0.40427055625113434,4.369073752928414,1.9795318924927616
current20,ospa30,3,ALL,6,94,16,1621,1058,2,6,0.4486432769963251,0.38014113903985064,-0.010718755347812525,5,0.39085989438766316,4.333720669926786,2.2155678114628223
current20,ospa30,3,ALL,6,94,16,1621,1058,2,6,0.4486432769963251,0.38014113903985064,-0.010718755347812525,6,0.38014113903985064,4.288175355024284,2.4735017809082365
