pool,condition,target,algorithm,outer_building,selected_candidate,inner_loss,inner_n
selected_dino,semi,singleton_mass,ridge,B6ByNegPMKs,dinov3__block3__faces_concat,0.151305128153,38
selected_dino,semi,singleton_mass,ridge,UwV83HsGsw3,dinov3__block6__panorama_global,0.154215277273,41
selected_dino,semi,singleton_mass,ridge,X7HyMhZNoso,dinov3__cls__panorama,0.178348118356,41
selected_dino,semi,singleton_mass,ridge,Z6MFQCViBuw,dinov3__block6__faces_global,0.160367539811,40
selected_dino,semi,singleton_mass,ridge,b8cTxDM8gDG,dinov3__cls__panorama,0.17379196083,42
selected_dino,semi,singleton_mass,ridge,e9zR4mvMWw7,dinov3__cls__panorama,0.168047793566,38
selected_dino,semi,singleton_mass,ridge,q9vSo1VnCiC,dinov3__block6__faces_concat,0.145340838744,39
selected_dino,semi,singleton_mass,ridge,rPc6DW4iMge,dinov3__block6__panorama_global,0.17216126774,42
selected_dino,semi,singleton_mass,ridge,uNb9QFRL6hY,dinov3__block12__panorama_local16,0.144381531405,36
selected_dino,semi,singleton_mass,ridge,wc2JMjhGNzB,dinov3__cls__panorama,0.171014328311,35
selected_dino,semi,singleton_mass,ridge,yqstnuAEVhm,dinov3__cls__panorama,0.169813972725,41
selected_dino,semi,tier_primary,knn,7y3sRwLe3Va,dinov3__block11__faces_concat,0.166666666667,3
selected_dino,semi,tier_primary,knn,Z6MFQCViBuw,dinov3__block3__faces_local16,0.25,4
selected_dino,semi,tier_primary,knn,wc2JMjhGNzB,dinov3__block11__faces_concat,0.333333333333,3
selected_dino,semi,tier_primary,ridge,7y3sRwLe3Va,dinov3__block11__faces_global,0.166666666667,3
selected_dino,semi,tier_primary,ridge,Z6MFQCViBuw,dinov3__block3__faces_local16,0.223638619274,4
selected_dino,semi,tier_primary,ridge,wc2JMjhGNzB,dinov3__block11__faces_global,0.333333333333,3
selected_dino,semi,within_mode_median,knn,7y3sRwLe3Va,dinov3__cls__panorama,0.015608151098,38
selected_dino,semi,within_mode_median,knn,B6ByNegPMKs,dinov3__cls__panorama,0.0161558309188,36
selected_dino,semi,within_mode_median,knn,UwV83HsGsw3,dinov3__cls__panorama,0.0166970622821,39
selected_dino,semi,within_mode_median,knn,X7HyMhZNoso,dinov3__cls__panorama,0.0157915750443,39
selected_dino,semi,within_mode_median,knn,Z6MFQCViBuw,dinov3__cls__panorama,0.0150708356313,38
selected_dino,semi,within_mode_median,knn,b8cTxDM8gDG,dinov3__cls__panorama,0.0158007632543,40
selected_dino,semi,within_mode_median,knn,e9zR4mvMWw7,dinov3__cls__panorama,0.0175084267247,36
selected_dino,semi,within_mode_median,knn,q9vSo1VnCiC,dinov3__cls__panorama,0.0156373756619,39
selected_dino,semi,within_mode_median,knn,rPc6DW4iMge,dinov3__cls__panorama,0.0162217046159,40
selected_dino,semi,within_mode_median,knn,uNb9QFRL6hY,dinov3__block6__faces_concat,0.0157406550042,34
selected_dino,semi,within_mode_median,knn,wc2JMjhGNzB,dinov3__block6__panorama_mean,0.0171352723052,33
selected_dino,semi,within_mode_median,knn,yqstnuAEVhm,dinov3__cls__panorama,0.0154021418308,39
selected_dino,semi,within_mode_median,ridge,7y3sRwLe3Va,dinov3__cls__panorama,0.0153112175266,38
selected_dino,semi,within_mode_median,ridge,B6ByNegPMKs,dinov3__cls__panorama,0.015567201618,36
selected_dino,semi,within_mode_median,ridge,UwV83HsGsw3,dinov3__cls__panorama,0.015794395343,39
selected_dino,semi,within_mode_median,ridge,X7HyMhZNoso,dinov3__cls__panorama,0.0147638827978,39
selected_dino,semi,within_mode_median,ridge,Z6MFQCViBuw,dinov3__cls__panorama,0.0143637693911,38
selected_dino,semi,within_mode_median,ridge,b8cTxDM8gDG,dinov3__cls__panorama,0.0155622920342,40
selected_dino,semi,within_mode_median,ridge,e9zR4mvMWw7,dinov3__cls__panorama,0.016640376182,36
selected_dino,semi,within_mode_median,ridge,q9vSo1VnCiC,dinov3__cls__panorama,0.0154549070727,39
selected_dino,semi,within_mode_median,ridge,rPc6DW4iMge,dinov3__cls__panorama,0.0157166101429,40
selected_dino,semi,within_mode_median,ridge,uNb9QFRL6hY,dinov3__block9__faces_local96,0.0154018192745,34
selected_dino,semi,within_mode_median,ridge,wc2JMjhGNzB,dinov3__block3__panorama_global,0.0164512360217,33
selected_dino,semi,within_mode_median,ridge,yqstnuAEVhm,dinov3__cls__panorama,0.0144212245156,39
selected_all_deep,manual,cdf_early7,knn,7y3sRwLe3Va,bilayout__fg_enclosed__regions,0.354634146341,41
selected_all_deep,manual,cdf_early7,knn,B6ByNegPMKs,dinov3__block12__panorama_local16,0.35175,40
selected_all_deep,manual,cdf_early7,knn,S9hNv5qa7GM,dinov3__block12__panorama_local16,0.359024390244,41
selected_all_deep,manual,cdf_early7,knn,UwV83HsGsw3,dinov3__block12__panorama_local16,0.381333333333,40
selected_all_deep,manual,cdf_early7,knn,X7HyMhZNoso,hohonet__encoder_stage4__regions,0.379674796748,41
selected_all_deep,manual,cdf_early7,knn,b8cTxDM8gDG,dinov3__block12__panorama_global,0.339918699187,41
selected_all_deep,manual,cdf_early7,knn,e9zR4mvMWw7,dinov3__block11__faces_concat,0.383,40
selected_all_deep,manual,cdf_early7,knn,jtcxE69GiFV,dinov3__block12__panorama_local16,0.350416666667,40
selected_all_deep,manual,cdf_early7,knn,pRbA3pwrgk9,dinov3__block12__panorama_local16,0.339166666667,40
selected_all_deep,manual,cdf_early7,knn,q9vSo1VnCiC,dinov3__block12__panorama_local16,0.368558558559,37
selected_all_deep,manual,cdf_early7,knn,rPc6DW4iMge,dinov3__block11__faces_concat,0.368108108108,37
selected_all_deep,manual,cdf_early7,knn,uNb9QFRL6hY,hohonet__encoder_stage4__regions,0.341142857143,35
selected_all_deep,manual,cdf_early7,knn,wc2JMjhGNzB,hohonet__encoder_stage4__regions,0.369279279279,37
selected_all_deep,manual,cdf_early7,knn,x8F5xyUWy9e,dinov3__cls__panorama,0.36837398374,41
selected_all_deep,manual,cdf_early7,knn,yqstnuAEVhm,dinov3__cls__panorama,0.276486486486,37
selected_all_deep,manual,cdf_early7,ridge,7y3sRwLe3Va,dinov3__cls__panorama,0.333816690548,41
selected_all_deep,manual,cdf_early7,ridge,B6ByNegPMKs,da3__layer7__faces_global,0.333441173929,40
selected_all_deep,manual,cdf_early7,ridge,S9hNv5qa7GM,dinov3__block11__panorama_mean,0.330408983389,41
selected_all_deep,manual,cdf_early7,ridge,UwV83HsGsw3,dinov3__cls__panorama,0.339700946441,40
selected_all_deep,manual,cdf_early7,ridge,X7HyMhZNoso,dinov3__cls__panorama,0.34559495475,41
selected_all_deep,manual,cdf_early7,ridge,b8cTxDM8gDG,dinov3__block12__panorama_mean,0.305299940737,41
selected_all_deep,manual,cdf_early7,ridge,e9zR4mvMWw7,dinov3__cls__panorama,0.349592456457,40
selected_all_deep,manual,cdf_early7,ridge,jtcxE69GiFV,da3__layer11__faces_global,0.328904734811,40
selected_all_deep,manual,cdf_early7,ridge,pRbA3pwrgk9,dinov3__cls__panorama,0.313701603595,40
selected_all_deep,manual,cdf_early7,ridge,q9vSo1VnCiC,dinov3__cls__panorama,0.349764152303,37
selected_all_deep,manual,cdf_early7,ridge,rPc6DW4iMge,dinov3__cls__panorama,0.354859615838,37
selected_all_deep,manual,cdf_early7,ridge,uNb9QFRL6hY,dinov3__block12__faces_local16,0.339444670818,35
selected_all_deep,manual,cdf_early7,ridge,wc2JMjhGNzB,da3__layer11__faces_global,0.34827150812,37
selected_all_deep,manual,cdf_early7,ridge,x8F5xyUWy9e,dinov3__cls__panorama,0.341149073478,41
selected_all_deep,manual,cdf_early7,ridge,yqstnuAEVhm,dinov3__block11__panorama_mean,0.303824612139,37
selected_all_deep,manual,cdf_observed_by19,knn,7y3sRwLe3Va,dinov3__block12__panorama_local16,0.237756097561,41
selected_all_deep,manual,cdf_observed_by19,knn,B6ByNegPMKs,dinov3__block12__panorama_local16,0.2313,40
selected_all_deep,manual,cdf_observed_by19,knn,S9hNv5qa7GM,dinov3__block12__faces_global,0.235528455285,41
selected_all_deep,manual,cdf_observed_by19,knn,UwV83HsGsw3,da3__layer5__faces_concat,0.226833333333,40
selected_all_deep,manual,cdf_observed_by19,knn,X7HyMhZNoso,dinov3__block9__panorama_mean,0.233609756098,41
selected_all_deep,manual,cdf_observed_by19,knn,b8cTxDM8gDG,dinov3__block12__panorama_global,0.21081300813,41
selected_all_deep,manual,cdf_observed_by19,knn,e9zR4mvMWw7,dinov3__block12__panorama_local16,0.23325,40
selected_all_deep,manual,cdf_observed_by19,knn,jtcxE69GiFV,da3__layer5__faces_concat,0.228333333333,40
selected_all_deep,manual,cdf_observed_by19,knn,pRbA3pwrgk9,dinov3__block12__panorama_local16,0.2243,40
selected_all_deep,manual,cdf_observed_by19,knn,q9vSo1VnCiC,da3__layer5__faces_concat,0.230054054054,37
selected_all_deep,manual,cdf_observed_by19,knn,rPc6DW4iMge,da3__layer7__faces_concat,0.255675675676,37
selected_all_deep,manual,cdf_observed_by19,knn,uNb9QFRL6hY,dinov3__block11__panorama_mean,0.207142857143,35
selected_all_deep,manual,cdf_observed_by19,knn,wc2JMjhGNzB,da3__layer5__faces_local16,0.238432432432,37
selected_all_deep,manual,cdf_observed_by19,knn,x8F5xyUWy9e,dinov3__block12__faces_local96,0.235284552846,41
selected_all_deep,manual,cdf_observed_by19,knn,yqstnuAEVhm,da3__layer9__faces_local16,0.221801801802,37
selected_all_deep,manual,cdf_observed_by19,ridge,7y3sRwLe3Va,da3__layer11__faces_global,0.21357040913,41
selected_all_deep,manual,cdf_observed_by19,ridge,B6ByNegPMKs,da3__layer11__faces_global,0.214153833683,40
selected_all_deep,manual,cdf_observed_by19,ridge,S9hNv5qa7GM,da3__layer11__faces_global,0.199095061336,41
selected_all_deep,manual,cdf_observed_by19,ridge,UwV83HsGsw3,da3__layer11__faces_global,0.221999927122,40
selected_all_deep,manual,cdf_observed_by19,ridge,X7HyMhZNoso,da3__layer7__faces_global,0.20854619578,41
selected_all_deep,manual,cdf_observed_by19,ridge,b8cTxDM8gDG,da3__layer11__faces_global,0.205281915981,41
selected_all_deep,manual,cdf_observed_by19,ridge,e9zR4mvMWw7,da3__layer11__faces_global,0.215095295957,40
selected_all_deep,manual,cdf_observed_by19,ridge,jtcxE69GiFV,da3__layer7__faces_global,0.187962507549,40
selected_all_deep,manual,cdf_observed_by19,ridge,pRbA3pwrgk9,da3__layer11__faces_global,0.219565300101,40
selected_all_deep,manual,cdf_observed_by19,ridge,q9vSo1VnCiC,dinov3__block6__faces_concat,0.214177280041,37
selected_all_deep,manual,cdf_observed_by19,ridge,rPc6DW4iMge,da3__layer11__faces_global,0.233726895582,37
selected_all_deep,manual,cdf_observed_by19,ridge,uNb9QFRL6hY,da3__layer11__faces_global,0.200608188103,35
selected_all_deep,manual,cdf_observed_by19,ridge,wc2JMjhGNzB,da3__layer11__faces_local16,0.219460755121,37
selected_all_deep,manual,cdf_observed_by19,ridge,x8F5xyUWy9e,da3__layer11__faces_global,0.206688038173,41
selected_all_deep,manual,cdf_observed_by19,ridge,yqstnuAEVhm,da3__layer11__faces_global,0.195953430995,37
selected_all_deep,manual,half_tv,knn,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.10406588579,124
selected_all_deep,manual,half_tv,knn,B6ByNegPMKs,hohonet__encoder_stage4__global,0.103840313115,124
selected_all_deep,manual,half_tv,knn,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.10246942365,131
selected_all_deep,manual,half_tv,knn,UwV83HsGsw3,hohonet__encoder_stage4__global,0.102345300811,125
selected_all_deep,manual,half_tv,knn,VFuaQ6m2Qom,hohonet__encoder_stage4__global,0.104256512708,130
selected_all_deep,manual,half_tv,knn,X7HyMhZNoso,hohonet__encoder_stage4__global,0.102957310363,130
selected_all_deep,manual,half_tv,knn,Z6MFQCViBuw,hohonet__encoder_stage4__global,0.1057518433,130
selected_all_deep,manual,half_tv,knn,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.104959914977,130
selected_all_deep,manual,half_tv,knn,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.104477591018,129
selected_all_deep,manual,half_tv,knn,jh4fc5c5qoQ,hohonet__encoder_stage4__global,0.104191397529,132
selected_all_deep,manual,half_tv,knn,jtcxE69GiFV,hohonet__encoder_stage4__global,0.105329729257,129
selected_all_deep,manual,half_tv,knn,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.105226754496,130
selected_all_deep,manual,half_tv,knn,pa4otMbVnkk,hohonet__encoder_stage4__global,0.103246616645,132
selected_all_deep,manual,half_tv,knn,q9vSo1VnCiC,dinov3__block11__panorama_global,0.102915579163,120
selected_all_deep,manual,half_tv,knn,rPc6DW4iMge,dinov3__block6__panorama_local16,0.105953950641,124
selected_all_deep,manual,half_tv,knn,uNb9QFRL6hY,bilayout__fg_extended__global,0.103957702777,107
selected_all_deep,manual,half_tv,knn,wc2JMjhGNzB,hohonet__legacy_current,0.104718236533,122
selected_all_deep,manual,half_tv,knn,x8F5xyUWy9e,hohonet__encoder_stage4__global,0.103816348884,129
selected_all_deep,manual,half_tv,knn,yqstnuAEVhm,da3__layer11__faces_concat,0.106780169098,119
selected_all_deep,manual,half_tv,knn,zsNo4HB9uLZ,hohonet__encoder_stage4__global,0.101957851357,130
selected_all_deep,manual,half_tv,ridge,7y3sRwLe3Va,bilayout__fg_extended__global,0.0965087566511,124
selected_all_deep,manual,half_tv,ridge,B6ByNegPMKs,hohonet__encoder_stage4__regions,0.0938106597827,124
selected_all_deep,manual,half_tv,ridge,S9hNv5qa7GM,bilayout__fg_extended__global,0.0921306161575,131
selected_all_deep,manual,half_tv,ridge,UwV83HsGsw3,bilayout__fg_extended__global,0.0933909995807,125
selected_all_deep,manual,half_tv,ridge,VFuaQ6m2Qom,bilayout__fg_extended__global,0.0919956711258,130
selected_all_deep,manual,half_tv,ridge,X7HyMhZNoso,bilayout__fg_extended__global,0.0924772249026,130
selected_all_deep,manual,half_tv,ridge,Z6MFQCViBuw,bilayout__fg_extended__global,0.0932490475258,130
selected_all_deep,manual,half_tv,ridge,b8cTxDM8gDG,bilayout__fg_extended__global,0.0933760140927,130
selected_all_deep,manual,half_tv,ridge,e9zR4mvMWw7,bilayout__fg_extended__global,0.0922189181795,129
selected_all_deep,manual,half_tv,ridge,jh4fc5c5qoQ,bilayout__fg_extended__global,0.0934352038585,132
selected_all_deep,manual,half_tv,ridge,jtcxE69GiFV,bilayout__fg_extended__global,0.0931469104801,129
selected_all_deep,manual,half_tv,ridge,pRbA3pwrgk9,bilayout__fg_extended__global,0.0942084444437,130
selected_all_deep,manual,half_tv,ridge,pa4otMbVnkk,bilayout__fg_extended__global,0.0928560997005,132
selected_all_deep,manual,half_tv,ridge,q9vSo1VnCiC,bilayout__fg_extended__global,0.0889910572614,120
selected_all_deep,manual,half_tv,ridge,rPc6DW4iMge,bilayout__fg_extended__global,0.0951755633994,124
selected_all_deep,manual,half_tv,ridge,uNb9QFRL6hY,hohonet__encoder_stage4__regions,0.0909629542287,107
selected_all_deep,manual,half_tv,ridge,wc2JMjhGNzB,dinov3__block9__faces_local16,0.0928877571004,122
selected_all_deep,manual,half_tv,ridge,x8F5xyUWy9e,bilayout__fg_extended__global,0.0899526753027,129
selected_all_deep,manual,half_tv,ridge,yqstnuAEVhm,bilayout__fg_extended__global,0.0952517609649,119
selected_all_deep,manual,half_tv,ridge,zsNo4HB9uLZ,bilayout__fg_extended__global,0.0927359758036,130
selected_all_deep,manual,late_new_geometry,knn,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.179228494624,124
selected_all_deep,manual,late_new_geometry,knn,B6ByNegPMKs,hohonet__encoder_stage4__global,0.183053763441,124
selected_all_deep,manual,late_new_geometry,knn,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.185027989822,131
selected_all_deep,manual,late_new_geometry,knn,UwV83HsGsw3,hohonet__encoder_stage4__global,0.172230666667,125
selected_all_deep,manual,late_new_geometry,knn,VFuaQ6m2Qom,hohonet__encoder_stage4__global,0.184511538462,130
selected_all_deep,manual,late_new_geometry,knn,X7HyMhZNoso,hohonet__encoder_stage4__global,0.187067948718,130
selected_all_deep,manual,late_new_geometry,knn,Z6MFQCViBuw,hohonet__encoder_stage4__global,0.1869,130
selected_all_deep,manual,late_new_geometry,knn,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.186123076923,130
selected_all_deep,manual,late_new_geometry,knn,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.187563307494,129
selected_all_deep,manual,late_new_geometry,knn,jh4fc5c5qoQ,hohonet__encoder_stage4__global,0.185993686869,132
selected_all_deep,manual,late_new_geometry,knn,jtcxE69GiFV,hohonet__encoder_stage4__global,0.187033591731,129
selected_all_deep,manual,late_new_geometry,knn,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.1879,130
selected_all_deep,manual,late_new_geometry,knn,pa4otMbVnkk,hohonet__encoder_stage4__global,0.181368686869,132
selected_all_deep,manual,late_new_geometry,knn,q9vSo1VnCiC,hohonet__encoder_stage4__global,0.193870833333,120
selected_all_deep,manual,late_new_geometry,knn,rPc6DW4iMge,hohonet__encoder_stage4__global,0.190954301075,124
selected_all_deep,manual,late_new_geometry,knn,uNb9QFRL6hY,bilayout__fc__regions,0.181806853583,107
selected_all_deep,manual,late_new_geometry,knn,wc2JMjhGNzB,hohonet__encoder_stage4__global,0.188162568306,122
selected_all_deep,manual,late_new_geometry,knn,x8F5xyUWy9e,hohonet__encoder_stage4__global,0.180788113695,129
selected_all_deep,manual,late_new_geometry,knn,yqstnuAEVhm,hohonet__encoder_stage4__global,0.190907563025,119
selected_all_deep,manual,late_new_geometry,knn,zsNo4HB9uLZ,hohonet__encoder_stage4__global,0.182438461538,130
selected_all_deep,manual,late_new_geometry,ridge,7y3sRwLe3Va,ulayout__compressed__global,0.1820644144,124
selected_all_deep,manual,late_new_geometry,ridge,B6ByNegPMKs,ulayout__compressed__global,0.174802256029,124
selected_all_deep,manual,late_new_geometry,ridge,S9hNv5qa7GM,ulayout__compressed__global,0.179508002471,131
selected_all_deep,manual,late_new_geometry,ridge,UwV83HsGsw3,ulayout__compressed__global,0.169518749392,125
selected_all_deep,manual,late_new_geometry,ridge,VFuaQ6m2Qom,ulayout__compressed__global,0.178073811953,130
selected_all_deep,manual,late_new_geometry,ridge,X7HyMhZNoso,ulayout__compressed__global,0.179596575437,130
selected_all_deep,manual,late_new_geometry,ridge,Z6MFQCViBuw,hohonet__compressed__global,0.177773621958,130
selected_all_deep,manual,late_new_geometry,ridge,b8cTxDM8gDG,ulayout__compressed__global,0.177928039883,130
selected_all_deep,manual,late_new_geometry,ridge,e9zR4mvMWw7,ulayout__compressed__global,0.177650779225,129
selected_all_deep,manual,late_new_geometry,ridge,jh4fc5c5qoQ,ulayout__compressed__global,0.177115657531,132
selected_all_deep,manual,late_new_geometry,ridge,jtcxE69GiFV,ulayout__compressed__global,0.171587636594,129
selected_all_deep,manual,late_new_geometry,ridge,pRbA3pwrgk9,ulayout__compressed__global,0.178302576773,130
selected_all_deep,manual,late_new_geometry,ridge,pa4otMbVnkk,ulayout__compressed__global,0.171173289236,132
selected_all_deep,manual,late_new_geometry,ridge,q9vSo1VnCiC,ulayout__compressed__global,0.182142130873,120
selected_all_deep,manual,late_new_geometry,ridge,rPc6DW4iMge,ulayout__compressed__global,0.180440278082,124
selected_all_deep,manual,late_new_geometry,ridge,uNb9QFRL6hY,hohonet__shared__regions,0.168883825917,107
selected_all_deep,manual,late_new_geometry,ridge,wc2JMjhGNzB,hohonet__compressed__global,0.173724803635,122
selected_all_deep,manual,late_new_geometry,ridge,x8F5xyUWy9e,ulayout__compressed__global,0.168481502631,129
selected_all_deep,manual,late_new_geometry,ridge,yqstnuAEVhm,hohonet__refined__global,0.182487568811,119
selected_all_deep,manual,late_new_geometry,ridge,zsNo4HB9uLZ,hohonet__compressed__global,0.177597312908,130
selected_all_deep,manual,singleton_mass,knn,2t7WUuJeko7,hohonet__encoder_stage4__global,0.22967243829,164
selected_all_deep,manual,singleton_mass,knn,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.231274652607,157
selected_all_deep,manual,singleton_mass,knn,B6ByNegPMKs,hohonet__encoder_stage4__global,0.231671859528,157
selected_all_deep,manual,singleton_mass,knn,S9hNv5qa7GM,hohonet__compressed__regions,0.233207541563,159
selected_all_deep,manual,singleton_mass,knn,UwV83HsGsw3,hohonet__encoder_stage4__global,0.226300596327,158
selected_all_deep,manual,singleton_mass,knn,VFuaQ6m2Qom,hohonet__encoder_stage4__global,0.214201873476,161
selected_all_deep,manual,singleton_mass,knn,VLzqgDo317F,hohonet__encoder_stage4__global,0.228577805155,165
selected_all_deep,manual,singleton_mass,knn,X7HyMhZNoso,hohonet__encoder_stage4__global,0.228976021311,163
selected_all_deep,manual,singleton_mass,knn,Z6MFQCViBuw,hohonet__encoder_stage4__global,0.23231703346,163
selected_all_deep,manual,singleton_mass,knn,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.230479977922,163
selected_all_deep,manual,singleton_mass,knn,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.228387178665,162
selected_all_deep,manual,singleton_mass,knn,jh4fc5c5qoQ,hohonet__encoder_stage4__global,0.211947334678,160
selected_all_deep,manual,singleton_mass,knn,jtcxE69GiFV,hohonet__encoder_stage4__global,0.217694956785,157
selected_all_deep,manual,singleton_mass,knn,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.223364995909,157
selected_all_deep,manual,singleton_mass,knn,pa4otMbVnkk,hohonet__encoder_stage4__global,0.227135503798,161
selected_all_deep,manual,singleton_mass,knn,q9vSo1VnCiC,hohonet__compressed__regions,0.234808364785,152
selected_all_deep,manual,singleton_mass,knn,rPc6DW4iMge,hohonet__encoder_stage4__global,0.233100294353,157
selected_all_deep,manual,singleton_mass,knn,uNb9QFRL6hY,ulayout__compressed__local16,0.232674738441,140
selected_all_deep,manual,singleton_mass,knn,wc2JMjhGNzB,bilayout__fc__regions,0.238404632325,155
selected_all_deep,manual,singleton_mass,knn,x8F5xyUWy9e,hohonet__encoder_stage4__global,0.226110960072,162
selected_all_deep,manual,singleton_mass,knn,yqstnuAEVhm,hohonet__encoder_stage4__global,0.239489144382,152
selected_all_deep,manual,singleton_mass,knn,zsNo4HB9uLZ,hohonet__encoder_stage4__global,0.233312169469,161
selected_all_deep,manual,singleton_mass,ridge,2t7WUuJeko7,hohonet__encoder_stage4__global,0.220258144828,164
selected_all_deep,manual,singleton_mass,ridge,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.222990323719,157
selected_all_deep,manual,singleton_mass,ridge,B6ByNegPMKs,ulayout__compressed__local16,0.21927355862,157
selected_all_deep,manual,singleton_mass,ridge,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.218152725984,159
selected_all_deep,manual,singleton_mass,ridge,UwV83HsGsw3,hohonet__encoder_stage4__global,0.216479297591,158
selected_all_deep,manual,singleton_mass,ridge,VFuaQ6m2Qom,hohonet__encoder_stage4__global,0.209444593407,161
selected_all_deep,manual,singleton_mass,ridge,VLzqgDo317F,hohonet__encoder_stage4__global,0.219143352429,165
selected_all_deep,manual,singleton_mass,ridge,X7HyMhZNoso,hohonet__encoder_stage4__global,0.221090454856,163
selected_all_deep,manual,singleton_mass,ridge,Z6MFQCViBuw,hohonet__encoder_stage4__global,0.220559927567,163
selected_all_deep,manual,singleton_mass,ridge,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.219907710037,163
selected_all_deep,manual,singleton_mass,ridge,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.218958250873,162
selected_all_deep,manual,singleton_mass,ridge,jh4fc5c5qoQ,ulayout__transformer__local16,0.19657325503,160
selected_all_deep,manual,singleton_mass,ridge,jtcxE69GiFV,ulayout__compressed__local16,0.206055477789,157
selected_all_deep,manual,singleton_mass,ridge,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.21214833249,157
selected_all_deep,manual,singleton_mass,ridge,pa4otMbVnkk,hohonet__encoder_stage4__global,0.218603464107,161
selected_all_deep,manual,singleton_mass,ridge,q9vSo1VnCiC,ulayout__transformer__local16,0.222356352498,152
selected_all_deep,manual,singleton_mass,ridge,rPc6DW4iMge,hohonet__encoder_stage4__global,0.224520861154,157
selected_all_deep,manual,singleton_mass,ridge,uNb9QFRL6hY,hohonet__encoder_stage4__regions,0.220999039796,140
selected_all_deep,manual,singleton_mass,ridge,wc2JMjhGNzB,hohonet__encoder_stage4__global,0.222711722825,155
selected_all_deep,manual,singleton_mass,ridge,x8F5xyUWy9e,hohonet__encoder_stage4__global,0.215881389394,162
selected_all_deep,manual,singleton_mass,ridge,yqstnuAEVhm,hohonet__encoder_stage4__global,0.216481813479,152
selected_all_deep,manual,singleton_mass,ridge,zsNo4HB9uLZ,hohonet__encoder_stage4__global,0.21823463984,161
selected_all_deep,manual,tier_primary,knn,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.1848,25
selected_all_deep,manual,tier_primary,knn,B6ByNegPMKs,hohonet__encoder_stage4__global,0.189166666667,24
selected_all_deep,manual,tier_primary,knn,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.1632,25
selected_all_deep,manual,tier_primary,knn,UwV83HsGsw3,hohonet__legacy_current,0.186666666667,25
selected_all_deep,manual,tier_primary,knn,b8cTxDM8gDG,hohonet__legacy_current,0.1928,25
selected_all_deep,manual,tier_primary,knn,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.1925,24
selected_all_deep,manual,tier_primary,knn,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.189166666667,24
selected_all_deep,manual,tier_primary,knn,q9vSo1VnCiC,dinov3__block9__panorama_mean,0.181818181818,22
selected_all_deep,manual,tier_primary,knn,rPc6DW4iMge,da3__layer11__faces_local16,0.145833333333,24
selected_all_deep,manual,tier_primary,knn,uNb9QFRL6hY,hohonet__encoder_stage4__global,0.173,20
selected_all_deep,manual,tier_primary,knn,wc2JMjhGNzB,da3__layer9__faces_global,0.122685185185,24
selected_all_deep,manual,tier_primary,knn,yqstnuAEVhm,da3__layer11__faces_global,0.166666666667,24
selected_all_deep,manual,tier_primary,ridge,7y3sRwLe3Va,hohonet__encoder_stage4__global,0.103631798783,25
selected_all_deep,manual,tier_primary,ridge,B6ByNegPMKs,hohonet__encoder_stage4__global,0.120088623299,24
selected_all_deep,manual,tier_primary,ridge,S9hNv5qa7GM,hohonet__encoder_stage4__global,0.0906620211799,25
selected_all_deep,manual,tier_primary,ridge,UwV83HsGsw3,hohonet__encoder_stage4__global,0.105680396153,25
selected_all_deep,manual,tier_primary,ridge,b8cTxDM8gDG,hohonet__encoder_stage4__global,0.108122157612,25
selected_all_deep,manual,tier_primary,ridge,e9zR4mvMWw7,hohonet__encoder_stage4__global,0.12095672338,24
selected_all_deep,manual,tier_primary,ridge,pRbA3pwrgk9,hohonet__encoder_stage4__global,0.11278876261,24
selected_all_deep,manual,tier_primary,ridge,q9vSo1VnCiC,hohonet__encoder_stage4__global,0.118454802081,22
selected_all_deep,manual,tier_primary,ridge,rPc6DW4iMge,hohonet__encoder_stage4__global,0.120817414528,24
selected_all_deep,manual,tier_primary,ridge,uNb9QFRL6hY,hohonet__encoder_stage4__global,0.0987307645265,20
selected_all_deep,manual,tier_primary,ridge,wc2JMjhGNzB,da3__layer11__faces_global,0.0970310007734,24
selected_all_deep,manual,tier_primary,ridge,yqstnuAEVhm,hohonet__encoder_stage4__global,0.0903750969593,24
selected_all_deep,manual,within_mode_median,knn,7y3sRwLe3Va,ulayout__compressed__global,0.013107519533,117
selected_all_deep,manual,within_mode_median,knn,B6ByNegPMKs,ulayout__compressed__global,0.0130713783888,117
