pair_id,relation_eligible,max_angle,archived_max_angle
pair0061,True,179.623165524377,179.623165524
pair0062,True,78.43973831887392,78.4397383189
pair0063,True,66.01699963158111,66.0169996316
pair0064,True,166.6007265429323,166.600726543
pair0065,False,129.1706439554892,129.170643955
pair0066,False,155.64743630093758,155.647436301
pair0067,True,167.92273385681895,167.922733857
pair0068,True,76.44914364813067,76.4491436481
pair0069,False,152.89864132320307,152.898641323
pair0070,True,112.76802156835247,112.768021568
pair0071,True,103.39979495083335,103.399794951
pair0072,False,174.58053323839485,174.580533238
pair0073,False,177.53654997368815,177.536549974
pair0074,False,132.40876575246776,132.408765752
pair0075,False,166.7245500472716,166.724550047
pair0076,True,112.03517369872915,112.035173699
pair0077,True,94.91625071492558,94.9162507149
pair0078,True,138.34382853477283,138.343828535
pair0079,False,70.38541343576418,70.3854134358
pair0080,True,131.87377307595023,131.873773076
pair0081,True,106.83745832046579,106.83745832
pair0082,True,177.33671543303828,177.336715433
pair0083,False,177.8993505629184,177.899350563
pair0084,True,115.10368547983856,115.10368548
pair0085,True,118.99032177073562,118.990321771
pair0086,True,148.35779218317288,148.357792183
pair0087,False,128.8194206543403,128.819420654
pair0088,True,58.020259476923066,58.0202594769
pair0089,True,115.57632467847664,115.576324678
pair0090,True,169.47794321395708,169.477943214
pair0091,True,151.29334825027425,151.29334825
pair0092,True,138.27054536032202,138.27054536
pair0093,True,155.3609726520048,155.360972652
pair0094,True,62.78283816502172,62.782838165
pair0095,True,177.2147687376656,177.214768738
pair0096,True,121.06047476705085,121.060474767
pair0097,True,142.07742505238534,142.077425052
pair0098,True,174.15041652320787,174.150416523
pair0099,False,96.96975551582253,96.9697555158
pair0100,True,174.87650554091337,174.876505541
pair0101,True,174.48506247002285,174.48506247
pair0102,True,78.80003785402862,78.800037854
pair0103,True,121.26959805438099,121.269598054
pair0104,True,123.81181029585649,123.811810296
pair0105,True,138.89227393392608,138.892273934
pair0106,False,79.76660700785217,79.7666070079
pair0107,True,178.03432640080104,178.034326401
pair0108,False,45.229794602911994,45.2297946029
pair0109,False,170.3641707426403,170.364170743
pair0110,False,140.91299316590798,140.912993166
pair0111,False,159.69669059425416,159.696690594
pair0112,False,149.4206453987847,149.420645399
pair0113,False,177.13774423469212,177.137744235
pair0114,False,47.78011972871595,47.7801197287
pair0115,True,74.62382407803477,74.623824078
pair0116,True,178.62727122837913,178.627271228
pair0117,True,172.72539624533167,172.725396245
pair0118,True,144.88232204026323,144.88232204
pair0119,True,112.28757559176806,112.287575592
pair0120,False,179.12270239935094,179.122702399
pair0121,True,82.91400618360441,82.9140061836
pair0122,True,66.70467643552078,66.7046764355
pair0123,True,59.74207775302411,59.742077753
pair0124,True,178.05595418721478,178.055954187
pair0125,True,82.26437862513183,82.2643786251
pair0126,True,176.00001945114977,176.000019451
pair0127,True,90.14032858194432,90.1403285819
pair0128,True,108.99685140928686,108.996851409
pair0129,True,67.02402218469746,67.0240221847
pair0130,True,177.87069977302858,177.870699773
pair0131,True,163.7818435266652,163.781843527
pair0132,False,143.93987547483738,143.939875475
pair0133,True,171.7247587436337,171.724758744
pair0134,True,85.45790843751045,85.4579084375
pair0135,True,107.94961470850407,107.949614709
pair0136,True,97.98461573412305,97.9846157341
pair0137,True,85.66318242943517,85.6631824294
pair0138,True,128.37531427519409,128.375314275
pair0139,True,150.35830160083486,150.358301601
pair0140,True,115.52600166154927,115.526001662
pair0141,True,63.57878085167284,63.5787808517
pair0142,False,63.69473812903624,63.694738129
pair0143,True,101.88872488452614,101.888724885
pair0144,True,112.14220697207521,112.142206972
pair0145,True,176.93186100335285,176.931861003
pair0146,True,74.67893119193361,74.6789311919
pair0147,True,171.47160303481147,171.471603035
pair0148,True,176.22241014368612,176.222410144
pair0149,True,37.80868114753068,37.8086811475
pair0150,True,75.31549177379407,75.3154917738
pair0151,True,57.82074527685311,57.8207452769
pair0152,True,177.7665903337992,177.766590334
pair0153,True,103.43590528381198,103.435905284
pair0154,True,50.39451537839361,50.3945153784
pair0155,True,167.1192227328465,167.119222733
pair0156,True,174.9686065888496,174.968606589
pair0157,True,145.97666297842784,145.976662978
pair0158,True,129.74761177407117,129.747611774
pair0159,True,176.22426551473805,176.224265515
pair0160,True,178.88775955765948,178.887759558
pair0161,True,67.46542534643271,67.4654253464
pair0162,True,74.55603827711637,74.5560382771
pair0163,True,175.6666349285272,175.666634929
pair0164,False,169.70157788962655,169.70157789
pair0165,False,114.96370939691369,114.963709397
pair0166,False,105.95314354021829,105.95314354
pair0167,False,159.4415902110736,159.441590211
pair0168,True,50.65616328889558,50.6561632889
pair0169,True,179.95119655896278,179.951196559
pair0170,False,64.00614556228756,64.0061455623
pair0171,True,50.82211811603639,50.822118116
pair0172,False,167.91126353083206,167.911263531
pair0173,False,179.3835664277873,179.383566428
pair0174,True,179.17311167141528,179.173111671
pair0175,False,172.73400400367623,172.734004004
pair0176,False,114.20047612017574,114.20047612
pair0177,True,49.829814673331214,49.8298146733
pair0178,False,179.83060251776877,179.830602518
pair0179,True,176.38899060749023,176.388990607
pair0180,True,179.45675396785285,179.456753968
pair0181,True,147.91581219981632,147.9158122
pair0182,False,171.41630678882956,171.416306789
pair0183,False,91.04161193831544,91.0416119383
pair0184,True,164.82956912108165,164.829569121
pair0185,True,173.94098482046994,173.94098482
pair0186,True,162.28382917966943,162.28382918
pair0187,True,171.0353749040264,171.035374904
pair0188,True,83.1815449213405,83.1815449213
pair0189,False,104.64750140757033,104.647501408
pair0190,True,145.05178491829074,145.051784918
pair0191,True,99.83978892272074,99.8397889227
pair0192,False,144.8610694353416,144.861069435
pair0193,True,57.092781644786,57.0927816448
pair0194,False,166.6903875347838,166.690387535
pair0195,True,66.47642669176332,66.4764266918
pair0196,False,175.41897109473015,175.418971095
pair0197,True,178.83784141220826,178.837841412
pair0198,True,99.98252115258965,99.9825211526
pair0199,True,143.0790749239088,143.079074924
pair0200,True,179.1685053945386,179.168505395
pair0201,True,122.99235207406532,122.992352074
pair0202,False,149.9733849309151,149.973384931
pair0203,False,157.44184151977652,157.44184152
pair0204,True,114.2210097208878,114.221009721
pair0205,False,178.80216873519564,178.802168735
pair0206,True,121.56456708665444,121.564567087
pair0207,False,179.62342270991047,179.62342271
pair0208,False,167.8206019244718,167.820601924
pair0209,False,50.12898354581747,50.1289835458
pair0210,False,55.482385863233624,55.4823858632
pair0211,False,123.85994380210298,123.859943802
pair0212,True,155.10918665436665,155.109186654
pair0213,False,149.80926469178152,149.809264692
pair0214,False,135.36492154880673,135.364921549
pair0215,True,178.84996818935275,178.849968189
pair0216,False,179.70939877625415,179.709398776
pair0217,False,153.82633574416215,153.826335744
pair0218,True,85.09848084013561,85.0984808401
pair0219,False,179.5684139508133,179.568413951
pair0220,False,170.05916529249228,170.059165292
pair0221,True,64.03418417809786,64.0341841781
pair0222,False,65.99488004803402,65.994880048
pair0223,True,69.93845905566958,69.9384590557
pair0224,False,128.5316392672393,128.531639267
pair0225,True,178.5337406928104,178.533740693
pair0226,False,78.50792735845855,78.5079273585
pair0227,True,90.59982511695836,90.599825117
pair0228,True,125.02161333688295,125.021613337
pair0229,False,80.86285006838119,80.8628500684
pair0230,True,62.68639994543299,62.6863999454
pair0231,False,161.34124652467332,161.341246525
pair0232,False,173.04069086836125,173.040690868
pair0233,False,155.90083782449867,155.900837824
pair0234,True,177.3957713968832,177.395771397
pair0235,False,166.73188011223704,166.731880112
pair0236,False,73.54269423800734,73.542694238
pair0237,False,162.3658489762826,162.365848976
pair0238,False,174.8988271874529,174.898827187
pair0239,False,50.24527013501172,50.245270135
pair0240,False,171.15294562804038,171.152945628
pair0241,True,163.095937668456,163.095937668
pair0242,False,179.7091427158876,179.709142716
pair0243,True,118.8148257222951,118.814825722
pair0244,True,169.41085056153287,169.410850562
pair0245,False,175.8462944870937,175.846294487
pair0246,True,90.7245381899145,90.7245381899
pair0247,True,46.06781278484248,46.0678127848
pair0248,False,109.68153098667031,109.681530987
pair0249,False,126.36883262980402,126.36883263
pair0250,True,169.87396071973802,169.87396072
pair0251,False,145.7866858512707,145.786685851
pair0252,False,120.41303307982764,120.41303308
pair0253,True,163.98814004841626,163.988140048
pair0254,False,177.54958285298358,177.549582853
pair0255,False,169.60100020141087,169.601000201
pair0256,False,169.52235081997233,169.52235082
pair0257,True,154.3052970940162,154.305297094
pair0258,False,157.08204759776552,157.082047598
pair0259,False,116.71487788472086,116.714877885
pair0260,False,171.98315816884914,171.983158169
pair0261,True,179.5795951356352,179.579595136
pair0262,False,101.4389713565311,101.438971357
pair0263,True,115.12354868028444,115.12354868
pair0264,True,103.66423888365529,103.664238884
pair0265,True,92.43019791414488,92.4301979141
pair0266,True,60.62286444483787,60.6228644448
pair0267,False,174.02917675187015,174.029176752
pair0268,False,132.20183654091522,132.201836541
pair0269,True,75.21012648544179,75.2101264854
pair0270,False,179.54174008033215,179.54174008
pair0271,False,148.46774878985892,148.46774879
pair0272,True,151.98105598210952,151.981055982
pair0273,False,148.17323348382723,148.173233484
pair0274,False,76.86523161737775,76.8652316174
pair0275,False,179.6602398174318,179.660239817
pair0276,True,164.18549932902908,164.185499329
pair0277,False,169.11128770501534,169.111287705
pair0278,False,144.32608298252964,144.326082983
pair0279,True,170.31136999565464,170.311369996
pair0280,False,178.6575301923569,178.657530192
pair0281,False,177.7528448022117,177.752844802
pair0282,False,177.56311761858262,177.563117619
pair0283,False,145.94158471531065,145.941584715
pair0284,False,166.57493647718027,166.574936477
pair0285,False,80.15695736979649,80.1569573698
pair0286,False,117.63380793155747,117.633807932
pair0287,False,124.41269391986322,124.41269392
pair0288,False,121.59752993691914,121.597529937
pair0289,False,95.47945171026524,95.4794517103
pair0290,False,54.54100756667555,54.5410075667
pair0291,False,137.90395240741546,137.903952407
pair0292,False,175.95505911247542,175.955059112
pair0293,False,64.42202768622283,64.4220276862
pair0294,False,171.88717787830265,171.887177878
pair0295,False,71.11319171728121,71.1131917173
pair0296,False,140.060893650202,140.06089365
pair0297,False,70.13750034373845,70.1375003437
pair0298,True,90.25983479605631,90.2598347961
pair0299,False,107.5714215191344,107.571421519
pair0300,False,172.85068867989648,172.85068868
pair0301,True,76.70459925811406,76.7045992581
pair0302,True,141.56701151222285,141.567011512
pair0303,False,135.1340967189733,135.134096719
pair0304,False,176.04361830796387,176.043618308
pair0305,False,162.82570402281178,162.825704023
pair0306,False,125.82214382157285,125.822143822
pair0307,True,115.94686340055173,115.946863401
pair0308,True,179.96655446238915,179.966554462
pair0309,True,69.20897983876282,69.2089798388
pair0310,True,177.49030608358137,177.490306084
pair0311,True,135.68152867095438,135.681528671
pair0312,False,131.33845707818222,131.338457078
pair0313,False,174.1097413437814,174.109741344
pair0314,True,109.3230096036491,109.323009604
pair0315,True,135.04132487627436,135.041324876
