worker_id,manual,semi,linear,quadratic,residual,label,layer,cohort,pool,cap,building_id
1,-0.596044752567,3.0570687643,0.0662681078518,0.235195699115,2.99080065645,0.1,0.404197766878,all26,all_initializations,30,7y3sRwLe3Va
10,-0.47162213176,-0.483911946852,0.0524348317104,0.256942226625,-0.536346778563,1.0,-0.529008439395,all26,all_initializations,30,7y3sRwLe3Va
11,-1.16969472706,-4.67094629593,0.130046369828,0.117800000735,-4.80099266576,0.0,-3.78084765019,all26,all_initializations,30,7y3sRwLe3Va
12,0.101075376746,2.03449432434,-0.0112375353336,0.339956391606,2.04573185968,1.1,2.5897487924,all26,all_initializations,30,7y3sRwLe3Va
13,-0.224641138391,-0.687681105659,0.0249755460857,0.296184751131,-0.712656651745,1.0,-0.55646772502,all26,all_initializations,30,7y3sRwLe3Va
14,-0.0492624480467,-0.454505363726,0.0054769867634,0.320881223059,-0.459982350489,1.0,-0.575966284342,all26,all_initializations,30,7y3sRwLe3Va
15,-1.72114151701,-1.00561702632,0.19135608725,-0.0215973338278,-1.19697311357,0.1,0.529285746277,all26,all_initializations,30,7y3sRwLe3Va
17,-1.82923446442,0.127223849791,0.203373834351,-0.0519718280353,-0.0761499845602,0.1,0.541303493377,all26,all_initializations,30,7y3sRwLe3Va
18,-2.16123536062,0.272448985232,0.240285611699,-0.151516690173,0.0321633735329,0.1,0.578215270726,all26,all_initializations,30,7y3sRwLe3Va
19,9.59706066786,-0.57640716181,-1.06699882628,-2.37438278487,0.490591664468,1.0,-1.64844209738,all26,all_initializations,30,7y3sRwLe3Va
2,-4.43134031225,0.359458000685,0.492675317542,-1.08490554572,-0.133217316857,0.1,0.830604976568,all26,all_initializations,30,7y3sRwLe3Va
21,-1.71593556939,-2.6643876177,0.190777291285,-0.0201596805286,-2.85516490899,0.0,-3.72011672874,all26,all_initializations,30,7y3sRwLe3Va
26,7.20456995031,-4.7748287956,-0.801002301315,-0.963370078867,-3.97382649428,1.0,-1.38244557242,all26,all_initializations,30,7y3sRwLe3Va
27,-3.21132944715,0.736233408653,0.357034811958,-0.528465536077,0.379198596696,0.1,0.694964470984,all26,all_initializations,30,7y3sRwLe3Va
28,-0.554673930862,-0.28777893676,0.061668510149,0.242573479596,-0.349447446909,0.1,0.399598169176,all26,all_initializations,30,7y3sRwLe3Va
29,0.567918797307,2.48023576261,-0.0631410711175,0.386862775557,2.54337683373,1.1,2.53784525661,all26,all_initializations,30,7y3sRwLe3Va
30,0.508646552145,1.98669301753,-0.0565511975918,0.381940957205,2.04324421512,1.1,2.54443513014,all26,all_initializations,30,7y3sRwLe3Va
31,-0.475933349605,2.4329334337,0.0529141518419,0.256210869447,2.38001928185,0.1,0.390843810868,all26,all_initializations,30,7y3sRwLe3Va
32,0.0176398453207,0.214494678073,-0.00196119363046,0.329608751787,0.216455871704,1.0,-0.583404464736,all26,all_initializations,30,7y3sRwLe3Va
33,-0.901578763954,0.0329090372319,0.100237303507,0.176174031621,-0.0673282662747,0.1,0.438166962533,all26,all_initializations,30,7y3sRwLe3Va
34,1.20747096962,3.97922854301,-0.134246323113,0.420847258727,4.11347486612,1.1,2.46674000462,all26,all_initializations,30,7y3sRwLe3Va
35,0.305915561958,2.22509224765,-0.0340116163527,0.362834082993,2.25910386401,1.1,2.56697471138,all26,all_initializations,30,7y3sRwLe3Va
36,-0.261488592414,-0.591204524153,0.0290722368907,0.290661384992,-0.620276761043,1.0,-0.552371034215,all26,all_initializations,30,7y3sRwLe3Va
37,1.99340151676,0.722869444568,-0.221625886539,0.414676091825,0.944495331106,1.0,-0.803069157644,all26,all_initializations,30,7y3sRwLe3Va
6,-0.780632938476,-3.98973390871,0.0867905766082,0.20049298838,-4.07652448532,0.0,-3.82410344341,all26,all_initializations,30,7y3sRwLe3Va
8,-0.947909794063,-0.474380814145,0.10538837595,0.166526513694,-0.579769190095,0.1,0.443318034977,all26,all_initializations,30,7y3sRwLe3Va
1,-0.522117093065,2.88722736841,0.0577110231366,0.245205567683,2.82951634528,0.1,-0.146367177917,all26,all_initializations,30,B6ByNegPMKs
10,-0.350397376817,-0.638929987986,0.0387303755979,0.274234417132,-0.677660363584,0.1,-0.165347825455,all26,all_initializations,30,B6ByNegPMKs
11,-1.14737552669,-4.81704424282,0.126822539324,0.120098688039,-4.94386678214,0.0,-4.44146859206,all26,all_initializations,30,B6ByNegPMKs
12,-0.0769972210812,2.00755294001,0.00851071237907,0.315712360691,1.99904222763,1.1,2.56719734613,all26,all_initializations,30,B6ByNegPMKs
13,-0.308458020665,-0.802736661893,0.0340947044327,0.280975176214,-0.836831366326,1.0,-0.533144913873,all26,all_initializations,30,B6ByNegPMKs
