cohort,config,design,building,same_lower,same_upper,outside_lower,outside_upper,old_benefit_lower,old_benefit_upper,shared_target_benefit_lower,shared_target_benefit_upper,target_unknown_width,source_unknown_width
with_workers,ospa30_t6,one_source_image,UwV83HsGsw3,0.196203703704,0.560981481481,0.219609638047,0.639036195286,-0.341371843434,0.442832491582,-0.291008417508,0.401656355219,0.265787037037,0.265787037037
with_workers,ospa30_t6,one_source_image,b8cTxDM8gDG,0.182631578947,0.933947368421,0.149528508772,0.712244152047,-0.784418859649,0.529612573099,-0.622423245614,0.365939327485,0.431184210526,0.431184210526
with_workers,ospa30_t6,one_source_image,q9vSo1VnCiC,0.212657894737,0.703921052632,0.184515151515,0.655722488038,-0.519405901116,0.443064593301,-0.434984848485,0.352895135566,0.316894736842,0.316894736842
with_workers,ospa30_t6,one_source_image,rPc6DW4iMge,0.276725490196,0.552470588235,0.219863834423,0.592116557734,-0.332606753813,0.315391067538,-0.295338779956,0.265209368192,0.187450980392,0.187450980392
with_workers,ospa30_t6,one_source_image,uNb9QFRL6hY,0.147962962963,0.676999158249,0.172052266082,0.647062012671,-0.504946892167,0.499099049708,-0.418527212919,0.418067295765,0.372546296296,0.372546296296
with_workers,ospa30_t6,one_source_image,wc2JMjhGNzB,0.258703703704,0.810046296296,0.194725241546,0.678455615942,-0.61532105475,0.419751912238,-0.538362520129,0.347197061192,0.363680555556,0.363680555556
with_workers,ospa30_t6,one_source_image,yqstnuAEVhm,0.292989417989,0.613743386243,0.21977021041,0.617800849022,-0.393973175834,0.324811431032,-0.350195182724,0.276901993355,0.222142857143,0.222142857143
with_workers,q_0.800,leave_one_target,7y3sRwLe3Va,0.274122807018,0.743421052632,0.205857894737,0.608281578947,-0.537563157895,0.33415877193,-0.438550877193,0.207820175439,0.297543859649,0.297543859649
with_workers,q_0.800,leave_one_target,B6ByNegPMKs,0.037149122807,0.481842105263,0.167138596491,0.552812280702,-0.314703508772,0.515663157895,-0.234388596491,0.418261403509,0.29201754386,0.29201754386
with_workers,q_0.800,leave_one_target,S9hNv5qa7GM,0.0716666666667,0.773333333333,0.214243333333,0.687686666667,-0.55909,0.61602,-0.437223333333,0.51901,0.384166666667,0.384166666667
with_workers,q_0.800,leave_one_target,UwV83HsGsw3,0.0849444444444,0.597018518519,0.132785,0.538440925926,-0.464233518519,0.453496481481,-0.329652407407,0.322642592593,0.369953703704,0.369953703704
with_workers,q_0.800,leave_one_target,b8cTxDM8gDG,0.199210526316,0.832894736842,0.184484649123,0.655690789474,-0.648410087719,0.456480263158,-0.516264619883,0.287715643275,0.388421052632,0.388421052632
with_workers,q_0.800,leave_one_target,q9vSo1VnCiC,0.360671052632,0.473776315789,0.225090263158,0.516838947368,-0.248686052632,0.156167894737,-0.233685263158,0.138170263158,0.0862631578947,0.0862631578947
with_workers,q_0.800,leave_one_target,rPc6DW4iMge,0.225931372549,0.498980392157,0.194866862745,0.481918823529,-0.304113529412,0.25598745098,-0.253102941176,0.195657647059,0.189901960784,0.189901960784
with_workers,q_0.800,leave_one_target,uNb9QFRL6hY,0.23617003367,0.506279461279,0.204398526936,0.51280496633,-0.301880934343,0.27663493266,-0.237511616162,0.202239351852,0.193726851852,0.193726851852
with_workers,q_0.800,leave_one_target,wc2JMjhGNzB,0.341759259259,0.442777777778,0.277702777778,0.506651388889,-0.165075,0.16489212963,-0.15409212963,0.154381944444,0.0805555555556,0.0805555555556
with_workers,q_0.800,leave_one_target,yqstnuAEVhm,0.253134920635,0.521183862434,0.214664417989,0.515656746032,-0.306519444444,0.262521825397,-0.241335714286,0.188556746032,0.18376984127,0.18376984127
with_workers,q_0.800,one_source_image,7y3sRwLe3Va,0.324561403509,0.823157894737,0.232817042607,0.639127819549,-0.59034085213,0.31456641604,-0.5014160401,0.232408521303,0.297543859649,0.297543859649
with_workers,q_0.800,one_source_image,B6ByNegPMKs,0.0776315789474,0.522105263158,0.18709273183,0.597085213033,-0.335012531328,0.519453634085,-0.257296992481,0.41962406015,0.29201754386,0.29201754386
with_workers,q_0.800,one_source_image,S9hNv5qa7GM,0.0716666666667,0.773333333333,0.214243333333,0.687686666667,-0.55909,0.61602,-0.437223333333,0.51901,0.384166666667,0.384166666667
with_workers,q_0.800,one_source_image,UwV83HsGsw3,0.141203703704,0.674777777778,0.199956860269,0.615612373737,-0.474820917508,0.474408670034,-0.36617739899,0.373026725589,0.369953703704,0.369953703704
with_workers,q_0.800,one_source_image,b8cTxDM8gDG,0.199210526316,0.832894736842,0.184484649123,0.655690789474,-0.648410087719,0.456480263158,-0.516264619883,0.287715643275,0.388421052632,0.388421052632
with_workers,q_0.800,one_source_image,q9vSo1VnCiC,0.447368421053,0.5545,0.275234449761,0.550824561404,-0.279265550239,0.103456140351,-0.268979266348,0.0903500797448,0.0862631578947,0.0862631578947
with_workers,q_0.800,one_source_image,rPc6DW4iMge,0.299882352941,0.575588235294,0.262074074074,0.559269063181,-0.31351416122,0.25938671024,-0.271608061002,0.20995577342,0.189901960784,0.189901960784
with_workers,q_0.800,one_source_image,uNb9QFRL6hY,0.287424242424,0.565021043771,0.264144736842,0.567408016569,-0.300876306929,0.279983774145,-0.258069843169,0.23499097333,0.193726851852,0.193726851852
with_workers,q_0.800,one_source_image,wc2JMjhGNzB,0.415648148148,0.517175925926,0.305409118357,0.534480676329,-0.211766807568,0.11883252818,-0.202636372786,0.108950785024,0.0805555555556,0.0805555555556
with_workers,q_0.800,one_source_image,yqstnuAEVhm,0.336600529101,0.605806878307,0.273965485419,0.56707733481,-0.331841392888,0.230476805709,-0.288134766827,0.184541805094,0.18376984127,0.18376984127
with_workers,q_0.850,leave_one_target,7y3sRwLe3Va,0.274122807018,0.743421052632,0.205798245614,0.607921929825,-0.537622807018,0.333799122807,-0.439083333333,0.208350877193,0.297543859649,0.297543859649
with_workers,q_0.850,leave_one_target,B6ByNegPMKs,0.037149122807,0.481842105263,0.168129824561,0.553542982456,-0.313712280702,0.516393859649,-0.23348245614,0.419020175439,0.29201754386,0.29201754386
with_workers,q_0.850,leave_one_target,S9hNv5qa7GM,0.0716666666667,0.773333333333,0.216793333333,0.69038,-0.55654,0.618713333333,-0.436236666667,0.523003333333,0.384166666667,0.384166666667
with_workers,q_0.850,leave_one_target,UwV83HsGsw3,0.0841203703704,0.60287962963,0.131683888889,0.537741296296,-0.471195740741,0.453620925926,-0.333239074074,0.321112407407,0.374953703704,0.374953703704
with_workers,q_0.850,leave_one_target,b8cTxDM8gDG,0.184736842105,0.865526315789,0.184159356725,0.667850877193,-0.681366959064,0.483114035088,-0.537803362573,0.314283625731,0.402631578947,0.402631578947
with_workers,q_0.850,leave_one_target,q9vSo1VnCiC,0.360671052632,0.473776315789,0.225107105263,0.517714473684,-0.248669210526,0.157043421053,-0.233913157895,0.139282368421,0.0862631578947,0.0862631578947
with_workers,q_0.850,leave_one_target,rPc6DW4iMge,0.234764705882,0.494607843137,0.199286666667,0.481001764706,-0.295321176471,0.246237058824,-0.250110784314,0.190416666667,0.181617647059,0.181617647059
with_workers,q_0.850,leave_one_target,uNb9QFRL6hY,0.230898569024,0.498710016835,0.200214478114,0.508965151515,-0.298495538721,0.278066582492,-0.236766919192,0.205269444444,0.194375,0.194375
with_workers,q_0.850,leave_one_target,wc2JMjhGNzB,0.341759259259,0.442777777778,0.279333333333,0.509074537037,-0.163444444444,0.167315277778,-0.152648611111,0.157009722222,0.0805555555556,0.0805555555556
with_workers,q_0.850,leave_one_target,yqstnuAEVhm,0.249920634921,0.518915343915,0.216847222222,0.519401587302,-0.302068121693,0.269480952381,-0.23767989418,0.19503994709,0.185753968254,0.185753968254
with_workers,q_0.850,one_source_image,7y3sRwLe3Va,0.324561403509,0.823157894737,0.232403508772,0.639032581454,-0.590754385965,0.314471177945,-0.50184962406,0.232240601504,0.297543859649,0.297543859649
with_workers,q_0.850,one_source_image,B6ByNegPMKs,0.0776315789474,0.522105263158,0.188568922306,0.598844611529,-0.333536340852,0.521213032581,-0.256368421053,0.421695488722,0.29201754386,0.29201754386
with_workers,q_0.850,one_source_image,S9hNv5qa7GM,0.0716666666667,0.773333333333,0.216793333333,0.69038,-0.55654,0.618713333333,-0.436236666667,0.523003333333,0.384166666667,0.384166666667
with_workers,q_0.850,one_source_image,UwV83HsGsw3,0.140037037037,0.681944444444,0.198138678451,0.617370580808,-0.483805765993,0.477333543771,-0.372529882155,0.374384259259,0.374953703704,0.374953703704
with_workers,q_0.850,one_source_image,b8cTxDM8gDG,0.184736842105,0.865526315789,0.184159356725,0.667850877193,-0.681366959064,0.483114035088,-0.537803362573,0.314283625731,0.402631578947,0.402631578947
with_workers,q_0.850,one_source_image,q9vSo1VnCiC,0.447368421053,0.5545,0.275524720893,0.551283891547,-0.278975279107,0.103915470494,-0.268753987241,0.0909214513557,0.0862631578947,0.0862631578947
with_workers,q_0.850,one_source_image,rPc6DW4iMge,0.308450980392,0.570666666667,0.264767973856,0.556568627451,-0.30589869281,0.248117647059,-0.266852069717,0.200920915033,0.181617647059,0.181617647059
with_workers,q_0.850,one_source_image,uNb9QFRL6hY,0.281195286195,0.558152356902,0.263085404483,0.566707480507,-0.295066952419,0.285512194312,-0.252884824118,0.240719253943,0.194375,0.194375
with_workers,q_0.850,one_source_image,wc2JMjhGNzB,0.415648148148,0.517175925926,0.306822161836,0.536385869565,-0.21035376409,0.120737721417,-0.201360205314,0.110991847826,0.0805555555556,0.0805555555556
with_workers,q_0.850,one_source_image,yqstnuAEVhm,0.333439153439,0.603399470899,0.274719453673,0.569019010705,-0.328680017227,0.235579857266,-0.285448504983,0.190097822075,0.185753968254,0.185753968254
with_workers,q_0.900,leave_one_target,7y3sRwLe3Va,0.265307017544,0.738201754386,0.192572807018,0.614154385965,-0.545628947368,0.348847368421,-0.448064035088,0.225131578947,0.29798245614,0.29798245614
with_workers,q_0.900,leave_one_target,B6ByNegPMKs,0.037149122807,0.481842105263,0.158002631579,0.566156140351,-0.323839473684,0.529007017544,-0.247252631579,0.434103508772,0.29201754386,0.29201754386
with_workers,q_0.900,leave_one_target,S9hNv5qa7GM,0.0716666666667,0.773333333333,0.212126666667,0.704446666667,-0.561206666667,0.63278,-0.446766666667,0.541633333333,0.384166666667,0.384166666667
with_workers,q_0.900,leave_one_target,UwV83HsGsw3,0.0988148148148,0.647759259259,0.146766481481,0.575900925926,-0.500992777778,0.477086111111,-0.366996851852,0.358453333333,0.413194444444,0.413194444444
with_workers,q_0.900,leave_one_target,b8cTxDM8gDG,0.0107894736842,1,0.062240497076,0.780325292398,-0.937759502924,0.769535818713,-0.704692982456,0.617415935673,0.708157894737,0.708157894737
with_workers,q_0.900,leave_one_target,q9vSo1VnCiC,0.306907894737,0.490684210526,0.176541052632,0.541830263158,-0.314143157895,0.234922368421,-0.266114473684,0.182494210526,0.123315789474,0.123315789474
with_workers,q_0.900,leave_one_target,rPc6DW4iMge,0.179117647059,0.511568627451,0.160278823529,0.491596666667,-0.351289803922,0.312479019608,-0.272058039216,0.222708627451,0.223921568627,0.223921568627
with_workers,q_0.900,leave_one_target,uNb9QFRL6hY,0.217361111111,0.484362373737,0.18819246633,0.524238005051,-0.296169907407,0.306876893939,-0.243626178451,0.236616077441,0.197916666667,0.197916666667
with_workers,q_0.900,leave_one_target,wc2JMjhGNzB,0.341759259259,0.442777777778,0.277029166667,0.521050462963,-0.165748611111,0.179291203704,-0.155483796296,0.169289351852,0.0805555555556,0.0805555555556
with_workers,q_0.900,leave_one_target,yqstnuAEVhm,0.239041005291,0.503611111111,0.194474074074,0.532561111111,-0.309137037037,0.29352010582,-0.251754100529,0.220596560847,0.185277777778,0.185277777778
with_workers,q_0.900,one_source_image,7y3sRwLe3Va,0.318684210526,0.812280701754,0.214270676692,0.647864661654,-0.598010025063,0.329180451128,-0.515645363409,0.247798245614,0.29798245614,0.29798245614
with_workers,q_0.900,one_source_image,B6ByNegPMKs,0.0776315789474,0.522105263158,0.17722556391,0.616997493734,-0.344879699248,0.539365914787,-0.272906015038,0.442887218045,0.29201754386,0.29201754386
with_workers,q_0.900,one_source_image,S9hNv5qa7GM,0.0716666666667,0.773333333333,0.212126666667,0.704446666667,-0.561206666667,0.63278,-0.446766666667,0.541633333333,0.384166666667,0.384166666667
with_workers,q_0.900,one_source_image,UwV83HsGsw3,0.146037037037,0.745462962963,0.190750210438,0.655133627946,-0.554712752525,0.509096590909,-0.442175715488,0.417023989899,0.413194444444,0.413194444444
with_workers,q_0.900,one_source_image,b8cTxDM8gDG,0.0107894736842,1,0.062240497076,0.780325292398,-0.937759502924,0.769535818713,-0.704692982456,0.617415935673,0.708157894737,0.708157894737
with_workers,q_0.900,one_source_image,q9vSo1VnCiC,0.390131578947,0.568657894737,0.236159489633,0.574869218501,-0.332498405104,0.184737639553,-0.300870813397,0.14757814992,0.123315789474,0.123315789474
with_workers,q_0.900,one_source_image,rPc6DW4iMge,0.254568627451,0.592058823529,0.231144880174,0.574208061002,-0.360913943355,0.319639433551,-0.30301328976,0.25184335512,0.223921568627,0.223921568627
with_workers,q_0.900,one_source_image,uNb9QFRL6hY,0.275551346801,0.554907407407,0.250496466862,0.582429946394,-0.304410940546,0.306878599592,-0.265307848219,0.263989788233,0.197916666667,0.197916666667
with_workers,q_0.900,one_source_image,wc2JMjhGNzB,0.415648148148,0.517175925926,0.296185084541,0.552262983092,-0.220990841385,0.136614834944,-0.212388788245,0.126729066023,0.0805555555556,0.0805555555556
with_workers,q_0.900,one_source_image,yqstnuAEVhm,0.316335978836,0.585171957672,0.254630860096,0.573110926541,-0.330541097576,0.256774947705,-0.289813738157,0.211994124523,0.185277777778,0.185277777778
with_workers,q_0.925,leave_one_target,7y3sRwLe3Va,0.265307017544,0.738201754386,0.18499122807,0.626429824561,-0.553210526316,0.361122807018,-0.459840350877,0.237053508772,0.29798245614,0.29798245614
with_workers,q_0.925,leave_one_target,B6ByNegPMKs,0.037149122807,0.481842105263,0.158997368421,0.575347368421,-0.322844736842,0.538198245614,-0.24796754386,0.442257017544,0.29201754386,0.29201754386
with_workers,q_0.925,leave_one_target,S9hNv5qa7GM,0.113333333333,0.819666666667,0.200646666667,0.71266,-0.61902,0.599326666667,-0.504076666667,0.50298,0.3865,0.3865
with_workers,q_0.925,leave_one_target,UwV83HsGsw3,0.0415092592593,0.709907407407,0.0730716666667,0.591544074074,-0.636835740741,0.550034814815,-0.455661851852,0.415941296296,0.532777777778,0.532777777778
with_workers,q_0.925,leave_one_target,b8cTxDM8gDG,0.204473684211,1,0.195526315789,0.747408625731,-0.804473684211,0.54293494152,-0.647383040936,0.397342836257,0.431447368421,0.431447368421
with_workers,q_0.925,leave_one_target,q9vSo1VnCiC,0.300236842105,0.544973684211,0.180387894737,0.565798421053,-0.364585789474,0.265561578947,-0.309248684211,0.199035263158,0.157947368421,0.157947368421
with_workers,q_0.925,leave_one_target,rPc6DW4iMge,0.237078431373,0.499156862745,0.177664117647,0.507574705882,-0.321492745098,0.27049627451,-0.277943137255,0.212771568627,0.182843137255,0.182843137255
with_workers,q_0.925,leave_one_target,uNb9QFRL6hY,0.201367845118,0.500307239057,0.16255753367,0.547108501684,-0.337749705387,0.345740656566,-0.274656313131,0.263876304714,0.217939814815,0.217939814815
with_workers,q_0.925,leave_one_target,wc2JMjhGNzB,0.127175925926,0.542916666667,0.157295833333,0.560372685185,-0.385620833333,0.433196759259,-0.283891666667,0.329752777778,0.273402777778,0.273402777778
with_workers,q_0.925,leave_one_target,yqstnuAEVhm,0.202208994709,0.57751984127,0.177780820106,0.574787830688,-0.399739021164,0.372578835979,-0.319937566138,0.271571693122,0.26369047619,0.26369047619
with_workers,q_0.925,one_source_image,7y3sRwLe3Va,0.318684210526,0.812280701754,0.210779448622,0.65249122807,-0.601501253133,0.333807017544,-0.521989974937,0.252323308271,0.29798245614,0.29798245614
with_workers,q_0.925,one_source_image,B6ByNegPMKs,0.0776315789474,0.522105263158,0.174764411028,0.62498245614,-0.34734085213,0.547350877193,-0.277733082707,0.451278195489,0.29201754386,0.29201754386
with_workers,q_0.925,one_source_image,S9hNv5qa7GM,0.113333333333,0.819666666667,0.200646666667,0.71266,-0.61902,0.599326666667,-0.504076666667,0.50298,0.3865,0.3865
with_workers,q_0.925,one_source_image,UwV83HsGsw3,0.0777592592593,0.768666666667,0.127591540404,0.691765572391,-0.641075126263,0.614006313131,-0.524013468013,0.513521254209,0.532777777778,0.532777777778
with_workers,q_0.925,one_source_image,b8cTxDM8gDG,0.204473684211,1,0.195526315789,0.747408625731,-0.804473684211,0.54293494152,-0.647383040936,0.397342836257,0.431447368421,0.431447368421
with_workers,q_0.925,one_source_image,q9vSo1VnCiC,0.377447368421,0.613210526316,0.236950558214,0.597992025518,-0.376259968102,0.220544657097,-0.341379186603,0.177754784689,0.157947368421,0.157947368421
with_workers,q_0.925,one_source_image,rPc6DW4iMge,0.310078431373,0.574117647059,0.235826797386,0.582683006536,-0.338290849673,0.272604575163,-0.30252745098,0.22460130719,0.182843137255,0.182843137255
with_workers,q_0.925,one_source_image,uNb9QFRL6hY,0.262171717172,0.572828282828,0.228168250487,0.604026559454,-0.344660032341,0.341854842282,-0.301610568403,0.29257896952,0.217939814815,0.217939814815
with_workers,q_0.925,one_source_image,wc2JMjhGNzB,0.184166666667,0.624953703704,0.204889794686,0.622608695652,-0.420063909018,0.438442028986,-0.336173007246,0.340587258454,0.273402777778,0.273402777778
with_workers,q_0.925,one_source_image,yqstnuAEVhm,0.262791005291,0.657804232804,0.222107788852,0.618663713547,-0.435696443952,0.355872708256,-0.375835332841,0.294914328781,0.26369047619,0.26369047619
with_workers,q_0.950,leave_one_target,7y3sRwLe3Va,0.274780701754,0.751754385965,0.186688596491,0.63705,-0.565065789474,0.362269298246,-0.482285087719,0.244381578947,0.30350877193,0.30350877193
with_workers,q_0.950,leave_one_target,B6ByNegPMKs,0.00456140350877,0.483333333333,0.102135964912,0.549599122807,-0.381197368421,0.545037719298,-0.291034210526,0.432545614035,0.340877192982,0.340877192982
with_workers,q_0.950,leave_one_target,S9hNv5qa7GM,0.141,0.867333333333,0.197226666667,0.72685,-0.670106666667,0.58585,-0.55624,0.490073333333,0.3965,0.3965
with_workers,q_0.950,leave_one_target,UwV83HsGsw3,0.0729537037037,0.660407407407,0.0958546296296,0.611338518519,-0.564552777778,0.538384814815,-0.437834814815,0.438018333333,0.459583333333,0.459583333333
with_workers,q_0.950,leave_one_target,b8cTxDM8gDG,0.065,1,0.105592105263,0.761487573099,-0.894407894737,0.696487573099,-0.667573099415,0.513662280702,0.596842105263,0.596842105263
with_workers,q_0.950,leave_one_target,q9vSo1VnCiC,0.270144736842,0.535921052632,0.173154736842,0.562456315789,-0.362766315789,0.292311578947,-0.304097368421,0.219426842105,0.169578947368,0.169578947368
with_workers,q_0.950,leave_one_target,rPc6DW4iMge,0.15112745098,0.520068627451,0.120119019608,0.513638431373,-0.399949607843,0.362510980392,-0.311190784314,0.255728627451,0.2475,0.2475
with_workers,q_0.950,leave_one_target,uNb9QFRL6hY,0.138531144781,0.552175925926,0.127760563973,0.549270075758,-0.424415361953,0.410738930976,-0.32275753367,0.301879840067,0.294699074074,0.294699074074
with_workers,q_0.950,leave_one_target,wc2JMjhGNzB,0.169652777778,0.571134259259,0.148465277778,0.569600925926,-0.422668981481,0.399948148148,-0.332476388889,0.309544907407,0.251944444444,0.251944444444
with_workers,q_0.950,leave_one_target,yqstnuAEVhm,0.208981481481,0.580615079365,0.182010714286,0.592146693122,-0.398604365079,0.38316521164,-0.325250925926,0.282777513228,0.260992063492,0.260992063492
with_workers,q_0.950,one_source_image,7y3sRwLe3Va,0.324298245614,0.833859649123,0.213408521303,0.656293233083,-0.62045112782,0.331994987469,-0.538904761905,0.254078947368,0.30350877193,0.30350877193
with_workers,q_0.950,one_source_image,B6ByNegPMKs,0.0285964912281,0.508157894737,0.136235588972,0.609807017544,-0.371922305764,0.581210526316,-0.293187969925,0.471502506266,0.340877192982,0.340877192982
with_workers,q_0.950,one_source_image,S9hNv5qa7GM,0.141,0.867333333333,0.197226666667,0.72685,-0.670106666667,0.58585,-0.55624,0.490073333333,0.3965,0.3965
with_workers,q_0.950,one_source_image,UwV83HsGsw3,0.105759259259,0.745851851852,0.15095223064,0.678101851852,-0.594899621212,0.572342592593,-0.485835648148,0.490188973064,0.459583333333,0.459583333333
with_workers,q_0.950,one_source_image,b8cTxDM8gDG,0.065,1,0.105592105263,0.761487573099,-0.894407894737,0.696487573099,-0.667573099415,0.513662280702,0.596842105263,0.596842105263
with_workers,q_0.950,one_source_image,q9vSo1VnCiC,0.344473684211,0.599842105263,0.228920255183,0.593007974482,-0.37092185008,0.248534290271,-0.331358452951,0.194458133971,0.169578947368,0.169578947368
with_workers,q_0.950,one_source_image,rPc6DW4iMge,0.225705882353,0.603156862745,0.192065359477,0.596741830065,-0.411091503268,0.371035947712,-0.350087363834,0.296455337691,0.2475,0.2475
with_workers,q_0.950,one_source_image,uNb9QFRL6hY,0.197188552189,0.618695286195,0.1913042154,0.617492080897,-0.427391070796,0.420303528708,-0.365140605618,0.352608375421,0.294699074074,0.294699074074
with_workers,q_0.950,one_source_image,wc2JMjhGNzB,0.243472222222,0.651851851852,0.208405797101,0.616508152174,-0.44344605475,0.373035929952,-0.370168075684,0.2885693438,0.251944444444,0.251944444444
with_workers,q_0.950,one_source_image,yqstnuAEVhm,0.266613756614,0.654510582011,0.21880583241,0.626395348837,-0.4357047496,0.359781592223,-0.381141257537,0.302436477175,0.260992063492,0.260992063492
with_workers,q_0.975,leave_one_target,7y3sRwLe3Va,0.214254385965,0.825394736842,0.117338596491,0.770538596491,-0.708056140351,0.556284210526,-0.643,0.399957894737,0.414473684211,0.414473684211
with_workers,q_0.975,leave_one_target,B6ByNegPMKs,0,0.724780701754,0.00780350877193,0.740176315789,-0.716977192982,0.740176315789,-0.641778070175,0.691125438596,0.655701754386,0.655701754386
with_workers,q_0.975,leave_one_target,S9hNv5qa7GM,0.054,0.999,0.154956666667,0.844466666667,-0.844043333333,0.790466666667,-0.738736666667,0.707793333333,0.505833333333,0.505833333333
with_workers,q_0.975,leave_one_target,UwV83HsGsw3,0.0936203703704,0.666518518519,0.0808861111111,0.716658888889,-0.585632407407,0.623038518519,-0.509246296296,0.52479462963,0.439398148148,0.439398148148
with_workers,q_0.975,leave_one_target,b8cTxDM8gDG,0,0.997368421053,0.0393201754386,0.847478070175,-0.958048245614,0.847478070175,-0.765932017544,0.714736842105,0.716052631579,0.716052631579
with_workers,q_0.975,leave_one_target,q9vSo1VnCiC,0.165236842105,0.652986842105,0.0984181578947,0.696178157895,-0.554568684211,0.530941315789,-0.494186578947,0.431763947368,0.316157894737,0.316157894737
with_workers,q_0.975,leave_one_target,rPc6DW4iMge,0.0508823529412,0.62012745098,0.04086,0.628271764706,-0.57926745098,0.577389411765,-0.461861176471,0.427839019608,0.393676470588,0.393676470588
with_workers,q_0.975,leave_one_target,uNb9QFRL6hY,0.057337962963,0.666458333333,0.0526830387205,0.658577188552,-0.613775294613,0.601239225589,-0.487810058923,0.466738510101,0.46849537037,0.46849537037
with_workers,q_0.975,leave_one_target,wc2JMjhGNzB,0.152592592593,0.795347222222,0.117643055556,0.745944444444,-0.677704166667,0.593351851852,-0.602310648148,0.470046296296,0.473541666667,0.473541666667
with_workers,q_0.975,leave_one_target,yqstnuAEVhm,0.0239285714286,0.749715608466,0.0380029100529,0.691552910053,-0.711712698413,0.667624338624,-0.546601322751,0.505810582011,0.534920634921,0.534920634921
with_workers,q_0.975,one_source_image,7y3sRwLe3Va,0.241140350877,0.934912280702,0.130486215539,0.781002506266,-0.804426065163,0.539862155388,-0.712114035088,0.460378446115,0.414473684211,0.414473684211
with_workers,q_0.975,one_source_image,B6ByNegPMKs,0,0.735438596491,0.0355263157895,0.777746867168,-0.699912280702,0.777746867168,-0.635377192982,0.727035087719,0.655701754386,0.655701754386
with_workers,q_0.975,one_source_image,S9hNv5qa7GM,0.054,0.999,0.154956666667,0.844466666667,-0.844043333333,0.790466666667,-0.738736666667,0.707793333333,0.505833333333,0.505833333333
with_workers,q_0.975,one_source_image,UwV83HsGsw3,0.121518518519,0.748537037037,0.116883417508,0.743922558923,-0.631653619529,0.622404040404,-0.558397727273,0.560412037037,0.439398148148,0.439398148148
with_workers,q_0.975,one_source_image,b8cTxDM8gDG,0,0.997368421053,0.0393201754386,0.847478070175,-0.958048245614,0.847478070175,-0.765932017544,0.714736842105,0.716052631579,0.716052631579
with_workers,q_0.975,one_source_image,q9vSo1VnCiC,0.223815789474,0.716078947368,0.125368421053,0.723022328549,-0.590710526316,0.499206539075,-0.536649122807,0.423318181818,0.316157894737,0.316157894737
with_workers,q_0.975,one_source_image,rPc6DW4iMge,0.097862745098,0.674725490196,0.0937472766885,0.704828976035,-0.580978213508,0.606966230937,-0.498652287582,0.494760566449,0.393676470588,0.393676470588
