trial,analytic_lower,grid_lower,analytic_upper,grid_upper
0,-0.862120272958,-0.862120272958,0.657825523929,0.657825523929
1,-0.362734827291,-0.362734827291,0.262490618918,0.262490618918
2,-0.159573568385,-0.159573568385,0.194832260548,0.194832260548
3,-0.397114732052,-0.397114732052,0.390927709567,0.390927709567
4,-0.196529983637,-0.196529983637,0.843856336729,0.843856336729
5,-0.229620616521,-0.229620616521,0.26062280585,0.26062280585
6,-0.203629739125,-0.203629739125,0.142398846239,0.142398846239
7,-0.413691510778,-0.413691510778,0.775642167617,0.775642167617
8,-0.360824661541,-0.360824661541,0.30696099882,0.30696099882
9,0.00432052525274,0.00432052525274,0.426353791645,0.426353791645
10,-0.125760531058,-0.125760531058,0.261546929359,0.261546929359
11,-0.166516877682,-0.166516877682,0.676917875718,0.676917875718
12,-0.580946241628,-0.580946241628,0.580946241628,0.580946241628
13,-0.52142830342,-0.52142830342,0.357426653095,0.357426653095
14,-0.619498746493,-0.619498746493,0.375842364526,0.375842364526
15,-0.220070042584,-0.220070042584,0.0261208306593,0.0261208306593
16,0.107798376661,0.107798376661,0.799996678144,0.799996678144
17,0.361692313018,0.361692313018,0.639117099297,0.639117099297
18,-0.793514162921,-0.793514162921,0.793514162921,0.793514162921
19,-0.671494770341,-0.671494770341,0.261304525808,0.261304525808
20,-0.32979023813,-0.32979023813,0.711346912556,0.711346912556
21,-0.190374862118,-0.190374862118,0.187613948728,0.187613948728
22,-0.4750394443,-0.4750394443,0.4750394443,0.4750394443
23,-0.87885928159,-0.87885928159,0.0419090572091,0.0419090572091
24,0.446931824236,0.446931824236,0.48448419627,0.48448419627
25,-0.676116612951,-0.676116612951,0.565559950876,0.565559950876
26,-0.959207496843,-0.959207496843,0.105274505444,0.105274505444
27,-0.621530951037,-0.621530951037,0.54692030207,0.54692030207
28,-0.406528691563,-0.406528691563,-0.201366426624,-0.201366426624
29,-0.290264922184,-0.290264922184,0.453053932191,0.453053932191
30,-0.667747119074,-0.667747119074,0.612225678472,0.612225678472
31,-0.524145153195,-0.524145153195,0.330480541417,0.330480541417
32,-0.475655478799,-0.475655478799,0.556559294683,0.556559294683
33,-0.525302617209,-0.525302617209,0.52825553615,0.52825553615
34,-0.522677605424,-0.522677605424,0.587182604459,0.587182604459
35,-0.14876958584,-0.14876958584,0.372515070169,0.372515070169
36,-0.0838112257543,-0.0838112257543,0.427751359287,0.427751359287
37,-0.323863176415,-0.323863176415,0.250533089842,0.250533089842
38,-0.911742642969,-0.911742642969,-0.455934356349,-0.455934356349
39,-0.0889648569164,-0.0889648569164,0.475516426087,0.475516426087
40,-0.444460642861,-0.444460642861,0.496607326935,0.496607326935
41,-0.529372512906,-0.529372512906,0.503976602489,0.503976602489
42,-0.460429340348,-0.460429340348,0.649515010389,0.649515010389
43,-0.241049273677,-0.241049273677,0.309885352888,0.309885352888
44,-0.408182084416,-0.408182084416,0.671861643208,0.671861643208
45,-0.225555740464,-0.225555740464,0.590568956196,0.590568956196
46,-0.308272750604,-0.308272750604,0.308272750604,0.308272750604
47,-0.779632175579,-0.779632175579,-0.201883108415,-0.201883108415
48,-0.532018355654,-0.532018355654,0.463928256562,0.463928256562
49,-0.492628835989,-0.492628835989,0.215191288247,0.215191288247
50,-0.370625748066,-0.370625748066,0.459806066851,0.459806066851
51,-0.061660438068,-0.061660438068,0.061660438068,0.061660438068
52,-0.750548298902,-0.750548298902,0.0738835703454,0.0738835703454
53,-0.177156542487,-0.177156542487,0.263344594486,0.263344594486
54,-0.360546124699,-0.360546124699,0.510940995732,0.510940995732
55,-0.469122030674,-0.469122030674,0.10080445422,0.10080445422
56,-0.250459119369,-0.250459119369,0.326490850288,0.326490850288
57,-0.180577985279,-0.180577985279,0.409573307473,0.409573307473
58,-0.752817577205,-0.752817577205,0.596745610335,0.596745610335
59,-0.642174109047,-0.642174109047,0.383758744392,0.383758744392
60,-0.834385002736,-0.834385002736,0.719979587483,0.719979587483
61,-0.363654969995,-0.363654969995,0.00437024383504,0.00437024383504
62,-0.436633487917,-0.436633487917,0.365711934667,0.365711934667
63,-0.233789948619,-0.233789948619,0.233789948619,0.233789948619
64,-0.466341948298,-0.466341948298,0.546815840271,0.546815840271
65,-0.595487010147,-0.595487010147,0.595487010147,0.595487010147
66,-0.804032759163,-0.804032759163,0.617611068266,0.617611068266
67,-0.106810554601,-0.106810554601,0.183263904896,0.183263904896
68,-0.271147638356,-0.271147638356,0.317605124612,0.317605124612
69,-0.6984052555,-0.6984052555,-0.283966894663,-0.283966894663
70,-0.554036462898,-0.554036462898,0.554036462898,0.554036462898
71,-0.554927629199,-0.554927629199,0.554927629199,0.554927629199
72,-0.442471550923,-0.442471550923,0.349773924287,0.349773924287
73,-0.850707398145,-0.850707398145,0.88155718972,0.88155718972
74,-0.27974406139,-0.27974406139,0.391893864242,0.391893864242
75,-0.444408322744,-0.444408322744,0.630846671257,0.630846671257
76,-0.550828597809,-0.550828597809,0.550828597809,0.550828597809
77,-0.742982217312,-0.742982217312,0.738034093239,0.738034093239
78,-0.507328699849,-0.507328699849,-0.325386664718,-0.325386664718
79,-0.62043310902,-0.62043310902,0.647477588167,0.647477588167
80,-0.277100110956,-0.277100110956,0.0591529908256,0.0591529908256
81,-0.239008996101,-0.239008996101,0.278693224748,0.278693224748
82,-0.370396497003,-0.370396497003,0.370396497003,0.370396497003
83,-0.720386579553,-0.720386579553,0.673211357537,0.673211357537
84,-0.703760220486,-0.703760220486,0.452889407708,0.452889407708
85,-0.133529046544,-0.133529046544,0.240243039367,0.240243039367
86,-0.437940536386,-0.437940536386,0.159928863552,0.159928863552
87,-0.514402596302,-0.514402596302,0.395164245821,0.395164245821
88,-0.223441303902,-0.223441303902,0.589911992853,0.589911992853
89,-0.483180686746,-0.483180686746,0.505432324419,0.505432324419
90,-0.460843491166,-0.460843491166,-0.0226019019226,-0.0226019019226
91,0.0903544450112,0.0903544450112,0.506193862055,0.506193862055
92,-0.304015889194,-0.304015889194,-0.0190221580016,-0.0190221580016
93,-0.255783915859,-0.255783915859,0.0707919504778,0.0707919504778
94,-0.146467817454,-0.146467817454,0.415951226442,0.415951226442
95,-0.386195036886,-0.386195036886,0.358281434033,0.358281434033
96,-0.306841935578,-0.306841935578,0.497727668497,0.497727668497
97,-0.381705165735,-0.381705165735,0.487537394236,0.487537394236
98,0.0323870905955,0.0323870905955,0.183156376292,0.183156376292
99,-0.409380591962,-0.409380591962,0.182738022205,0.182738022205
