cohort,building,config,fold_id,max_abs_error
without_workers,UwV83HsGsw3,q_0.925,32,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.925,47,1.66533453694e-16
without_workers,UwV83HsGsw3,q_0.925,55,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.925,59,3.33066907388e-16
without_workers,UwV83HsGsw3,q_0.925,61,6.72205346941e-17
without_workers,UwV83HsGsw3,q_0.925,62,2.22044604925e-16
without_workers,UwV83HsGsw3,q_0.900,1,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.900,2,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.900,4,5.55111512313e-17
without_workers,UwV83HsGsw3,q_0.900,8,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.900,16,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.900,31,5.55111512313e-17
without_workers,UwV83HsGsw3,q_0.900,32,1.66533453694e-16
without_workers,UwV83HsGsw3,q_0.900,47,5.55111512313e-17
without_workers,UwV83HsGsw3,q_0.900,55,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.900,59,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.900,61,5.55111512313e-17
without_workers,UwV83HsGsw3,q_0.900,62,5.55111512313e-17
without_workers,UwV83HsGsw3,q_0.850,1,2.77555756156e-17
without_workers,UwV83HsGsw3,q_0.850,2,8.32667268469e-17
without_workers,UwV83HsGsw3,q_0.850,4,1.38777878078e-16
without_workers,UwV83HsGsw3,q_0.850,8,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.850,16,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.850,31,6.24500451352e-17
without_workers,UwV83HsGsw3,q_0.850,32,5.55111512313e-17
without_workers,UwV83HsGsw3,q_0.850,47,5.55111512313e-17
without_workers,UwV83HsGsw3,q_0.850,55,4.16333634234e-17
without_workers,UwV83HsGsw3,q_0.850,59,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.850,61,3.33066907388e-16
without_workers,UwV83HsGsw3,q_0.850,62,2.22044604925e-16
without_workers,UwV83HsGsw3,q_0.800,1,8.32667268469e-17
without_workers,UwV83HsGsw3,q_0.800,2,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.800,4,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.800,8,1.38777878078e-16
without_workers,UwV83HsGsw3,q_0.800,16,2.22044604925e-16
without_workers,UwV83HsGsw3,q_0.800,31,6.24500451352e-17
without_workers,UwV83HsGsw3,q_0.800,32,2.77555756156e-16
without_workers,UwV83HsGsw3,q_0.800,47,8.32667268469e-17
without_workers,UwV83HsGsw3,q_0.800,55,5.55111512313e-17
without_workers,UwV83HsGsw3,q_0.800,59,2.77555756156e-17
without_workers,UwV83HsGsw3,q_0.800,61,3.33066907388e-16
without_workers,UwV83HsGsw3,q_0.800,62,4.4408920985e-16
without_workers,UwV83HsGsw3,ospa30_t6,1,5.55111512313e-17
without_workers,UwV83HsGsw3,ospa30_t6,2,1.11022302463e-16
without_workers,UwV83HsGsw3,ospa30_t6,4,5.55111512313e-17
without_workers,UwV83HsGsw3,ospa30_t6,8,5.55111512313e-17
without_workers,UwV83HsGsw3,ospa30_t6,16,8.32667268469e-17
without_workers,UwV83HsGsw3,ospa30_t6,31,2.22044604925e-16
without_workers,UwV83HsGsw3,ospa30_t6,32,1.11022302463e-16
without_workers,UwV83HsGsw3,ospa30_t6,47,5.55111512313e-17
without_workers,UwV83HsGsw3,ospa30_t6,55,1.66533453694e-16
without_workers,UwV83HsGsw3,ospa30_t6,59,1.11022302463e-16
without_workers,UwV83HsGsw3,ospa30_t6,61,1.11022302463e-16
without_workers,UwV83HsGsw3,ospa30_t6,62,1.38777878078e-16
without_workers,b8cTxDM8gDG,q_0.975,1,6.93889390391e-18
without_workers,b8cTxDM8gDG,q_0.975,2,8.32667268469e-17
without_workers,b8cTxDM8gDG,q_0.950,1,2.22044604925e-16
without_workers,b8cTxDM8gDG,q_0.950,2,8.32667268469e-17
without_workers,b8cTxDM8gDG,q_0.925,1,4.85722573274e-17
without_workers,b8cTxDM8gDG,q_0.925,2,5.55111512313e-17
without_workers,b8cTxDM8gDG,q_0.900,1,1.11022302463e-16
without_workers,b8cTxDM8gDG,q_0.900,2,1.11022302463e-16
without_workers,b8cTxDM8gDG,q_0.850,1,6.93889390391e-17
without_workers,b8cTxDM8gDG,q_0.850,2,1.11022302463e-16
without_workers,b8cTxDM8gDG,q_0.800,1,2.22044604925e-16
without_workers,b8cTxDM8gDG,q_0.800,2,1.11022302463e-16
without_workers,b8cTxDM8gDG,ospa30_t6,1,2.22044604925e-16
without_workers,b8cTxDM8gDG,ospa30_t6,2,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.975,1,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.975,2,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.975,4,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.975,8,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.975,15,1.5720931501e-17
without_workers,q9vSo1VnCiC,q_0.975,16,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.975,23,2.77555756156e-17
without_workers,q9vSo1VnCiC,q_0.975,27,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.975,29,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.975,30,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.950,1,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.950,2,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.950,4,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.950,8,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.950,15,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.950,16,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.950,23,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.950,27,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.950,29,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.950,30,0
without_workers,q9vSo1VnCiC,q_0.925,1,1.66533453694e-16
without_workers,q9vSo1VnCiC,q_0.925,2,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.925,4,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.925,8,1.66533453694e-16
without_workers,q9vSo1VnCiC,q_0.925,15,6.24500451352e-17
without_workers,q9vSo1VnCiC,q_0.925,16,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.925,23,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.925,27,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.925,29,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.925,30,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.900,1,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.900,2,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.900,4,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.900,8,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.900,15,1.66533453694e-16
without_workers,q9vSo1VnCiC,q_0.900,16,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.900,23,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.900,27,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.900,29,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.900,30,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.850,1,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.850,2,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.850,4,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.850,8,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.850,15,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.850,16,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.850,23,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.850,27,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.850,29,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.850,30,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.800,1,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.800,2,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.800,4,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.800,8,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.800,15,5.55111512313e-17
without_workers,q9vSo1VnCiC,q_0.800,16,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.800,23,2.22044604925e-16
without_workers,q9vSo1VnCiC,q_0.800,27,1.11022302463e-16
without_workers,q9vSo1VnCiC,q_0.800,29,8.32667268469e-17
without_workers,q9vSo1VnCiC,q_0.800,30,2.22044604925e-16
without_workers,q9vSo1VnCiC,ospa30_t6,1,1.66533453694e-16
without_workers,q9vSo1VnCiC,ospa30_t6,2,2.22044604925e-16
without_workers,q9vSo1VnCiC,ospa30_t6,4,2.22044604925e-16
without_workers,q9vSo1VnCiC,ospa30_t6,8,1.11022302463e-16
without_workers,q9vSo1VnCiC,ospa30_t6,15,7.2858385991e-17
without_workers,q9vSo1VnCiC,ospa30_t6,16,2.22044604925e-16
without_workers,q9vSo1VnCiC,ospa30_t6,23,2.22044604925e-16
without_workers,q9vSo1VnCiC,ospa30_t6,27,9.02056207508e-17
without_workers,q9vSo1VnCiC,ospa30_t6,29,1.11022302463e-16
without_workers,q9vSo1VnCiC,ospa30_t6,30,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.975,1,1.66533453694e-16
without_workers,rPc6DW4iMge,q_0.975,2,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.975,4,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.975,8,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.975,16,2.77555756156e-17
without_workers,rPc6DW4iMge,q_0.975,31,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.975,32,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.975,47,2.77555756156e-17
without_workers,rPc6DW4iMge,q_0.975,55,9.88792381307e-17
without_workers,rPc6DW4iMge,q_0.975,59,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.975,61,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.975,62,1.66533453694e-16
without_workers,rPc6DW4iMge,q_0.950,1,2.77555756156e-17
without_workers,rPc6DW4iMge,q_0.950,2,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.950,4,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.950,8,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.950,16,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.950,31,2.22044604925e-16
without_workers,rPc6DW4iMge,q_0.950,32,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.950,47,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.950,55,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.950,59,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.950,61,2.22044604925e-16
without_workers,rPc6DW4iMge,q_0.950,62,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.925,1,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.925,2,1.66533453694e-16
without_workers,rPc6DW4iMge,q_0.925,4,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.925,8,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.925,16,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.925,31,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.925,32,2.22044604925e-16
without_workers,rPc6DW4iMge,q_0.925,47,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.925,55,1.66533453694e-16
without_workers,rPc6DW4iMge,q_0.925,59,1.66533453694e-16
without_workers,rPc6DW4iMge,q_0.925,61,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.925,62,8.32667268469e-17
without_workers,rPc6DW4iMge,q_0.900,1,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.900,2,1.66533453694e-16
without_workers,rPc6DW4iMge,q_0.900,4,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.900,8,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.900,16,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.900,31,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.900,32,2.22044604925e-16
without_workers,rPc6DW4iMge,q_0.900,47,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.900,55,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.900,59,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.900,61,0
without_workers,rPc6DW4iMge,q_0.900,62,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.850,1,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.850,2,1.66533453694e-16
without_workers,rPc6DW4iMge,q_0.850,4,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.850,8,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.850,16,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.850,31,3.33066907388e-16
without_workers,rPc6DW4iMge,q_0.850,32,2.22044604925e-16
without_workers,rPc6DW4iMge,q_0.850,47,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.850,55,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.850,59,8.32667268469e-17
without_workers,rPc6DW4iMge,q_0.850,61,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.850,62,6.93889390391e-17
without_workers,rPc6DW4iMge,q_0.800,1,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.800,2,1.66533453694e-16
without_workers,rPc6DW4iMge,q_0.800,4,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.800,8,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.800,16,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.800,31,1.11022302463e-16
without_workers,rPc6DW4iMge,q_0.800,32,2.22044604925e-16
without_workers,rPc6DW4iMge,q_0.800,47,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.800,55,5.55111512313e-17
without_workers,rPc6DW4iMge,q_0.800,59,1.2490009027e-16
without_workers,rPc6DW4iMge,q_0.800,61,2.77555756156e-16
without_workers,rPc6DW4iMge,q_0.800,62,1.11022302463e-16
without_workers,rPc6DW4iMge,ospa30_t6,1,1.11022302463e-16
without_workers,rPc6DW4iMge,ospa30_t6,2,2.22044604925e-16
without_workers,rPc6DW4iMge,ospa30_t6,4,8.32667268469e-17
without_workers,rPc6DW4iMge,ospa30_t6,8,5.55111512313e-17
without_workers,rPc6DW4iMge,ospa30_t6,16,1.66533453694e-16
without_workers,rPc6DW4iMge,ospa30_t6,31,2.22044604925e-16
without_workers,rPc6DW4iMge,ospa30_t6,32,2.22044604925e-16
without_workers,rPc6DW4iMge,ospa30_t6,47,1.11022302463e-16
without_workers,rPc6DW4iMge,ospa30_t6,55,1.11022302463e-16
without_workers,rPc6DW4iMge,ospa30_t6,59,9.71445146547e-17
without_workers,rPc6DW4iMge,ospa30_t6,61,2.22044604925e-16
without_workers,rPc6DW4iMge,ospa30_t6,62,9.71445146547e-17
without_workers,uNb9QFRL6hY,q_0.975,1,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.975,2,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.975,4,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.975,8,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.975,16,8.32667268469e-17
without_workers,uNb9QFRL6hY,q_0.975,32,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.975,64,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.975,128,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.975,256,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.975,512,7.6327832943e-17
without_workers,uNb9QFRL6hY,q_0.975,1024,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.975,2047,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.975,2048,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.975,3071,1.38777878078e-17
without_workers,uNb9QFRL6hY,q_0.975,3583,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.975,3839,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.975,3967,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.975,4031,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.975,4063,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.975,4079,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.975,4087,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.975,4091,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.975,4093,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.975,4094,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.950,1,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.950,2,1.66533453694e-16
without_workers,uNb9QFRL6hY,q_0.950,4,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.950,8,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.950,16,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.950,32,1.04083408559e-16
without_workers,uNb9QFRL6hY,q_0.950,64,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.950,128,8.32667268469e-17
without_workers,uNb9QFRL6hY,q_0.950,256,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.950,512,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.950,1024,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.950,2047,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.950,2048,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.950,3071,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.950,3583,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.950,3839,6.59194920871e-17
without_workers,uNb9QFRL6hY,q_0.950,3967,3.32307965867e-17
without_workers,uNb9QFRL6hY,q_0.950,4031,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.950,4063,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.950,4079,2.77555756156e-17
without_workers,uNb9QFRL6hY,q_0.950,4087,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.950,4091,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.950,4093,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.950,4094,8.32667268469e-17
without_workers,uNb9QFRL6hY,q_0.925,1,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,2,8.32667268469e-17
without_workers,uNb9QFRL6hY,q_0.925,4,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.925,8,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,16,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,32,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,64,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,128,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,256,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,512,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,1024,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,2047,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,2048,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,3071,1.66533453694e-16
without_workers,uNb9QFRL6hY,q_0.925,3583,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.925,3839,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.925,3967,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.925,4031,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.925,4063,3.55618312575e-17
without_workers,uNb9QFRL6hY,q_0.925,4079,6.93889390391e-17
without_workers,uNb9QFRL6hY,q_0.925,4087,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,4091,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.925,4093,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.925,4094,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.900,1,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.900,2,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.900,4,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.900,8,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.900,16,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.900,32,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.900,64,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.900,128,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.900,256,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.900,512,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.900,1024,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.900,2047,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.900,2048,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.900,3071,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.900,3583,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.900,3839,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.900,3967,7.7195194681e-17
without_workers,uNb9QFRL6hY,q_0.900,4031,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.900,4063,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.900,4079,8.32667268469e-17
without_workers,uNb9QFRL6hY,q_0.900,4087,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.900,4091,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.900,4093,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.900,4094,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.850,1,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.850,2,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,4,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,8,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,16,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.850,32,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,64,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,128,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.850,256,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,512,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.850,1024,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,2047,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.850,2048,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,3071,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.850,3583,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.850,3839,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.850,3967,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,4031,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,4063,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,4079,2.77555756156e-17
without_workers,uNb9QFRL6hY,q_0.850,4087,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,4091,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.850,4093,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.850,4094,1.38777878078e-16
without_workers,uNb9QFRL6hY,q_0.800,1,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,2,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,4,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,8,1.66533453694e-16
without_workers,uNb9QFRL6hY,q_0.800,16,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,32,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.800,64,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,128,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.800,256,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,512,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,1024,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.800,2047,1.66533453694e-16
without_workers,uNb9QFRL6hY,q_0.800,2048,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,3071,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.800,3583,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,3839,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,3967,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,4031,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.800,4063,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.800,4079,2.77555756156e-17
without_workers,uNb9QFRL6hY,q_0.800,4087,5.55111512313e-17
without_workers,uNb9QFRL6hY,q_0.800,4091,1.11022302463e-16
without_workers,uNb9QFRL6hY,q_0.800,4093,2.22044604925e-16
without_workers,uNb9QFRL6hY,q_0.800,4094,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,1,6.93889390391e-17
without_workers,uNb9QFRL6hY,ospa30_t6,2,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,4,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,8,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,16,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,32,6.93889390391e-17
without_workers,uNb9QFRL6hY,ospa30_t6,64,2.77555756156e-17
without_workers,uNb9QFRL6hY,ospa30_t6,128,5.55111512313e-17
without_workers,uNb9QFRL6hY,ospa30_t6,256,9.02056207508e-17
without_workers,uNb9QFRL6hY,ospa30_t6,512,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,1024,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,2047,3.33066907388e-16
without_workers,uNb9QFRL6hY,ospa30_t6,2048,2.22044604925e-16
without_workers,uNb9QFRL6hY,ospa30_t6,3071,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,3583,2.22044604925e-16
without_workers,uNb9QFRL6hY,ospa30_t6,3839,0
without_workers,uNb9QFRL6hY,ospa30_t6,3967,3.33066907388e-16
without_workers,uNb9QFRL6hY,ospa30_t6,4031,1.66533453694e-16
without_workers,uNb9QFRL6hY,ospa30_t6,4063,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,4079,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,4087,3.33066907388e-16
without_workers,uNb9QFRL6hY,ospa30_t6,4091,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,4093,1.11022302463e-16
without_workers,uNb9QFRL6hY,ospa30_t6,4094,2.22044604925e-16
without_workers,wc2JMjhGNzB,q_0.975,1,2.22044604925e-16
without_workers,wc2JMjhGNzB,q_0.975,2,3.33066907388e-16
without_workers,wc2JMjhGNzB,q_0.975,4,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.975,7,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.975,8,1.11022302463e-16
without_workers,wc2JMjhGNzB,q_0.975,11,2.19550939928e-17
without_workers,wc2JMjhGNzB,q_0.975,13,5.55111512313e-17
