cohort,building,config,fold_id,max_abs_error
with_workers,uNb9QFRL6hY,q_0.925,1,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.925,2,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.925,4,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.925,8,0
with_workers,uNb9QFRL6hY,q_0.925,16,2.22044604925e-16
with_workers,uNb9QFRL6hY,q_0.925,32,2.77555756156e-17
with_workers,uNb9QFRL6hY,q_0.925,64,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.925,128,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.925,256,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.925,512,0
with_workers,uNb9QFRL6hY,q_0.925,1024,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.925,2047,0
with_workers,uNb9QFRL6hY,q_0.925,2048,1.66533453694e-16
with_workers,uNb9QFRL6hY,q_0.925,3071,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.925,3583,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.925,3839,2.22044604925e-16
with_workers,uNb9QFRL6hY,q_0.925,3967,0
with_workers,uNb9QFRL6hY,q_0.925,4031,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.925,4063,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.925,4079,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.925,4087,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.925,4091,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.925,4093,0
with_workers,uNb9QFRL6hY,q_0.925,4094,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.900,1,2.22044604925e-16
with_workers,uNb9QFRL6hY,q_0.900,2,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.900,4,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.900,8,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.900,16,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.900,32,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.900,64,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.900,128,7.6327832943e-17
with_workers,uNb9QFRL6hY,q_0.900,256,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.900,512,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.900,1024,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.900,2047,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.900,2048,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.900,3071,8.32667268469e-17
with_workers,uNb9QFRL6hY,q_0.900,3583,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.900,3839,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.900,3967,3.10081821331e-17
with_workers,uNb9QFRL6hY,q_0.900,4031,2.22044604925e-16
with_workers,uNb9QFRL6hY,q_0.900,4063,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.900,4079,6.93889390391e-17
with_workers,uNb9QFRL6hY,q_0.900,4087,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.900,4091,2.22044604925e-16
with_workers,uNb9QFRL6hY,q_0.900,4093,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.900,4094,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.850,1,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,2,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,4,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,8,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,16,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,32,1.66533453694e-16
with_workers,uNb9QFRL6hY,q_0.850,64,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.850,128,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,256,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,512,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,1024,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.850,2047,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.850,2048,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.850,3071,1.66533453694e-16
with_workers,uNb9QFRL6hY,q_0.850,3583,1.66533453694e-16
with_workers,uNb9QFRL6hY,q_0.850,3839,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,3967,8.19656842399e-17
with_workers,uNb9QFRL6hY,q_0.850,4031,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,4063,5.37764277553e-17
with_workers,uNb9QFRL6hY,q_0.850,4079,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,4087,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.850,4091,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,4093,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.850,4094,8.32667268469e-17
with_workers,uNb9QFRL6hY,q_0.800,1,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,2,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,4,0
with_workers,uNb9QFRL6hY,q_0.800,8,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,16,2.22044604925e-16
with_workers,uNb9QFRL6hY,q_0.800,32,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.800,64,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,128,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,256,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,512,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,1024,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,2047,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,2048,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,3071,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.800,3583,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.800,3839,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,3967,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,4031,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,4063,1.11022302463e-16
with_workers,uNb9QFRL6hY,q_0.800,4079,8.32667268469e-17
with_workers,uNb9QFRL6hY,q_0.800,4087,2.22044604925e-16
with_workers,uNb9QFRL6hY,q_0.800,4091,0
with_workers,uNb9QFRL6hY,q_0.800,4093,5.55111512313e-17
with_workers,uNb9QFRL6hY,q_0.800,4094,8.32667268469e-17
with_workers,uNb9QFRL6hY,ospa30_t6,1,5.55111512313e-17
with_workers,uNb9QFRL6hY,ospa30_t6,2,2.22044604925e-16
with_workers,uNb9QFRL6hY,ospa30_t6,4,1.11022302463e-16
with_workers,uNb9QFRL6hY,ospa30_t6,8,1.11022302463e-16
with_workers,uNb9QFRL6hY,ospa30_t6,16,1.11022302463e-16
with_workers,uNb9QFRL6hY,ospa30_t6,32,1.11022302463e-16
with_workers,uNb9QFRL6hY,ospa30_t6,64,1.11022302463e-16
with_workers,uNb9QFRL6hY,ospa30_t6,128,2.22044604925e-16
with_workers,uNb9QFRL6hY,ospa30_t6,256,2.22044604925e-16
with_workers,uNb9QFRL6hY,ospa30_t6,512,2.22044604925e-16
with_workers,uNb9QFRL6hY,ospa30_t6,1024,2.22044604925e-16
with_workers,uNb9QFRL6hY,ospa30_t6,2047,5.55111512313e-17
with_workers,uNb9QFRL6hY,ospa30_t6,2048,1.11022302463e-16
with_workers,uNb9QFRL6hY,ospa30_t6,3071,5.55111512313e-17
with_workers,uNb9QFRL6hY,ospa30_t6,3583,1.11022302463e-16
with_workers,uNb9QFRL6hY,ospa30_t6,3839,1.11022302463e-16
with_workers,uNb9QFRL6hY,ospa30_t6,3967,2.22044604925e-16
with_workers,uNb9QFRL6hY,ospa30_t6,4031,1.11022302463e-16
with_workers,uNb9QFRL6hY,ospa30_t6,4063,0
with_workers,uNb9QFRL6hY,ospa30_t6,4079,4.85722573274e-17
with_workers,uNb9QFRL6hY,ospa30_t6,4087,1.11022302463e-16
with_workers,uNb9QFRL6hY,ospa30_t6,4091,3.51281503885e-17
with_workers,uNb9QFRL6hY,ospa30_t6,4093,1.11022302463e-16
with_workers,uNb9QFRL6hY,ospa30_t6,4094,9.2916126182e-17
with_workers,wc2JMjhGNzB,q_0.975,1,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.975,2,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.975,4,2.22044604925e-16
with_workers,wc2JMjhGNzB,q_0.975,7,2.22044604925e-16
with_workers,wc2JMjhGNzB,q_0.975,8,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.975,11,4.4408920985e-16
with_workers,wc2JMjhGNzB,q_0.975,13,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.975,14,3.33066907388e-16
with_workers,wc2JMjhGNzB,q_0.950,1,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.950,2,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.950,4,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.950,7,9.02056207508e-17
with_workers,wc2JMjhGNzB,q_0.950,8,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.950,11,8.32667268469e-17
with_workers,wc2JMjhGNzB,q_0.950,13,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.950,14,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.925,1,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.925,2,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.925,4,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.925,7,2.22044604925e-16
with_workers,wc2JMjhGNzB,q_0.925,8,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.925,11,5.55111512313e-17
with_workers,wc2JMjhGNzB,q_0.925,13,2.77555756156e-17
with_workers,wc2JMjhGNzB,q_0.925,14,2.22044604925e-16
with_workers,wc2JMjhGNzB,q_0.900,1,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.900,2,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.900,4,5.55111512313e-17
with_workers,wc2JMjhGNzB,q_0.900,7,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.900,8,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.900,11,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.900,13,5.55111512313e-17
with_workers,wc2JMjhGNzB,q_0.900,14,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.850,1,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.850,2,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.850,4,5.55111512313e-17
with_workers,wc2JMjhGNzB,q_0.850,7,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.850,8,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.850,11,5.55111512313e-17
with_workers,wc2JMjhGNzB,q_0.850,13,5.55111512313e-17
with_workers,wc2JMjhGNzB,q_0.850,14,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.800,1,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.800,2,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.800,4,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.800,7,2.22044604925e-16
with_workers,wc2JMjhGNzB,q_0.800,8,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.800,11,5.55111512313e-17
with_workers,wc2JMjhGNzB,q_0.800,13,1.11022302463e-16
with_workers,wc2JMjhGNzB,q_0.800,14,1.11022302463e-16
with_workers,wc2JMjhGNzB,ospa30_t6,1,1.66533453694e-16
with_workers,wc2JMjhGNzB,ospa30_t6,2,5.55111512313e-17
with_workers,wc2JMjhGNzB,ospa30_t6,4,8.32667268469e-17
with_workers,wc2JMjhGNzB,ospa30_t6,7,3.12250225676e-17
with_workers,wc2JMjhGNzB,ospa30_t6,8,5.55111512313e-17
with_workers,wc2JMjhGNzB,ospa30_t6,11,6.37510877421e-17
with_workers,wc2JMjhGNzB,ospa30_t6,13,1.38777878078e-16
with_workers,wc2JMjhGNzB,ospa30_t6,14,4.4408920985e-16
with_workers,yqstnuAEVhm,q_0.975,1,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.975,2,1.38777878078e-17
with_workers,yqstnuAEVhm,q_0.975,4,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.975,8,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.975,16,9.36750677027e-17
with_workers,yqstnuAEVhm,q_0.975,32,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.975,63,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.975,64,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.975,95,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.975,111,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.975,119,4.85722573274e-17
with_workers,yqstnuAEVhm,q_0.975,123,3.33066907388e-16
with_workers,yqstnuAEVhm,q_0.975,125,6.59194920871e-17
with_workers,yqstnuAEVhm,q_0.975,126,1.00613961607e-16
with_workers,yqstnuAEVhm,q_0.950,1,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.950,2,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.950,4,1.2490009027e-16
with_workers,yqstnuAEVhm,q_0.950,8,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.950,16,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.950,32,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.950,63,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.950,64,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.950,95,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.950,111,1.56125112838e-17
with_workers,yqstnuAEVhm,q_0.950,119,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.950,123,7.2858385991e-17
with_workers,yqstnuAEVhm,q_0.950,125,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.950,126,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.925,1,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.925,2,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.925,4,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.925,8,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.925,16,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.925,32,5.55111512313e-17
with_workers,yqstnuAEVhm,q_0.925,63,5.55111512313e-17
with_workers,yqstnuAEVhm,q_0.925,64,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.925,95,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.925,111,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.925,119,5.55111512313e-17
with_workers,yqstnuAEVhm,q_0.925,123,5.55111512313e-17
with_workers,yqstnuAEVhm,q_0.925,125,5.55111512313e-17
with_workers,yqstnuAEVhm,q_0.925,126,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.900,1,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.900,2,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.900,4,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.900,8,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.900,16,5.55111512313e-17
with_workers,yqstnuAEVhm,q_0.900,32,8.32667268469e-17
with_workers,yqstnuAEVhm,q_0.900,63,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.900,64,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.900,95,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.900,111,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.900,119,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.900,123,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.900,125,1.38777878078e-16
with_workers,yqstnuAEVhm,q_0.900,126,1.66533453694e-16
with_workers,yqstnuAEVhm,q_0.850,1,5.55111512313e-17
with_workers,yqstnuAEVhm,q_0.850,2,0
with_workers,yqstnuAEVhm,q_0.850,4,5.55111512313e-17
with_workers,yqstnuAEVhm,q_0.850,8,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.850,16,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.850,32,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.850,63,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.850,64,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.850,95,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.850,111,3.33066907388e-16
with_workers,yqstnuAEVhm,q_0.850,119,5.55111512313e-17
with_workers,yqstnuAEVhm,q_0.850,123,5.55111512313e-17
with_workers,yqstnuAEVhm,q_0.850,125,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.850,126,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.800,1,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.800,2,5.55111512313e-17
with_workers,yqstnuAEVhm,q_0.800,4,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.800,8,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.800,16,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.800,32,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.800,63,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.800,64,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.800,95,0
with_workers,yqstnuAEVhm,q_0.800,111,2.22044604925e-16
with_workers,yqstnuAEVhm,q_0.800,119,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.800,123,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.800,125,1.11022302463e-16
with_workers,yqstnuAEVhm,q_0.800,126,5.55111512313e-17
with_workers,yqstnuAEVhm,ospa30_t6,1,1.11022302463e-16
with_workers,yqstnuAEVhm,ospa30_t6,2,5.55111512313e-17
with_workers,yqstnuAEVhm,ospa30_t6,4,1.11022302463e-16
with_workers,yqstnuAEVhm,ospa30_t6,8,2.22044604925e-16
with_workers,yqstnuAEVhm,ospa30_t6,16,1.11022302463e-16
with_workers,yqstnuAEVhm,ospa30_t6,32,8.32667268469e-17
with_workers,yqstnuAEVhm,ospa30_t6,63,1.11022302463e-16
with_workers,yqstnuAEVhm,ospa30_t6,64,5.55111512313e-17
with_workers,yqstnuAEVhm,ospa30_t6,95,1.11022302463e-16
with_workers,yqstnuAEVhm,ospa30_t6,111,1.11022302463e-16
with_workers,yqstnuAEVhm,ospa30_t6,119,1.11022302463e-16
with_workers,yqstnuAEVhm,ospa30_t6,123,2.22044604925e-16
with_workers,yqstnuAEVhm,ospa30_t6,125,1.66533453694e-16
with_workers,yqstnuAEVhm,ospa30_t6,126,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.975,1,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.975,2,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.975,3,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.975,4,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.975,5,2.77555756156e-17
without_workers,7y3sRwLe3Va,q_0.975,6,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.950,1,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.950,2,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.950,3,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.950,4,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.950,5,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.950,6,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.925,1,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.925,2,0
without_workers,7y3sRwLe3Va,q_0.925,3,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.925,4,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.925,5,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.925,6,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.900,1,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.900,2,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.900,3,9.02056207508e-17
without_workers,7y3sRwLe3Va,q_0.900,4,2.77555756156e-17
without_workers,7y3sRwLe3Va,q_0.900,5,5.55111512313e-17
without_workers,7y3sRwLe3Va,q_0.900,6,5.55111512313e-17
without_workers,7y3sRwLe3Va,q_0.850,1,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.850,2,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.850,3,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.850,4,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.850,5,0
without_workers,7y3sRwLe3Va,q_0.850,6,0
without_workers,7y3sRwLe3Va,q_0.800,1,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.800,2,5.55111512313e-17
without_workers,7y3sRwLe3Va,q_0.800,3,1.11022302463e-16
without_workers,7y3sRwLe3Va,q_0.800,4,2.22044604925e-16
without_workers,7y3sRwLe3Va,q_0.800,5,0
without_workers,7y3sRwLe3Va,q_0.800,6,1.11022302463e-16
without_workers,7y3sRwLe3Va,ospa30_t6,1,2.22044604925e-16
without_workers,7y3sRwLe3Va,ospa30_t6,2,2.22044604925e-16
without_workers,7y3sRwLe3Va,ospa30_t6,3,2.22044604925e-16
without_workers,7y3sRwLe3Va,ospa30_t6,4,1.11022302463e-16
without_workers,7y3sRwLe3Va,ospa30_t6,5,2.77555756156e-17
without_workers,7y3sRwLe3Va,ospa30_t6,6,2.22044604925e-16
without_workers,B6ByNegPMKs,q_0.975,1,2.22044604925e-16
without_workers,B6ByNegPMKs,q_0.975,2,2.22044604925e-16
without_workers,B6ByNegPMKs,q_0.975,3,2.22044604925e-16
without_workers,B6ByNegPMKs,q_0.975,4,2.22044604925e-16
without_workers,B6ByNegPMKs,q_0.975,5,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.975,6,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.950,1,2.22044604925e-16
without_workers,B6ByNegPMKs,q_0.950,2,2.22044604925e-16
without_workers,B6ByNegPMKs,q_0.950,3,5.55111512313e-17
without_workers,B6ByNegPMKs,q_0.950,4,3.33066907388e-16
without_workers,B6ByNegPMKs,q_0.950,5,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.950,6,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.925,1,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.925,2,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.925,3,2.22044604925e-16
without_workers,B6ByNegPMKs,q_0.925,4,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.925,5,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.925,6,1.66533453694e-16
without_workers,B6ByNegPMKs,q_0.900,1,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.900,2,1.66533453694e-16
without_workers,B6ByNegPMKs,q_0.900,3,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.900,4,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.900,5,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.900,6,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.850,1,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.850,2,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.850,3,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.850,4,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.850,5,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.850,6,1.66533453694e-16
without_workers,B6ByNegPMKs,q_0.800,1,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.800,2,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.800,3,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.800,4,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.800,5,1.11022302463e-16
without_workers,B6ByNegPMKs,q_0.800,6,5.55111512313e-17
without_workers,B6ByNegPMKs,ospa30_t6,1,4.16333634234e-17
without_workers,B6ByNegPMKs,ospa30_t6,2,1.11022302463e-16
without_workers,B6ByNegPMKs,ospa30_t6,3,1.11022302463e-16
without_workers,B6ByNegPMKs,ospa30_t6,4,1.11022302463e-16
without_workers,B6ByNegPMKs,ospa30_t6,5,9.19403442268e-17
without_workers,B6ByNegPMKs,ospa30_t6,6,5.55111512313e-17
without_workers,S9hNv5qa7GM,q_0.975,1,1.11022302463e-16
without_workers,S9hNv5qa7GM,q_0.975,2,2.22044604925e-16
without_workers,S9hNv5qa7GM,q_0.950,1,2.22044604925e-16
without_workers,S9hNv5qa7GM,q_0.950,2,2.22044604925e-16
without_workers,S9hNv5qa7GM,q_0.925,1,1.11022302463e-16
without_workers,S9hNv5qa7GM,q_0.925,2,6.93889390391e-17
without_workers,S9hNv5qa7GM,q_0.900,1,1.11022302463e-16
without_workers,S9hNv5qa7GM,q_0.900,2,1.11022302463e-16
without_workers,S9hNv5qa7GM,q_0.850,1,8.32667268469e-17
without_workers,S9hNv5qa7GM,q_0.850,2,2.22044604925e-16
without_workers,S9hNv5qa7GM,q_0.800,1,8.32667268469e-17
without_workers,S9hNv5qa7GM,q_0.800,2,2.22044604925e-16
without_workers,S9hNv5qa7GM,ospa30_t6,1,1.66533453694e-16
without_workers,S9hNv5qa7GM,ospa30_t6,2,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.975,1,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.975,2,2.22044604925e-16
without_workers,UwV83HsGsw3,q_0.975,4,2.22044604925e-16
without_workers,UwV83HsGsw3,q_0.975,8,2.22044604925e-16
without_workers,UwV83HsGsw3,q_0.975,16,3.33066907388e-16
without_workers,UwV83HsGsw3,q_0.975,31,5.37764277553e-17
without_workers,UwV83HsGsw3,q_0.975,32,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.975,47,0
without_workers,UwV83HsGsw3,q_0.975,55,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.975,59,3.33066907388e-16
without_workers,UwV83HsGsw3,q_0.975,61,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.975,62,2.22044604925e-16
without_workers,UwV83HsGsw3,q_0.950,1,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.950,2,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.950,4,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.950,8,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.950,16,2.22044604925e-16
without_workers,UwV83HsGsw3,q_0.950,31,5.55111512313e-17
without_workers,UwV83HsGsw3,q_0.950,32,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.950,47,5.55111512313e-17
without_workers,UwV83HsGsw3,q_0.950,55,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.950,59,3.33066907388e-16
without_workers,UwV83HsGsw3,q_0.950,61,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.950,62,3.33066907388e-16
without_workers,UwV83HsGsw3,q_0.925,1,4.51028103754e-17
without_workers,UwV83HsGsw3,q_0.925,2,2.22044604925e-16
without_workers,UwV83HsGsw3,q_0.925,4,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.925,8,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.925,16,1.11022302463e-16
without_workers,UwV83HsGsw3,q_0.925,31,9.02056207508e-17
