cohort,building,config,design,fold_id,source_n,target_n,budget,images,k_nodes,same_lower,same_upper,outside_lower,outside_upper,old_benefit_lower,old_benefit_upper,shared_target_benefit_lower,shared_target_benefit_upper,target_unknown_width,source_unknown_width,identified_number_pairs,identified_number_error_sum
with_workers,uNb9QFRL6hY,q_0.975,leave_one_target,4031,11,1,23,12,18,0,0.693080808081,0.00320404040404,0.698956565657,-0.689876767677,0.698956565657,-0.476772222222,0.480914141414,0.587222222222,0.457702020202,0,0
with_workers,uNb9QFRL6hY,q_0.975,leave_one_target,4063,11,1,23,12,18,0,0.698585858586,0,0.735830808081,-0.698585858586,0.735830808081,-0.495304040404,0.495309090909,0.898611111111,0.429393939394,0,0
with_workers,uNb9QFRL6hY,q_0.975,leave_one_target,4079,11,1,23,12,18,0.0317171717172,0.476717171717,0.0429439393939,0.464736868687,-0.433773232323,0.43301969697,-0.413571212121,0.416731818182,0.0997222222222,0.50202020202,0,0
with_workers,uNb9QFRL6hY,q_0.975,leave_one_target,4087,11,1,23,12,18,0.124595959596,0.734419191919,0.114651010101,0.712632828283,-0.619768181818,0.588036868687,-0.497708585859,0.466091919192,0.364444444444,0.477954545455,0,0
with_workers,uNb9QFRL6hY,q_0.975,leave_one_target,4091,11,1,23,12,18,0,0.69654040404,0,0.706068181818,-0.69654040404,0.706068181818,-0.473610606061,0.486931313131,0.681111111111,0.449166666667,0,0
with_workers,uNb9QFRL6hY,q_0.975,leave_one_target,4093,11,1,23,12,18,0.271565656566,0.776287878788,0.235695959596,0.699328282828,-0.540591919192,0.427762626263,-0.540026767677,0.427762626263,0.0616666666667,0.50547979798,0,0
with_workers,uNb9QFRL6hY,q_0.975,leave_one_target,4094,11,1,23,12,18,0,0.666464646465,0,0.708124747475,-0.666464646465,0.708124747475,-0.495277777778,0.497335858586,0.82,0.43654040404,0,0
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,1,1,11,23,12,18,0.201262626263,0.485025252525,0.189090909091,0.628671584264,-0.295934343434,0.427408958001,-0.229255715045,0.327470095694,0.312626262626,0.0975,4,39
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,2,1,11,23,12,18,0.345176767677,0.676035353535,0.182745215311,0.619558745348,-0.493290138224,0.274381977671,-0.379401913876,0.15899255715,0.314494949495,0.0769444444444,4,21
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,4,1,11,23,12,18,0.279015151515,0.63351010101,0.183275518341,0.615806087188,-0.450234582669,0.336790935673,-0.398962652844,0.29134502924,0.30404040404,0.191944444444,0,0
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,8,1,11,23,12,18,0.040404040404,0.755505050505,0.2048079479,0.601717836257,-0.550697102605,0.561313795853,-0.52081937799,0.560522328549,0.251212121212,0.773055555556,0,0
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,16,1,11,23,12,18,0.223409090909,0.476818181818,0.18754585327,0.628563928761,-0.289272328549,0.405154837852,-0.25346225412,0.306018740032,0.312424242424,0.0997222222222,0,0
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,32,1,11,23,12,18,0.062702020202,0.691944444444,0.202488702818,0.607485380117,-0.489455741627,0.544783359915,-0.460174109516,0.529586656034,0.263282828283,0.640277777778,0,0
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,64,1,11,23,12,18,0.278914141414,0.609444444444,0.182973152578,0.617846225412,-0.426471291866,0.338932083998,-0.376570972887,0.285303694843,0.306590909091,0.163888888889,0,0
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,128,1,11,23,12,18,0.0553535353535,0.714621212121,0.20317450824,0.605170122275,-0.511446703881,0.549816586922,-0.484313530037,0.542220893142,0.258686868687,0.690833333333,0,0
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,256,1,11,23,12,18,0.0966666666667,0.69148989899,0.199598617757,0.607449494949,-0.491891281233,0.510782828283,-0.461666666667,0.497510632642,0.267323232323,0.595833333333,0,0
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,512,1,11,23,12,18,0.247904040404,0.548080808081,0.18726076555,0.626545055821,-0.360820042531,0.378641015417,-0.258973285486,0.258619085593,0.314949494949,0.0719444444444,4,14
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,1024,1,11,23,12,18,0.239494949495,0.53654040404,0.187682083998,0.627274056353,-0.348858320043,0.387779106858,-0.248343965976,0.266558346624,0.315202020202,0.0691666666667,4,15
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,2047,11,1,23,12,18,0.280732323232,0.592247474747,0.229988888889,0.521969191919,-0.362258585859,0.241236868687,-0.362243434343,0.241236868687,0.0652777777778,0.315555555556,0,0
with_workers,uNb9QFRL6hY,q_0.950,one_source_image,2048,1,11,23,12,18,0.29595959596,0.605328282828,0.185007309942,0.623816454014,-0.420320972887,0.327856858054,-0.309742822967,0.207152445508,0.315555555556,0.0652777777778,4,15
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,3071,11,1,23,12,18,0.190227272727,0.480378787879,0.155511616162,0.440521717172,-0.324867171717,0.250294444444,-0.324867171717,0.250294444444,0.0691666666667,0.315202020202,0,0
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,3583,11,1,23,12,18,0.209015151515,0.502853535354,0.169729292929,0.457057575758,-0.333124242424,0.248042424242,-0.333124242424,0.248042424242,0.0719444444444,0.314949494949,0,0
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,3839,11,1,23,12,18,0.00492424242424,0.61297979798,0.019203030303,0.644141919192,-0.593776767677,0.639217676768,-0.300491919192,0.338936868687,0.595833333333,0.267323232323,0,0
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,3967,11,1,23,12,18,0,0.592626262626,0.000127777777778,0.636911616162,-0.592498484848,0.636911616162,-0.332015656566,0.35098989899,0.690833333333,0.258686868687,0,0
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,4031,11,1,23,12,18,0.250328282828,0.594772727273,0.241658080808,0.593389393939,-0.353114646465,0.343061111111,-0.32034040404,0.305602525253,0.163888888889,0.306590909091,0,0
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,4063,11,1,23,12,18,0,0.566616161616,0.000483333333333,0.609751515152,-0.566132828283,0.609751515152,-0.32246969697,0.352468181818,0.640277777778,0.263282828283,0,0
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,4079,11,1,23,12,18,0.0723484848485,0.399090909091,0.10188989899,0.411408585859,-0.297201010101,0.33906010101,-0.271855050505,0.319110606061,0.0997222222222,0.312424242424,0,0
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,4087,11,1,23,12,18,0,0.615909090909,0,0.655131818182,-0.615909090909,0.655131818182,-0.347175252525,0.348993434343,0.773055555556,0.251212121212,0,0
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,4091,11,1,23,12,18,0.251691919192,0.618585858586,0.241,0.617617171717,-0.377585858586,0.365925252525,-0.320748484848,0.303390909091,0.191944444444,0.30404040404,0,0
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,4093,11,1,23,12,18,0.342601010101,0.676035353535,0.279788888889,0.599690909091,-0.396246464646,0.25708989899,-0.379053535354,0.238150505051,0.0769444444444,0.314494949495,0,0
with_workers,uNb9QFRL6hY,q_0.950,leave_one_target,4094,11,1,23,12,18,0.0605050505051,0.374015151515,0.093745959596,0.403649494949,-0.280269191919,0.343144444444,-0.258705555556,0.325341414141,0.0975,0.312626262626,0,0
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,1,1,11,23,12,18,0.248813131313,0.463914141414,0.227909356725,0.612872142477,-0.236004784689,0.364059011164,-0.196705874535,0.302561802233,0.228888888889,0.0975,3,27
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,2,1,11,23,12,18,0.479848484848,0.712550505051,0.220033227007,0.603106725146,-0.492517278044,0.123258240298,-0.40956937799,0.0358732057416,0.232702020202,0.0555555555556,0,0
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,4,1,11,23,12,18,0.219494949495,0.575252525253,0.228230994152,0.598444976077,-0.3470215311,0.378950026582,-0.320594763424,0.358159888357,0.210681818182,0.297777777778,0,0
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,8,1,11,23,12,18,0.274090909091,0.513282828283,0.221984316853,0.603807150452,-0.29129851143,0.329716241361,-0.262254120149,0.293905502392,0.22547979798,0.135,0,0
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,16,1,11,23,12,18,0.249368686869,0.452702020202,0.22596291866,0.612344497608,-0.226739101542,0.362975810739,-0.202200956938,0.303830409357,0.228686868687,0.0997222222222,0,0
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,32,1,11,23,12,18,0.0702272727273,0.678358585859,0.241759037746,0.591664673046,-0.436599548113,0.521437400319,-0.416649388623,0.513253588517,0.179545454545,0.640277777778,0,0
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,64,1,11,23,12,18,0.28803030303,0.548131313131,0.221206140351,0.600526315789,-0.32692517278,0.312496012759,-0.296388224349,0.285168128655,0.222853535354,0.163888888889,0,0
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,128,1,11,23,12,18,0.0434343434343,0.737752525253,0.244675039872,0.58673046252,-0.49307748538,0.543296119086,-0.470874534822,0.541664673046,0.168484848485,0.761944444444,0,0
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,256,1,11,23,12,18,0.28297979798,0.537348484848,0.221483253589,0.601409489633,-0.31586523126,0.318429691653,-0.285999468368,0.289162014886,0.22345959596,0.157222222222,0,0
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,512,1,11,23,12,18,0.316338383838,0.536186868687,0.228663609782,0.612911350346,-0.307523258905,0.296572966507,-0.239720228602,0.21091507177,0.231212121212,0.0719444444444,3,11
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,1024,1,11,23,12,18,0.30797979798,0.524343434343,0.228917464115,0.613518075492,-0.295425970229,0.305538277512,-0.229500930356,0.218794524189,0.231464646465,0.0691666666667,3,11
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,2047,11,1,23,12,18,0.340883838384,0.569545454545,0.202645959596,0.488504040404,-0.366899494949,0.14762020202,-0.366899494949,0.14762020202,0.0652777777778,0.231818181818,0,0
with_workers,uNb9QFRL6hY,q_0.925,one_source_image,2048,1,11,23,12,18,0.365454545455,0.594116161616,0.227193646996,0.610982854864,-0.36692251462,0.24552830941,-0.288868952685,0.157658825093,0.231818181818,0.0652777777778,3,13
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,3071,11,1,23,12,18,0.249368686869,0.458181818182,0.134029292929,0.418907070707,-0.324152525253,0.169538383838,-0.323960606061,0.169538383838,0.0691666666667,0.231464646465,0,0
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,3583,11,1,23,12,18,0.268156565657,0.480151515152,0.146271212121,0.433035858586,-0.33388030303,0.164879292929,-0.33388030303,0.164879292929,0.0719444444444,0.231212121212,0,0
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,3839,11,1,23,12,18,0.259065656566,0.521919191919,0.260746969697,0.611126767677,-0.261172222222,0.352061111111,-0.227482828283,0.312864646465,0.157222222222,0.22345959596,0,0
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,3967,11,1,23,12,18,0,0.536616161616,0,0.668014646465,-0.536616161616,0.668014646465,-0.326292929293,0.328119191919,0.761944444444,0.168484848485,0,0
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,4031,11,1,23,12,18,0.267878787879,0.533737373737,0.267895959596,0.622515656566,-0.265841414141,0.354636868687,-0.230379292929,0.311920707071,0.163888888889,0.222853535354,0,0
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,4063,11,1,23,12,18,0,0.505580808081,0.0018803030303,0.637189393939,-0.503700505051,0.637189393939,-0.285513131313,0.330872727273,0.640277777778,0.179545454545,0,0
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,4079,11,1,23,12,18,0.0870454545455,0.338055555556,0.128202020202,0.439226767677,-0.209853535354,0.352181313131,-0.181335353535,0.328898484848,0.0997222222222,0.228686868687,0,0
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,4087,11,1,23,12,18,0.229898989899,0.490909090909,0.238746969697,0.580848989899,-0.252162121212,0.35095,-0.215852525253,0.315554040404,0.135,0.22547979798,0,0
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,4091,11,1,23,12,18,0.141641414141,0.528535353535,0.140189393939,0.628904545455,-0.388345959596,0.487263131313,-0.218064646465,0.311366161616,0.297777777778,0.210681818182,0,0
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,4093,11,1,23,12,18,0.479848484848,0.712550505051,0.320262121212,0.618261111111,-0.392288383838,0.138412626263,-0.392288383838,0.138412626263,0.0555555555556,0.232702020202,0,0
with_workers,uNb9QFRL6hY,q_0.925,leave_one_target,4094,11,1,23,12,18,0.0926262626263,0.327904040404,0.10982020202,0.418767171717,-0.218083838384,0.326140909091,-0.193926262626,0.306469191919,0.0975,0.228888888889,0,0
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,1,1,11,23,12,18,0.25601010101,0.452373737374,0.251072567783,0.590646597554,-0.201301169591,0.334636496544,-0.16644138756,0.283660287081,0.207045454545,0.0975,3,27
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,2,1,11,23,12,18,0.498156565657,0.709015151515,0.243402445508,0.581947102605,-0.465612706007,0.0837905369484,-0.388645667198,0.00680954279638,0.210858585859,0.0555555555556,0,0
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,4,1,11,23,12,18,0.282929292929,0.506212121212,0.243752658161,0.580106990962,-0.262459463052,0.297177698033,-0.235224614567,0.269481658692,0.203636363636,0.135,0,0
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,8,1,11,23,12,18,0.275025252525,0.494823232323,0.244633173844,0.581473950027,-0.25019005848,0.306448697501,-0.223597820308,0.276571637427,0.203636363636,0.135,0,0
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,16,1,11,23,12,18,0.25553030303,0.439974747475,0.249188596491,0.589907628921,-0.190786150984,0.33437732589,-0.171111111111,0.28557682084,0.206843434343,0.0997222222222,0,0
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,32,1,11,23,12,18,0.0713383838384,0.669696969697,0.265734981393,0.568856990962,-0.403961988304,0.497518607124,-0.391284556087,0.493456937799,0.157702020202,0.640277777778,0,0
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,64,1,11,23,12,18,0.289848484848,0.532070707071,0.243659622541,0.578007708666,-0.28841108453,0.288159223817,-0.258617091972,0.264801967039,0.20101010101,0.163888888889,0,0
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,128,1,11,23,12,18,0.0607828282828,0.690757575758,0.266673976608,0.566891945774,-0.424083599149,0.506109117491,-0.411487240829,0.503115364168,0.153686868687,0.684444444444,0,0
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,256,1,11,23,12,18,0.283888888889,0.520252525253,0.243982589048,0.578924109516,-0.276269936204,0.295035220627,-0.247322567783,0.270186071239,0.201616161616,0.157222222222,0,0
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,512,1,11,23,12,18,0.330378787879,0.5325,0.25168460925,0.59125199362,-0.28081539075,0.260873205742,-0.216705209995,0.186936469963,0.209368686869,0.0719444444444,3,11
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,1024,1,11,23,12,18,0.321363636364,0.520631313131,0.251927166401,0.591815523658,-0.26870414673,0.270451887294,-0.205940324296,0.195470494418,0.209621212121,0.0691666666667,3,11
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,2047,11,1,23,12,18,0.357853535354,0.56601010101,0.216718181818,0.462319191919,-0.349291919192,0.104465656566,-0.349258585859,0.104040909091,0.0652777777778,0.209974747475,0,0
with_workers,uNb9QFRL6hY,q_0.900,one_source_image,2048,1,11,23,12,18,0.381363636364,0.590580808081,0.250245215311,0.58932881446,-0.34033559277,0.207965178097,-0.267316586922,0.131810207337,0.209974747475,0.0652777777778,3,13
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,3071,11,1,23,12,18,0.264090909091,0.454141414141,0.147290909091,0.394232828283,-0.306850505051,0.130141919192,-0.306850505051,0.130141919192,0.0691666666667,0.209621212121,0,0
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,3583,11,1,23,12,18,0.282878787879,0.476616161616,0.159805555556,0.408337878788,-0.316810606061,0.125459090909,-0.316810606061,0.125459090909,0.0719444444444,0.209368686869,0,0
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,3839,11,1,23,12,18,0.262550505051,0.503611111111,0.284241414141,0.595348484848,-0.21936969697,0.332797979798,-0.187560606061,0.293513131313,0.157222222222,0.201616161616,0,0
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,3967,11,1,23,12,18,0,0.503560606061,0.0015303030303,0.639522222222,-0.50203030303,0.639522222222,-0.28008030303,0.306732323232,0.684444444444,0.153686868687,0,0
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,4031,11,1,23,12,18,0.271363636364,0.515429292929,0.291126262626,0.606737373737,-0.224303030303,0.335373737374,-0.191350505051,0.292522222222,0.163888888889,0.20101010101,0,0
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,4063,11,1,23,12,18,0,0.487272727273,0.00351363636364,0.620929292929,-0.483759090909,0.620929292929,-0.266385858586,0.308176262626,0.640277777778,0.157702020202,0,0
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,4079,11,1,23,12,18,0.0900505050505,0.319747474747,0.14768989899,0.422868686869,-0.172057575758,0.332818181818,-0.142674242424,0.30951010101,0.0997222222222,0.206843434343,0,0
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,4087,11,1,23,12,18,0.233409090909,0.472601010101,0.262397474747,0.565070707071,-0.210203535354,0.331661616162,-0.174794949495,0.296184343434,0.135,0.203636363636,0,0
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,4091,11,1,23,12,18,0.254722222222,0.495025252525,0.281396969697,0.585626262626,-0.213628282828,0.330904040404,-0.176552525253,0.294335353535,0.135,0.203636363636,0,0
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,4093,11,1,23,12,18,0.498156565657,0.709015151515,0.33604040404,0.591559090909,-0.372974747475,0.0934025252525,-0.372974747475,0.0934025252525,0.0555555555556,0.210858585859,0,0
with_workers,uNb9QFRL6hY,q_0.900,leave_one_target,4094,11,1,23,12,18,0.0932575757576,0.309318181818,0.126558585859,0.398304040404,-0.18275959596,0.305046464646,-0.158220707071,0.285374747475,0.0975,0.207045454545,0,0
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,1,1,11,23,12,18,0.300151515152,0.495606060606,0.263452286018,0.575051169591,-0.232153774588,0.274899654439,-0.169795986178,0.20297979798,0.205681818182,0.07,3,2
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,2,1,11,23,12,18,0.467702020202,0.674696969697,0.255715045189,0.566487240829,-0.418981924508,0.0987852206273,-0.341814859117,0.0242151780968,0.206994949495,0.0555555555556,0,0
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,4,1,11,23,12,18,0.300050505051,0.512853535354,0.257562466773,0.566602870813,-0.255291068581,0.266552365763,-0.227244816587,0.232927299309,0.200454545455,0.1275,0,0
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,8,1,11,23,12,18,0.311464646465,0.532752525253,0.256387559809,0.564574029771,-0.276364965444,0.253109383307,-0.246517809676,0.223931419458,0.199772727273,0.135,0,0
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,16,1,11,23,12,18,0.281136363636,0.464419191919,0.261809542796,0.573837719298,-0.202609649123,0.292701355662,-0.181121079213,0.243096757044,0.20297979798,0.0997222222222,0,0
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,32,1,11,23,12,18,0.0818939393939,0.685631313131,0.278921451356,0.552324561404,-0.406709861776,0.47043062201,-0.39432814992,0.466472620946,0.153838383838,0.640277777778,0,0
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,64,1,11,23,12,18,0.304848484848,0.535631313131,0.257083333333,0.564060340245,-0.278547979798,0.259211855396,-0.248339978735,0.231149654439,0.197828282828,0.156388888889,0,0
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,128,1,11,23,12,18,0.0702272727273,0.705,0.279833200425,0.550316985646,-0.425166799575,0.480089712919,-0.413088782562,0.477492025518,0.149823232323,0.684444444444,0,0
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,256,1,11,23,12,18,0.312424242424,0.545883838384,0.256528442318,0.56322102605,-0.289355396066,0.250796783626,-0.258384502924,0.224341440723,0.197752525253,0.157222222222,0,0
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,512,1,11,23,12,18,0.300580808081,0.499595959596,0.263663609782,0.575087719298,-0.235932349814,0.274506911217,-0.171099149389,0.203058878256,0.205505050505,0.0719444444444,3,2
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,1024,1,11,23,12,18,0.293282828283,0.489494949495,0.263886230728,0.575643274854,-0.225608718767,0.282360446571,-0.162097288676,0.209899654439,0.205757575758,0.0691666666667,3,4
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,2047,11,1,23,12,18,0.327196969697,0.531691919192,0.228018181818,0.446062626263,-0.303673737374,0.118865656566,-0.303618181818,0.118451010101,0.0652777777778,0.206111111111,0,0
with_workers,uNb9QFRL6hY,q_0.850,one_source_image,2048,1,11,23,12,18,0.350580808081,0.556262626263,0.262181685274,0.573282828283,-0.294080940989,0.222702020202,-0.220785486443,0.149066321106,0.206111111111,0.0652777777778,3,4
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,3071,11,1,23,12,18,0.234494949495,0.42101010101,0.15858989899,0.379409090909,-0.26242020202,0.144914141414,-0.261869191919,0.144914141414,0.0691666666667,0.205757575758,0,0
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,3583,11,1,23,12,18,0.253282828283,0.442297979798,0.17128030303,0.393166666667,-0.271017676768,0.139883838384,-0.271012626263,0.139883838384,0.0719444444444,0.205505050505,0,0
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,3839,11,1,23,12,18,0.292676767677,0.534065656566,0.299228787879,0.58347979798,-0.234836868687,0.290803030303,-0.198179292929,0.247652525253,0.157222222222,0.197752525253,0,0
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,3967,11,1,23,12,18,0,0.534015151515,0.00263080808081,0.627636363636,-0.531384343434,0.627636363636,-0.24941969697,0.273840909091,0.684444444444,0.149823232323,0,0
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,4031,11,1,23,12,18,0.279646464646,0.521111111111,0.286906060606,0.57152020202,-0.234205050505,0.291873737374,-0.197047979798,0.248782323232,0.156388888889,0.197828282828,0,0
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,4063,11,1,23,12,18,0,0.517727272727,0.00525252525253,0.609041414141,-0.512474747475,0.609041414141,-0.236137878788,0.275233838384,0.640277777778,0.153838383838,0,0
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,4079,11,1,23,12,18,0.121565656566,0.350202020202,0.160248989899,0.410617171717,-0.189953030303,0.289051515152,-0.159692929293,0.263394949495,0.0997222222222,0.20297979798,0,0
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,4087,11,1,23,12,18,0.285909090909,0.524267676768,0.297102525253,0.572631313131,-0.227165151515,0.286722222222,-0.188883333333,0.248374242424,0.135,0.199772727273,0,0
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,4091,11,1,23,12,18,0.256237373737,0.492222222222,0.270683838384,0.542631313131,-0.221538383838,0.286393939394,-0.183223737374,0.251092424242,0.1275,0.200454545455,0,0
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,4093,11,1,23,12,18,0.467702020202,0.674696969697,0.347924242424,0.574411111111,-0.326772727273,0.106709090909,-0.326772727273,0.106709090909,0.0555555555556,0.206994949495,0,0
with_workers,uNb9QFRL6hY,q_0.850,leave_one_target,4094,11,1,23,12,18,0.252070707071,0.441212121212,0.174707575758,0.396974747475,-0.266504545455,0.144904040404,-0.265345454545,0.144904040404,0.07,0.205681818182,0,0
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,1,1,11,23,12,18,0.305050505051,0.500505050505,0.264849813929,0.576087852206,-0.235655236576,0.271037347156,-0.172688064859,0.198562599681,0.204974747475,0.07,3,2
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,2,1,11,23,12,18,0.461388888889,0.667676767677,0.25706539075,0.567510632642,-0.410611376927,0.106121743753,-0.333153242956,0.031461323764,0.206287878788,0.0555555555556,0,0
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,4,1,11,23,12,18,0.306035353535,0.519166666667,0.258514088251,0.567222222222,-0.260652578416,0.261186868687,-0.23302963849,0.227877458799,0.199747474747,0.1275,0,0
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,8,1,11,23,12,18,0.317297979798,0.539065656566,0.257316586922,0.565152844232,-0.281749069644,0.247854864434,-0.252387692717,0.21908758639,0.199065656566,0.135,0,0
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,16,1,11,23,12,18,0.287449494949,0.470732323232,0.262849548113,0.574538144604,-0.20788277512,0.287088649654,-0.18673046252,0.23769005848,0.202272727273,0.0997222222222,0,0
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,32,1,11,23,12,18,0.0868434343434,0.691944444444,0.280071105795,0.553086788942,-0.41187333865,0.466243354599,-0.399496278575,0.462322567783,0.153131313131,0.640277777778,0,0
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,64,1,11,23,12,18,0.310252525253,0.541944444444,0.258012360447,0.564657761829,-0.283932083998,0.254405236576,-0.25413543328,0.226737107921,0.197121212121,0.156388888889,0,0
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,128,1,11,23,12,18,0.0751262626263,0.711313131313,0.280976874003,0.551125066454,-0.43033625731,0.475998803828,-0.418207735247,0.473401116427,0.149116161616,0.684444444444,0,0
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,256,1,11,23,12,18,0.317904040404,0.552196969697,0.257457469431,0.563813795853,-0.294739500266,0.245909755449,-0.264185938331,0.219859117491,0.197045454545,0.157222222222,0,0
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,512,1,11,23,12,18,0.337954545455,0.540808080808,0.263773258905,0.574716241361,-0.277034821903,0.236761695906,-0.204389952153,0.162419590643,0.205505050505,0.0641666666667,3,2
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,1024,1,11,23,12,18,0.298964646465,0.495303030303,0.265297049442,0.576678628389,-0.230005980861,0.277713981925,-0.1658658958,0.204653110048,0.205050505051,0.0691666666667,3,4
with_workers,uNb9QFRL6hY,q_0.800,leave_one_target,2047,11,1,23,12,18,0.321414141414,0.524671717172,0.225650505051,0.443393939394,-0.299021212121,0.12197979798,-0.298965656566,0.121827272727,0.0652777777778,0.205404040404,0,0
with_workers,uNb9QFRL6hY,q_0.800,one_source_image,2048,1,11,23,12,18,0.344823232323,0.549595959596,0.263553296119,0.574306220096,-0.286042663477,0.229482987772,-0.212567783094,0.155820042531,0.205404040404,0.0652777777778,3,4
with_workers,uNb9QFRL6hY,q_0.800,leave_one_target,3071,11,1,23,12,18,0.229595959596,0.416161616162,0.156724242424,0.377302525253,-0.259437373737,0.147706565657,-0.258493434343,0.147706565657,0.0691666666667,0.205050505051,0,0
with_workers,uNb9QFRL6hY,q_0.800,leave_one_target,3583,11,1,23,12,18,0.311111111111,0.511742424242,0.217328787879,0.432886363636,-0.294413636364,0.121775252525,-0.294307575758,0.121775252525,0.0641666666667,0.205505050505,0,0
