cohort,cap,rows,images,workers,buildings,continuous_record_gain,continuous_building_gain,coarse_record_gain,coarse_building_gain
all26,30,1464,147,26,22,0.190117921059,0.122582809436,0.0451242177905,-0.0201761035274
all26,60,1464,147,26,22,0.16318899931,0.0769453796186,0.0363320835967,-0.0538004421266
current20,30,1247,147,20,22,0.0844211808254,0.0341167493299,0.0343310834055,0.00417449038301
current20,60,1247,147,20,22,0.072100590573,0.000952465610925,0.0329070033144,-0.00770178199482
