building_id,base_loss,continuous_loss,coarse_loss,cohort,reference_set,cap
zsNo4HB9uLZ,9.16370747152,9.59745053034,8.80218971772,all26,all_accepted_references,30
2t7WUuJeko7,0.158526826749,2.15323872291,5.90469008275,all26,all_accepted_references,60
7y3sRwLe3Va,31.9082223574,26.1024124757,31.0614509247,all26,all_accepted_references,60
B6ByNegPMKs,30.2616861326,39.3781276705,32.1918311112,all26,all_accepted_references,60
S9hNv5qa7GM,28.2504357391,31.8343034624,31.1784078191,all26,all_accepted_references,60
UwV83HsGsw3,62.5087742981,51.4269254835,51.2222484308,all26,all_accepted_references,60
VFuaQ6m2Qom,86.8584853975,87.6556869984,87.4589425919,all26,all_accepted_references,60
VLzqgDo317F,1.47213579775e-06,1.78316168294,8.80310617025,all26,all_accepted_references,60
X7HyMhZNoso,30.1921364715,37.0707383318,45.07632522,all26,all_accepted_references,60
Z6MFQCViBuw,0.52997949333,4.36073869107,6.76845284553,all26,all_accepted_references,60
b8cTxDM8gDG,25.0881207624,27.5600786152,25.6754259259,all26,all_accepted_references,60
e9zR4mvMWw7,46.7017501524,35.0321932615,36.7946375759,all26,all_accepted_references,60
jh4fc5c5qoQ,24.5815049107,18.4390708686,32.4642647408,all26,all_accepted_references,60
jtcxE69GiFV,51.2220750625,55.043035685,52.9250736623,all26,all_accepted_references,60
pRbA3pwrgk9,1.75273170437,4.8423878537,7.61960366044,all26,all_accepted_references,60
pa4otMbVnkk,86.1142811285,89.2360567669,110.235146161,all26,all_accepted_references,60
q9vSo1VnCiC,57.2325641354,41.6806789399,52.1895724776,all26,all_accepted_references,60
rPc6DW4iMge,67.519490023,53.9047480673,62.8527839558,all26,all_accepted_references,60
uNb9QFRL6hY,64.8826322989,51.0373700199,60.3109405344,all26,all_accepted_references,60
wc2JMjhGNzB,41.6169424505,40.8987869805,44.7814016733,all26,all_accepted_references,60
x8F5xyUWy9e,35.5017747837,22.755936166,40.9210322879,all26,all_accepted_references,60
yqstnuAEVhm,84.6903107823,65.7246480498,81.6588961238,all26,all_accepted_references,60
zsNo4HB9uLZ,43.0445781913,43.5671748629,40.9982326539,all26,all_accepted_references,60
7y3sRwLe3Va,4.34540225087,2.00253280158,5.32178900581,all26,reviewed_reference_only,30
B6ByNegPMKs,14.2058486102,20.9017906146,16.0657961168,all26,reviewed_reference_only,30
UwV83HsGsw3,27.8937726196,22.5163966483,23.2338226487,all26,reviewed_reference_only,30
X7HyMhZNoso,2.97694760313,2.23945650264,4.43572832138,all26,reviewed_reference_only,30
e9zR4mvMWw7,21.0478112012,15.0217227661,19.2475940995,all26,reviewed_reference_only,30
q9vSo1VnCiC,18.1664606321,10.9796407318,15.4712402261,all26,reviewed_reference_only,30
rPc6DW4iMge,23.1909292841,17.4789841906,21.3328354842,all26,reviewed_reference_only,30
uNb9QFRL6hY,19.2434677293,13.470819687,17.4965529826,all26,reviewed_reference_only,30
wc2JMjhGNzB,12.4192091522,11.2395418426,13.2194659954,all26,reviewed_reference_only,30
x8F5xyUWy9e,13.9846665902,6.35847762346,15.0071766912,all26,reviewed_reference_only,30
yqstnuAEVhm,22.8649827555,14.2192892929,21.4318220667,all26,reviewed_reference_only,30
7y3sRwLe3Va,16.0779317816,7.33003323157,20.4074551923,all26,reviewed_reference_only,60
B6ByNegPMKs,25.0275601777,44.4968666491,30.6671910517,all26,reviewed_reference_only,60
UwV83HsGsw3,87.3665840524,71.1448454232,73.0788325771,all26,reviewed_reference_only,60
X7HyMhZNoso,9.79089457869,7.58169539991,15.4727838207,all26,reviewed_reference_only,60
e9zR4mvMWw7,80.2174956322,61.7040229769,70.3627322502,all26,reviewed_reference_only,60
q9vSo1VnCiC,64.9687796732,41.9779957124,55.5852198147,all26,reviewed_reference_only,60
rPc6DW4iMge,94.8773497391,75.0608661941,89.4753094477,all26,reviewed_reference_only,60
uNb9QFRL6hY,62.0312016418,44.4174344915,55.6518885191,all26,reviewed_reference_only,60
wc2JMjhGNzB,35.217149175,34.2714344992,40.9552087469,all26,reviewed_reference_only,60
x8F5xyUWy9e,39.1502750572,20.5987400642,43.015764058,all26,reviewed_reference_only,60
yqstnuAEVhm,92.7846428761,62.0450611503,84.9730791251,all26,reviewed_reference_only,60
2t7WUuJeko7,0.158526826749,0.436571637911,0.349506349749,current20,all_accepted_references,30
7y3sRwLe3Va,5.6571747737,6.40682571651,5.81611933348,current20,all_accepted_references,30
B6ByNegPMKs,12.4400621014,12.9454121536,12.4130297164,current20,all_accepted_references,30
S9hNv5qa7GM,7.97584441962,8.77100336509,7.78087097066,current20,all_accepted_references,30
UwV83HsGsw3,16.4552105147,12.8142982282,14.533578625,current20,all_accepted_references,30
VFuaQ6m2Qom,21.5389722619,20.014756254,21.0994263885,current20,all_accepted_references,30
VLzqgDo317F,1.47213579775e-06,0.576262826767,0.736250347121,current20,all_accepted_references,30
X7HyMhZNoso,6.78470956097,10.7325356128,8.76519602504,current20,all_accepted_references,30
Z6MFQCViBuw,0.52997949333,1.02288722919,0.791891164139,current20,all_accepted_references,30
b8cTxDM8gDG,6.76867925763,8.37631524041,9.14739807679,current20,all_accepted_references,30
e9zR4mvMWw7,10.3137646499,8.83127896162,9.20868241043,current20,all_accepted_references,30
jh4fc5c5qoQ,7.29051306985,4.50113669701,5.66067528339,current20,all_accepted_references,30
jtcxE69GiFV,13.360319145,14.8191496763,12.2378313574,current20,all_accepted_references,30
pRbA3pwrgk9,0.697679527262,1.09511434885,0.959095101187,current20,all_accepted_references,30
pa4otMbVnkk,22.2744156624,20.0335485562,24.5192425253,current20,all_accepted_references,30
q9vSo1VnCiC,12.7515083121,10.8371477966,11.8603023226,current20,all_accepted_references,30
rPc6DW4iMge,12.2839148771,10.3866946231,11.3706456237,current20,all_accepted_references,30
uNb9QFRL6hY,13.903811817,12.5289331814,13.5033696708,current20,all_accepted_references,30
wc2JMjhGNzB,12.0837586372,11.5374779523,12.0005389287,current20,all_accepted_references,30
x8F5xyUWy9e,5.89754072984,6.66676143816,7.19203711018,current20,all_accepted_references,30
yqstnuAEVhm,16.8305296078,14.8696749915,16.2184157728,current20,all_accepted_references,30
zsNo4HB9uLZ,9.16370747152,9.67680175021,8.08567881747,current20,all_accepted_references,30
2t7WUuJeko7,0.158526826749,2.39246883255,1.46957653393,current20,all_accepted_references,60
7y3sRwLe3Va,18.3971898336,21.3371096999,19.5393353553,current20,all_accepted_references,60
B6ByNegPMKs,33.0975827324,31.8801916449,32.1485862314,current20,all_accepted_references,60
S9hNv5qa7GM,28.2504357391,31.8918788334,27.9426851029,current20,all_accepted_references,60
UwV83HsGsw3,57.5600525594,44.9382949566,50.6617841787,current20,all_accepted_references,60
VFuaQ6m2Qom,86.8584853975,87.1180301249,85.8355824451,current20,all_accepted_references,60
VLzqgDo317F,1.47213579775e-06,1.88841527202,2.79125047589,current20,all_accepted_references,60
X7HyMhZNoso,26.798845015,43.5266190189,36.1143476078,current20,all_accepted_references,60
Z6MFQCViBuw,0.52997949333,4.43517602941,2.20212341125,current20,all_accepted_references,60
b8cTxDM8gDG,31.7912063607,36.7534063049,30.8396350902,current20,all_accepted_references,60
e9zR4mvMWw7,43.1514084572,37.0958150663,37.1030764214,current20,all_accepted_references,60
jh4fc5c5qoQ,24.5815049107,18.4556919502,27.1248890302,current20,all_accepted_references,60
jtcxE69GiFV,51.2220750625,55.1518305046,50.856849846,current20,all_accepted_references,60
pRbA3pwrgk9,1.75273170437,4.83795560009,3.21210826694,current20,all_accepted_references,60
pa4otMbVnkk,86.1142811285,89.4055871685,97.9743381363,current20,all_accepted_references,60
q9vSo1VnCiC,50.4658216498,44.0051712824,47.4762389387,current20,all_accepted_references,60
rPc6DW4iMge,52.2873921562,45.1864832794,49.4271874091,current20,all_accepted_references,60
uNb9QFRL6hY,50.6567196527,46.1603141782,48.4190358938,current20,all_accepted_references,60
wc2JMjhGNzB,38.9148973604,38.5658489585,38.3181213324,current20,all_accepted_references,60
x8F5xyUWy9e,21.672060403,25.8545032424,26.1345271093,current20,all_accepted_references,60
yqstnuAEVhm,72.5877900472,64.6992413776,70.4533128417,current20,all_accepted_references,60
zsNo4HB9uLZ,43.0445781913,43.7619186288,40.0946855094,current20,all_accepted_references,60
7y3sRwLe3Va,0.285365712225,2.10143468434,1.09168949758,current20,reviewed_reference_only,30
B6ByNegPMKs,14.0941100449,16.3953421322,14.7855656715,current20,reviewed_reference_only,30
UwV83HsGsw3,23.0963317498,17.4687624191,20.6267588679,current20,reviewed_reference_only,30
X7HyMhZNoso,0.448969784878,2.06870141073,1.29924898464,current20,reviewed_reference_only,30
e9zR4mvMWw7,17.9246811931,16.159979973,17.896979047,current20,reviewed_reference_only,30
q9vSo1VnCiC,13.8960392194,10.7692964643,12.6294896065,current20,reviewed_reference_only,30
rPc6DW4iMge,15.8407683515,13.8111341752,15.1528870288,current20,reviewed_reference_only,30
uNb9QFRL6hY,11.7509021841,10.4730422341,11.2346345879,current20,reviewed_reference_only,30
wc2JMjhGNzB,10.9331602752,9.78271668787,10.6784992872,current20,reviewed_reference_only,30
x8F5xyUWy9e,5.87680478562,6.58280002596,7.49392725076,current20,reviewed_reference_only,30
yqstnuAEVhm,17.2020240392,14.661829016,16.8944758028,current20,reviewed_reference_only,30
7y3sRwLe3Va,0.285365712225,8.01732866957,4.16859042533,current20,reviewed_reference_only,60
B6ByNegPMKs,27.2049575929,30.5831618872,28.3713110208,current20,reviewed_reference_only,60
UwV83HsGsw3,78.950099687,59.2382260858,70.2435299659,current20,reviewed_reference_only,60
X7HyMhZNoso,0.448969784878,7.93081865661,4.20684933729,current20,reviewed_reference_only,60
e9zR4mvMWw7,75.3905578559,66.9659695871,72.3358073414,current20,reviewed_reference_only,60
q9vSo1VnCiC,54.3045548613,43.3946661817,49.0218821881,current20,reviewed_reference_only,60
rPc6DW4iMge,70.0893427953,60.9698492442,68.388842375,current20,reviewed_reference_only,60
uNb9QFRL6hY,37.6139560324,33.8004376137,35.0434758254,current20,reviewed_reference_only,60
wc2JMjhGNzB,30.3713102365,29.0137491651,30.9684813857,current20,reviewed_reference_only,60
x8F5xyUWy9e,19.1387394944,23.4184748396,24.2787958889,current20,reviewed_reference_only,60
yqstnuAEVhm,76.3590201029,65.3752915459,72.7145615837,current20,reviewed_reference_only,60
2t7WUuJeko7,0.158526826749,0.385766125264,0.302005084986,without19_26,all_accepted_references,30
7y3sRwLe3Va,7.27047268398,7.40520964722,6.75950987023,without19_26,all_accepted_references,30
B6ByNegPMKs,12.5945997419,12.5934792811,12.6247990073,without19_26,all_accepted_references,30
S9hNv5qa7GM,7.97584441962,8.76128821133,7.86121956987,without19_26,all_accepted_references,30
UwV83HsGsw3,19.2476380624,14.5948887835,16.6967716768,without19_26,all_accepted_references,30
VFuaQ6m2Qom,21.5389722619,20.1812013294,20.4303873966,without19_26,all_accepted_references,30
VLzqgDo317F,1.47213579775e-06,0.542589693361,0.920061384213,without19_26,all_accepted_references,30
X7HyMhZNoso,5.94450593604,9.46338092283,8.07920338134,without19_26,all_accepted_references,30
Z6MFQCViBuw,0.52997949333,1.00027101918,0.979870634036,without19_26,all_accepted_references,30
b8cTxDM8gDG,5.46191303472,6.4601108682,4.95263495998,without19_26,all_accepted_references,30
e9zR4mvMWw7,10.7102169996,8.75232785466,8.47623856199,without19_26,all_accepted_references,30
jh4fc5c5qoQ,7.29051306985,4.51675422503,5.56331986425,without19_26,all_accepted_references,30
jtcxE69GiFV,13.360319145,14.7780179489,12.1777064753,without19_26,all_accepted_references,30
pRbA3pwrgk9,0.697679527262,1.10262698683,1.06883815872,without19_26,all_accepted_references,30
pa4otMbVnkk,22.2744156624,20.0140973082,24.7968023554,without19_26,all_accepted_references,30
q9vSo1VnCiC,12.1272495615,10.4799846769,11.0717673596,without19_26,all_accepted_references,30
rPc6DW4iMge,14.0704122908,11.757545635,13.0229587898,without19_26,all_accepted_references,30
uNb9QFRL6hY,14.7998478062,13.3063328961,14.0500969429,without19_26,all_accepted_references,30
wc2JMjhGNzB,12.1991961876,12.2237751535,12.1828550924,without19_26,all_accepted_references,30
x8F5xyUWy9e,5.55740934776,5.81358409992,6.36790620529,without19_26,all_accepted_references,30
yqstnuAEVhm,16.9223936117,15.4388528985,16.5594630026,without19_26,all_accepted_references,30
zsNo4HB9uLZ,9.16370747152,9.59741218045,8.45845966124,without19_26,all_accepted_references,30
2t7WUuJeko7,0.158526826749,2.15301037093,1.67557881636,without19_26,all_accepted_references,60
7y3sRwLe3Va,25.9608162736,26.472831115,25.893775445,without19_26,all_accepted_references,60
B6ByNegPMKs,30.9606173824,29.3776963631,29.5789946235,without19_26,all_accepted_references,60
S9hNv5qa7GM,28.2504357391,31.8370461338,29.5169433799,without19_26,all_accepted_references,60
UwV83HsGsw3,62.6902048118,48.7322176861,54.4323563455,without19_26,all_accepted_references,60
VFuaQ6m2Qom,86.8584853975,87.6556911725,83.1950568584,without19_26,all_accepted_references,60
VLzqgDo317F,1.47213579775e-06,1.78305875761,3.09330845531,without19_26,all_accepted_references,60
X7HyMhZNoso,23.1980709826,38.0552989028,31.6636353682,without19_26,all_accepted_references,60
Z6MFQCViBuw,0.52997949333,4.3624132284,2.73213955454,without19_26,all_accepted_references,60
b8cTxDM8gDG,25.0881207624,27.5620026348,22.6354463414,without19_26,all_accepted_references,60
e9zR4mvMWw7,42.861864861,35.5206955902,37.3474192685,without19_26,all_accepted_references,60
jh4fc5c5qoQ,24.5815049107,18.439126611,19.2643834739,without19_26,all_accepted_references,60
jtcxE69GiFV,51.2220750625,55.0474104594,51.4842874086,without19_26,all_accepted_references,60
pRbA3pwrgk9,1.75273170437,4.84232813415,3.41399199394,without19_26,all_accepted_references,60
pa4otMbVnkk,86.1142811285,89.2316852577,98.6006394586,without19_26,all_accepted_references,60
q9vSo1VnCiC,46.7976306796,41.3239640936,43.7791432097,without19_26,all_accepted_references,60
rPc6DW4iMge,56.8081493514,49.2879700457,54.2074887212,without19_26,all_accepted_references,60
uNb9QFRL6hY,53.0874477853,48.5131051076,50.266100007,without19_26,all_accepted_references,60
wc2JMjhGNzB,39.6472189372,41.2128241342,40.0300888084,without19_26,all_accepted_references,60
x8F5xyUWy9e,19.7351735951,22.3493455273,23.6992086654,without19_26,all_accepted_references,60
yqstnuAEVhm,71.4760733664,65.6132450531,69.0866729672,without19_26,all_accepted_references,60
zsNo4HB9uLZ,43.0445781913,43.5669897071,40.0666791062,without19_26,all_accepted_references,60
7y3sRwLe3Va,0.302012544702,2.08707874084,1.32446387245,without19_26,reviewed_reference_only,30
B6ByNegPMKs,14.7628220276,16.0175900272,14.7116785934,without19_26,reviewed_reference_only,30
UwV83HsGsw3,28.2953690982,20.7645093977,25.1813220176,without19_26,reviewed_reference_only,30
X7HyMhZNoso,0.489680367441,2.12165430773,1.32792581933,without19_26,reviewed_reference_only,30
e9zR4mvMWw7,18.6288020097,15.5817984038,18.271163652,without19_26,reviewed_reference_only,30
q9vSo1VnCiC,13.6118173334,10.5423194948,12.1059777766,without19_26,reviewed_reference_only,30
rPc6DW4iMge,19.0654663183,16.0666708544,17.7356643147,without19_26,reviewed_reference_only,30
uNb9QFRL6hY,13.0308321362,12.1658626782,12.4272624021,without19_26,reviewed_reference_only,30
wc2JMjhGNzB,11.2874752861,11.3405288361,11.3722768801,without19_26,reviewed_reference_only,30
x8F5xyUWy9e,5.44714850933,5.62910906832,5.48027748383,without19_26,reviewed_reference_only,30
yqstnuAEVhm,16.615553689,14.0522105699,16.0155831389,without19_26,reviewed_reference_only,30
7y3sRwLe3Va,0.302012544702,7.49609083687,4.36901888073,without19_26,reviewed_reference_only,60
B6ByNegPMKs,25.9743570127,28.0425372099,27.4990085727,without19_26,reviewed_reference_only,60
UwV83HsGsw3,88.746288141,66.8564695585,77.526666218,without19_26,reviewed_reference_only,60
X7HyMhZNoso,0.489680367441,7.54450360476,4.71621526168,without19_26,reviewed_reference_only,60
e9zR4mvMWw7,74.8941857673,63.6666521557,61.4715816275,without19_26,reviewed_reference_only,60
q9vSo1VnCiC,51.7542773326,41.5267570988,45.8633190142,without19_26,reviewed_reference_only,60
rPc6DW4iMge,78.5562875456,68.5229059325,74.5876659489,without19_26,reviewed_reference_only,60
uNb9QFRL6hY,42.2097136109,39.9625167519,38.9649416815,without19_26,reviewed_reference_only,60
wc2JMjhGNzB,32.6256877662,34.6064086381,34.7115701913,without19_26,reviewed_reference_only,60
x8F5xyUWy9e,16.9662775514,19.934191939,16.3030773637,without19_26,reviewed_reference_only,60
yqstnuAEVhm,71.9902389066,61.6839547764,65.3350882894,without19_26,reviewed_reference_only,60
