active_time_join_status,analysis_role,base_task_id,block3_generated,canonical_submission_id,d_cal_A,d_model_feat,d_model_feat_local_max,feature_manifest_sha256,formal_policy_frozen,formal_profile_frozen,g_model_struct,reference_crosswalk_join_status,risk,risk_contract_sha256,risk_design_score_A,risk_design_vector_A,scientific_conclusion_prohibited,score_recompute_status,stage,task_risk_sha256
joined_from_canonical_submission,exploratory_diagnostic_pre_stage3,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,False,816083c4a02fed75db9a,0.6742950391269962,2.129957994110296,3.6072015836767313,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48,False,False,1.2562446644088943,joined,4.425093081348839,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,4.425093081348839,"[2.129957994110296,3.6072015836767313,1.2562446644088943,0.6742950391269962]",True,recomputed_by_materialize_c2_task_risk._score,C2B,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067
joined_from_canonical_submission,exploratory_diagnostic_pre_stage3,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,False,86fc3ae9363a9f67b104,0.6742950391269962,2.129957994110296,3.6072015836767313,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48,False,False,1.2562446644088943,joined,4.425093081348839,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,4.425093081348839,"[2.129957994110296,3.6072015836767313,1.2562446644088943,0.6742950391269962]",True,recomputed_by_materialize_c2_task_risk._score,C2B,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067
joined_from_canonical_submission,exploratory_diagnostic_pre_stage3,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,False,7b1866a3eeaa6930d596,0.6742950391269962,2.129957994110296,3.6072015836767313,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48,False,False,1.2562446644088943,joined,4.425093081348839,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,4.425093081348839,"[2.129957994110296,3.6072015836767313,1.2562446644088943,0.6742950391269962]",True,recomputed_by_materialize_c2_task_risk._score,C2B,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067
joined_from_canonical_submission,exploratory_diagnostic_pre_stage3,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,False,fdec7694d0b91e5316fe,0.6742950391269962,2.129957994110296,3.6072015836767313,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48,False,False,1.2562446644088943,joined,4.425093081348839,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,4.425093081348839,"[2.129957994110296,3.6072015836767313,1.2562446644088943,0.6742950391269962]",True,recomputed_by_materialize_c2_task_risk._score,C2B,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067
joined_from_canonical_submission,exploratory_diagnostic_pre_stage3,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,False,39827a17d6d532fc4d52,0.6742950391269962,2.129957994110296,3.6072015836767313,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48,False,False,1.2562446644088943,joined,4.425093081348839,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,4.425093081348839,"[2.129957994110296,3.6072015836767313,1.2562446644088943,0.6742950391269962]",True,recomputed_by_materialize_c2_task_risk._score,C2B,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067
joined_from_canonical_submission,exploratory_diagnostic_pre_stage3,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,False,f1f1b71b8c500b8fdf5a,0.6742950391269962,2.129957994110296,3.6072015836767313,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48,False,False,1.2562446644088943,joined,4.425093081348839,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,4.425093081348839,"[2.129957994110296,3.6072015836767313,1.2562446644088943,0.6742950391269962]",True,recomputed_by_materialize_c2_task_risk._score,C2B,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067
joined_from_canonical_submission,exploratory_diagnostic_pre_stage3,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,False,4ae36274a9f6a2b97a64,0.6742950391269962,2.129957994110296,3.6072015836767313,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48,False,False,1.2562446644088943,joined,4.425093081348839,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,4.425093081348839,"[2.129957994110296,3.6072015836767313,1.2562446644088943,0.6742950391269962]",True,recomputed_by_materialize_c2_task_risk._score,C2B,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067
joined_from_canonical_submission,exploratory_diagnostic_pre_stage3,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,False,b505f83196ae0e6e3cc8,0.6742950391269962,2.129957994110296,3.6072015836767313,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48,False,False,1.2562446644088943,joined,4.425093081348839,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,4.425093081348839,"[2.129957994110296,3.6072015836767313,1.2562446644088943,0.6742950391269962]",True,recomputed_by_materialize_c2_task_risk._score,C2B,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067
joined_from_canonical_submission,exploratory_diagnostic_pre_stage3,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,False,a4c50e340e62a015a85e,0.6742950391269962,2.129957994110296,3.6072015836767313,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48,False,False,1.2562446644088943,joined,4.425093081348839,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,4.425093081348839,"[2.129957994110296,3.6072015836767313,1.2562446644088943,0.6742950391269962]",True,recomputed_by_materialize_c2_task_risk._score,C2B,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067
joined_from_canonical_submission,exploratory_diagnostic_pre_stage3,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,False,196ba4170a023b169872,0.45438521958948924,2.0639534426647055,3.9727853355455385,a0d49772e7c81007423856f475b87a4e7f9ba5a9c78cff937834d8a7ec214c48,False,False,1.6207103405941057,joined,4.782896096686945,4b84d58f8795377a58dc9888d99e787880d4db628745e7b7f88bc49c8faa4c7a,4.782896096686945,"[2.0639534426647055,3.9727853355455385,1.6207103405941057,0.45438521958948924]",True,recomputed_by_materialize_c2_task_risk._score,C2B,211ea4260415918104685440b07ce72fc17113b1764913c9215c554df901c067
