active_time,active_time_eligible,active_time_join_status,active_time_source,active_time_version,analysis_role,annotation_id,assignment_provenance,base_task_id,block3_generated,building_id,canonical_status,canonical_submission_id,channel_analysis_role,condition,d_cal_A,d_model_feat,d_model_feat_local,d_model_feat_local_max,dataset_source_pool,delivery_adjusted_quality,design_stratum,exclusion_reason,failure_attribution,feature_manifest_sha256,feature_missingness,feature_timing,formal_assignment_eligible,formal_first_route_eligible,formal_policy_frozen,formal_profile_frozen,g_duplicate_peak,g_model_struct,g_postprocess_invalid,g_seam_instability,g_topology_invalid,gt_analysis_eligible,iou_to_reference,loo_peer_compatibility,low_quality,low_texture,missing,model_issue,not_evaluable,occlusion,outside,peer_analysis_eligible,peer_compatibility,pre_task_available_before_assignment,pre_task_feature_provenance,pre_task_feature_timing,pre_task_uses_gt,predictive_analysis_eligible,reference_crosswalk_join_status,reference_status,reference_version,reflection,risk,risk_contract_sha256,risk_design_score_A,risk_design_vector_A,risk_evidence_eligible,risk_score_recompute_status,risk_score_recomputed,routing_feature_eligible,runtime_task_id,scientific_conclusion_prohibited,scope,seam,stage,structural_analysis_eligible,structurally_valid,substage_block,task_risk_sha256,task_stratum,trivial,worker_attributable_structural_failure,worker_id
319.0,True,,log,active_times_2026-06-17.jsonl,diagnostic_pre_stage3,4037,,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,True,cebf574498a5a20d,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3053,True,normal,True,P1,False,,PreScreen,,,False,,2
159.0,True,,log,active_times_2026-06-04.jsonl,diagnostic_pre_stage3,3696,,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,True,695653e48b0aca59,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3053,True,normal,True,P1,False,,PreScreen,,,False,,21
98.0,True,,log,active_times_2026-05-22.jsonl,diagnostic_pre_stage3,3302,,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,True,bc019effee879dd8,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,True,,,,,False,,,False,3053,True,normal,True,P1,False,,PreScreen,,,False,,6
380.0,True,,log,active_times_2026-06-12.jsonl,diagnostic_pre_stage3,3742,,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,False,,True,0e52fffeabd5cf25,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3053,True,normal,False,P1,False,,PreScreen,,,False,,8
138.0,True,,log,active_times_2026-06-30.jsonl,diagnostic_pre_stage3,4814,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,9e9998c2efb5ea77,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3054,True,normal,False,P1,False,,PreScreen,,,False,,1
137.0,True,,log,active_times_2026-05-21.jsonl,diagnostic_pre_stage3,3191,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,4a5ea8f6ba8ecaab,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,True,,,,,False,,,False,3054,True,normal,False,P1,False,,PreScreen,,,False,,10
222.0,True,,log,active_times_2026-05-31.jsonl,diagnostic_pre_stage3,3559,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,1a1637b695381c15,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3054,True,normal,True,P1,False,,PreScreen,,,False,,11
76.13,False,,lead_time_fallback,,diagnostic_pre_stage3,3454,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,f40efaca8c5d3bf1,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,True,,,,,False,,,False,3054,True,normal,True,P1,False,,PreScreen,,,False,,12
47.0,True,,log,active_times_2026-05-25.jsonl;active_times_2026-06-11.jsonl,diagnostic_pre_stage3,3359,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,27682bb9932ff2bb,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,True,,,,,False,,,False,3054,True,normal,False,P1,False,,PreScreen,,,False,,13
13.869,False,,lead_time_fallback,,diagnostic_pre_stage3,3529,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,8aa86d5f3b887423,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,True,,,,,False,,,False,3054,True,normal,False,P1,False,,PreScreen,,,False,,14
850.0,True,,log,active_times_2026-05-21.jsonl;active_times_2026-06-01.jsonl,diagnostic_pre_stage3,3222,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,847ff1091d8cc648,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3054,True,normal,False,P1,False,,PreScreen,,,True,,15
863.0,True,,log,active_times_2026-05-19.jsonl,diagnostic_pre_stage3,3134,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,2794795e8c4e927b,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,True,,,,,False,,,False,3054,True,normal,True,P1,False,,PreScreen,,,False,,17
95.0,True,,log,active_times_2026-06-28.jsonl,diagnostic_pre_stage3,4698,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,174759c006c73ec0,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,True,,,,,False,,,False,3054,True,normal,False,P1,False,,PreScreen,,,False,,18
18.0,True,,log,active_times_2026-06-27.jsonl,diagnostic_pre_stage3,4615,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,cf3e0b1c47e35600,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,True,,,,,False,,,False,3054,True,normal,False,P1,False,,PreScreen,,,False,,19
259.0,True,,log,active_times_2026-06-17.jsonl;active_times_2026-06-29.jsonl,diagnostic_pre_stage3,4039,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,27f4ffac099bc05b,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,True,,,,,False,,,False,3054,True,normal,False,P1,False,,PreScreen,,,False,,2
38.0,True,,log,active_times_2026-06-04.jsonl,diagnostic_pre_stage3,3697,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,1e50979e05536fe2,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3054,True,normal,True,P1,False,,PreScreen,,,False,,21
54.0,True,,log,active_times_2026-05-22.jsonl,diagnostic_pre_stage3,3303,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,305e3cb3e8b1c4f1,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,True,,,,,False,,,False,3054,True,normal,True,P1,False,,PreScreen,,,False,,6
228.0,True,,log,active_times_2026-06-12.jsonl,diagnostic_pre_stage3,3743,,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,False,,True,823b2c9be72218a8,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3054,True,normal,False,P1,False,,PreScreen,,,True,,8
51.0,True,,log,active_times_2026-06-30.jsonl,diagnostic_pre_stage3,4815,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,8f088bc3d38ce05a,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,False,,1
46.0,True,,log,active_times_2026-05-21.jsonl,diagnostic_pre_stage3,3192,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,1707cddacfb80ad2,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,True,,10
158.0,True,,log,active_times_2026-05-31.jsonl,diagnostic_pre_stage3,3560,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,97049183eb982350,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,False,,11
119.808,False,,lead_time_fallback,,diagnostic_pre_stage3,3455,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,d366bcd1ee684385,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,True,,12
46.0,True,,log,active_times_2026-05-25.jsonl;active_times_2026-06-11.jsonl,diagnostic_pre_stage3,3360,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,86c80ddc2433f7df,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,False,,13
2.689,False,,lead_time_fallback,,diagnostic_pre_stage3,3530,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,0fb974eb2f3144ee,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,False,,14
294.0,True,,log,active_times_2026-06-01.jsonl,diagnostic_pre_stage3,3622,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,b0116da2af71a4ec,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,True,,15
87.0,True,,log,active_times_2026-05-19.jsonl,diagnostic_pre_stage3,3135,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,2204ad06a7cf0671,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,True,,17
175.0,True,,log,active_times_2026-06-28.jsonl,diagnostic_pre_stage3,4699,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,6c11bfc31b800170,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,False,,18
149.0,True,,log,active_times_2026-06-27.jsonl;active_times_2026-06-29.jsonl,diagnostic_pre_stage3,4616,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,1ca216a593ef9439,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,False,,19
28.0,True,,log,active_times_2026-06-29.jsonl,diagnostic_pre_stage3,4711,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,8e684346a4358fa7,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,False,,2
45.0,True,,log,active_times_2026-06-04.jsonl,diagnostic_pre_stage3,3698,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,8432135564249be4,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,True,,21
27.0,True,,log,active_times_2026-05-22.jsonl,diagnostic_pre_stage3,3304,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,5e47fb68e3f9fb49,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,True,,6
208.0,True,,log,active_times_2026-06-12.jsonl,diagnostic_pre_stage3,3744,,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,False,,True,ae126ae09cc9ca1f,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3055,True,normal,False,P1,False,,PreScreen,,,False,,8
51.0,True,,log,active_times_2026-06-30.jsonl,diagnostic_pre_stage3,4816,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,b56fb0f8553a75cf,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,False,,1
36.0,True,,log,active_times_2026-05-21.jsonl,diagnostic_pre_stage3,3193,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,418f3b1d89b36db3,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,True,,10
109.0,True,,log,active_times_2026-05-31.jsonl,diagnostic_pre_stage3,3561,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,c17faf5a48e89320,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,True,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,False,,11
22.194,False,,lead_time_fallback,,diagnostic_pre_stage3,3456,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,39b76bef6310a8de,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,True,,12
77.0,True,,log,active_times_2026-05-25.jsonl,diagnostic_pre_stage3,3361,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,e62338b4626f0c8a,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,True,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,False,,13
1.153,False,,lead_time_fallback,,diagnostic_pre_stage3,3531,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,0f472f196824d00e,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,True,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,False,,14
270.0,True,,log,active_times_2026-06-01.jsonl,diagnostic_pre_stage3,3623,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,3bb306297047e08a,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,True,,15
47.0,True,,log,active_times_2026-05-19.jsonl,diagnostic_pre_stage3,3136,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,9f011df25dac7cb9,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,True,,17
57.0,True,,log,active_times_2026-06-28.jsonl,diagnostic_pre_stage3,4700,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,2465e9f86fa1749d,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,True,,18
116.0,True,,log,active_times_2026-06-27.jsonl;active_times_2026-06-29.jsonl,diagnostic_pre_stage3,4617,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,d1ded26e80b45fc5,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,True,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,True,P1,False,,PreScreen,,,False,,19
16.0,True,,log,active_times_2026-06-29.jsonl,diagnostic_pre_stage3,4712,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,e159a8e6dc000639,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,False,,2
54.0,True,,log,active_times_2026-06-04.jsonl,diagnostic_pre_stage3,3699,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,142dfc3f9b37cb3a,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,True,,21
28.0,True,,log,active_times_2026-05-22.jsonl,diagnostic_pre_stage3,3305,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,44e202efdaaa1086,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,True,,6
203.0,True,,log,active_times_2026-06-12.jsonl,diagnostic_pre_stage3,3745,,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,False,,True,07295986e75ee411,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,False,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3056,True,normal,False,P1,False,,PreScreen,,,True,,8
42.0,True,,log,active_times_2026-06-30.jsonl,diagnostic_pre_stage3,4817,,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,False,,True,16f93817216fbedd,,manual,,,,,PreScreen_manual,,,,,,,post_task,False,False,False,False,,,,,,False,,,False,False,False,,False,True,False,False,,True,frozen_task_risk_or_missing,pre_task,False,False,,,,False,,,,,False,,,False,3057,True,normal,False,P1,False,,PreScreen,,,False,,1
