analysis_role,base_task_cluster_ci_lower,base_task_cluster_ci_upper,base_task_cluster_se,block3_generated,estimate,formal_policy_frozen,formal_profile_frozen,is_worker_channel_interaction,model_name,model_se,scientific_conclusion_prohibited,status,term
exploratory_diagnostic_pre_stage3,-0.2613833792052157,-0.00928426558349335,0.06431099837288837,False,-0.13533382239435454,False,False,False,M1,0.05192782573267681,True,estimated,C(building_id)[T.pRbA3pwrgk9]
exploratory_diagnostic_pre_stage3,-0.12132096279255754,0.015698614195469293,0.03495397372143542,False,-0.05281117429854412,False,False,False,M1,0.052873405426674215,True,estimated,C(building_id)[T.pa4otMbVnkk]
exploratory_diagnostic_pre_stage3,-0.13566947532140258,0.018139384090014116,0.03923695393148385,False,-0.058765045615694234,False,False,False,M1,0.055566531647331927,True,estimated,C(building_id)[T.zsNo4HB9uLZ]
exploratory_diagnostic_pre_stage3,-0.0770542566644921,0.05768947109036939,0.03437339993746467,False,-0.009682392787061353,False,False,False,M1,0.02653803358141555,True,estimated,C(stage)[T.C2A_RP_Block2]
exploratory_diagnostic_pre_stage3,-0.10606230944223535,0.047869333786408286,0.039268276333837664,False,-0.029096487827913534,False,False,False,M1,0.024003250049215958,True,estimated,C(stage)[T.C2B_C2-B]
exploratory_diagnostic_pre_stage3,-0.03788314164475374,-0.011531381757783376,0.00672238772626795,False,-0.02470726170126856,False,False,False,M1,0.004809879755998233,True,estimated,risk
exploratory_diagnostic_pre_stage3,,,,False,1.0675228450361178,False,False,False,M2,0.04991357292813913,True,boundary_singular,Intercept
exploratory_diagnostic_pre_stage3,,,,False,-0.021085882466081167,False,False,False,M2,0.0468032292036074,True,boundary_singular,C(building_id)[T.S9hNv5qa7GM]
exploratory_diagnostic_pre_stage3,,,,False,0.017245968287136284,False,False,False,M2,0.050308398639023325,True,boundary_singular,C(building_id)[T.VFuaQ6m2Qom]
exploratory_diagnostic_pre_stage3,,,,False,0.017669766274443933,False,False,False,M2,0.08857768064891826,True,boundary_singular,C(building_id)[T.VLzqgDo317F]
exploratory_diagnostic_pre_stage3,,,,False,-0.05940623419316664,False,False,False,M2,0.05308266456566129,True,boundary_singular,C(building_id)[T.jh4fc5c5qoQ]
exploratory_diagnostic_pre_stage3,,,,False,-0.05121062897939349,False,False,False,M2,0.04667435087748453,True,boundary_singular,C(building_id)[T.jtcxE69GiFV]
exploratory_diagnostic_pre_stage3,,,,False,-0.13023021610855942,False,False,False,M2,0.0492876729007165,True,boundary_singular,C(building_id)[T.pRbA3pwrgk9]
exploratory_diagnostic_pre_stage3,,,,False,-0.04392837140087066,False,False,False,M2,0.050079551185006205,True,boundary_singular,C(building_id)[T.pa4otMbVnkk]
exploratory_diagnostic_pre_stage3,,,,False,-0.053234282621500394,False,False,False,M2,0.05180635318012978,True,boundary_singular,C(building_id)[T.zsNo4HB9uLZ]
exploratory_diagnostic_pre_stage3,,,,False,-0.011025585415711182,False,False,False,M2,0.02637566270642564,True,boundary_singular,C(stage)[T.C2A_RP_Block2]
exploratory_diagnostic_pre_stage3,,,,False,-0.02822666142711534,False,False,False,M2,0.02348313507490144,True,boundary_singular,C(stage)[T.C2B_C2-B]
exploratory_diagnostic_pre_stage3,,,,False,-0.02570207348121989,False,False,False,M2,0.007103295379285997,True,boundary_singular,risk
exploratory_diagnostic_pre_stage3,1.020693467122611,1.541542080422824,0.13286954420923797,False,1.2811177737727175,False,False,False,M3_d_model_feat,0.1323209407810817,True,estimated,Intercept
exploratory_diagnostic_pre_stage3,-0.25806029471626113,0.1028730479290201,0.09207483230746971,False,-0.07759362339362053,False,False,False,M3_d_model_feat,0.13141444937573177,True,estimated,C(worker_id)[T.10]
exploratory_diagnostic_pre_stage3,-0.42259090654864306,0.06740717930145942,0.12499951169645471,False,-0.1775918636235918,False,False,False,M3_d_model_feat,0.15388312290405914,True,estimated,C(worker_id)[T.11]
exploratory_diagnostic_pre_stage3,-0.3954760075841938,0.11517478401153641,0.13026805908054342,False,-0.1401506117863287,False,False,False,M3_d_model_feat,0.15112756965736815,True,estimated,C(worker_id)[T.12]
exploratory_diagnostic_pre_stage3,-0.40725298323704573,0.045627047974602125,0.11553062020705301,False,-0.1808129676312218,False,False,False,M3_d_model_feat,0.15308518905181634,True,estimated,C(worker_id)[T.13]
exploratory_diagnostic_pre_stage3,-0.4252100537752672,0.03071436900438737,0.11630725070909556,False,-0.19724784238543994,False,False,False,M3_d_model_feat,0.15328140118101075,True,estimated,C(worker_id)[T.15]
exploratory_diagnostic_pre_stage3,-0.5996498620999972,0.09407035183884205,0.17696944233133655,False,-0.25278975513057755,False,False,False,M3_d_model_feat,0.18019689155683966,True,estimated,C(worker_id)[T.17]
exploratory_diagnostic_pre_stage3,-0.4324074938902882,0.05201608903592225,0.12357744462403328,False,-0.19019570242718298,False,False,False,M3_d_model_feat,0.15460880731490775,True,estimated,C(worker_id)[T.2]
exploratory_diagnostic_pre_stage3,-0.3039981707453909,0.16192632685353045,0.11885829020380646,False,-0.07103592194593022,False,False,False,M3_d_model_feat,0.13430666406791028,True,estimated,C(worker_id)[T.28]
exploratory_diagnostic_pre_stage3,-0.5792892372066687,0.26278345463814134,0.2148144622053087,False,-0.15825289128426367,False,False,False,M3_d_model_feat,0.16543547398925948,True,estimated,C(worker_id)[T.29]
exploratory_diagnostic_pre_stage3,-0.36001032109804704,0.11548311006476758,0.12129934468439149,False,-0.12226360551663973,False,False,False,M3_d_model_feat,0.13389223458018787,True,estimated,C(worker_id)[T.30]
exploratory_diagnostic_pre_stage3,-0.20397753959944567,0.18534710163936155,0.09931751052010389,False,-0.009315218980042062,False,False,False,M3_d_model_feat,0.1712464292559267,True,estimated,C(worker_id)[T.31]
exploratory_diagnostic_pre_stage3,-0.3710918760497541,0.19942365339877138,0.14553967587972588,False,-0.08583411132549135,False,False,False,M3_d_model_feat,0.15206619212062195,True,estimated,C(worker_id)[T.32]
exploratory_diagnostic_pre_stage3,-0.5956203308726431,0.3649117010596907,0.24503368161539127,False,-0.11535431490647619,False,False,False,M3_d_model_feat,0.16517066636676442,True,estimated,C(worker_id)[T.33]
exploratory_diagnostic_pre_stage3,-0.6744273006600501,0.14137236774535727,0.2081121603075019,False,-0.26652746645734643,False,False,False,M3_d_model_feat,0.17504791806376346,True,estimated,C(worker_id)[T.34]
exploratory_diagnostic_pre_stage3,-0.18392331129317402,0.27464523622246034,0.11698177232541693,False,0.04536096246464316,False,False,False,M3_d_model_feat,0.16285995944376072,True,estimated,C(worker_id)[T.35]
exploratory_diagnostic_pre_stage3,-0.5977269737039288,-0.006938997358694354,0.15071121845541693,False,-0.30233298553131155,False,False,False,M3_d_model_feat,0.18745785103535118,True,estimated,C(worker_id)[T.36]
exploratory_diagnostic_pre_stage3,-0.792244002428677,0.053934555329374856,0.21586187697909487,False,-0.36915472354965106,False,False,False,M3_d_model_feat,0.18385852992099372,True,estimated,C(worker_id)[T.37]
exploratory_diagnostic_pre_stage3,-0.4708951680356114,0.0606833541292926,0.13560676585839387,False,-0.2051059069531594,False,False,False,M3_d_model_feat,0.14803153099353641,True,estimated,C(worker_id)[T.6]
exploratory_diagnostic_pre_stage3,-0.3636001924640321,0.09444213339109778,0.11684753210590049,False,-0.13457902953646717,False,False,False,M3_d_model_feat,0.14385205651852312,True,estimated,C(worker_id)[T.8]
exploratory_diagnostic_pre_stage3,-0.1389561878366746,0.07389199983720121,0.054298007059662194,False,-0.032532093999736694,False,False,False,M3_d_model_feat,0.05144149064394118,True,estimated,C(building_id)[T.S9hNv5qa7GM]
exploratory_diagnostic_pre_stage3,-0.00727957904392286,0.2459171440710916,0.06459100079464655,False,0.11931878251358437,False,False,False,M3_d_model_feat,0.05594413349244633,True,estimated,C(building_id)[T.VFuaQ6m2Qom]
exploratory_diagnostic_pre_stage3,-0.08511252017206693,0.07152680642664487,0.03995901188742648,False,-0.006792856872711028,False,False,False,M3_d_model_feat,0.09002570801008208,True,estimated,C(building_id)[T.VLzqgDo317F]
exploratory_diagnostic_pre_stage3,-0.0917060239919452,0.10434853702967366,0.050013918627964,False,0.006321256518864227,False,False,False,M3_d_model_feat,0.05897142164175505,True,estimated,C(building_id)[T.jh4fc5c5qoQ]
exploratory_diagnostic_pre_stage3,-0.13120581826094985,0.03187876683768538,0.04160321048434572,False,-0.049663525711632225,False,False,False,M3_d_model_feat,0.05161312019499579,True,estimated,C(building_id)[T.jtcxE69GiFV]
exploratory_diagnostic_pre_stage3,-0.18858133984054282,-0.013321228508814939,0.044709212074420385,False,-0.10095128417467888,False,False,False,M3_d_model_feat,0.05398717158655485,True,estimated,C(building_id)[T.pRbA3pwrgk9]
exploratory_diagnostic_pre_stage3,-0.14744180437522264,0.02916897688843474,0.04505377073052485,False,-0.059136413743393956,False,False,False,M3_d_model_feat,0.05275215970998743,True,estimated,C(building_id)[T.pa4otMbVnkk]
exploratory_diagnostic_pre_stage3,-0.07797365102185855,0.026823096651065033,0.026733864202276424,False,-0.02557527718539676,False,False,False,M3_d_model_feat,0.0549825498090525,True,estimated,C(building_id)[T.zsNo4HB9uLZ]
exploratory_diagnostic_pre_stage3,-0.06275502727561133,0.06614307550115955,0.03288216907570686,False,0.0016940241127741049,False,False,False,M3_d_model_feat,0.02699163062415696,True,estimated,C(stage)[T.C2A_RP_Block2]
exploratory_diagnostic_pre_stage3,-0.0948042213653286,0.040924228444176515,0.0346246045432411,False,-0.026939996460576036,False,False,False,M3_d_model_feat,0.024518260094450576,True,estimated,C(stage)[T.C2B_C2-B]
exploratory_diagnostic_pre_stage3,-0.2036251252906566,-0.05108862093341929,0.03891237356051972,False,-0.12735687311203794,False,False,False,M3_d_model_feat,0.016860354010406566,True,estimated,risk
exploratory_diagnostic_pre_stage3,-0.03321496344198077,0.24307832215196845,0.0704829810188646,False,0.10493167935499384,False,False,False,M3_d_model_feat,0.05701748923604916,True,estimated,d_model_feat
exploratory_diagnostic_pre_stage3,-0.023749204469807578,0.14640437253225905,0.04340652474542516,False,0.061327584031225735,False,False,True,M3_d_model_feat,0.05587634887404534,True,estimated,C(worker_id)[T.10]:d_model_feat
exploratory_diagnostic_pre_stage3,0.030605956393641512,0.23478467332491482,0.05208640738042686,False,0.13269531485927816,False,False,True,M3_d_model_feat,0.06566035000147485,True,estimated,C(worker_id)[T.11]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.0016861707651489727,0.1948530168805206,0.05013754786879325,False,0.0965834230576858,False,False,True,M3_d_model_feat,0.06261841707822464,True,estimated,C(worker_id)[T.12]:d_model_feat
exploratory_diagnostic_pre_stage3,0.019363058669192926,0.20891762773726735,0.04835575741532511,False,0.11414034320323013,False,False,True,M3_d_model_feat,0.0651914864901817,True,estimated,C(worker_id)[T.13]:d_model_feat
exploratory_diagnostic_pre_stage3,0.023959248105187014,0.2100631083279777,0.04747547454663028,False,0.11701117821658236,False,False,True,M3_d_model_feat,0.0634445454281084,True,estimated,C(worker_id)[T.15]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.01625170254814645,0.30885767152802435,0.0829360648153497,False,0.14630298448993895,False,False,True,M3_d_model_feat,0.07802145181871746,True,estimated,C(worker_id)[T.17]:d_model_feat
exploratory_diagnostic_pre_stage3,0.03134411552636027,0.2358354552169282,0.052166158084328555,False,0.13358978537164423,False,False,True,M3_d_model_feat,0.06536537857733109,True,estimated,C(worker_id)[T.2]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.03336935949599709,0.15343941396896657,0.047655299353307055,False,0.06003502723648474,False,False,True,M3_d_model_feat,0.05585575462861192,True,estimated,C(worker_id)[T.28]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.10723762618460073,0.2725757401793507,0.09689116488876312,False,0.08266905699737498,False,False,True,M3_d_model_feat,0.07013512269736268,True,estimated,C(worker_id)[T.29]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.019873963644661888,0.16995284512280562,0.04842520631823151,False,0.07503944073907187,False,False,True,M3_d_model_feat,0.05648438453680786,True,estimated,C(worker_id)[T.30]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.07117790400734499,0.09214832336834074,0.04166485392236881,False,0.010485209680497876,False,False,True,M3_d_model_feat,0.07394049533669564,True,estimated,C(worker_id)[T.31]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.07719746193011615,0.18700054601821062,0.06739745100722622,False,0.054901542044047236,False,False,True,M3_d_model_feat,0.06578630397503939,True,estimated,C(worker_id)[T.32]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.16164562753659467,0.32148914950537233,0.12324866761274669,False,0.07992176098438884,False,False,True,M3_d_model_feat,0.07480512014670693,True,estimated,C(worker_id)[T.33]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.05867326381255558,0.328899474409169,0.09887059648513381,False,0.1351131052983067,False,False,True,M3_d_model_feat,0.07624687009857052,True,estimated,C(worker_id)[T.34]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.09697364139239956,0.09792021844925375,0.04971782138817686,False,0.000473288528427096,False,False,True,M3_d_model_feat,0.07037790467508649,True,estimated,C(worker_id)[T.35]:d_model_feat
exploratory_diagnostic_pre_stage3,0.028991375004425557,0.27457040097766294,0.06264771070745852,False,0.15178088799104425,False,False,True,M3_d_model_feat,0.08138058066554396,True,estimated,C(worker_id)[T.36]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.036604484953706606,0.2996980593394638,0.08579146538091083,False,0.1315467871928786,False,False,True,M3_d_model_feat,0.07904486897889895,True,estimated,C(worker_id)[T.37]:d_model_feat
exploratory_diagnostic_pre_stage3,0.02652598223840688,0.24496242907356178,0.05572358337631503,False,0.13574420565598433,False,False,True,M3_d_model_feat,0.06379140237347775,True,estimated,C(worker_id)[T.6]:d_model_feat
exploratory_diagnostic_pre_stage3,-0.007009617159450171,0.1935798123704632,0.05117077283926362,False,0.09328509760550652,False,False,True,M3_d_model_feat,0.06160923964261281,True,estimated,C(worker_id)[T.8]:d_model_feat
exploratory_diagnostic_pre_stage3,0.6732169074396415,1.5619383050042022,0.22671464223585733,False,1.1175776062219218,False,False,False,M3_d_model_feat_local_max,0.17003103141788295,True,estimated,Intercept
exploratory_diagnostic_pre_stage3,-0.18869048131570498,0.5894319135103235,0.1985006109250073,False,0.20037071609730928,False,False,False,M3_d_model_feat_local_max,0.1979960859563394,True,estimated,C(worker_id)[T.10]
exploratory_diagnostic_pre_stage3,-0.49946603443926646,0.32539735137899223,0.21042433311690273,False,-0.08703434153013712,False,False,False,M3_d_model_feat_local_max,0.20857584747267294,True,estimated,C(worker_id)[T.11]
exploratory_diagnostic_pre_stage3,-0.4516592842855055,0.4588265607472056,0.23226679720222224,False,0.0035836382308500614,False,False,False,M3_d_model_feat_local_max,0.20414935739036755,True,estimated,C(worker_id)[T.12]
exploratory_diagnostic_pre_stage3,-0.4805929782653575,0.41254584740609124,0.22784153716108388,False,-0.03402356542963314,False,False,False,M3_d_model_feat_local_max,0.21044533624642703,True,estimated,C(worker_id)[T.13]
exploratory_diagnostic_pre_stage3,-0.5265562534462727,0.40366787382872377,0.23730207328443786,False,-0.06144418980877442,False,False,False,M3_d_model_feat_local_max,0.21165336260635553,True,estimated,C(worker_id)[T.15]
exploratory_diagnostic_pre_stage3,-0.6810113514722248,0.5394135674283497,0.31133288747463633,False,-0.07079889202193757,False,False,False,M3_d_model_feat_local_max,0.23922553776431202,True,estimated,C(worker_id)[T.17]
exploratory_diagnostic_pre_stage3,-0.40650187944348937,0.44395911397326504,0.2169543350552945,False,0.018728617264887837,False,False,False,M3_d_model_feat_local_max,0.2133423471842805,True,estimated,C(worker_id)[T.2]
exploratory_diagnostic_pre_stage3,-0.16120720133523675,0.6687980921729049,0.21173604426228104,False,0.2537954454188341,False,False,False,M3_d_model_feat_local_max,0.21213702710228705,True,estimated,C(worker_id)[T.28]
exploratory_diagnostic_pre_stage3,-0.7118314817574405,0.8098637835657252,0.38818756768448104,False,0.04901615090414241,False,False,False,M3_d_model_feat_local_max,0.23518945392992077,True,estimated,C(worker_id)[T.29]
exploratory_diagnostic_pre_stage3,-0.32148731524517365,0.5473376041356199,0.2216390100461208,False,0.11292514444522311,False,False,False,M3_d_model_feat_local_max,0.19883241739626165,True,estimated,C(worker_id)[T.30]
exploratory_diagnostic_pre_stage3,-0.3344115964229686,0.7501336935068821,0.27666971681883945,False,0.20786104854195675,False,False,False,M3_d_model_feat_local_max,0.2349635654400253,True,estimated,C(worker_id)[T.31]
exploratory_diagnostic_pre_stage3,-0.39787262504496496,0.5930470692467917,0.25278563629891754,False,0.09758722210091342,False,False,False,M3_d_model_feat_local_max,0.20484391386132383,True,estimated,C(worker_id)[T.32]
exploratory_diagnostic_pre_stage3,-0.5297914696613109,0.9008973198093857,0.36497162996701443,False,0.18555292507403748,False,False,False,M3_d_model_feat_local_max,0.2047067966206203,True,estimated,C(worker_id)[T.33]
exploratory_diagnostic_pre_stage3,-0.6666041113119267,0.6441247854716058,0.33436961652641134,False,-0.01123966292016046,False,False,False,M3_d_model_feat_local_max,0.21353584386715263,True,estimated,C(worker_id)[T.34]
