analysis_role,block3_generated,boundary,condition_number,convergence,design_columns,fold,formal_policy_frozen,formal_profile_frozen,formula,mae,mae_change_vs_P0,mae_change_vs_P1,mixed_model_status,model_name,model_rank,model_variant,n_test,n_train,new_building_categories,new_stage_categories,new_worker_categories,optimizer,prediction_interval_coverage,prediction_unseen_worker_fallback_rows,random_effect_eigenvalues_json,risk_channel_correlation_train,rmse,rmse_change_vs_P0,rmse_change_vs_P1,scientific_conclusion_prohibited,singular,spearman,status,test_buildings,test_tasks,test_workers,train_buildings,train_tasks,train_workers,transform_json,validation_kind,warnings
exploratory_diagnostic_pre_stage3,False,False,21.488782477467982,True,20,jtcxE69GiFV,False,False,quality ~ C(worker_id),0.08928240946980658,0.0,0.0015019257058899865,,P0,20,core,36,189,1,0,0,ols,0.9444444444444444,0,,,0.11965593435758987,0.0,0.005465941646248973,True,False,-0.18141438430031565,estimated,1,15,15,8,52,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,21.518194471704064,True,21,jtcxE69GiFV,False,False,quality ~ C(worker_id) + risk_z,0.08778048376391659,-0.0015019257058899865,0.0,,P1,21,core,36,189,1,0,0,ols,0.9444444444444444,0,,,0.11418999271134089,-0.005465941646248973,0.0,True,False,0.4620631967866565,estimated,1,15,15,8,52,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,1.0,False,2,jtcxE69GiFV,False,False,quality ~ risk_z,0.09034431241008758,0.0010619029402810093,0.002563828646170996,estimated,P2,2,core,36,189,1,0,0,lbfgs,0.8888888888888888,0,"[1.37932977539572e-05, 0.00010758833795600624]",,0.11705609150451096,-0.002599842853078904,0.0028660987931700688,True,False,0.6784220362848096,estimated,1,15,15,8,52,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,"Maximum Likelihood optimization failed to converge. Check mle_retvals;MixedLM optimization failed, trying a different optimizer may help.;Gradient optimization failed, |grad| = 8.202339;The MLE may be on the boundary of the parameter space."
exploratory_diagnostic_pre_stage3,False,False,47.53567981917205,True,41,jtcxE69GiFV,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_z + C(worker_id):d_model_feat_z,0.08460025754257856,-0.004682151927228012,-0.0031802262213380256,,P3_d_model_feat,41,raw_channel_exploratory,36,189,1,0,0,ols,0.9444444444444444,0,,0.9372264434253368,0.11681735832959861,-0.0028385760279912575,0.0026273656182577154,True,False,0.3624428863930988,estimated,1,15,15,8,52,20,"{""channel_residualization"": {""channel"": ""d_model_feat"", ""fit_source"": ""train_fold_only"", ""intercept"": -0.4044596184695064, ""residual_mean"": -2.8877547032049044e-15, ""residual_scale"": 0.32678597499608475, ""risk_slope"": 0.5104224540164402}, ""fields"": {""d_model_feat"": {""mean"": 2.3588897500661314, ""scale"": 0.9370976467491577}, ""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,26.313376004857968,True,41,jtcxE69GiFV,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_resid_z + C(worker_id):d_model_feat_resid_z,0.08605847537372159,-0.003223934096084985,-0.0017220083901949984,,P3_d_model_feat_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,36,189,1,0,0,ols,1.0,0,,0.9372264434253368,0.11326230309499427,-0.006393631262595595,-0.000927689616346622,True,False,0.5072398491744327,estimated,1,15,15,8,52,20,"{""channel_residualization"": {""channel"": ""d_model_feat"", ""fit_source"": ""train_fold_only"", ""intercept"": -0.4044596184695064, ""residual_mean"": -2.8877547032049044e-15, ""residual_scale"": 0.32678597499608475, ""risk_slope"": 0.5104224540164402}, ""fields"": {""d_model_feat"": {""mean"": 2.3588897500661314, ""scale"": 0.9370976467491577}, ""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,45.020615996549836,True,41,jtcxE69GiFV,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_local_max_z + C(worker_id):d_model_feat_local_max_z,0.07604346942495882,-0.013238940044847755,-0.011737014338957769,,P3_d_model_feat_local_max,41,raw_channel_exploratory,36,189,1,0,0,ols,1.0,0,,0.9565108203133689,0.09682895862802789,-0.02282697572956198,-0.017361034083313007,True,False,0.558079671662101,estimated,1,15,15,8,52,20,"{""channel_residualization"": {""channel"": ""d_model_feat_local_max"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.947740096601448, ""residual_mean"": -2.406070639610921e-15, ""residual_scale"": 0.3165239371758466, ""risk_slope"": 0.6032052348682013}, ""fields"": {""d_model_feat_local_max"": {""mean"": 4.213401298913578, ""scale"": 1.0851126444940864}, ""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,32.86325438262793,True,41,jtcxE69GiFV,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_local_max_resid_z + C(worker_id):d_model_feat_local_max_resid_z,0.08516458053551662,-0.004117828934289955,-0.0026159032283999684,,P3_d_model_feat_local_max_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,36,189,1,0,0,ols,1.0,0,,0.9565108203133689,0.10538954279504793,-0.014266391562541933,-0.00880044991629296,True,False,0.5668318436346617,estimated,1,15,15,8,52,20,"{""channel_residualization"": {""channel"": ""d_model_feat_local_max"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.947740096601448, ""residual_mean"": -2.406070639610921e-15, ""residual_scale"": 0.3165239371758466, ""risk_slope"": 0.6032052348682013}, ""fields"": {""d_model_feat_local_max"": {""mean"": 4.213401298913578, ""scale"": 1.0851126444940864}, ""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,37.123725505700605,True,41,jtcxE69GiFV,False,False,quality ~ C(worker_id) + risk_z + g_model_struct_z + C(worker_id):g_model_struct_z,0.09385607851772965,0.004573669047923071,0.006075594753813057,,P3_g_model_struct,41,raw_channel_exploratory,36,189,1,0,0,ols,0.9444444444444444,0,,0.39300456683415114,0.12336191220576717,0.0037059778481773054,0.009171919494426278,True,False,0.33631507888677814,estimated,1,15,15,8,52,20,"{""channel_residualization"": {""channel"": ""g_model_struct"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.6778272427230411, ""residual_mean"": -2.0207233887357345e-16, ""residual_scale"": 0.8538904021368843, ""risk_slope"": 0.21209534534845598}, ""fields"": {""g_model_struct"": {""mean"": 1.8260791153162614, ""scale"": 0.9286095594395127}, ""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,35.654330191680245,True,41,jtcxE69GiFV,False,False,quality ~ C(worker_id) + risk_z + g_model_struct_resid_z + C(worker_id):g_model_struct_resid_z,0.08889229622803432,-0.0003901132417722525,0.001111812464117734,,P3_g_model_struct_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,36,189,1,0,0,ols,0.9444444444444444,0,,0.39300456683415114,0.12350200234400416,0.003846067986414292,0.009312009632663265,True,False,0.3238303629847431,estimated,1,15,15,8,52,20,"{""channel_residualization"": {""channel"": ""g_model_struct"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.6778272427230411, ""residual_mean"": -2.0207233887357345e-16, ""residual_scale"": 0.8538904021368843, ""risk_slope"": 0.21209534534845598}, ""fields"": {""g_model_struct"": {""mean"": 1.8260791153162614, ""scale"": 0.9286095594395127}, ""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,71.40538282413794,True,41,jtcxE69GiFV,False,False,quality ~ C(worker_id) + risk_z + d_cal_A_z + C(worker_id):d_cal_A_z,0.12565541918393702,0.03637300971413045,0.037874935420020434,,P3_d_cal_A,41,raw_channel_exploratory,36,189,1,0,0,ols,0.9166666666666666,0,,0.9131487247172159,0.15943999168169612,0.03978405732410625,0.045249998970355226,True,False,0.07555183746901598,estimated,1,15,15,8,52,20,"{""channel_residualization"": {""channel"": ""d_cal_A"", ""fit_source"": ""train_fold_only"", ""intercept"": -2.028518494362621, ""residual_mean"": -7.706945017503732e-16, ""residual_scale"": 0.45797200303659324, ""risk_slope"": 0.5962362413304778}, ""fields"": {""d_cal_A"": {""mean"": 1.1994136391355097, ""scale"": 1.1235087603866023}, ""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,27.90259457012897,True,41,jtcxE69GiFV,False,False,quality ~ C(worker_id) + risk_z + d_cal_A_resid_z + C(worker_id):d_cal_A_resid_z,0.10751830244154338,0.018235892971736806,0.019737818677626792,,P3_d_cal_A_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,36,189,1,0,0,ols,0.8333333333333334,0,,0.9131487247172159,0.1358904754491663,0.016234541091576432,0.021700482737825405,True,False,0.18701332170780274,estimated,1,15,15,8,52,20,"{""channel_residualization"": {""channel"": ""d_cal_A"", ""fit_source"": ""train_fold_only"", ""intercept"": -2.028518494362621, ""residual_mean"": -7.706945017503732e-16, ""residual_scale"": 0.45797200303659324, ""risk_slope"": 0.5962362413304778}, ""fields"": {""d_cal_A"": {""mean"": 1.1994136391355097, ""scale"": 1.1235087603866023}, ""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,36.83440108367093,True,40,jtcxE69GiFV,False,False,quality ~ C(worker_id) + risk_z + C(worker_id):risk_z,0.09442951408979611,0.0051471046199895315,0.006649030325879518,,worker_x_risk_diagnostic,40,diagnostic,36,189,1,0,0,ols,0.9444444444444444,0,,,0.12444805276623275,0.004792118408642881,0.010258060054891854,True,False,0.38934294436758665,estimated,1,15,15,8,52,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,27.303266259961195,True,41,jtcxE69GiFV,False,False,quality ~ C(worker_id) + risk_z + C(worker_id):C(task_stratum),0.07745125363252238,-0.011831155837284196,-0.01032923013139421,,worker_x_stratum_diagnostic,41,risk_bucket_diagnostic_not_independent_condition,36,189,1,0,0,ols,1.0,0,,,0.10564385481571106,-0.014012079541878802,-0.00854613789562983,True,False,0.49166613139972914,estimated,1,15,15,8,52,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.4138475821180005, ""scale"": 1.7206780142487188}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,20.911980405287235,True,20,pRbA3pwrgk9,False,False,quality ~ C(worker_id),0.17494240967943298,0.0,0.01543072335087936,,P0,20,core,46,179,1,0,0,ols,0.6521739130434783,0,,,0.21965725646616563,0.0,0.016428798317863674,True,False,-0.08729779526873714,estimated,1,11,20,8,56,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,20.974004363208635,True,21,pRbA3pwrgk9,False,False,quality ~ C(worker_id) + risk_z,0.15951168632855361,-0.01543072335087936,0.0,,P1,21,core,46,179,1,0,0,ols,0.6521739130434783,0,,,0.20322845814830195,-0.016428798317863674,0.0,True,False,0.1677510870697967,estimated,1,11,20,8,56,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,1.0000000000000002,True,2,pRbA3pwrgk9,False,False,quality ~ risk_z,0.15924872650083924,-0.015693683178593737,-0.0002629598277143763,estimated,P2,2,core,46,179,1,0,0,lbfgs,0.6521739130434783,0,"[8.019876804027853e-06, 0.0009005085405249205]",,0.20283105438480079,-0.016826202081364844,-0.00039740376350116957,True,False,0.2366400445172095,estimated,1,11,20,8,56,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,The MLE may be on the boundary of the parameter space.;The Hessian matrix at the estimated parameter values is not positive definite.
exploratory_diagnostic_pre_stage3,False,False,97.45052009873284,True,41,pRbA3pwrgk9,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_z + C(worker_id):d_model_feat_z,0.1754897708210121,0.0005473611415791335,0.015978084492458494,,P3_d_model_feat,41,raw_channel_exploratory,46,179,1,0,0,ols,0.6739130434782609,0,,0.95173042407186,0.22321057285559884,0.0035533163894332087,0.019982114707296883,True,False,0.2863486387003919,estimated,1,11,20,8,56,20,"{""channel_residualization"": {""channel"": ""d_model_feat"", ""fit_source"": ""train_fold_only"", ""intercept"": -0.43357040845272055, ""residual_mean"": -5.755793110905839e-16, ""residual_scale"": 0.2976196740195166, ""risk_slope"": 0.5170232038887638}, ""fields"": {""d_model_feat"": {""mean"": 2.275094653030515, ""scale"": 0.9696499490281194}, ""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,27.15719004907869,True,41,pRbA3pwrgk9,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_resid_z + C(worker_id):d_model_feat_resid_z,0.1594107316522934,-0.015531678027139562,-0.00010095467626020094,,P3_d_model_feat_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,46,179,1,0,0,ols,0.717391304347826,0,,0.95173042407186,0.20461616667215016,-0.015041089794015472,0.0013877085238482023,True,False,0.16109038214202534,estimated,1,11,20,8,56,20,"{""channel_residualization"": {""channel"": ""d_model_feat"", ""fit_source"": ""train_fold_only"", ""intercept"": -0.43357040845272055, ""residual_mean"": -5.755793110905839e-16, ""residual_scale"": 0.2976196740195166, ""risk_slope"": 0.5170232038887638}, ""fields"": {""d_model_feat"": {""mean"": 2.275094653030515, ""scale"": 0.9696499490281194}, ""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,54.27205038891908,True,41,pRbA3pwrgk9,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_local_max_z + C(worker_id):d_model_feat_local_max_z,0.15192322067567587,-0.0230191890037571,-0.0075884656528777406,,P3_d_model_feat_local_max,41,raw_channel_exploratory,46,179,1,0,0,ols,0.5869565217391305,0,,0.957680678000871,0.19576450086238084,-0.023892755603784788,-0.007463957285921113,True,False,0.30682413903391115,estimated,1,11,20,8,56,20,"{""channel_residualization"": {""channel"": ""d_model_feat_local_max"", ""fit_source"": ""train_fold_only"", ""intercept"": 1.0854559753826054, ""residual_mean"": -1.0221494662470715e-15, ""residual_scale"": 0.3083114464160512, ""risk_slope"": 0.574713235680726}, ""fields"": {""d_model_feat_local_max"": {""mean"": 4.096356937180219, ""scale"": 1.0711477278243495}, ""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,23.264031189100773,True,41,pRbA3pwrgk9,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_local_max_resid_z + C(worker_id):d_model_feat_local_max_resid_z,0.14768281623512824,-0.02725959344430473,-0.01182887009342537,,P3_d_model_feat_local_max_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,46,179,1,0,0,ols,0.5869565217391305,0,,0.957680678000871,0.19052585503620387,-0.029131401429961762,-0.012702603112098088,True,False,0.27962626057884493,estimated,1,11,20,8,56,20,"{""channel_residualization"": {""channel"": ""d_model_feat_local_max"", ""fit_source"": ""train_fold_only"", ""intercept"": 1.0854559753826054, ""residual_mean"": -1.0221494662470715e-15, ""residual_scale"": 0.3083114464160512, ""risk_slope"": 0.574713235680726}, ""fields"": {""d_model_feat_local_max"": {""mean"": 4.096356937180219, ""scale"": 1.0711477278243495}, ""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,33.477166500981895,True,41,pRbA3pwrgk9,False,False,quality ~ C(worker_id) + risk_z + g_model_struct_z + C(worker_id):g_model_struct_z,0.16997906874436633,-0.004963340935066646,0.010467382415812715,,P3_g_model_struct,41,raw_channel_exploratory,46,179,1,0,0,ols,0.6304347826086957,0,,0.30719014886139084,0.2164491081711191,-0.0032081482950465368,0.013220650022817138,True,False,-0.08153196217142324,estimated,1,11,20,8,56,20,"{""channel_residualization"": {""channel"": ""g_model_struct"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.7728529835413052, ""residual_mean"": -2.183231869653939e-16, ""residual_scale"": 0.9050220162345036, ""risk_slope"": 0.16367076838918032}, ""fields"": {""g_model_struct"": {""mean"": 1.6303179649723294, ""scale"": 0.9510048548049919}, ""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,29.98958416294856,True,41,pRbA3pwrgk9,False,False,quality ~ C(worker_id) + risk_z + g_model_struct_resid_z + C(worker_id):g_model_struct_resid_z,0.16880797678141696,-0.006134432898016018,0.009296290452863343,,P3_g_model_struct_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,46,179,1,0,0,ols,0.5869565217391305,0,,0.30719014886139084,0.21611350188724238,-0.0035437545789232527,0.012885043738940422,True,False,-0.028061303167925544,estimated,1,11,20,8,56,20,"{""channel_residualization"": {""channel"": ""g_model_struct"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.7728529835413052, ""residual_mean"": -2.183231869653939e-16, ""residual_scale"": 0.9050220162345036, ""risk_slope"": 0.16367076838918032}, ""fields"": {""g_model_struct"": {""mean"": 1.6303179649723294, ""scale"": 0.9510048548049919}, ""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,91.90182519095058,True,41,pRbA3pwrgk9,False,False,quality ~ C(worker_id) + risk_z + d_cal_A_z + C(worker_id):d_cal_A_z,0.15917392462528174,-0.015768485054151238,-0.00033776170327187716,,P3_d_cal_A,41,raw_channel_exploratory,46,179,1,0,0,ols,0.6521739130434783,0,,0.9548785728458251,0.20142050333568795,-0.01823675313047768,-0.0018079548126140044,True,False,0.3565944064108692,estimated,1,11,20,8,56,20,"{""channel_residualization"": {""channel"": ""d_cal_A"", ""fit_source"": ""train_fold_only"", ""intercept"": -2.3295886309856493, ""residual_mean"": -8.286357323459269e-16, ""residual_scale"": 0.3740432243530236, ""risk_slope"": 0.6737514859921517}, ""fields"": {""d_cal_A"": {""mean"": 1.2001699881690722, ""scale"": 1.259419708068398}, ""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,35.728153609289365,True,41,pRbA3pwrgk9,False,False,quality ~ C(worker_id) + risk_z + d_cal_A_resid_z + C(worker_id):d_cal_A_resid_z,0.17233814764551872,-0.0026042620339142564,0.012826461316965104,,P3_d_cal_A_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,46,179,1,0,0,ols,0.7391304347826086,0,,0.9548785728458251,0.221227253793639,0.0015699973274733714,0.017998795645337046,True,False,0.0798667859394804,estimated,1,11,20,8,56,20,"{""channel_residualization"": {""channel"": ""d_cal_A"", ""fit_source"": ""train_fold_only"", ""intercept"": -2.3295886309856493, ""residual_mean"": -8.286357323459269e-16, ""residual_scale"": 0.3740432243530236, ""risk_slope"": 0.6737514859921517}, ""fields"": {""d_cal_A"": {""mean"": 1.2001699881690722, ""scale"": 1.259419708068398}, ""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,52.54898431253229,True,40,pRbA3pwrgk9,False,False,quality ~ C(worker_id) + risk_z + C(worker_id):risk_z,0.1600701213102362,-0.014872288369196768,0.0005584349816825929,,worker_x_risk_diagnostic,40,diagnostic,46,179,1,0,0,ols,0.6739130434782609,0,,,0.2037796771465304,-0.015877579319635238,0.0005512189982284366,True,False,0.26457800129758374,estimated,1,11,20,8,56,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,24.517666237874433,True,41,pRbA3pwrgk9,False,False,quality ~ C(worker_id) + risk_z + C(worker_id):C(task_stratum),0.1624664679773124,-0.012475941702120574,0.0029547816487587863,,worker_x_stratum_diagnostic,41,risk_bucket_diagnostic_not_independent_condition,46,179,1,0,0,ols,0.6521739130434783,0,,,0.20994736736713024,-0.00970988909903539,0.006718909218828284,True,False,0.16657929638805913,estimated,1,11,20,8,56,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.238962276954205, ""scale"": 1.7849205804471744}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,22.31269094349751,True,20,pa4otMbVnkk,False,False,quality ~ C(worker_id),0.06604597560027972,0.0,-7.038216240803918e-06,,P0,20,core,20,205,1,0,0,ols,1.0,0,,,0.08125491576100036,0.0,-0.00989320382155981,True,False,0.5069683085757416,estimated,1,10,16,8,57,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.466016789869053, ""scale"": 1.7379862307454157}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,22.32609090561202,True,21,pa4otMbVnkk,False,False,quality ~ C(worker_id) + risk_z,0.06605301381652053,7.038216240803918e-06,0.0,,P1,21,core,20,205,1,0,0,ols,1.0,0,,,0.09114811958256017,0.00989320382155981,0.0,True,False,0.4445280494882781,estimated,1,10,16,8,57,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.466016789869053, ""scale"": 1.7379862307454157}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,1.0000000000000007,True,2,pa4otMbVnkk,False,False,quality ~ risk_z,0.06507438636350618,-0.0009715892367735401,-0.000978627453014344,estimated,P2,2,core,20,205,1,0,0,lbfgs,0.95,0,"[1.2253516347504473e-06, 0.000341240691729075]",,0.09286597387418816,0.0116110581131878,0.0017178542916279904,True,False,0.35276422201354046,estimated,1,10,16,8,57,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.466016789869053, ""scale"": 1.7379862307454157}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,The MLE may be on the boundary of the parameter space.;The Hessian matrix at the estimated parameter values is not positive definite.
exploratory_diagnostic_pre_stage3,False,False,49.09772653532961,True,41,pa4otMbVnkk,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_z + C(worker_id):d_model_feat_z,0.09645366100263138,0.030407685402351656,0.030400647186110852,,P3_d_model_feat,41,raw_channel_exploratory,20,205,1,0,0,ols,0.95,0,,0.9440918676290806,0.13821833811956946,0.056963422358569105,0.047070218537009295,True,False,0.10831140292100178,estimated,1,10,16,8,57,20,"{""channel_residualization"": {""channel"": ""d_model_feat"", ""fit_source"": ""train_fold_only"", ""intercept"": -0.47491042508761155, ""residual_mean"": 8.578503761006087e-16, ""residual_scale"": 0.31669006846437736, ""risk_slope"": 0.5218028958859416}, ""fields"": {""d_model_feat"": {""mean"": 2.3772729648272404, ""scale"": 0.9605911027391166}, ""risk"": {""mean"": 5.466016789869053, ""scale"": 1.7379862307454157}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,22.93174517602648,True,41,pa4otMbVnkk,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_resid_z + C(worker_id):d_model_feat_resid_z,0.06742348557949854,0.0013775099792188161,0.0013704717629780122,,P3_d_model_feat_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,20,205,1,0,0,ols,0.95,0,,0.9440918676290806,0.09701695020131311,0.015762034440312753,0.005868830618752943,True,False,0.49266645078650106,estimated,1,10,16,8,57,20,"{""channel_residualization"": {""channel"": ""d_model_feat"", ""fit_source"": ""train_fold_only"", ""intercept"": -0.47491042508761155, ""residual_mean"": 8.578503761006087e-16, ""residual_scale"": 0.31669006846437736, ""risk_slope"": 0.5218028958859416}, ""fields"": {""d_model_feat"": {""mean"": 2.3772729648272404, ""scale"": 0.9605911027391166}, ""risk"": {""mean"": 5.466016789869053, ""scale"": 1.7379862307454157}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,42.60620791981498,True,41,pa4otMbVnkk,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_local_max_z + C(worker_id):d_model_feat_local_max_z,0.1315207222744051,0.06547474667412537,0.06546770845788456,,P3_d_model_feat_local_max,41,raw_channel_exploratory,20,205,1,0,0,ols,0.75,0,,0.9570756606360048,0.18868290246944058,0.10742798670844023,0.09753478288688042,True,False,0.2880782452690533,estimated,1,10,16,8,57,20,"{""channel_residualization"": {""channel"": ""d_model_feat_local_max"", ""fit_source"": ""train_fold_only"", ""intercept"": 1.0536294271027733, ""residual_mean"": 1.1048073025538143e-16, ""residual_scale"": 0.310421862235989, ""risk_slope"": 0.5897889377737269}, ""fields"": {""d_model_feat_local_max"": {""mean"": 4.277425663452999, ""scale"": 1.0710177837095245}, ""risk"": {""mean"": 5.466016789869053, ""scale"": 1.7379862307454157}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
