F_struct_EB,F_struct_raw,Q_GT_raw,Q_GT_support,Q_GT_task_adjusted,R_LOO,R_peer_all,R_peer_stable,R_peer_support,active_time_raw_median,active_time_support,active_time_task_adjusted,analysis_role,analysis_scope,block3_generated,evaluability_status,formal_policy_frozen,formal_profile_frozen,global_policy_eligible_field,ordinary_n,profile_formal_frozen,risk_evidence_n,risk_max,risk_min,risk_span,scientific_conclusion_prohibited,stage,stress_n,structural_denominator,structural_numerator,substage_block,worker_id
,0.0,0.9064013880960314,32,,,0.9791622856883342,0.9791622856883342,35,,0,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,0,,0,,,,True,C1,0,35,0,C1-A,1
,,0.6815008076127471,2,,,,,0,98.5,2,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,1,,2,6.831342493839091,4.222100206664882,2.609242287174209,True,C2A_RP,1,0,,Block1,1
,,0.7420373185442593,2,,,,,0,204.0,2,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,1,,2,5.76678693413434,3.9847071562262193,1.782079777908121,True,C2A_RP,1,0,,Block2,1
,,0.9079045383986958,8,,,,,0,57.0,8,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,5,,7,6.457935204966335,3.890175999177667,2.5677592057886685,True,C2B,2,0,,C2-B,1
,,,0,,,,,0,51.0,57,,diagnostic_pre_stage3,stage_observed_evidence,False,not_evaluable,False,False,,0,,0,,,,True,P1,0,0,,PreScreen,1
,0.03125,0.9810268313931393,31,,,0.9855442635816809,0.9855442635816809,31,,0,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,0,,0,,,,True,C1,0,32,1,C1-A,2
,,0.8678467657180539,1,,,,,0,340.5,2,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,1,,1,4.9245298917348865,4.9245298917348865,0.0,True,C2A_RP,0,0,,Block1,2
,,0.9594510211239018,2,,,,,0,173.0,2,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,1,,2,8.146315693268235,4.71539312866952,3.430922564598715,True,C2A_RP,1,0,,Block2,2
,,0.96401319148349,7,,,,,0,188.0,8,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,4,,7,9.481862942795813,3.6156052152509655,5.866257727544847,True,C2B,3,0,,C2-B,2
,,,0,,,,,0,37.0,57,,diagnostic_pre_stage3,stage_observed_evidence,False,not_evaluable,False,False,,0,,0,,,,True,P1,0,0,,PreScreen,2
,0.03333333333333333,0.9150364601623665,29,,,0.9871248754230123,0.9871248754230123,29,,0,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,0,,0,,,,True,C1,0,30,1,C1-A,6
,,0.9185348961472075,2,,,,,0,150.0,2,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,1,,2,5.939462050146197,4.15793460464612,1.7815274455000774,True,C2A_RP,1,0,,Block1,6
,,0.8532670767381365,2,,,,,0,95.0,2,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,1,,2,7.29202638738098,4.418088103411216,2.873938283969764,True,C2A_RP,1,0,,Block2,6
,,0.917852249558631,8,,,,,0,104.0,8,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,5,,8,9.481862942795813,3.446418996433377,6.035443946362435,True,C2B,3,0,,C2-B,6
,,,0,,,,,0,45.0,57,,diagnostic_pre_stage3,stage_observed_evidence,False,not_evaluable,False,False,,0,,0,,,,True,P1,0,0,,PreScreen,6
,0.0,0.9371522761942693,28,,,0.9874725205042973,0.9874725205042973,29,,0,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,0,,0,,,,True,C1,0,29,0,C1-A,8
,,0.9290033659749304,2,,,,,0,321.5,2,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,1,,2,9.481862942795813,3.768993304208514,5.712869638587298,True,C2A_RP,1,0,,Block1,8
,,0.8671964131924925,2,,,,,0,98.0,2,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,1,,2,5.939462050146197,3.9778924598625696,1.9615695902836277,True,C2A_RP,1,0,,Block2,8
,,0.8954207551489617,8,,,,,0,271.5,8,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,5,,8,8.745138446780821,3.446418996433377,5.298719450347444,True,C2B,3,0,,C2-B,8
,,,0,,,,,0,203.0,57,,diagnostic_pre_stage3,stage_observed_evidence,False,not_evaluable,False,False,,0,,0,,,,True,P1,0,0,,PreScreen,8
,0.0,0.9221610916782385,29,,,0.9860083599251119,0.9860083599251119,28,,0,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,0,,0,,,,True,C1,0,28,0,C1-A,10
,,0.7839671252119877,2,,,,,0,126.0,2,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,1,,2,14.109703699097196,4.139632060675147,9.970071638422048,True,C2A_RP,1,0,,Block1,10
,,0.9340172671772902,2,,,,,0,101.0,2,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,1,,2,6.238125014667176,3.6223209441163284,2.6158040705508476,True,C2A_RP,1,0,,Block2,10
,,0.9095155515644202,8,,,,,0,104.5,8,,diagnostic_pre_stage3,stage_observed_evidence,False,estimated,False,False,,5,,7,6.457935204966335,3.890175999177667,2.5677592057886685,True,C2B,2,0,,C2-B,10
,,,0,,,,,0,62.0,57,,diagnostic_pre_stage3,stage_observed_evidence,False,not_evaluable,False,False,,0,,0,,,,True,P1,0,0,,PreScreen,10
