image_id,building,hohonet_rotation_dmask,ulayout_rotation_dmask,bi_enclosed_rotation_dmask,bi_extended_rotation_dmask,hohonet_topology_change,bi_enclosed_topology_change,bi_extended_topology_change,hohonet_point_count_mean,bi_enclosed_point_count_mean,bi_extended_point_count_mean,bi_heads_boundary_difference,bi_heads_point_count_disagreement,bi_raw_head_height_difference,hohonet_bi_enclosed_difference,hohonet_bi_extended_difference,hohonet_ulayout_difference,bi_enclosed_ulayout_difference,bi_extended_ulayout_difference,hohonet_fallback_warning_phases,hohonet_raw_vs_exported_boundary_max_pixel_difference,hohonet_postprocessing_displacement,bi_enclosed_postprocessing_displacement,bi_extended_postprocessing_displacement,three_architecture_disagreement_enclosed,three_architecture_disagreement_extended
X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268,X7HyMhZNoso,0.00271158051303,0.000542182625032,0.00114422910258,0.00121574147178,0,1,1,16,17,19.5,0.000670944722297,0.75,1.23055225983,0.0162978925901,0.0159686605997,0.0165070715223,0.0136437847067,0.0131710277166,0,0,0.332446016671,0.322177252211,0.32105077194,0.015482916273,0.0152155866129
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,0.00259022601301,0.000457525223766,0.00164108901211,0.00162164292244,0,0,0,12,12,12,0.00020877056121,0,1.01027472317,0.0114063593008,0.011388949411,0.0154108946692,0.013770788273,0.0138106801908,0,0,0.283425598126,0.271738580053,0.271707056166,0.0135293474143,0.0135368414237
X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc,X7HyMhZNoso,0.00223576594359,0.000695429173352,0.000392032227546,0.000478696037602,0,0,0,8,8,8,0.000438185180848,0,1.00519986078,0.0251772375617,0.0254814549865,0.0266060430463,0.0160122431966,0.0161428174899,0,0,0.127783261755,0.11546084379,0.115911143338,0.0225985079349,0.0227434385076
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,0.00244412416525,0.000430679665023,0.00189283297733,0.00189649411942,1,1,1,13,17,17,0.000552531274074,0,1.30100655928,0.0108039408449,0.0105490511884,0.0164322539641,0.0146838245637,0.0141821566405,0,0,0.332916571797,0.315968805135,0.316306172498,0.0139733397909,0.013721153931
X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c,X7HyMhZNoso,0.00367792852289,0.0010761494097,0.000816097398475,0.000850053785843,0,0,0,8,8,8,0.000556477841884,0,0.840322963893,0.0348044806319,0.0349371848831,0.0170429814163,0.0250757285783,0.0249861694987,0,0,0.208419003769,0.214199811467,0.214332255677,0.0256410635422,0.025655445266
X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,X7HyMhZNoso,0.00308856391228,0.000730322216242,0.00107636015468,0.0011141542846,0,0,0,16,12,12,0.000549623736451,0,0.50773909688,0.0291786462114,0.0294528921925,0.0258386272352,0.0188551053922,0.0191468441705,0,0,0.268769296812,0.259488522161,0.259160712692,0.0246241262796,0.0248127878661
X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,X7HyMhZNoso,0.00303039218775,0.000564162122582,0.00115852673755,0.00117979755026,0,0,0,12,12,12,0.000370415428346,0,0.971428211778,0.011192616833,0.0110991615311,0.0184716246695,0.0105678779323,0.0106313173981,0,0,0.147843035016,0.143281835138,0.145623614474,0.0134107064783,0.0134007011996
X7HyMhZNoso_445ae0203f294b5c9889505576e37998,X7HyMhZNoso,0.00250622464299,0.000628768158546,0.00135316551096,0.00140664004734,0,0,0,8,8,8,0.000642394808889,0,0.935124140233,0.0141977299088,0.0146451487651,0.0158575727561,0.0102569045788,0.0104596564839,0,0,0.313082233067,0.296293445359,0.29518806345,0.0134374024146,0.0136541260017
X7HyMhZNoso_84cc1504051f4b1c9492dfab5dce84f9,X7HyMhZNoso,0.00362673678597,0.000608698506411,0.00103274201805,0.000959210683258,0,0,0,8,8,8,0.00038937083687,0,0.933671038598,0.0244027106721,0.0244166435913,0.0241161629242,0.00957802159645,0.00954351008702,0,0,0.255290778956,0.255695552526,0.255990572248,0.0193656317309,0.0193587722009
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,0.0024432619214,0.000395098932227,0.000865645430871,0.000924212422251,0,0,0,8,8,8,0.000433727610992,0,0.930896610022,0.0169081507626,0.0168976478493,0.0215611301434,0.0106055092934,0.0101925261309,0,0,0.172756449061,0.169999895391,0.169881533363,0.0163582633998,0.0162171013745
X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20,X7HyMhZNoso,0.00229522618714,0.000372070577733,0.00104845664226,0.00102561013457,0,0,0,8,8,8,0.000317974536191,0,0.986541636288,0.0119186511212,0.0120905898594,0.0193250629134,0.0132505875944,0.0132347520204,0,0,0.237487677923,0.231740198858,0.232311782253,0.0148314338764,0.0148834682644
X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,X7HyMhZNoso,0.00384166389185,0.00135552810572,0.00178762166035,0.00186375117839,0,1,1,16,19,19,0.000430402237672,0,1.41578675434,0.0427295780679,0.0429490866705,0.0251356460097,0.0422000780659,0.0422016608192,0,0,0.177203329192,0.422380823512,0.422458804601,0.0366884340478,0.0367621311664
X7HyMhZNoso_a830b673f439458aa54a716194d972b7,X7HyMhZNoso,0.00219237606713,0.000614893741589,0.000659433103977,0.000644180528182,0,0,0,8,8,8,0.000343931365933,0,0.84877583012,0.0189930208458,0.0190351472284,0.0146166286122,0.0117555217314,0.0117077322094,0,0,0.136221743659,0.132024529425,0.132287842013,0.0151217237298,0.0151198360167
X7HyMhZNoso_b1e740fa45384144b55ef6675440756b,X7HyMhZNoso,0.00245434900327,0.000540017038439,0.00117383888806,0.00124643425163,0,0,0,12,12,12,0.000756944060138,0,0.928851149976,0.0254156823141,0.0252739900107,0.0261318268188,0.0264156596686,0.0257093454871,0,0,0.185985966045,0.18377677964,0.184143649963,0.0259877229339,0.0257050541056
X7HyMhZNoso_b6bb4e844c5b43ad92904f258660bcaf,X7HyMhZNoso,0.00204499338534,0.00049294725684,0.000952135428934,0.000950442591094,0,0,0,8,8,8,0.000186903486215,0,0.904123563319,0.010873533242,0.0107709154015,0.0186731754312,0.0139850815743,0.0139535568328,0,0,0.204010320266,0.194208820347,0.194497647535,0.0145105967492,0.0144658825552
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,0.00688410968001,0.00446779071788,0.000985470161656,0.000896993977839,0,1,1,24,27,27.5,0.00199560908073,0.25,0.544638808817,0.0521847790147,0.0530787690783,0.0812707669212,0.0575459271233,0.0568865859469,0,0,0.101498753965,0.133567661726,0.135147814793,0.0636671576864,0.0637453739821
X7HyMhZNoso_cd608227f6c94b91af3db8bf6cd28abd,X7HyMhZNoso,0.00260351299581,0.000511119045165,0.00107948315254,0.00104483746378,0,0,0,8,8,8,0.000665087685861,0,0.817475497723,0.0258947418739,0.0259693888526,0.023087795873,0.0108039952975,0.0104602978244,0,0,0.146701902695,0.143178049,0.143766294498,0.0199288443481,0.01983916085
X7HyMhZNoso_e40ff9839f0b4a35a25e9dc16d391ae4,X7HyMhZNoso,0.00207819900923,0.000383933155729,0.00147725180611,0.00137192940765,0,0,0,8,8,8,0.000224587992415,0,0.971792224795,0.00698847447998,0.00696705151865,0.0139453857313,0.0114143081195,0.0114066386575,0,0,0.29794762179,0.283423751383,0.283646328748,0.0107827227769,0.0107730253025
X7HyMhZNoso_e9ae19c83e6243dd81b7213ba5f8c329,X7HyMhZNoso,0.00249324693102,0.000462708531903,0.00208342752413,0.0020507966993,0,0,0,8,8,8,0.000280962728007,0,0.969426158816,0.00668523818359,0.00659669198462,0.0122180949994,0.0142756248455,0.0139969056299,0,0,0.331612883775,0.325563019775,0.325618681258,0.0110596526761,0.0109372308713
X7HyMhZNoso_ecda3dd2f5a44ac3a7b365de9e13c09b,X7HyMhZNoso,0.002196162572,0.000414153016418,0.00211894568505,0.00204077318114,0,0,0,8,8,8,0.000296994140235,0,0.951732840389,0.0108330395807,0.0109673611255,0.0182502621144,0.0141437751425,0.0140819225581,0,0,0.317820759492,0.311605394658,0.312026842612,0.0144090256125,0.0144331819326
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,0.00228277661634,0.000511096596837,0.00132445613547,0.00129819332729,0,0,0,8,8,8,0.000410128948884,0,0.997703433037,0.00624119699592,0.00628054850462,0.0103013566245,0.00819518606541,0.00825601119617,0,0,0.262959699217,0.253835953754,0.254209344324,0.00824591322861,0.00827930544176
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,0.0028352449895,0.000493781855485,0.00109467703709,0.00113433052976,0,0,0,8,8,8,0.000451638975936,0,1.01866551116,0.0158794729246,0.016239905156,0.0112041047748,0.0150461572583,0.0153014970607,0,0,0.238871574472,0.236634483397,0.237222738617,0.0140432449859,0.0142485023305
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,0.00366349389267,0.0006027241096,0.000782498040278,0.000895829362994,0,0,0,12,12,12,0.000376999601337,0,0.98895348981,0.0268580910825,0.0269631331894,0.0349632387978,0.00992429539751,0.00993570405311,0,0,0.192646807874,0.196224329129,0.196139486374,0.0239152084259,0.0239540253467
Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f,Z6MFQCViBuw,0.0044297740477,0.00110922295348,0.000990115995191,0.000977629426284,0,0,0,8,8,8,0.000714870743015,0,3.53045718744,0.0343631708586,0.0339562286098,0.0375857343749,0.0127549779443,0.0129216173769,0,0,0.262403777784,0.248380352162,0.250312246973,0.0282346277259,0.0281545267872
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,0.00605541833997,0.0012619131326,0.00217830595242,0.00221529603944,0,0,1,8,8,9,0.00106761141147,0.25,4.17973923311,0.059922937116,0.0599844694532,0.0549625031871,0.0693089347161,0.0699830241824,0,0,0.295235441117,0.288575366603,0.288668858671,0.0613981250064,0.0616433322742
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,0.00546392938665,0.0015144882096,0.00131718789766,0.0012762203845,0,0,0,12,8,8,0.00144958252277,0,3.53807692975,0.0754425089566,0.0742321485299,0.0607942720314,0.043495475797,0.0426860407289,0,0,0.125979538097,0.229675680446,0.228368112832,0.0599107522617,0.0592374870967
Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,Z6MFQCViBuw,0.00506651010613,0.00236749317087,0.00179825754702,0.00195477993967,0,0,0,8,8,8,0.00192026418355,0,3.17339612171,0.0856859632194,0.084685439023,0.0572805224222,0.0458985035529,0.0451423291178,0,0,0.184671998722,0.182681358311,0.182883164484,0.0629549963982,0.0623694301877
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,0.005521952714,0.000924162512399,0.00146616247839,0.00145865860582,0,0,0,8,8,8,0.000568246362424,0,4.14992779121,0.055922921686,0.0555884122672,0.0413544886848,0.0356297136877,0.0353789126035,0,0,0.283955934949,0.274152394031,0.273999984092,0.0443023746862,0.0441072711852
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,0.00519300403758,0.00220424241428,0.00266098804575,0.00361604960165,0,0,0,8,16,16,0.0242021615981,0,2.9960590452,0.125880141528,0.111726981298,0.0772947408247,0.130534183823,0.126930377913,0,0,0.343448512488,0.0821872070107,0.0851642769416,0.111236355392,0.105317366679
Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179,Z6MFQCViBuw,0.00598199507844,0.000911492913381,0.00147148275849,0.00139354972653,0,0,0,8,8,8,0.00146006180183,0,4.12978012487,0.0286974135315,0.0299048351901,0.0581132462916,0.0345933024114,0.0338030392699,0,0,0.170144549007,0.167305255943,0.167494828709,0.0404679874115,0.0406070402505
Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45,Z6MFQCViBuw,0.00585255749455,0.000751056058939,0.00146587309981,0.00160112121246,0,0,0,8,8,8,0.000688748784744,0,4.29979874194,0.0520666452939,0.0515401106461,0.0531338677522,0.0572901943191,0.0572545911385,0,0,0.273852558981,0.248282008281,0.248916581394,0.0541635691217,0.0539761898456
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,0.00615194961659,0.00126760668517,0.00135231130164,0.00132712935342,0,0,0,8,8,8,0.000857135065176,0,4.2763393186,0.0720217520932,0.07181681195,0.047912748621,0.0677854784987,0.0673023112115,0,0,0.283504570603,0.278763737373,0.279474403063,0.0625733264043,0.0623439572608
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,0.00566949760989,0.0009763005451,0.00162159947095,0.00169976212153,0,0,0,8,8,8,0.00177092343098,0,4.03230408952,0.0153962249334,0.0154806871098,0.0465069299313,0.0499082792861,0.0507065458049,0,0,0.189408953999,0.190832404469,0.191601111954,0.0372704780503,0.0375647209487
ZMojNkEp431_1223ee164fc040c0bd13c366f7a22059,ZMojNkEp431,0.00256196968902,0.000827226547254,0.0024645721639,0.00241917650394,0,0,0,8,8,8,0.000501788618339,0,0.861098580062,0.0671282721321,0.0667713255467,0.0689894111382,0.0134949460451,0.0133642049471,0,0,0.423432808966,0.420452271065,0.418194028554,0.0498708764385,0.0497083138773
ZMojNkEp431_f1bb3acca4ed4aada739514b1f2a44bd,ZMojNkEp431,0.00296975412857,0.00108889747587,0.00247564286103,0.00233258579475,0,0,0,8,8,8,0.0028599220725,0,0.873206019402,0.0716525094202,0.0715863784737,0.0725130388218,0.0284653464564,0.0300282679407,0,0,0.43652906835,0.361455680196,0.363207001888,0.0575436315661,0.0580425617454
b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2,b8cTxDM8gDG,0.00426314232837,0.00112649089831,0.00162817848899,0.00161431426859,0,0,0,8,8,8,0.00130276577158,0,0.978959616274,0.0412010413087,0.0418389210706,0.0265861150781,0.0308659336836,0.0318470638628,0,0,0.277985730926,0.267200227019,0.267350615695,0.0328843633568,0.0334240333372
b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd,b8cTxDM8gDG,0.0034616662553,0.000891854336968,0.00118530227204,0.00121033421085,0,0,0,12,12,12,0.00043027319965,0,0.978991679847,0.0323884983449,0.0321244289325,0.0215581002804,0.0240478785684,0.023904664145,0,0,0.224128085341,0.197132229977,0.197346445026,0.0259981590646,0.025862397786
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG,0.00288047446419,0.000721321543195,0.00131478517939,0.00138152905858,0,0,0,8,8,8,0.000430123351863,0,1.35470541194,0.0334623383876,0.0336607855959,0.0396478314034,0.0150394941282,0.0149615331505,0,0,0.234175867597,0.23014643758,0.230536973913,0.0293832213064,0.0294233833833
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,0.00458688022838,0.00108357877384,0.00238148899762,0.0022224659558,1,0,0,19,12,12,0.00220805273855,0,0.65055102855,0.0630267263134,0.0622998550373,0.0514800408527,0.0391780865179,0.0380657663574,0,0,0.403996545922,0.346657718956,0.344491036321,0.0512282845613,0.0506152207491
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG,0.0046044295167,0.00108186632104,0.00315286688967,0.00314434823645,0,0,0,12,8,8,0.000518893802394,0,0.693819154054,0.0364395815084,0.0368781618687,0.0286209481878,0.048371210368,0.0486420580586,0,0,0.465770037018,0.491701200025,0.493775534727,0.0378105800214,0.0380470560384
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG,0.00213022213902,0.000416621908403,0.00316333005985,0.00311767593325,0,0,0,8,8,8,0.000281898877941,0,1.42205082253,0.0127822947937,0.012875297484,0.0182180217779,0.0103730429083,0.0103576931283,0,0,0.660814375976,0.646229292995,0.646817073252,0.0137911198267,0.0138170041301
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,0.0025908079614,0.00072547763091,0.00088112027886,0.00086754864754,0,0,0,8,12,12,0.000358345935135,0,1.42559111491,0.0253036513187,0.0250603029939,0.0353610140675,0.0191296067611,0.019203217073,0,0,0.260734148761,0.235590849403,0.233740557078,0.0265980907158,0.0265415113782
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,0.00495190810507,0.00112064103631,0.00239366298251,0.00239126762958,0,0,0,12,12,12,0.000767707315544,0,0.666439585388,0.0438521407298,0.0442095290238,0.0441119295516,0.0261843031561,0.0263250304514,0,0,0.384878424074,0.457533985669,0.453920895409,0.0380494578125,0.0382154963423
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG,0.00589233703588,0.00167616937384,0.0153738453432,0.00304369212031,0,1,0,20,33.5,24,0.0205684879021,0.5,1.06502823904,0.0584875005657,0.0607728730402,0.0460192308546,0.0451192471074,0.0535110998044,0,0,0.483569201556,0.479314221791,0.513417355228,0.0498753261759,0.053434401233
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,0.00266495999045,0.000849737070412,0.0013689199282,0.00132577771737,0,0,1,8,8,9,0.0039191341831,0.25,0.581677410752,0.0137083968134,0.0131621381279,0.0258345086925,0.0269306434006,0.0279453363621,0,0,0.124513289161,0.120774279911,0.123183377056,0.0221578496355,0.0223139943942
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,0.0024519175641,0.000419079471519,0.00207356342712,0.00214935209433,0,0,0,8,8,8,0.00123886238733,0,1.50709548965,0.0268275796967,0.0262550274409,0.020932063498,0.0227930256036,0.0217108218889,0,0,0.429622940104,0.467002799753,0.47554662747,0.0235175562661,0.0229659709426
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,0.00531079929816,0.00117879535799,0.00211062618543,0.00224129711649,0,0,0,8,8,8,0.00454207292951,0,0.629431329668,0.0465367672659,0.0485049904443,0.0624358034711,0.0802415854296,0.0837178508356,0,0,0.356756870498,0.363901795759,0.37080422466,0.0630713853889,0.064886214917
b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4,b8cTxDM8gDG,0.00741208178685,0.00318328252631,0.00255470543125,0.00257048760182,1,1,1,17,14,13,0.00158482082742,0.25,0.679692242295,0.0542896041418,0.0537437365884,0.13063742982,0.143862279639,0.143786913373,0,0,0.131732774246,0.284386484322,0.374807660851,0.109596437867,0.109389359927
b8cTxDM8gDG_d6f573aa1add4621af53ba492838ff45,b8cTxDM8gDG,0.00302833782019,0.00060793389101,0.00133871168654,0.00131002551119,0,0,0,12,12,12,0.000287372663587,0,1.35737132654,0.0266998987366,0.0268424402813,0.0229760786005,0.0222218280554,0.0222323809445,0,0,0.231721635778,0.228766673234,0.22853214925,0.0239659351308,0.0240169666088
b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,b8cTxDM8gDG,0.0037346732104,0.00299429410248,0.00334714629879,0.00349521729436,0,1,1,8,15,14,0.00234634084987,0.25,1.03148427606,0.0556630705764,0.057556157555,0.0724991520002,0.0239049256507,0.0231019506156,0,0,0.196300508282,0.109307387295,0.11679709631,0.0506890494091,0.0510524200569
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,0.00307611053343,0.000764467388401,0.00192869981426,0.00201423752689,0,0,0,8,8,8,0.00265043857771,0,1.31042989343,0.0234378367835,0.0227825804871,0.0342170438897,0.0337932716196,0.0316383668432,0,0,0.247726802199,0.246573540595,0.245834193623,0.0304827174309,0.0295459970733
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,0.00283700226842,0.000562013923305,0.00113313145252,0.00108858993649,0,1,1,12,13,13,0.000344090238174,0,1.43729262054,0.0201789493175,0.0202651394026,0.02612761001,0.0192826561256,0.0194668780961,0,0,0.242729329614,0.238692092108,0.238492555215,0.0218630718177,0.0219532091695
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,0.00438145263835,0.00133447353082,0.00138062472333,0.00183702140878,0,0,0,20,16,16,0.0033624396466,0,1.29771597311,0.0380354497093,0.0396593633856,0.0366977611304,0.0332267998659,0.0356781382844,0,0,0.225133442967,0.222238956248,0.223871562884,0.0359866702352,0.0373450876001
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,0.00315991169528,0.000882963514646,0.00239283888748,0.00231885020665,0,0,0,8,8,8,0.000190199650197,0,1.36664277315,0.0190722799255,0.0191331022936,0.0240344027183,0.027095792996,0.0270664386915,0,0,0.494066660583,0.497377616723,0.497985691598,0.0234008252133,0.0234113145678
e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db,e9zR4mvMWw7,0.00437092094177,0.000743880406954,0.00198392398264,0.00197368435613,0,0,0,8,8,8,0.000389569940624,0,0.879567604512,0.0143309209577,0.0143311813407,0.016439533723,0.0176864866983,0.0175438374708,0,0,0.39807160516,0.391865449085,0.396114509105,0.016152313793,0.0161048508449
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,0.00229989212482,0.00050736511527,0.00114673927252,0.00115065487208,0,0,0,8,8,8,0.000264864635356,0,0.614406637847,0.0139882927612,0.0141547297258,0.0178654106056,0.00938463233823,0.0093497847193,0,0,0.283986596667,0.276041286105,0.276494492493,0.0137461119017,0.0137899750169
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,0.00364644208023,0.000823691191272,0.00124682514861,0.00123630424222,0,0,0,8,8,8,0.000724229825483,0,0.567088320851,0.0256061873147,0.0259253169918,0.0207776499705,0.0158769465535,0.0155293650728,0,0,0.268779592116,0.271606267456,0.270450612697,0.0207535946129,0.0207441106784
e9zR4mvMWw7_16eb46a968384060821cb59d0e04f4dd,e9zR4mvMWw7,0.00252684709886,0.000535231844394,0.00121547549078,0.00124426783192,0,0,0,8,8,8,0.000354674311942,0,0.787967398763,0.012982995957,0.0130513172044,0.0261598867995,0.0203078487014,0.0200378010251,0,0,0.20605745288,0.205013440242,0.204859452646,0.019816910486,0.019749668343
e9zR4mvMWw7_184edf3d3a4d482dae288e4811945331,e9zR4mvMWw7,0.00312269476095,0.000505767975453,0.0022208220639,0.00221820192912,0,0,0,8,8,8,0.000363636666279,0,0.628959920257,0.0159131013655,0.0159457289096,0.0124394075101,0.010430284926,0.0104082221543,0,0,0.211441734962,0.208984976993,0.209132550053,0.0129275979339,0.0129311195247
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7,0.00298535801798,0.000683770054492,0.00212040566067,0.00181387656229,0,0,0,8,8,8,0.00246720590215,0,0.746105283499,0.0181912429423,0.0179727349169,0.00681717601983,0.0182463586332,0.0177481890501,0,0,0.29344993507,0.287482474793,0.293873299209,0.0144182591984,0.0141793666623
e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,e9zR4mvMWw7,0.00341825944056,0.00048819853198,0.0019319630272,0.00193947626208,0,0,0,8,8,8,0.000197999451114,0,0.605759501457,0.025850604548,0.0258676190312,0.0213262047808,0.00921590067121,0.00922833651356,0,0,0.268714395668,0.274185224885,0.274464211168,0.01879757,0.0188073867752
e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,e9zR4mvMWw7,0.00277305029392,0.000624957710631,0.00170985707957,0.00169302515844,0,0,0,8,8,8,0.000362585646793,0,0.574988670647,0.0163336110756,0.0165389269041,0.0190267269462,0.00682548634569,0.00661072281922,0,0,0.295201261392,0.285436550757,0.286217302086,0.0140619414558,0.0140587922232
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,0.00349474543288,0.000912291248962,0.00110697524223,0.00107502128753,0,0,1,8,8,13.5,0.0395006451853,1,0.724623065442,0.0498004807219,0.012499311477,0.0146726248194,0.0532943973874,0.0165484299332,0,0,0.37735091555,0.386553369355,0.312703224661,0.0392558343096,0.0145734554099
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,0.00291689270245,0.000533515276731,0.00190287391959,0.00193399654728,0,0,0,8,8,8,0.000343738635222,0,0.640871495008,0.0180461449652,0.0182124646126,0.0110293813255,0.0158991448814,0.0161044636473,0,0,0.239974096526,0.233553261972,0.23395965397,0.0149915570574,0.0151154365285
e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,e9zR4mvMWw7,0.00262182573883,0.000600951226119,0.00146662783646,0.00145532236075,0,0,0,8,8,8,0.00114734359312,0,0.661111414433,0.0328602610108,0.0338076917908,0.025180770509,0.0177495684917,0.0187284712853,0,0,0.314678080862,0.298269380364,0.297611205404,0.0252635333372,0.0259056445284
e9zR4mvMWw7_1ff35596f9cb4b98ba4f08dda81c1654,e9zR4mvMWw7,0.00331110066771,0.000635622017802,0.00378052865129,0.00386509306081,0,0,0,12,12,12,0.000361160462884,0,0.616912849247,0.0174111147742,0.0175684265482,0.0177172390095,0.0159624233216,0.0158932392586,0,0,0.436660404594,0.432781392985,0.43190270175,0.0170302590351,0.0170596349388
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7,0.00554192714458,0.00170355820617,0.00273201184114,0.00264728206525,0,0,1,12,12,16,0.00238740630436,0.5,0.739252854139,0.0369607579244,0.0387399239845,0.0440112496505,0.0308454922803,0.0326130060932,0,0,0.521056560132,0.506778961331,0.449131856358,0.0372724999517,0.0384547265761
e9zR4mvMWw7_2594cedd9da64c338c1ba98abed9efb3,e9zR4mvMWw7,0.00245162513497,0.000506100649225,0.000955654587259,0.000936866698525,0,0,0,8,8,8,0.000573629371555,0,0.693979855627,0.027499340591,0.0274406768978,0.034086331529,0.034626156957,0.0345299909027,0,0,0.166081791365,0.166010890242,0.166503071064,0.0320706096923,0.0320189997765
e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,e9zR4mvMWw7,0.00294783142896,0.000564092807955,0.00184379092162,0.00186853045849,0,0,0,8,8,8,0.000379470024563,0,0.614293258637,0.0136776132687,0.0135438816036,0.0123764502582,0.0141371509623,0.0140266158478,0,0,0.328132985153,0.306145313605,0.307203068011,0.0133970714964,0.0133156492365
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,0.00450751320706,0.000795767138156,0.00276612754578,0.00282056443808,0,0,0,8,8,8,0.000517767271418,0,0.78184582293,0.0282317255915,0.0278304441781,0.0184131232726,0.0164292341885,0.0160806619293,0,0,0.365633209366,0.367635443215,0.368363697688,0.0210246943509,0.0207747431267
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,0.00525777481318,0.00329704969749,0.00198948055407,0.00209725866496,0,0,0,8,8,8,0.0038660266885,0,0.764215197414,0.0485289463134,0.0466571819194,0.0550713285405,0.0491166231928,0.0465070991536,0,0,0.355908046656,0.356756294371,0.355727781859,0.0509056326822,0.0494118698712
e9zR4mvMWw7_4984fc9f1fdf4ff7887430f71b9ae392,e9zR4mvMWw7,0.00291846223241,0.00058624046346,0.00123319561877,0.0012141114022,0,0,0,12,8,8,0.000625137750065,0,0.773528870195,0.0230372736755,0.0233250821034,0.0330017896471,0.0152840157846,0.0151293298893,0,0,0.223958960053,0.227648687382,0.22920724412,0.0237743597024,0.0238187338799
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,0.00361024424708,0.0010219884088,0.00253706866381,0.00247229137196,0,1,1,12,13,13,0.000618837774254,0,0.554313212633,0.0167266143611,0.0168336171125,0.0272904114949,0.0234094963328,0.023662511266,0,0,0.591702403482,0.607337515502,0.606894062723,0.0224755073963,0.0225955132911
