image_id,model,yaw,point_count,geometry_valid,geometry_failure,boundary_coordinate_convention
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,hohonet,0,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,bi_enclosed,0,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,bi_extended,0,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,hohonet,90,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,bi_enclosed,90,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,bi_extended,90,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,hohonet,180,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,bi_enclosed,180,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,bi_extended,180,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,hohonet,270,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,bi_enclosed,270,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_073656b4030d4389ba7f304298be1d73,bi_extended,270,8,True,,exported floating pixels; no point edits
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,hohonet,0,12,True,,exported floating pixels; no point edits
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,bi_enclosed,0,12,True,,exported floating pixels; no point edits
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,bi_extended,0,12,True,,exported floating pixels; no point edits
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,hohonet,90,12,True,,exported floating pixels; no point edits
2t7WUuJeko7_1a0d730696cc4057b0037a75c8ef6b59,bi_enclosed,90,12,True,,exported floating pixels; no point edits
