condition,k,method,images,kernel,count_brier,uncovered_count
manual,8,seed_context_t01,46,0.8457410878244964,0.3977203733162106,0.11878352625635231
manual,8,seed_context_t025,46,0.8457869850062588,0.3969537096843941,0.11878352625635231
manual,8,seed_context_t05,46,0.8476079297528247,0.39797337737849403,0.11878352625635231
manual,8,seed_equal,46,0.8504306014736652,0.3996985087678022,0.11878352625635231
manual,8,seed_model_uniform10,46,0.8358981710365966,0.3930157619152184,0.09556139814291983
manual,8,seed_model_uniform25,46,0.8356782522348484,0.40045229607474847,0.09556139814291983
manual,8,seed_person_t01,46,0.8443622279066233,0.3972315388014465,0.11878352625635231
manual,8,seed_person_t025,46,0.8428886200174156,0.395594375186274,0.11878352625635231
manual,8,seed_person_t05,46,0.8457289200540812,0.3969996739031553,0.11878352625635231
manual,8,seed_type2,46,0.8509748802358914,0.4000118090526968,0.11878352625635231
manual,8,seed_type3,46,0.8516524498260326,0.39993693234986066,0.11878352625635231
manual,8,seed_type4,46,0.8520189264120681,0.39927261793811936,0.11878352625635231
manual,8,selected_context,46,0.8431220206835792,0.39556296017573855,0.11878352625635231
manual,8,selected_mixture,46,0.8313991009078765,0.3902917734530283,0.09556139814291983
manual,8,selected_person,46,0.8428886200174156,0.395594375186274,0.11878352625635231
manual,8,selected_type,46,0.8504306014736652,0.3996985087678022,0.11878352625635231
oos_geometry,0,cold_context_personal,9,1.518369622540153,1.1458899460351637,0.5795088566827697
oos_geometry,0,cold_context_population,9,1.518400630880022,1.1460520839878854,0.5795088566827697
oos_geometry,0,cold_personal,9,1.517716174550312,1.1439885322144834,0.5795088566827697
oos_geometry,0,cold_population,9,1.5175470440848977,1.1439229466964158,0.5795088566827697
oos_geometry,0,cold_type2,9,1.5171115733644398,1.142567880784883,0.5795088566827697
oos_geometry,0,cold_type3,9,1.5168784755878078,1.1418697289034538,0.5795088566827697
oos_geometry,0,cold_type4,9,1.5168245182178122,1.1414807639369355,0.5795088566827697
oos_geometry,0,cold_uniform,9,1.5404715224456085,1.181696188942566,0.5795088566827697
oos_geometry,2,joint_model10,9,1.263492298429111,0.8725434749193514,0.38163379830046495
oos_geometry,2,joint_model25,9,1.1843430295502615,0.8224712694826577,0.38163379830046495
oos_geometry,2,seed_context_t01,9,1.3457548747279946,0.9223544106850005,0.4776735610068943
oos_geometry,2,seed_context_t025,9,1.3432528719131787,0.927204169905763,0.4776735610068943
oos_geometry,2,seed_context_t05,9,1.343578607580547,0.929579464610228,0.4776735610068943
oos_geometry,2,seed_equal,9,1.3445294847459017,0.9323392656725988,0.4776735610068943
oos_geometry,2,seed_model_uniform10,9,1.2650355478855864,0.8782541018652128,0.38163379830046495
oos_geometry,2,seed_model_uniform25,9,1.1870457696795702,0.830112467265245,0.38163379830046495
oos_geometry,2,seed_person_t01,9,1.3918206372990707,0.9317299629603348,0.4776735610068943
oos_geometry,2,seed_person_t025,9,1.3503718463966032,0.9215372562179748,0.4776735610068943
oos_geometry,2,seed_person_t05,9,1.3439856491955415,0.9245640636271122,0.4776735610068943
oos_geometry,2,seed_type2,9,1.3772548612868236,0.934924330607664,0.4776735610068943
oos_geometry,2,seed_type3,9,1.3763262559729408,0.9253788760622095,0.4776735610068943
oos_geometry,2,seed_type4,9,1.3863987708126593,0.9420063652396986,0.4776735610068943
oos_geometry,2,selected_context,9,1.3436364621341976,0.9294675147475127,0.4776735610068943
oos_geometry,2,selected_mixture,9,1.1843430295502615,0.8224712694826577,0.38163379830046495
oos_geometry,2,selected_person,9,1.343778875867404,0.9308935740342166,0.4776735610068943
oos_geometry,2,selected_type,9,1.3445294847459017,0.9323392656725988,0.4776735610068943
oos_geometry,4,joint_model10,9,1.0764320307005883,0.692020142811146,0.2505847953216374
oos_geometry,4,joint_model25,9,1.0551210654251044,0.6850904585877242,0.2505847953216374
oos_geometry,4,seed_context_t01,9,1.112539585478039,0.7124834495256553,0.2863060428849902
oos_geometry,4,seed_context_t025,9,1.111785059563217,0.7149012074602489,0.2863060428849902
oos_geometry,4,seed_context_t05,9,1.1124380000238265,0.7162160707460916,0.2863060428849902
oos_geometry,4,seed_equal,9,1.1135446782836353,0.7177631578947368,0.2863060428849902
oos_geometry,4,seed_model_uniform10,9,1.0783162082805546,0.695621751137102,0.2505847953216374
oos_geometry,4,seed_model_uniform25,9,1.0579894088684656,0.6909107984080571,0.2505847953216374
oos_geometry,4,seed_person_t01,9,1.1492529690229558,0.7160066574976827,0.2863060428849902
oos_geometry,4,seed_person_t025,9,1.1146692138856307,0.7073975724897302,0.2863060428849902
oos_geometry,4,seed_person_t05,9,1.1113812506984813,0.7109561423469798,0.2863060428849902
oos_geometry,4,seed_type2,9,1.1361710749341642,0.7299299713278335,0.2863060428849902
oos_geometry,4,seed_type3,9,1.1330844435736058,0.7207246670088154,0.2863060428849902
oos_geometry,4,seed_type4,9,1.1428400747269705,0.7253157696915578,0.2863060428849902
oos_geometry,4,selected_context,9,1.112387718232798,0.7159373196479959,0.2863060428849902
oos_geometry,4,selected_mixture,9,1.0551210654251044,0.6850904585877242,0.2505847953216374
oos_geometry,4,selected_person,9,1.1129320554659488,0.7163190861493314,0.2863060428849902
oos_geometry,4,selected_type,9,1.1135446782836353,0.7177631578947368,0.2863060428849902
oos_geometry,6,joint_model10,9,1.0113643290384047,0.6384283460979849,0.19946744129750663
oos_geometry,6,joint_model25,9,1.0100799124247564,0.6493072578975675,0.19946744129750663
oos_geometry,6,seed_context_t01,9,1.0309567198925365,0.6423103286265924,0.21744129750665697
oos_geometry,6,seed_context_t025,9,1.031330455709427,0.6475594016903885,0.21744129750665697
oos_geometry,6,seed_context_t05,9,1.032092946318949,0.6496196790307792,0.21744129750665697
oos_geometry,6,seed_equal,9,1.0331759960242328,0.6518195755668522,0.21744129750665697
oos_geometry,6,seed_model_uniform10,9,1.0133112238648412,0.6430985233599613,0.19946744129750663
oos_geometry,6,seed_model_uniform25,9,1.012983420317374,0.6557885499878964,0.19946744129750663
oos_geometry,6,seed_person_t01,9,1.0544613687743112,0.6376453119546729,0.21744129750665697
oos_geometry,6,seed_person_t025,9,1.030149338650231,0.6384827127725204,0.21744129750665697
oos_geometry,6,seed_person_t05,9,1.0297229191824808,0.6442193000102384,0.21744129750665697
oos_geometry,6,seed_type2,9,1.0478279332044724,0.6582384058150009,0.21744129750665697
oos_geometry,6,seed_type3,9,1.0439824447476624,0.6499942482754419,0.21744129750665697
oos_geometry,6,seed_type4,9,1.0495760140265191,0.649555146461877,0.21744129750665697
oos_geometry,6,selected_context,9,1.0302065641355356,0.638510740156199,0.21744129750665697
oos_geometry,6,selected_mixture,9,1.0100799124247564,0.6493072578975675,0.19946744129750663
oos_geometry,6,selected_person,9,1.030447788875871,0.6399125196519911,0.21744129750665697
oos_geometry,6,selected_type,9,1.035059354393831,0.6514864155538759,0.21744129750665697
oos_geometry,8,joint_model10,9,0.9799474672216939,0.6152941693545559,0.185108024691358
oos_geometry,8,joint_model25,9,0.9877442292162095,0.631748258343177,0.185108024691358
oos_geometry,8,seed_context_t01,9,0.9913885463979071,0.614614348025856,0.19938271604938268
oos_geometry,8,seed_context_t025,9,0.9930004522256713,0.6203623871939192,0.19938271604938268
oos_geometry,8,seed_context_t05,9,0.993972885582501,0.6223358816202594,0.19938271604938268
oos_geometry,8,seed_equal,9,0.995155672753528,0.6243248456790123,0.19938271604938268
oos_geometry,8,seed_model_uniform10,9,0.9821455449071858,0.6195601851851852,0.185108024691358
oos_geometry,8,seed_model_uniform25,9,0.9908209889902201,0.6377097800925926,0.185108024691358
oos_geometry,8,seed_person_t01,9,1.0059943269192593,0.6008986097571208,0.19938271604938268
oos_geometry,8,seed_person_t025,9,0.9899098785058396,0.6102197927472157,0.19938271604938268
oos_geometry,8,seed_person_t05,9,0.9912350471947211,0.6170905988328133,0.19938271604938268
oos_geometry,8,seed_type2,9,1.0056781741559344,0.6265443289159811,0.19938271604938268
oos_geometry,8,seed_type3,9,1.0020834441364306,0.6208083010847572,0.19938271604938268
oos_geometry,8,seed_type4,9,1.0055560087328412,0.6201014971053509,0.19938271604938268
oos_geometry,8,selected_context,9,0.9899098785058396,0.6102197927472157,0.19938271604938268
oos_geometry,8,selected_mixture,9,0.9799474672216939,0.6152941693545559,0.185108024691358
oos_geometry,8,selected_person,9,0.9899098785058396,0.6102197927472157,0.19938271604938268
oos_geometry,8,selected_type,9,0.9989351738177447,0.6273542579325544,0.19938271604938268
semi,0,cold_context_personal,18,0.7488393057644693,0.2793688293600117,0.10529205094422484
semi,0,cold_context_population,18,0.7524699334978717,0.2833158301679269,0.10529205094422484
semi,0,cold_personal,18,0.7529265975325932,0.2837493149381941,0.10529205094422484
semi,0,cold_population,18,0.7586337771719827,0.2908480259548488,0.10529205094422484
semi,0,cold_type2,18,0.7538126402472097,0.28490799231691644,0.10529205094422484
semi,0,cold_type3,18,0.7539313337667186,0.28470434909903625,0.10529205094422484
semi,0,cold_type4,18,0.7538010815175777,0.2848608293664856,0.10529205094422484
semi,0,cold_uniform,18,0.762721515792977,0.28718342848777634,0.10529205094422484
semi,2,joint_model10,18,0.7565259675400611,0.2901567026048481,0.08138528138528137
semi,2,joint_model25,18,0.7089380641305584,0.27163877116874435,0.08138528138528137
semi,2,seed_context_t01,18,0.7941982137539063,0.29847950473572393,0.12755531505531503
semi,2,seed_context_t025,18,0.7987917904919316,0.30630193520470417,0.12755531505531503
semi,2,seed_context_t05,18,0.8018426076681634,0.3099233599244147,0.12755531505531503
semi,2,seed_equal,18,0.8057077390013087,0.3140512265512265,0.12755531505531503
semi,2,seed_model_uniform10,18,0.7631097644715038,0.29710618085618085,0.08138528138528137
semi,2,seed_model_uniform25,18,0.7154507916542583,0.2777071308321308,0.08138528138528137
semi,2,seed_person_t01,18,0.8003415607921706,0.29155367641438173,0.12755531505531503
semi,2,seed_person_t025,18,0.7950614179352546,0.29829475866217825,0.12755531505531503
semi,2,seed_person_t05,18,0.7983424614461985,0.3047044533453545,0.12755531505531503
semi,2,seed_type2,18,0.8085346448523743,0.2980113997113997,0.12755531505531503
semi,2,seed_type3,18,0.8123758801183356,0.3000439754689755,0.12755531505531503
semi,2,seed_type4,18,0.8124153538095588,0.30416962481962484,0.12755531505531503
semi,2,selected_context,18,0.7956460928195699,0.2989907368569827,0.12755531505531503
semi,2,selected_mixture,18,0.7089380641305584,0.27163877116874435,0.08138528138528137
semi,2,selected_person,18,0.7950614179352546,0.29829475866217825,0.12755531505531503
semi,2,selected_type,18,0.8137554157462079,0.3008962481962482,0.12755531505531503
semi,4,joint_model10,18,0.6780241428718541,0.26067113913484713,0.07236571366688323
semi,4,joint_model25,18,0.6565493831471438,0.25301225876337674,0.07236571366688323
semi,4,seed_context_t01,18,0.6937154654334756,0.2628962290102759,0.09451483647390077
semi,4,seed_context_t025,18,0.7001812061899172,0.26837483980988047,0.09451483647390077
semi,4,seed_context_t05,18,0.703334418271177,0.2709234373770337,0.09451483647390077
semi,4,seed_equal,18,0.7071051056914739,0.27392246047216806,0.09451483647390077
semi,4,seed_model_uniform10,18,0.6843487335915135,0.26565394646595913,0.07236571366688323
semi,4,seed_model_uniform25,18,0.6624897395604215,0.257432309715905,0.07236571366688323
semi,4,seed_person_t01,18,0.6936306942067705,0.26014797054826516,0.09451483647390077
semi,4,seed_person_t025,18,0.6953663724668919,0.26385978396901244,0.09451483647390077
semi,4,seed_person_t05,18,0.6998362565005052,0.26779349830529864,0.09451483647390077
semi,4,seed_type2,18,0.7046095252600054,0.26500199418069975,0.09451483647390077
semi,4,seed_type3,18,0.7055033855923919,0.26592323092420334,0.09451483647390077
semi,4,seed_type4,18,0.7000027842517254,0.26650127277615643,0.09451483647390077
semi,4,selected_context,18,0.694742802523895,0.26405552935897425,0.09451483647390077
semi,4,selected_mixture,18,0.6565493831471438,0.25301225876337674,0.07236571366688323
semi,4,selected_person,18,0.6924712014174617,0.2584454372367688,0.09451483647390077
semi,4,selected_type,18,0.7020048948211417,0.2673021960493118,0.09451483647390077
semi,6,joint_model10,18,0.6444969593785504,0.2471712007565755,0.06239409343984505
semi,6,joint_model25,18,0.6326039610689869,0.24234396414057663,0.06239409343984505
semi,6,seed_context_t01,18,0.6524453969834378,0.24648605592869682,0.07828385984023237
semi,6,seed_context_t025,18,0.6593774950916711,0.252820221529406,0.07828385984023237
semi,6,seed_context_t05,18,0.6625840591968208,0.25565066218032045,0.07828385984023237
semi,6,seed_equal,18,0.666392711329155,0.2589617122569192,0.07828385984023237
semi,6,seed_model_uniform10,18,0.6508728838190234,0.25255260025821025,0.06239409343984505
semi,6,seed_model_uniform25,18,0.638529632132296,0.24689340756878883,0.06239409343984505
semi,6,seed_person_t01,18,0.6523521717212477,0.2447845628618925,0.07828385984023237
semi,6,seed_person_t025,18,0.655479892654518,0.24910432802331328,0.07828385984023237
semi,6,seed_person_t05,18,0.6598121297767128,0.2530869900159349,0.07828385984023237
semi,6,seed_type2,18,0.6605270239505477,0.24741641152345709,0.07828385984023237
semi,6,seed_type3,18,0.6622526409633174,0.24846645892925068,0.07828385984023237
semi,6,seed_type4,18,0.6571533563375753,0.24851328113549945,0.07828385984023237
semi,6,selected_context,18,0.6539671913819559,0.24846216324560644,0.07828385984023237
semi,6,selected_mixture,18,0.6326039610689869,0.24234396414057663,0.06239409343984505
semi,6,selected_person,18,0.6556573941424332,0.24923551767323726,0.07828385984023237
semi,6,selected_type,18,0.6601129275141738,0.2484422014484806,0.07828385984023237
semi,8,joint_model10,18,0.6246310990349688,0.2428284796521693,0.05893408289241621
semi,8,joint_model25,18,0.619283121829742,0.24055041006476832,0.05893408289241621
semi,8,seed_context_t01,18,0.6268014315727289,0.24009477355005032,0.07003968253968251
semi,8,seed_context_t025,18,0.6345797923646034,0.2465658753183442,0.07003968253968251
semi,8,seed_context_t05,18,0.6377810601341696,0.24924446705524364,0.07003968253968251
semi,8,seed_equal,18,0.6414173555020278,0.2523106812169312,0.07003968253968251
semi,8,seed_model_uniform10,18,0.6310016748077727,0.24803644914756026,0.05893408289241621
semi,8,seed_model_uniform25,18,0.6254058314758295,0.24519497951572605,0.05893408289241621
semi,8,seed_person_t01,18,0.6235295996834537,0.23765750678025338,0.07003968253968251
semi,8,seed_person_t025,18,0.6302343203738406,0.2434345187273027,0.07003968253968251
semi,8,seed_person_t05,18,0.6350279724967228,0.24720115209334648,0.07003968253968251
semi,8,seed_type2,18,0.6352215810646072,0.24106043834855562,0.07003968253968251
semi,8,seed_type3,18,0.6368575143308264,0.2428117603465147,0.07003968253968251
semi,8,seed_type4,18,0.631568729764792,0.24142089035080078,0.07003968253968251
semi,8,selected_context,18,0.6288804757154032,0.24297835160912898,0.07003968253968251
semi,8,selected_mixture,18,0.619283121829742,0.24055041006476832,0.05893408289241621
semi,8,selected_person,18,0.6292159151864923,0.24338044613289955,0.07003968253968251
semi,8,selected_type,18,0.6331956614543732,0.24210937725721415,0.07003968253968251
