condition,k,method,stratum,images,buildings,kernel,count_brier,uncovered_count,field
oos_geometry,4,seed_model_uniform25,复合／待定,3,3,1.0763543547488015,0.5153798123781675,0.1932748538011696,scene_category
oos_geometry,4,seed_model_uniform25,起居与休闲,2,2,1.027453144517516,0.7009091739766081,0.13333333333333325,scene_category
oos_geometry,4,seed_model_uniform25,通行与连接,3,2,1.0380593758869232,0.7727186890838206,0.31681286549707594,scene_category
oos_geometry,4,seed_person_t01,厨房与用餐,1,1,1.2368982090279588,1.0228976111148695,0.4583333333333333,scene_category
oos_geometry,4,seed_person_t01,复合／待定,3,3,1.1806055490138665,0.5186108916490921,0.21549707602339177,scene_category
oos_geometry,4,seed_person_t01,起居与休闲,2,2,1.1111487033008085,0.7187232417702949,0.2135964912280701,scene_category
oos_geometry,4,seed_person_t01,通行与连接,3,2,1.1140881528451427,0.8092943826254694,0.34824561403508764,scene_category
oos_geometry,4,seed_person_t025,厨房与用餐,1,1,1.2022459166838646,1.0064056039159317,0.4583333333333333,scene_category
oos_geometry,4,seed_person_t025,复合／待定,3,3,1.1375982161525346,0.506311029818684,0.21549707602339177,scene_category
oos_geometry,4,seed_person_t025,起居与休闲,2,2,1.076803414424633,0.7203443718520872,0.2135964912280701,scene_category
oos_geometry,4,seed_person_t025,通行与连接,3,2,1.0877918436599805,0.8001835717771381,0.34824561403508764,scene_category
oos_geometry,4,seed_person_t05,厨房与用餐,1,1,1.1982631369289831,1.007364645370492,0.4583333333333333,scene_category
oos_geometry,4,seed_person_t05,复合／待定,3,3,1.130847607490493,0.5062045553770136,0.21549707602339177,scene_category
oos_geometry,4,seed_person_t05,起居与休闲,2,2,1.0742719321443348,0.7305163163718922,0.2135964912280701,scene_category
oos_geometry,4,seed_person_t05,通行与连接,3,2,1.0876938108657337,0.803864778959167,0.34824561403508764,scene_category
oos_geometry,4,seed_type2,厨房与用餐,1,1,1.2406726546410425,1.0323731175280764,0.4583333333333333,scene_category
oos_geometry,4,seed_type2,复合／待定,3,3,1.1703151782364507,0.5390989129452258,0.21549707602339177,scene_category
oos_geometry,4,seed_type2,起居与休闲,2,2,1.088258001542643,0.7375424093782639,0.2135964912280701,scene_category
oos_geometry,4,seed_type2,通行与连接,3,2,1.0991351606572661,0.8148716889434068,0.34824561403508764,scene_category
oos_geometry,4,seed_type3,厨房与用餐,1,1,1.2375981574017436,1.032775821609709,0.4583333333333333,scene_category
oos_geometry,4,seed_type3,复合／待定,3,3,1.1669962689544595,0.5328702290604292,0.21549707602339177,scene_category
oos_geometry,4,seed_type3,起居与休闲,2,2,1.088176860719195,0.7263810834156927,0.2135964912280701,scene_category
oos_geometry,4,seed_type3,通行与连接,3,2,1.0942731021529808,0.8007911091523187,0.34824561403508764,scene_category
oos_geometry,4,seed_type4,厨房与用餐,1,1,1.2355742395420122,1.032106746165922,0.4583333333333333,scene_category
oos_geometry,4,seed_type4,复合／待定,3,3,1.1906720211960538,0.5447099535804149,0.21549707602339177,scene_category
oos_geometry,4,seed_type4,起居与休闲,2,2,1.0857748935874443,0.7239695935872013,0.2135964912280701,scene_category
oos_geometry,4,seed_type4,通行与连接,3,2,1.1021401940792246,0.8045553777141502,0.34824561403508764,scene_category
oos_geometry,4,selected_context,厨房与用餐,1,1,1.199116424146186,1.011195503712519,0.4583333333333333,scene_category
oos_geometry,4,selected_context,复合／待定,3,3,1.1299613097293426,0.5080446953105594,0.21549707602339177,scene_category
oos_geometry,4,selected_context,起居与休闲,2,2,1.0757707229219338,0.7415661333702634,0.2135964912280701,scene_category
oos_geometry,4,selected_context,通行与连接,3,2,1.0903158883057003,0.8083246734824127,0.34824561403508764,scene_category
oos_geometry,4,selected_mixture,厨房与用餐,1,1,1.123835995902871,0.951745446589209,0.4583333333333333,scene_category
oos_geometry,4,selected_mixture,复合／待定,3,3,1.0751874100551697,0.5142704400644443,0.1932748538011696,scene_category
oos_geometry,4,selected_mixture,起居与休闲,2,2,1.0224043125159796,0.6807988092768044,0.13333333333333325,scene_category
oos_geometry,4,selected_mixture,通行与连接,3,2,1.0339609125752007,0.7698865806511223,0.31681286549707594,scene_category
oos_geometry,4,selected_person,厨房与用餐,1,1,1.1997340623958463,1.0125,0.4583333333333333,scene_category
oos_geometry,4,selected_person,复合／待定,3,3,1.1329863091258785,0.5105164560970143,0.21549707602339177,scene_category
oos_geometry,4,selected_person,起居与休闲,2,2,1.0773070384114285,0.7456140350877194,0.2135964912280701,scene_category
oos_geometry,4,selected_person,通行与连接,3,2,1.0876938108657337,0.803864778959167,0.34824561403508764,scene_category
oos_geometry,4,selected_type,厨房与用餐,1,1,1.1997340623958463,1.0125,0.4583333333333333,scene_category
oos_geometry,4,selected_type,复合／待定,3,3,1.1298181209190932,0.5079678362573099,0.21549707602339177,scene_category
oos_geometry,4,selected_type,起居与休闲,2,2,1.0773070384114285,0.7456140350877194,0.2135964912280701,scene_category
oos_geometry,4,selected_type,通行与连接,3,2,1.0926998675255783,0.8107456140350876,0.34824561403508764,scene_category
oos_geometry,6,joint_model10,厨房与用餐,1,1,1.1040049065975068,0.9446082700583748,0.3796296296296296,scene_category
oos_geometry,6,joint_model10,复合／待定,3,3,1.0201083015781671,0.4720396894839438,0.1735657225853304,scene_category
oos_geometry,6,joint_model10,起居与休闲,2,2,0.986152313211451,0.6341430188648012,0.0773420479302832,scene_category
oos_geometry,6,joint_model10,通行与连接,3,2,0.9885481745302441,0.7056139128806853,0.24673202614379083,scene_category
oos_geometry,6,joint_model25,厨房与用餐,1,1,1.085533903532127,0.934728904792462,0.3796296296296296,scene_category
oos_geometry,6,joint_model25,复合／待定,3,3,1.0271192995525447,0.5045882680595746,0.1735657225853304,scene_category
oos_geometry,6,joint_model25,起居与休闲,2,2,0.9818198233197252,0.6254192230598404,0.0773420479302832,scene_category
oos_geometry,6,joint_model25,通行与连接,3,2,0.9867292543311984,0.7148110553290804,0.24673202614379083,scene_category
oos_geometry,6,seed_context_t01,厨房与用餐,1,1,1.1281526792440535,0.966812515181094,0.3796296296296296,scene_category
oos_geometry,6,seed_context_t01,复合／待定,3,3,1.0385825165976146,0.4668933568639688,0.18591140159767608,scene_category
oos_geometry,6,seed_context_t01,起居与休闲,2,2,1.0056918581959338,0.6423201398515246,0.1018518518518518,scene_category
oos_geometry,6,seed_context_t01,通行与连接,3,2,1.0077755112013547,0.7095533640544275,0.2719680464778504,scene_category
oos_geometry,6,seed_context_t025,厨房与用餐,1,1,1.1292544341068582,0.9681243653215011,0.3796296296296296,scene_category
oos_geometry,6,seed_context_t025,复合／待定,3,3,1.03804830599624,0.46749393941911815,0.18591140159767608,scene_category
oos_geometry,6,seed_context_t025,起居与休闲,2,2,1.0074291234858352,0.6533617255443599,0.1018518518518518,scene_category
oos_geometry,6,seed_context_t025,通行与连接,3,2,1.0079055007725308,0.7169016601819739,0.2719680464778504,scene_category
oos_geometry,6,seed_context_t05,厨房与用餐,1,1,1.1297155631651832,0.9686157362519912,0.3796296296296296,scene_category
oos_geometry,6,seed_context_t05,复合／待定,3,3,1.0382008722874894,0.4677305657033232,0.18591140159767608,scene_category
oos_geometry,6,seed_context_t05,起居与休闲,2,2,1.0085801757181139,0.6575044123084564,0.1018518518518518,scene_category
oos_geometry,6,seed_context_t05,通行与连接,3,2,1.0091193284688875,0.7199202844327134,0.2719680464778504,scene_category
oos_geometry,6,seed_equal,厨房与用餐,1,1,1.1302242463123822,0.9691358024691358,0.3796296296296296,scene_category
oos_geometry,6,seed_equal,复合／待定,3,3,1.0385261907920564,0.4679859598160252,0.18591140159767608,scene_category
oos_geometry,6,seed_equal,起居与休闲,2,2,1.010004295008428,0.6618554829339143,0.1018518518518518,scene_category
oos_geometry,6,seed_equal,通行与连接,3,2,1.0109241851708963,0.7231905107722101,0.2719680464778504,scene_category
oos_geometry,6,seed_model_uniform10,厨房与用餐,1,1,1.1047925753180152,0.9455555555555556,0.3796296296296296,scene_category
oos_geometry,6,seed_model_uniform10,复合／待定,3,3,1.0206925583111277,0.47288489469862016,0.1735657225853304,scene_category
oos_geometry,6,seed_model_uniform10,起居与休闲,2,2,0.9893421435485646,0.6453440450254175,0.0773420479302832,scene_category
oos_geometry,6,seed_model_uniform10,通行与连接,3,2,0.9914154924783479,0.7109961268457999,0.24673202614379083,scene_category
oos_geometry,6,seed_model_uniform25,厨房与用餐,1,1,1.085704477033324,0.9351851851851852,0.3796296296296296,scene_category
oos_geometry,6,seed_model_uniform25,复合／待定,3,3,1.0284539433022897,0.5062749636891793,0.1735657225853304,scene_category
oos_geometry,6,seed_model_uniform25,起居与休闲,2,2,0.987616490626933,0.6450560548293391,0.0773420479302832,scene_category
oos_geometry,6,seed_model_uniform25,通行与连接,3,2,0.9901838315541024,0.7193249213265553,0.24673202614379083,scene_category
oos_geometry,6,seed_person_t01,厨房与用餐,1,1,1.1499107000786848,0.9687378688108528,0.3796296296296296,scene_category
oos_geometry,6,seed_person_t01,复合／待定,3,3,1.0644467156845674,0.46095923421898766,0.18591140159767608,scene_category
oos_geometry,6,seed_person_t01,起居与休闲,2,2,1.0307575122917805,0.6334956373254899,0.1018518518518518,scene_category
oos_geometry,6,seed_person_t01,通行与连接,3,2,1.0284621490842845,0.7067336538244202,0.2719680464778504,scene_category
oos_geometry,6,seed_person_t025,厨房与用餐,1,1,1.126827820931344,0.9637244445959244,0.3796296296296296,scene_category
oos_geometry,6,seed_person_t025,复合／待定,3,3,1.0377035169622875,0.4623671398705283,0.18591140159767608,scene_category
oos_geometry,6,seed_person_t025,起居与休闲,2,2,1.0059764122697283,0.6367935921140678,0.1018518518518518,scene_category
oos_geometry,6,seed_person_t025,通行与连接,3,2,1.0064842838314714,0.7073104555056798,0.2719680464778504,scene_category
oos_geometry,6,seed_person_t05,厨房与用餐,1,1,1.126308728714837,0.965237026693389,0.3796296296296296,scene_category
oos_geometry,6,seed_person_t05,复合／待定,3,3,1.0361698091214226,0.46497852962010217,0.18591140159767608,scene_category
oos_geometry,6,seed_person_t05,起居与休闲,2,2,1.0060952253887525,0.6476227641132934,0.1018518518518518,scene_category
oos_geometry,6,seed_person_t05,通行与连接,3,2,1.0068325552619053,0.7141851854372879,0.2719680464778504,scene_category
oos_geometry,6,seed_type2,厨房与用餐,1,1,1.1568893868439123,0.96953338372386,0.3796296296296296,scene_category
oos_geometry,6,seed_type2,复合／待定,3,3,1.0604150538167039,0.4946437688038179,0.18591140159767608,scene_category
oos_geometry,6,seed_type2,起居与休闲,2,2,1.0204814896080125,0.652077083148074,0.1018518518518518,scene_category
oos_geometry,6,seed_type2,通行与连接,3,2,1.017117957110067,0.7221755986345156,0.2719680464778504,scene_category
oos_geometry,6,seed_type3,厨房与用餐,1,1,1.1546740099373962,0.977357457797934,0.3796296296296296,scene_category
oos_geometry,6,seed_type3,复合／待定,3,3,1.0568638437677076,0.4882656672545562,0.18591140159767608,scene_category
oos_geometry,6,seed_type3,起居与休闲,2,2,1.0161555176378991,0.6346088296429684,0.1018518518518518,scene_category
oos_geometry,6,seed_type3,通行与连接,3,2,1.0127551420708818,0.7128587052104792,0.2719680464778504,scene_category
oos_geometry,6,seed_type4,厨房与用餐,1,1,1.1528402651957392,0.9789801713277904,0.3796296296296296,scene_category
oos_geometry,6,seed_type4,复合／待定,3,3,1.0721495695354004,0.49650585159989924,0.18591140159767608,scene_category
oos_geometry,6,seed_type4,起居与休闲,2,2,1.0100903114485442,0.6259204005676344,0.1018518518518518,scene_category
oos_geometry,6,seed_type4,通行与连接,3,2,1.0189048431798808,0.7085525969647118,0.2719680464778504,scene_category
oos_geometry,6,selected_context,厨房与用餐,1,1,1.126827820931344,0.9637244445959244,0.3796296296296296,scene_category
oos_geometry,6,selected_context,复合／待定,3,3,1.0377035169622875,0.4623671398705283,0.18591140159767608,scene_category
oos_geometry,6,selected_context,起居与休闲,2,2,1.0059764122697283,0.6367935921140678,0.1018518518518518,scene_category
oos_geometry,6,selected_context,通行与连接,3,2,1.0066559602873857,0.7073945376567153,0.2719680464778504,scene_category
oos_geometry,6,selected_mixture,厨房与用餐,1,1,1.085533903532127,0.934728904792462,0.3796296296296296,scene_category
oos_geometry,6,selected_mixture,复合／待定,3,3,1.0271192995525447,0.5045882680595746,0.1735657225853304,scene_category
oos_geometry,6,selected_mixture,起居与休闲,2,2,0.9818198233197252,0.6254192230598404,0.0773420479302832,scene_category
oos_geometry,6,selected_mixture,通行与连接,3,2,0.9867292543311984,0.7148110553290804,0.24673202614379083,scene_category
oos_geometry,6,selected_person,厨房与用餐,1,1,1.126827820931344,0.9637244445959244,0.3796296296296296,scene_category
oos_geometry,6,selected_person,复合／待定,3,3,1.0377035169622875,0.4623671398705283,0.18591140159767608,scene_category
oos_geometry,6,selected_person,起居与休闲,2,2,1.0059764122697283,0.6367935921140678,0.1018518518518518,scene_category
oos_geometry,6,selected_person,通行与连接,3,2,1.007379634508392,0.7115998761440919,0.2719680464778504,scene_category
oos_geometry,6,selected_type,厨房与用餐,1,1,1.1302242463123822,0.9691358024691358,0.3796296296296296,scene_category
oos_geometry,6,selected_type,复合／待定,3,3,1.0385261907920564,0.4679859598160252,0.18591140159767608,scene_category
oos_geometry,6,selected_type,起居与休闲,2,2,1.010004295008428,0.6618554829339143,0.1018518518518518,scene_category
oos_geometry,6,selected_type,通行与连接,3,2,1.01657426027969,0.722191030733281,0.2719680464778504,scene_category
oos_geometry,8,joint_model10,厨房与用餐,1,1,1.0770975020102187,0.9610323432385212,0.3229166666666667,scene_category
oos_geometry,8,joint_model10,复合／待定,3,3,0.9810250503933015,0.4607224753357711,0.17800925925925926,scene_category
oos_geometry,8,joint_model10,起居与休闲,2,2,0.9576866817890997,0.580470036917544,0.07708333333333331,scene_category
oos_geometry,8,joint_model10,通行与连接,3,2,0.9613270627423073,0.6778358937033605,0.218287037037037,scene_category
oos_geometry,8,joint_model25,厨房与用餐,1,1,1.0677380150621794,0.951320670295576,0.3229166666666667,scene_category
oos_geometry,8,joint_model25,复合／待定,3,3,0.9975653500787828,0.48983352669877817,0.17800925925925926,scene_category
oos_geometry,8,joint_model25,起居与休闲,2,2,0.960893160164875,0.585922825447353,0.07708333333333331,scene_category
oos_geometry,8,joint_model25,通行与连接,3,2,0.9691592257725358,0.6976891412673255,0.218287037037037,scene_category
oos_geometry,8,seed_context_t01,厨房与用餐,1,1,1.0942856502000062,0.983081314119754,0.3229166666666667,scene_category
oos_geometry,8,seed_context_t01,复合／待定,3,3,0.9918241978929488,0.4587098878194566,0.1918981481481481,scene_category
oos_geometry,8,seed_context_t01,起居与休闲,2,2,0.9722826657713961,0.5808515623839514,0.10486111111111104,scene_category
oos_geometry,8,seed_context_t01,通行与连接,3,2,0.9693911140531727,0.6702050099622259,0.22870370370370366,scene_category
oos_geometry,8,seed_context_t025,厨房与用餐,1,1,1.0952447870232314,0.983791392053365,0.3229166666666667,scene_category
oos_geometry,8,seed_context_t025,复合／待定,3,3,0.9918679040206263,0.4594512384480631,0.1918981481481481,scene_category
oos_geometry,8,seed_context_t025,起居与休闲,2,2,0.9733048255666644,0.5892687452913195,0.10486111111111104,scene_category
oos_geometry,8,seed_context_t025,通行与连接,3,2,0.9731819732708679,0.6808596289216933,0.22870370370370366,scene_category
oos_geometry,8,seed_context_t05,厨房与用餐,1,1,1.0956374858998097,0.9840716950328456,0.3229166666666667,scene_category
oos_geometry,8,seed_context_t05,复合／待定,3,3,0.9921363394759345,0.459724739331736,0.1918981481481481,scene_category
oos_geometry,8,seed_context_t05,起居与休闲,2,2,0.9739645802915741,0.5921797438430096,0.10486111111111104,scene_category
oos_geometry,8,seed_context_t05,通行与连接,3,2,0.9752601017772489,0.6844725112894204,0.22870370370370366,scene_category
oos_geometry,8,seed_equal,厨房与用餐,1,1,1.0960669969422712,0.984375,0.3229166666666667,scene_category
oos_geometry,8,seed_equal,复合／待定,3,3,0.9925356300872373,0.460011574074074,0.1918981481481481,scene_category
oos_geometry,8,seed_equal,起居与休闲,2,2,0.9747815589650304,0.5951388888888889,0.10486111111111104,scene_category
oos_geometry,8,seed_equal,通行与连接,3,2,0.9777213498825694,0.6880787037037037,0.22870370370370366,scene_category
oos_geometry,8,seed_model_uniform10,厨房与用餐,1,1,1.0777512740334263,0.9616145833333332,0.3229166666666667,scene_category
oos_geometry,8,seed_model_uniform10,复合／待定,3,3,0.9817414443572142,0.4616261574074074,0.17800925925925926,scene_category
oos_geometry,8,seed_model_uniform10,起居与休闲,2,2,0.9598866037214717,0.5884288194444445,0.07708333333333331,scene_category
oos_geometry,8,seed_model_uniform10,通行与连接,3,2,0.965520363205553,0.684230324074074,0.218287037037037,scene_category
oos_geometry,8,seed_model_uniform25,厨房与用餐,1,1,1.0677953382318055,0.9514973958333334,0.3229166666666667,scene_category
oos_geometry,8,seed_model_uniform25,复合／待定,3,3,0.9989631149709238,0.4915653935185184,0.17800925925925926,scene_category
oos_geometry,8,seed_model_uniform25,起居与休闲,2,2,0.9658741305041033,0.6017035590277777,0.07708333333333331,scene_category
oos_geometry,8,seed_model_uniform25,通行与连接,3,2,0.9736519855863986,0.7032624421296297,0.218287037037037,scene_category
oos_geometry,8,seed_person_t01,厨房与用餐,1,1,1.1106940345961671,0.9878053594172213,0.3229166666666667,scene_category
oos_geometry,8,seed_person_t01,复合／待定,3,3,1.009616395886328,0.44721859099290157,0.1918981481481481,scene_category
oos_geometry,8,seed_person_t01,起居与休闲,2,2,0.9868954818882409,0.5578002789631282,0.10486111111111104,scene_category
oos_geometry,8,seed_person_t01,通行与连接,3,2,0.9802049187472331,0.6543419324973018,0.22870370370370366,scene_category
oos_geometry,8,seed_person_t025,厨房与用餐,1,1,1.0926943004491878,0.9820150425085468,0.3229166666666667,scene_category
oos_geometry,8,seed_person_t025,复合／待定,3,3,0.9901561824132289,0.4535787804883893,0.1918981481481481,scene_category
oos_geometry,8,seed_person_t025,起居与休闲,2,2,0.9700515572995965,0.5716719246892068,0.10486111111111104,scene_category
oos_geometry,8,seed_person_t025,通行与连接,3,2,0.9686409814214962,0.6686276337909378,0.22870370370370366,scene_category
oos_geometry,8,seed_person_t05,厨房与用餐,1,1,1.0926512511319406,0.9824028884516596,0.3229166666666667,scene_category
oos_geometry,8,seed_person_t05,复合／待定,3,3,0.9900226728764179,0.4569516246190554,0.1918981481481481,scene_category
oos_geometry,8,seed_person_t05,起居与休闲,2,2,0.9712512984048622,0.5827882585558457,0.10486111111111104,scene_category
oos_geometry,8,seed_person_t05,通行与连接,3,2,0.9719645193938571,0.6783270366916004,0.22870370370370366,scene_category
oos_geometry,8,seed_type2,厨房与用餐,1,1,1.1170806905558608,0.9814040928057284,0.3229166666666667,scene_category
oos_geometry,8,seed_type2,复合／待定,3,3,1.0085125408348652,0.4729252486624496,0.1918981481481481,scene_category
oos_geometry,8,seed_type2,起居与休闲,2,2,0.9840151675345816,0.5884747682121139,0.10486111111111104,scene_category
oos_geometry,8,seed_type2,通行与连接,3,2,0.9801516397579301,0.687256528342175,0.22870370370370366,scene_category
oos_geometry,8,seed_type3,厨房与用餐,1,1,1.114424748197031,0.995269988196912,0.3229166666666667,scene_category
oos_geometry,8,seed_type3,复合／待定,3,3,1.005651429998264,0.4686768409010709,0.1918981481481481,scene_category
oos_geometry,8,seed_type3,起居与休闲,2,2,0.9805883427742188,0.5790541216171696,0.10486111111111104,scene_category
oos_geometry,8,seed_type3,通行与连接,3,2,0.9753984244958711,0.6759553185427837,0.22870370370370366,scene_category
oos_geometry,8,seed_type4,厨房与用餐,1,1,1.11301679934318,0.996718532453204,0.3229166666666667,scene_category
oos_geometry,8,seed_type4,复合／待定,3,3,1.015140459211499,0.47367996316686095,0.1918981481481481,scene_category
oos_geometry,8,seed_type4,起居与休闲,2,2,0.9756454328462162,0.5710198259485447,0.10486111111111104,scene_category
oos_geometry,8,seed_type4,通行与连接,3,2,0.9800916786418202,0.6737051333657607,0.22870370370370366,scene_category
oos_geometry,8,selected_context,厨房与用餐,1,1,1.0926943004491878,0.9820150425085468,0.3229166666666667,scene_category
oos_geometry,8,selected_context,复合／待定,3,3,0.9901561824132289,0.4535787804883893,0.1918981481481481,scene_category
oos_geometry,8,selected_context,起居与休闲,2,2,0.9700515572995965,0.5716719246892068,0.10486111111111104,scene_category
oos_geometry,8,selected_context,通行与连接,3,2,0.9686409814214962,0.6686276337909378,0.22870370370370366,scene_category
oos_geometry,8,selected_mixture,厨房与用餐,1,1,1.0770975020102187,0.9610323432385212,0.3229166666666667,scene_category
oos_geometry,8,selected_mixture,复合／待定,3,3,0.9810250503933015,0.4607224753357711,0.17800925925925926,scene_category
oos_geometry,8,selected_mixture,起居与休闲,2,2,0.9576866817890997,0.580470036917544,0.07708333333333331,scene_category
oos_geometry,8,selected_mixture,通行与连接,3,2,0.9613270627423073,0.6778358937033605,0.218287037037037,scene_category
oos_geometry,8,selected_person,厨房与用餐,1,1,1.0926943004491878,0.9820150425085468,0.3229166666666667,scene_category
oos_geometry,8,selected_person,复合／待定,3,3,0.9901561824132289,0.4535787804883893,0.1918981481481481,scene_category
oos_geometry,8,selected_person,起居与休闲,2,2,0.9700515572995965,0.5716719246892068,0.10486111111111104,scene_category
oos_geometry,8,selected_person,通行与连接,3,2,0.9686409814214962,0.6686276337909378,0.22870370370370366,scene_category
oos_geometry,8,selected_type,厨房与用餐,1,1,1.0960669969422712,0.984375,0.3229166666666667,scene_category
oos_geometry,8,selected_type,复合／待定,3,3,1.0014224267940721,0.4682872136040765,0.1918981481481481,scene_category
oos_geometry,8,selected_type,起居与休闲,2,2,0.9747815589650304,0.5951388888888889,0.10486111111111104,scene_category
oos_geometry,8,selected_type,通行与连接,3,2,0.9801730563683844,0.6888913009343273,0.22870370370370366,scene_category
semi,0,cold_context_personal,储藏与家务辅助,1,1,0.9160846591331206,0.1666666666666666,0.0833333333333333,scene_category
semi,0,cold_context_personal,卧室,16,7,0.9388822092100526,0.47021640645136,0.19970561594202896,scene_category
semi,0,cold_context_personal,卫浴,2,2,1.321350850234367,1.5050100751779039,0.7954545454545454,scene_category
semi,0,cold_context_personal,厨房与用餐,2,2,1.0748476118443369,0.3989121549715311,0.108695652173913,scene_category
semi,0,cold_context_personal,复合／待定,5,4,0.9898788601596603,0.4929306282209797,0.20833333333333331,scene_category
semi,0,cold_context_personal,工作与学习,2,1,1.0863768284530788,0.25073843899687653,0.04166666666666665,scene_category
semi,0,cold_context_personal,开放复合空间,1,1,0.2128552242861161,0.0,0.0,scene_category
semi,0,cold_context_personal,无法判断,1,1,1.024390776548584,0.8543293397563207,0.2,scene_category
semi,0,cold_context_personal,起居与休闲,3,3,0.9629432245555772,0.3333333333333333,0.16666666666666666,scene_category
semi,0,cold_context_personal,通行与连接,10,5,1.1274689978067536,0.35095374387400435,0.08333333333333333,scene_category
semi,0,cold_context_population,储藏与家务辅助,1,1,0.9185154971040403,0.1666666666666666,0.0833333333333333,scene_category
semi,0,cold_context_population,卧室,16,7,0.9395315394922957,0.4744861893113286,0.19970561594202896,scene_category
semi,0,cold_context_population,卫浴,2,2,1.3295803402831385,1.5153537274733075,0.7954545454545454,scene_category
semi,0,cold_context_population,厨房与用餐,2,2,1.081621827223981,0.4056676328321439,0.108695652173913,scene_category
semi,0,cold_context_population,复合／待定,5,4,0.9908634630870565,0.4932503988328823,0.20833333333333331,scene_category
semi,0,cold_context_population,工作与学习,2,1,1.089101450525332,0.25526179843876484,0.04166666666666665,scene_category
semi,0,cold_context_population,开放复合空间,1,1,0.215822321821692,0.0,0.0,scene_category
semi,0,cold_context_population,无法判断,1,1,1.0391030022655017,0.8724958842276409,0.2,scene_category
semi,0,cold_context_population,起居与休闲,3,3,0.9573112330703535,0.3333333333333333,0.16666666666666666,scene_category
semi,0,cold_context_population,通行与连接,10,5,1.1278531679150803,0.3528926294112334,0.08333333333333333,scene_category
semi,0,cold_personal,储藏与家务辅助,1,1,0.929011002284312,0.1666666666666666,0.0833333333333333,scene_category
semi,0,cold_personal,卧室,16,7,0.9400681904391633,0.4769543531553029,0.19970561594202896,scene_category
semi,0,cold_personal,卫浴,2,2,1.3253488759264187,1.5219860410563955,0.7954545454545454,scene_category
semi,0,cold_personal,厨房与用餐,2,2,1.0664879542943377,0.39098042519357795,0.108695652173913,scene_category
semi,0,cold_personal,复合／待定,5,4,0.9932432150740347,0.494863619358972,0.20833333333333331,scene_category
semi,0,cold_personal,工作与学习,2,1,1.083648121616285,0.24374993420617644,0.04166666666666665,scene_category
semi,0,cold_personal,开放复合空间,1,1,0.205574021361973,0.0,0.0,scene_category
semi,0,cold_personal,无法判断,1,1,0.9647744398408176,0.776946285916428,0.2,scene_category
semi,0,cold_personal,起居与休闲,3,3,0.9772125760546556,0.3333333333333333,0.16666666666666666,scene_category
semi,0,cold_personal,通行与连接,10,5,1.135020081488687,0.3795674421088413,0.08333333333333333,scene_category
semi,0,cold_population,储藏与家务辅助,1,1,0.9287345129017888,0.1666666666666666,0.0833333333333333,scene_category
semi,0,cold_population,卧室,16,7,0.9414546444534326,0.481926366457472,0.19970561594202896,scene_category
semi,0,cold_population,卫浴,2,2,1.333754348132897,1.5361972076374903,0.7954545454545454,scene_category
semi,0,cold_population,厨房与用餐,2,2,1.0791026953180796,0.4036512868116371,0.108695652173913,scene_category
semi,0,cold_population,复合／待定,5,4,0.9955344391588186,0.4983659998405562,0.20833333333333331,scene_category
semi,0,cold_population,工作与学习,2,1,1.0897292002788337,0.2585661416849004,0.04166666666666665,scene_category
semi,0,cold_population,开放复合空间,1,1,0.2142605463031722,0.0,0.0,scene_category
semi,0,cold_population,无法判断,1,1,1.0029332394864272,0.8261267079417598,0.2,scene_category
semi,0,cold_population,起居与休闲,3,3,0.9541828402087099,0.3333333333333333,0.16666666666666666,scene_category
semi,0,cold_population,通行与连接,10,5,1.1319340745190931,0.37725214290343984,0.08333333333333333,scene_category
semi,0,cold_type2,储藏与家务辅助,1,1,0.9316347539850426,0.1666666666666666,0.0833333333333333,scene_category
semi,0,cold_type2,卧室,16,7,0.9417408682705631,0.48294689220476605,0.19970561594202896,scene_category
semi,0,cold_type2,卫浴,2,2,1.3263046586170066,1.5263091068882695,0.7954545454545454,scene_category
semi,0,cold_type2,厨房与用餐,2,2,1.0671400725952258,0.3918493053055464,0.108695652173913,scene_category
semi,0,cold_type2,复合／待定,5,4,0.9946674698042521,0.49378803044391617,0.20833333333333331,scene_category
semi,0,cold_type2,工作与学习,2,1,1.0868170940857558,0.25230047792394256,0.04166666666666665,scene_category
semi,0,cold_type2,开放复合空间,1,1,0.2057736737535556,0.0,0.0,scene_category
semi,0,cold_type2,无法判断,1,1,0.9778283440734048,0.7929983586423947,0.2,scene_category
semi,0,cold_type2,起居与休闲,3,3,0.9702291266225318,0.3333333333333333,0.16666666666666666,scene_category
semi,0,cold_type2,通行与连接,10,5,1.1323591418478602,0.3744608165572378,0.08333333333333333,scene_category
semi,0,cold_type3,储藏与家务辅助,1,1,0.9324902710059148,0.1666666666666666,0.0833333333333333,scene_category
semi,0,cold_type3,卧室,16,7,0.9419208129294646,0.4828878947492261,0.19970561594202896,scene_category
semi,0,cold_type3,卫浴,2,2,1.3264990153807164,1.5259659297942183,0.7954545454545454,scene_category
semi,0,cold_type3,厨房与用餐,2,2,1.067117061164762,0.3913149957378927,0.108695652173913,scene_category
semi,0,cold_type3,复合／待定,5,4,0.9945855610368491,0.4932036370568758,0.20833333333333331,scene_category
semi,0,cold_type3,工作与学习,2,1,1.0866040630642881,0.2508699813774651,0.04166666666666665,scene_category
semi,0,cold_type3,开放复合空间,1,1,0.2059255663785081,0.0,0.0,scene_category
semi,0,cold_type3,无法判断,1,1,0.9798387028596484,0.7955852155800465,0.2,scene_category
semi,0,cold_type3,起居与休闲,3,3,0.9698936398394897,0.3333333333333333,0.16666666666666666,scene_category
