condition,k,cut,method,metric,images,real_stability,predicted_stability,brier,declaration_rate,false_declaration_rate,false_fraction_among_declarations
oos_geometry,8,0.2,seed_equal,diagnostic_stable_multimode80,9,0.1111111111111111,0.8142361111111112,0.6111653645833334,0.6666666666666666,0.5555555555555556,0.8333333333333334
oos_geometry,8,0.2,seed_person_t025,diagnostic_stable100,9,0.0,0.6076388888888888,0.4236111111111111,0.2222222222222222,0.2222222222222222,1.0
oos_geometry,8,0.2,seed_person_t025,diagnostic_stable80,9,0.1111111111111111,0.8263888888888888,0.6302083333333334,0.6111111111111112,0.5,0.8181818181818182
oos_geometry,8,0.2,seed_person_t025,diagnostic_stable_multimode80,9,0.1111111111111111,0.8229166666666666,0.6236979166666666,0.6111111111111112,0.5,0.8181818181818182
oos_geometry,8,0.2,seed_type4,diagnostic_stable100,9,0.0,0.5555555555555556,0.3794487847222222,0.16666666666666666,0.16666666666666666,1.0
oos_geometry,8,0.2,seed_type4,diagnostic_stable80,9,0.1111111111111111,0.8246527777777778,0.6384006076388888,0.6111111111111112,0.5555555555555556,0.9090909090909091
oos_geometry,8,0.2,seed_type4,diagnostic_stable_multimode80,9,0.1111111111111111,0.8229166666666666,0.6349826388888888,0.6111111111111112,0.5555555555555556,0.9090909090909091
oos_geometry,8,0.2,selected_mixture,diagnostic_stable100,9,0.0,0.4583333333333333,0.2943793402777778,0.16666666666666666,0.16666666666666666,1.0
oos_geometry,8,0.2,selected_mixture,diagnostic_stable80,9,0.1111111111111111,0.7013888888888888,0.5047743055555556,0.3888888888888889,0.3333333333333333,0.8571428571428571
oos_geometry,8,0.2,selected_mixture,diagnostic_stable_multimode80,9,0.1111111111111111,0.7013888888888888,0.5047743055555556,0.3888888888888889,0.3333333333333333,0.8571428571428571
semi,4,0.05,seed_context_t025,diagnostic_stable100,18,0.0,0.9357638888888888,0.8888346354166666,0.8888888888888888,0.8888888888888888,1.0
semi,4,0.05,seed_context_t025,diagnostic_stable80,18,0.2222222222222222,0.9435763888888888,0.6862250434027778,0.9166666666666666,0.6944444444444444,0.7575757575757576
semi,4,0.05,seed_context_t025,diagnostic_stable_multimode80,18,0.2222222222222222,0.6640625,0.5719129774305556,0.6388888888888888,0.5,0.782608695652174
semi,4,0.05,seed_equal,diagnostic_stable100,18,0.0,0.9375,0.8917643229166666,0.8611111111111112,0.8611111111111112,1.0
semi,4,0.05,seed_equal,diagnostic_stable80,18,0.2222222222222222,0.9409722222222222,0.6809895833333334,0.8611111111111112,0.6388888888888888,0.7419354838709677
semi,4,0.05,seed_equal,diagnostic_stable_multimode80,18,0.2222222222222222,0.6631944444444444,0.5698784722222222,0.5833333333333334,0.4444444444444444,0.7619047619047619
semi,4,0.05,seed_person_t025,diagnostic_stable100,18,0.0,0.9348958333333334,0.8885362413194444,0.9166666666666666,0.9166666666666666,1.0
semi,4,0.05,seed_person_t025,diagnostic_stable80,18,0.2222222222222222,0.9427083333333334,0.6849500868055556,0.9166666666666666,0.6944444444444444,0.7575757575757576
semi,4,0.05,seed_person_t025,diagnostic_stable_multimode80,18,0.2222222222222222,0.6623263888888888,0.5692003038194444,0.6388888888888888,0.5,0.782608695652174
semi,4,0.05,seed_type4,diagnostic_stable100,18,0.0,0.9357638888888888,0.8880208333333334,0.8888888888888888,0.8888888888888888,1.0
semi,4,0.05,seed_type4,diagnostic_stable80,18,0.2222222222222222,0.9470486111111112,0.6914333767361112,0.9166666666666666,0.6944444444444444,0.7575757575757576
semi,4,0.05,seed_type4,diagnostic_stable_multimode80,18,0.2222222222222222,0.6657986111111112,0.5738118489583334,0.6388888888888888,0.5,0.782608695652174
semi,4,0.05,selected_mixture,diagnostic_stable100,18,0.0,0.8541666666666666,0.7782118055555556,0.75,0.75,1.0
semi,4,0.05,selected_mixture,diagnostic_stable80,18,0.2222222222222222,0.9071180555555556,0.6283365885416666,0.8055555555555556,0.5833333333333334,0.7241379310344828
semi,4,0.05,selected_mixture,diagnostic_stable_multimode80,18,0.2222222222222222,0.6519097222222222,0.4828830295138889,0.5555555555555556,0.3888888888888889,0.7
semi,4,0.1,seed_context_t025,diagnostic_stable100,18,0.19444444444444445,0.9366319444444444,0.7011447482638888,0.8888888888888888,0.6944444444444444,0.78125
semi,4,0.1,seed_context_t025,diagnostic_stable80,18,0.5,0.9435763888888888,0.4640028211805556,0.9166666666666666,0.4444444444444444,0.48484848484848486
semi,4,0.1,seed_context_t025,diagnostic_stable_multimode80,18,0.3888888888888889,0.4114583333333333,0.3187934027777778,0.3888888888888889,0.16666666666666666,0.42857142857142855
semi,4,0.1,seed_equal,diagnostic_stable100,18,0.19444444444444445,0.9383680555555556,0.7041286892361112,0.8611111111111112,0.6666666666666666,0.7741935483870968
semi,4,0.1,seed_equal,diagnostic_stable80,18,0.5,0.9409722222222222,0.4639756944444444,0.8611111111111112,0.4166666666666667,0.4838709677419355
semi,4,0.1,seed_equal,diagnostic_stable_multimode80,18,0.3888888888888889,0.4123263888888889,0.323486328125,0.3333333333333333,0.1388888888888889,0.4166666666666667
semi,4,0.1,seed_person_t025,diagnostic_stable100,18,0.19444444444444445,0.9348958333333334,0.6993001302083334,0.9166666666666666,0.7222222222222222,0.7878787878787878
semi,4,0.1,seed_person_t025,diagnostic_stable80,18,0.5,0.9427083333333334,0.4627278645833333,0.9166666666666666,0.4444444444444444,0.48484848484848486
semi,4,0.1,seed_person_t025,diagnostic_stable_multimode80,18,0.3888888888888889,0.4105902777777778,0.3195258246527778,0.3888888888888889,0.16666666666666666,0.42857142857142855
semi,4,0.1,seed_type4,diagnostic_stable100,18,0.19444444444444445,0.9392361111111112,0.7054578993055556,0.8888888888888888,0.6944444444444444,0.78125
semi,4,0.1,seed_type4,diagnostic_stable80,18,0.5,0.9470486111111112,0.4674750434027778,0.9166666666666666,0.4444444444444444,0.48484848484848486
semi,4,0.1,seed_type4,diagnostic_stable_multimode80,18,0.3888888888888889,0.4175347222222222,0.3271755642361111,0.3888888888888889,0.16666666666666666,0.42857142857142855
semi,4,0.1,selected_mixture,diagnostic_stable100,18,0.19444444444444445,0.8689236111111112,0.6170518663194444,0.75,0.5555555555555556,0.7407407407407407
semi,4,0.1,selected_mixture,diagnostic_stable80,18,0.5,0.9157986111111112,0.4169650607638889,0.8055555555555556,0.3888888888888889,0.4827586206896552
semi,4,0.1,selected_mixture,diagnostic_stable_multimode80,18,0.3888888888888889,0.3854166666666667,0.2765842013888889,0.2777777777777778,0.1111111111111111,0.4
semi,4,0.2,seed_context_t025,diagnostic_stable100,18,0.5,0.9383680555555556,0.4285210503472222,0.8888888888888888,0.4166666666666667,0.46875
semi,4,0.2,seed_context_t025,diagnostic_stable80,18,0.7222222222222222,0.9435763888888888,0.2591417100694444,0.9166666666666666,0.25,0.2727272727272727
semi,4,0.2,seed_context_t025,diagnostic_stable_multimode80,18,0.4444444444444444,0.3550347222222222,0.3365071614583333,0.3055555555555556,0.1111111111111111,0.36363636363636365
semi,4,0.2,seed_equal,diagnostic_stable100,18,0.5,0.9392361111111112,0.4263237847222222,0.8611111111111112,0.4166666666666667,0.4838709677419355
semi,4,0.2,seed_equal,diagnostic_stable80,18,0.7222222222222222,0.9409722222222222,0.25390625,0.8611111111111112,0.2222222222222222,0.25806451612903225
semi,4,0.2,seed_equal,diagnostic_stable_multimode80,18,0.4444444444444444,0.3559027777777778,0.3360460069444444,0.2777777777777778,0.1111111111111111,0.4
semi,4,0.2,seed_person_t025,diagnostic_stable100,18,0.5,0.9366319444444444,0.431884765625,0.9166666666666666,0.4444444444444444,0.48484848484848486
semi,4,0.2,seed_person_t025,diagnostic_stable80,18,0.7222222222222222,0.9427083333333334,0.2561306423611111,0.9166666666666666,0.25,0.2727272727272727
semi,4,0.2,seed_person_t025,diagnostic_stable_multimode80,18,0.4444444444444444,0.3541666666666667,0.3336588541666667,0.3333333333333333,0.1388888888888889,0.4166666666666667
semi,4,0.2,seed_type4,diagnostic_stable100,18,0.5,0.9409722222222222,0.4258897569444444,0.8888888888888888,0.4166666666666667,0.46875
semi,4,0.2,seed_type4,diagnostic_stable80,18,0.7222222222222222,0.9470486111111112,0.2504611545138889,0.9166666666666666,0.2222222222222222,0.24242424242424243
semi,4,0.2,seed_type4,diagnostic_stable_multimode80,18,0.4444444444444444,0.3611111111111111,0.3327907986111111,0.3333333333333333,0.1111111111111111,0.3333333333333333
semi,4,0.2,selected_mixture,diagnostic_stable100,18,0.5,0.8836805555555556,0.3546006944444444,0.7777777777777778,0.3055555555555556,0.39285714285714285
semi,4,0.2,selected_mixture,diagnostic_stable80,18,0.7222222222222222,0.921875,0.2090386284722222,0.8333333333333334,0.19444444444444445,0.23333333333333334
semi,4,0.2,selected_mixture,diagnostic_stable_multimode80,18,0.4444444444444444,0.3359375,0.2926161024305556,0.25,0.08333333333333333,0.3333333333333333
semi,8,0.05,seed_context_t025,diagnostic_stable100,18,0.0,0.7404513888888888,0.5923665364583334,0.5,0.5,1.0
semi,8,0.05,seed_context_t025,diagnostic_stable80,18,0.2222222222222222,0.9401041666666666,0.6805284288194444,0.8888888888888888,0.6666666666666666,0.75
semi,8,0.05,seed_context_t025,diagnostic_stable_multimode80,18,0.2222222222222222,0.8784722222222222,0.6095920138888888,0.8333333333333334,0.6111111111111112,0.7333333333333333
semi,8,0.05,seed_equal,diagnostic_stable100,18,0.0,0.7361111111111112,0.5863715277777778,0.4722222222222222,0.4722222222222222,1.0
semi,8,0.05,seed_equal,diagnostic_stable80,18,0.2222222222222222,0.9366319444444444,0.6762424045138888,0.8888888888888888,0.6666666666666666,0.75
semi,8,0.05,seed_equal,diagnostic_stable_multimode80,18,0.2222222222222222,0.8776041666666666,0.6077745225694444,0.8333333333333334,0.6111111111111112,0.7333333333333333
semi,8,0.05,seed_person_t025,diagnostic_stable100,18,0.0,0.7291666666666666,0.5802408854166666,0.5833333333333334,0.5833333333333334,1.0
semi,8,0.05,seed_person_t025,diagnostic_stable80,18,0.2222222222222222,0.9427083333333334,0.6841362847222222,0.8888888888888888,0.6666666666666666,0.75
semi,8,0.05,seed_person_t025,diagnostic_stable_multimode80,18,0.2222222222222222,0.8793402777777778,0.6095106336805556,0.8333333333333334,0.6111111111111112,0.7333333333333333
semi,8,0.05,seed_type4,diagnostic_stable100,18,0.0,0.7378472222222222,0.5955403645833334,0.5277777777777778,0.5277777777777778,1.0
semi,8,0.05,seed_type4,diagnostic_stable80,18,0.2222222222222222,0.9453125,0.6881781684027778,0.8888888888888888,0.6666666666666666,0.75
semi,8,0.05,seed_type4,diagnostic_stable_multimode80,18,0.2222222222222222,0.8828125,0.620361328125,0.8055555555555556,0.6111111111111112,0.7586206896551724
semi,8,0.05,selected_mixture,diagnostic_stable100,18,0.0,0.5928819444444444,0.4145779079861111,0.19444444444444445,0.19444444444444445,1.0
semi,8,0.05,selected_mixture,diagnostic_stable80,18,0.2222222222222222,0.8758680555555556,0.5984971788194444,0.8055555555555556,0.5833333333333334,0.7241379310344828
semi,8,0.05,selected_mixture,diagnostic_stable_multimode80,18,0.2222222222222222,0.7881944444444444,0.49267578125,0.6111111111111112,0.4166666666666667,0.6818181818181818
semi,8,0.1,seed_context_t025,diagnostic_stable100,18,0.19444444444444445,0.8116319444444444,0.5138075086805556,0.6388888888888888,0.4444444444444444,0.6956521739130435
semi,8,0.1,seed_context_t025,diagnostic_stable80,18,0.5,0.9401041666666666,0.4322645399305556,0.8888888888888888,0.4166666666666667,0.46875
semi,8,0.1,seed_context_t025,diagnostic_stable_multimode80,18,0.3888888888888889,0.6076388888888888,0.3758138020833333,0.5555555555555556,0.3055555555555556,0.55
semi,8,0.1,seed_equal,diagnostic_stable100,18,0.19444444444444445,0.8125,0.5187174479166666,0.6666666666666666,0.4722222222222222,0.7083333333333334
semi,8,0.1,seed_equal,diagnostic_stable80,18,0.5,0.9366319444444444,0.4314507378472222,0.8888888888888888,0.4166666666666667,0.46875
semi,8,0.1,seed_equal,diagnostic_stable_multimode80,18,0.3888888888888889,0.6067708333333334,0.3759494357638889,0.5833333333333334,0.3055555555555556,0.5238095238095238
semi,8,0.1,seed_person_t025,diagnostic_stable100,18,0.19444444444444445,0.8029513888888888,0.5068088107638888,0.6944444444444444,0.5,0.72
semi,8,0.1,seed_person_t025,diagnostic_stable80,18,0.5,0.9427083333333334,0.4393446180555556,0.8888888888888888,0.4166666666666667,0.46875
semi,8,0.1,seed_person_t025,diagnostic_stable_multimode80,18,0.3888888888888889,0.6111111111111112,0.38037109375,0.5833333333333334,0.3055555555555556,0.5238095238095238
semi,8,0.1,seed_type4,diagnostic_stable100,18,0.19444444444444445,0.7925347222222222,0.4960123697916667,0.6111111111111112,0.4166666666666667,0.6818181818181818
semi,8,0.1,seed_type4,diagnostic_stable80,18,0.5,0.9453125,0.441650390625,0.8888888888888888,0.4166666666666667,0.46875
semi,8,0.1,seed_type4,diagnostic_stable_multimode80,18,0.3888888888888889,0.6067708333333334,0.381591796875,0.5277777777777778,0.3055555555555556,0.5789473684210527
semi,8,0.1,selected_mixture,diagnostic_stable100,18,0.19444444444444445,0.7126736111111112,0.4111056857638889,0.4444444444444444,0.2777777777777778,0.625
semi,8,0.1,selected_mixture,diagnostic_stable80,18,0.5,0.8914930555555556,0.4055718315972222,0.8333333333333334,0.3888888888888889,0.4666666666666667
semi,8,0.1,selected_mixture,diagnostic_stable_multimode80,18,0.3888888888888889,0.5572916666666666,0.3349609375,0.3888888888888889,0.16666666666666666,0.42857142857142855
semi,8,0.2,seed_context_t025,diagnostic_stable100,18,0.5,0.8611111111111112,0.3130967881944444,0.75,0.2777777777777778,0.37037037037037035
semi,8,0.2,seed_context_t025,diagnostic_stable80,18,0.7222222222222222,0.9401041666666666,0.21351453993055555,0.8888888888888888,0.19444444444444445,0.21875
semi,8,0.2,seed_context_t025,diagnostic_stable_multimode80,18,0.4444444444444444,0.4713541666666667,0.2522515190972222,0.4166666666666667,0.1111111111111111,0.26666666666666666
semi,8,0.2,seed_equal,diagnostic_stable100,18,0.5,0.8619791666666666,0.324462890625,0.75,0.2777777777777778,0.37037037037037035
semi,8,0.2,seed_equal,diagnostic_stable80,18,0.7222222222222222,0.9366319444444444,0.21617296006944445,0.8888888888888888,0.19444444444444445,0.21875
semi,8,0.2,seed_equal,diagnostic_stable_multimode80,18,0.4444444444444444,0.46875,0.2509765625,0.4166666666666667,0.1111111111111111,0.26666666666666666
semi,8,0.2,seed_person_t025,diagnostic_stable100,18,0.5,0.8472222222222222,0.2957899305555556,0.75,0.2777777777777778,0.37037037037037035
semi,8,0.2,seed_person_t025,diagnostic_stable80,18,0.7222222222222222,0.9427083333333334,0.21712239583333334,0.8888888888888888,0.19444444444444445,0.21875
semi,8,0.2,seed_person_t025,diagnostic_stable_multimode80,18,0.4444444444444444,0.4678819444444444,0.2498101128472222,0.4166666666666667,0.1111111111111111,0.26666666666666666
semi,8,0.2,seed_type4,diagnostic_stable100,18,0.5,0.8368055555555556,0.2904730902777778,0.6944444444444444,0.2222222222222222,0.32
semi,8,0.2,seed_type4,diagnostic_stable80,18,0.7222222222222222,0.9453125,0.2194281684027778,0.8888888888888888,0.19444444444444445,0.21875
semi,8,0.2,seed_type4,diagnostic_stable_multimode80,18,0.4444444444444444,0.4600694444444444,0.24332682291666666,0.3611111111111111,0.1111111111111111,0.3076923076923077
semi,8,0.2,selected_mixture,diagnostic_stable100,18,0.5,0.7934027777777778,0.24072265625,0.6111111111111112,0.1388888888888889,0.22727272727272727
semi,8,0.2,selected_mixture,diagnostic_stable80,18,0.7222222222222222,0.8967013888888888,0.19322374131944445,0.8333333333333334,0.16666666666666666,0.2
semi,8,0.2,selected_mixture,diagnostic_stable_multimode80,18,0.4444444444444444,0.4175347222222222,0.226806640625,0.2777777777777778,0.05555555555555555,0.2
