condition,k,method,image_id,building,n_valid,kernel_score,count_brier,count_tv,uncovered_count,abs_pair_disagreement_error,scene_category,main_function_primary,floor_boundary,ceiling_boundary,expert_tag
manual,2,seed_context_t05,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1.5014825583994016,1.416641429151519,0.8333333333333334,0.8333333333333334,0.4726624750209989,卫浴,bathroom,partial,present,困难
manual,2,seed_context_t05,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1.1751036687611067,0.6285284539806645,0.3556444642157109,0.2777777777777777,0.6386374022211552,卫浴,bathroom,present,present,中等
manual,2,seed_context_t05,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,0.8740549871789346,0.6106374554224009,0.3882206860103638,0.2222222222222222,0.6104456867680794,卧室,sleep,partial,present,简单
manual,2,seed_context_t05,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,0.9522526080990282,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.0909090909090909,储藏与家务辅助,storage,partial,present,简单
manual,2,seed_context_t05,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1.503196926226872,1.2752922549105965,0.7777777777777778,0.7777777777777777,0.3896615964869044,卫浴,bathroom,partial,present,困难
manual,2,seed_context_t05,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,0.9623671352172896,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,卧室,sleep,partial,present,简单
manual,2,seed_context_t05,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.5396631912462818,1.3072979016446692e-33,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,2,seed_context_t05,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.4073760195619034,1.2865361568576936,0.7916666666666666,0.7916666666666666,0.309554128782033,卫浴,bathroom,partial,present,困难
manual,2,seed_context_t05,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.464946654787685,1.1579900159759344,0.5952380952380952,0.5952380952380952,0.3984693631754569,卫浴,bathroom,partial,present,困难
manual,2,seed_context_t05,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,0.9750855346314306,2.7391003653507356e-33,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,2,seed_context_t05,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,1.055032814779225,3.174866332565625e-33,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,2,seed_equal,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.896462850433438,0.8333333333333334,0.5,0.3333333333333333,0.2777777777777778,开放复合空间,living,partial,present,中等
manual,2,seed_equal,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,1.103066727406237,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0952380952380952,通行与连接,circulation,present,partial,简单
manual,2,seed_equal,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.3292661564707842,0.5,0.3333333333333333,0.1666666666666666,0.5,通行与连接,circulation,present,partial,简单
manual,2,seed_equal,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.2563986556622749,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,2,seed_equal,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.2662226833812067,0.85,0.4166666666666667,0.3333333333333333,0.2666666666666666,卫浴,bathroom,partial,present,困难
manual,2,seed_equal,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,1.2027823610874644,1.0588235294117647,0.4901960784313726,0.4901960784313726,0.392156862745098,卫浴,bathroom,partial,present,困难
manual,2,seed_equal,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,1.4978886162914762,1.2222222222222223,0.7222222222222222,0.7222222222222222,0.4444444444444444,卫浴,bathroom,partial,present,困难
manual,2,seed_equal,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,0.7195801059546888,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,2,seed_equal,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,0.9672594188068532,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,2,seed_equal,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,0.9854547383665876,0.2301587301587301,0.1984126984126984,0.0317460317460317,0.2301587301587301,卧室,sleep,partial,present,简单
manual,2,seed_equal,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.824777161160759,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,2,seed_equal,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1.318744921449667,1.1388888888888888,0.6944444444444443,0.611111111111111,0.4166666666666667,卫浴,bathroom,partial,present,困难
manual,2,seed_equal,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1.3741472655033335,0.8333333333333334,0.5,0.3333333333333333,0.1666666666666666,卧室,sleep,partial,present,中等
manual,2,seed_equal,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,0.76981277089547,0.611111111111111,0.3888888888888889,0.2222222222222222,0.611111111111111,起居与休闲,living,partial,partial,中等
manual,2,seed_equal,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,1.073185081538387,0.8650793650793651,0.369047619047619,0.3571428571428571,0.296031746031746,起居与休闲,living,partial,partial,中等
manual,2,seed_equal,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.41781476037432,1.0833333333333333,0.5436507936507936,0.5396825396825397,0.3666666666666667,卫浴,bathroom,partial,present,中等
manual,2,seed_equal,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.4392424069694272,1.3293650793650793,0.7698412698412698,0.7698412698412698,0.4238095238095238,卫浴,bathroom,partial,present,困难
manual,2,seed_equal,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.4096443523661568,1.2658730158730158,0.7063492063492064,0.7063492063492064,0.4206349206349206,卫浴,bathroom,partial,present,困难
manual,2,seed_equal,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,0.9103560030290626,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.1774891774891774,卧室,sleep,partial,present,中等
manual,2,seed_equal,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1.4998068159326263,1.4166666666666667,0.8333333333333334,0.8333333333333334,0.4722222222222221,卫浴,bathroom,partial,present,困难
manual,2,seed_equal,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1.1822065160352342,0.6388888888888888,0.3611111111111111,0.2777777777777777,0.6388888888888888,卫浴,bathroom,present,present,中等
manual,2,seed_equal,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,0.8778279234885537,0.611111111111111,0.3888888888888889,0.2222222222222222,0.611111111111111,卧室,sleep,partial,present,简单
manual,2,seed_equal,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,0.95696576538999,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.0909090909090909,储藏与家务辅助,storage,partial,present,简单
manual,2,seed_equal,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1.4999999690735162,1.277777777777778,0.7777777777777777,0.7777777777777777,0.3888888888888888,卫浴,bathroom,partial,present,困难
manual,2,seed_equal,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,0.965127252119988,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,卧室,sleep,partial,present,简单
manual,2,seed_equal,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.5420428970912234,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,2,seed_equal,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.4162773240434976,1.2916666666666667,0.7916666666666666,0.7916666666666666,0.3055555555555556,卫浴,bathroom,partial,present,困难
manual,2,seed_equal,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.4654964880507415,1.1547619047619049,0.5952380952380952,0.5952380952380952,0.3984126984126985,卫浴,bathroom,partial,present,困难
manual,2,seed_equal,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,0.9816356243088876,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,2,seed_equal,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,1.0620287961044832,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,2,seed_model_uniform10,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.8552120982276773,0.7966666666666667,0.4666666666666667,0.1666666666666666,0.2477777777777778,开放复合空间,living,partial,present,中等
manual,2,seed_model_uniform10,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,1.0489138041188022,0.0942857142857142,0.0476190476190474,0.0476190476190476,0.0307936507936502,通行与连接,circulation,present,partial,简单
manual,2,seed_model_uniform10,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.2511817228760629,0.4694444444444444,0.3277777777777778,0.1666666666666666,0.4668518518518518,通行与连接,circulation,present,partial,简单
manual,2,seed_model_uniform10,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.2514001968783001,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,2,seed_model_uniform10,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.1987763444260155,0.8191666666666667,0.425,0.2,0.1758333333333333,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform10,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,1.131879236729957,0.997124183006536,0.484640522875817,0.4019607843137254,0.301045751633987,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform10,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,1.4086184815325664,1.1605555555555558,0.7222222222222222,0.7222222222222222,0.355,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform10,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,0.6807711268270794,0.0022222222222222,0.0333333333333333,0.0,0.0644444444444444,厨房与用餐,dining,partial,present,简单
manual,2,seed_model_uniform10,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,0.9129945010623898,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,2,seed_model_uniform10,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,0.9218775832130556,0.1984920634920635,0.1817460317460317,0.0317460317460317,0.2284920634920634,卧室,sleep,partial,present,简单
manual,2,seed_model_uniform10,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.7792684009663859,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,2,seed_model_uniform10,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1.1962217362165433,1.0130555555555556,0.6361111111111111,0.2777777777777777,0.4474999999999999,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform10,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1.2816302859666855,0.7716666666666666,0.4499999999999999,0.3333333333333333,0.1716666666666666,卧室,sleep,partial,present,中等
manual,2,seed_model_uniform10,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,0.7319818397675006,0.5850000000000001,0.4055555555555556,0.2222222222222222,0.5194444444444445,起居与休闲,living,partial,partial,中等
manual,2,seed_model_uniform10,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,1.0156998158482262,0.8187301587301588,0.3607142857142857,0.2301587301587301,0.2393650793650794,起居与休闲,living,partial,partial,中等
manual,2,seed_model_uniform10,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.3288984381058235,1.0242460317460318,0.5186507936507937,0.4126984126984127,0.3091666666666667,卫浴,bathroom,partial,present,中等
manual,2,seed_model_uniform10,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.3499209041655231,1.24244708994709,0.7476190476190476,0.611111111111111,0.3263095238095235,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform10,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.3188200629419564,1.1542460317460317,0.6396825396825396,0.4206349206349206,0.3153571428571427,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform10,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,0.8521926259024865,0.1745454545454545,0.0545454545454545,0.0454545454545454,0.0025108225108227,卧室,sleep,partial,present,中等
manual,2,seed_model_uniform10,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1.4098087477733003,1.3275,0.8333333333333334,0.8333333333333334,0.366388888888889,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform10,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1.1011271727168788,0.5958333333333333,0.3694444444444444,0.2777777777777777,0.498611111111111,卫浴,bathroom,present,present,中等
manual,2,seed_model_uniform10,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,0.8301511945624376,0.5850000000000001,0.4055555555555556,0.2222222222222222,0.5194444444444445,卧室,sleep,partial,present,简单
manual,2,seed_model_uniform10,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,0.9072070456916173,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.0909090909090909,储藏与家务辅助,storage,partial,present,简单
manual,2,seed_model_uniform10,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1.408350752555669,1.2105555555555556,0.7777777777777777,0.7777777777777777,0.2994444444444444,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform10,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,0.9213864558157878,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,卧室,sleep,partial,present,简单
manual,2,seed_model_uniform10,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.5149238333802334,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,2,seed_model_uniform10,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.3351434884698925,1.2030555555555558,0.7583333333333333,0.5416666666666666,0.2461111111111111,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform10,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.374897006363108,1.090833333333333,0.5785714285714285,0.4761904761904762,0.3059126984126983,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform10,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,0.8932996319712844,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,2,seed_model_uniform10,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,0.98823706006359,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,2,seed_model_uniform25,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.844059572386302,0.7916666666666666,0.4166666666666667,0.1666666666666666,0.2152777777777778,开放复合空间,living,partial,present,中等
manual,2,seed_model_uniform25,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,0.99869881693653,0.1011904761904761,0.0833333333333333,0.0476190476190476,0.0575396825396825,通行与连接,circulation,present,partial,简单
manual,2,seed_model_uniform25,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.175627172365355,0.4340277777777777,0.3194444444444445,0.1666666666666666,0.4178240740740742,通行与连接,circulation,present,partial,简单
manual,2,seed_model_uniform25,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.2526875930525418,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,2,seed_model_uniform25,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.1354501982589829,0.8072916666666666,0.4375,0.2,0.0739583333333333,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform25,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,1.0646298669367404,0.937908496732026,0.4844771241830066,0.4019607843137254,0.1977124183006535,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform25,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,1.314158505157593,1.1076388888888886,0.7222222222222222,0.7222222222222222,0.2662037037037038,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform25,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,0.660928922206281,0.0138888888888888,0.0833333333333333,0.0,0.1527777777777778,厨房与用餐,dining,partial,present,简单
manual,2,seed_model_uniform25,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,0.8785041717553499,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,2,seed_model_uniform25,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,0.856066179953986,0.1572420634920635,0.1567460317460317,0.0317460317460317,0.2197420634920635,卧室,sleep,partial,present,简单
manual,2,seed_model_uniform25,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.7335347446332334,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,2,seed_model_uniform25,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1.0498426788443178,0.8524305555555555,0.548611111111111,0.2777777777777777,0.484375,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform25,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1.1911231206378472,0.6979166666666666,0.375,0.3333333333333333,0.1979166666666666,卧室,sleep,partial,present,中等
manual,2,seed_model_uniform25,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,0.724752038222957,0.6145833333333334,0.4305555555555556,0.2222222222222222,0.4131944444444444,起居与休闲,living,partial,partial,中等
manual,2,seed_model_uniform25,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,0.9754566292903494,0.7867063492063492,0.3482142857142857,0.2301587301587301,0.1918650793650793,起居与休闲,living,partial,partial,中等
manual,2,seed_model_uniform25,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.2338096912922607,0.9699900793650794,0.4811507936507936,0.4126984126984127,0.2572916666666666,卫浴,bathroom,partial,present,中等
manual,2,seed_model_uniform25,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.2487418686842924,1.1422784391534389,0.7142857142857143,0.611111111111111,0.210267857142857,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform25,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.2239390358120652,1.0295138888888888,0.5396825396825397,0.4206349206349206,0.2001488095238095,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform25,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,0.8132962976722622,0.2386363636363636,0.2045454545454545,0.0454545454545454,0.1975108225108225,卧室,sleep,partial,present,中等
manual,2,seed_model_uniform25,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1.3123188899368374,1.234375,0.8333333333333334,0.8333333333333334,0.2621527777777778,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform25,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1.0195881681760812,0.5781249999999999,0.3819444444444445,0.2777777777777777,0.3246527777777778,卫浴,bathroom,present,present,中等
manual,2,seed_model_uniform25,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,0.8039557165340789,0.6145833333333334,0.4305555555555556,0.2222222222222222,0.4131944444444444,卧室,sleep,partial,present,简单
manual,2,seed_model_uniform25,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,0.8598264604720413,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.0909090909090909,储藏与家务辅助,storage,partial,present,简单
manual,2,seed_model_uniform25,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1.3021923542395404,1.1493055555555556,0.7777777777777777,0.7777777777777777,0.2164351851851852,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform25,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,0.8785800130435284,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,卧室,sleep,partial,present,简单
manual,2,seed_model_uniform25,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.4838525524544878,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,2,seed_model_uniform25,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.2527948481404003,1.097222222222222,0.7083333333333334,0.5416666666666666,0.1956018518518518,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform25,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.2712407301757132,1.023065476190476,0.5535714285714286,0.4761904761904762,0.1952876984126984,卫浴,bathroom,partial,present,困难
manual,2,seed_model_uniform25,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,0.8007655104216852,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,2,seed_model_uniform25,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,0.9069248216708332,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,2,seed_person_t01,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,0.8595952195067489,0.7907700157813046,0.4559094786812768,0.3333333333333333,0.2958316470330706,开放复合空间,living,partial,present,中等
manual,2,seed_person_t01,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,1.1130728620969488,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0952380952380952,通行与连接,circulation,present,partial,简单
manual,2,seed_person_t01,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.3152944197550769,0.3902279092865693,0.2573412713066932,0.1666666666666666,0.467872329851464,通行与连接,circulation,present,partial,简单
manual,2,seed_person_t01,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.2578625032269938,6.391234185818382e-33,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,2,seed_person_t01,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.2813924171461746,0.783857521705469,0.37454479725559,0.3333333333333333,0.3040655665695421,卫浴,bathroom,partial,present,困难
manual,2,seed_person_t01,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,1.1747088868523974,1.0216745890884211,0.4901960784313726,0.4901960784313726,0.4185201201356467,卫浴,bathroom,partial,present,困难
manual,2,seed_person_t01,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,1.5666794479462014,1.2746092797540616,0.722673975481484,0.7222222222222222,0.5060801775136275,卫浴,bathroom,partial,present,困难
manual,2,seed_person_t01,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,0.7332518370155978,5.478200730701471e-33,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,2,seed_person_t01,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,0.9646391208585362,6.162975822039155e-33,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,2,seed_person_t01,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,0.9826145589193138,0.1117845886897302,0.1177497455876179,0.0317460317460317,0.1908328937244926,卧室,sleep,partial,present,简单
manual,2,seed_person_t01,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.8527686756781728,7.239050965569801e-33,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,2,seed_person_t01,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1.262518755458162,1.0560325340130048,0.6467385552938882,0.611111111111111,0.4219066011958441,卫浴,bathroom,partial,present,困难
manual,2,seed_person_t01,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1.4568385910296742,0.984458536198976,0.6097770838371099,0.3333333333333333,0.1954761814332679,卧室,sleep,partial,present,中等
manual,2,seed_person_t01,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,0.9347923264086764,0.7570954538381471,0.4406545309138632,0.2222222222222222,0.590442618695767,起居与休闲,living,partial,partial,中等
manual,2,seed_person_t01,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,1.0867115295887568,0.8802703683627479,0.4234845316964651,0.3571428571428571,0.3237888984782562,起居与休闲,living,partial,partial,中等
