condition,k,method,image_id,building,n_valid,kernel_score,count_brier,count_tv,uncovered_count,abs_pair_disagreement_error,scene_category,main_function_primary,floor_boundary,ceiling_boundary,expert_tag
manual,0,cold_context_personal,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,1.6953154004919793,1.6666666666666667,0.8333333333333333,0.8333333333333334,0.6,开放复合空间,living,partial,present,中等
manual,0,cold_context_personal,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,1.2891546649840426,0.3678427146569194,0.3965006367610312,0.0434782608695652,0.3916444599785302,通行与连接,circulation,present,partial,简单
manual,0,cold_context_personal,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.5166631789926148,0.5080491697357181,0.3892653359337311,0.1666666666666666,0.1421537702628454,通行与连接,circulation,present,partial,简单
manual,0,cold_context_personal,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.429245911421953,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_context_personal,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,2,1.5327776640152453,0.8966045605190809,0.5,0.5,0.5435769420255518,卫浴,bathroom,partial,present,困难
manual,0,cold_context_personal,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.5447814288537352,1.3580339968679596,0.8571428571428572,0.8571428571428571,0.2112535862091423,卫浴,bathroom,partial,present,困难
manual,0,cold_context_personal,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,1.407906879938647,1.2036942445218006,0.6449553604076885,0.5263157894736842,0.2612912629212864,卫浴,bathroom,partial,present,困难
manual,0,cold_context_personal,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,1.542183968666731,1.5456958157086904,1.0,1.0,0.4456532442731217,卫浴,bathroom,partial,present,困难
manual,0,cold_context_personal,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,1.2485435164382548,0.1866219014761882,0.3053886033337026,0.0,0.4242771844211783,厨房与用餐,dining,partial,present,简单
manual,0,cold_context_personal,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,1.504443461098429,6.162975822039155e-33,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_context_personal,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,3,1.193999406470458,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,起居与休闲,living,partial,present,中等
manual,0,cold_context_personal,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,1.0427306848956608,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0869565217391304,卧室,sleep,partial,present,简单
manual,0,cold_context_personal,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.9139090407536948,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_context_personal,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1.152207909536641,0.8,0.4,0.4,0.7000000000000001,卫浴,bathroom,partial,present,困难
manual,0,cold_context_personal,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1.687231666767594,0.8,0.4,0.4,0.7000000000000001,卧室,sleep,partial,present,中等
manual,0,cold_context_personal,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,1.544245639431228,2.0,1.0,1.0,0.4,起居与休闲,living,partial,partial,中等
manual,0,cold_context_personal,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,1.5840472777028547,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.624505928853755,起居与休闲,living,partial,partial,中等
manual,0,cold_context_personal,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.397802033385807,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.624505928853755,卫浴,bathroom,partial,present,中等
manual,0,cold_context_personal,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.3359151089814163,1.1674389493588837,0.7826086956521738,0.782608695652174,0.1813860967107484,卫浴,bathroom,partial,present,困难
manual,0,cold_context_personal,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.4849999024671197,1.206203913692424,0.7391304347826086,0.7391304347826086,0.375859590552921,卫浴,bathroom,partial,present,困难
manual,0,cold_context_personal,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,1.5198773481437735,1.9166666666666667,0.9583333333333334,0.9583333333333334,0.1630434782608695,卧室,sleep,partial,present,中等
manual,0,cold_context_personal,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1.5305701633348123,1.5305701633348143,1.0,1.0,0.4298672382621176,卫浴,bathroom,partial,present,困难
manual,0,cold_context_personal,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1.335883934872292,1.335883934872292,1.0,1.0,0.2646766713062342,卫浴,bathroom,present,present,中等
manual,0,cold_context_personal,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,1.5121661027769775,2.0,1.0,1.0,0.4,卧室,sleep,partial,present,简单
manual,0,cold_context_personal,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,1.136325302039911,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0833333333333333,储藏与家务辅助,storage,partial,present,简单
manual,0,cold_context_personal,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1.3388719257053292,1.579683525262973,1.0,1.0,0.4796011366021048,卫浴,bathroom,partial,present,困难
manual,0,cold_context_personal,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,0.999909048262306,0.4,0.1999999999999999,0.2,0.4,卧室,sleep,partial,present,简单
manual,0,cold_context_personal,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.5221272248034315,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,0,cold_context_personal,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.5449463461950066,1.1112011940056643,0.6666666666666667,0.6666666666666666,0.4174416021212918,卫浴,bathroom,partial,present,困难
manual,0,cold_context_personal,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.3353930468386337,1.1994256711984157,0.7826086956521738,0.782608695652174,0.1453162467387909,卫浴,bathroom,partial,present,困难
manual,0,cold_context_personal,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,1.193038907729486,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_context_personal,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,1.064910682521799,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,0,cold_context_population,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,1.6959450608534643,1.6666666666666667,0.8333333333333333,0.8333333333333334,0.6,开放复合空间,living,partial,present,中等
manual,0,cold_context_population,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,1.2888685523380414,0.3662111488062714,0.3960383467385722,0.0434782608695652,0.3914274275631711,通行与连接,circulation,present,partial,简单
manual,0,cold_context_population,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.5137425189228673,0.5150132952619854,0.3960383467385721,0.1666666666666666,0.1450506159689678,通行与连接,circulation,present,partial,简单
manual,0,cold_context_population,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.429388353372203,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_context_population,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,2,1.524013114101105,0.9031378097654008,0.5,0.5,0.534525395226701,卫浴,bathroom,partial,present,困难
manual,0,cold_context_population,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.5431757676942337,1.358339159295814,0.857142857142857,0.8571428571428571,0.2098424507086889,卫浴,bathroom,partial,present,困难
manual,0,cold_context_population,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,1.4083244699107087,1.2050296474517268,0.6445384288684438,0.5263157894736842,0.2610809604535513,卫浴,bathroom,partial,present,困难
manual,0,cold_context_population,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,1.5359295659918542,1.5393252876975407,1.0,1.0,0.4393252876975405,卫浴,bathroom,partial,present,困难
manual,0,cold_context_population,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,1.2473208259284068,0.1884437862884338,0.3069558488516173,0.0,0.4254679114148009,厨房与用餐,dining,partial,present,简单
manual,0,cold_context_population,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,1.507073001739507,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_context_population,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,3,1.190125072740437,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,起居与休闲,living,partial,present,中等
manual,0,cold_context_population,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,1.0421082920237936,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0869565217391304,卧室,sleep,partial,present,简单
manual,0,cold_context_population,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.9143335696487026,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_context_population,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1.1535671936806131,0.8,0.4,0.4,0.7000000000000001,卫浴,bathroom,partial,present,困难
manual,0,cold_context_population,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1.687450220653686,0.8,0.4,0.4,0.7000000000000001,卧室,sleep,partial,present,中等
manual,0,cold_context_population,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,1.5465857125404014,2.0,1.0,1.0,0.4,起居与休闲,living,partial,partial,中等
manual,0,cold_context_population,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,1.5852703584578622,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.624505928853755,起居与休闲,living,partial,partial,中等
manual,0,cold_context_population,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.4005275232268786,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.624505928853755,卫浴,bathroom,partial,present,中等
manual,0,cold_context_population,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.3354137844147542,1.1744564493920373,0.782608695652174,0.782608695652174,0.1812952117228957,卫浴,bathroom,partial,present,困难
manual,0,cold_context_population,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.4843833801805173,1.2052333317391042,0.7391304347826086,0.7391304347826086,0.3762965516037517,卫浴,bathroom,partial,present,困难
manual,0,cold_context_population,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,1.5197693979525235,1.9166666666666667,0.9583333333333334,0.9583333333333334,0.1630434782608695,卧室,sleep,partial,present,中等
manual,0,cold_context_population,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1.5286167410095204,1.5286167410095224,1.0,1.0,0.4286167410095223,卫浴,bathroom,partial,present,困难
manual,0,cold_context_population,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1.3357342470488214,1.3357342470488214,1.0,1.0,0.2642657529511787,卫浴,bathroom,present,present,中等
manual,0,cold_context_population,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,1.5111308467259663,2.0,1.0,1.0,0.4,卧室,sleep,partial,present,简单
manual,0,cold_context_population,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,1.1365291295963085,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0833333333333333,储藏与家务辅助,storage,partial,present,简单
manual,0,cold_context_population,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1.3384348326533138,1.5783442992736054,1.0,1.0,0.4783442992736051,卫浴,bathroom,partial,present,困难
manual,0,cold_context_population,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,0.996766137145462,0.4,0.1999999999999999,0.2,0.4,卧室,sleep,partial,present,简单
manual,0,cold_context_population,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.5228150786092675,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,0,cold_context_population,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.538244054109968,1.111774488346352,0.6666666666666666,0.6666666666666666,0.4107440524643121,卫浴,bathroom,partial,present,困难
manual,0,cold_context_population,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.3350035483117837,1.1988867053913257,0.782608695652174,0.782608695652174,0.1452810852391339,卫浴,bathroom,partial,present,困难
manual,0,cold_context_population,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,1.1920392017703314,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_context_population,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,1.0655881937616511,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,0,cold_personal,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,1.69665929143103,1.6666666666666667,0.8333333333333333,0.8333333333333334,0.6,开放复合空间,living,partial,present,中等
manual,0,cold_personal,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,1.2893201346301215,0.3681581136303102,0.396478512785418,0.0434782608695652,0.3916523515488329,通行与连接,circulation,present,partial,简单
manual,0,cold_personal,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.5207727437922005,0.4955070826001927,0.3802672473983646,0.1666666666666666,0.1380220501689835,通行与连接,circulation,present,partial,简单
manual,0,cold_personal,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.4378873750862886,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_personal,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,2,1.525654634248203,0.8986871694166254,0.5,0.5,0.5362291893165869,卫浴,bathroom,partial,present,困难
manual,0,cold_personal,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.5297276218336755,1.349888567733593,0.8571428571428572,0.8571428571428571,0.1956808508907762,卫浴,bathroom,partial,present,困难
manual,0,cold_personal,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,1.3823288005325711,1.1600632552855856,0.6160714241586009,0.5263157894736842,0.2461962139923581,卫浴,bathroom,partial,present,困难
manual,0,cold_personal,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,1.531539825863614,1.5348464805298463,1.0,1.0,0.4346213955418774,卫浴,bathroom,partial,present,困难
manual,0,cold_personal,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,1.2492165373386197,0.1909653900590387,0.3087732894549189,0.0,0.4269355657225697,厨房与用餐,dining,partial,present,简单
manual,0,cold_personal,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,1.515438055060368,1.6434602192104412e-32,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_personal,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,3,1.2012539717701272,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,起居与休闲,living,partial,present,中等
manual,0,cold_personal,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,1.052361079916316,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0869565217391304,卧室,sleep,partial,present,简单
manual,0,cold_personal,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.9181784410108385,1.071821882093766e-33,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_personal,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1.1515066459052792,0.8,0.4,0.4,0.7000000000000001,卫浴,bathroom,partial,present,困难
manual,0,cold_personal,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1.69158299558709,0.8,0.4,0.4,0.7000000000000001,卧室,sleep,partial,present,中等
manual,0,cold_personal,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,1.5494442143260567,2.0,1.0,1.0,0.4,起居与休闲,living,partial,partial,中等
manual,0,cold_personal,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,1.588540066971179,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.624505928853755,起居与休闲,living,partial,partial,中等
manual,0,cold_personal,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.4066545545405602,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.624505928853755,卫浴,bathroom,partial,present,中等
manual,0,cold_personal,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.3374864931976536,1.1601703381320616,0.7826086956521738,0.782608695652174,0.1827455152325934,卫浴,bathroom,partial,present,困难
manual,0,cold_personal,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.4766764627313866,1.204489183210524,0.7391304347826086,0.7391304347826086,0.3656852716509701,卫浴,bathroom,partial,present,困难
manual,0,cold_personal,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,1.5105766450493718,1.9166666666666667,0.9583333333333334,0.9583333333333334,0.1630434782608695,卧室,sleep,partial,present,中等
manual,0,cold_personal,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1.5299612171655337,1.529961217165536,1.0,1.0,0.4290934872945441,卫浴,bathroom,partial,present,困难
manual,0,cold_personal,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1.3369261013257705,1.3369261013257705,1.0,1.0,0.2637061525648836,卫浴,bathroom,present,present,中等
manual,0,cold_personal,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,1.501899211152065,2.0,1.0,1.0,0.4,卧室,sleep,partial,present,简单
manual,0,cold_personal,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,1.1467612796022288,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0833333333333333,储藏与家务辅助,storage,partial,present,简单
manual,0,cold_personal,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1.3397066743023844,1.5778086798137028,1.0,1.0,0.4777104885708835,卫浴,bathroom,partial,present,困难
manual,0,cold_personal,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,1.0082289750956437,0.4,0.1999999999999999,0.2,0.4,卧室,sleep,partial,present,简单
manual,0,cold_personal,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.5359928828057076,5.1358131850326295e-34,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,0,cold_personal,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.5301350756759593,1.119719578825993,0.6666666666666666,0.6666666666666666,0.4021162381030045,卫浴,bathroom,partial,present,困难
manual,0,cold_personal,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.3378584685695731,1.205965413390841,0.7826086956521738,0.782608695652174,0.1473707921347647,卫浴,bathroom,partial,present,困难
manual,0,cold_personal,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,1.1997973052279267,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_personal,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,1.0759720123703866,1.540743955509789e-33,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,0,cold_population,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,1.6972454967788635,1.666666666666667,0.8333333333333335,0.8333333333333334,0.6000000000000004,开放复合空间,living,partial,present,中等
manual,0,cold_population,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,1.2887726820580627,0.3660657291057963,0.3959412061577715,0.0434782608695652,0.3913870131090709,通行与连接,circulation,present,partial,简单
manual,0,cold_population,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.5137825264678069,0.5148918087480846,0.3959412061577714,0.1666666666666666,0.1450102015148677,通行与连接,circulation,present,partial,简单
manual,0,cold_population,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.4380995218004972,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_population,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,2,1.5165876508535212,0.9110335844178734,0.5,0.5,0.5268069394887213,卫浴,bathroom,partial,present,困难
manual,0,cold_population,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.5268069239282107,1.3508716951827646,0.857142857142857,0.8571428571428571,0.1934736061553877,卫浴,bathroom,partial,present,困难
manual,0,cold_population,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,1.3830589012591397,1.16280274955584,0.6157733550708477,0.5263157894736842,0.2461051851027568,卫浴,bathroom,partial,present,困难
manual,0,cold_population,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,1.52366513667938,1.5268069394887211,1.0,1.0,0.4268069394887211,卫浴,bathroom,partial,present,困难
manual,0,cold_population,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,1.246767386314006,0.1919551037554857,0.3098024400771286,0.0,0.4276497763987716,厨房与用餐,dining,partial,present,简单
manual,0,cold_population,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,1.5215876046984464,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_population,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,3,1.197072384258876,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,起居与休闲,living,partial,present,中等
manual,0,cold_population,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,1.0508877161760943,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0869565217391304,卧室,sleep,partial,present,简单
manual,0,cold_population,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.9189295553183152,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_population,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1.1547047230741787,0.8,0.4,0.4,0.7000000000000001,卫浴,bathroom,partial,present,困难
manual,0,cold_population,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1.6917771768318814,0.8,0.4,0.4,0.7000000000000001,卧室,sleep,partial,present,中等
manual,0,cold_population,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,1.5545916212537476,2.0,1.0,1.0,0.4,起居与休闲,living,partial,partial,中等
manual,0,cold_population,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,1.5904825598214316,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.624505928853755,起居与休闲,living,partial,partial,中等
manual,0,cold_population,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.4089277474217408,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.624505928853755,卫浴,bathroom,partial,present,中等
manual,0,cold_population,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.3367994226688835,1.1709554633395036,0.7826086956521738,0.782608695652174,0.1826818101021653,卫浴,bathroom,partial,present,困难
manual,0,cold_population,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.475850575347725,1.2053896146547023,0.7391304347826085,0.7391304347826086,0.3660215558517605,卫浴,bathroom,partial,present,困难
manual,0,cold_population,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,1.5101511235791456,1.9166666666666667,0.9583333333333334,0.9583333333333334,0.1630434782608695,卧室,sleep,partial,present,中等
manual,0,cold_population,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1.5280768918201382,1.5280768918201404,1.0,1.0,0.4280768918201404,卫浴,bathroom,partial,present,困难
manual,0,cold_population,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1.336832007730624,1.336832007730624,1.0,1.0,0.2631679922693759,卫浴,bathroom,present,present,中等
manual,0,cold_population,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,1.5022323374583229,2.0,1.0,1.0,0.4,卧室,sleep,partial,present,简单
manual,0,cold_population,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,1.1463771783152403,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0833333333333333,储藏与家务辅助,storage,partial,present,简单
