image_id,building,condition,k,repeat,method,stratum,heldout_people,kernel_score,count_brier,compatible_probability,outside_candidates,worker_ids,canonical_ids
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,4,0,seed_equal,supported_majority,20,0.2893000290965639,0.0,1.0,0.0,W034|W013|W018|W029|W036|W001|W033|W032|W027|W028|W031|W006|W035|W015|W012|W037|W010|W011|W002|W014,2c487c4855775399|a73527487e1ba30e|b86432f92a43add3|be7a92e1f36d2292|4bfc0d70b116500c|9c8a68204bbf22bf|5f9c3715d22ae336|6a317a400188cb9b|2099f09dd0969482|3040d441f80810e4|9c964b13299f32cb|59650fcf724f11bc|f25bd8df99652c2b|6c26d77b8fe5e104|e43b14b1a0c01b0f|922f49b7c63582f6|84b0461c974c6f08|b36f0dc2bb36d9b6|f5958e31992e703a|9bf982556e9845da
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,4,0,seed_person_t025,supported_majority,20,0.2855188316668701,3.0814879110195774e-33,1.0,0.0,W034|W013|W018|W029|W036|W001|W033|W032|W027|W028|W031|W006|W035|W015|W012|W037|W010|W011|W002|W014,2c487c4855775399|a73527487e1ba30e|b86432f92a43add3|be7a92e1f36d2292|4bfc0d70b116500c|9c8a68204bbf22bf|5f9c3715d22ae336|6a317a400188cb9b|2099f09dd0969482|3040d441f80810e4|9c964b13299f32cb|59650fcf724f11bc|f25bd8df99652c2b|6c26d77b8fe5e104|e43b14b1a0c01b0f|922f49b7c63582f6|84b0461c974c6f08|b36f0dc2bb36d9b6|f5958e31992e703a|9bf982556e9845da
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,4,0,seed_context_t025,supported_majority,20,0.2871982791055882,1.232595164407831e-33,1.0,0.0,W034|W013|W018|W029|W036|W001|W033|W032|W027|W028|W031|W006|W035|W015|W012|W037|W010|W011|W002|W014,2c487c4855775399|a73527487e1ba30e|b86432f92a43add3|be7a92e1f36d2292|4bfc0d70b116500c|9c8a68204bbf22bf|5f9c3715d22ae336|6a317a400188cb9b|2099f09dd0969482|3040d441f80810e4|9c964b13299f32cb|59650fcf724f11bc|f25bd8df99652c2b|6c26d77b8fe5e104|e43b14b1a0c01b0f|922f49b7c63582f6|84b0461c974c6f08|b36f0dc2bb36d9b6|f5958e31992e703a|9bf982556e9845da
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,4,0,seed_type4,supported_majority,20,0.2893000290965639,0.0,1.0,0.0,W034|W013|W018|W029|W036|W001|W033|W032|W027|W028|W031|W006|W035|W015|W012|W037|W010|W011|W002|W014,2c487c4855775399|a73527487e1ba30e|b86432f92a43add3|be7a92e1f36d2292|4bfc0d70b116500c|9c8a68204bbf22bf|5f9c3715d22ae336|6a317a400188cb9b|2099f09dd0969482|3040d441f80810e4|9c964b13299f32cb|59650fcf724f11bc|f25bd8df99652c2b|6c26d77b8fe5e104|e43b14b1a0c01b0f|922f49b7c63582f6|84b0461c974c6f08|b36f0dc2bb36d9b6|f5958e31992e703a|9bf982556e9845da
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,4,0,selected_mixture,supported_majority,20,0.28129400710854136,3.0814879110195774e-33,1.0,0.0,W034|W013|W018|W029|W036|W001|W033|W032|W027|W028|W031|W006|W035|W015|W012|W037|W010|W011|W002|W014,2c487c4855775399|a73527487e1ba30e|b86432f92a43add3|be7a92e1f36d2292|4bfc0d70b116500c|9c8a68204bbf22bf|5f9c3715d22ae336|6a317a400188cb9b|2099f09dd0969482|3040d441f80810e4|9c964b13299f32cb|59650fcf724f11bc|f25bd8df99652c2b|6c26d77b8fe5e104|e43b14b1a0c01b0f|922f49b7c63582f6|84b0461c974c6f08|b36f0dc2bb36d9b6|f5958e31992e703a|9bf982556e9845da
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,4,1,seed_equal,supported_majority,20,0.30492944694572266,0.0,1.0,0.0,W035|W014|W037|W036|W029|W010|W034|W032|W001|W013|W033|W018|W028|W006|W031|W015|W021|W012|W027|W017,f25bd8df99652c2b|9bf982556e9845da|922f49b7c63582f6|4bfc0d70b116500c|be7a92e1f36d2292|84b0461c974c6f08|2c487c4855775399|6a317a400188cb9b|9c8a68204bbf22bf|a73527487e1ba30e|5f9c3715d22ae336|b86432f92a43add3|3040d441f80810e4|59650fcf724f11bc|9c964b13299f32cb|6c26d77b8fe5e104|9130e3a10b708f2c|e43b14b1a0c01b0f|2099f09dd0969482|cbfa1db9b3b7ec4d
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,4,1,seed_person_t025,supported_majority,20,0.29881556406813703,3.0814879110195774e-33,1.0,0.0,W035|W014|W037|W036|W029|W010|W034|W032|W001|W013|W033|W018|W028|W006|W031|W015|W021|W012|W027|W017,f25bd8df99652c2b|9bf982556e9845da|922f49b7c63582f6|4bfc0d70b116500c|be7a92e1f36d2292|84b0461c974c6f08|2c487c4855775399|6a317a400188cb9b|9c8a68204bbf22bf|a73527487e1ba30e|5f9c3715d22ae336|b86432f92a43add3|3040d441f80810e4|59650fcf724f11bc|9c964b13299f32cb|6c26d77b8fe5e104|9130e3a10b708f2c|e43b14b1a0c01b0f|2099f09dd0969482|cbfa1db9b3b7ec4d
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,4,1,seed_context_t025,supported_majority,20,0.3014325053824922,3.697785493223493e-33,1.0,0.0,W035|W014|W037|W036|W029|W010|W034|W032|W001|W013|W033|W018|W028|W006|W031|W015|W021|W012|W027|W017,f25bd8df99652c2b|9bf982556e9845da|922f49b7c63582f6|4bfc0d70b116500c|be7a92e1f36d2292|84b0461c974c6f08|2c487c4855775399|6a317a400188cb9b|9c8a68204bbf22bf|a73527487e1ba30e|5f9c3715d22ae336|b86432f92a43add3|3040d441f80810e4|59650fcf724f11bc|9c964b13299f32cb|6c26d77b8fe5e104|9130e3a10b708f2c|e43b14b1a0c01b0f|2099f09dd0969482|cbfa1db9b3b7ec4d
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,4,1,seed_type4,supported_majority,20,0.30492944694572266,0.0,1.0,0.0,W035|W014|W037|W036|W029|W010|W034|W032|W001|W013|W033|W018|W028|W006|W031|W015|W021|W012|W027|W017,f25bd8df99652c2b|9bf982556e9845da|922f49b7c63582f6|4bfc0d70b116500c|be7a92e1f36d2292|84b0461c974c6f08|2c487c4855775399|6a317a400188cb9b|9c8a68204bbf22bf|a73527487e1ba30e|5f9c3715d22ae336|b86432f92a43add3|3040d441f80810e4|59650fcf724f11bc|9c964b13299f32cb|6c26d77b8fe5e104|9130e3a10b708f2c|e43b14b1a0c01b0f|2099f09dd0969482|cbfa1db9b3b7ec4d
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,4,1,selected_mixture,supported_majority,20,0.2866293723523984,1.232595164407831e-33,1.0,0.0,W035|W014|W037|W036|W029|W010|W034|W032|W001|W013|W033|W018|W028|W006|W031|W015|W021|W012|W027|W017,f25bd8df99652c2b|9bf982556e9845da|922f49b7c63582f6|4bfc0d70b116500c|be7a92e1f36d2292|84b0461c974c6f08|2c487c4855775399|6a317a400188cb9b|9c8a68204bbf22bf|a73527487e1ba30e|5f9c3715d22ae336|b86432f92a43add3|3040d441f80810e4|59650fcf724f11bc|9c964b13299f32cb|6c26d77b8fe5e104|9130e3a10b708f2c|e43b14b1a0c01b0f|2099f09dd0969482|cbfa1db9b3b7ec4d
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,8,0,seed_equal,supported_majority,16,0.2841220560615117,0.0,1.0,0.0,W036|W001|W033|W032|W027|W028|W031|W006|W035|W015|W012|W037|W010|W011|W002|W014,4bfc0d70b116500c|9c8a68204bbf22bf|5f9c3715d22ae336|6a317a400188cb9b|2099f09dd0969482|3040d441f80810e4|9c964b13299f32cb|59650fcf724f11bc|f25bd8df99652c2b|6c26d77b8fe5e104|e43b14b1a0c01b0f|922f49b7c63582f6|84b0461c974c6f08|b36f0dc2bb36d9b6|f5958e31992e703a|9bf982556e9845da
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,8,0,seed_person_t025,supported_majority,16,0.2744428151595331,1.6948183510607676e-32,1.0,0.0,W036|W001|W033|W032|W027|W028|W031|W006|W035|W015|W012|W037|W010|W011|W002|W014,4bfc0d70b116500c|9c8a68204bbf22bf|5f9c3715d22ae336|6a317a400188cb9b|2099f09dd0969482|3040d441f80810e4|9c964b13299f32cb|59650fcf724f11bc|f25bd8df99652c2b|6c26d77b8fe5e104|e43b14b1a0c01b0f|922f49b7c63582f6|84b0461c974c6f08|b36f0dc2bb36d9b6|f5958e31992e703a|9bf982556e9845da
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,8,0,seed_context_t025,supported_majority,16,0.27968368025486845,5.3926038442842604e-33,1.0,0.0,W036|W001|W033|W032|W027|W028|W031|W006|W035|W015|W012|W037|W010|W011|W002|W014,4bfc0d70b116500c|9c8a68204bbf22bf|5f9c3715d22ae336|6a317a400188cb9b|2099f09dd0969482|3040d441f80810e4|9c964b13299f32cb|59650fcf724f11bc|f25bd8df99652c2b|6c26d77b8fe5e104|e43b14b1a0c01b0f|922f49b7c63582f6|84b0461c974c6f08|b36f0dc2bb36d9b6|f5958e31992e703a|9bf982556e9845da
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,8,0,seed_type4,supported_majority,16,0.2804813729534536,0.0,1.0,0.0,W036|W001|W033|W032|W027|W028|W031|W006|W035|W015|W012|W037|W010|W011|W002|W014,4bfc0d70b116500c|9c8a68204bbf22bf|5f9c3715d22ae336|6a317a400188cb9b|2099f09dd0969482|3040d441f80810e4|9c964b13299f32cb|59650fcf724f11bc|f25bd8df99652c2b|6c26d77b8fe5e104|e43b14b1a0c01b0f|922f49b7c63582f6|84b0461c974c6f08|b36f0dc2bb36d9b6|f5958e31992e703a|9bf982556e9845da
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,8,0,selected_mixture,supported_majority,16,0.27779365301382397,1.4637067577342992e-32,1.0,0.0,W036|W001|W033|W032|W027|W028|W031|W006|W035|W015|W012|W037|W010|W011|W002|W014,4bfc0d70b116500c|9c8a68204bbf22bf|5f9c3715d22ae336|6a317a400188cb9b|2099f09dd0969482|3040d441f80810e4|9c964b13299f32cb|59650fcf724f11bc|f25bd8df99652c2b|6c26d77b8fe5e104|e43b14b1a0c01b0f|922f49b7c63582f6|84b0461c974c6f08|b36f0dc2bb36d9b6|f5958e31992e703a|9bf982556e9845da
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,8,1,seed_equal,supported_majority,16,0.26331167071713646,0.0,1.0,0.0,W029|W010|W034|W032|W001|W013|W033|W018|W028|W006|W031|W015|W021|W012|W027|W017,be7a92e1f36d2292|84b0461c974c6f08|2c487c4855775399|6a317a400188cb9b|9c8a68204bbf22bf|a73527487e1ba30e|5f9c3715d22ae336|b86432f92a43add3|3040d441f80810e4|59650fcf724f11bc|9c964b13299f32cb|6c26d77b8fe5e104|9130e3a10b708f2c|e43b14b1a0c01b0f|2099f09dd0969482|cbfa1db9b3b7ec4d
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,8,1,seed_person_t025,supported_majority,16,0.252827686035011,1.3866695599588098e-32,1.0,0.0,W029|W010|W034|W032|W001|W013|W033|W018|W028|W006|W031|W015|W021|W012|W027|W017,be7a92e1f36d2292|84b0461c974c6f08|2c487c4855775399|6a317a400188cb9b|9c8a68204bbf22bf|a73527487e1ba30e|5f9c3715d22ae336|b86432f92a43add3|3040d441f80810e4|59650fcf724f11bc|9c964b13299f32cb|6c26d77b8fe5e104|9130e3a10b708f2c|e43b14b1a0c01b0f|2099f09dd0969482|cbfa1db9b3b7ec4d
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,8,1,seed_context_t025,supported_majority,16,0.25779052047193274,1.3096323621833204e-32,1.0,0.0,W029|W010|W034|W032|W001|W013|W033|W018|W028|W006|W031|W015|W021|W012|W027|W017,be7a92e1f36d2292|84b0461c974c6f08|2c487c4855775399|6a317a400188cb9b|9c8a68204bbf22bf|a73527487e1ba30e|5f9c3715d22ae336|b86432f92a43add3|3040d441f80810e4|59650fcf724f11bc|9c964b13299f32cb|6c26d77b8fe5e104|9130e3a10b708f2c|e43b14b1a0c01b0f|2099f09dd0969482|cbfa1db9b3b7ec4d
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,8,1,seed_type4,supported_majority,16,0.26333899132075256,0.0,1.0,0.0,W029|W010|W034|W032|W001|W013|W033|W018|W028|W006|W031|W015|W021|W012|W027|W017,be7a92e1f36d2292|84b0461c974c6f08|2c487c4855775399|6a317a400188cb9b|9c8a68204bbf22bf|a73527487e1ba30e|5f9c3715d22ae336|b86432f92a43add3|3040d441f80810e4|59650fcf724f11bc|9c964b13299f32cb|6c26d77b8fe5e104|9130e3a10b708f2c|e43b14b1a0c01b0f|2099f09dd0969482|cbfa1db9b3b7ec4d
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,8,1,selected_mixture,supported_majority,16,0.25144474278417545,3.158525108795067e-32,1.0,0.0,W029|W010|W034|W032|W001|W013|W033|W018|W028|W006|W031|W015|W021|W012|W027|W017,be7a92e1f36d2292|84b0461c974c6f08|2c487c4855775399|6a317a400188cb9b|9c8a68204bbf22bf|a73527487e1ba30e|5f9c3715d22ae336|b86432f92a43add3|3040d441f80810e4|59650fcf724f11bc|9c964b13299f32cb|6c26d77b8fe5e104|9130e3a10b708f2c|e43b14b1a0c01b0f|2099f09dd0969482|cbfa1db9b3b7ec4d
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_equal,singleton,2,1.3575214216967673,1.0,0.0,1.0,W008|W034,f61cafa7e89ea17e|d709cefe9dcba87b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_equal,supported_majority,17,0.9660203848338362,0.0,0.47058823529411764,0.4117647058823529,W002|W018|W013|W012|W021|W030|W031|W032|W014|W036|W015|W037|W017|W035|W029|W006|W033,75ca740199bbfca6|69dd02c653b999da|77ab07a0a6d85137|7b70014ef90dfa00|158cdf9ee8269d7a|d5ec1431385bed24|01111484ace4b94e|283873b63fff0570|033e34e10addfeb4|803f0a9e869112a9|be4265df16f250c5|9a14ee08aba6a9c3|ee6734855a1fce2c|71917bb13f847c7d|dab549f7649c26f5|e2c06769623e335c|0a8c62a27fbaac21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_equal,supported_minority,1,1.3364564031884503,0.0,0.75,0.0,W010,cd59ff6392d0007b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_person_t025,singleton,2,1.3837631413792568,1.0,0.0,1.0,W008|W034,f61cafa7e89ea17e|d709cefe9dcba87b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_person_t025,supported_majority,17,0.9749311249402043,3.62527989531715e-33,0.4793106020863612,0.4117647058823529,W002|W018|W013|W012|W021|W030|W031|W032|W014|W036|W015|W037|W017|W035|W029|W006|W033,75ca740199bbfca6|69dd02c653b999da|77ab07a0a6d85137|7b70014ef90dfa00|158cdf9ee8269d7a|d5ec1431385bed24|01111484ace4b94e|283873b63fff0570|033e34e10addfeb4|803f0a9e869112a9|be4265df16f250c5|9a14ee08aba6a9c3|ee6734855a1fce2c|71917bb13f847c7d|dab549f7649c26f5|e2c06769623e335c|0a8c62a27fbaac21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_person_t025,supported_minority,1,1.3569662545327064,1.232595164407831e-32,0.7754656176998418,0.0,W010,cd59ff6392d0007b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_context_t025,singleton,2,1.3600084970428288,1.0,0.0,1.0,W008|W034,f61cafa7e89ea17e|d709cefe9dcba87b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_context_t025,supported_majority,17,0.9711127537681973,5.80044783250744e-33,0.472568747764869,0.4117647058823529,W002|W018|W013|W012|W021|W030|W031|W032|W014|W036|W015|W037|W017|W035|W029|W006|W033,75ca740199bbfca6|69dd02c653b999da|77ab07a0a6d85137|7b70014ef90dfa00|158cdf9ee8269d7a|d5ec1431385bed24|01111484ace4b94e|283873b63fff0570|033e34e10addfeb4|803f0a9e869112a9|be4265df16f250c5|9a14ee08aba6a9c3|ee6734855a1fce2c|71917bb13f847c7d|dab549f7649c26f5|e2c06769623e335c|0a8c62a27fbaac21
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_context_t025,supported_minority,1,1.341190859500558,0.0,0.7558151053747381,0.0,W010,cd59ff6392d0007b
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,0,seed_type4,singleton,2,1.3575214216967673,1.0,0.0,1.0,W008|W034,f61cafa7e89ea17e|d709cefe9dcba87b
