condition,k,method,building,images,sum_loss_delta,mean_loss_delta,without_this_building_delta
oos_geometry,8,selected_person,q9vSo1VnCiC,1,-0.0023327122281902035,-0.0023327122281902035,-0.005609929500125635
oos_geometry,8,selected_person,uNb9QFRL6hY,1,-0.004645911199681607,-0.004645911199681607,-0.0053207796286892095
oos_geometry,8,selected_person,yqstnuAEVhm,1,-0.013525635424394,-0.013525635424394,-0.00421081410060016
oos_geometry,8,selected_context,7y3sRwLe3Va,2,-0.013715469958825222,-0.006857734979412611,-0.004785239752910009
oos_geometry,8,selected_context,UwV83HsGsw3,3,-0.021770567526123386,-0.007256855842041128,-0.004240263450511983
oos_geometry,8,selected_context,b8cTxDM8gDG,1,0.008778148108019135,0.008778148108019135,-0.006998787042151802
oos_geometry,8,selected_context,q9vSo1VnCiC,1,-0.0023327122281902035,-0.0023327122281902035,-0.005609929500125635
oos_geometry,8,selected_context,uNb9QFRL6hY,1,-0.004645911199681607,-0.004645911199681607,-0.0053207796286892095
oos_geometry,8,selected_context,yqstnuAEVhm,1,-0.013525635424394,-0.013525635424394,-0.00421081410060016
oos_geometry,8,selected_type,7y3sRwLe3Va,2,0.007355119457444825,0.0036775597287224127,0.003808627160072036
oos_geometry,8,selected_type,UwV83HsGsw3,3,0.0,0.0,0.005669251596324846
oos_geometry,8,selected_type,b8cTxDM8gDG,1,0.018267397368923355,0.018267397368923355,0.0019685140261282152
oos_geometry,8,selected_type,q9vSo1VnCiC,1,0.008392992751580897,0.008392992751580897,0.0032028146032960225
oos_geometry,8,selected_type,uNb9QFRL6hY,1,0.0,0.0,0.004251938697243635
oos_geometry,8,selected_type,yqstnuAEVhm,1,0.0,0.0,0.004251938697243635
oos_geometry,8,selected_mixture,7y3sRwLe3Va,2,-0.030595400175557508,-0.015297700087778754,-0.015182635658707113
oos_geometry,8,selected_mixture,UwV83HsGsw3,3,-0.04728422075663541,-0.01576140691887847,-0.014931604838311982
oos_geometry,8,selected_mixture,b8cTxDM8gDG,1,-0.006305297633892426,-0.006305297633892426,-0.01632106901907686
oos_geometry,8,selected_mixture,q9vSo1VnCiC,1,-0.013142790718022934,-0.013142790718022934,-0.015466382383560545
oos_geometry,8,selected_mixture,uNb9QFRL6hY,1,-0.02095867925717043,-0.02095867925717043,-0.014489396316167108
oos_geometry,8,selected_mixture,yqstnuAEVhm,1,-0.018587461245228587,-0.018587461245228587,-0.014785798567659839
semi,2,seed_person_t025,7y3sRwLe3Va,3,-0.0016065225496361309,-0.000535507516545377,-0.009743464245756448
semi,2,seed_person_t025,B6ByNegPMKs,5,0.03695888077869802,0.0073917761557396044,-0.011312446186833395
semi,2,seed_person_t025,UwV83HsGsw3,2,-0.0164922863038115,-0.00824614315190575,-0.009127733545758153
semi,2,seed_person_t025,X7HyMhZNoso,2,-0.010724729873181071,-0.005362364936590536,-0.009271922456523914
semi,2,seed_person_t025,Z6MFQCViBuw,3,-0.04864254819657357,-0.01621418273219119,-0.008537412306091384
semi,2,seed_person_t025,b8cTxDM8gDG,1,-0.03643283108725437,-0.03643283108725437,-0.008418751147484955
semi,2,seed_person_t025,e9zR4mvMWw7,5,-0.058038055852728254,-0.01160761117054565,-0.008744961413011064
semi,2,seed_person_t025,q9vSo1VnCiC,3,-0.010078624185594354,-0.003359541395198118,-0.009526230870475468
semi,2,seed_person_t025,rPc6DW4iMge,1,-0.002532035845054015,-0.002532035845054015,-0.009245599811928868
semi,2,seed_person_t025,uNb9QFRL6hY,7,-0.12615033157976707,-0.018021475939966725,-0.007298608472982015
semi,2,seed_person_t025,wc2JMjhGNzB,8,-0.1308950528365238,-0.016361881604565476,-0.007373722802870995
semi,2,seed_person_t025,yqstnuAEVhm,2,0.023032509397288514,0.011516254698644257,-0.010115853438285652
semi,2,seed_context_t025,7y3sRwLe3Va,3,-0.007549796612458637,-0.0025165988708195455,-0.00518880831482007
semi,2,seed_context_t025,B6ByNegPMKs,5,-9.310611775659172e-05,-1.8621223551318343e-05,-0.005670816615477967
semi,2,seed_context_t025,UwV83HsGsw3,2,-0.020692709232325912,-0.010346354616162956,-0.0047305152914528855
semi,2,seed_context_t025,X7HyMhZNoso,2,-0.0013067879487598244,-0.0006533939743799122,-0.005215163323542038
semi,2,seed_context_t025,Z6MFQCViBuw,3,-0.02795001058537093,-0.009316670195123644,-0.004665725905258216
semi,2,seed_context_t025,b8cTxDM8gDG,1,-0.012078163173381284,-0.012078163173381284,-0.004825247749196587
semi,2,seed_context_t025,e9zR4mvMWw7,5,-0.04104223122141837,-0.008208446244283674,-0.0045640835045681885
semi,2,seed_context_t025,q9vSo1VnCiC,3,-0.0035795375814378083,-0.0011931791938126028,-0.005290609828435988
semi,2,seed_context_t025,rPc6DW4iMge,1,-0.005059144733502219,-0.005059144733502219,-0.004996443320900955
semi,2,seed_context_t025,uNb9QFRL6hY,7,-0.02673299412487229,-0.003818999160696041,-0.005233723621873402
semi,2,seed_context_t025,wc2JMjhGNzB,8,-0.04213829262466859,-0.0052672865780835736,-0.00493455965487567
semi,2,seed_context_t025,yqstnuAEVhm,2,-0.021690546934488908,-0.010845273467244454,-0.004705569348898811
semi,2,selected_person,7y3sRwLe3Va,3,-0.0016065225496361309,-0.000535507516545377,-0.009743464245756448
semi,2,selected_person,B6ByNegPMKs,5,0.03695888077869802,0.0073917761557396044,-0.011312446186833395
semi,2,selected_person,UwV83HsGsw3,2,-0.0164922863038115,-0.00824614315190575,-0.009127733545758153
semi,2,selected_person,X7HyMhZNoso,2,-0.010724729873181071,-0.005362364936590536,-0.009271922456523914
semi,2,selected_person,Z6MFQCViBuw,3,-0.04864254819657357,-0.01621418273219119,-0.008537412306091384
semi,2,selected_person,b8cTxDM8gDG,1,-0.03643283108725437,-0.03643283108725437,-0.008418751147484955
semi,2,selected_person,e9zR4mvMWw7,5,-0.058038055852728254,-0.01160761117054565,-0.008744961413011064
semi,2,selected_person,q9vSo1VnCiC,3,-0.010078624185594354,-0.003359541395198118,-0.009526230870475468
semi,2,selected_person,rPc6DW4iMge,1,-0.002532035845054015,-0.002532035845054015,-0.009245599811928868
semi,2,selected_person,uNb9QFRL6hY,7,-0.12615033157976707,-0.018021475939966725,-0.007298608472982015
semi,2,selected_person,wc2JMjhGNzB,8,-0.1308950528365238,-0.016361881604565476,-0.007373722802870995
semi,2,selected_person,yqstnuAEVhm,2,0.023032509397288514,0.011516254698644257,-0.010115853438285652
semi,2,selected_context,7y3sRwLe3Va,3,-0.0016065225496361309,-0.000535507516545377,-0.007256500125815673
semi,2,selected_context,B6ByNegPMKs,5,0.018981599234274005,0.003796319846854801,-0.008205179099749226
semi,2,selected_context,UwV83HsGsw3,2,-0.0164922863038115,-0.00824614315190575,-0.0067029435288158985
semi,2,selected_context,X7HyMhZNoso,2,-0.010724729873181071,-0.005362364936590536,-0.006847132439581659
semi,2,selected_context,Z6MFQCViBuw,3,-0.04864254819657357,-0.01621418273219119,-0.0060504481861506105
semi,2,selected_context,b8cTxDM8gDG,1,-0.02490917346834809,-0.02490917346834809,-0.006334167170441446
semi,2,selected_context,e9zR4mvMWw7,5,-0.058038055852728254,-0.01160761117054565,-0.006123566800100518
semi,2,selected_context,q9vSo1VnCiC,3,-0.010078624185594354,-0.003359541395198118,-0.007039266750534694
semi,2,selected_context,rPc6DW4iMge,1,-0.008233978059034808,-0.008233978059034808,-0.006740879253595429
semi,2,selected_context,uNb9QFRL6hY,7,-0.01700316476257835,-0.002429023537511193,-0.0076459103626819735
semi,2,selected_context,wc2JMjhGNzB,8,-0.1308950528365238,-0.016361881604565476,-0.004521028665291871
semi,2,selected_context,yqstnuAEVhm,2,0.023032509397288514,0.011516254698644257,-0.007691063421343397
semi,2,selected_type,7y3sRwLe3Va,3,0.00343334281029097,0.0011444476034303233,0.011691771341907749
semi,2,selected_type,B6ByNegPMKs,5,0.031533091344396746,0.006306618268879349,0.01156430631892693
semi,2,selected_type,UwV83HsGsw3,2,-0.0009888622257239188,-0.0004944311128619594,0.011510032184260426
semi,2,selected_type,X7HyMhZNoso,2,0.005838942942764991,0.0029194714713824954,0.011339337055048204
semi,2,selected_type,Z6MFQCViBuw,3,-3.2695822510864225e-05,-1.0898607503621408e-05,0.011780644127364208
semi,2,selected_type,b8cTxDM8gDG,1,-0.03984518088858502,-0.03984518088858502,0.012177014781299468
semi,2,selected_type,e9zR4mvMWw7,5,0.14535187345105527,0.029070374690211054,0.00848812301874697
semi,2,selected_type,q9vSo1VnCiC,3,0.09720000000000018,0.03240000000000006,0.009287498080633153
semi,2,selected_type,rPc6DW4iMge,1,0.0,0.0,0.011205181101090077
semi,2,selected_type,uNb9QFRL6hY,7,-0.022561052606711596,-0.0032230075152445137,0.01377067079289728
semi,2,selected_type,wc2JMjhGNzB,8,0.08521233890282354,0.010651542362852942,0.011005884889466754
semi,2,selected_type,yqstnuAEVhm,2,0.1542706272368929,0.07713531361844644,0.007628544947695007
semi,2,selected_mixture,7y3sRwLe3Va,3,-0.3347903555155323,-0.11159678517184411,-0.10019461208498366
semi,2,selected_mixture,B6ByNegPMKs,5,-0.6558187907482677,-0.13116375814965353,-0.09693409286707101
semi,2,selected_mixture,UwV83HsGsw3,2,-0.1728637294272397,-0.08643186471361985,-0.1017379124350664
semi,2,selected_mixture,X7HyMhZNoso,2,-0.1639594706883336,-0.0819797353441668,-0.10196051890353905
semi,2,selected_mixture,Z6MFQCViBuw,3,-0.16684172705822625,-0.05561390901940875,-0.10450098717363254
semi,2,selected_mixture,b8cTxDM8gDG,1,-0.11714238257767695,-0.11714238257767695,-0.10061555717688338
semi,2,selected_mixture,e9zR4mvMWw7,5,-0.39410796161072936,-0.07882159232214588,-0.10400735851943693
semi,2,selected_mixture,q9vSo1VnCiC,3,-0.33681110150403626,-0.11227036716801209,-0.10014279808527843
semi,2,selected_mixture,rPc6DW4iMge,1,-0.1929089445361989,-0.1929089445361989,-0.09876759225106577
semi,2,selected_mixture,uNb9QFRL6hY,7,-1.0030634330359982,-0.14329477614799974,-0.09255190839411137
semi,2,selected_mixture,wc2JMjhGNzB,8,-0.6098932959651887,-0.07623666199564859,-0.10683785090778551
semi,2,selected_mixture,yqstnuAEVhm,2,-0.09417903416246781,-0.047089517081233906,-0.1037050298166857
semi,4,seed_person_t025,7y3sRwLe3Va,1,-0.026058970839684226,-0.026058970839684226,-0.010896366306046476
semi,4,seed_person_t025,B6ByNegPMKs,2,-0.01051268667666827,-0.005256343338334135,-0.012549031960362878
semi,4,seed_person_t025,X7HyMhZNoso,1,-0.013458395027706294,-0.013458395027706294,-0.011637576647927531
semi,4,seed_person_t025,Z6MFQCViBuw,1,-0.01827024607272465,-0.01827024607272465,-0.011354526586455863
semi,4,seed_person_t025,b8cTxDM8gDG,1,-0.017641768453727558,-0.017641768453727558,-0.011391495858161575
semi,4,seed_person_t025,e9zR4mvMWw7,5,-0.08529336812471228,-0.017058673624942455,-0.009692602301366312
semi,4,seed_person_t025,q9vSo1VnCiC,1,-0.007566524860573187,-0.007566524860573187,-0.011984157245994184
semi,4,seed_person_t025,rPc6DW4iMge,1,0.004383010892240469,0.004383010892240469,-0.012687071113806752
semi,4,seed_person_t025,uNb9QFRL6hY,1,-0.012954553569511473,-0.012954553569511473,-0.011667214380762521
semi,4,seed_person_t025,wc2JMjhGNzB,4,-0.023923695309406856,-0.005980923827351714,-0.013383821623790534
semi,4,seed_context_t025,7y3sRwLe3Va,1,-0.013099975054009172,-0.013099975054009172,-0.0065606009396476615
semi,4,seed_context_t025,B6ByNegPMKs,2,-0.005117148593434595,-0.0025585742967172975,-0.007469565152161552
semi,4,seed_context_t025,X7HyMhZNoso,1,-0.0051694683747888215,-0.0051694683747888215,-0.007027101332542977
semi,4,seed_context_t025,Z6MFQCViBuw,1,-0.012437566961865376,-0.012437566961865376,-0.006599566121538473
semi,4,seed_context_t025,b8cTxDM8gDG,1,-0.01074500175896198,-0.01074500175896198,-0.006699128780532791
semi,4,seed_context_t025,e9zR4mvMWw7,5,-0.04608135594870333,-0.009216271189740666,-0.006042218083024315
semi,4,seed_context_t025,q9vSo1VnCiC,1,-0.008383211956740966,-0.008383211956740966,-0.0068380575924281446
semi,4,seed_context_t025,rPc6DW4iMge,1,-0.002092023577868085,-0.002092023577868085,-0.0072081274970677255
semi,4,seed_context_t025,uNb9QFRL6hY,1,-0.006937616185985318,-0.006937616185985318,-0.006923092637766712
semi,4,seed_context_t025,wc2JMjhGNzB,4,-0.014566822615661779,-0.0036417056539154447,-0.00786166917231126
semi,4,selected_person,7y3sRwLe3Va,1,-0.0380645671396892,-0.0380645671396892,-0.013255629987795958
semi,4,selected_person,B6ByNegPMKs,2,-0.01051268667666827,-0.005256343338334135,-0.015806099390972012
semi,4,selected_person,X7HyMhZNoso,1,-0.024938416848788336,-0.024938416848788336,-0.014027756475496008
semi,4,selected_person,Z6MFQCViBuw,1,-0.017161136729487048,-0.017161136729487048,-0.01448524354133726
semi,4,selected_person,b8cTxDM8gDG,1,-0.01639672814092885,-0.01639672814092885,-0.014530208752428919
semi,4,selected_person,e9zR4mvMWw7,5,-0.137108112228796,-0.027421622445759197,-0.009715551131032653
semi,4,selected_person,q9vSo1VnCiC,1,-0.006240258333874427,-0.006240258333874427,-0.015127648152843884
semi,4,selected_person,rPc6DW4iMge,1,0.02234698205651231,0.02234698205651231,-0.016809250528748987
semi,4,selected_person,uNb9QFRL6hY,1,-0.012206488882867017,-0.012206488882867017,-0.01477669341466785
semi,4,selected_person,wc2JMjhGNzB,4,-0.023128864007633643,-0.005782216001908411,-0.017162958066041917
semi,4,selected_context,7y3sRwLe3Va,1,-0.027537664775396764,-0.027537664775396764,-0.011469634837707217
semi,4,selected_context,B6ByNegPMKs,2,-0.007468768008342619,-0.0037343840041713094,-0.013440793063004802
semi,4,selected_context,X7HyMhZNoso,1,-0.01185501840639025,-0.01185501840639025,-0.012392143447648777
semi,4,selected_context,Z6MFQCViBuw,1,-0.022602175586561635,-0.022602175586561635,-0.011759957731168107
semi,4,selected_context,b8cTxDM8gDG,1,-0.017621137787073304,-0.017621137787073304,-0.01205295995466742
semi,4,selected_context,e9zR4mvMWw7,5,-0.08529336812471228,-0.017058673624942455,-0.01055600683782363
semi,4,selected_context,q9vSo1VnCiC,1,-0.007566524860573187,-0.007566524860573187,-0.012644407773873309
semi,4,selected_context,rPc6DW4iMge,1,-0.0017149286543958198,-0.0017149286543958198,-0.012988619315413156
semi,4,selected_context,uNb9QFRL6hY,1,-0.009889967704057812,-0.009889967704057812,-0.012507734665433038
semi,4,selected_context,wc2JMjhGNzB,4,-0.030971903108915788,-0.007742975777228947,-0.013682110993393119
semi,4,selected_type,7y3sRwLe3Va,1,-0.03210457998424365,-0.03210457998424365,-0.0035117185695137405
semi,4,selected_type,B6ByNegPMKs,2,0.026729734120783832,0.013364867060391916,-0.007408345611672567
semi,4,selected_type,X7HyMhZNoso,1,-0.023697437901918805,-0.023697437901918805,-0.004006256339062261
semi,4,selected_type,Z6MFQCViBuw,1,-0.013708327733814918,-0.013708327733814918,-0.004593851054833078
semi,4,selected_type,b8cTxDM8gDG,1,-0.02766195198912802,-0.02766195198912802,-0.003773049628049954
semi,4,selected_type,e9zR4mvMWw7,5,-0.05549827146177988,-0.011099654292355977,-0.0027927326310921044
semi,4,selected_type,q9vSo1VnCiC,1,0.0021119393662626385,0.0021119393662626385,-0.005524455001896463
semi,4,selected_type,rPc6DW4iMge,1,0.0022756256041482903,0.0022756256041482903,-0.005534083604125031
semi,4,selected_type,uNb9QFRL6hY,1,-0.008493483559082193,-0.008493483559082193,-0.004900606594523238
semi,4,selected_type,wc2JMjhGNzB,4,0.03824295787279547,0.009560739468198867,-0.00928905382419805
semi,4,selected_mixture,7y3sRwLe3Va,1,-0.10341943241152263,-0.10341943241152263,-0.04744609255214213
semi,4,selected_mixture,B6ByNegPMKs,2,-0.11894144040704258,-0.05947072020352129,-0.04944134783693102
semi,4,selected_mixture,X7HyMhZNoso,1,-0.01757418695655183,-0.01757418695655183,-0.05249581287302277
semi,4,selected_mixture,Z6MFQCViBuw,1,-0.06020364925052357,-0.06020364925052357,-0.049988197443965605
semi,4,selected_mixture,b8cTxDM8gDG,1,-0.05110676205007181,-0.05110676205007181,-0.050523308455756887
semi,4,selected_mixture,e9zR4mvMWw7,5,-0.19046879087407959,-0.03809375817481592,-0.05534878576337378
semi,4,selected_mixture,q9vSo1VnCiC,1,-0.014852064390604158,-0.014852064390604158,-0.05265593772984322
semi,4,selected_mixture,rPc6DW4iMge,1,-0.1127108444064453,-0.1127108444064453,-0.046899538905381975
semi,4,selected_mixture,uNb9QFRL6hY,1,-0.06791495809255266,-0.06791495809255266,-0.04953459104149331
semi,4,selected_mixture,wc2JMjhGNzB,4,-0.1728108769585448,-0.0432027192396362,-0.05265658063138529
semi,6,seed_person_t025,7y3sRwLe3Va,1,-0.024030139226449698,-0.024030139226449698,-0.010141211583353878
semi,6,seed_person_t025,B6ByNegPMKs,2,-0.0026166360821892054,-0.0013083180410946027,-0.012113381253829776
semi,6,seed_person_t025,X7HyMhZNoso,1,-0.007036547895189815,-0.007036547895189815,-0.011140834602839753
semi,6,seed_person_t025,Z6MFQCViBuw,1,-0.015656593582754397,-0.015656593582754397,-0.010633773091806542
semi,6,seed_person_t025,b8cTxDM8gDG,1,-0.018135923531720333,-0.018135923531720333,-0.010487930153632075
semi,6,seed_person_t025,e9zR4mvMWw7,5,-0.08444946013368598,-0.016889892026737196,-0.008613944308444588
semi,6,seed_person_t025,q9vSo1VnCiC,1,-0.011489724430465698,-0.011489724430465698,-0.010878883041941172
semi,6,seed_person_t025,rPc6DW4iMge,1,-0.003617912007122026,-0.003617912007122026,-0.011341930831549623
semi,6,seed_person_t025,uNb9QFRL6hY,1,-0.005803390879057901,-0.005803390879057901,-0.011213373250847513
semi,6,seed_person_t025,wc2JMjhGNzB,4,-0.023594408374830567,-0.005898602093707642,-0.012345451983473933
semi,6,seed_context_t025,7y3sRwLe3Va,1,-0.011633952922738722,-0.011633952922738722,-0.006743525844233613
semi,6,seed_context_t025,B6ByNegPMKs,2,-0.003482041291986482,-0.001741020645993241,-0.007674490686420229
semi,6,seed_context_t025,X7HyMhZNoso,1,-0.00247787014715517,-0.00247787014715517,-0.007282118948679704
semi,6,seed_context_t025,Z6MFQCViBuw,1,-0.011454318148550913,-0.011454318148550913,-0.006754092595656425
semi,6,seed_context_t025,b8cTxDM8gDG,1,-0.01246284043894541,-0.01246284043894541,-0.006694767755044984
semi,6,seed_context_t025,e9zR4mvMWw7,5,-0.05320079710796227,-0.010640159421592455,-0.005621007320519067
semi,6,seed_context_t025,q9vSo1VnCiC,1,-0.009973240676584672,-0.009973240676584672,-0.006841214799889733
semi,6,seed_context_t025,rPc6DW4iMge,1,-0.006925130369188182,-0.006925130369188182,-0.007020515406207174
semi,6,seed_context_t025,uNb9QFRL6hY,1,-0.0016899120275413182,-0.0016899120275413182,-0.007328469426304048
semi,6,seed_context_t025,wc2JMjhGNzB,4,-0.012973789144057002,-0.0032434472860142505,-0.008092864509332368
semi,6,selected_person,7y3sRwLe3Va,1,-0.03170781389381583,-0.03170781389381583,-0.009501640909833863
semi,6,selected_person,B6ByNegPMKs,2,0.03423603024867994,0.01711801512433997,-0.014216983725604464
semi,6,selected_person,X7HyMhZNoso,1,-0.01491217920278376,-0.01491217920278376,-0.010489619421071043
semi,6,selected_person,Z6MFQCViBuw,1,-0.018942506002053383,-0.018942506002053383,-0.010252541374055183
semi,6,selected_person,b8cTxDM8gDG,1,-0.01789781510374233,-0.01789781510374233,-0.010313993779838186
semi,6,selected_person,e9zR4mvMWw7,5,-0.08444946013368598,-0.016889892026737196,-0.008368173017485039
semi,6,selected_person,q9vSo1VnCiC,1,-0.020324482729205062,-0.020324482729205062,-0.010171248625399202
semi,6,selected_person,rPc6DW4iMge,1,0.0037282590578227026,0.0037282590578227026,-0.011586115789342011
semi,6,selected_person,uNb9QFRL6hY,1,-0.00016512416287650655,-0.00016512416287650655,-0.01135709324694794
semi,6,selected_person,wc2JMjhGNzB,4,-0.04280061743933128,-0.01070015435983282,-0.010745363708690015
semi,6,selected_context,7y3sRwLe3Va,1,-0.024420052366126876,-0.024420052366126876,-0.011719959216673861
semi,6,selected_context,B6ByNegPMKs,2,-0.003004449516706642,-0.001502224758353321,-0.013790931845804742
semi,6,selected_context,X7HyMhZNoso,1,-0.005904093592735027,-0.005904093592735027,-0.012809133262167498
semi,6,selected_context,Z6MFQCViBuw,1,-0.023183258555063313,-0.023183258555063313,-0.011792711793795247
semi,6,selected_context,b8cTxDM8gDG,1,-0.01755120560781742,-0.01755120560781742,-0.012124009025986182
semi,6,selected_context,e9zR4mvMWw7,5,-0.08444946013368598,-0.016889892026737196,-0.01070845376276127
semi,6,selected_context,q9vSo1VnCiC,1,-0.019830965269320044,-0.019830965269320044,-0.011989905516486028
semi,6,selected_context,rPc6DW4iMge,1,-0.013356457513292064,-0.013356457513292064,-0.012370758913899438
semi,6,selected_context,uNb9QFRL6hY,1,-0.0009837016244281793,-0.0009837016244281793,-0.013098568083832607
semi,6,selected_context,wc2JMjhGNzB,4,-0.030975714870406956,-0.007743928717601739,-0.013763117441369682
semi,6,selected_type,7y3sRwLe3Va,1,-0.003770638474874022,-0.003770638474874022,-0.006427380599693313
semi,6,selected_type,B6ByNegPMKs,2,0.0029155358706552947,0.0014577679353276474,-0.007246977783769728
semi,6,selected_type,X7HyMhZNoso,1,-0.005410446874391517,-0.005410446874391517,-0.006330921282074638
semi,6,selected_type,Z6MFQCViBuw,1,-0.01902010594412662,-0.01902010594412662,-0.005530353101501984
semi,6,selected_type,b8cTxDM8gDG,1,-0.023782283847121,-0.023782283847121,-0.005250224989561138
semi,6,selected_type,e9zR4mvMWw7,5,-0.08015972493300544,-0.01603194498660109,-0.002528952595127301
semi,6,selected_type,q9vSo1VnCiC,1,-0.0041120697676267914,-0.0041120697676267914,-0.006407296406001974
semi,6,selected_type,rPc6DW4iMge,1,-0.009724623818709421,-0.009724623818709421,-0.006077146167702996
semi,6,selected_type,uNb9QFRL6hY,1,0.009043321862841291,0.009043321862841291,-0.007181142972500097
semi,6,selected_type,wc2JMjhGNzB,4,0.02098492725669787,0.005246231814174468,-0.009572931137597015
semi,6,selected_mixture,7y3sRwLe3Va,1,-0.07161352408553834,-0.07161352408553834,-0.03156376356455808
semi,6,selected_mixture,B6ByNegPMKs,2,-0.06411565681698694,-0.03205782840849347,-0.03400511549162742
semi,6,selected_mixture,X7HyMhZNoso,1,-0.006697551894494835,-0.006697551894494835,-0.035382350164031226
semi,6,selected_mixture,Z6MFQCViBuw,1,-0.02066176724382618,-0.02066176724382618,-0.034560925731717616
semi,6,selected_mixture,b8cTxDM8gDG,1,-0.04789350643220025,-0.04789350643220025,-0.03295905872063679
semi,6,selected_mixture,e9zR4mvMWw7,5,-0.1250329634329571,-0.025006592686591424,-0.0371665031730822
semi,6,selected_mixture,q9vSo1VnCiC,1,-0.01212596702336155,-0.01212596702336155,-0.03506303162703907
semi,6,selected_mixture,rPc6DW4iMge,1,-0.07085141850356202,-0.07085141850356202,-0.03160859330467433
semi,6,selected_mixture,uNb9QFRL6hY,1,-0.040437548669914336,-0.040437548669914336,-0.03339764447135949
semi,6,selected_mixture,wc2JMjhGNzB,4,-0.14876760058018412,-0.03719190014504603,-0.03281642172163154
semi,8,seed_person_t025,7y3sRwLe3Va,1,-0.012705473704150538,-0.012705473704150538,-0.01109347991783635
semi,8,seed_person_t025,B6ByNegPMKs,2,-0.016645613200449882,-0.008322806600224941,-0.011540563694182413
semi,8,seed_person_t025,X7HyMhZNoso,1,-0.0075941172947396884,-0.0075941172947396884,-0.011394147941919341
semi,8,seed_person_t025,Z6MFQCViBuw,1,-0.009766437292841212,-0.009766437292841212,-0.011266364412619252
semi,8,seed_person_t025,b8cTxDM8gDG,1,-0.013316206439297651,-0.013316206439297651,-0.011057554462827697
semi,8,seed_person_t025,e9zR4mvMWw7,5,-0.07488375451502766,-0.014976750903005532,-0.00972391367633391
semi,8,seed_person_t025,q9vSo1VnCiC,1,-0.011228986148166142,-0.011228986148166142,-0.011180332127011902
semi,8,seed_person_t025,rPc6DW4iMge,1,-0.011147701963896361,-0.011147701963896361,-0.011185113549616007
semi,8,seed_person_t025,uNb9QFRL6hY,1,-0.010311653566855594,-0.010311653566855594,-0.011234292867088994
semi,8,seed_person_t025,wc2JMjhGNzB,4,-0.033694688181943766,-0.008423672045485942,-0.01197142458038748
semi,8,seed_context_t025,7y3sRwLe3Va,1,-0.007249676635176616,-0.007249676635176616,-0.006813321166968435
semi,8,seed_context_t025,B6ByNegPMKs,2,-0.007690029501638218,-0.003845014750819109,-0.0072116316857501125
semi,8,seed_context_t025,X7HyMhZNoso,1,-0.0027932947465225677,-0.0027932947465225677,-0.007075461278065733
semi,8,seed_context_t025,Z6MFQCViBuw,1,-0.007261582223055729,-0.007261582223055729,-0.006812620838269664
semi,8,seed_context_t025,b8cTxDM8gDG,1,-0.00990916984611312,-0.00990916984611312,-0.006656880389854523
semi,8,seed_context_t025,e9zR4mvMWw7,5,-0.047004147438276966,-0.009400829487655393,-0.005851691464258697
semi,8,seed_context_t025,q9vSo1VnCiC,1,-0.00910723370907529,-0.00910723370907529,-0.006704053103797925
semi,8,seed_context_t025,rPc6DW4iMge,1,-0.00912165974455914,-0.00912165974455914,-0.0067032045134753455
semi,8,seed_context_t025,uNb9QFRL6hY,1,-0.005589338831847979,-0.005589338831847979,-0.006910988096576002
semi,8,seed_context_t025,wc2JMjhGNzB,4,-0.01735000379737439,-0.004337500949343598,-0.0075518666197332595
semi,8,selected_person,7y3sRwLe3Va,1,-0.014647176742943913,-0.014647176742943913,-0.012057573466864435
semi,8,selected_person,B6ByNegPMKs,2,-0.0024537578371520707,-0.0012268789185760354,-0.013573260490155451
semi,8,selected_person,X7HyMhZNoso,1,-0.016044549639315675,-0.016044549639315675,-0.011975375061195507
semi,8,selected_person,Z6MFQCViBuw,1,-0.014587405177499901,-0.014587405177499901,-0.012061089441302316
semi,8,selected_person,b8cTxDM8gDG,1,-0.017154045163606302,-0.017154045163606302,-0.011910110618590175
semi,8,selected_person,e9zR4mvMWw7,5,-0.07488375451502766,-0.014976750903005532,-0.011134013166508586
semi,8,selected_person,q9vSo1VnCiC,1,-0.01736529675433296,-0.01736529675433296,-0.011897684054429784
semi,8,selected_person,rPc6DW4iMge,1,-0.01598660771194682,-0.01598660771194682,-0.011978783409864262
semi,8,selected_person,uNb9QFRL6hY,1,-0.012808643955870225,-0.012808643955870225,-0.012165722454339356
semi,8,selected_person,wc2JMjhGNzB,4,-0.033694688181943766,-0.008423672045485942,-0.013280802678406823
semi,8,selected_context,7y3sRwLe3Va,1,-0.015048005477945936,-0.015048005477945936,-0.012389166510664643
semi,8,selected_context,B6ByNegPMKs,2,-0.014277022360724256,-0.007138511180362128,-0.013211675862407537
semi,8,selected_context,X7HyMhZNoso,1,-0.0067020047362799096,-0.0067020047362799096,-0.012880107730762643
semi,8,selected_context,Z6MFQCViBuw,1,-0.015077725588946267,-0.015077725588946267,-0.012387418268841092
semi,8,selected_context,b8cTxDM8gDG,1,-0.01668084124029734,-0.01668084124029734,-0.012293117348173383
semi,8,selected_context,e9zR4mvMWw7,5,-0.07488375451502766,-0.014976750903005532,-0.011598467818785938
semi,8,selected_context,q9vSo1VnCiC,1,-0.015791715163898656,-0.015791715163898656,-0.012345418882079188
semi,8,selected_context,rPc6DW4iMge,1,-0.011147701963896361,-0.011147701963896361,-0.012618596129138146
semi,8,selected_context,uNb9QFRL6hY,1,-0.01098340591676461,-0.01098340591676461,-0.012628260602498838
semi,8,selected_context,wc2JMjhGNzB,4,-0.04507165919546385,-0.011267914798865963,-0.012899441211698642
