code,condition,id_a,id_b,linear_mask,spherical_mask,solid_angle_mask
jtcxE69GiFV-05,manual,8ff7251a7c24a8e0e71e,8af889f37a502f3fa126,0.06849305282708862,0.03375736965054743,0.029902224853372128
jtcxE69GiFV-05,manual,8ff7251a7c24a8e0e71e,f005d5460cd37c229372,0.0695450269519643,0.041790489590788016,0.03279387322366489
jtcxE69GiFV-05,manual,8ff7251a7c24a8e0e71e,dbdc83a7c9f53399480c,0.08163399456601128,0.09256414816731073,0.06484521999303383
jtcxE69GiFV-05,manual,8ff7251a7c24a8e0e71e,f92320ca03fc70c20aea,0.08163399456601128,0.09256414816731073,0.06484521999303383
jtcxE69GiFV-05,manual,8ff7251a7c24a8e0e71e,a431c68f99235de30da3,0.04085445877110383,0.056574743534054006,0.03784357283257156
jtcxE69GiFV-05,manual,8af889f37a502f3fa126,f005d5460cd37c229372,0.10378982719408247,0.06025021471287839,0.04646233357336882
jtcxE69GiFV-05,manual,8af889f37a502f3fa126,dbdc83a7c9f53399480c,0.08917721518987343,0.09714775126478903,0.06668079952926154
jtcxE69GiFV-05,manual,8af889f37a502f3fa126,f92320ca03fc70c20aea,0.08917721518987343,0.09714775126478903,0.06668079952926154
jtcxE69GiFV-05,manual,8af889f37a502f3fa126,a431c68f99235de30da3,0.057225725273865935,0.06831619614144069,0.047664410241541444
jtcxE69GiFV-05,manual,f005d5460cd37c229372,dbdc83a7c9f53399480c,0.06482212261551978,0.07540545886075944,0.05095750085486739
jtcxE69GiFV-05,manual,f005d5460cd37c229372,f92320ca03fc70c20aea,0.06482212261551978,0.07540545886075944,0.05095750085486739
jtcxE69GiFV-05,manual,f005d5460cd37c229372,a431c68f99235de30da3,0.06654145623673646,0.05576228005037964,0.041333763326135364
jtcxE69GiFV-05,manual,dbdc83a7c9f53399480c,f92320ca03fc70c20aea,0.0,0.0,0.0
jtcxE69GiFV-05,manual,dbdc83a7c9f53399480c,a431c68f99235de30da3,0.05666134910064835,0.04961793345956178,0.04075531442823921
jtcxE69GiFV-05,manual,f92320ca03fc70c20aea,a431c68f99235de30da3,0.05666134910064835,0.04961793345956178,0.04075531442823921
uNb9QFRL6hY-40,manual,f8b24f616d167c27b810,f2a65213a0368b751984,0.04165339584421546,0.03968206798451546,0.04112693878314966
uNb9QFRL6hY-40,manual,f8b24f616d167c27b810,92084aa32f538179d158,0.07123355045368274,0.054398946633919754,0.05126270910836073
uNb9QFRL6hY-40,manual,f8b24f616d167c27b810,5d58f3bc4858f0d343be,0.08054107334370675,0.06161050372704069,0.055407464764461456
uNb9QFRL6hY-40,manual,f8b24f616d167c27b810,d2c9465ce508ba7c1195,0.07424608411982969,0.05824287785571536,0.055040716953097535
uNb9QFRL6hY-40,manual,f2a65213a0368b751984,92084aa32f538179d158,0.0367237673910038,0.02115050577296418,0.016214925365583666
uNb9QFRL6hY-40,manual,f2a65213a0368b751984,5d58f3bc4858f0d343be,0.04558941707362307,0.027598548142487855,0.01948421068140338
uNb9QFRL6hY-40,manual,f2a65213a0368b751984,d2c9465ce508ba7c1195,0.038239148391744804,0.023644395793424255,0.01862316618499793
uNb9QFRL6hY-40,manual,92084aa32f538179d158,5d58f3bc4858f0d343be,0.025821065973921642,0.014699981905293869,0.011878232190264404
uNb9QFRL6hY-40,manual,92084aa32f538179d158,d2c9465ce508ba7c1195,0.023001591305058855,0.011936768242204465,0.011860072422097523
uNb9QFRL6hY-40,manual,5d58f3bc4858f0d343be,d2c9465ce508ba7c1195,0.01935423607435316,0.012968729166503268,0.010960072709006563
uNb9QFRL6hY-40,semi,702f8663c962b7634220,ec7b9674561060eaad40,0.0,0.0,0.0
uNb9QFRL6hY-40,semi,702f8663c962b7634220,b578f0248ceb6441105b,0.0,0.0,0.0
uNb9QFRL6hY-40,semi,702f8663c962b7634220,3a3bc0a4eb51fdb493f4,0.047163216248037654,0.041086150761890705,0.0431484775584684
uNb9QFRL6hY-40,semi,ec7b9674561060eaad40,b578f0248ceb6441105b,0.0,0.0,0.0
uNb9QFRL6hY-40,semi,ec7b9674561060eaad40,3a3bc0a4eb51fdb493f4,0.047163216248037654,0.041086150761890705,0.0431484775584684
uNb9QFRL6hY-40,semi,b578f0248ceb6441105b,3a3bc0a4eb51fdb493f4,0.047163216248037654,0.041086150761890705,0.0431484775584684
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,81234a56777545e31b9c,0.11031038485970257,0.10279281570565224,0.09660095386752088
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,561446db19099c48c68e,0.09992575872334997,0.09278382581648525,0.08697386325708611
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,19253e4ab328902a4d12,0.1822940054917146,0.10970227252366593,0.10291707518118987
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,bb287f23eb43955e7502,0.09756801990609776,0.07240803071963586,0.06589779286014119
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,006d495cbff76f46e992,0.18788191501124096,0.11010251193364118,0.10349557558432321
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,fca31418ca45c43fa616,0.0847850817514666,0.08042436052086233,0.07501160962497022
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,8d7a436f7ee75b72d1ba,0.09992575872334997,0.09278382581648525,0.08697386325708611
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,1230dd95959a683bf7aa,0.18788191501124096,0.11010251193364118,0.10349557558432321
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,8b9ce3b553725840ef9d,0.1879067984638405,0.1100227886309384,0.10345365042835097
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,8f8f293766eeffd6470a,0.09992575872334997,0.09278382581648525,0.08697386325708611
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,48e0e1e7a86beb1ce565,0.11031038485970257,0.10279281570565224,0.09660095386752088
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,d9c1add75dab8315cd34,0.06423232359357678,0.05848065207243658,0.05392229646118896
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,2de8896d2c2ea564fd37,0.11264323024003475,0.06049101493292841,0.05536992288556475
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,42264e54a01908d81bbe,0.1914823719145251,0.10517677463607022,0.09910219298846679
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,acb3d20a4fb6e211d3b1,0.19373871072813953,0.11599434173942735,0.1092206459640298
uNb9QFRL6hY-45,manual,d6f4c71d3816fc9fef4a,b7393a16aa19bd7f1989,0.13530080714503645,0.10032915751495197,0.09465455673388812
