code,image_id,condition,N,building,method,omitted_id,ARI,changed_relations,n_pairs
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,721a520d404a0fa2,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,3215104ad30d7a69,0.9580686149936467,2,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,ce40f36eeedc9a01,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,1b879ed2a0ea3317,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,206017d68554e4ce,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,fa7addab96927ce3,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,07747ea3bdc5ada7,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,db489e7008420f6d,0.8068965517241379,8,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,b3c8f9e27d75e1bb,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,3c003832cc2ac4bd,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,55864e5d3184dff1,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A4_adaptive,2e83f114eec9c41b,0.9338803549279648,3,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,f21c670566821ce7,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,073cc94b42351b56,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,7fb0a95bc36104b2,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,1e1b8c35465d660f,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,41e737f6263bbfeb,0.8377646232567473,14,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,38910f3666756937,0.8377646232567473,14,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,20d050e0b509265b,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,8e34950e31c52b48,0.8377646232567473,14,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,508134982b91e8e9,0.8377646232567473,14,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,e65fb66189e53aac,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,8487d3e12302f924,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,721a520d404a0fa2,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,3215104ad30d7a69,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,ce40f36eeedc9a01,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,1b879ed2a0ea3317,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,206017d68554e4ce,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,fa7addab96927ce3,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,07747ea3bdc5ada7,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,db489e7008420f6d,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,b3c8f9e27d75e1bb,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,3c003832cc2ac4bd,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,55864e5d3184dff1,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A5_density,2e83f114eec9c41b,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,f21c670566821ce7,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,073cc94b42351b56,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,7fb0a95bc36104b2,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,1e1b8c35465d660f,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,41e737f6263bbfeb,0.547300908605024,55,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,38910f3666756937,0.547300908605024,55,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,20d050e0b509265b,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,8e34950e31c52b48,0.547300908605024,55,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,508134982b91e8e9,0.547300908605024,55,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,e65fb66189e53aac,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,8487d3e12302f924,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,721a520d404a0fa2,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,3215104ad30d7a69,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,ce40f36eeedc9a01,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,1b879ed2a0ea3317,0.547300908605024,55,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,206017d68554e4ce,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,fa7addab96927ce3,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,07747ea3bdc5ada7,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,db489e7008420f6d,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,b3c8f9e27d75e1bb,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,3c003832cc2ac4bd,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,55864e5d3184dff1,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A6_spectral,2e83f114eec9c41b,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,f21c670566821ce7,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,073cc94b42351b56,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,7fb0a95bc36104b2,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,1e1b8c35465d660f,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,41e737f6263bbfeb,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,38910f3666756937,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,20d050e0b509265b,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,8e34950e31c52b48,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,508134982b91e8e9,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,e65fb66189e53aac,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,8487d3e12302f924,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,721a520d404a0fa2,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,3215104ad30d7a69,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,ce40f36eeedc9a01,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,1b879ed2a0ea3317,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,206017d68554e4ce,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,fa7addab96927ce3,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,07747ea3bdc5ada7,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,db489e7008420f6d,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,b3c8f9e27d75e1bb,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,3c003832cc2ac4bd,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,55864e5d3184dff1,1.0,0,231
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,23,UwV83HsGsw3,A7_event,2e83f114eec9c41b,1.0,0,231
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,825443a016547c50,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,f675c9fafc654a6c,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,6e96384968cba7c3,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,de16a61e2d1bb437,0.872828818765708,9,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,3f318bc60bc47bf0,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,e86414515027abd0,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,3f3f55f16eac83df,0.8342288035644083,10,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,9275a01dcd852002,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,2f0ae1d7e22229cf,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,c7fde7efc3f1dc23,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,99be57a4c1340446,0.7134767836919592,24,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,2dfcccbef445d8fb,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,707a9a5e46075152,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,fa807ea5905340d9,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,5f286f5426b982a7,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,233568c89e42b8bb,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,f14cfdfa014f4398,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,47e21b5afd7c7b77,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,809d1c3be329e98c,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,8edf1145794bfd4f,0.8599734336949303,10,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,37d740ea8d0d8493,0.6576454668470907,28,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,fe83d3b0d2bab0e8,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,1d83c0fba980b573,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A0_legacy,3c1e685ec9863c21,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,825443a016547c50,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,f675c9fafc654a6c,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,6e96384968cba7c3,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,de16a61e2d1bb437,0.872828818765708,9,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,3f318bc60bc47bf0,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,e86414515027abd0,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,3f3f55f16eac83df,0.7523856129190115,16,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,9275a01dcd852002,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,2f0ae1d7e22229cf,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,c7fde7efc3f1dc23,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,99be57a4c1340446,0.7134767836919592,24,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,2dfcccbef445d8fb,0.8951512639867385,7,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,707a9a5e46075152,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,fa807ea5905340d9,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,5f286f5426b982a7,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,233568c89e42b8bb,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,f14cfdfa014f4398,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,47e21b5afd7c7b77,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,809d1c3be329e98c,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,8edf1145794bfd4f,0.8599734336949303,10,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,37d740ea8d0d8493,0.8452410080743822,10,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,fe83d3b0d2bab0e8,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,1d83c0fba980b573,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A1_mask,3c1e685ec9863c21,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,825443a016547c50,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,f675c9fafc654a6c,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,6e96384968cba7c3,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,de16a61e2d1bb437,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,3f318bc60bc47bf0,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,e86414515027abd0,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,3f3f55f16eac83df,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,9275a01dcd852002,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,2f0ae1d7e22229cf,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,c7fde7efc3f1dc23,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,99be57a4c1340446,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,2dfcccbef445d8fb,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,707a9a5e46075152,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,fa807ea5905340d9,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,5f286f5426b982a7,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,233568c89e42b8bb,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,f14cfdfa014f4398,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,47e21b5afd7c7b77,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,809d1c3be329e98c,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,8edf1145794bfd4f,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,37d740ea8d0d8493,0.8000526870389885,6,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,fe83d3b0d2bab0e8,1.0,0,253
UwV83HsGsw3-23,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,24,UwV83HsGsw3,A2_local,1d83c0fba980b573,1.0,0,253
