code,condition,N_original,N_available,method,cut,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes
uNb9QFRL6hY-36,manual,6,3,solid,0.075,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,solid,0.1,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,solid,0.125,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,solid,0.15,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,solid,0.2,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,linear_common,0.075,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,linear_common,0.1,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,linear_common,0.125,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,linear_common,0.15,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,linear_common,0.2,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,semi,4,4,spherical,0.075,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-36,semi,4,4,spherical,0.1,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-36,semi,4,4,spherical,0.125,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-36,semi,4,4,spherical,0.15,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-36,semi,4,4,spherical,0.2,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-36,semi,4,4,solid,0.075,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-36,semi,4,4,solid,0.1,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-36,semi,4,4,solid,0.125,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-36,semi,4,4,solid,0.15,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-36,semi,4,4,solid,0.2,1,1,0,0.0,1.0,-0.0,4
uNb9QFRL6hY-36,semi,4,4,linear_common,0.075,3,1,2,0.5,0.5,1.5,2;1;1
uNb9QFRL6hY-36,semi,4,4,linear_common,0.1,3,1,2,0.5,0.5,1.5,2;1;1
uNb9QFRL6hY-36,semi,4,4,linear_common,0.125,3,1,2,0.5,0.5,1.5,2;1;1
uNb9QFRL6hY-36,semi,4,4,linear_common,0.15,3,1,2,0.5,0.5,1.5,2;1;1
uNb9QFRL6hY-36,semi,4,4,linear_common,0.2,2,1,1,0.25,0.75,0.8112781244591328,3;1
uNb9QFRL6hY-52,oos_geometry,23,22,spherical,0.075,5,4,1,0.045454545454545456,0.5454545454545454,1.8333208226910547,12;4;3;2;1
uNb9QFRL6hY-52,oos_geometry,23,22,spherical,0.1,4,3,1,0.045454545454545456,0.6818181818181818,1.341097121631489,15;4;2;1
uNb9QFRL6hY-52,oos_geometry,23,22,spherical,0.125,3,2,1,0.045454545454545456,0.6818181818181818,1.090652803252992,15;6;1
uNb9QFRL6hY-52,oos_geometry,23,22,spherical,0.15,2,2,0,0.0,0.6818181818181818,0.9023932827949788,15;7
uNb9QFRL6hY-52,oos_geometry,23,22,spherical,0.2,2,2,0,0.0,0.6818181818181818,0.9023932827949788,15;7
uNb9QFRL6hY-52,oos_geometry,23,22,solid,0.075,5,4,1,0.045454545454545456,0.5454545454545454,1.8333208226910547,12;4;3;2;1
uNb9QFRL6hY-52,oos_geometry,23,22,solid,0.1,2,2,0,0.0,0.6818181818181818,0.9023932827949788,15;7
uNb9QFRL6hY-52,oos_geometry,23,22,solid,0.125,2,2,0,0.0,0.6818181818181818,0.9023932827949788,15;7
uNb9QFRL6hY-52,oos_geometry,23,22,solid,0.15,2,2,0,0.0,0.6818181818181818,0.9023932827949788,15;7
uNb9QFRL6hY-52,oos_geometry,23,22,solid,0.2,1,1,0,0.0,1.0,-0.0,22
uNb9QFRL6hY-52,oos_geometry,23,22,linear_common,0.075,4,4,0,0.0,0.5454545454545454,1.6692462556711996,12;5;3;2
uNb9QFRL6hY-52,oos_geometry,23,22,linear_common,0.1,3,3,0,0.0,0.6818181818181818,1.1770225546116342,15;5;2
uNb9QFRL6hY-52,oos_geometry,23,22,linear_common,0.125,3,3,0,0.0,0.6818181818181818,1.1770225546116342,15;5;2
uNb9QFRL6hY-52,oos_geometry,23,22,linear_common,0.15,2,2,0,0.0,0.9090909090909091,0.4394969869215134,20;2
uNb9QFRL6hY-52,oos_geometry,23,22,linear_common,0.2,2,2,0,0.0,0.9090909090909091,0.4394969869215134,20;2
uNb9QFRL6hY-56,semi,24,24,spherical,0.075,5,1,4,0.16666666666666666,0.8333333333333334,0.9833557549816874,20;1;1;1;1
uNb9QFRL6hY-56,semi,24,24,spherical,0.1,4,1,3,0.125,0.875,0.7416847557897408,21;1;1;1
uNb9QFRL6hY-56,semi,24,24,spherical,0.125,3,1,2,0.08333333333333333,0.9166666666666666,0.49715018363696706,22;1;1
uNb9QFRL6hY-56,semi,24,24,spherical,0.15,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
uNb9QFRL6hY-56,semi,24,24,spherical,0.2,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
uNb9QFRL6hY-56,semi,24,24,solid,0.075,3,1,2,0.08333333333333333,0.9166666666666666,0.49715018363696706,22;1;1
uNb9QFRL6hY-56,semi,24,24,solid,0.1,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
uNb9QFRL6hY-56,semi,24,24,solid,0.125,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
uNb9QFRL6hY-56,semi,24,24,solid,0.15,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
uNb9QFRL6hY-56,semi,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
uNb9QFRL6hY-56,semi,24,24,linear_common,0.075,4,2,2,0.08333333333333333,0.8333333333333334,0.9000224216483541,20;2;1;1
uNb9QFRL6hY-56,semi,24,24,linear_common,0.1,3,2,1,0.041666666666666664,0.875,0.6583514224564075,21;2;1
uNb9QFRL6hY-56,semi,24,24,linear_common,0.125,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
uNb9QFRL6hY-56,semi,24,24,linear_common,0.15,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
uNb9QFRL6hY-56,semi,24,24,linear_common,0.2,1,1,0,0.0,1.0,-0.0,24
uNb9QFRL6hY-63,manual,24,24,spherical,0.075,4,2,2,0.08333333333333333,0.5416666666666666,1.3918357778538644,13;9;1;1
uNb9QFRL6hY-63,manual,24,24,spherical,0.1,3,3,0,0.0,0.5416666666666666,1.3085024445205309,13;9;2
uNb9QFRL6hY-63,manual,24,24,spherical,0.125,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
uNb9QFRL6hY-63,manual,24,24,spherical,0.15,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
uNb9QFRL6hY-63,manual,24,24,spherical,0.2,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
uNb9QFRL6hY-63,manual,24,24,solid,0.075,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
uNb9QFRL6hY-63,manual,24,24,solid,0.1,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
uNb9QFRL6hY-63,manual,24,24,solid,0.125,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
uNb9QFRL6hY-63,manual,24,24,solid,0.15,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
uNb9QFRL6hY-63,manual,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
uNb9QFRL6hY-63,manual,24,24,linear_common,0.075,5,3,2,0.08333333333333333,0.6666666666666666,1.5220552088742005,16;3;3;1;1
uNb9QFRL6hY-63,manual,24,24,linear_common,0.1,4,2,2,0.08333333333333333,0.7916666666666666,1.0238995733215064,19;3;1;1
uNb9QFRL6hY-63,manual,24,24,linear_common,0.125,3,1,2,0.08333333333333333,0.9166666666666666,0.49715018363696706,22;1;1
uNb9QFRL6hY-63,manual,24,24,linear_common,0.15,3,1,2,0.08333333333333333,0.9166666666666666,0.49715018363696706,22;1;1
uNb9QFRL6hY-63,manual,24,24,linear_common,0.2,3,1,2,0.08333333333333333,0.9166666666666666,0.49715018363696706,22;1;1
uNb9QFRL6hY-70,manual,24,24,spherical,0.075,4,2,2,0.08333333333333333,0.8333333333333334,0.9000224216483541,20;2;1;1
uNb9QFRL6hY-70,manual,24,24,spherical,0.1,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
uNb9QFRL6hY-70,manual,24,24,spherical,0.125,1,1,0,0.0,1.0,-0.0,24
uNb9QFRL6hY-70,manual,24,24,spherical,0.15,1,1,0,0.0,1.0,-0.0,24
uNb9QFRL6hY-70,manual,24,24,spherical,0.2,1,1,0,0.0,1.0,-0.0,24
uNb9QFRL6hY-70,manual,24,24,solid,0.075,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
uNb9QFRL6hY-70,manual,24,24,solid,0.1,1,1,0,0.0,1.0,-0.0,24
uNb9QFRL6hY-70,manual,24,24,solid,0.125,1,1,0,0.0,1.0,-0.0,24
uNb9QFRL6hY-70,manual,24,24,solid,0.15,1,1,0,0.0,1.0,-0.0,24
uNb9QFRL6hY-70,manual,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
uNb9QFRL6hY-70,manual,24,24,linear_common,0.075,4,3,1,0.041666666666666664,0.4583333333333333,1.531919635975994,11;10;2;1
uNb9QFRL6hY-70,manual,24,24,linear_common,0.1,2,2,0,0.0,0.875,0.5435644431995964,21;3
uNb9QFRL6hY-70,manual,24,24,linear_common,0.125,2,2,0,0.0,0.875,0.5435644431995964,21;3
uNb9QFRL6hY-70,manual,24,24,linear_common,0.15,1,1,0,0.0,1.0,-0.0,24
uNb9QFRL6hY-70,manual,24,24,linear_common,0.2,1,1,0,0.0,1.0,-0.0,24
wc2JMjhGNzB-30,manual,6,6,spherical,0.075,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,spherical,0.1,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,spherical,0.125,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,spherical,0.15,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,spherical,0.2,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,solid,0.075,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,solid,0.1,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,solid,0.125,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,solid,0.15,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,solid,0.2,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,linear_common,0.075,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,linear_common,0.1,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,linear_common,0.125,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,linear_common,0.15,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,manual,6,6,linear_common,0.2,1,1,0,0.0,1.0,-0.0,6
wc2JMjhGNzB-30,semi,4,4,spherical,0.075,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,spherical,0.1,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,spherical,0.125,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,spherical,0.15,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,spherical,0.2,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,solid,0.075,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,solid,0.1,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,solid,0.125,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,solid,0.15,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,solid,0.2,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,linear_common,0.075,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,linear_common,0.1,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,linear_common,0.125,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,linear_common,0.15,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-30,semi,4,4,linear_common,0.2,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-59,manual,24,24,spherical,0.075,4,3,1,0.041666666666666664,0.5,1.5204260414863777,12;9;2;1
wc2JMjhGNzB-59,manual,24,24,spherical,0.1,3,2,1,0.041666666666666664,0.5,1.206908425151817,12;11;1
wc2JMjhGNzB-59,manual,24,24,spherical,0.125,3,2,1,0.041666666666666664,0.5,1.206908425151817,12;11;1
wc2JMjhGNzB-59,manual,24,24,spherical,0.15,1,1,0,0.0,1.0,-0.0,24
wc2JMjhGNzB-59,manual,24,24,spherical,0.2,1,1,0,0.0,1.0,-0.0,24
wc2JMjhGNzB-59,manual,24,24,solid,0.075,3,2,1,0.041666666666666664,0.5,1.206908425151817,12;11;1
wc2JMjhGNzB-59,manual,24,24,solid,0.1,2,2,0,0.0,0.5416666666666666,0.9949848281859701,13;11
wc2JMjhGNzB-59,manual,24,24,solid,0.125,1,1,0,0.0,1.0,-0.0,24
wc2JMjhGNzB-59,manual,24,24,solid,0.15,1,1,0,0.0,1.0,-0.0,24
wc2JMjhGNzB-59,manual,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
wc2JMjhGNzB-59,manual,24,24,linear_common,0.075,5,4,1,0.041666666666666664,0.4166666666666667,1.8454372523105547,10;9;2;2;1
wc2JMjhGNzB-59,manual,24,24,linear_common,0.1,3,2,1,0.041666666666666664,0.5,1.206908425151817,12;11;1
wc2JMjhGNzB-59,manual,24,24,linear_common,0.125,2,2,0,0.0,0.5416666666666666,0.9949848281859701,13;11
wc2JMjhGNzB-59,manual,24,24,linear_common,0.15,1,1,0,0.0,1.0,-0.0,24
wc2JMjhGNzB-59,manual,24,24,linear_common,0.2,1,1,0,0.0,1.0,-0.0,24
wc2JMjhGNzB-60,manual,23,23,spherical,0.075,5,2,3,0.13043478260869565,0.5217391304347826,1.6096684774198882,12;8;1;1;1
wc2JMjhGNzB-60,manual,23,23,spherical,0.1,4,2,2,0.08695652173913043,0.5652173913043478,1.3885308110207435,13;8;1;1
wc2JMjhGNzB-60,manual,23,23,spherical,0.125,2,2,0,0.0,0.6086956521739131,0.9656361333706098,14;9
wc2JMjhGNzB-60,manual,23,23,spherical,0.15,2,2,0,0.0,0.6086956521739131,0.9656361333706098,14;9
wc2JMjhGNzB-60,manual,23,23,spherical,0.2,1,1,0,0.0,1.0,-0.0,23
wc2JMjhGNzB-60,manual,23,23,solid,0.075,3,2,1,0.043478260869565216,0.6521739130434783,1.121177460903491,15;7;1
wc2JMjhGNzB-60,manual,23,23,solid,0.1,2,2,0,0.0,0.6956521739130435,0.8865408928220899,16;7
wc2JMjhGNzB-60,manual,23,23,solid,0.125,1,1,0,0.0,1.0,-0.0,23
wc2JMjhGNzB-60,manual,23,23,solid,0.15,1,1,0,0.0,1.0,-0.0,23
wc2JMjhGNzB-60,manual,23,23,solid,0.2,1,1,0,0.0,1.0,-0.0,23
wc2JMjhGNzB-60,manual,23,23,linear_common,0.075,5,2,3,0.13043478260869565,0.5652173913043478,1.5775967043075598,13;7;1;1;1
wc2JMjhGNzB-60,manual,23,23,linear_common,0.1,2,2,0,0.0,0.6521739130434783,0.9321115676166747,15;8
wc2JMjhGNzB-60,manual,23,23,linear_common,0.125,2,2,0,0.0,0.6521739130434783,0.9321115676166747,15;8
wc2JMjhGNzB-60,manual,23,23,linear_common,0.15,2,2,0,0.0,0.6521739130434783,0.9321115676166747,15;8
wc2JMjhGNzB-60,manual,23,23,linear_common,0.2,1,1,0,0.0,1.0,-0.0,23
wc2JMjhGNzB-67,manual,5,4,spherical,0.075,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,spherical,0.1,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,spherical,0.125,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,spherical,0.15,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,spherical,0.2,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,solid,0.075,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,solid,0.1,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,solid,0.125,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,solid,0.15,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,solid,0.2,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,linear_common,0.075,2,1,1,0.25,0.75,0.8112781244591328,3;1
wc2JMjhGNzB-67,manual,5,4,linear_common,0.1,2,1,1,0.25,0.75,0.8112781244591328,3;1
wc2JMjhGNzB-67,manual,5,4,linear_common,0.125,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,linear_common,0.15,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,manual,5,4,linear_common,0.2,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,spherical,0.075,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,spherical,0.1,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,spherical,0.125,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,spherical,0.15,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,spherical,0.2,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,solid,0.075,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,solid,0.1,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,solid,0.125,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,solid,0.15,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,solid,0.2,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,linear_common,0.075,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,linear_common,0.1,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,linear_common,0.125,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,linear_common,0.15,1,1,0,0.0,1.0,-0.0,4
wc2JMjhGNzB-67,semi,4,4,linear_common,0.2,1,1,0,0.0,1.0,-0.0,4
yqstnuAEVhm-15,oos_geometry,24,23,spherical,0.075,4,3,1,0.043478260869565216,0.6086956521739131,1.4447470033120826,14;6;2;1
yqstnuAEVhm-15,oos_geometry,24,23,spherical,0.1,4,3,1,0.043478260869565216,0.6086956521739131,1.4447470033120826,14;6;2;1
yqstnuAEVhm-15,oos_geometry,24,23,spherical,0.125,2,1,1,0.043478260869565216,0.9565217391304348,0.2580186686648155,22;1
yqstnuAEVhm-15,oos_geometry,24,23,spherical,0.15,2,1,1,0.043478260869565216,0.9565217391304348,0.2580186686648155,22;1
yqstnuAEVhm-15,oos_geometry,24,23,spherical,0.2,2,1,1,0.043478260869565216,0.9565217391304348,0.2580186686648155,22;1
yqstnuAEVhm-15,oos_geometry,24,23,solid,0.075,3,2,1,0.043478260869565216,0.5652173913043478,1.191603636543317,13;9;1
yqstnuAEVhm-15,oos_geometry,24,23,solid,0.1,2,1,1,0.043478260869565216,0.9565217391304348,0.2580186686648155,22;1
yqstnuAEVhm-15,oos_geometry,24,23,solid,0.125,2,1,1,0.043478260869565216,0.9565217391304348,0.2580186686648155,22;1
yqstnuAEVhm-15,oos_geometry,24,23,solid,0.15,2,1,1,0.043478260869565216,0.9565217391304348,0.2580186686648155,22;1
yqstnuAEVhm-15,oos_geometry,24,23,solid,0.2,2,1,1,0.043478260869565216,0.9565217391304348,0.2580186686648155,22;1
yqstnuAEVhm-15,oos_geometry,24,23,linear_common,0.075,8,5,3,0.13043478260869565,0.391304347826087,2.517519978343203,9;5;2;2;2;1;1;1
yqstnuAEVhm-15,oos_geometry,24,23,linear_common,0.1,6,3,3,0.13043478260869565,0.4782608695652174,1.927682292604252,11;7;2;1;1;1
yqstnuAEVhm-15,oos_geometry,24,23,linear_common,0.125,4,2,2,0.08695652173913043,0.5217391304347826,1.4127413029424614,12;9;1;1
yqstnuAEVhm-15,oos_geometry,24,23,linear_common,0.15,4,2,2,0.08695652173913043,0.5217391304347826,1.4127413029424614,12;9;1;1
yqstnuAEVhm-15,oos_geometry,24,23,linear_common,0.2,2,1,1,0.043478260869565216,0.9565217391304348,0.2580186686648155,22;1
yqstnuAEVhm-32,manual,24,23,spherical,0.075,12,4,8,0.34782608695652173,0.2608695652173913,3.207707064470474,6;4;3;2;1;1;1;1;1;1;1;1
yqstnuAEVhm-32,manual,24,23,spherical,0.1,10,4,6,0.2608695652173913,0.43478260869565216,2.6985981103597485,10;3;2;2;1;1;1;1;1;1
yqstnuAEVhm-32,manual,24,23,spherical,0.125,8,5,3,0.13043478260869565,0.43478260869565216,2.4705497408885946,10;4;2;2;2;1;1;1
yqstnuAEVhm-32,manual,24,23,spherical,0.15,6,4,2,0.08695652173913043,0.43478260869565216,2.11121658843249,10;6;3;2;1;1
yqstnuAEVhm-32,manual,24,23,spherical,0.2,2,2,0,0.0,0.782608695652174,0.7553754125614287,18;5
yqstnuAEVhm-32,manual,24,23,solid,0.075,12,4,8,0.34782608695652173,0.2608695652173913,3.207707064470474,6;4;3;2;1;1;1;1;1;1;1;1
yqstnuAEVhm-32,manual,24,23,solid,0.1,8,5,3,0.13043478260869565,0.43478260869565216,2.4705497408885946,10;4;2;2;2;1;1;1
yqstnuAEVhm-32,manual,24,23,solid,0.125,7,5,2,0.08695652173913043,0.43478260869565216,2.3507720234032266,10;4;3;2;2;1;1
yqstnuAEVhm-32,manual,24,23,solid,0.15,5,3,2,0.08695652173913043,0.6956521739130435,1.44726249944121,16;3;2;1;1
yqstnuAEVhm-32,manual,24,23,solid,0.2,2,2,0,0.0,0.782608695652174,0.7553754125614287,18;5
yqstnuAEVhm-32,manual,24,23,linear_common,0.075,13,3,10,0.43478260869565216,0.2608695652173913,3.2946635862096043,6;4;3;1;1;1;1;1;1;1;1;1;1
yqstnuAEVhm-32,manual,24,23,linear_common,0.1,10,4,6,0.2608695652173913,0.43478260869565216,2.6985981103597485,10;3;2;2;1;1;1;1;1;1
yqstnuAEVhm-32,manual,24,23,linear_common,0.125,9,5,4,0.17391304347826086,0.43478260869565216,2.611641588620618,10;3;2;2;2;1;1;1;1
yqstnuAEVhm-32,manual,24,23,linear_common,0.15,8,6,2,0.08695652173913043,0.43478260869565216,2.5246850668814873,10;3;2;2;2;2;1;1
yqstnuAEVhm-32,manual,24,23,linear_common,0.2,5,5,0,0.0,0.5652173913043478,1.8446275499630505,13;3;3;2;2
yqstnuAEVhm-34,manual,24,24,spherical,0.075,3,1,2,0.08333333333333333,0.9166666666666666,0.49715018363696706,22;1;1
yqstnuAEVhm-34,manual,24,24,spherical,0.1,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
yqstnuAEVhm-34,manual,24,24,spherical,0.125,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
yqstnuAEVhm-34,manual,24,24,spherical,0.15,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
yqstnuAEVhm-34,manual,24,24,spherical,0.2,1,1,0,0.0,1.0,-0.0,24
yqstnuAEVhm-34,manual,24,24,solid,0.075,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
yqstnuAEVhm-34,manual,24,24,solid,0.1,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
yqstnuAEVhm-34,manual,24,24,solid,0.125,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
yqstnuAEVhm-34,manual,24,24,solid,0.15,1,1,0,0.0,1.0,-0.0,24
yqstnuAEVhm-34,manual,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
yqstnuAEVhm-34,manual,24,24,linear_common,0.075,4,2,2,0.08333333333333333,0.5416666666666666,1.3918357778538644,13;9;1;1
yqstnuAEVhm-34,manual,24,24,linear_common,0.1,3,1,2,0.08333333333333333,0.9166666666666666,0.49715018363696706,22;1;1
yqstnuAEVhm-34,manual,24,24,linear_common,0.125,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
yqstnuAEVhm-34,manual,24,24,linear_common,0.15,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
yqstnuAEVhm-34,manual,24,24,linear_common,0.2,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
