code,image_id,condition,N,building,id_a,id_b,worker_a,worker_b,count_a,count_b,mask,native_mask,boundary_local,boundary_rms,gospa20,adaptive,events4,events8,events16
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,8ff7251a7c24a8e0e71e,8af889f37a502f3fa126,W002,W006,8,8,0.06849305282708862,0.06770371852402324,11.796875,5.754583770786555,9.877741282961017,0.4677859778951299,0.49410630493646746,0.316538884554424,0.17808842933057645
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,8ff7251a7c24a8e0e71e,f005d5460cd37c229372,W002,W008,8,8,0.0695450269519643,0.06881693128015176,11.40625,5.7616644594899835,9.233596836016126,0.45392055377045254,0.3934652254337475,0.22343317051964495,0.11901147258124878
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,8ff7251a7c24a8e0e71e,dbdc83a7c9f53399480c,W002,W012,8,8,0.08163399456601128,0.08654392379065734,14.078125,6.502365855498289,14.354464359258795,0.6978327585271671,0.7293107438904458,0.5725515644979272,0.37414935916156067
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,8ff7251a7c24a8e0e71e,f92320ca03fc70c20aea,W002,W013,8,8,0.08163399456601128,0.08654392379065734,14.078125,6.502365855498289,14.354464359258795,0.6978327585271671,0.7293107438904458,0.5725515644979272,0.37414935916156067
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,8ff7251a7c24a8e0e71e,a431c68f99235de30da3,W002,W015,8,8,0.04085445877110383,0.04074672676858293,6.359375,3.2120683075706844,8.14241909836916,0.36647244260987205,0.6735671547180455,0.43701033770323916,0.25085714818675886
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,8af889f37a502f3fa126,f005d5460cd37c229372,W006,W008,8,8,0.10378982719408247,0.10297046545088562,22.9375,9.926069487402856,12.959922493371058,0.6416519652556828,0.3693265367675791,0.21262807525155158,0.11366535615480866
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,8af889f37a502f3fa126,dbdc83a7c9f53399480c,W006,W012,8,8,0.08917721518987343,0.0825178673477307,18.609375,8.218304408072871,13.878088494479947,0.6893655361283016,0.6224785573145581,0.472944354048384,0.30074867059918453
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,8af889f37a502f3fa126,f92320ca03fc70c20aea,W006,W013,8,8,0.08917721518987343,0.0825178673477307,18.609375,8.218304408072871,13.878088494479947,0.6893655361283016,0.6224785573145581,0.472944354048384,0.30074867059918453
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,8af889f37a502f3fa126,a431c68f99235de30da3,W006,W015,8,8,0.057225725273865935,0.05602458054466963,12.78125,5.188817603751359,9.118551491583105,0.43959832432610907,0.4902061739246112,0.2946975701802498,0.16154677238630832
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,jtcxE69GiFV,f005d5460cd37c229372,dbdc83a7c9f53399480c,W008,W012,8,8,0.06482212261551978,0.06229967650084234,15.015625,5.510377284043262,11.87624119656933,0.577634668295735,0.7742689331172725,0.5878187664673535,0.3808108409478541
