code,condition,N,method,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes,density_unassigned
rPc6DW4iMge-17,semi,24,A0_legacy,9,3,6,0.25,0.375,2.5791722720787553,9;5;4;1;1;1;1;1;1,0
rPc6DW4iMge-17,semi,24,A1_mask,6,3,3,0.125,0.4583333333333333,2.0198157169987727,11;6;4;1;1;1,0
rPc6DW4iMge-17,semi,24,A2_local,12,4,8,0.3333333333333333,0.20833333333333334,3.221251836004466,5;5;3;3;1;1;1;1;1;1;1;1,0
rPc6DW4iMge-17,semi,24,A3_cyclic,8,3,5,0.20833333333333334,0.4166666666666667,2.2986806089179534,10;7;2;1;1;1;1;1,0
rPc6DW4iMge-17,semi,24,A4_adaptive,7,3,4,0.16666666666666666,0.4166666666666667,2.1838936296611426,10;7;3;1;1;1;1,0
rPc6DW4iMge-17,semi,24,A5_density,8,4,4,0.16666666666666666,0.2916666666666667,2.588456377350588,7;6;4;3;1;1;1;1,4
rPc6DW4iMge-17,semi,24,A6_spectral,4,4,0,0.0,0.3333333333333333,1.949082295352821,8;7;5;4,0
rPc6DW4iMge-17,semi,24,A7_event,9,4,5,0.20833333333333334,0.25,2.725412897259044,6;6;5;2;1;1;1;1;1,0
rPc6DW4iMge-20,manual,25,A0_legacy,2,2,0,0.0,0.92,0.4021791902022728,23;2,0
rPc6DW4iMge-20,manual,25,A1_mask,2,2,0,0.0,0.92,0.4021791902022728,23;2,0
rPc6DW4iMge-20,manual,25,A2_local,3,1,2,0.08,0.92,0.48217919020227284,23;1;1,0
rPc6DW4iMge-20,manual,25,A3_cyclic,3,2,1,0.04,0.6,1.1585488318903812,15;9;1,0
rPc6DW4iMge-20,manual,25,A4_adaptive,3,2,1,0.04,0.6,1.1585488318903812,15;9;1,0
rPc6DW4iMge-20,manual,25,A5_density,10,6,4,0.16,0.24,3.0186885704510975,6;5;3;3;2;2;1;1;1;1,4
rPc6DW4iMge-20,manual,25,A6_spectral,5,5,0,0.0,0.28,2.2170148112524406,7;6;6;4;2,0
rPc6DW4iMge-20,manual,25,A7_event,4,2,2,0.08,0.48,1.400924277228159,12;11;1;1,0
rPc6DW4iMge-22,manual,23,A0_legacy,18,1,17,0.7391304347826086,0.2608695652173913,3.8492239123906247,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0
rPc6DW4iMge-22,manual,23,A1_mask,15,3,12,0.5217391304347826,0.30434782608695654,3.4952365449960037,7;2;2;1;1;1;1;1;1;1;1;1;1;1;1,0
rPc6DW4iMge-22,manual,23,A2_local,17,2,15,0.6521739130434783,0.17391304347826086,3.8279097821439696,4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0
rPc6DW4iMge-22,manual,23,A3_cyclic,16,4,12,0.5217391304347826,0.17391304347826086,3.795088586397732,4;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1,0
rPc6DW4iMge-22,manual,23,A4_adaptive,16,4,12,0.5217391304347826,0.17391304347826086,3.795088586397732,4;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1,0
rPc6DW4iMge-22,manual,23,A5_density,9,3,6,0.2608695652173913,0.4782608695652174,2.4342685732304794,11;4;2;1;1;1;1;1;1,6
rPc6DW4iMge-22,manual,23,A6_spectral,2,2,0,0.0,0.5217391304347826,0.9986359641585718,12;11,0
rPc6DW4iMge-22,manual,23,A7_event,19,2,17,0.7391304347826086,0.17391304347826086,4.088779347361361,4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0
uNb9QFRL6hY-36,manual,6,A0_legacy,2,2,0,0.0,0.5,1.0,3;3,0
uNb9QFRL6hY-36,manual,6,A1_mask,2,2,0,0.0,0.5,1.0,3;3,0
uNb9QFRL6hY-36,manual,6,A2_local,2,2,0,0.0,0.5,1.0,3;3,0
uNb9QFRL6hY-36,manual,6,A3_cyclic,2,2,0,0.0,0.5,1.0,3;3,0
uNb9QFRL6hY-36,manual,6,A4_adaptive,2,2,0,0.0,0.5,1.0,3;3,0
uNb9QFRL6hY-36,manual,6,A5_density,2,2,0,0.0,0.5,1.0,3;3,0
uNb9QFRL6hY-36,manual,6,A6_spectral,2,2,0,0.0,0.5,1.0,3;3,0
uNb9QFRL6hY-36,manual,6,A7_event,2,2,0,0.0,0.5,1.0,3;3,0
uNb9QFRL6hY-36,semi,4,A0_legacy,3,1,2,0.5,0.5,1.5,2;1;1,0
uNb9QFRL6hY-36,semi,4,A1_mask,3,1,2,0.5,0.5,1.5,2;1;1,0
uNb9QFRL6hY-36,semi,4,A2_local,3,1,2,0.5,0.5,1.5,2;1;1,0
uNb9QFRL6hY-36,semi,4,A3_cyclic,2,1,1,0.25,0.75,0.8112781244591328,3;1,0
uNb9QFRL6hY-36,semi,4,A4_adaptive,2,1,1,0.25,0.75,0.8112781244591328,3;1,0
uNb9QFRL6hY-36,semi,4,A5_density,3,1,2,0.5,0.5,1.5,2;1;1,2
uNb9QFRL6hY-36,semi,4,A6_spectral,1,1,0,0.0,1.0,-0.0,4,0
uNb9QFRL6hY-36,semi,4,A7_event,3,1,2,0.5,0.5,1.5,2;1;1,0
uNb9QFRL6hY-52,oos,24,A0_legacy,9,5,4,0.16666666666666666,0.4166666666666667,2.617492461184755,10;4;2;2;2;1;1;1;1,0
uNb9QFRL6hY-52,oos,24,A1_mask,5,3,2,0.08333333333333333,0.625,1.5760875253642985,15;5;2;1;1,0
uNb9QFRL6hY-52,oos,24,A2_local,10,6,4,0.16666666666666666,0.2916666666666667,2.984697002530877,7;4;3;2;2;2;1;1;1;1,0
uNb9QFRL6hY-52,oos,24,A3_cyclic,10,5,5,0.20833333333333334,0.375,2.8129072918469555,9;4;2;2;2;1;1;1;1;1,0
uNb9QFRL6hY-52,oos,24,A4_adaptive,10,6,4,0.16666666666666666,0.375,2.8647869792568113,9;3;2;2;2;2;1;1;1;1,0
uNb9QFRL6hY-52,oos,24,A5_density,13,7,6,0.25,0.20833333333333334,3.4864405016961446,5;3;2;2;2;2;2;1;1;1;1;1;1,6
uNb9QFRL6hY-52,oos,24,A6_spectral,4,4,0,0.0,0.4583333333333333,1.8337993233858494,11;5;5;3,0
uNb9QFRL6hY-52,oos,24,A7_event,10,3,7,0.2916666666666667,0.5,2.5110276044371003,12;3;2;1;1;1;1;1;1;1,0
uNb9QFRL6hY-56,semi,26,A0_legacy,5,3,2,0.07692307692307693,0.7692307692307693,1.2220334913046598,20;2;2;1;1,0
uNb9QFRL6hY-56,semi,26,A1_mask,3,2,1,0.038461538461538464,0.8846153846153846,0.6219041416291193,23;2;1,0
uNb9QFRL6hY-56,semi,26,A2_local,6,2,4,0.15384615384615385,0.7692307692307693,1.2989565682277364,20;2;1;1;1;1,0
uNb9QFRL6hY-56,semi,26,A3_cyclic,8,3,5,0.19230769230769232,0.5769230769230769,2.080703797431296,15;3;3;1;1;1;1;1,0
uNb9QFRL6hY-56,semi,26,A4_adaptive,8,3,5,0.19230769230769232,0.6153846153846154,1.979097891134805,16;3;2;1;1;1;1;1,0
uNb9QFRL6hY-56,semi,26,A5_density,17,5,12,0.46153846153846156,0.23076923076923078,3.7962176025900565,6;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1,12
uNb9QFRL6hY-56,semi,26,A6_spectral,5,5,0,0.0,0.2692307692307692,2.297347184382874,7;5;5;5;4,0
uNb9QFRL6hY-56,semi,26,A7_event,10,5,5,0.19230769230769232,0.5,2.5425275513782384,13;2;2;2;2;1;1;1;1;1,0
uNb9QFRL6hY-63,manual,25,A0_legacy,5,2,3,0.12,0.76,1.225235779471061,19;3;1;1;1,0
uNb9QFRL6hY-63,manual,25,A1_mask,5,2,3,0.12,0.76,1.225235779471061,19;3;1;1;1,0
uNb9QFRL6hY-63,manual,25,A2_local,8,4,4,0.16,0.52,2.259236536168279,13;3;3;2;1;1;1;1,0
uNb9QFRL6hY-63,manual,25,A3_cyclic,11,5,6,0.24,0.32,2.979470570797252,8;5;2;2;2;1;1;1;1;1;1,0
uNb9QFRL6hY-63,manual,25,A4_adaptive,11,5,6,0.24,0.32,2.979470570797252,8;5;2;2;2;1;1;1;1;1;1,0
uNb9QFRL6hY-63,manual,25,A5_density,13,6,7,0.28,0.2,3.4488840705376353,5;3;3;3;2;2;1;1;1;1;1;1;1,7
uNb9QFRL6hY-63,manual,25,A6_spectral,4,4,0,0.0,0.48,1.7924876891689534,12;6;4;3,0
uNb9QFRL6hY-63,manual,25,A7_event,9,2,7,0.28,0.56,2.191737433422466,14;4;1;1;1;1;1;1;1,0
uNb9QFRL6hY-70,manual,25,A0_legacy,4,2,2,0.08,0.8,0.996118213778296,20;3;1;1,0
uNb9QFRL6hY-70,manual,25,A1_mask,2,2,0,0.0,0.84,0.6343095546405662,21;4,0
uNb9QFRL6hY-70,manual,25,A2_local,5,3,2,0.08,0.56,1.70115093316285,14;6;3;1;1,0
uNb9QFRL6hY-70,manual,25,A3_cyclic,8,4,4,0.16,0.32,2.4977968115985956,8;7;4;2;1;1;1;1,0
uNb9QFRL6hY-70,manual,25,A4_adaptive,7,3,4,0.16,0.56,1.967351814444994,14;5;2;1;1;1;1,0
uNb9QFRL6hY-70,manual,25,A5_density,16,7,9,0.36,0.12,3.863465189601648,3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1,9
uNb9QFRL6hY-70,manual,25,A6_spectral,1,1,0,0.0,1.0,-0.0,25,0
uNb9QFRL6hY-70,manual,25,A7_event,9,5,4,0.16,0.28,2.7770148112524407,7;6;3;3;2;1;1;1;1,0
wc2JMjhGNzB-30,manual,6,A0_legacy,5,1,4,0.6666666666666666,0.3333333333333333,2.2516291673878226,2;1;1;1;1,0
wc2JMjhGNzB-30,manual,6,A1_mask,1,1,0,0.0,1.0,-0.0,6,0
wc2JMjhGNzB-30,manual,6,A2_local,1,1,0,0.0,1.0,-0.0,6,0
wc2JMjhGNzB-30,manual,6,A3_cyclic,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1,0
wc2JMjhGNzB-30,manual,6,A4_adaptive,2,1,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,5;1,0
wc2JMjhGNzB-30,manual,6,A5_density,5,1,4,0.6666666666666666,0.3333333333333333,2.2516291673878226,2;1;1;1;1,4
wc2JMjhGNzB-30,manual,6,A6_spectral,1,1,0,0.0,1.0,-0.0,6,0
wc2JMjhGNzB-30,manual,6,A7_event,3,2,1,0.16666666666666666,0.5,1.4591479170272448,3;2;1,0
wc2JMjhGNzB-30,semi,4,A0_legacy,1,1,0,0.0,1.0,-0.0,4,0
wc2JMjhGNzB-30,semi,4,A1_mask,1,1,0,0.0,1.0,-0.0,4,0
wc2JMjhGNzB-30,semi,4,A2_local,1,1,0,0.0,1.0,-0.0,4,0
wc2JMjhGNzB-30,semi,4,A3_cyclic,1,1,0,0.0,1.0,-0.0,4,0
wc2JMjhGNzB-30,semi,4,A4_adaptive,1,1,0,0.0,1.0,-0.0,4,0
wc2JMjhGNzB-30,semi,4,A5_density,2,2,0,0.0,0.5,1.0,2;2,0
wc2JMjhGNzB-30,semi,4,A6_spectral,1,1,0,0.0,1.0,-0.0,4,0
wc2JMjhGNzB-30,semi,4,A7_event,1,1,0,0.0,1.0,-0.0,4,0
wc2JMjhGNzB-59,manual,25,A0_legacy,4,2,2,0.08,0.48,1.400924277228159,12;11;1;1,0
wc2JMjhGNzB-59,manual,25,A1_mask,4,2,2,0.08,0.48,1.400924277228159,12;11;1;1,0
wc2JMjhGNzB-59,manual,25,A2_local,7,4,3,0.12,0.4,2.2588300735571116,10;7;3;2;1;1;1,0
wc2JMjhGNzB-59,manual,25,A3_cyclic,9,6,3,0.12,0.28,2.807210311338979,7;6;3;2;2;2;1;1;1,0
wc2JMjhGNzB-59,manual,25,A4_adaptive,8,7,1,0.04,0.28,2.7272103113389794,7;6;3;2;2;2;2;1,0
wc2JMjhGNzB-59,manual,25,A5_density,10,5,5,0.2,0.28,2.9134111926211226,7;5;4;2;2;1;1;1;1;1,5
wc2JMjhGNzB-59,manual,25,A6_spectral,2,2,0,0.0,0.56,0.9895875212220556,14;11,0
wc2JMjhGNzB-59,manual,25,A7_event,7,4,3,0.12,0.36,2.383716451214008,9;5;5;3;1;1;1,0
wc2JMjhGNzB-60,manual,23,A0_legacy,3,2,1,0.043478260869565216,0.6521739130434783,1.121177460903491,15;7;1,0
wc2JMjhGNzB-60,manual,23,A1_mask,2,2,0,0.0,0.6521739130434783,0.9321115676166747,15;8,0
wc2JMjhGNzB-60,manual,23,A2_local,7,4,3,0.13043478260869565,0.30434782608695654,2.4012687424425176,7;7;3;3;1;1;1,0
wc2JMjhGNzB-60,manual,23,A3_cyclic,12,6,6,0.2608695652173913,0.17391304347826086,3.3603059777020796,4;4;3;2;2;2;1;1;1;1;1;1,0
wc2JMjhGNzB-60,manual,23,A4_adaptive,12,6,6,0.2608695652173913,0.17391304347826086,3.3603059777020796,4;4;3;2;2;2;1;1;1;1;1;1,0
wc2JMjhGNzB-60,manual,23,A5_density,11,5,6,0.2608695652173913,0.30434782608695654,3.060453936300351,7;4;2;2;2;1;1;1;1;1;1,6
wc2JMjhGNzB-60,manual,23,A6_spectral,2,2,0,0.0,0.6521739130434783,0.9321115676166747,15;8,0
wc2JMjhGNzB-60,manual,23,A7_event,14,5,9,0.391304347826087,0.2608695652173913,3.501397825434103,6;2;2;2;2;1;1;1;1;1;1;1;1;1,0
wc2JMjhGNzB-67,manual,5,A0_legacy,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0
wc2JMjhGNzB-67,manual,5,A1_mask,2,1,1,0.2,0.8,0.7219280948873623,4;1,0
wc2JMjhGNzB-67,manual,5,A2_local,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0
wc2JMjhGNzB-67,manual,5,A3_cyclic,2,1,1,0.2,0.8,0.7219280948873623,4;1,0
wc2JMjhGNzB-67,manual,5,A4_adaptive,2,1,1,0.2,0.8,0.7219280948873623,4;1,0
wc2JMjhGNzB-67,manual,5,A5_density,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,3
wc2JMjhGNzB-67,manual,5,A6_spectral,1,1,0,0.0,1.0,-0.0,5,0
wc2JMjhGNzB-67,manual,5,A7_event,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0
wc2JMjhGNzB-67,semi,4,A0_legacy,1,1,0,0.0,1.0,-0.0,4,0
wc2JMjhGNzB-67,semi,4,A1_mask,1,1,0,0.0,1.0,-0.0,4,0
wc2JMjhGNzB-67,semi,4,A2_local,2,1,1,0.25,0.75,0.8112781244591328,3;1,0
wc2JMjhGNzB-67,semi,4,A3_cyclic,2,1,1,0.25,0.75,0.8112781244591328,3;1,0
wc2JMjhGNzB-67,semi,4,A4_adaptive,2,1,1,0.25,0.75,0.8112781244591328,3;1,0
wc2JMjhGNzB-67,semi,4,A5_density,2,1,1,0.25,0.75,0.8112781244591328,3;1,1
wc2JMjhGNzB-67,semi,4,A6_spectral,1,1,0,0.0,1.0,-0.0,4,0
wc2JMjhGNzB-67,semi,4,A7_event,2,1,1,0.25,0.75,0.8112781244591328,3;1,0
yqstnuAEVhm-15,oos,26,A0_legacy,8,4,4,0.15384615384615385,0.5384615384615384,2.2076418753282696,14;3;3;2;1;1;1;1,0
yqstnuAEVhm-15,oos,26,A1_mask,8,4,4,0.15384615384615385,0.4230769230769231,2.327161554317496,11;7;2;2;1;1;1;1,0
yqstnuAEVhm-15,oos,26,A2_local,9,5,4,0.15384615384615385,0.34615384615384615,2.616562430934014,9;7;2;2;2;1;1;1;1,0
yqstnuAEVhm-15,oos,26,A3_cyclic,8,5,3,0.11538461538461539,0.46153846153846156,2.3685477764837586,12;5;2;2;2;1;1;1,0
yqstnuAEVhm-15,oos,26,A4_adaptive,8,5,3,0.11538461538461539,0.46153846153846156,2.3685477764837586,12;5;2;2;2;1;1;1,0
yqstnuAEVhm-15,oos,26,A5_density,16,7,9,0.34615384615384615,0.15384615384615385,3.825251737288651,4;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1,9
yqstnuAEVhm-15,oos,26,A6_spectral,3,3,0,0.0,0.4230769230769231,1.5430224942057837,11;9;6,0
yqstnuAEVhm-15,oos,26,A7_event,7,4,3,0.11538461538461539,0.5,2.1767669742887406,13;4;3;3;1;1;1,0
yqstnuAEVhm-32,manual,26,A0_legacy,17,3,14,0.5384615384615384,0.23076923076923078,3.719294525666979,6;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0
yqstnuAEVhm-32,manual,26,A1_mask,13,4,9,0.34615384615384615,0.38461538461538464,3.0860486238704343,10;3;2;2;1;1;1;1;1;1;1;1;1,0
yqstnuAEVhm-32,manual,26,A2_local,17,3,14,0.5384615384615384,0.23076923076923078,3.738149333192866,6;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0
yqstnuAEVhm-32,manual,26,A3_cyclic,10,3,7,0.2692307692307692,0.46153846153846156,2.522393930329912,12;5;2;1;1;1;1;1;1;1,0
yqstnuAEVhm-32,manual,26,A4_adaptive,11,4,7,0.2692307692307692,0.34615384615384615,2.896829987772588,9;5;3;2;1;1;1;1;1;1;1,0
yqstnuAEVhm-32,manual,26,A5_density,15,7,8,0.3076923076923077,0.15384615384615385,3.719294525666979,4;3;3;2;2;2;2;1;1;1;1;1;1;1;1,8
yqstnuAEVhm-32,manual,26,A6_spectral,4,4,0,0.0,0.38461538461538464,1.922023142851573,10;6;6;4,0
yqstnuAEVhm-32,manual,26,A7_event,15,3,12,0.46153846153846156,0.38461538461538464,3.2689289124151832,10;2;2;1;1;1;1;1;1;1;1;1;1;1;1,0
yqstnuAEVhm-34,manual,25,A0_legacy,4,1,3,0.12,0.88,0.7195563653739032,22;1;1;1,0
yqstnuAEVhm-34,manual,25,A1_mask,4,1,3,0.12,0.88,0.7195563653739032,22;1;1;1,0
yqstnuAEVhm-34,manual,25,A2_local,4,1,3,0.12,0.88,0.7195563653739032,22;1;1;1,0
yqstnuAEVhm-34,manual,25,A3_cyclic,5,2,3,0.12,0.52,1.5784545358221242,13;9;1;1;1,0
yqstnuAEVhm-34,manual,25,A4_adaptive,5,2,3,0.12,0.52,1.5784545358221242,13;9;1;1;1,0
yqstnuAEVhm-34,manual,25,A5_density,15,7,8,0.32,0.16,3.733660689688185,4;3;2;2;2;2;2;1;1;1;1;1;1;1;1,8
yqstnuAEVhm-34,manual,25,A6_spectral,4,4,0,0.0,0.36,1.8513146886497212,9;9;4;3,0
yqstnuAEVhm-34,manual,25,A7_event,6,2,4,0.16,0.76,1.3354312795575998,19;2;1;1;1;1,0
