code,image_id,condition,N,building,method,parameter,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_nogate,0.075,8,5,3,0.13043478260869565,0.2608695652173913,2.674460868536108,6;6;3;3;2;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_gate,0.075,11,4,7,0.30434782608695654,0.2608695652173913,3.000972825245975,6;6;2;2;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_nogate,0.1,7,6,1,0.043478260869565216,0.2608695652173913,2.587504346796978,6;6;3;3;2;2;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_gate,0.1,11,4,7,0.30434782608695654,0.2608695652173913,3.000972825245975,6;6;2;2;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_nogate,0.125,6,5,1,0.043478260869565216,0.5217391304347826,2.065765216362195,12;3;3;2;2;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_gate,0.125,8,5,3,0.13043478260869565,0.5217391304347826,2.3053206513329316,12;2;2;2;2;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_nogate,0.15,5,4,1,0.043478260869565216,0.5217391304347826,1.8918521728839341,12;4;3;3;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_gate,0.15,7,5,2,0.08695652173913043,0.5217391304347826,2.185542933847563,12;3;2;2;2;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_nogate,0.2,2,2,0,0.0,0.5652173913043478,0.9876925088958034,13;10
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,mask_gate,0.2,5,5,0,0.0,0.5652173913043478,1.8446275499630505,13;3;3;2;2
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,cyclic,8.0,18,3,15,0.6521739130434783,0.13043478260869565,4.023136955868885,3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,cyclic,12.0,10,7,3,0.13043478260869565,0.17391304347826086,3.132257608230926,4;4;4;2;2;2;2;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,cyclic,16.0,4,3,1,0.043478260869565216,0.391304347826087,1.7544061094608836,9;7;6;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,local,12.0,13,6,7,0.30434782608695654,0.17391304347826086,3.480083695187448,4;4;2;2;2;2;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,local,20.0,9,5,4,0.17391304347826086,0.34782608695652173,2.7516103255281665,8;4;3;2;2;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,local,32.0,8,5,3,0.13043478260869565,0.2608695652173913,2.674460868536108,6;6;3;3;2;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,event_sigma,4.0,18,3,15,0.6521739130434783,0.13043478260869565,4.023136955868885,3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,event_sigma,8.0,12,7,5,0.21739130434782608,0.17391304347826086,3.414441303694973,4;3;3;2;2;2;2;1;1;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,event_sigma,16.0,9,6,3,0.13043478260869565,0.17391304347826086,2.9796586949993205,4;4;4;3;3;2;1;1;1
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,spectral_knn,2.0,6,6,0,0.0,0.2608695652173913,2.5175199783432034,6;5;3;3;3;3
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,spectral_knn,3.0,3,3,0,0.0,0.4782608695652174,1.509871837193956,11;7;5
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,spectral_knn,5.0,3,3,0,0.0,0.4782608695652174,1.509871837193956,11;7;5
7y3sRwLe3Va-12,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,23,7y3sRwLe3Va,spectral_knn,7.0,2,2,0,0.0,0.5217391304347826,0.9986359641585718,12;11
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_nogate,0.05,11,3,8,0.3333333333333333,0.25,2.971251836004466,6;5;5;1;1;1;1;1;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_gate,0.05,11,3,8,0.3333333333333333,0.25,2.971251836004466,6;5;5;1;1;1;1;1;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_nogate,0.075,8,2,6,0.25,0.4583333333333333,2.1805778232455935,11;7;1;1;1;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_gate,0.075,8,2,6,0.25,0.4583333333333333,2.1805778232455935,11;7;1;1;1;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_nogate,0.1,6,3,3,0.125,0.5,1.8903360647604437,12;7;2;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_gate,0.1,6,3,3,0.125,0.5,1.8903360647604437,12;7;2;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_nogate,0.125,4,3,1,0.041666666666666664,0.5416666666666666,1.497224320061398,13;8;2;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_gate,0.125,4,3,1,0.041666666666666664,0.5416666666666666,1.497224320061398,13;8;2;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_nogate,0.15,4,3,1,0.041666666666666664,0.5416666666666666,1.497224320061398,13;8;2;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_gate,0.15,4,3,1,0.041666666666666664,0.5416666666666666,1.497224320061398,13;8;2;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_nogate,0.2,3,2,1,0.041666666666666664,0.625,1.1431558784658322,15;8;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,mask_gate,0.2,3,2,1,0.041666666666666664,0.625,1.1431558784658322,15;8;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,cyclic,8.0,12,3,9,0.375,0.25,3.1216535224393334,6;5;4;1;1;1;1;1;1;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,cyclic,12.0,8,4,4,0.16666666666666666,0.4166666666666667,2.3879185026711327,10;6;2;2;1;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,cyclic,16.0,4,3,1,0.041666666666666664,0.5,1.5943609377704338,12;8;3;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,local,12.0,9,4,5,0.20833333333333334,0.2916666666666667,2.6658851502640757,7;7;3;2;1;1;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,local,20.0,6,3,3,0.125,0.5,1.8903360647604437,12;7;2;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,local,32.0,6,3,3,0.125,0.5,1.8903360647604437,12;7;2;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,event_sigma,4.0,12,4,8,0.3333333333333333,0.25,3.173533209849189,6;5;3;2;1;1;1;1;1;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,event_sigma,8.0,8,4,4,0.16666666666666666,0.4166666666666667,2.3879185026711327,10;6;2;2;1;1;1;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,event_sigma,16.0,6,5,1,0.041666666666666664,0.4583333333333333,2.1031490503321058,11;6;2;2;2;1
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,spectral_knn,2.0,4,4,0,0.0,0.6666666666666666,1.4182958340544896,16;4;2;2
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,spectral_knn,3.0,4,4,0,0.0,0.6666666666666666,1.4182958340544896,16;4;2;2
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,spectral_knn,5.0,3,3,0,0.0,0.6666666666666666,1.188721875540867,16;6;2
B6ByNegPMKs-11,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,24,B6ByNegPMKs,spectral_knn,7.0,2,2,0,0.0,0.6666666666666666,0.9182958340544896,16;8
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_nogate,0.05,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_gate,0.05,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_nogate,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_gate,0.075,2,1,1,0.2,0.8,0.7219280948873623,4;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_nogate,0.1,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_gate,0.1,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_nogate,0.125,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_gate,0.125,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_nogate,0.15,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_gate,0.15,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_nogate,0.2,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,mask_gate,0.2,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,cyclic,8.0,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,cyclic,12.0,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,cyclic,16.0,2,1,1,0.2,0.8,0.7219280948873623,4;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,local,12.0,3,1,2,0.4,0.6,1.3709505944546687,3;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,local,20.0,2,1,1,0.2,0.8,0.7219280948873623,4;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,local,32.0,2,1,1,0.2,0.8,0.7219280948873623,4;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,event_sigma,4.0,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,event_sigma,8.0,2,2,0,0.0,0.6,0.9709505944546686,3;2
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,event_sigma,16.0,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,spectral_knn,2.0,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,spectral_knn,3.0,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,spectral_knn,5.0,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,5,B6ByNegPMKs,spectral_knn,7.0,1,1,0,0.0,1.0,-0.0,5
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_nogate,0.05,3,1,2,0.5,0.5,1.5,2;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_gate,0.05,3,1,2,0.5,0.5,1.5,2;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_nogate,0.075,1,1,0,0.0,1.0,-0.0,4
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_gate,0.075,2,1,1,0.25,0.75,0.8112781244591328,3;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_nogate,0.1,1,1,0,0.0,1.0,-0.0,4
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_gate,0.1,2,1,1,0.25,0.75,0.8112781244591328,3;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_nogate,0.125,1,1,0,0.0,1.0,-0.0,4
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_gate,0.125,2,1,1,0.25,0.75,0.8112781244591328,3;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_nogate,0.15,1,1,0,0.0,1.0,-0.0,4
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_gate,0.15,2,1,1,0.25,0.75,0.8112781244591328,3;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_nogate,0.2,1,1,0,0.0,1.0,-0.0,4
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,mask_gate,0.2,2,1,1,0.25,0.75,0.8112781244591328,3;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,cyclic,8.0,4,0,4,1.0,0.25,2.0,1;1;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,cyclic,12.0,3,1,2,0.5,0.5,1.5,2;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,cyclic,16.0,2,2,0,0.0,0.5,1.0,2;2
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,local,12.0,3,1,2,0.5,0.5,1.5,2;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,local,20.0,3,1,2,0.5,0.5,1.5,2;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,local,32.0,2,1,1,0.25,0.75,0.8112781244591328,3;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,event_sigma,4.0,3,1,2,0.5,0.5,1.5,2;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,event_sigma,8.0,3,1,2,0.5,0.5,1.5,2;1;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,event_sigma,16.0,2,1,1,0.25,0.75,0.8112781244591328,3;1
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,spectral_knn,2.0,1,1,0,0.0,1.0,-0.0,4
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,spectral_knn,3.0,1,1,0,0.0,1.0,-0.0,4
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,spectral_knn,5.0,1,1,0,0.0,1.0,-0.0,4
B6ByNegPMKs-21,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,4,B6ByNegPMKs,spectral_knn,7.0,1,1,0,0.0,1.0,-0.0,4
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_nogate,0.05,10,3,7,0.2916666666666667,0.5416666666666666,2.413890986728065,13;2;2;1;1;1;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_gate,0.05,10,3,7,0.2916666666666667,0.5416666666666666,2.413890986728065,13;2;2;1;1;1;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_nogate,0.075,9,3,6,0.25,0.5416666666666666,2.299104007471253,13;3;2;1;1;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_gate,0.075,9,3,6,0.25,0.5416666666666666,2.299104007471253,13;3;2;1;1;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_nogate,0.1,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_gate,0.1,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_nogate,0.125,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_gate,0.125,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_nogate,0.15,6,4,2,0.08333333333333333,0.5833333333333334,1.8640054628542204,14;4;2;2;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_gate,0.15,6,4,2,0.08333333333333333,0.5833333333333334,1.8640054628542204,14;4;2;2;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_nogate,0.2,5,5,0,0.0,0.5833333333333334,1.780672129520887,14;4;2;2;2
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,mask_gate,0.2,5,5,0,0.0,0.5833333333333334,1.780672129520887,14;4;2;2;2
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,cyclic,8.0,6,3,3,0.125,0.5416666666666666,1.850983694881109,13;6;2;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,cyclic,12.0,3,3,0,0.0,0.6666666666666666,1.188721875540867,16;6;2
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,cyclic,16.0,2,2,0,0.0,0.6666666666666666,0.9182958340544896,16;8
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,local,12.0,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,local,20.0,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,local,32.0,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,event_sigma,4.0,9,5,4,0.16666666666666666,0.4583333333333333,2.5512693629222505,11;3;2;2;2;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,event_sigma,8.0,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,event_sigma,16.0,8,4,4,0.16666666666666666,0.5416666666666666,2.2157706741379197,13;3;2;2;1;1;1;1
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,spectral_knn,2.0,5,5,0,0.0,0.375,2.099598313565133,9;6;5;2;2
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,spectral_knn,3.0,5,5,0,0.0,0.375,2.099598313565133,9;6;5;2;2
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,spectral_knn,5.0,5,5,0,0.0,0.375,2.099598313565133,9;6;5;2;2
B6ByNegPMKs-22,B6ByNegPMKs_75327de9719945aa8b893a6404667884,semi,24,B6ByNegPMKs,spectral_knn,7.0,5,5,0,0.0,0.375,2.099598313565133,9;6;5;2;2
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,mask_nogate,0.05,16,5,11,0.4583333333333333,0.16666666666666666,3.803508854797678,4;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,mask_gate,0.05,18,5,13,0.5416666666666666,0.125,4.053508854797679,3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,mask_nogate,0.075,15,6,9,0.375,0.16666666666666666,3.7201755214643453,4;3;2;2;2;2;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,mask_gate,0.075,17,6,11,0.4583333333333333,0.125,3.970175521464345,3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,mask_nogate,0.1,13,7,6,0.25,0.16666666666666666,3.5016291673878226,4;4;2;2;2;2;2;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,mask_gate,0.1,15,7,8,0.3333333333333333,0.125,3.772055208874201,3;3;2;2;2;2;2;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,24,UwV83HsGsw3,mask_nogate,0.125,9,5,4,0.16666666666666666,0.2916666666666667,2.697338796187554,7;7;2;2;2;1;1;1;1
