code,image_id,condition,N,building,method,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes,noise_n,ARI_vs_legacy,silhouette,k,eigengap
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,X7HyMhZNoso,A4_adaptive,1,1,0,0.0,1.0,-0.0,5,0,0.0,,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,X7HyMhZNoso,A5_density,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,3,0.4117647058823529,0.32644654223539327,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,X7HyMhZNoso,A6_spectral,1,1,0,0.0,1.0,-0.0,5,0,0.0,,1.0,1.0467130167813177
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,X7HyMhZNoso,A7_event,2,1,1,0.2,0.8,0.7219280948873623,4;1,0,0.4444444444444444,0.3813905318380905,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,X7HyMhZNoso,A0_legacy,2,1,1,0.25,0.75,0.8112781244591328,3;1,0,1.0,0.29310569016139837,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,X7HyMhZNoso,A1_mask,2,1,1,0.25,0.75,0.8112781244591328,3;1,0,-0.3333333333333333,0.3005872214730647,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,X7HyMhZNoso,A2_local,3,1,2,0.5,0.5,1.5,2;1;1,0,0.3333333333333333,0.10629076415515536,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,X7HyMhZNoso,A3_cyclic,2,1,1,0.25,0.75,0.8112781244591328,3;1,0,-0.3333333333333333,0.13688396239789688,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,X7HyMhZNoso,A4_adaptive,3,1,2,0.5,0.5,1.5,2;1;1,0,-0.3333333333333333,0.04470301696046795,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,X7HyMhZNoso,A5_density,3,1,2,0.5,0.5,1.5,2;1;1,2,0.3333333333333333,0.40539731221736547,,
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,X7HyMhZNoso,A6_spectral,1,1,0,0.0,1.0,-0.0,4,0,0.0,,1.0,1.2544447999281847
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,X7HyMhZNoso,A7_event,2,1,1,0.25,0.75,0.8112781244591328,3;1,0,1.0,0.45729289558116915,,
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,23,b8cTxDM8gDG,A0_legacy,7,6,1,0.043478260869565216,0.2608695652173913,2.615983565581917,6;5;4;3;2;2;1,0,1.0,0.3580685319420633,,
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,23,b8cTxDM8gDG,A1_mask,7,6,1,0.043478260869565216,0.2608695652173913,2.615983565581917,6;5;4;3;2;2;1,0,1.0,0.3580685319420633,,
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,23,b8cTxDM8gDG,A2_local,7,6,1,0.043478260869565216,0.2608695652173913,2.615983565581917,6;5;4;3;2;2;1,0,1.0,0.3620269167165359,,
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,23,b8cTxDM8gDG,A3_cyclic,9,6,3,0.13043478260869565,0.2608695652173913,2.9353304337535,6;3;3;3;3;2;1;1;1,0,0.7144469525959368,0.2619777836217904,,
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,23,b8cTxDM8gDG,A4_adaptive,7,7,0,0.0,0.2608695652173913,2.7072820642823463,6;4;3;3;3;2;2,0,0.6943624161073826,0.33000972968350917,,
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,23,b8cTxDM8gDG,A5_density,10,6,4,0.17391304347826086,0.2608695652173913,3.055108151238868,6;3;3;3;2;2;1;1;1;1,4,0.816852468510207,0.38961927449047945,,
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,23,b8cTxDM8gDG,A6_spectral,4,4,0,0.0,0.30434782608695654,1.972647414184965,7;6;6;4,0,0.7264864864864865,0.3640513974926794,4.0,0.25553304575635916
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,23,b8cTxDM8gDG,A7_event,12,6,6,0.2608695652173913,0.21739130434782608,3.3444569352411975,5;3;3;2;2;2;1;1;1;1;1;1,0,0.5765521638638719,0.2694999722800044,,
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,e9zR4mvMWw7,A0_legacy,3,3,0,0.0,0.7916666666666666,0.9405662399881731,19;3;2,0,1.0,-0.2213195812504165,,
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,e9zR4mvMWw7,A1_mask,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2,0,0.494667865861493,0.7012431691350635,,
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,e9zR4mvMWw7,A2_local,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2,0,0.494667865861493,0.6679263324233001,,
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,e9zR4mvMWw7,A3_cyclic,3,2,1,0.041666666666666664,0.5833333333333334,1.1752835873133534,14;9;1,0,0.07768238136856717,0.3035487566289759,,
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,e9zR4mvMWw7,A4_adaptive,3,2,1,0.041666666666666664,0.7083333333333334,1.0434356963218767,17;6;1,0,0.12277110380865162,0.3398160106263141,,
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,e9zR4mvMWw7,A5_density,12,6,6,0.25,0.2916666666666667,3.2346970025308774,7;3;2;2;2;2;1;1;1;1;1;1,6,0.09846846067318508,0.5374902734110961,,
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,e9zR4mvMWw7,A6_spectral,5,5,0,0.0,0.2916666666666667,2.239934378325576,7;6;5;3;3,0,0.13695671735804912,0.2698321685307798,5.0,0.3279879269391962
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,e9zR4mvMWw7,A7_event,4,2,2,0.08333333333333333,0.5416666666666666,1.3918357778538644,13;9;1;1,0,0.16225165562913907,0.3819693302754222,,
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,e9zR4mvMWw7,A0_legacy,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4,0,1.0,0.6557541295131843,,
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,e9zR4mvMWw7,A1_mask,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4,0,1.0,0.6557541295131843,,
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,e9zR4mvMWw7,A2_local,3,2,1,0.041666666666666664,0.7916666666666666,0.8886865525783176,19;4;1,0,0.8437611726850197,0.5515540210734741,,
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,e9zR4mvMWw7,A3_cyclic,4,2,2,0.08333333333333333,0.7916666666666666,1.0238995733215064,19;3;1;1,0,0.5279547062986554,0.5451730411855037,,
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,e9zR4mvMWw7,A4_adaptive,4,2,2,0.08333333333333333,0.7916666666666666,1.0238995733215064,19;3;1;1,0,0.5279547062986554,0.5482002884983177,,
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,e9zR4mvMWw7,A5_density,10,3,7,0.2916666666666667,0.5,2.5110276044371003,12;3;2;1;1;1;1;1;1;1,7,0.243605359317905,0.4947478680307705,,
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,e9zR4mvMWw7,A6_spectral,4,4,0,0.0,0.4166666666666667,1.8879185026711327,10;6;4;4,0,0.2518363064008394,0.2922633692271946,4.0,0.45502767742533545
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,e9zR4mvMWw7,A7_event,3,2,1,0.041666666666666664,0.8333333333333334,0.785235442391543,20;3;1,0,0.6431184559101804,0.6067416691350033,,
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,e9zR4mvMWw7,A0_legacy,3,2,1,0.041666666666666664,0.6666666666666666,1.0994839817876882,16;7;1,0,1.0,0.5881521391443841,,
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,e9zR4mvMWw7,A1_mask,3,2,1,0.041666666666666664,0.6666666666666666,1.0994839817876882,16;7;1,0,1.0,0.5881521391443841,,
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,e9zR4mvMWw7,A2_local,4,3,1,0.041666666666666664,0.7083333333333334,1.2730096548354992,17;4;2;1,0,0.7824373324925115,0.5481352987473648,,
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,e9zR4mvMWw7,A3_cyclic,4,3,1,0.041666666666666664,0.7916666666666666,1.0553532192449844,19;2;2;1,0,0.533660700142563,0.508320908774741,,
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,e9zR4mvMWw7,A4_adaptive,3,2,1,0.041666666666666664,0.75,0.9737837298712214,18;5;1,0,0.6944488375770995,0.5104905565016097,,
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,e9zR4mvMWw7,A5_density,10,5,5,0.20833333333333334,0.4166666666666667,2.7527054819279444,10;3;2;2;2;1;1;1;1;1,5,0.35664335664335667,0.4402020434077798,,
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,e9zR4mvMWw7,A6_spectral,3,3,0,0.0,0.3333333333333333,1.584962500721156,8;8;8,0,0.4898469228366136,0.2066759764934549,3.0,0.2740139015801105
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,e9zR4mvMWw7,A7_event,4,2,2,0.08333333333333333,0.75,1.1241854163060885,18;4;1;1,0,0.6655602971392445,0.35725715412635656,,
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,24,e9zR4mvMWw7,A0_legacy,3,3,0,0.0,0.6666666666666666,1.188721875540867,16;6;2,0,1.0,-0.08618579978571199,,
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,24,e9zR4mvMWw7,A1_mask,2,2,0,0.0,0.75,0.8112781244591328,18;6,0,0.7688442211055276,0.6246577381336933,,
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,24,e9zR4mvMWw7,A2_local,3,3,0,0.0,0.75,1.0408520829727552,18;4;2,0,0.71081307627829,0.5260885848042429,,
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,24,e9zR4mvMWw7,A3_cyclic,3,3,0,0.0,0.75,1.0408520829727552,18;4;2,0,0.71081307627829,0.477593450028227,,
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,24,e9zR4mvMWw7,A4_adaptive,3,3,0,0.0,0.75,1.0408520829727552,18;4;2,0,0.71081307627829,0.485562985285705,,
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,24,e9zR4mvMWw7,A5_density,10,6,4,0.16666666666666666,0.375,2.8647869792568113,9;3;2;2;2;2;1;1;1;1,4,0.31929564018245465,0.5342409519684003,,
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,24,e9zR4mvMWw7,A6_spectral,5,5,0,0.0,0.375,2.1352130207431887,9;6;4;3;2,0,0.4520910534674431,0.45290823815245346,5.0,0.3383588930586844
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,24,e9zR4mvMWw7,A7_event,4,4,0,0.0,0.6666666666666666,1.438721875540867,16;3;3;2,0,0.9347071811586584,0.4351838638118733,,
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,24,q9vSo1VnCiC,A0_legacy,13,3,10,0.4166666666666667,0.3333333333333333,3.1682958340544896,8;4;2;1;1;1;1;1;1;1;1;1;1,0,1.0,0.22194722617661466,,
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,24,q9vSo1VnCiC,A1_mask,12,4,8,0.3333333333333333,0.20833333333333334,3.2008257945180887,5;5;4;2;1;1;1;1;1;1;1;1,0,0.6011036657469452,0.24694517936304985,,
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,24,q9vSo1VnCiC,A2_local,12,3,9,0.375,0.375,2.9795739585136225,9;4;2;1;1;1;1;1;1;1;1;1,0,0.8807646614105195,0.2323932816296166,,
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,24,q9vSo1VnCiC,A3_cyclic,9,6,3,0.125,0.3333333333333333,2.823934896284056,8;3;3;3;2;2;1;1;1,0,0.6256358087487284,0.26469098464479385,,
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,24,q9vSo1VnCiC,A4_adaptive,9,6,3,0.125,0.3333333333333333,2.823934896284056,8;3;3;3;2;2;1;1;1,0,0.6256358087487284,0.2667559758591822,,
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,24,q9vSo1VnCiC,A5_density,16,4,12,0.5,0.16666666666666666,3.7720552088742,4;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1,12,0.5078618900956395,0.2564259138178866,,
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,24,q9vSo1VnCiC,A6_spectral,4,4,0,0.0,0.4166666666666667,1.8727298369794545,10;6;5;3,0,0.240100412988906,0.18711515503191656,4.0,0.24479287142530112
q9vSo1VnCiC-09,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,oos_geometry,24,q9vSo1VnCiC,A7_event,15,4,11,0.4583333333333333,0.25,3.5739348962840563,6;3;2;2;1;1;1;1;1;1;1;1;1;1;1,0,0.6995645863570392,0.22872240197493646,,
q9vSo1VnCiC-23,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,24,q9vSo1VnCiC,A0_legacy,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2,0,1.0,0.5363179890195593,,
q9vSo1VnCiC-23,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,24,q9vSo1VnCiC,A1_mask,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2,0,1.0,0.5363179890195593,,
q9vSo1VnCiC-23,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,24,q9vSo1VnCiC,A2_local,3,2,1,0.041666666666666664,0.875,0.6583514224564075,21;2;1,0,0.7394516499753735,0.4760633638825977,,
q9vSo1VnCiC-23,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,24,q9vSo1VnCiC,A3_cyclic,5,3,2,0.08333333333333333,0.625,1.5760875253642985,15;5;2;1;1,0,0.22868510799545283,0.24063544200269635,,
q9vSo1VnCiC-23,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,24,q9vSo1VnCiC,A4_adaptive,5,3,2,0.08333333333333333,0.625,1.5760875253642985,15;5;2;1;1,0,0.22868510799545283,0.2456278871242222,,
q9vSo1VnCiC-23,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,24,q9vSo1VnCiC,A5_density,12,6,6,0.25,0.25,3.2720552088742005,6;4;2;2;2;2;1;1;1;1;1;1,6,0.037079484932245665,0.3436110612303985,,
q9vSo1VnCiC-23,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,24,q9vSo1VnCiC,A6_spectral,1,1,0,0.0,1.0,-0.0,24,0,0.0,,1.0,0.27949916186860546
q9vSo1VnCiC-23,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,24,q9vSo1VnCiC,A7_event,5,2,3,0.125,0.7916666666666666,1.1386865525783176,19;2;1;1;1,0,0.4601211509338718,0.38172419364181603,,
q9vSo1VnCiC-32,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,24,q9vSo1VnCiC,A0_legacy,4,2,2,0.08333333333333333,0.5416666666666666,1.3918357778538644,13;9;1;1,0,1.0,0.2955120146682348,,
q9vSo1VnCiC-32,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,24,q9vSo1VnCiC,A1_mask,4,2,2,0.08333333333333333,0.5416666666666666,1.3918357778538644,13;9;1;1,0,1.0,0.2955120146682348,,
q9vSo1VnCiC-32,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,24,q9vSo1VnCiC,A2_local,7,4,3,0.125,0.2916666666666667,2.4380546909157212,7;6;5;3;1;1;1,0,0.4694819020581973,0.35523040227730585,,
q9vSo1VnCiC-32,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,24,q9vSo1VnCiC,A3_cyclic,9,6,3,0.125,0.20833333333333334,2.9549868557726664,5;4;4;3;3;2;1;1;1,0,0.18517165814463113,0.27679560091735605,,
q9vSo1VnCiC-32,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,24,q9vSo1VnCiC,A4_adaptive,7,4,3,0.125,0.2916666666666667,2.438054690915721,7;6;5;3;1;1;1,0,0.3388928317955997,0.2680768583964033,,
q9vSo1VnCiC-32,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,24,q9vSo1VnCiC,A5_density,15,5,10,0.4166666666666667,0.20833333333333334,3.6531071683628116,5;3;2;2;2;1;1;1;1;1;1;1;1;1;1,10,0.16083395383469842,0.2692465252045108,,
q9vSo1VnCiC-32,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,24,q9vSo1VnCiC,A6_spectral,4,4,0,0.0,0.2916666666666667,1.9798687566511526,7;7;5;5,0,0.3749128919860627,0.2599323248977283,4.0,0.3192953656125384
q9vSo1VnCiC-32,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,24,q9vSo1VnCiC,A7_event,8,5,3,0.125,0.2916666666666667,2.6320139422512874,7;5;5;2;2;1;1;1,0,0.11918396564065856,0.31332318619068655,,
rPc6DW4iMge-05,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,rPc6DW4iMge,A0_legacy,3,2,1,0.2,0.4,1.5219280948873621,2;2;1,0,1.0,0.31761934979813866,,
rPc6DW4iMge-05,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,rPc6DW4iMge,A1_mask,3,2,1,0.2,0.4,1.5219280948873621,2;2;1,0,1.0,0.31761934979813866,,
rPc6DW4iMge-05,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,rPc6DW4iMge,A2_local,5,0,5,1.0,0.2,2.321928094887362,1;1;1;1;1,0,0.0,,,
rPc6DW4iMge-05,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,rPc6DW4iMge,A3_cyclic,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,0,0.6153846153846154,0.11772886189194218,,
rPc6DW4iMge-05,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,rPc6DW4iMge,A4_adaptive,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,0,0.6153846153846154,0.07153724741444693,,
rPc6DW4iMge-05,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,rPc6DW4iMge,A5_density,1,1,0,0.0,1.0,-0.0,5,0,0.0,,,
rPc6DW4iMge-05,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,rPc6DW4iMge,A6_spectral,1,1,0,0.0,1.0,-0.0,5,0,0.0,,1.0,0.9420827681508919
rPc6DW4iMge-05,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,5,rPc6DW4iMge,A7_event,3,2,1,0.2,0.4,1.5219280948873621,2;2;1,0,1.0,0.5120621993580214,,
rPc6DW4iMge-06,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,24,rPc6DW4iMge,A0_legacy,11,3,8,0.3333333333333333,0.4583333333333333,2.7179360295889174,11;3;2;1;1;1;1;1;1;1;1,0,1.0,0.13524250483928393,,
rPc6DW4iMge-06,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,24,rPc6DW4iMge,A1_mask,8,3,5,0.20833333333333334,0.4583333333333333,2.31753434315405,11;5;3;1;1;1;1;1,0,0.703862660944206,0.30187857922572386,,
rPc6DW4iMge-06,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,24,rPc6DW4iMge,A2_local,15,4,11,0.4583333333333333,0.2916666666666667,3.516150648454355,7;2;2;2;1;1;1;1;1;1;1;1;1;1;1,0,0.3263598326359833,0.228442393188772,,
rPc6DW4iMge-06,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,24,rPc6DW4iMge,A3_cyclic,13,4,9,0.375,0.3333333333333333,3.2201755214643453,8;3;2;2;1;1;1;1;1;1;1;1;1,0,0.22969578565447948,0.19841909483524076,,
rPc6DW4iMge-06,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,24,rPc6DW4iMge,A4_adaptive,13,3,10,0.4166666666666667,0.375,3.1147869792568117,9;3;2;1;1;1;1;1;1;1;1;1;1,0,0.18191470536188284,0.1738343126712317,,
rPc6DW4iMge-06,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,24,rPc6DW4iMge,A5_density,14,5,9,0.375,0.16666666666666666,3.5739348962840563,4;3;3;3;2;1;1;1;1;1;1;1;1;1,9,0.19306825430576227,0.30988288264618685,,
rPc6DW4iMge-06,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,24,rPc6DW4iMge,A6_spectral,2,2,0,0.0,0.75,0.8112781244591328,18;6,0,-0.08910058840011208,0.0903045276206726,2.0,0.4001322342356314
rPc6DW4iMge-06,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,24,rPc6DW4iMge,A7_event,12,6,6,0.25,0.2916666666666667,3.234697002530877,7;3;2;2;2;2;1;1;1;1;1;1,0,0.5335136179254395,0.2813037481518969,,
rPc6DW4iMge-13,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,rPc6DW4iMge,A0_legacy,1,1,0,0.0,1.0,-0.0,5,0,1.0,,,
rPc6DW4iMge-13,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,rPc6DW4iMge,A1_mask,1,1,0,0.0,1.0,-0.0,5,0,1.0,,,
rPc6DW4iMge-13,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,rPc6DW4iMge,A2_local,2,1,1,0.2,0.8,0.7219280948873623,4;1,0,0.0,0.38399245379034774,,
rPc6DW4iMge-13,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,rPc6DW4iMge,A3_cyclic,2,1,1,0.2,0.8,0.7219280948873623,4;1,0,0.0,0.4272814872964429,,
rPc6DW4iMge-13,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,rPc6DW4iMge,A4_adaptive,2,1,1,0.2,0.8,0.7219280948873623,4;1,0,0.0,0.43174872324895597,,
rPc6DW4iMge-13,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,rPc6DW4iMge,A5_density,3,2,1,0.2,0.4,1.5219280948873621,2;2;1,1,0.0,0.4305131860130372,,
rPc6DW4iMge-13,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,rPc6DW4iMge,A6_spectral,1,1,0,0.0,1.0,-0.0,5,0,1.0,,1.0,0.942626917830793
rPc6DW4iMge-13,rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,5,rPc6DW4iMge,A7_event,1,1,0,0.0,1.0,-0.0,5,0,1.0,,,
rPc6DW4iMge-15,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,23,rPc6DW4iMge,A0_legacy,3,2,1,0.043478260869565216,0.782608695652174,0.9123163027543337,18;4;1,0,1.0,0.40759170831476277,,
rPc6DW4iMge-15,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,23,rPc6DW4iMge,A1_mask,3,2,1,0.043478260869565216,0.782608695652174,0.9123163027543337,18;4;1,0,1.0,0.40759170831476277,,
rPc6DW4iMge-15,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,23,rPc6DW4iMge,A2_local,4,3,1,0.043478260869565216,0.6086956521739131,1.5103893948045581,14;4;4;1,0,0.577478229750686,0.37260317614454763,,
rPc6DW4iMge-15,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,23,rPc6DW4iMge,A3_cyclic,5,4,1,0.043478260869565216,0.5652173913043478,1.790492223970158,13;4;3;2;1,0,0.46477526299011795,0.3030665390209807,,
rPc6DW4iMge-15,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,23,rPc6DW4iMge,A4_adaptive,5,4,1,0.043478260869565216,0.5652173913043478,1.790492223970158,13;4;3;2;1,0,0.46477526299011795,0.31553172387739464,,
rPc6DW4iMge-15,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,23,rPc6DW4iMge,A5_density,11,7,4,0.17391304347826086,0.17391304347826086,3.294663586209604,4;3;3;3;2;2;2;1;1;1;1,4,0.08664259927797834,0.4205392957209719,,
rPc6DW4iMge-15,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,23,rPc6DW4iMge,A6_spectral,1,1,0,0.0,1.0,-0.0,23,0,0.0,,1.0,0.3701728605762499
rPc6DW4iMge-15,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,23,rPc6DW4iMge,A7_event,4,2,2,0.08695652173913043,0.7391304347826086,1.1545676820893709,17;4;1;1,0,0.8122721553698745,0.2513255344169675,,
