code,image_id,condition,N,k,local_radius,ospa_uncovered,local_uncovered,ospa_covered_but_local_uncovered,local_covered_but_ospa_uncovered
X7HyMhZNoso-07,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,5,4,9.0,0.2,0.4,0.2,0.0
X7HyMhZNoso-07,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,5,4,12.0,0.2,0.2,0.0,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,2,6.0,0.0,0.09552042160737811,0.09552042160737811,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,2,9.0,0.0,0.0014822134387351778,0.0014822134387351778,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,2,12.0,0.0,0.0,0.0,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,4,6.0,0.0,0.06616789008093356,0.06616789008093356,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,4,9.0,0.0,4.7054394880481834e-06,4.7054394880481834e-06,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,4,12.0,0.0,0.0,0.0,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,8,6.0,0.0,0.0523855631289337,0.0523855631289337,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,8,9.0,0.0,0.0,0.0,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,8,12.0,0.0,0.0,0.0,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,12,6.0,0.0,0.04554865424430642,0.04554865424430642,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,12,9.0,0.0,0.0,0.0,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,12,12.0,0.0,0.0,0.0,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,16,6.0,0.0,0.0424901185770751,0.0424901185770751,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,16,9.0,0.0,0.0,0.0,0.0
X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,16,12.0,0.0,0.0,0.0,0.0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,2,6.0,0.5,0.5,0.0,0.0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,2,9.0,0.5,0.5,0.0,0.0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,2,12.0,0.5,0.5,0.0,0.0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,4,6.0,0.4,0.4,0.0,0.0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,4,9.0,0.4,0.4,0.0,0.0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,4,12.0,0.4,0.4,0.0,0.0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,2,6.0,0.25,0.41666666666666663,0.16666666666666663,0.0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,2,9.0,0.25,0.25,0.0,0.0
X7HyMhZNoso-19,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,2,12.0,0.25,0.25,0.0,0.0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,5,2,6.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,5,2,9.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,5,2,12.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,5,4,6.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,5,4,9.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,5,4,12.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,4,2,6.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,4,2,9.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-02,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,4,2,12.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,5,2,6.0,0.0,0.3666666666666667,0.3666666666666667,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,5,2,9.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,5,2,12.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,5,4,6.0,0.0,0.2,0.2,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,5,4,9.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,5,4,12.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,5,2,6.0,0.0,0.1,0.1,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,5,2,9.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,5,2,12.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,5,4,6.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,5,4,9.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-03,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,5,4,12.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,5,2,6.0,0.0,0.03333333333333333,0.03333333333333333,0.0
Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,5,2,9.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,5,2,12.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,5,4,6.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,5,4,9.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-06,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,5,4,12.0,0.0,0.0,0.0,0.0
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,2,6.0,0.14492753623188406,0.10342555994729907,0.09552042160737813,0.1370223978919631
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,2,9.0,0.14492753623188406,0.0006587615283267456,0.0006587615283267456,0.14492753623188406
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,2,12.0,0.14492753623188406,0.0,0.0,0.14492753623188406
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,4,6.0,0.09128552606813474,0.06337756446452099,0.06333992094861661,0.09124788255223036
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,4,9.0,0.09128552606813474,0.0,0.0,0.09128552606813474
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,4,12.0,0.09128552606813474,0.0,0.0,0.09128552606813474
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,8,6.0,0.04281949934123847,0.03461098398169337,0.03461098398169337,0.04281949934123847
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,8,9.0,0.04281949934123847,0.0,0.0,0.04281949934123847
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,8,12.0,0.04281949934123847,0.0,0.0,0.04281949934123847
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,12,6.0,0.015527950310559006,0.02107170099160946,0.02107170099160946,0.015527950310559006
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,12,9.0,0.015527950310559006,0.0,0.0,0.015527950310559006
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,12,12.0,0.015527950310559006,0.0,0.0,0.015527950310559006
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,16,6.0,0.0032938076416337285,0.012733166909368284,0.012733166909368284,0.0032938076416337285
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,16,9.0,0.0032938076416337285,0.0,0.0,0.0032938076416337285
Z6MFQCViBuw-10,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,16,12.0,0.0032938076416337285,0.0,0.0,0.0032938076416337285
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,2,6.0,0.8514492753623188,0.9570158102766798,0.10556653491436097,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,2,9.0,0.8514492753623188,0.9039855072463768,0.05253623188405798,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,2,12.0,0.8514492753623188,0.8909749670619235,0.039525691699604626,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,4,6.0,0.7408714473931864,0.9160079051383399,0.1751364577451534,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,4,9.0,0.7408714473931864,0.8278514963297572,0.08698004893657074,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,4,12.0,0.7408714473931864,0.8066676077545644,0.06579616036137792,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,8,6.0,0.597080646279731,0.8399209486166009,0.24284030233686993,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,8,9.0,0.597080646279731,0.7216732542819501,0.12459260800221905,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,8,12.0,0.597080646279731,0.691890298869704,0.09480965258997298,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,12,6.0,0.5143020594965675,0.7717391304347826,0.2574370709382151,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,12,9.0,0.5143020594965675,0.6581262939958592,0.14382423449929171,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,12,12.0,0.5143020594965675,0.6235561730412988,0.10925411354473136,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,16,6.0,0.4629359961167741,0.7114624505928854,0.24852645447611127,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,16,9.0,0.4629359961167741,0.6198945981554677,0.15695860203869355,0.0
b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,16,12.0,0.4629359961167741,0.5814090562374316,0.11847306012065745,0.0
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,2,6.0,0.13059947299077734,0.44845191040843213,0.3178524374176548,0.0
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,2,9.0,0.13059947299077734,0.18445322793148877,0.05385375494071143,0.0
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,2,12.0,0.13059947299077734,0.07065217391304347,0.018280632411067192,0.07822793148880106
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,4,6.0,0.09862130623000188,0.3431535855448899,0.24453227931488802,0.0
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,4,9.0,0.09862130623000188,0.12753152644456991,0.02891022021456803,0.0
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,4,12.0,0.09862130623000188,0.04842838321099191,0.006267645398080189,0.056460568417090164
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,8,6.0,0.07625241171983668,0.29268565653846307,0.21643324481862639,0.0
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,8,9.0,0.07625241171983668,0.09354439196106984,0.017291980241233157,0.0
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,8,12.0,0.07625241171983668,0.04221359509756333,0.0005468434513393461,0.034585660073612697
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,12,6.0,0.05978260869565218,0.2554347826086956,0.19565217391304343,0.0
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,12,9.0,0.05978260869565218,0.06884057971014494,0.00905797101449276,0.0
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,12,12.0,0.05978260869565218,0.041680688293624084,1.4021626957419486e-05,0.01811594202898552
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,16,6.0,0.048583662714097496,0.2208498023715415,0.172266139657444,0.0
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,16,9.0,0.048583662714097496,0.052042160737812905,0.003458498023715409,0.0
b8cTxDM8gDG-07,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,16,12.0,0.048583662714097496,0.041666666666666664,0.0,0.006916996047430832
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,5,2,6.0,0.2,0.5,0.3,0.0
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,5,2,9.0,0.2,0.2,0.0,0.0
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,5,2,12.0,0.2,0.2,0.0,0.0
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,5,4,6.0,0.2,0.4,0.2,0.0
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,5,4,9.0,0.2,0.2,0.0,0.0
b8cTxDM8gDG-17,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,5,4,12.0,0.2,0.2,0.0,0.0
b8cTxDM8gDG-18,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,6,2,6.0,0.26666666666666666,0.7333333333333334,0.46666666666666673,0.0
b8cTxDM8gDG-18,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,6,2,9.0,0.26666666666666666,0.7333333333333334,0.46666666666666673,0.0
b8cTxDM8gDG-18,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,6,2,12.0,0.26666666666666666,0.6,0.3333333333333333,0.0
b8cTxDM8gDG-18,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,6,4,6.0,0.06666666666666667,0.46666666666666673,0.4000000000000001,0.0
b8cTxDM8gDG-18,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,6,4,9.0,0.06666666666666667,0.46666666666666673,0.4000000000000001,0.0
b8cTxDM8gDG-18,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,6,4,12.0,0.06666666666666667,0.19999999999999998,0.1333333333333333,0.0
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,2,6.0,0.03705533596837945,0.6368577075098815,0.5998023715415021,0.0
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,2,9.0,0.03705533596837945,0.07625164690382082,0.05681818181818182,0.01762187088274045
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,2,12.0,0.03705533596837945,0.007575757575757576,0.005764163372859025,0.035243741765480896
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,4,6.0,0.02818558253340862,0.42514586862412945,0.3969602860907208,0.0
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,4,9.0,0.02818558253340862,0.02688688123470732,0.02044042913608131,0.021739130434782608
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,4,12.0,0.02818558253340862,0.0009881422924901185,0.0009646150950498776,0.02816205533596838
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,8,6.0,0.017292490118577076,0.22104839959699296,0.20375590947841588,0.0
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,8,9.0,0.017292490118577076,0.006975122064636131,0.006428278613296785,0.01674564666723773
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,8,12.0,0.017292490118577076,3.824080079296125e-06,3.824080079296125e-06,0.017292490118577076
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,12,6.0,0.009057971014492754,0.1421256453646412,0.13306767435014843,0.0
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,12,9.0,0.009057971014492754,0.0015668166580133198,0.0015527950310559007,0.009043949387535334
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,12,12.0,0.009057971014492754,0.0,0.0,0.009057971014492754
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,16,6.0,0.0034584980237154154,0.1077338535441914,0.104275355520476,0.0
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,16,9.0,0.0034584980237154154,0.0001646903820816864,0.0001646903820816864,0.0034584980237154154
b8cTxDM8gDG-19,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos,24,16,12.0,0.0034584980237154154,0.0,0.0,0.0034584980237154154
e9zR4mvMWw7-02,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,6,2,6.0,0.0,0.06666666666666667,0.06666666666666667,0.0
e9zR4mvMWw7-02,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,6,2,9.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-02,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,6,2,12.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-02,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,6,4,6.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-02,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,6,4,9.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-02,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,6,4,12.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,2,6.0,0.06669960474308301,0.03804347826086956,0.037549407114624504,0.06620553359683795
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,2,9.0,0.06669960474308301,0.0,0.0,0.06669960474308301
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,2,12.0,0.06669960474308301,0.0,0.0,0.06669960474308301
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,4,6.0,0.03489083380387729,0.034420289855072464,0.034420289855072464,0.03489083380387729
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,4,9.0,0.03489083380387729,0.0,0.0,0.03489083380387729
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,4,12.0,0.03489083380387729,0.0,0.0,0.03489083380387729
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,8,6.0,0.017511227499112814,0.02717391304347826,0.02717391304347826,0.017511227499112814
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,8,9.0,0.017511227499112814,0.0,0.0,0.017511227499112814
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,8,12.0,0.017511227499112814,0.0,0.0,0.017511227499112814
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,12,6.0,0.009058772250318892,0.01992753623188406,0.01992753623188406,0.009058772250318892
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,12,9.0,0.009058772250318892,0.0,0.0,0.009058772250318892
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,12,12.0,0.009058772250318892,0.0,0.0,0.009058772250318892
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,16,6.0,0.0034584980237154154,0.012681159420289856,0.012681159420289856,0.0034584980237154154
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,16,9.0,0.0034584980237154154,0.0,0.0,0.0034584980237154154
e9zR4mvMWw7-03,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,16,12.0,0.0034584980237154154,0.0,0.0,0.0034584980237154154
e9zR4mvMWw7-09,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,6,2,6.0,0.26666666666666666,0.26666666666666666,0.0,0.0
e9zR4mvMWw7-09,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,6,2,9.0,0.26666666666666666,0.26666666666666666,0.0,0.0
e9zR4mvMWw7-09,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,6,2,12.0,0.26666666666666666,0.26666666666666666,0.0,0.0
e9zR4mvMWw7-09,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,6,4,6.0,0.06666666666666667,0.06666666666666667,0.0,0.0
e9zR4mvMWw7-09,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,6,4,9.0,0.06666666666666667,0.06666666666666667,0.0,0.0
e9zR4mvMWw7-09,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,6,4,12.0,0.06666666666666667,0.06666666666666667,0.0,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,2,6.0,0.0,0.03458498023715415,0.03458498023715415,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,2,9.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,2,12.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,4,6.0,0.0,0.018426501035196687,0.018426501035196687,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,4,9.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,4,12.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,8,6.0,0.0,0.006422924901185771,0.006422924901185771,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,8,9.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,8,12.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,12,6.0,0.0,0.0015527950310559007,0.0015527950310559007,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,12,9.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,12,12.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,16,6.0,0.0,0.0001646903820816864,0.0001646903820816864,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,16,9.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-10,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,16,12.0,0.0,0.0,0.0,0.0
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,2,6.0,0.0,0.12911725955204215,0.12911725955204215,0.0
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,2,9.0,0.0,0.09552042160737813,0.09552042160737813,0.0
e9zR4mvMWw7-16,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,2,12.0,0.0,0.059288537549407105,0.059288537549407105,0.0
