code,image_id,condition,method,N,omitted_worker,changed_pairs,total_pairs
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W002,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W006,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W008,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W010,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W011,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W012,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W013,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W014,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W015,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W017,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W018,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W021,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W027,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W028,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W029,38,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W030,54,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W031,104,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W032,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W033,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W034,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W035,38,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W036,0,253
e9zR4mvMWw7-32,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,OSPA1_6_AND_H9,24,W037,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W001,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W002,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W006,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W008,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W010,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W011,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W012,17,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W013,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W014,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W015,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W017,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W018,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W021,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W027,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W028,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W029,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W030,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W031,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W032,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W033,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W034,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W035,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W036,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6,24,W037,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W001,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W002,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W006,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W008,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W010,28,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W011,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W012,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W013,15,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W014,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W015,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W017,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W018,15,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W021,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W027,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W028,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W029,28,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W030,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W031,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W032,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W033,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W034,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W035,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W036,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_6,24,W037,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W001,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W002,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W006,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W008,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W010,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W011,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W012,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W013,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W014,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W015,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W017,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W018,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W021,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W027,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W028,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W029,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W030,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W031,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W032,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W033,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W034,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W035,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W036,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_9,24,W037,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W001,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W002,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W006,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W008,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W010,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W011,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W012,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W013,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W014,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W015,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W017,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W018,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W021,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W027,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W028,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W029,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W030,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W031,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W032,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W033,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W034,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W035,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W036,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,Hausdorff_12,24,W037,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W001,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W002,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W006,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W008,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W010,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W011,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W012,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W013,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W014,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W015,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W017,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W018,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W021,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W027,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W028,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W029,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W030,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W031,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W032,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W033,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W034,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W035,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W036,0,253
e9zR4mvMWw7-39,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,OSPA1_6_AND_H9,24,W037,0,253
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,OSPA1_6,4,W011,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,OSPA1_6,4,W012,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,OSPA1_6,4,W013,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,OSPA1_6,4,W015,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_6,4,W011,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_6,4,W012,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_6,4,W013,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_6,4,W015,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_9,4,W011,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_9,4,W012,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_9,4,W013,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_9,4,W015,1,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_12,4,W011,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_12,4,W012,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_12,4,W013,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,Hausdorff_12,4,W015,1,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,OSPA1_6_AND_H9,4,W011,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,OSPA1_6_AND_H9,4,W012,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,OSPA1_6_AND_H9,4,W013,0,3
jh4fc5c5qoQ-02,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,OSPA1_6_AND_H9,4,W015,1,3
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,OSPA1_6,3,W017,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,OSPA1_6,3,W034,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,OSPA1_6,3,W035,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,Hausdorff_6,3,W017,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,Hausdorff_6,3,W034,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,Hausdorff_6,3,W035,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,Hausdorff_9,3,W017,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,Hausdorff_9,3,W034,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,Hausdorff_9,3,W035,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,Hausdorff_12,3,W017,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,Hausdorff_12,3,W034,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,Hausdorff_12,3,W035,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,OSPA1_6_AND_H9,3,W017,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,OSPA1_6_AND_H9,3,W034,0,1
jtcxE69GiFV-03,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,OSPA1_6_AND_H9,3,W035,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,OSPA1_6,3,W001,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,OSPA1_6,3,W010,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,OSPA1_6,3,W017,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,Hausdorff_6,3,W001,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,Hausdorff_6,3,W010,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,Hausdorff_6,3,W017,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,Hausdorff_9,3,W001,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,Hausdorff_9,3,W010,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,Hausdorff_9,3,W017,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,Hausdorff_12,3,W001,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,Hausdorff_12,3,W010,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,Hausdorff_12,3,W017,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,OSPA1_6_AND_H9,3,W001,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,OSPA1_6_AND_H9,3,W010,0,1
jtcxE69GiFV-04,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,OSPA1_6_AND_H9,3,W017,0,1
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,OSPA1_6,6,W002,0,10
jtcxE69GiFV-05,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,OSPA1_6,6,W006,0,10
