code,image_id,building,condition,method,N,clusters,supported,singletons,singleton_mass,largest_share,sizes
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,count_only,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA1_3,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA1_6,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA1_9,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA2_3,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA2_6,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA2_9,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA2_12,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,Hausdorff_3,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,Hausdorff_6,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,Hausdorff_9,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,Hausdorff_12,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA1_6_AND_H6,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA1_6_AND_H9,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA1_6_AND_H12,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,Bottleneck_equal_6,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,Bottleneck_equal_9,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,Bottleneck_equal_12,4,4,0,4,1.0,0.25,1;1;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,count_only,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA1_3,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA1_6,4,2,1,1,0.25,0.75,3;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA1_9,4,1,1,0,0.0,1.0,4
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA2_3,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA2_6,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA2_9,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA2_12,4,2,1,1,0.25,0.75,3;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,Hausdorff_3,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,Hausdorff_6,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,Hausdorff_9,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,Hausdorff_12,4,2,1,1,0.25,0.75,3;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA1_6_AND_H6,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA1_6_AND_H9,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA1_6_AND_H12,4,2,1,1,0.25,0.75,3;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,Bottleneck_equal_6,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,Bottleneck_equal_9,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,Bottleneck_equal_12,4,3,1,2,0.5,0.5,2;1;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,count_only,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA1_3,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA1_6,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA1_9,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA2_3,5,3,1,2,0.4,0.6,3;1;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA2_6,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA2_9,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA2_12,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,Hausdorff_3,5,4,1,3,0.6,0.4,2;1;1;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,Hausdorff_6,5,3,1,2,0.4,0.6,3;1;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,Hausdorff_9,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,Hausdorff_12,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA1_6_AND_H6,5,3,1,2,0.4,0.6,3;1;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA1_6_AND_H9,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA1_6_AND_H12,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,Bottleneck_equal_6,5,3,1,2,0.4,0.6,3;1;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,Bottleneck_equal_9,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,Bottleneck_equal_12,5,2,1,1,0.2,0.8,4;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,count_only,24,6,6,0,0.0,0.3333333333333333,8;6;3;3;2;2
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA1_3,24,19,4,15,0.625,0.125,3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA1_6,24,17,5,12,0.5,0.125,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA1_9,24,12,7,5,0.20833333333333334,0.16666666666666666,4;4;3;2;2;2;2;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA2_3,24,19,4,15,0.625,0.125,3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA2_6,24,17,5,12,0.5,0.125,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA2_9,24,17,5,12,0.5,0.125,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA2_12,24,14,7,7,0.2916666666666667,0.16666666666666666,4;3;2;2;2;2;2;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,Hausdorff_3,24,21,3,18,0.75,0.08333333333333333,2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,Hausdorff_6,24,18,5,13,0.5416666666666666,0.125,3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,Hausdorff_9,24,17,5,12,0.5,0.125,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,Hausdorff_12,24,15,6,9,0.375,0.125,3;3;3;2;2;2;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA1_6_AND_H6,24,18,5,13,0.5416666666666666,0.125,3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA1_6_AND_H9,24,17,5,12,0.5,0.125,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA1_6_AND_H12,24,17,5,12,0.5,0.125,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,Bottleneck_equal_6,24,18,5,13,0.5416666666666666,0.125,3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,Bottleneck_equal_9,24,17,5,12,0.5,0.125,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,Bottleneck_equal_12,24,17,5,12,0.5,0.125,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,count_only,24,9,5,4,0.16666666666666666,0.3333333333333333,8;5;3;2;2;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA1_3,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA1_6,24,14,5,9,0.375,0.20833333333333334,5;3;3;2;2;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA1_9,24,11,6,5,0.20833333333333334,0.20833333333333334,5;4;4;2;2;2;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA2_3,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA2_6,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA2_9,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA2_12,24,13,6,7,0.2916666666666667,0.20833333333333334,5;3;3;2;2;2;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,Hausdorff_3,24,21,3,18,0.75,0.08333333333333333,2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,Hausdorff_6,24,17,3,14,0.5833333333333334,0.20833333333333334,5;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,Hausdorff_9,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,Hausdorff_12,24,13,6,7,0.2916666666666667,0.20833333333333334,5;3;3;2;2;2;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA1_6_AND_H6,24,17,3,14,0.5833333333333334,0.20833333333333334,5;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA1_6_AND_H9,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA1_6_AND_H12,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,Bottleneck_equal_6,24,17,3,14,0.5833333333333334,0.20833333333333334,5;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,Bottleneck_equal_9,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,Bottleneck_equal_12,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,count_only,24,4,4,0,0.0,0.5416666666666666,13;4;4;3
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA1_3,24,10,5,5,0.20833333333333334,0.3333333333333333,8;4;3;2;2;1;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA1_6,24,8,5,3,0.125,0.3333333333333333,8;4;3;3;3;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA1_9,24,6,4,2,0.08333333333333333,0.3333333333333333,8;6;5;3;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA2_3,24,11,6,5,0.20833333333333334,0.3333333333333333,8;3;2;2;2;2;1;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA2_6,24,9,5,4,0.16666666666666666,0.3333333333333333,8;4;3;3;2;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA2_9,24,8,5,3,0.125,0.3333333333333333,8;4;3;3;3;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA2_12,24,8,5,3,0.125,0.3333333333333333,8;4;3;3;3;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Hausdorff_3,24,18,5,13,0.5416666666666666,0.125,3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Hausdorff_6,24,11,5,6,0.25,0.3333333333333333,8;4;2;2;2;1;1;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Hausdorff_9,24,10,5,5,0.20833333333333334,0.3333333333333333,8;4;3;2;2;1;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Hausdorff_12,24,9,5,4,0.16666666666666666,0.3333333333333333,8;4;3;3;2;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA1_6_AND_H6,24,11,5,6,0.25,0.3333333333333333,8;4;2;2;2;1;1;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA1_6_AND_H9,24,10,5,5,0.20833333333333334,0.3333333333333333,8;4;3;2;2;1;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA1_6_AND_H12,24,9,5,4,0.16666666666666666,0.3333333333333333,8;4;3;3;2;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Bottleneck_equal_6,24,11,5,6,0.25,0.3333333333333333,8;4;2;2;2;1;1;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Bottleneck_equal_9,24,10,5,5,0.20833333333333334,0.3333333333333333,8;4;3;2;2;1;1;1;1;1
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Bottleneck_equal_12,24,9,5,4,0.16666666666666666,0.3333333333333333,8;4;3;3;2;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,count_only,24,3,2,1,0.041666666666666664,0.875,21;2;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA1_3,24,12,4,8,0.3333333333333333,0.375,9;3;2;2;1;1;1;1;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA1_6,24,8,4,4,0.16666666666666666,0.4583333333333333,11;4;3;2;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA1_9,24,6,3,3,0.125,0.625,15;3;3;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA2_3,24,13,5,8,0.3333333333333333,0.2916666666666667,7;3;2;2;2;1;1;1;1;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA2_6,24,8,4,4,0.16666666666666666,0.4583333333333333,11;4;3;2;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA2_9,24,8,4,4,0.16666666666666666,0.4583333333333333,11;4;3;2;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA2_12,24,7,3,4,0.16666666666666666,0.5833333333333334,14;4;2;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Hausdorff_3,24,16,4,12,0.5,0.16666666666666666,4;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Hausdorff_6,24,13,4,9,0.375,0.3333333333333333,8;3;2;2;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Hausdorff_9,24,11,4,7,0.2916666666666667,0.375,9;3;3;2;1;1;1;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Hausdorff_12,24,9,4,5,0.20833333333333334,0.4583333333333333,11;3;3;2;1;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA1_6_AND_H6,24,13,4,9,0.375,0.3333333333333333,8;3;2;2;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA1_6_AND_H9,24,11,4,7,0.2916666666666667,0.375,9;3;3;2;1;1;1;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA1_6_AND_H12,24,9,4,5,0.20833333333333334,0.4583333333333333,11;3;3;2;1;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Bottleneck_equal_6,24,13,4,9,0.375,0.3333333333333333,8;3;2;2;1;1;1;1;1;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Bottleneck_equal_9,24,11,4,7,0.2916666666666667,0.375,9;3;3;2;1;1;1;1;1;1;1
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Bottleneck_equal_12,24,9,4,5,0.20833333333333334,0.4583333333333333,11;3;3;2;1;1;1;1;1
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,count_only,6,3,3,0,0.0,0.3333333333333333,2;2;2
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,OSPA1_3,6,4,2,2,0.3333333333333333,0.3333333333333333,2;2;1;1
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,OSPA1_6,6,3,3,0,0.0,0.3333333333333333,2;2;2
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,OSPA1_9,6,2,2,0,0.0,0.6666666666666666,4;2
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,OSPA2_3,6,4,2,2,0.3333333333333333,0.3333333333333333,2;2;1;1
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,OSPA2_6,6,3,3,0,0.0,0.3333333333333333,2;2;2
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,OSPA2_9,6,3,3,0,0.0,0.3333333333333333,2;2;2
